SED_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SED70016,6,18,22,27,47,79,85,29,5,328,3,7,12,9,17,19,13,3,0,96,121,137,394,246,348,275,158,74,18,1777,327,653,1778,1264,1400,1064,576,210,41,7318
SED70017,59,87,170,141,163,130,93,39,18,899,0,13,30,41,61,52,62,46,15,325,139,390,500,328,255,204,92,39,10,1956,431,1005,1716,1235,1191,980,467,196,74,7286
SED70018,4,10,15,22,21,53,57,27,4,217,0,3,0,9,5,10,8,3,0,35,89,262,855,730,570,308,130,24,10,2980,348,1060,2212,2153,2061,1375,631,157,38,10032
SED70019,58,77,184,175,166,118,81,21,0,878,0,6,22,8,9,12,12,3,4,82,96,72,168,138,126,102,41,4,0,746,455,707,1587,1412,1142,729,263,49,3,6347
SED70020,0,3,15,17,19,43,43,29,8,183,0,0,10,9,3,8,8,3,3,38,27,61,249,167,153,113,78,19,5,879,150,459,1777,1383,1124,935,545,174,45,6598
SED70021,0,0,14,21,13,17,25,21,8,126,0,3,9,3,3,8,3,7,0,34,31,201,592,241,207,158,75,22,4,1536,151,968,3343,1566,1341,1034,467,128,35,9039
SED70022,3,3,17,21,42,47,77,38,10,258,0,0,3,10,9,17,8,11,3,65,35,49,137,122,119,117,71,17,3,668,208,485,1231,1300,1196,1034,604,189,32,6279
SED70023,0,0,7,13,19,37,23,13,3,116,0,3,5,4,0,4,4,0,4,28,44,88,227,132,95,100,59,19,0,761,233,829,2135,1457,1068,724,308,74,16,6844
SED70024,94,134,302,271,234,186,65,20,8,1318,7,9,18,23,40,52,57,49,13,274,190,165,217,141,198,88,27,10,0,1025,522,691,1239,940,879,576,221,94,18,5182
SED70025,3,3,15,28,36,55,66,37,6,257,0,0,6,9,11,12,15,0,3,56,33,36,144,106,104,83,49,34,3,588,217,576,1621,1368,1197,910,483,174,25,6568
SED79494,0,0,8,25,39,25,26,3,0,124,0,0,7,0,11,3,3,0,0,18,3,66,182,140,157,110,58,15,0,737,24,183,457,396,461,440,278,38,0,2275
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,9,0,3,30,19,9,3,0,3,0,71
SED80001,18,22,43,66,105,251,355,288,133,1268,0,3,24,28,31,36,41,35,22,215,176,204,422,418,495,455,369,278,220,3041,2110,4766,9602,9301,10566,9489,5001,2147,812,53801
SED80002,14,28,63,91,119,234,368,334,192,1437,3,19,46,38,46,40,41,59,21,309,207,438,731,544,443,430,455,358,277,3877,2055,6767,13213,11429,8761,7505,6453,3046,1236,60463
SED80003,8,24,53,56,98,154,222,301,230,1156,3,15,22,30,49,27,31,43,28,250,276,713,1588,944,827,706,573,511,499,6635,3246,9376,16413,10661,10136,8174,5587,3174,1952,68716
SED80004,16,23,41,76,94,188,409,417,241,1495,5,3,26,28,31,39,44,56,12,240,164,220,729,626,556,519,588,531,354,4289,1565,4030,10215,11140,10426,8654,7834,4319,1778,59969
SED80005,19,29,59,83,121,263,361,273,102,1304,0,19,57,49,69,78,50,40,16,376,202,350,833,753,551,440,274,167,42,3621,2259,6346,16521,15724,11000,7567,4521,1657,371,65959
SED89494,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,9,7,16,27,19,17,6,3,0,102,30,79,108,107,68,78,24,8,3,502
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,0,0,4,6,23,65,58,21,3,186,0,0,0,3,12,46,51,24,0,144,28,65,172,122,133,116,72,39,12,751,88,195,566,627,699,697,458,182,51,3579
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,3,10,0,5,9,11,13,0,0,46
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
