SED_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
SED30020,0,3,5,0,6,3,0,0,0,14,1638,3075,2615,4422,2146,1825,1086,520,180,17495,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15,7,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,8,7,19,8,6,3,0,0,60,0,0,0,4,3,3,4,0,0,22,6,11,41,122,41,40,25,17,3,300,0,0,0,3,6,6,7,0,0,25,0,0,0,3,0,9,4,3,0,15,12,61,58,222,233,153,132,66,30,964,0,3,10,40,23,25,12,0,3,113,0,0,0,7,9,3,4,4,3,29,0,3,9,16,10,12,18,12,3,88,0,0,3,3,6,17,23,21,3,80,0,3,13,36,10,14,7,3,0,92,3,24,27,217,49,27,19,6,0,376,3,0,3,11,6,4,3,3,0,38,0,3,6,57,9,7,3,0,0,92,0,0,0,3,8,0,0,0,0,9
SED30021,0,0,3,7,0,0,0,0,0,11,1314,2254,2412,5308,2504,1881,1161,502,188,17524,0,0,0,18,7,0,0,0,0,30,0,0,0,6,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,4,3,10,11,38,18,11,0,0,0,82,0,0,0,6,3,0,0,0,0,14,0,9,19,79,19,11,11,3,0,157,0,0,0,3,4,0,0,0,0,16,0,0,0,3,3,3,0,0,0,11,12,61,73,258,229,135,125,44,10,951,0,4,11,39,12,15,4,0,0,84,0,3,0,31,7,0,6,0,0,49,0,0,3,21,12,12,17,7,8,72,0,0,0,4,0,0,11,0,3,14,3,13,4,31,12,9,3,4,0,78,19,59,84,570,25,28,28,4,6,817,0,0,3,12,6,3,3,0,0,36,0,11,11,76,10,3,4,4,0,110,0,3,0,7,4,0,0,0,0,21
SED30022,0,0,3,0,0,0,0,0,0,3,1191,2708,2524,3536,2103,2231,1604,750,264,16909,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,3,9,11,4,11,0,3,46,0,0,0,0,0,3,4,0,0,9,0,3,14,23,18,8,16,5,3,84,0,0,0,3,5,5,10,9,0,34,0,3,0,3,0,3,3,0,0,16,13,182,216,313,464,338,316,192,59,2094,0,0,0,9,12,6,0,0,0,32,0,0,0,7,8,6,0,3,0,23,0,3,11,13,20,13,45,20,8,128,0,0,0,0,0,5,7,0,3,17,0,7,3,5,0,10,4,0,0,33,0,7,10,47,22,9,10,7,0,115,0,4,0,3,0,3,5,3,6,24,0,0,0,7,0,0,3,0,0,10,0,0,0,3,0,0,0,0,0,6
SED30023,0,8,9,6,0,0,0,0,0,25,1987,3915,3368,5415,3042,2847,2069,949,267,23864,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,3,4,5,4,0,0,0,27,0,3,0,0,3,0,0,0,0,10,0,0,9,31,6,0,0,0,0,50,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,5,0,9,19,37,69,89,89,51,15,385,0,4,4,11,6,5,3,0,0,37,0,0,0,4,0,3,0,0,0,5,0,0,3,3,14,14,16,3,0,45,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,7,0,10,163,165,8,7,7,0,0,354,0,0,3,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,12,3,25,3,33,7,0,0,0,0,73
SED30024,0,0,0,0,0,0,0,0,0,0,1892,3665,2797,5062,2667,2300,1441,534,133,20493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,8,7,3,6,0,0,32,0,0,0,3,0,0,0,0,0,7,0,0,0,8,4,0,4,5,0,20,0,0,0,0,0,3,9,15,0,26,0,0,0,0,0,0,0,0,0,8,0,15,20,99,104,123,146,60,10,563,0,0,0,12,4,4,3,0,0,30,0,0,10,29,6,3,3,0,0,56,0,0,5,21,17,16,26,25,4,118,0,0,0,0,0,0,5,0,0,6,0,0,0,6,0,0,0,0,0,7,0,4,9,43,9,4,6,3,0,71,0,0,0,3,0,5,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SED30025,0,0,3,6,0,0,0,0,0,12,2619,4394,3276,5911,2580,2102,1778,740,193,23602,0,0,0,3,0,0,0,0,0,9,0,0,0,14,3,6,3,0,0,25,0,0,0,0,0,3,0,0,0,5,0,9,3,32,24,9,12,0,0,89,0,0,0,7,4,3,0,0,0,17,5,9,23,91,28,16,6,3,4,188,0,0,0,4,3,3,13,10,0,29,0,3,0,9,3,5,10,3,0,36,19,133,166,364,434,354,411,253,63,2205,0,7,9,28,9,11,4,4,0,71,0,0,0,4,13,4,4,0,0,34,0,0,7,21,20,30,50,26,3,155,0,0,0,0,0,3,5,8,0,15,0,0,3,14,4,6,3,4,0,46,3,9,13,112,14,15,12,8,0,179,0,7,4,9,4,7,4,4,0,43,0,0,0,22,5,7,0,0,0,41,0,3,3,11,5,3,0,0,0,22
SED30026,0,0,0,0,0,0,0,0,0,0,1241,2563,2285,4093,2282,2329,1722,825,353,17700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,5,23,14,18,5,3,0,64,0,0,3,3,0,0,3,0,0,12,0,3,4,15,6,0,3,4,3,46,0,0,0,3,3,4,4,4,0,15,0,0,0,0,0,5,4,3,0,18,7,49,58,181,211,174,253,130,54,1128,0,3,7,12,3,5,7,0,0,32,0,3,0,9,4,4,0,3,0,29,3,0,0,11,9,12,32,28,9,99,0,0,0,0,3,3,3,0,0,12,0,0,0,0,3,0,0,0,0,7,4,0,5,26,11,6,9,3,0,64,0,5,3,4,0,6,0,0,3,23,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SED30027,0,0,0,0,0,0,0,0,0,0,1437,3171,2428,4633,2438,2476,1936,847,228,19587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,11,9,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,0,0,3,3,3,0,4,9,0,0,0,0,0,0,0,0,0,4,0,16,22,57,83,123,150,96,27,565,0,0,0,3,0,4,0,0,0,7,0,0,3,7,3,4,0,0,0,19,0,4,5,12,17,22,35,32,7,129,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,5,49,5,3,0,3,0,67,0,5,0,5,0,4,8,4,0,22,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SED30028,0,0,0,9,0,0,0,0,0,7,1440,2912,2621,4535,2269,1691,1193,514,172,17352,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,8,9,24,10,4,7,0,0,54,0,0,0,5,3,3,0,0,0,10,0,8,16,35,5,11,3,3,0,77,0,0,0,0,6,0,0,3,0,10,0,4,0,3,0,0,3,3,0,11,14,92,73,234,255,147,122,52,21,1007,0,4,0,24,9,4,4,6,0,62,0,3,0,4,0,8,0,3,6,29,3,4,4,21,14,12,24,4,4,90,0,0,0,5,0,3,3,0,3,14,0,3,4,8,3,6,5,0,0,33,4,11,14,102,29,12,11,3,3,179,0,0,7,4,0,0,0,0,0,16,0,10,0,23,3,0,3,0,0,39,0,0,0,0,0,0,0,0,0,7
SED30029,0,0,0,0,0,0,0,0,0,0,1492,3223,2489,4308,2321,1838,1501,504,140,17812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,19,13,9,4,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,11,18,4,9,6,0,0,51,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,10,79,98,232,315,222,177,73,31,1234,0,0,0,14,3,14,3,4,0,40,0,7,0,9,8,0,0,3,0,25,0,10,5,14,25,8,28,7,0,102,0,0,0,0,0,0,0,0,0,3,0,3,7,3,4,3,7,0,0,22,8,8,3,47,25,10,13,3,0,126,0,0,0,6,0,0,3,0,0,10,0,3,4,9,3,0,0,0,0,28,0,0,0,9,5,3,0,0,0,25
SED30030,0,0,0,3,0,0,0,0,0,4,1972,3577,2854,5040,2357,1715,1173,516,178,19385,0,0,0,12,10,5,0,0,0,30,0,0,0,10,10,3,0,4,0,34,0,0,0,3,0,0,0,0,0,9,0,3,3,16,15,3,0,0,0,45,0,0,0,4,3,4,0,0,0,13,5,12,10,62,19,15,15,3,3,139,0,0,0,8,7,11,16,17,0,56,0,0,3,0,0,3,0,3,0,15,3,77,127,250,337,230,228,125,50,1430,0,0,4,24,6,8,3,0,0,46,0,0,0,5,12,8,6,0,4,31,0,3,3,19,20,28,36,23,4,134,0,0,0,0,3,5,7,3,0,16,0,0,7,10,3,8,6,0,0,40,4,14,20,124,29,12,9,5,4,219,0,0,0,11,0,5,4,7,0,30,0,0,0,14,5,3,0,3,0,29,0,0,0,8,3,3,0,0,0,15
SED30031,0,0,0,0,0,0,0,0,0,0,1993,3710,3073,6030,2998,2431,1220,468,118,22045,0,6,4,17,0,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,27,18,5,0,0,0,58,0,0,0,13,4,3,0,0,0,20,0,0,0,0,3,0,0,0,0,6,0,7,0,23,8,4,3,3,0,56,0,0,0,0,4,0,3,8,0,11,3,9,0,8,3,0,0,0,0,23,3,18,28,117,173,150,99,49,16,650,0,4,6,19,14,3,4,0,0,48,0,0,0,12,3,0,0,0,0,19,0,0,3,10,12,3,23,23,4,71,0,0,0,3,3,0,3,5,0,16,0,0,0,0,0,0,0,0,0,5,11,29,14,161,24,7,3,0,0,248,0,3,5,13,8,0,4,0,0,24,0,4,0,15,3,0,0,0,0,26,0,3,0,4,6,0,0,0,0,13
SED30032,0,0,0,0,0,0,0,0,0,0,1443,3477,2912,5105,2790,2651,2205,858,214,21656,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,15,10,15,10,3,3,51,0,0,0,3,3,0,0,0,0,12,0,0,3,3,0,0,3,0,3,11,0,0,0,0,0,8,3,9,0,16,0,0,0,0,0,0,3,0,0,6,0,59,71,196,266,276,354,164,32,1426,0,0,0,5,3,0,0,0,0,13,0,0,3,8,9,3,4,7,0,38,0,4,4,15,12,22,38,33,0,130,0,0,0,0,0,0,4,0,0,9,0,0,3,0,0,3,0,0,0,6,0,3,0,17,4,0,9,4,0,44,0,0,0,3,0,0,12,3,3,29,0,0,0,4,0,4,0,0,0,3,0,4,0,3,0,0,0,0,0,5
SED30033,0,0,14,25,0,0,0,0,0,39,1433,2568,2491,5083,2091,1424,815,492,203,16612,4,0,5,18,8,4,0,0,0,41,0,3,5,21,12,9,11,0,0,68,0,0,0,0,0,0,0,0,0,3,3,0,4,28,12,0,4,0,0,47,0,0,0,10,4,0,0,0,0,14,0,0,46,60,13,10,11,6,4,159,0,0,0,3,0,4,0,0,0,12,0,4,3,0,3,0,0,3,3,20,5,38,51,195,150,95,97,48,30,709,0,0,3,20,9,12,3,0,0,46,0,3,3,23,3,4,0,0,0,41,0,3,4,27,11,7,16,4,0,77,0,3,0,6,8,11,9,10,9,58,0,3,3,28,11,3,0,0,0,52,13,40,91,443,31,16,13,0,0,647,0,3,0,6,4,3,6,0,0,27,0,9,6,50,7,3,0,0,0,77,0,3,3,8,7,3,0,0,0,26
SED30034,0,0,0,0,0,0,0,0,0,3,1592,2826,2035,4562,2237,1976,1094,448,115,16885,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,5,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,8,0,0,0,23,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,6,9,43,64,47,57,25,0,253,0,3,3,10,3,0,0,0,0,17,0,0,0,3,3,0,3,0,0,11,0,0,0,8,0,7,5,3,3,35,0,0,0,0,0,3,0,0,0,4,0,0,4,4,0,0,0,0,0,8,0,9,0,58,5,3,0,0,0,76,0,0,0,7,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SED30035,0,0,0,0,0,0,0,0,0,0,1256,3053,2262,3847,2549,2929,2423,1001,279,19612,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,5,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,13,0,0,0,0,0,0,7,3,0,13,0,0,0,0,0,0,0,0,0,3,0,28,37,66,168,198,280,139,29,939,0,3,3,4,0,3,0,0,0,15,0,0,0,0,9,9,9,3,0,26,0,3,6,7,16,21,39,21,3,120,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,5,0,0,3,20,3,0,3,0,0,36,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SED30036,0,0,0,0,0,0,0,0,0,0,1206,2846,2190,3641,2151,2524,2677,1384,367,18972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,15,12,0,54,0,0,0,0,0,0,0,0,0,5,0,3,0,6,5,0,3,0,0,21,0,0,0,0,0,3,0,6,0,13,0,0,0,3,3,3,3,6,0,23,5,39,35,116,188,245,483,346,76,1516,0,0,0,11,5,4,0,5,0,27,0,0,0,7,3,3,14,6,0,37,0,3,3,15,12,21,73,59,15,201,0,0,0,0,0,0,3,3,0,9,0,0,7,3,0,4,0,0,0,13,4,11,0,50,11,5,8,3,3,92,0,0,0,0,0,0,9,0,4,13,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3
SED30037,0,0,0,0,0,0,0,0,0,0,1844,3231,2688,5464,2766,2802,1915,858,204,21778,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,7,13,3,0,8,3,0,35,0,0,0,3,3,0,0,0,0,6,0,0,0,11,3,0,3,0,0,13,0,0,0,0,0,0,4,7,0,9,0,0,0,0,0,0,3,0,0,3,0,19,30,89,122,115,163,79,5,622,0,3,7,9,5,4,3,0,0,30,0,0,0,8,3,0,3,0,0,19,0,3,3,8,12,26,37,22,4,110,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,10,3,13,24,100,22,16,8,3,0,180,0,0,0,5,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SED30038,0,0,11,25,4,3,0,0,0,44,1902,3130,3092,4895,1906,1352,769,326,87,17466,0,27,25,61,17,0,0,0,0,131,0,0,3,11,5,6,0,3,0,32,0,0,0,5,3,0,0,0,0,14,0,0,0,10,9,3,4,0,0,21,0,0,6,13,13,13,14,0,0,51,3,14,20,62,23,11,10,6,0,151,0,0,0,7,6,6,0,6,0,30,0,8,3,7,0,3,0,0,0,17,3,20,33,105,193,169,143,108,26,810,0,7,26,75,48,26,15,3,0,204,0,0,0,11,6,8,0,0,3,29,0,0,3,16,16,11,64,14,0,123,0,0,0,0,0,0,0,0,0,13,0,0,13,15,3,8,4,0,0,39,3,28,61,325,36,22,12,6,0,502,0,3,11,31,3,7,7,3,5,63,0,7,13,48,10,3,4,0,0,86,0,7,4,27,14,4,0,0,0,60
SED30039,0,0,0,0,0,0,0,0,0,6,953,2047,3712,3504,1497,1363,988,436,204,14705,4,5,0,56,3,3,0,0,0,70,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,11,24,52,20,11,7,0,0,129,3,0,6,23,3,0,3,0,0,47,8,37,434,437,38,24,24,11,0,1013,0,0,0,6,3,0,0,4,0,11,3,0,3,9,4,0,0,0,0,28,13,98,123,214,202,145,117,62,19,998,0,0,4,13,7,9,8,4,0,46,0,4,15,26,7,3,3,0,0,62,0,9,13,35,31,9,18,3,0,122,0,0,0,3,0,0,4,0,0,18,3,12,101,47,15,24,9,3,0,207,17,51,89,334,45,22,7,9,3,580,11,25,70,90,17,3,3,3,0,226,0,7,9,87,18,5,3,4,0,135,0,0,0,10,0,0,0,0,0,15
SED30040,0,0,0,0,0,0,0,0,0,0,1832,3284,3063,5511,2477,2152,1401,736,283,20740,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,7,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,9,16,19,6,3,0,0,0,58,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,16,20,88,169,120,128,86,12,634,0,0,13,12,8,3,3,0,0,37,0,0,0,3,3,0,0,0,0,6,3,0,3,11,12,14,25,5,0,71,0,0,0,0,0,0,0,0,0,3,0,0,10,5,0,3,0,0,0,13,4,15,23,123,17,9,0,0,0,187,0,0,0,3,3,3,4,4,0,17,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,8
SED30041,0,0,0,0,0,0,0,0,0,0,1912,3751,3302,5421,2807,2405,1622,705,220,22141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,7,3,3,0,0,34,0,0,0,4,0,0,0,0,3,4,0,0,0,8,3,3,0,3,0,16,0,0,0,0,0,6,0,4,0,11,0,0,0,0,0,0,0,0,0,0,3,28,30,101,239,186,177,84,20,869,0,0,0,10,5,4,0,0,0,17,0,0,0,0,3,3,0,0,0,14,0,0,3,7,14,15,27,15,5,88,0,0,0,0,0,3,0,3,0,8,0,0,0,3,0,0,0,0,0,5,0,4,4,38,3,0,9,0,3,60,0,0,0,0,0,5,0,0,0,5,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
SED30042,0,0,0,0,0,0,0,0,0,4,1978,3538,2798,5349,2214,1966,1268,475,167,19760,0,0,0,3,3,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,4,3,0,0,5,0,4,0,11,7,6,4,0,0,31,0,0,0,5,3,0,3,0,0,10,0,0,4,15,4,3,5,0,0,39,0,0,3,0,0,3,0,3,0,6,0,0,0,0,4,0,3,0,0,12,7,44,94,207,253,207,206,111,25,1150,0,7,7,39,19,12,5,0,0,89,0,0,0,4,6,3,4,0,0,20,0,3,0,6,12,19,20,16,0,74,0,0,0,0,0,0,3,0,0,6,0,0,0,7,0,3,0,0,0,12,0,11,14,106,9,7,10,3,0,174,0,0,0,3,0,3,7,0,0,19,0,0,0,8,3,0,0,0,0,8,0,3,0,3,0,0,0,0,0,7
SED30043,0,3,0,0,0,0,0,0,0,8,1477,3248,2798,4541,2194,1872,1560,1100,411,19201,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,10,23,15,14,9,3,0,91,0,0,0,3,0,0,0,0,0,6,0,4,18,22,9,3,3,3,0,66,0,0,0,0,0,0,5,3,0,12,0,0,0,0,0,0,3,4,0,10,5,125,141,205,292,173,268,221,70,1510,0,0,3,14,9,8,3,0,0,32,0,0,5,12,3,4,0,3,0,34,0,5,12,16,23,12,36,32,14,144,0,0,0,0,0,3,4,3,0,10,0,3,3,3,3,0,4,0,0,14,0,21,7,78,17,4,4,11,6,141,0,4,0,3,0,0,0,6,3,20,0,0,0,4,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3
SED30044,0,5,11,19,3,0,0,0,0,32,1675,3570,2985,4950,2809,2811,1976,866,266,21906,0,3,3,16,8,3,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,8,0,0,23,0,0,0,0,0,0,0,0,0,3,0,4,3,28,8,0,0,3,0,52,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,28,25,84,108,117,148,64,27,603,0,0,0,14,7,0,0,0,0,26,0,0,3,0,5,4,0,0,0,11,0,4,3,11,15,10,19,16,3,82,0,0,0,0,0,0,0,3,0,5,0,0,0,6,3,0,0,0,0,10,0,13,9,70,14,4,4,3,4,123,0,0,0,0,0,0,6,0,0,12,0,3,0,13,3,0,0,0,0,17,0,0,0,4,0,0,0,0,0,6
SED30045,0,0,7,13,0,0,0,0,0,21,1650,3815,3051,5142,2964,2500,1850,734,176,21877,0,0,3,35,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,0,0,0,0,21,0,0,0,7,5,9,3,0,3,29,0,0,0,8,0,4,3,0,0,15,0,0,24,11,3,0,0,0,0,44,0,0,0,0,0,6,3,8,0,23,0,3,0,0,0,0,0,0,0,4,0,24,48,90,191,177,198,90,21,845,0,0,0,11,7,6,0,3,0,25,0,0,7,8,3,0,0,0,0,28,0,0,6,13,13,16,37,12,3,97,0,0,0,0,3,0,3,0,0,9,0,0,11,8,0,3,0,0,0,29,0,7,12,87,10,3,0,3,0,120,0,3,10,12,0,3,0,0,0,34,0,0,0,3,0,3,0,0,0,9,0,0,0,5,5,0,0,0,0,19
SED30046,0,0,0,4,0,0,0,0,0,12,1612,3354,2906,4237,2194,1843,1015,351,87,17605,0,0,0,6,0,0,0,0,0,6,0,0,8,36,19,22,3,0,0,84,0,10,6,25,19,12,6,0,0,80,0,0,3,8,7,10,3,5,0,27,0,0,0,3,0,3,0,0,0,9,3,10,12,49,20,18,6,9,0,122,0,0,3,16,13,10,21,6,0,75,0,3,0,4,4,4,0,0,0,19,0,25,36,98,217,249,239,113,20,1001,0,8,11,53,25,19,5,4,0,128,0,0,0,3,8,6,3,0,0,19,0,0,3,14,11,21,37,19,6,105,0,0,0,0,0,0,7,0,0,7,0,3,0,15,10,3,3,0,0,29,0,16,19,108,14,12,8,0,3,183,0,0,0,7,3,3,3,3,0,25,0,0,4,12,0,0,0,0,0,15,0,10,0,18,0,0,0,0,0,29
SED30047,0,0,0,4,0,0,0,0,0,7,1489,2791,2335,4163,2343,1881,1383,704,273,17351,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,7,3,8,7,13,5,0,0,51,0,0,0,3,0,0,0,0,0,7,0,8,15,46,19,11,3,4,0,102,0,0,0,4,3,5,5,3,0,15,0,0,0,3,0,0,0,0,0,9,11,85,58,248,280,207,190,103,33,1222,0,3,11,29,18,16,5,7,0,90,0,4,3,20,9,0,3,0,0,34,0,3,0,10,15,13,23,8,0,66,0,0,0,0,4,0,6,3,0,17,0,3,3,3,4,3,0,4,0,26,3,7,13,96,18,8,4,3,3,154,0,4,0,0,0,3,0,0,0,20,0,3,0,22,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,3
