SED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,3973,3560,1311,110,8958,2810,326,12091,159,44,48,6,250,662,17,930,14,8,13,0,38,44,8,87,171,49,59,8,288,707,22,1016,3,7,3,0,10,24,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,9,7,4,0,15,30,3,46,27,3,0,0,31,66,0,103,28,3,0,0,31,41,0,70,4,3,0,0,7,4,3,19,3,4,3,0,10,3,0,15,54,18,7,3,79,125,6,205,24,8,5,0,42,20,3,63,4237,3638,1381,125,9379,3688,355,13425
SED50205,2645,3728,740,116,7222,1581,192,8994,493,329,210,18,1051,948,84,2090,384,405,106,19,907,284,47,1240,872,732,313,38,1955,1237,134,3328,70,27,19,4,118,255,13,390,39,8,13,3,68,98,7,171,69,26,7,0,93,66,4,166,0,0,0,0,0,3,0,3,176,62,34,8,279,423,25,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,3,18,17,0,0,40,6,0,52,3715,4543,1088,161,9506,3251,344,13105
SED50302,3236,4562,2170,197,10166,2810,466,13444,453,339,373,29,1205,1087,83,2374,14,4,6,0,25,18,0,42,466,347,382,35,1228,1104,85,2414,28,16,19,0,68,85,6,155,13,11,10,3,31,23,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,30,3,96,108,9,220,9,0,4,0,9,49,3,61,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,13,11,3,9,0,21,47,3,71,8,4,5,0,19,11,3,36,3753,4943,2597,230,11523,4091,565,16183
SED50404,2302,2845,766,112,6031,1579,269,7871,1513,945,515,100,3075,2706,364,6145,245,216,69,22,554,293,65,914,1760,1158,584,126,3629,2999,430,7060,182,89,44,15,334,454,46,833,57,33,6,0,100,105,9,216,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,242,124,56,18,436,583,54,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,10,11,4,21,4304,4129,1408,257,10098,5171,760,16030
SED50502,2998,4015,1472,202,8693,2435,434,11563,353,257,251,23,884,800,80,1759,54,48,29,3,130,71,12,220,403,300,280,20,1013,873,90,1977,35,19,26,0,75,164,10,246,5,0,4,0,10,26,0,37,8,0,0,0,12,19,0,34,0,0,0,0,0,0,0,0,50,22,24,0,99,208,10,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,3,3,0,7,8,4,3,0,15,9,0,22,3467,4343,1786,227,9821,3528,537,13889
SED50605,2712,4160,910,143,7918,1494,347,9765,424,244,172,22,863,741,86,1686,59,83,17,7,166,36,11,213,477,328,190,30,1022,785,99,1904,49,25,12,3,85,185,8,275,23,0,0,0,20,27,0,49,47,0,0,0,43,44,0,87,0,0,0,0,0,0,0,0,117,25,9,5,153,247,8,416,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,6,0,0,8,3,12,0,0,14,9,0,26,3309,4519,1110,179,9119,2538,452,12113
SED50702,2764,3168,1234,208,7372,2609,694,10676,443,426,229,44,1137,916,136,2190,338,199,80,30,643,288,128,1062,781,621,310,72,1778,1208,261,3247,108,29,31,8,175,230,26,428,109,33,17,6,166,219,65,450,270,56,18,24,362,275,47,681,0,0,0,0,0,0,0,0,486,110,67,34,699,722,136,1559,0,0,0,0,3,3,0,3,0,4,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,4,0,3,9,5,0,20,15,6,5,0,29,21,3,53,4052,3909,1614,317,9886,4565,1100,15556
SED50806,3354,3098,1364,99,7908,2368,358,10644,368,167,244,19,795,1067,82,1940,141,49,39,0,229,119,27,375,506,220,283,16,1022,1185,110,2315,124,36,32,7,199,432,12,638,27,8,10,0,44,33,6,82,13,0,0,0,23,18,3,37,0,0,0,0,0,0,0,0,167,43,47,6,262,481,13,760,22,7,0,0,32,50,3,88,28,3,0,0,35,44,0,77,0,0,0,0,0,0,0,0,4,0,0,0,3,9,0,9,54,9,3,0,69,102,5,176,7,6,7,0,22,19,0,37,4088,3376,1694,119,9283,4151,490,13929
SED50904,5501,9571,3289,235,18594,3560,624,22779,548,277,256,29,1113,698,73,1885,45,33,42,9,134,77,17,223,601,310,304,38,1251,775,87,2112,11,6,6,0,29,34,3,61,7,3,0,0,10,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6,0,34,37,3,75,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,0,6,0,0,10,0,0,10,0,0,0,0,3,0,0,3,0,6,3,0,11,3,0,15,8,13,3,0,29,10,0,42,6122,9910,3606,272,19917,4392,713,25023
SED51005,3272,4417,1426,306,9421,2701,871,12993,591,628,235,84,1539,915,199,2655,98,77,26,17,218,98,27,345,688,703,267,103,1757,1015,228,3003,66,36,9,11,118,49,18,185,18,19,3,5,47,16,12,77,6,0,0,0,11,8,8,28,0,0,0,0,0,0,0,3,86,56,6,20,173,69,43,285,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,11,4,0,12,5,4,6,0,12,4,0,14,14,11,4,0,30,7,3,41,4076,5195,1702,426,11393,3797,1146,16333
SED51104,3126,4793,822,106,8854,1424,176,10457,300,170,122,7,603,450,38,1091,118,93,37,4,244,99,6,352,419,262,158,9,845,553,45,1444,11,3,0,0,12,25,6,39,11,0,0,3,16,75,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,3,24,105,5,131,15,0,0,0,15,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,15,14,0,33,3,4,0,0,5,12,0,14,3580,5063,979,124,9743,2107,227,12080
SED51201,4006,3105,1114,85,8314,3319,282,11918,33,3,25,5,70,173,12,254,0,0,0,0,0,0,0,7,37,3,25,5,71,174,12,257,28,7,17,0,47,133,10,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,30,7,18,0,52,130,10,196,15,5,4,0,24,47,0,80,4,3,0,0,5,15,0,22,0,0,0,0,3,3,4,10,5,3,0,0,14,3,0,15,29,14,11,0,51,73,3,125,35,33,5,3,71,54,5,128,4132,3164,1171,93,8562,3754,311,12624
SED51304,2555,4750,742,105,8147,1444,237,9830,271,241,116,5,635,377,38,1054,323,307,124,19,763,331,57,1145,587,549,239,22,1396,707,98,2200,309,156,56,20,548,702,68,1314,270,129,58,22,485,463,68,1012,106,39,7,11,166,187,21,370,0,0,0,0,0,3,0,3,691,329,126,52,1193,1360,152,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,8,4,0,5,0,9,3,0,9,4,17,0,0,21,6,0,28,3839,5643,1114,172,10767,3519,484,14776
SED51405,3731,6152,1435,134,11457,1877,371,13706,364,339,188,23,915,587,67,1561,67,61,40,3,175,84,17,274,430,400,230,26,1087,666,83,1837,38,7,13,0,59,96,12,165,65,23,19,10,110,110,24,246,128,23,33,8,195,199,35,428,0,0,0,0,0,0,0,0,225,53,66,20,367,406,65,838,21,0,0,0,24,38,0,65,19,0,4,0,23,33,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,3,0,50,76,0,124,9,10,3,0,15,5,4,24,4433,6621,1739,183,12972,3032,522,16524
SED51506,3901,4869,1482,95,10342,2295,281,12923,118,32,51,3,207,261,16,481,3,0,0,0,5,6,0,15,116,32,53,3,209,272,16,496,26,0,13,0,37,101,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,13,0,36,101,0,142,10,0,3,0,14,28,3,44,14,0,0,0,12,27,0,46,0,3,0,0,3,0,0,4,3,5,0,0,6,3,0,8,31,11,3,0,39,58,3,102,10,5,3,0,20,18,0,44,4084,4923,1549,96,10650,2753,302,13701
SED51604,2292,3611,721,90,6716,1438,216,8364,274,171,100,8,559,543,50,1152,484,339,149,16,992,528,77,1597,755,509,254,29,1550,1072,129,2747,162,27,34,10,234,381,44,662,242,45,34,12,333,598,67,1005,366,107,56,4,544,498,91,1136,0,0,0,0,0,0,0,0,775,183,126,25,1110,1482,204,2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,9,0,5,0,0,3,7,0,9,7,8,0,0,18,18,0,40,3832,4317,1099,150,9402,4008,550,13961
SED51702,5644,8700,1693,191,16229,2447,376,19055,224,278,100,17,616,189,38,834,9,15,0,0,23,6,0,34,236,294,98,17,639,191,34,867,0,0,0,0,3,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,14,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,8,5,0,0,12,0,0,12,14,10,0,0,25,5,0,29,13,21,9,0,40,7,3,54,5902,9026,1800,206,16941,2666,419,20026
SED51806,4756,4030,1388,85,10263,2424,318,13009,361,66,89,4,518,576,26,1120,166,59,50,3,280,138,21,434,525,123,138,11,789,717,40,1554,110,5,6,0,127,218,4,353,21,6,3,0,23,18,3,44,21,5,4,0,29,20,3,54,0,0,0,0,0,0,0,0,154,19,9,0,184,261,8,452,12,0,0,0,20,40,0,54,22,0,0,0,24,33,0,60,0,0,5,0,5,5,0,5,0,3,0,0,3,0,0,3,41,7,5,0,47,81,0,127,15,3,4,0,21,12,3,38,5482,4184,1541,100,11309,3497,372,15175
SED51903,4051,5328,1429,135,10942,3168,479,14588,372,284,183,20,862,883,72,1817,57,45,22,6,128,85,20,233,429,331,206,25,989,972,93,2052,49,26,24,5,101,176,17,294,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,26,24,5,104,178,17,297,50,7,6,0,64,139,0,201,3,0,0,0,4,22,0,20,6,0,0,0,12,8,0,23,10,14,4,0,26,9,0,38,71,23,12,0,103,182,7,289,44,33,5,0,85,73,3,160,4646,5739,1675,164,12222,4569,594,17378
SED52002,3715,5076,1740,177,10711,2607,469,13780,234,111,82,11,441,499,33,969,4,6,4,0,20,13,6,36,242,119,92,10,460,508,39,1009,12,4,3,0,20,15,3,40,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,19,20,5,46,27,8,7,0,43,113,3,162,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,15,24,7,0,43,9,4,53,41,33,10,0,83,128,7,224,4,12,8,0,20,5,3,32,4020,5239,1848,190,11296,3268,517,15080
SED52105,2646,3388,953,93,7079,2019,451,9547,586,348,319,33,1288,1317,150,2748,535,326,162,21,1048,504,122,1669,1122,670,481,56,2330,1826,265,4419,83,23,22,3,136,244,15,394,130,28,25,14,199,417,35,652,267,52,33,5,363,381,41,778,0,0,0,0,0,0,0,3,486,103,89,21,695,1039,85,1830,0,0,0,0,0,0,0,0,37,0,3,0,45,52,3,100,0,0,0,0,3,0,0,0,5,4,0,0,14,13,0,32,44,7,9,0,57,74,8,138,30,13,3,0,44,111,7,159,4324,4185,1535,171,10211,5059,813,16089
SED52201,3469,3773,1497,130,8873,2324,326,11525,205,76,122,15,411,672,38,1124,88,84,24,3,196,92,14,302,289,160,139,20,610,762,50,1422,39,14,21,7,83,145,15,239,4,3,0,0,7,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,15,20,7,87,156,15,251,12,3,0,0,13,56,0,69,34,0,4,0,43,54,3,98,12,6,0,0,15,12,0,28,15,27,21,3,63,17,5,84,79,35,24,3,137,136,8,275,11,8,3,3,28,22,3,49,3890,3993,1691,157,9732,3393,399,13529
SED52304,3075,6405,1576,181,11238,1867,323,13429,374,385,212,18,985,686,53,1727,52,85,45,3,192,104,21,312,429,471,256,24,1179,789,75,2040,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,7,0,0,0,4,15,0,18,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,6,17,4,25,6,8,0,0,13,4,0,16,3509,6880,1837,206,12433,2680,397,15509
SED52402,3285,4623,1649,167,9729,2593,448,12777,326,272,209,22,832,746,41,1613,12,9,7,0,23,19,0,42,338,281,218,20,852,761,39,1653,29,24,32,0,85,54,14,155,0,3,0,0,3,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,28,7,85,70,14,166,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,4,0,3,9,10,5,3,4,17,9,0,23,3659,4930,1899,198,10687,3434,506,14630
SED52504,3230,4617,864,95,8803,1398,212,10418,200,110,81,6,400,334,18,749,182,118,48,0,350,88,11,443,385,228,126,13,749,426,22,1195,54,6,6,0,69,201,6,269,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7,7,0,71,202,6,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,9,0,14,3671,4857,1001,105,9632,2031,241,11906
SED52605,3324,5797,1214,152,10481,1559,318,12362,237,171,94,13,515,437,25,979,25,21,11,0,59,18,7,84,256,197,102,16,569,457,32,1056,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,4,0,0,5,0,0,5,7,0,0,0,8,12,0,17,3591,6003,1315,162,11071,2026,348,13447
SED52704,3168,4275,1240,111,8804,1914,351,11065,195,104,140,12,454,422,27,906,204,90,73,11,378,187,78,646,395,198,211,29,832,611,109,1548,14,10,6,3,33,26,4,64,85,23,20,12,132,103,37,269,96,30,16,21,161,142,46,348,0,0,0,0,3,0,0,3,197,57,49,34,332,271,80,689,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,0,0,3,0,4,3,0,5,0,3,11,3,8,3,0,15,3,3,19,6,3,3,0,12,11,3,30,3776,4541,1503,178,9994,2805,546,13341
SED52802,3584,4468,1173,107,9339,2068,269,11670,135,47,43,7,233,340,16,584,12,3,6,0,21,17,0,39,145,47,50,7,247,351,15,614,20,21,9,0,55,66,3,127,3,0,0,0,5,23,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,14,0,60,93,3,158,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,23,10,0,38,13,0,54,17,22,10,0,44,17,0,60,6,6,4,0,23,21,0,45,3770,4573,1250,119,9708,2554,291,12550
SED52903,171,265,139,26,610,197,11,816,0,0,3,0,9,23,0,34,0,0,0,0,0,0,0,0,0,0,3,0,9,23,0,34,3,0,0,0,7,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,11,8,0,0,0,11,18,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,0,0,6,3,0,11,19,3,0,0,19,23,3,49,7,4,3,0,12,10,0,24,200,276,144,26,651,266,13,932
SED53003,1759,2655,1231,197,5839,1417,291,7548,137,82,96,28,336,309,38,679,73,21,21,0,115,75,21,206,205,101,120,25,452,381,52,888,124,67,51,5,249,205,45,499,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,132,70,51,5,252,209,48,510,207,24,17,3,257,363,18,639,7,0,0,0,6,4,4,16,23,10,7,0,42,66,4,114,44,42,15,3,99,38,12,141,281,74,44,6,405,472,35,914,46,24,15,3,83,85,9,174,2426,2921,1449,237,7036,2570,435,10031
SED53104,3210,4666,1064,82,9028,1590,210,10829,252,133,101,16,507,439,27,978,13,4,11,0,29,9,0,42,271,139,115,17,535,450,27,1015,22,0,0,0,22,55,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,0,0,0,22,63,0,80,3,0,0,0,3,3,3,9,19,0,0,0,23,54,0,82,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,25,3,0,0,33,59,3,93,0,0,0,0,3,0,0,3,3531,4817,1176,98,9622,2164,233,12020
SED53205,5044,7758,2633,216,15650,3429,602,19683,253,133,109,15,504,418,31,955,22,21,32,3,78,54,3,137,273,157,140,21,587,471,38,1097,53,17,29,3,98,216,17,332,29,21,14,0,61,63,10,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,36,48,3,159,278,30,469,11,0,0,0,15,23,3,34,0,0,0,0,0,3,0,4,0,3,0,0,4,0,0,3,13,25,14,0,55,15,3,70,26,29,15,0,73,35,4,115,16,25,9,3,46,15,5,65,5438,7990,2833,247,16513,4235,678,21423
SED53306,3606,3909,1683,122,9319,2678,373,12378,599,135,187,10,933,1130,63,2127,140,75,69,0,289,207,25,522,740,210,256,12,1218,1332,89,2641,155,14,27,8,201,299,15,516,46,6,10,0,63,28,4,97,79,30,8,0,119,63,5,189,0,0,0,0,0,0,0,0,287,55,44,10,390,393,20,802,26,4,0,0,32,63,3,99,14,0,7,0,22,31,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,8,8,0,55,100,10,166,9,6,4,0,20,14,0,38,4679,4185,1999,142,11007,4523,495,16023
SED53402,2861,3453,1037,152,7501,2102,595,10203,509,302,199,25,1031,1008,126,2157,436,283,109,27,857,582,167,1613,943,581,309,56,1888,1591,287,3767,270,123,71,16,483,646,91,1216,173,56,27,20,273,355,50,674,125,63,16,12,208,345,42,601,0,0,0,0,0,0,0,3,568,240,110,46,970,1345,180,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,13,0,3,0,0,4,11,0,10,11,11,5,0,29,18,3,49,4391,4289,1460,250,10392,5059,1070,16519
SED53502,3201,3910,1634,165,8909,2644,383,11932,369,260,274,47,946,1003,86,2034,93,79,56,10,243,146,25,413,460,344,328,54,1188,1149,109,2446,27,4,7,0,43,74,6,123,39,15,17,7,72,91,12,171,3,0,3,0,10,10,3,24,0,0,0,0,0,0,0,0,73,18,28,8,123,177,21,316,33,0,0,0,35,39,0,79,5,0,0,0,4,20,3,27,0,0,0,0,0,0,0,0,5,8,3,0,18,6,0,27,46,6,8,0,60,70,5,137,5,7,6,0,17,16,0,32,3784,4282,1998,224,10295,4049,524,14864
SED53602,2446,4179,1562,204,8397,1807,385,10588,823,914,521,98,2355,1538,234,4117,90,90,55,9,248,139,27,411,913,999,576,104,2598,1673,258,4530,39,8,22,3,75,120,15,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,8,22,4,78,118,15,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,24,4,0,30,3407,5202,2166,319,11095,3608,657,15362
SED53701,4561,3472,905,78,9014,2980,276,12269,48,16,23,4,85,118,6,211,10,3,0,0,12,7,3,24,57,17,20,4,98,124,12,235,39,6,9,0,53,97,6,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,41,6,9,0,55,101,6,160,62,3,7,0,73,132,0,202,16,0,0,0,15,22,0,37,32,17,0,0,41,26,4,74,12,5,8,0,25,13,0,39,121,28,13,3,160,196,5,362,46,25,3,3,79,46,7,136,4821,3549,951,84,9404,3441,311,13161
SED53802,2864,3478,1073,159,7574,1910,370,9846,1034,837,401,83,2351,1359,231,3944,119,93,52,5,269,118,32,417,1152,928,454,85,2621,1484,256,4362,29,3,3,0,40,75,5,122,3,0,0,0,3,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,3,0,41,99,5,152,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,7,3,0,6,11,4,3,0,24,14,7,46,4060,4423,1531,246,10261,3511,639,14412
SED53902,2298,3018,710,109,6133,1705,365,8209,978,564,331,57,1934,1779,203,3908,399,306,101,23,834,382,84,1297,1381,872,436,82,2760,2160,287,5206,329,153,129,20,624,866,102,1588,79,16,15,4,116,198,33,338,92,10,10,0,114,163,26,299,0,0,0,0,3,0,0,0,496,181,149,23,856,1224,154,2230,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,3,8,0,0,0,0,4,8,4,14,8,10,0,0,22,14,5,37,4186,4083,1302,215,9779,5107,817,15701
SED54006,4385,4750,1408,92,10628,2433,260,13316,110,37,45,0,189,233,14,435,9,7,0,3,14,3,0,19,123,39,45,0,205,239,14,460,15,12,8,0,40,52,0,96,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,7,0,44,56,0,101,21,7,6,0,34,99,0,133,8,0,0,0,8,13,3,21,12,9,3,0,20,9,0,26,10,0,0,0,7,5,4,19,43,12,12,0,70,125,10,205,22,16,3,0,37,31,0,68,4582,4825,1475,95,10979,2883,281,14149
SED54104,2232,3615,626,100,6575,1368,344,8278,183,151,74,15,417,370,58,849,508,346,150,25,1028,606,205,1846,692,499,227,34,1450,980,266,2692,282,139,72,26,518,652,146,1311,303,88,45,14,454,646,118,1210,402,110,44,15,578,662,86,1326,0,0,0,0,0,0,0,4,984,341,160,58,1542,1962,350,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,3,0,0,0,3,3,0,8,7,3,0,0,11,11,3,28,3910,4459,1016,198,9584,4321,956,14865
