SED_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
SED30051,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,6,4,0,3,32,6,6,4,5,3,67,0,0,0,11,0,4,6,4,5,29,0,0,0,8,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,9,10,8,0,48,0,0,0,3,8,9,12,5,6,47,0,0,3,3,9,0,6,0,0,20,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,14,0,0,0,43,0,0,0,0,0,7,16,0,0,30,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,37,76,23,12,182,7,41,49,196,268,265,270,68,19,1186,0,0,0,0,3,3,15,3,0,23,0,0,0,3,0,0,0,0,0,3
SED30052,0,4,0,8,8,13,29,26,3,100,6,11,24,78,37,62,25,9,0,252,0,10,92,192,55,21,13,13,8,413,0,3,10,29,16,27,16,11,0,116,0,0,0,40,8,24,11,0,9,86,0,0,0,10,4,0,0,0,0,11,0,10,15,47,24,19,29,15,9,163,0,4,14,29,25,50,68,57,28,270,3,46,50,230,108,44,29,14,4,514,3,16,38,96,51,19,13,5,0,247,0,0,0,7,15,10,9,3,3,43,0,8,54,68,50,50,28,13,4,271,0,0,0,0,0,12,31,12,5,63,0,0,5,23,6,0,3,0,0,33,0,0,0,0,0,0,3,0,0,5,0,0,4,20,0,0,0,0,0,28,0,7,3,19,23,23,61,34,15,187,31,225,458,1259,683,602,422,141,49,3865,0,0,3,18,8,12,20,9,0,68,4,0,7,28,0,0,0,0,0,39
SED30053,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,7,4,10,8,64,9,3,6,0,0,101,0,4,0,25,3,6,0,0,0,43,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,17,7,8,9,0,3,49,0,0,0,4,3,8,7,12,8,54,0,0,0,8,3,0,0,0,0,10,0,3,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,8,13,10,8,3,0,0,36,0,0,0,0,4,20,53,21,9,115,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,3,13,0,0,0,0,0,13,0,0,0,8,9,22,23,14,0,81,6,45,67,311,239,248,95,23,0,1045,0,0,0,5,3,6,0,0,0,21,0,0,3,0,0,0,0,0,0,12
SED30054,0,0,3,5,7,3,3,0,4,24,0,20,36,46,32,29,20,13,3,200,5,36,66,224,124,73,55,28,5,621,0,9,8,31,17,13,14,9,6,103,0,10,11,70,26,19,18,7,3,152,0,0,0,3,0,0,0,0,0,5,3,32,15,64,51,16,29,11,10,227,0,3,0,10,8,11,26,4,4,76,0,13,26,32,39,19,7,3,4,147,3,42,62,110,49,7,10,0,3,286,0,0,0,7,3,4,4,3,0,12,0,27,23,96,61,66,56,30,0,354,0,0,0,0,0,0,3,3,0,9,0,7,9,6,9,3,3,0,0,34,0,0,0,3,6,3,0,0,4,18,0,0,3,14,0,0,0,0,0,15,0,4,11,40,41,41,44,28,6,217,13,105,137,403,270,221,120,60,15,1337,3,5,0,16,20,16,13,6,3,87,0,3,3,9,5,0,0,0,0,26
SED30055,0,0,0,0,0,0,3,0,0,8,0,3,11,35,0,9,0,0,0,58,3,4,3,64,6,8,9,0,0,111,0,7,3,17,3,10,6,9,0,49,0,0,0,3,0,5,3,0,0,8,0,0,0,0,3,0,0,0,0,4,0,9,3,24,19,14,10,3,0,91,0,4,0,3,6,6,16,10,3,60,0,0,4,20,3,0,0,0,0,38,3,0,44,114,8,0,0,0,0,168,0,0,0,3,3,0,0,0,0,5,0,0,4,22,22,12,13,3,0,75,0,0,0,0,3,8,10,0,3,29,0,0,3,7,10,10,6,3,0,39,0,0,8,5,3,3,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,4,16,19,29,65,26,3,163,25,293,351,933,541,375,191,59,20,2789,0,0,0,3,7,16,8,0,0,39,0,0,0,3,3,0,0,0,0,3
SED30056,0,0,0,5,3,6,7,12,7,34,0,12,100,77,13,18,0,3,0,221,19,23,82,375,25,14,5,4,0,544,7,15,53,68,11,0,9,5,0,161,3,3,5,103,14,7,4,0,0,151,3,8,3,20,3,0,0,0,0,37,7,11,9,125,30,24,18,5,3,229,0,8,15,53,21,27,31,56,32,247,0,7,39,81,26,9,8,0,0,176,3,11,38,123,16,14,3,0,0,203,0,0,0,5,4,0,0,0,0,8,5,11,77,120,42,24,16,7,0,310,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,5,0,0,18,0,0,7,3,0,0,0,0,0,7,0,3,35,86,0,0,0,0,0,126,0,4,11,38,17,17,21,8,7,118,9,49,151,520,223,178,83,24,6,1235,0,0,0,21,10,3,4,0,0,43,0,4,5,17,0,0,0,0,0,26
SED30057,0,0,0,0,0,3,3,0,0,3,0,0,0,6,0,0,0,0,0,7,5,12,10,143,10,14,11,0,0,193,0,4,0,16,8,0,0,0,0,32,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,34,9,6,18,0,0,61,0,0,0,3,0,3,7,15,3,35,3,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,21,0,0,0,0,0,3,0,0,0,8,0,0,0,8,3,0,0,0,0,8,0,0,0,4,0,0,0,0,0,7,0,0,3,6,0,0,0,0,0,9,0,0,3,6,0,8,14,4,0,42,24,130,141,413,207,142,44,16,0,1113,0,0,0,3,0,4,3,3,0,11,0,4,0,11,0,0,0,0,0,21
SED30058,0,0,0,7,3,3,7,0,0,17,0,4,17,54,36,57,21,7,0,205,5,44,96,382,119,80,35,25,10,794,0,3,12,45,19,17,23,9,0,118,0,28,24,153,61,29,10,4,0,313,0,13,15,30,15,13,3,3,0,88,5,10,4,50,15,25,14,7,0,138,0,7,0,22,13,13,16,33,18,123,3,6,17,60,19,19,10,0,3,138,3,30,38,100,57,15,17,6,0,258,0,3,3,12,11,15,16,4,3,62,0,23,29,107,68,83,71,13,9,409,0,0,0,4,0,3,10,8,0,24,0,0,0,4,7,0,4,0,0,21,0,0,0,0,0,4,0,3,0,14,0,0,0,11,9,3,0,0,0,25,0,0,4,21,12,30,55,18,9,146,15,114,171,572,300,226,137,28,12,1586,0,4,0,21,20,22,21,12,3,99,3,3,4,20,6,0,0,0,0,44
SED30059,0,0,4,4,0,10,4,7,0,31,3,4,31,47,22,20,5,3,0,142,7,25,17,131,46,17,29,17,0,287,0,0,10,30,18,9,8,8,3,89,0,0,3,20,8,19,11,0,3,66,0,0,3,4,3,0,0,0,0,9,0,15,13,39,26,16,15,9,9,145,0,0,0,17,13,29,43,21,20,145,9,65,63,178,125,43,33,6,0,512,0,21,34,74,44,15,10,4,0,207,0,0,0,5,6,0,3,4,0,20,0,18,15,54,40,20,19,4,3,172,0,3,0,0,4,9,24,6,6,55,0,0,3,10,10,8,9,7,0,46,0,0,0,0,3,0,3,3,0,14,0,0,0,11,0,0,0,0,0,12,0,3,11,21,28,46,73,35,19,235,29,267,388,1258,812,656,429,171,42,4050,0,0,0,8,11,12,5,17,0,66,0,3,0,8,7,3,0,0,0,18
SED30060,0,0,0,0,3,0,5,10,0,25,0,0,3,11,4,4,3,0,0,21,12,19,34,322,47,31,12,9,5,494,0,4,7,31,15,17,7,7,8,88,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,24,8,7,9,4,3,64,0,0,11,16,7,27,79,109,70,315,0,19,16,127,31,4,3,0,0,194,0,3,9,38,3,3,0,0,0,58,0,0,0,0,3,0,0,0,0,4,0,0,0,18,15,13,9,3,0,57,0,0,3,0,4,4,14,9,4,43,0,0,0,0,3,3,0,0,0,11,0,0,0,4,0,0,0,0,0,8,0,3,3,13,0,0,0,0,0,18,0,0,0,15,16,29,39,10,4,127,9,90,100,374,246,213,118,26,5,1180,0,0,0,3,7,6,3,3,0,22,0,0,0,3,0,0,3,0,0,7
SED30061,0,0,0,5,3,4,5,8,0,30,0,0,16,14,0,5,6,0,0,47,9,71,108,347,114,32,19,7,4,705,5,8,11,32,8,0,8,0,0,66,0,0,7,17,0,0,3,3,0,28,3,6,6,27,0,0,0,0,0,49,0,11,3,18,8,5,3,5,3,53,0,4,12,10,15,16,31,48,18,150,0,7,11,20,5,4,0,0,0,52,3,9,10,49,13,0,0,0,0,78,0,0,0,0,0,0,0,0,0,3,0,4,30,44,29,16,11,8,0,141,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,8,42,7,7,6,0,0,76,0,5,18,49,5,0,0,0,0,75,0,0,8,17,10,20,20,19,3,94,7,72,117,264,194,179,69,34,4,941,0,0,3,0,6,8,11,3,0,25,0,4,7,24,0,4,5,0,0,48
SED30062,0,0,0,3,0,3,0,0,3,11,0,7,3,16,8,10,5,3,0,55,12,71,49,552,74,50,24,11,8,858,0,4,3,26,8,8,6,6,0,71,0,4,0,59,4,4,0,0,0,72,0,0,0,4,7,4,0,0,0,18,3,21,21,67,23,10,17,11,3,171,4,7,3,17,14,15,28,13,3,105,0,3,4,43,14,6,3,4,0,75,3,10,16,104,12,4,3,0,0,150,0,0,0,0,0,3,3,0,0,10,0,12,9,51,39,26,8,5,0,149,0,3,0,9,4,6,21,8,0,46,0,0,5,13,9,11,8,0,0,41,0,0,0,8,0,3,0,3,0,13,4,5,9,74,0,0,3,0,0,93,0,0,4,25,16,40,50,47,11,193,96,766,805,1877,790,481,284,122,48,5265,0,4,10,18,11,16,14,13,0,98,0,0,0,26,0,5,0,0,0,35
SED30063,0,0,0,0,3,0,3,0,0,4,0,0,0,4,0,0,0,3,0,11,4,0,3,17,3,4,14,3,0,56,0,0,0,4,0,3,4,5,3,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,10,9,0,40,0,0,0,0,4,5,6,6,3,30,0,3,4,4,3,0,0,0,0,17,0,3,12,24,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,4,4,0,0,24,0,0,0,0,3,3,8,3,0,18,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,11,0,0,4,8,10,35,84,27,4,172,3,23,49,216,187,209,210,67,11,981,0,0,0,5,3,6,10,7,0,24,0,0,0,3,0,0,0,0,0,5
SED30064,0,3,0,0,0,0,3,4,0,12,0,10,0,3,9,0,3,3,0,27,3,11,9,96,6,19,3,7,3,165,0,8,7,15,9,11,9,7,4,64,0,0,0,3,5,0,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,7,0,17,16,15,7,10,3,80,0,3,0,6,7,12,15,9,11,59,0,6,8,19,9,6,0,0,0,46,0,3,4,17,0,0,0,0,0,27,0,0,0,0,0,0,0,3,0,4,0,0,3,8,16,8,8,0,0,55,0,0,0,0,9,8,15,3,0,33,0,0,0,0,3,4,0,0,0,4,0,0,0,5,0,3,3,0,0,8,0,0,0,5,0,0,0,0,0,6,0,3,7,29,26,34,76,42,17,234,3,103,139,497,379,357,240,99,28,1838,0,0,0,5,8,8,4,10,0,37,4,0,0,18,3,0,0,0,0,21
SED30065,0,0,0,3,3,7,10,3,0,26,0,13,7,3,8,6,0,0,0,42,7,3,4,74,11,20,22,16,7,158,3,6,3,12,7,13,11,8,3,67,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,3,6,0,39,27,10,33,5,6,124,0,3,6,31,15,18,16,19,7,118,0,5,6,43,12,5,3,0,0,80,0,7,3,26,3,3,0,0,0,51,0,0,0,0,7,0,0,0,0,4,0,3,3,17,16,22,4,3,0,80,0,0,0,0,0,7,14,9,0,38,0,0,0,0,4,3,5,3,0,16,0,0,0,0,0,0,3,3,0,8,0,0,0,6,0,0,0,0,0,13,0,16,4,49,31,53,88,61,16,321,5,138,128,530,443,527,374,166,41,2348,0,0,4,3,13,8,22,8,5,64,0,0,0,0,0,0,0,0,0,7
SED30066,0,0,0,5,4,8,6,5,0,24,0,0,16,56,10,17,10,3,0,118,58,122,273,1436,146,78,53,23,12,2200,4,13,9,57,7,8,4,8,3,106,3,17,14,97,21,3,0,0,0,155,0,0,0,3,6,3,0,0,0,16,0,6,3,96,15,10,18,13,18,182,0,4,4,38,21,23,60,63,32,239,10,13,11,97,29,3,0,0,0,168,3,15,35,192,26,12,0,0,0,286,0,0,0,4,0,3,7,0,0,8,5,9,19,91,30,24,15,3,0,194,0,0,0,0,3,4,4,7,0,22,0,0,0,3,3,0,3,0,0,11,0,3,30,103,22,13,3,0,0,178,3,21,80,155,7,0,0,0,0,270,0,0,3,18,9,15,27,10,4,91,25,171,326,1023,394,316,137,45,12,2464,0,0,3,13,0,4,7,3,0,39,0,3,11,52,0,0,0,0,0,78
SED30067,0,0,3,0,0,4,5,0,0,17,0,0,12,16,0,5,3,0,0,43,3,16,46,276,46,24,23,4,6,454,0,0,3,20,6,7,5,9,3,48,0,3,4,18,3,0,0,0,0,34,8,16,7,28,3,8,0,0,0,78,0,13,6,37,15,13,7,13,0,103,0,0,3,12,13,27,26,16,3,102,3,0,9,24,6,9,0,0,0,52,0,0,0,17,0,0,0,0,0,22,3,0,0,0,3,3,0,0,0,9,0,4,8,28,17,25,9,7,0,97,0,0,0,0,3,9,11,0,0,23,0,0,0,4,3,3,3,0,0,15,0,0,13,40,7,12,3,0,0,68,0,3,0,27,0,0,0,0,0,30,0,4,5,8,23,26,52,22,10,156,22,189,324,916,458,283,147,29,9,2388,0,3,6,19,5,11,5,5,0,56,3,0,3,11,0,4,3,0,0,28
SED30068,0,3,3,0,0,9,8,5,0,29,0,3,16,23,3,3,5,3,3,60,0,12,6,107,14,7,21,13,3,186,0,3,4,14,3,8,9,8,3,50,0,0,0,5,3,3,0,0,0,9,0,0,4,12,0,0,0,0,0,13,0,15,0,17,13,19,33,28,3,141,0,0,4,3,9,10,36,30,12,95,0,0,7,41,3,4,5,0,0,60,0,3,22,75,3,3,3,0,0,110,0,0,0,0,3,0,3,0,0,7,0,0,0,13,17,11,7,0,4,54,0,0,0,0,0,6,18,10,0,38,0,0,0,3,4,8,5,7,0,28,0,0,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,7,0,7,5,5,16,48,87,74,21,259,17,147,185,582,394,452,414,160,46,2400,0,0,0,4,9,7,18,26,3,64,0,0,3,4,3,0,3,0,0,9
SED30069,0,0,0,6,0,0,11,8,3,32,5,0,6,13,4,8,3,0,0,45,0,0,16,79,8,13,13,14,3,146,0,5,6,13,5,5,9,0,0,41,0,3,3,4,9,4,3,0,3,26,0,0,0,0,3,0,0,0,0,3,3,9,10,38,27,17,29,17,9,159,0,0,0,9,9,17,26,27,4,97,0,8,5,20,17,0,3,0,0,50,0,0,3,16,3,3,0,0,0,29,0,0,0,3,0,3,0,0,0,12,0,3,7,11,16,22,18,7,4,88,0,0,0,3,4,5,17,3,0,30,0,0,0,3,0,3,6,3,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,10,0,11,4,21,25,26,86,48,22,244,18,214,280,846,576,496,343,120,38,2939,0,11,4,6,15,6,16,10,0,72,0,0,0,7,0,0,0,3,0,10
SED30070,0,3,0,4,4,7,7,3,0,26,0,0,0,7,7,3,7,0,0,21,4,10,12,76,29,16,22,9,0,172,3,5,3,18,10,7,9,3,3,55,0,0,0,4,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,6,32,24,27,13,8,0,125,0,0,3,0,5,21,30,19,10,77,0,4,8,15,6,0,3,0,0,34,0,0,3,8,3,3,0,0,0,17,0,0,0,0,4,3,0,0,0,13,0,0,5,17,17,8,3,0,0,54,0,0,0,0,0,9,12,7,0,38,0,0,0,3,3,5,0,0,0,14,0,0,0,0,7,3,0,3,3,12,0,0,0,3,0,0,0,0,0,7,0,0,3,16,25,39,93,46,15,236,11,200,246,737,537,464,314,106,37,2648,0,0,0,11,8,9,15,9,4,54,0,0,0,5,8,0,0,0,0,13
SED30071,0,0,0,0,0,3,3,0,0,7,0,4,7,5,5,3,0,0,0,29,4,17,19,197,28,5,8,6,0,278,0,0,3,3,7,4,0,0,0,20,0,0,0,6,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,4,6,3,14,5,0,3,3,3,46,0,0,0,3,0,5,9,0,0,12,0,3,4,15,0,0,3,0,0,25,0,6,3,30,3,0,0,0,0,42,0,0,0,0,3,0,0,0,0,3,0,5,3,25,8,6,8,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,9,33,8,3,6,0,0,62,0,8,10,30,4,3,0,0,0,49,0,0,3,4,6,12,19,16,7,74,7,53,83,236,153,137,57,24,6,754,0,0,0,4,3,0,3,3,0,16,3,0,6,6,0,0,0,0,0,17
SED30072,0,0,0,6,0,3,14,9,0,36,3,0,13,34,21,23,18,17,0,141,20,106,156,999,133,69,43,21,6,1547,0,5,8,36,7,10,9,5,3,91,0,9,3,58,9,0,0,0,0,79,8,24,12,30,15,3,0,3,0,100,3,14,9,68,34,10,16,11,8,175,0,0,0,15,14,22,36,37,20,137,4,3,7,45,21,3,0,3,0,87,3,8,3,41,9,3,0,0,0,69,0,4,0,3,6,3,0,0,0,24,0,4,15,47,22,19,9,7,0,118,0,3,0,3,0,3,6,4,0,21,0,3,4,8,4,0,6,0,0,22,0,0,0,22,3,3,0,0,0,29,0,7,15,118,5,4,0,0,0,157,0,7,0,17,19,22,37,20,12,128,13,181,206,767,417,328,150,70,20,2151,0,8,0,14,10,8,8,3,8,58,0,3,0,13,3,0,0,0,0,19
SED30073,0,5,6,23,15,67,159,177,98,544,0,20,152,138,32,18,13,3,0,373,29,109,197,1026,83,43,19,5,9,1523,3,13,38,84,4,5,8,0,0,161,4,25,16,282,26,8,5,0,0,362,3,5,3,28,11,6,0,0,0,60,0,7,18,228,21,24,22,10,6,321,3,9,41,117,14,25,37,68,29,346,3,16,97,213,39,9,7,3,0,384,7,17,168,451,46,16,3,3,0,715,0,0,0,13,7,3,6,5,0,45,0,17,192,188,45,37,10,0,0,495,0,0,0,0,0,4,3,0,0,9,0,0,4,15,3,5,0,0,0,27,0,0,9,10,3,3,0,0,0,28,0,3,103,229,8,4,0,0,0,358,0,4,21,53,14,24,18,10,4,142,9,55,247,749,312,239,96,30,4,1734,0,0,5,27,8,9,5,0,0,65,0,11,13,66,10,3,0,0,0,94
SED30074,0,0,0,0,0,4,0,3,0,9,0,0,3,10,0,0,0,0,0,14,3,3,8,61,9,5,3,3,0,97,0,0,0,4,0,0,3,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,13,11,7,8,6,3,55,0,0,4,10,9,25,90,85,32,254,0,0,0,7,6,0,3,0,0,19,0,0,21,54,3,0,0,0,0,84,0,0,0,0,0,3,0,3,0,7,0,0,3,12,3,6,0,8,0,38,0,0,0,0,0,0,8,3,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,4,4,0,0,0,0,12,0,4,3,12,3,0,0,0,0,19,0,0,0,15,7,35,63,30,15,163,3,33,37,179,150,152,137,38,11,743,0,0,0,5,3,3,12,4,0,30,0,3,0,11,0,0,0,0,0,15
SED30075,0,0,0,5,7,6,31,14,6,74,0,5,133,86,31,28,14,3,0,297,16,46,108,391,48,31,25,22,5,696,0,14,30,63,26,17,7,4,3,160,0,11,22,123,22,13,13,3,0,203,0,4,12,24,14,14,0,4,0,69,3,11,16,51,23,20,15,13,5,160,0,4,4,18,12,34,45,47,20,193,5,36,95,371,113,52,39,17,3,743,10,57,288,619,169,70,29,19,4,1267,0,3,3,3,8,4,0,0,0,31,4,6,58,87,47,41,17,9,3,285,0,0,0,0,3,18,24,9,4,53,0,6,3,19,8,5,3,0,0,41,0,0,7,6,0,0,0,3,0,17,0,4,32,78,0,0,0,0,0,112,0,0,5,17,15,25,50,42,31,189,29,315,636,1456,826,675,466,215,80,4693,0,0,3,11,11,4,12,9,4,48,0,7,18,44,11,3,0,0,0,85
SED30076,0,0,3,3,5,11,13,17,3,57,4,6,25,44,33,34,11,14,0,178,14,32,53,350,61,40,20,16,3,579,0,9,4,30,9,9,15,9,0,83,0,0,4,27,0,4,0,0,0,42,0,0,3,12,11,3,0,0,0,32,3,13,0,62,21,27,27,9,6,178,0,0,0,13,11,19,27,8,8,90,0,10,12,45,25,3,0,3,0,91,0,32,64,191,68,28,3,7,0,397,0,0,4,6,20,8,5,0,0,42,0,4,33,73,39,30,15,3,3,199,0,0,0,0,3,3,6,7,0,17,0,0,3,0,6,10,8,3,4,38,0,0,0,4,3,4,6,0,0,22,0,0,5,14,0,0,0,0,0,22,4,0,3,12,12,29,57,28,5,155,33,229,389,1143,679,521,239,69,18,3316,0,0,3,13,12,13,14,9,0,63,4,13,12,25,5,4,0,0,0,59
SED30077,0,0,3,0,0,0,5,13,3,25,0,3,29,43,15,16,8,0,0,122,24,61,85,644,68,31,21,16,4,949,0,5,9,33,11,12,4,3,0,78,0,15,14,87,14,3,0,0,0,144,0,5,0,11,3,0,0,0,0,19,3,24,12,116,19,4,10,3,8,201,3,0,0,26,20,52,104,138,64,411,3,3,11,61,21,5,0,0,0,110,0,3,30,105,15,4,0,0,0,155,0,0,0,0,0,0,4,0,0,8,3,7,16,72,36,18,11,5,3,166,0,0,0,0,0,3,5,0,0,13,0,0,3,0,3,3,0,0,0,11,0,0,6,33,12,8,3,3,0,65,0,3,51,120,4,0,0,0,0,177,0,7,5,22,16,12,19,11,8,87,15,65,145,615,255,190,102,34,6,1427,0,0,0,22,10,3,8,3,0,38,0,7,3,25,0,3,0,0,0,39
SED30078,0,0,4,10,11,25,36,44,8,137,20,21,197,628,166,291,86,17,4,1428,52,155,488,1894,240,172,121,43,11,3186,3,23,45,210,50,46,32,5,3,413,0,11,25,79,31,10,0,0,0,162,3,30,36,90,31,20,4,0,0,209,0,10,0,33,13,12,11,7,7,93,0,3,3,3,8,22,40,26,7,111,0,17,29,103,31,6,14,0,0,195,47,145,222,883,248,71,45,15,0,1676,0,3,7,36,23,5,11,5,0,93,15,64,147,498,191,154,106,34,3,1216,0,0,0,0,0,3,7,0,0,16,0,0,0,9,4,3,3,0,0,22,0,0,5,26,10,11,4,5,0,65,0,0,5,18,0,0,0,0,0,26,0,0,0,9,4,14,24,8,6,62,38,334,436,640,340,237,107,33,10,2172,0,0,0,3,8,0,10,10,0,29,20,89,69,318,76,34,13,4,0,616
