SED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SED21805,372,60,76,70,71,59,23,29,1114,0,0,0,0,0,0,0,0,0,0,3,556,290,579,118,138,125,97,83,44,56,2078,632,224,235,50,43,34,22,11,10,31,1294,401,342,418,59,46,38,25,20,17,17,1381,12,17,30,5,4,9,10,8,3,0,85,3,3,3,0,0,0,0,0,0,3,16,414,368,445,65,55,44,32,26,17,20,1488,0,0,0,0,0,0,0,0,0,0,0,1050,590,679,117,90,75,57,38,31,50,2784,1219,177,143,32,21,21,17,7,5,51,1698,625,174,175,13,19,8,12,11,3,21,1059,46,18,22,4,3,3,3,3,0,6,115,9,4,0,0,0,0,0,0,0,0,12,677,194,203,24,21,10,11,12,6,34,1189,3,0,0,0,0,0,0,0,0,0,3,1897,379,342,57,41,31,33,19,7,83,2891,1451,60,45,4,3,5,5,0,0,39,1621,703,55,31,5
SED21906,1123,217,281,377,432,425,227,96,3762,0,0,3,0,0,0,0,0,0,0,6,812,496,1556,417,455,541,588,566,297,150,5877,770,307,261,49,51,40,40,25,16,33,1579,500,376,462,70,99,89,105,82,57,15,1860,4,10,24,3,3,4,21,16,15,9,106,0,0,0,0,0,0,0,0,0,0,9,508,387,487,73,101,96,123,104,65,28,1976,0,0,0,0,0,0,0,0,0,3,6,1274,694,747,129,148,131,159,126,76,63,3553,1063,193,138,15,18,4,4,4,5,23,1475,817,145,109,24,18,19,25,18,0,17,1190,33,10,26,8,4,7,12,16,13,9,135,5,3,0,0,0,0,0,0,0,0,8,854,156,134,39,26,24,35,32,13,21,1335,0,0,0,0,0,0,0,0,0,3,3,1916,347,275,51,41,33,43,40,16,47,2811,1202,65,31,0,8,0,3,0,0,23,1331,961,32,27,7
SED22005,2767,365,546,730,755,672,381,200,7930,0,0,0,0,0,0,0,0,0,12,15,982,948,2962,422,603,773,795,709,413,236,8837,477,185,158,23,27,25,19,18,7,14,959,1242,744,1082,136,138,173,148,138,87,73,3960,170,118,207,31,47,80,63,67,31,26,842,13,6,4,0,0,3,3,0,0,3,39,1425,871,1292,167,188,247,216,209,120,105,4833,0,0,0,0,0,0,0,0,0,4,4,1909,1060,1441,196,212,277,231,225,125,121,5796,729,117,74,9,11,4,10,8,4,22,987,1791,339,292,46,42,39,18,22,24,61,2659,559,145,168,37,39,46,30,41,29,63,1174,9,3,0,0,0,0,0,0,0,4,19,2361,486,462,85,79,88,55,60,53,126,3849,0,0,0,0,0,0,0,0,0,0,4,3092,600,538,96,91,86,62,64,59,148,4841,811,46,19,0,3,0,4,0,0,21,910,1909,98,50,4
SED22105,3089,405,447,391,327,269,133,104,6870,0,0,3,0,0,0,0,3,0,11,16,1308,1226,3405,469,538,434,359,300,151,143,8329,832,308,327,43,43,38,18,26,8,33,1678,1080,1493,2663,261,217,161,124,99,38,59,6196,35,126,205,24,28,21,13,11,14,8,496,17,13,24,0,3,0,0,0,0,4,63,1134,1635,2899,288,249,183,139,111,56,68,6754,3,4,0,0,0,0,0,0,0,0,12,1969,1947,3227,332,296,219,153,136,65,101,8442,1260,234,237,29,29,15,5,13,8,48,1874,1108,615,752,52,68,36,30,17,10,39,2725,143,119,139,24,21,29,19,15,18,31,555,11,4,5,0,0,0,0,0,0,3,32,1266,735,900,68,92,66,45,33,34,67,3306,0,0,0,0,0,0,0,0,0,3,5,2526,969,1138,100,124,78,48,42,42,117,5187,1239,108,56,12,11,6,10,3,0,43,1489,917,171,120,23
SED22201,550,78,123,111,92,73,40,29,1408,0,0,0,0,0,0,0,0,0,0,3,341,265,635,106,151,132,103,85,46,44,1909,402,121,103,16,13,10,9,8,3,17,704,199,277,410,44,43,32,34,18,12,13,1083,7,26,96,17,25,33,16,26,13,8,271,4,0,3,0,0,0,0,0,0,0,11,210,309,514,59,66,61,50,42,27,20,1361,0,0,3,0,0,0,0,0,0,3,3,610,430,620,78,84,79,60,55,33,34,2067,817,93,59,10,4,4,11,3,0,19,1019,312,99,124,15,18,15,3,8,8,4,606,29,23,75,17,19,18,19,17,7,0,215,3,0,0,0,0,0,0,0,0,0,5,345,117,196,31,32,34,20,20,16,9,823,0,0,0,0,0,0,0,0,0,0,3,1160,213,253,40,39,43,30,30,17,30,1853,1077,34,12,0,7,0,5,5,3,31,1178,338,38,21,3
SED22305,2594,509,1086,881,599,532,279,169,8414,0,0,4,0,0,0,0,0,0,3,10,1194,1009,2745,541,1118,904,626,554,292,203,9192,437,94,111,11,27,17,9,8,3,19,751,1278,1003,1643,232,339,213,127,148,56,64,5103,112,178,358,109,254,204,64,54,39,36,1408,15,5,16,4,3,9,0,3,0,3,50,1400,1183,2017,350,596,422,199,198,102,97,6563,3,0,0,0,0,0,0,0,0,0,13,1845,1280,2130,361,627,441,207,208,101,123,7325,644,89,53,6,9,11,9,3,3,21,851,1811,522,495,55,100,58,32,30,18,54,3174,404,225,198,64,166,76,35,37,29,51,1293,23,4,4,3,4,0,0,0,0,5,44,2227,756,701,126,272,132,73,67,48,110,4508,3,0,0,0,0,0,0,0,0,3,7,2875,845,753,134,279,148,80,68,54,136,5372,983,48,31,3,4,3,0,0,0,36,1115,2042,188,96,17
SED22404,47,10,18,14,24,16,10,15,192,0,0,0,0,0,0,0,0,0,0,0,104,48,97,19,26,26,37,25,12,30,435,325,78,61,15,5,9,8,3,3,32,529,58,57,47,8,9,7,6,3,4,5,189,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,57,53,46,8,9,6,6,4,3,5,199,0,0,0,0,0,0,0,0,0,0,0,385,135,104,23,8,18,14,8,5,37,729,839,101,62,5,3,4,0,0,4,44,1061,104,22,16,6,6,0,0,0,0,6,159,4,3,6,0,0,0,0,0,0,3,15,3,0,0,0,0,0,0,0,0,0,3,108,22,20,6,6,0,0,4,0,9,175,0,0,0,0,0,0,0,0,0,0,0,948,122,80,9,7,0,0,6,4,53,1235,1219,51,28,6,3,3,0,0,0,51,1360,195,8,3,4
SED22501,187,40,52,36,35,21,10,19,584,0,0,0,0,0,0,0,0,0,0,0,197,177,258,58,70,51,49,30,15,25,928,362,208,173,28,22,29,14,12,3,17,864,185,172,237,37,29,34,26,12,9,3,737,8,5,10,0,0,0,5,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,189,175,251,37,29,34,33,17,9,3,773,0,0,0,0,0,0,0,0,0,0,0,555,381,418,67,57,62,49,30,10,16,1638,833,174,130,17,16,11,12,11,0,19,1220,333,88,58,3,8,8,8,3,0,11,528,12,5,11,3,0,3,0,4,0,8,40,0,0,0,0,0,0,0,0,0,0,3,346,89,72,4,13,10,8,6,0,14,567,0,0,0,0,0,0,0,0,0,0,0,1173,260,196,20,29,16,25,20,3,34,1785,1133,51,26,4,3,3,0,0,0,24,1234,534,23,15,0
SED22607,956,172,234,353,372,399,199,75,3386,0,0,0,0,0,0,0,0,0,0,7,595,474,1245,278,348,444,457,480,248,104,4675,438,219,190,39,36,29,10,25,12,21,1009,570,328,412,76,71,64,77,78,34,36,1752,37,32,50,8,5,13,7,10,14,13,189,5,3,5,4,0,0,0,0,0,3,19,609,363,462,84,80,76,90,86,46,55,1955,0,0,0,0,0,0,0,0,0,0,0,1047,575,648,128,115,104,104,107,60,81,2969,765,80,34,7,0,11,8,8,0,16,934,723,123,92,9,11,13,13,7,9,20,1018,113,45,30,9,9,8,8,6,9,20,261,3,0,0,0,0,0,0,0,0,0,7,845,166,125,17,19,19,22,15,21,36,1285,3,0,0,0,0,0,0,0,0,0,3,1611,248,158,25,21,31,30,21,18,55,2216,724,12,10,7,0,5,0,0,0,21,786,796,32,16,4
SED22704,109,16,24,17,21,18,15,11,284,0,0,0,0,0,0,0,0,0,10,13,81,52,151,29,36,35,36,24,14,33,493,182,58,50,10,3,3,9,10,3,18,350,27,38,64,25,22,12,8,5,3,9,213,5,3,3,0,0,0,0,6,4,3,24,0,0,3,0,0,0,0,0,0,0,3,33,41,71,25,22,11,10,13,6,15,238,0,0,0,0,0,0,0,0,0,10,10,212,96,127,35,26,13,24,24,6,37,597,537,57,45,3,7,3,3,0,0,28,680,108,24,24,5,4,6,7,7,4,0,186,9,4,4,0,0,0,0,0,0,3,21,3,0,0,0,0,0,0,0,0,0,0,116,31,25,6,4,4,7,11,5,5,213,3,0,0,0,0,0,0,0,0,8,11,652,86,71,12,7,7,9,7,5,38,906,829,21,9,0,4,3,3,0,3,41,911,148,6,3,0
SED22802,175,26,37,30,21,28,20,12,469,0,0,0,0,0,0,0,0,0,0,0,216,109,239,43,56,48,32,33,30,26,826,380,81,86,3,15,3,8,3,3,19,599,92,96,150,12,28,25,14,14,9,5,442,3,8,16,3,6,10,4,7,3,0,57,0,0,0,0,0,0,0,0,0,0,0,98,104,162,18,27,34,12,21,9,9,498,0,0,0,0,0,0,0,0,0,0,0,477,184,252,27,45,38,23,20,13,22,1093,964,79,83,15,8,0,4,0,0,31,1190,242,65,67,5,14,6,5,3,3,4,417,17,10,30,8,10,10,6,0,5,3,84,3,0,0,0,0,0,0,0,0,0,3,256,75,98,9,20,16,11,5,7,12,504,0,0,0,0,0,0,0,0,0,0,4,1225,157,182,29,22,14,17,5,7,36,1700,1157,40,18,3,0,0,0,5,3,27,1257,323,18,17,0
SED22901,791,96,108,97,108,95,38,46,2175,0,0,0,0,0,0,0,0,0,0,4,571,563,863,113,124,109,123,107,50,51,2684,420,85,91,14,21,11,8,5,3,24,691,571,534,639,96,84,63,53,44,23,19,2123,17,39,85,17,16,28,20,16,3,9,257,3,3,3,0,0,0,0,0,0,0,7,588,579,730,110,99,93,70,64,28,22,2385,0,0,0,0,0,0,0,0,0,0,3,1009,668,820,124,123,106,80,70,26,44,3079,776,97,62,8,7,4,11,3,0,15,991,871,379,301,46,31,26,15,11,4,15,1701,119,46,81,22,11,24,17,3,5,22,351,4,3,3,0,0,0,0,0,0,0,8,996,431,386,67,45,47,31,16,6,41,2064,0,0,0,0,0,0,0,0,0,0,3,1764,526,454,81,48,55,45,21,10,58,3053,1184,45,23,0,5,0,0,3,3,15,1285,1218,132,75,11
SED23007,2626,457,721,850,748,713,339,210,8469,0,4,3,3,0,0,0,0,0,52,68,1409,1005,2989,549,842,974,856,792,376,319,10111,613,258,200,38,31,29,28,22,8,34,1256,1841,705,935,124,167,141,112,116,43,87,4263,253,130,204,34,90,87,52,41,28,40,950,20,3,8,3,3,3,0,0,0,0,34,2106,835,1144,160,260,228,164,160,64,124,5250,0,0,0,0,0,0,0,0,0,30,28,2719,1092,1346,200,298,256,189,181,75,184,6538,624,82,45,9,4,9,12,5,4,31,838,2062,206,210,33,44,22,23,16,7,62,2677,895,122,146,24,53,46,48,38,24,61,1451,22,3,6,0,3,0,0,0,0,0,42,2976,326,357,63,95,70,71,56,32,126,4167,0,0,0,0,0,0,0,0,0,15,18,3600,411,404,74,100,79,85,63,34,172,5025,630,23,14,0,3,5,13,3,3,16,711,1891,74,49,8
SED23101,1103,191,186,196,200,229,108,56,3242,0,0,0,0,0,0,0,0,0,0,4,597,664,1198,220,201,223,210,247,119,65,3736,388,124,98,25,26,17,5,12,3,18,701,816,799,686,127,115,112,100,87,51,35,2940,33,43,99,22,32,45,37,41,19,16,399,0,3,4,0,0,0,0,0,0,0,13,858,849,795,152,153,162,136,128,68,52,3346,0,0,0,0,0,0,0,0,0,0,0,1240,975,892,173,175,181,140,134,76,74,4054,646,108,78,11,15,0,0,0,0,6,867,1289,389,299,42,31,46,20,19,12,24,2175,192,84,135,27,30,42,31,25,7,22,615,3,6,3,0,0,0,0,0,0,0,12,1484,483,435,68,65,88,51,44,21,50,2796,0,0,0,0,0,0,0,0,0,0,3,2131,587,516,84,75,93,54,47,21,58,3665,797,40,21,3,3,3,0,0,0,16,874,1481,120,47,9
SED23205,302,45,46,81,54,42,23,30,815,0,0,0,0,0,0,0,0,0,3,3,360,182,430,76,79,97,72,71,31,52,1449,523,154,127,40,30,25,13,8,8,24,957,213,192,237,44,34,36,38,28,14,13,840,5,13,32,3,7,6,4,7,6,5,79,0,0,3,0,0,0,0,0,0,0,5,215,201,269,47,36,36,48,29,21,21,931,0,3,0,0,0,0,0,0,0,0,4,742,361,397,83,70,67,65,40,27,47,1894,1083,140,113,27,23,10,12,16,0,36,1459,356,112,122,19,15,14,11,4,3,3,664,20,15,25,0,3,3,5,9,0,3,84,3,0,0,0,0,0,0,0,0,0,7,386,130,148,18,13,19,12,11,3,8,757,0,0,0,0,0,0,0,0,0,0,0,1465,273,261,46,40,27,30,25,3,46,2217,1510,48,43,3,3,4,3,3,3,40,1670,417,37,31,10
SED23308,472,80,110,127,128,133,73,25,1302,0,0,0,0,0,0,0,0,0,0,0,198,140,589,106,148,155,158,176,101,59,1826,256,128,101,22,14,11,11,10,13,12,575,101,77,218,32,37,31,29,33,16,4,582,4,5,14,6,3,8,4,3,3,0,45,0,0,3,0,0,0,0,0,0,0,3,100,80,236,36,43,37,31,40,20,10,626,0,0,0,0,0,0,0,0,0,0,0,357,206,333,61,56,46,42,47,28,21,1203,584,56,58,8,4,6,9,5,3,14,746,151,40,41,10,3,13,7,8,4,12,294,14,8,11,4,3,5,0,3,3,0,53,0,0,0,0,0,0,0,0,0,0,3,169,50,53,12,6,13,9,6,7,15,350,0,0,0,0,0,0,0,0,0,0,3,756,106,112,18,14,19,16,14,9,29,1097,862,26,19,3,6,0,0,0,0,21,943,244,9,9,0
SED23402,508,65,67,71,61,58,32,21,1168,0,0,0,0,0,0,0,0,0,0,5,413,227,621,87,102,87,82,78,48,32,1766,579,165,181,56,30,27,9,9,3,30,1092,256,235,401,47,48,36,33,38,23,13,1117,10,16,24,6,9,3,3,10,3,9,90,3,0,3,0,0,0,0,0,0,0,8,265,247,436,50,54,36,39,42,23,21,1219,0,0,0,0,0,0,0,0,0,0,3,840,416,614,105,81,60,46,56,26,47,2306,1272,192,161,33,21,12,4,6,4,29,1733,434,118,149,10,14,9,8,10,4,7,761,17,9,21,5,3,4,0,0,3,8,78,0,0,0,0,0,0,0,0,0,0,6,451,129,168,19,14,12,10,13,5,19,849,3,0,0,0,0,0,0,0,0,0,8,1727,319,333,51,32,28,23,22,10,54,2592,1386,57,40,5,0,0,3,3,3,31,1525,470,37,21,3
SED23502,78,14,17,21,35,33,12,19,258,0,0,0,0,0,0,0,0,0,0,0,74,44,121,19,30,28,43,39,14,29,446,157,51,50,7,8,5,4,3,0,13,302,36,25,53,7,14,12,8,4,5,16,178,3,3,0,0,4,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,39,31,53,7,19,12,12,7,4,16,195,0,0,0,0,0,0,0,0,0,3,3,190,86,98,17,28,17,16,11,5,31,503,400,58,41,0,5,8,3,0,0,18,536,72,22,14,9,3,0,6,0,0,7,137,8,0,11,3,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,4,79,27,19,10,3,3,8,6,0,7,167,3,0,0,0,0,0,0,0,0,0,3,484,86,63,10,8,11,14,8,0,29,701,868,28,23,3,4,3,0,0,0,35,960,125,6,4,0
SED23602,109,19,24,25,39,40,9,14,323,0,0,0,0,0,0,0,0,0,88,88,90,51,177,28,37,34,49,47,13,109,629,191,59,57,11,4,14,4,6,4,14,368,37,33,89,11,13,16,14,13,6,3,239,0,3,4,3,9,0,3,3,0,3,24,0,0,0,0,0,0,0,0,0,0,0,41,37,98,16,19,16,15,14,3,8,260,0,0,0,0,0,0,0,0,0,85,84,231,102,153,25,27,33,18,16,8,106,719,504,45,48,6,9,12,4,3,4,28,667,84,17,28,7,0,3,0,5,0,11,154,11,3,4,0,3,3,0,4,4,0,30,0,0,0,0,0,0,0,0,0,0,3,93,13,32,7,3,5,5,7,8,8,179,0,0,0,0,0,0,0,0,0,44,49,596,60,82,14,14,17,7,13,14,78,892,910,17,22,6,0,3,3,9,3,42,1015,140,14,9,0
SED23702,93,11,21,14,21,17,12,6,278,0,0,0,0,0,0,0,0,0,0,3,250,99,182,29,36,30,34,29,15,17,712,551,109,107,27,14,14,5,7,0,24,851,105,72,90,12,14,7,9,5,3,3,318,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,106,71,89,12,14,9,12,7,8,3,333,3,0,0,0,0,0,0,0,0,0,3,662,178,192,39,33,24,15,12,8,28,1188,1333,132,115,9,11,10,3,3,3,43,1657,174,36,34,6,3,0,17,0,0,4,284,6,5,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,184,39,44,6,3,4,17,0,0,7,315,0,0,0,0,0,0,0,0,0,0,0,1521,170,156,16,22,8,20,3,4,59,1975,1621,62,26,5,0,0,4,4,5,41,1761,256,10,7,4
SED23806,1029,179,265,367,400,408,227,99,3617,0,0,0,0,0,0,0,0,0,0,0,667,490,1321,272,408,476,493,516,272,137,5050,592,218,195,47,34,32,31,21,20,32,1224,505,312,401,69,88,118,86,104,57,40,1774,10,16,39,14,11,17,25,28,14,12,179,5,0,0,0,0,0,0,0,0,0,4,518,327,444,84,98,132,105,131,65,51,1956,0,0,0,0,0,0,0,0,0,3,5,1112,541,637,133,139,164,131,153,83,87,3185,934,134,69,12,15,14,9,15,0,23,1227,612,121,101,17,20,24,14,13,14,18,952,46,18,67,9,18,17,9,21,15,11,223,3,0,0,0,0,0,0,0,0,0,0,655,137,160,25,35,39,27,38,27,33,1180,0,0,0,0,0,0,0,0,0,0,0,1592,269,232,40,50,50,38,48,27,60,2404,918,48,24,7,4,8,9,0,5,18,1039,612,32,14,0
SED23901,680,157,168,198,171,213,93,47,2262,0,0,0,0,0,0,0,0,0,4,11,553,320,849,213,214,252,215,250,112,70,3043,506,203,191,36,21,11,8,12,4,28,1023,516,430,424,84,82,62,52,54,25,21,1754,29,30,46,12,13,22,11,17,4,3,181,0,7,3,0,0,0,0,0,0,0,11,542,462,476,97,95,87,59,76,32,30,1954,0,0,0,0,0,0,0,0,0,3,4,1053,662,665,124,115,96,70,89,38,61,2982,782,88,49,20,9,8,7,12,4,13,989,796,175,116,23,19,7,13,8,14,27,1200,82,33,42,12,8,10,11,8,9,9,219,3,0,0,0,0,0,0,0,0,0,3,889,210,156,33,22,16,22,16,20,37,1426,0,0,0,0,0,0,0,0,0,0,0,1670,296,205,55,36,17,30,24,23,53,2412,826,28,19,3,8,6,0,0,0,22,911,936,37,30,3
SED24006,579,100,114,142,137,148,79,59,2131,0,0,0,0,0,0,0,0,0,0,0,575,476,698,147,144,184,165,181,88,84,2741,476,131,114,22,30,10,15,23,7,21,863,751,387,395,55,65,56,74,69,43,32,1922,16,39,81,24,37,36,74,58,30,24,404,4,7,0,0,0,0,0,0,0,0,15,777,430,476,77,96,95,144,122,66,50,2339,0,0,0,0,0,0,0,0,0,0,3,1257,557,594,98,130,106,167,145,76,76,3205,896,140,68,18,10,3,6,13,0,23,1183,1451,240,185,38,31,36,40,30,13,29,2078,153,57,148,29,34,42,48,44,18,30,596,12,3,0,0,0,0,0,0,0,0,9,1605,301,333,70,68,72,81,68,28,57,2685,0,0,0,0,0,0,0,0,0,3,3,2503,440,402,83,76,84,90,83,32,79,3870,926,54,24,6,7,0,3,3,0,27,1048,1356,62,38,7
SED24105,2088,257,387,418,373,352,181,135,6149,0,0,3,0,0,0,0,0,0,8,11,1537,860,2210,279,426,444,386,375,189,169,6870,510,130,123,22,18,15,12,12,6,17,876,1927,828,926,80,93,97,81,59,22,65,4175,450,271,279,47,64,71,60,35,20,32,1348,15,6,4,0,0,4,0,0,0,3,39,2400,1105,1208,132,164,172,141,95,45,102,5557,0,0,0,0,0,0,0,0,0,4,10,2910,1241,1333,152,174,185,158,113,53,124,6439,712,130,101,5,9,6,3,5,9,19,996,2444,347,265,31,34,41,29,26,10,52,3279,1126,212,181,51,53,61,50,44,28,79,1897,20,6,0,0,0,0,0,0,0,3,33,3598,566,449,84,90,97,77,73,46,138,5207,4,0,0,0,0,0,0,0,0,3,6,4304,699,547,90,98,111,75,77,48,156,6210,888,71,25,3,3,0,3,0,3,24,1016,1932,100,42,6
SED24207,1860,295,316,308,255,267,149,145,5858,0,3,0,0,0,0,0,0,0,103,108,1777,1053,2017,330,351,343,282,291,168,277,6889,615,149,132,21,18,19,14,12,0,25,1009,2608,1253,1243,135,151,111,117,77,51,83,5825,350,212,250,45,38,49,44,41,23,34,1080,20,15,9,0,0,0,0,0,0,4,49,2976,1475,1503,176,186,158,159,122,73,125,6959,3,0,0,0,0,0,0,0,0,78,81,3594,1624,1637,200,211,174,174,128,73,225,8053,635,89,102,19,15,3,9,4,4,35,904,2782,551,488,46,59,53,31,34,8,74,4133,905,147,143,28,30,32,23,28,23,65,1423,26,4,5,0,0,0,0,0,0,4,40,3716,703,635,77,94,86,53,61,33,139,5595,5,0,0,0,0,0,0,0,0,57,61,4357,792,729,94,105,88,63,64,43,230,6571,714,44,19,9,3,0,5,3,5,27,822,2499,208,100,17
SED24308,387,76,79,107,62,79,61,23,1125,0,0,0,0,0,0,0,0,0,78,83,296,148,464,96,102,118,76,87,66,128,1573,253,63,63,14,19,7,5,6,3,20,455,208,124,207,30,25,29,15,19,9,16,674,17,26,43,13,16,31,17,24,15,11,207,7,0,8,0,0,0,0,0,0,0,12,234,146,256,36,46,59,35,44,22,23,895,0,0,0,0,0,0,0,0,0,70,70,484,214,317,54,58,65,38,52,22,110,1421,650,60,68,8,5,4,3,0,0,17,814,463,96,83,14,10,5,7,8,8,16,696,70,12,47,4,16,20,12,17,8,13,218,10,0,3,0,0,0,0,0,0,3,10,541,109,134,20,27,29,14,16,17,24,928,3,0,0,0,0,0,0,0,0,43,44,1195,167,197,26,31,32,16,18,20,84,1792,1020,25,15,0,3,4,0,0,0,28,1091,680,35,17,0
