CED_NAME16	EduInstitutionType	Sex	students
Farrer	Infants/Primary	M	6873
Farrer	Pre-school	F	1396
Farrer	Pre-school	M	1512
Farrer	Secondary	F	5307
Farrer	Secondary	M	5131
Farrer	Technical or Further Educational Institution	F	1690
Farrer	Technical or Further Educational Institution	M	1354
Farrer	University or other tertiary	F	2191
Farrer	University or other tertiary	M	1067
Fowler		F	7554
Fowler		M	6898
Fowler	Infants/Primary	F	6125
Fowler	Infants/Primary	M	6577
Fowler	Pre-school	F	991
Fowler	Pre-school	M	1100
Fowler	Secondary	F	5899
Fowler	Secondary	M	5907
Fowler	Technical or Further Educational Institution	F	2027
Fowler	Technical or Further Educational Institution	M	1748
Fowler	University or other tertiary	F	4523
Fowler	University or other tertiary	M	3718
Gilmore		F	6896
Gilmore		M	7012
Gilmore	Infants/Primary	F	5286
Gilmore	Infants/Primary	M	5564
Gilmore	Pre-school	F	1215
Gilmore	Pre-school	M	1333
Gilmore	Secondary	F	4154
Gilmore	Secondary	M	4234
Gilmore	Technical or Further Educational Institution	F	1316
Gilmore	Technical or Further Educational Institution	M	1127
Gilmore	University or other tertiary	F	1978
Gilmore	University or other tertiary	M	1009
Grayndler		F	6641
Grayndler		M	6463
Grayndler	Infants/Primary	F	4750
Grayndler	Infants/Primary	M	5075
Grayndler	Pre-school	F	1133
Grayndler	Pre-school	M	1207
Grayndler	Secondary	F	2965
Grayndler	Secondary	M	3196
Grayndler	Technical or Further Educational Institution	F	1368
Grayndler	Technical or Further Educational Institution	M	1178
Grayndler	University or other tertiary	F	6287
Grayndler	University or other tertiary	M	4839
Greenway		F	5153
Greenway		M	5742
Greenway	Infants/Primary	F	8236
Greenway	Infants/Primary	M	8811
Greenway	Pre-school	F	1707
Greenway	Pre-school	M	1889
Greenway	Secondary	F	5756
Greenway	Secondary	M	6105
Greenway	Technical or Further Educational Institution	F	1669
Greenway	Technical or Further Educational Institution	M	1477
Greenway	University or other tertiary	F	4502
Greenway	University or other tertiary	M	3927
Hughes		F	3159
Hughes		M	2981
Hughes	Infants/Primary	F	6639
Hughes	Infants/Primary	M	7011
Hughes	Pre-school	F	1553
Hughes	Pre-school	M	1691
Hughes	Secondary	F	5164
Hughes	Secondary	M	5318
Hughes	Technical or Further Educational Institution	F	1193
Hughes	Technical or Further Educational Institution	M	1341
Hughes	University or other tertiary	F	3862
Hughes	University or other tertiary	M	2777
Hume		F	5366
Hume		M	5473
Hume	Infants/Primary	F	6874
Hume	Infants/Primary	M	7321
Hume	Pre-school	F	1560
Hume	Pre-school	M	1610
Hume	Secondary	F	5141
Hume	Secondary	M	5208
Hume	Technical or Further Educational Institution	F	1422
Hume	Technical or Further Educational Institution	M	1443
Hume	University or other tertiary	F	2745
Hume	University or other tertiary	M	1510
Hunter		F	5911
Hunter		M	6475
Hunter	Infants/Primary	F	6593
Hunter	Infants/Primary	M	6738
Hunter	Pre-school	F	1488
Hunter	Pre-school	M	1564
Hunter	Secondary	F	4934
Hunter	Secondary	M	5005
Hunter	Technical or Further Educational Institution	F	1698
Hunter	Technical or Further Educational Institution	M	1315
Hunter	University or other tertiary	F	2304
Hunter	University or other tertiary	M	1407
Kingsford Smith		F	7864
Kingsford Smith		M	9053
Kingsford Smith	Infants/Primary	F	5528
Kingsford Smith	Infants/Primary	M	5820
Kingsford Smith	Pre-school	F	1292
Kingsford Smith	Pre-school	M	1379
Kingsford Smith	Secondary	F	4072
Kingsford Smith	Secondary	M	4201
Kingsford Smith	Technical or Further Educational Institution	F	1666
Kingsford Smith	Technical or Further Educational Institution	M	1462
Kingsford Smith	University or other tertiary	F	10602
Kingsford Smith	University or other tertiary	M	10522
Lindsay		F	6352
Lindsay		M	6132
Lindsay	Infants/Primary	F	7530
Lindsay	Infants/Primary	M	7690
Lindsay	Pre-school	F	1623
Lindsay	Pre-school	M	1835
Lindsay	Secondary	F	5465
Lindsay	Secondary	M	5516
Lindsay	Technical or Further Educational Institution	F	1879
Lindsay	Technical or Further Educational Institution	M	1625
Lindsay	University or other tertiary	F	3416
Lindsay	University or other tertiary	M	2422
Lyne		F	6373
Lyne		M	5801
Lyne	Infants/Primary	F	5280
Lyne	Infants/Primary	M	5611
Lyne	Pre-school	F	1175
Lyne	Pre-school	M	1235
Lyne	Secondary	F	4381
Lyne	Secondary	M	4392
Lyne	Technical or Further Educational Institution	F	1588
Lyne	Technical or Further Educational Institution	M	1095
Lyne	University or other tertiary	F	1552
Lyne	University or other tertiary	M	717
Macarthur		F	6092
Macarthur		M	5303
Macarthur	Infants/Primary	F	7507
Macarthur	Infants/Primary	M	7925
Macarthur	Pre-school	F	1458
Macarthur	Pre-school	M	1603
Macarthur	Secondary	F	5578
Macarthur	Secondary	M	5781
Macarthur	Technical or Further Educational Institution	F	1639
Macarthur	Technical or Further Educational Institution	M	1523
Macarthur	University or other tertiary	F	3612
Macarthur	University or other tertiary	M	2621
Mackellar		F	4827
Mackellar		M	4119
Mackellar	Infants/Primary	F	6527
Mackellar	Infants/Primary	M	6923
Mackellar	Pre-school	F	1412
Mackellar	Pre-school	M	1593
Mackellar	Secondary	F	5078
Mackellar	Secondary	M	5472
Mackellar	Technical or Further Educational Institution	F	1261
Mackellar	Technical or Further Educational Institution	M	1340
Mackellar	University or other tertiary	F	3290
Mackellar	University or other tertiary	M	2636
Macquarie		F	4600
Macquarie		M	4170
Macquarie	Infants/Primary	F	5941
Macquarie	Infants/Primary	M	6291
Macquarie	Pre-school	F	1319
Macquarie	Pre-school	M	1452
Macquarie	Secondary	F	4788
Macquarie	Secondary	M	4869
Macquarie	Technical or Further Educational Institution	F	1532
Macquarie	Technical or Further Educational Institution	M	1460
Macquarie	University or other tertiary	F	3447
Macquarie	University or other tertiary	M	2157
McMahon		F	6577
McMahon		M	5791
McMahon	Infants/Primary	F	7126
McMahon	Infants/Primary	M	7363
McMahon	Pre-school	F	1318
McMahon	Pre-school	M	1455
McMahon	Secondary	F	5636
McMahon	Secondary	M	5699
McMahon	Technical or Further Educational Institution	F	1926
McMahon	Technical or Further Educational Institution	M	1838
McMahon	University or other tertiary	F	3969
McMahon	University or other tertiary	M	3149
Mitchell		F	3290
Mitchell		M	2778
Mitchell	Infants/Primary	F	7788
Mitchell	Infants/Primary	M	8212
Mitchell	Pre-school	F	1641
Mitchell	Pre-school	M	1718
Mitchell	Secondary	F	6012
Mitchell	Secondary	M	6128
Mitchell	Technical or Further Educational Institution	F	1330
Mitchell	Technical or Further Educational Institution	M	1208
Mitchell	University or other tertiary	F	4546
Mitchell	University or other tertiary	M	4020
New England		F	7805
New England		M	7436
New England	Infants/Primary	F	6418
New England	Infants/Primary	M	6630
New England	Pre-school	F	1374
New England	Pre-school	M	1498
New England	Secondary	F	5053
New England	Secondary	M	4951
New England	Technical or Further Educational Institution	F	1631
New England	Technical or Further Educational Institution	M	1160
New England	University or other tertiary	F	3167
New England	University or other tertiary	M	1970
Newcastle		F	5282
Newcastle		M	4714
Newcastle	Infants/Primary	F	5602
Newcastle	Infants/Primary	M	5907
Newcastle	Pre-school	F	1283
Newcastle	Pre-school	M	1538
Newcastle	Secondary	F	4157
Newcastle	Secondary	M	4377
Newcastle	Technical or Further Educational Institution	F	1855
Newcastle	Technical or Further Educational Institution	M	1643
Newcastle	University or other tertiary	F	6832
Newcastle	University or other tertiary	M	5857
North Sydney		F	5866
North Sydney		M	5114
North Sydney	Infants/Primary	F	5874
North Sydney	Infants/Primary	M	6033
North Sydney	Pre-school	F	1431
North Sydney	Pre-school	M	1556
North Sydney	Secondary	F	4010
North Sydney	Secondary	M	5151
North Sydney	Technical or Further Educational Institution	F	1378
North Sydney	Technical or Further Educational Institution	M	892
North Sydney	University or other tertiary	F	5812
North Sydney	University or other tertiary	M	4843
Page		F	7245
Page		M	7215
Page	Infants/Primary	F	6115
Page	Infants/Primary	M	6581
Page	Pre-school	F	1313
Page	Pre-school	M	1394
Page	Secondary	F	5011
Page	Secondary	M	4974
Page	Technical or Further Educational Institution	F	1994
Page	Technical or Further Educational Institution	M	1285
Page	University or other tertiary	F	2334
Page	University or other tertiary	M	1295
Parkes		F	8635
Parkes		M	8613
Parkes	Infants/Primary	F	6497
Parkes	Infants/Primary	M	6769
Parkes	Pre-school	F	1592
Parkes	Pre-school	M	1626
Parkes	Secondary	F	4248
Parkes	Secondary	M	4273
Parkes	Technical or Further Educational Institution	F	1732
Parkes	Technical or Further Educational Institution	M	1134
Parkes	University or other tertiary	F	1672
Parkes	University or other tertiary	M	705
Parramatta		F	7835
Parramatta		M	7706
Parramatta	Infants/Primary	F	6839
Parramatta	Infants/Primary	M	7296
Parramatta	Pre-school	F	1422
Parramatta	Pre-school	M	1630
Parramatta	Secondary	F	4703
Parramatta	Secondary	M	5243
Parramatta	Technical or Further Educational Institution	F	2112
Parramatta	Technical or Further Educational Institution	M	1636
Parramatta	University or other tertiary	F	6112
Parramatta	University or other tertiary	M	6103
Paterson		F	6120
Paterson		M	5639
Paterson	Infants/Primary	F	6611
Paterson	Infants/Primary	M	7075
Paterson	Pre-school	F	1465
Paterson	Pre-school	M	1640
Paterson	Secondary	F	4735
Paterson	Secondary	M	5001
Paterson	Technical or Further Educational Institution	F	1716
Paterson	Technical or Further Educational Institution	M	1327
Paterson	University or other tertiary	F	2493
Paterson	University or other tertiary	M	1421
Reid		F	7713
Reid		M	8581
Reid	Infants/Primary	F	5494
Reid	Infants/Primary	M	5554
Reid	Pre-school	F	1178
Reid	Pre-school	M	1334
Reid	Secondary	F	4534
Reid	Secondary	M	4370
Reid	Technical or Further Educational Institution	F	1900
Reid	Technical or Further Educational Institution	M	1638
Reid	University or other tertiary	F	8369
Reid	University or other tertiary	M	7860
Richmond		F	7965
Richmond		M	7255
Richmond	Infants/Primary	F	5506
Richmond	Infants/Primary	M	5859
Richmond	Pre-school	F	1040
Richmond	Pre-school	M	1185
Richmond	Secondary	F	4509
Richmond	Secondary	M	4356
Richmond	Technical or Further Educational Institution	F	1618
Richmond	Technical or Further Educational Institution	M	1094
Richmond	University or other tertiary	F	2499
Richmond	University or other tertiary	M	1388
Riverina		F	6977
Riverina		M	7545
Riverina	Infants/Primary	F	6691
Riverina	Infants/Primary	M	6979
Riverina	Pre-school	F	1385
Riverina	Pre-school	M	1518
Riverina	Secondary	F	4970
Riverina	Secondary	M	4959
Riverina	Technical or Further Educational Institution	F	1807
Riverina	Technical or Further Educational Institution	M	1384
Riverina	University or other tertiary	F	2971
Riverina	University or other tertiary	M	1382
Robertson		F	5260
Robertson		M	4608
Robertson	Infants/Primary	F	5478
Robertson	Infants/Primary	M	5726
Robertson	Pre-school	F	1302
Robertson	Pre-school	M	1389
Robertson	Secondary	F	4364
Robertson	Secondary	M	4455
Robertson	Technical or Further Educational Institution	F	1437
Robertson	Technical or Further Educational Institution	M	1185
Robertson	University or other tertiary	F	3034
Robertson	University or other tertiary	M	2052
Shortland		F	4479
Shortland		M	3881
Shortland	Infants/Primary	F	5802
Shortland	Infants/Primary	M	6219
Shortland	Pre-school	F	1384
Shortland	Pre-school	M	1486
Shortland	Secondary	F	4476
Shortland	Secondary	M	4636
Shortland	Technical or Further Educational Institution	F	1389
Shortland	Technical or Further Educational Institution	M	1257
Shortland	University or other tertiary	F	2835
Shortland	University or other tertiary	M	1890
Sydney		F	14964
Sydney		M	16876
Sydney	Infants/Primary	F	2214
Sydney	Infants/Primary	M	2220
Sydney	Pre-school	F	640
Sydney	Pre-school	M	665
Sydney	Secondary	F	1861
Sydney	Secondary	M	1646
Sydney	Technical or Further Educational Institution	F	3102
Sydney	Technical or Further Educational Institution	M	2614
Sydney	University or other tertiary	F	15964
Sydney	University or other tertiary	M	13067
Warringah		F	5725
Warringah		M	4988
Warringah	Infants/Primary	F	6289
Warringah	Infants/Primary	M	6621
Warringah	Pre-school	F	1438
Warringah	Pre-school	M	1542
Warringah	Secondary	F	4589
Warringah	Secondary	M	4592
Warringah	Technical or Further Educational Institution	F	1164
Warringah	Technical or Further Educational Institution	M	894
Warringah	University or other tertiary	F	4112
Warringah	University or other tertiary	M	3163
Watson		F	7278
Watson		M	6897
Watson	Infants/Primary	F	7184
Watson	Infants/Primary	M	7640
Watson	Pre-school	F	1284
Watson	Pre-school	M	1462
Watson	Secondary	F	5678
Watson	Secondary	M	5801
Watson	Technical or Further Educational Institution	F	2014
Watson	Technical or Further Educational Institution	M	1810
Watson	University or other tertiary	F	5597
Watson	University or other tertiary	M	6016
Wentworth		F	8811
Wentworth		M	7700
Wentworth	Infants/Primary	F	4632
Wentworth	Infants/Primary	M	4739
Wentworth	Pre-school	F	1186
Wentworth	Pre-school	M	1362
Wentworth	Secondary	F	3478
Wentworth	Secondary	M	3404
Wentworth	Technical or Further Educational Institution	F	1124
Wentworth	Technical or Further Educational Institution	M	854
Wentworth	University or other tertiary	F	4593
Wentworth	University or other tertiary	M	3550
Werriwa		F	7171
Werriwa		M	6427
Werriwa	Infants/Primary	F	8191
Werriwa	Infants/Primary	M	8638
Werriwa	Pre-school	F	1337
Werriwa	Pre-school	M	1489
Werriwa	Secondary	F	6976
Werriwa	Secondary	M	7098
Werriwa	Technical or Further Educational Institution	F	1708
Werriwa	Technical or Further Educational Institution	M	1567
Werriwa	University or other tertiary	F	4599
Werriwa	University or other tertiary	M	3510
Whitlam		F	5611
Whitlam		M	4925
Whitlam	Infants/Primary	F	6377
Whitlam	Infants/Primary	M	6640
Whitlam	Pre-school	F	1493
Whitlam	Pre-school	M	1688
Whitlam	Secondary	F	5352
Whitlam	Secondary	M	5219
Whitlam	Technical or Further Educational Institution	F	1525
Whitlam	Technical or Further Educational Institution	M	1352
Whitlam	University or other tertiary	F	2545
Whitlam	University or other tertiary	M	1464
No usual address (NSW)		F	1198
No usual address (NSW)		M	2294
No usual address (NSW)	Infants/Primary	F	131
No usual address (NSW)	Infants/Primary	M	107
No usual address (NSW)	Pre-school	F	19
No usual address (NSW)	Pre-school	M	32
No usual address (NSW)	Secondary	F	61
No usual address (NSW)	Secondary	M	78
No usual address (NSW)	Technical or Further Educational Institution	F	118
No usual address (NSW)	Technical or Further Educational Institution	M	97
No usual address (NSW)	University or other tertiary	F	255
No usual address (NSW)	University or other tertiary	M	215
Migratory - Offshore - Shipping (NSW)		F	36
Migratory - Offshore - Shipping (NSW)		M	21
Migratory - Offshore - Shipping (NSW)	Infants/Primary	F	7
Migratory - Offshore - Shipping (NSW)	Infants/Primary	M	3
Migratory - Offshore - Shipping (NSW)	Secondary	F	14
Migratory - Offshore - Shipping (NSW)	Secondary	M	4
Migratory - Offshore - Shipping (NSW)	University or other tertiary	F	3
Aston		F	3752
Aston		M	3264
Aston	Infants/Primary	F	5053
Aston	Infants/Primary	M	5540
Aston	Pre-school	F	1036
Aston	Pre-school	M	1091
Aston	Secondary	F	4750
Aston	Secondary	M	4793
Aston	Technical or Further Educational Institution	F	1263
Aston	Technical or Further Educational Institution	M	1276
Aston	University or other tertiary	F	3552
Aston	University or other tertiary	M	2916
Ballarat		F	6476
Ballarat		M	5797
Ballarat	Infants/Primary	F	6512
Ballarat	Infants/Primary	M	6705
Ballarat	Pre-school	F	1236
Ballarat	Pre-school	M	1322
Ballarat	Secondary	F	4964
Ballarat	Secondary	M	5007
Ballarat	Technical or Further Educational Institution	F	1071
Ballarat	Technical or Further Educational Institution	M	1037
Ballarat	University or other tertiary	F	3955
Ballarat	University or other tertiary	M	2571
Batman		F	7310
Batman		M	6594
Batman	Infants/Primary	F	5238
Batman	Infants/Primary	M	5524
Batman	Pre-school	F	1141
Batman	Pre-school	M	1222
Batman	Secondary	F	3599
Batman	Secondary	M	3767
Batman	Technical or Further Educational Institution	F	1529
Batman	Technical or Further Educational Institution	M	1464
Batman	University or other tertiary	F	7654
Batman	University or other tertiary	M	6255
Bendigo		F	6902
Bendigo		M	6947
Bendigo	Infants/Primary	F	5918
Bendigo	Infants/Primary	M	6361
Bendigo	Pre-school	F	1107
Bendigo	Pre-school	M	1258
Bendigo	Secondary	F	4633
Bendigo	Secondary	M	4772
Bendigo	Technical or Further Educational Institution	F	1302
Bendigo	Technical or Further Educational Institution	M	1104
Bendigo	University or other tertiary	F	3169
Bendigo	University or other tertiary	M	1727
Bruce		F	6056
Bruce		M	5940
Bruce	Infants/Primary	F	5448
Bruce	Infants/Primary	M	5718
Bruce	Pre-school	F	1049
Bruce	Pre-school	M	1177
Bruce	Secondary	F	4850
Bruce	Secondary	M	5181
Bruce	Technical or Further Educational Institution	F	1600
Bruce	Technical or Further Educational Institution	M	1703
Bruce	University or other tertiary	F	5166
Bruce	University or other tertiary	M	5287
Calwell		F	7300
Calwell		M	6841
Calwell	Infants/Primary	F	6843
Calwell	Infants/Primary	M	7219
Calwell	Pre-school	F	1108
Calwell	Pre-school	M	1165
Calwell	Secondary	F	6304
Calwell	Secondary	M	6189
Calwell	Technical or Further Educational Institution	F	1650
Calwell	Technical or Further Educational Institution	M	1758
Calwell	University or other tertiary	F	4333
Calwell	University or other tertiary	M	3676
Casey		F	4777
Casey		M	4254
Casey	Infants/Primary	F	5885
Casey	Infants/Primary	M	6297
Casey	Pre-school	F	1226
Casey	Pre-school	M	1398
Casey	Secondary	F	4922
Casey	Secondary	M	4776
Casey	Technical or Further Educational Institution	F	1272
Casey	Technical or Further Educational Institution	M	1557
Casey	University or other tertiary	F	2655
Casey	University or other tertiary	M	1592
Chisholm		F	5587
Chisholm		M	4987
Chisholm	Infants/Primary	F	5518
Chisholm	Infants/Primary	M	5721
Chisholm	Pre-school	F	1187
Chisholm	Pre-school	M	1248
Chisholm	Secondary	F	4721
Chisholm	Secondary	M	4738
Chisholm	Technical or Further Educational Institution	F	1609
Chisholm	Technical or Further Educational Institution	M	1795
Chisholm	University or other tertiary	F	11343
Chisholm	University or other tertiary	M	10924
Corangamite		F	5474
Corangamite		M	5032
Corangamite	Infants/Primary	F	6496
Corangamite	Infants/Primary	M	6960
Corangamite	Pre-school	F	1294
Corangamite	Pre-school	M	1447
Corangamite	Secondary	F	4812
Corangamite	Secondary	M	5056
Corangamite	Technical or Further Educational Institution	F	1151
Corangamite	Technical or Further Educational Institution	M	1133
Corangamite	University or other tertiary	F	3987
Corangamite	University or other tertiary	M	2999
Corio		F	6530
Corio		M	6742
Corio	Infants/Primary	F	5510
Corio	Infants/Primary	M	5688
Corio	Pre-school	F	1063
Corio	Pre-school	M	1187
Corio	Secondary	F	4630
Corio	Secondary	M	4828
Corio	Technical or Further Educational Institution	F	1487
Corio	Technical or Further Educational Institution	M	1258
Corio	University or other tertiary	F	3175
Corio	University or other tertiary	M	2157
Deakin		F	4592
Deakin		M	3706
Deakin	Infants/Primary	F	5842
Deakin	Infants/Primary	M	6107
Deakin	Pre-school	F	1328
Deakin	Pre-school	M	1404
Deakin	Secondary	F	4542
Deakin	Secondary	M	4760
Deakin	Technical or Further Educational Institution	F	1264
Deakin	Technical or Further Educational Institution	M	1318
Deakin	University or other tertiary	F	4068
Deakin	University or other tertiary	M	3416
Dunkley		F	5832
Dunkley		M	5159
Dunkley	Infants/Primary	F	5791
Dunkley	Infants/Primary	M	6006
Dunkley	Pre-school	F	1193
Dunkley	Pre-school	M	1352
Dunkley	Secondary	F	4493
Dunkley	Secondary	M	4481
Dunkley	Technical or Further Educational Institution	F	1422
Dunkley	Technical or Further Educational Institution	M	1314
Dunkley	University or other tertiary	F	2824
Dunkley	University or other tertiary	M	1692
Flinders		F	6473
Flinders		M	5812
Flinders	Infants/Primary	F	5999
Flinders	Infants/Primary	M	6212
Flinders	Pre-school	F	1128
Flinders	Pre-school	M	1219
Flinders	Secondary	F	4429
Flinders	Secondary	M	4536
Flinders	Technical or Further Educational Institution	F	1255
Flinders	Technical or Further Educational Institution	M	1214
Flinders	University or other tertiary	F	2115
Flinders	University or other tertiary	M	1097
Gellibrand		F	7140
Gellibrand		M	6709
Gellibrand	Infants/Primary	F	5748
Gellibrand	Infants/Primary	M	5839
Gellibrand	Pre-school	F	1250
Gellibrand	Pre-school	M	1393
Gellibrand	Secondary	F	4038
Gellibrand	Secondary	M	4054
Gellibrand	Technical or Further Educational Institution	F	1407
Gellibrand	Technical or Further Educational Institution	M	1483
Gellibrand	University or other tertiary	F	5470
Gellibrand	University or other tertiary	M	5059
Gippsland		F	7333
Gippsland		M	7552
Gippsland	Infants/Primary	F	5311
Gippsland	Infants/Primary	M	5656
Gippsland	Pre-school	F	944
Gippsland	Pre-school	M	1031
Gippsland	Secondary	F	4222
Gippsland	Secondary	M	4163
Gippsland	Technical or Further Educational Institution	F	1213
Gippsland	Technical or Further Educational Institution	M	888
Gippsland	University or other tertiary	F	1866
Gippsland	University or other tertiary	M	887
Goldstein		F	4827
Goldstein		M	4234
Goldstein	Infants/Primary	F	6654
Goldstein	Infants/Primary	M	6699
Goldstein	Pre-school	F	1313
Goldstein	Pre-school	M	1415
Goldstein	Secondary	F	5338
Goldstein	Secondary	M	5675
Goldstein	Technical or Further Educational Institution	F	838
Goldstein	Technical or Further Educational Institution	M	754
Goldstein	University or other tertiary	F	4672
Goldstein	University or other tertiary	M	4070
Gorton		F	8635
Gorton		M	8209
Gorton	Infants/Primary	F	9650
Gorton	Infants/Primary	M	9988
Gorton	Pre-school	F	1808
Gorton	Pre-school	M	1823
Gorton	Secondary	F	6923
Gorton	Secondary	M	6874
Gorton	Technical or Further Educational Institution	F	1592
Gorton	Technical or Further Educational Institution	M	1572
Gorton	University or other tertiary	F	4319
Gorton	University or other tertiary	M	3242
Higgins		F	6195
Higgins		M	5529
Higgins	Infants/Primary	F	4881
Higgins	Infants/Primary	M	4986
Higgins	Pre-school	F	1101
Higgins	Pre-school	M	1197
Higgins	Secondary	F	3959
Higgins	Secondary	M	3784
Higgins	Technical or Further Educational Institution	F	1123
Higgins	Technical or Further Educational Institution	M	1082
Higgins	University or other tertiary	F	8162
Higgins	University or other tertiary	M	6584
Holt		F	8099
Holt		M	7329
Holt	Infants/Primary	F	9290
Holt	Infants/Primary	M	9716
Holt	Pre-school	F	1601
Holt	Pre-school	M	1798
Holt	Secondary	F	7018
Holt	Secondary	M	7128
Holt	Technical or Further Educational Institution	F	2307
Holt	Technical or Further Educational Institution	M	2019
Holt	University or other tertiary	F	4105
Holt	University or other tertiary	M	3322
Hotham		F	5207
Hotham		M	4671
Hotham	Infants/Primary	F	5659
Hotham	Infants/Primary	M	6219
Hotham	Pre-school	F	1221
Hotham	Pre-school	M	1342
