CED_NAME16	Age	Sex	Volunteer	adults
Robertson	85+	M	0	1347
Robertson	85+	M	1	160
Shortland	15-19	F		221
Shortland	15-19	F	0	3270
Shortland	15-19	F	1	765
Shortland	15-19	M		277
Shortland	15-19	M	0	3699
Shortland	15-19	M	1	649
Shortland	20-24	F		187
Shortland	20-24	F	0	3060
Shortland	20-24	F	1	613
Shortland	20-24	M		209
Shortland	20-24	M	0	3427
Shortland	20-24	M	1	505
Shortland	25-34	F		356
Shortland	25-34	F	0	6397
Shortland	25-34	F	1	1202
Shortland	25-34	M		365
Shortland	25-34	M	0	6302
Shortland	25-34	M	1	908
Shortland	35-44	F		359
Shortland	35-44	F	0	6197
Shortland	35-44	F	1	2209
Shortland	35-44	M		417
Shortland	35-44	M	0	6323
Shortland	35-44	M	1	1482
Shortland	45-54	F		428
Shortland	45-54	F	0	7528
Shortland	45-54	F	1	2040
Shortland	45-54	M		479
Shortland	45-54	M	0	7294
Shortland	45-54	M	1	1653
Shortland	55-64	F		476
Shortland	55-64	F	0	7613
Shortland	55-64	F	1	1796
Shortland	55-64	M		478
Shortland	55-64	M	0	7236
Shortland	55-64	M	1	1450
Shortland	65-74	F		626
Shortland	65-74	F	0	6431
Shortland	65-74	F	1	1806
Shortland	65-74	M		546
Shortland	65-74	M	0	5827
Shortland	65-74	M	1	1440
Shortland	75-84	F		657
Shortland	75-84	F	0	3850
Shortland	75-84	F	1	808
Shortland	75-84	M		474
Shortland	75-84	M	0	3326
Shortland	75-84	M	1	699
Shortland	85+	F		470
Shortland	85+	F	0	1781
Shortland	85+	F	1	128
Shortland	85+	M		258
Shortland	85+	M	0	1111
Shortland	85+	M	1	93
Sydney	15-19	F		544
Sydney	15-19	F	0	3010
Sydney	15-19	F	1	1006
Sydney	15-19	M		549
Sydney	15-19	M	0	2565
Sydney	15-19	M	1	639
Sydney	20-24	F		1815
Sydney	20-24	F	0	10530
Sydney	20-24	F	1	2841
Sydney	20-24	M		1974
Sydney	20-24	M	0	9211
Sydney	20-24	M	1	1910
Sydney	25-34	F		3877
Sydney	25-34	F	0	23062
Sydney	25-34	F	1	5226
Sydney	25-34	M		4759
Sydney	25-34	M	0	24998
Sydney	25-34	M	1	4500
Sydney	35-44	F		1568
Sydney	35-44	F	0	9970
Sydney	35-44	F	1	2606
Sydney	35-44	M		2400
Sydney	35-44	M	0	13196
Sydney	35-44	M	1	2613
Sydney	45-54	F		1033
Sydney	45-54	F	0	5882
Sydney	45-54	F	1	1832
Sydney	45-54	M		1649
Sydney	45-54	M	0	8211
Sydney	45-54	M	1	1865
Sydney	55-64	F		875
Sydney	55-64	F	0	4846
Sydney	55-64	F	1	1383
Sydney	55-64	M		1160
Sydney	55-64	M	0	5549
Sydney	55-64	M	1	1335
Sydney	65-74	F		598
Sydney	65-74	F	0	3125
Sydney	65-74	F	1	880
Sydney	65-74	M		754
Sydney	65-74	M	0	3449
Sydney	65-74	M	1	808
Sydney	75-84	F		374
Sydney	75-84	F	0	1638
Sydney	75-84	F	1	283
Sydney	75-84	M		381
Sydney	75-84	M	0	1512
Sydney	75-84	M	1	239
Sydney	85+	F		188
Sydney	85+	F	0	632
Sydney	85+	F	1	34
Sydney	85+	M		126
Sydney	85+	M	0	443
Sydney	85+	M	1	38
Warringah	15-19	F		235
Warringah	15-19	F	0	2266
Warringah	15-19	F	1	1199
Warringah	15-19	M		274
Warringah	15-19	M	0	2523
Warringah	15-19	M	1	1014
Warringah	20-24	F		249
Warringah	20-24	F	0	2463
Warringah	20-24	F	1	764
Warringah	20-24	M		279
Warringah	20-24	M	0	2607
Warringah	20-24	M	1	625
Warringah	25-34	F		828
Warringah	25-34	F	0	8608
Warringah	25-34	F	1	1951
Warringah	25-34	M		826
Warringah	25-34	M	0	7740
Warringah	25-34	M	1	1416
Warringah	35-44	F		767
Warringah	35-44	F	0	8260
Warringah	35-44	F	1	3486
Warringah	35-44	M		780
Warringah	35-44	M	0	8668
Warringah	35-44	M	1	2285
Warringah	45-54	F		621
Warringah	45-54	F	0	6721
Warringah	45-54	F	1	3772
Warringah	45-54	M		647
Warringah	45-54	M	0	6935
Warringah	45-54	M	1	2759
Warringah	55-64	F		523
Warringah	55-64	F	0	5513
Warringah	55-64	F	1	2030
Warringah	55-64	M		502
Warringah	55-64	M	0	5185
Warringah	55-64	M	1	1834
Warringah	65-74	F		449
Warringah	65-74	F	0	4369
Warringah	65-74	F	1	1633
Warringah	65-74	M		395
Warringah	65-74	M	0	3837
Warringah	65-74	M	1	1430
Warringah	75-84	F		374
Warringah	75-84	F	0	2536
Warringah	75-84	F	1	740
Warringah	75-84	M		276
Warringah	75-84	M	0	2034
Warringah	75-84	M	1	584
Warringah	85+	F		462
Warringah	85+	F	0	1613
Warringah	85+	F	1	167
Warringah	85+	M		196
Warringah	85+	M	0	965
Warringah	85+	M	1	137
Watson	15-19	F		411
Watson	15-19	F	0	3859
Watson	15-19	F	1	996
Watson	15-19	M		478
Watson	15-19	M	0	4375
Watson	15-19	M	1	766
Watson	20-24	F		450
Watson	20-24	F	0	4841
Watson	20-24	F	1	1019
Watson	20-24	M		462
Watson	20-24	M	0	5513
Watson	20-24	M	1	770
Watson	25-34	F		1012
Watson	25-34	F	0	11713
Watson	25-34	F	1	1687
Watson	25-34	M		1191
Watson	25-34	M	0	12476
Watson	25-34	M	1	1413
Watson	35-44	F		782
Watson	35-44	F	0	9304
Watson	35-44	F	1	1787
Watson	35-44	M		856
Watson	35-44	M	0	9893
Watson	35-44	M	1	1380
Watson	45-54	F		735
Watson	45-54	F	0	8891
Watson	45-54	F	1	1566
Watson	45-54	M		796
Watson	45-54	M	0	8686
Watson	45-54	M	1	1274
Watson	55-64	F		569
Watson	55-64	F	0	7414
Watson	55-64	F	1	1036
Watson	55-64	M		557
Watson	55-64	M	0	7214
Watson	55-64	M	1	864
Watson	65-74	F		467
Watson	65-74	F	0	4777
Watson	65-74	F	1	618
Watson	65-74	M		439
Watson	65-74	M	0	4853
Watson	65-74	M	1	472
Watson	75-84	F		385
Watson	75-84	F	0	3415
Watson	75-84	F	1	273
Watson	75-84	M		315
Watson	75-84	M	0	2881
Watson	75-84	M	1	223
Watson	85+	F		238
Watson	85+	F	0	1802
Watson	85+	F	1	80
Watson	85+	M		150
Watson	85+	M	0	1110
Watson	85+	M	1	57
Wentworth	15-19	F		248
Wentworth	15-19	F	0	1607
Wentworth	15-19	F	1	1040
Wentworth	15-19	M		294
Wentworth	15-19	M	0	1761
Wentworth	15-19	M	1	824
Wentworth	20-24	F		479
Wentworth	20-24	F	0	2944
Wentworth	20-24	F	1	859
Wentworth	20-24	M		423
Wentworth	20-24	M	0	2623
Wentworth	20-24	M	1	640
Wentworth	25-34	F		1975
Wentworth	25-34	F	0	11702
Wentworth	25-34	F	1	2945
Wentworth	25-34	M		1744
Wentworth	25-34	M	0	10381
Wentworth	25-34	M	1	2118
Wentworth	35-44	F		1170
Wentworth	35-44	F	0	8215
Wentworth	35-44	F	1	2873
Wentworth	35-44	M		1214
Wentworth	35-44	M	0	8585
Wentworth	35-44	M	1	2151
Wentworth	45-54	F		852
Wentworth	45-54	F	0	5715
Wentworth	45-54	F	1	2774
Wentworth	45-54	M		898
Wentworth	45-54	M	0	6174
Wentworth	45-54	M	1	2052
Wentworth	55-64	F		707
Wentworth	55-64	F	0	4838
Wentworth	55-64	F	1	1743
Wentworth	55-64	M		653
Wentworth	55-64	M	0	4654
Wentworth	55-64	M	1	1432
Wentworth	65-74	F		665
Wentworth	65-74	F	0	4149
Wentworth	65-74	F	1	1393
Wentworth	65-74	M		608
Wentworth	65-74	M	0	3851
Wentworth	65-74	M	1	1083
Wentworth	75-84	F		615
Wentworth	75-84	F	0	2484
Wentworth	75-84	F	1	602
Wentworth	75-84	M		433
Wentworth	75-84	M	0	2035
Wentworth	75-84	M	1	425
Wentworth	85+	F		574
Wentworth	85+	F	0	1774
Wentworth	85+	F	1	144
Wentworth	85+	M		273
Wentworth	85+	M	0	1022
Wentworth	85+	M	1	131
Werriwa	15-19	F		519
Werriwa	15-19	F	0	4902
Werriwa	15-19	F	1	906
Werriwa	15-19	M		623
Werriwa	15-19	M	0	5572
Werriwa	15-19	M	1	677
Werriwa	20-24	F		404
Werriwa	20-24	F	0	4907
Werriwa	20-24	F	1	838
Werriwa	20-24	M		447
Werriwa	20-24	M	0	5138
Werriwa	20-24	M	1	635
Werriwa	25-34	F		822
Werriwa	25-34	F	0	10178
Werriwa	25-34	F	1	1279
Werriwa	25-34	M		820
Werriwa	25-34	M	0	9438
Werriwa	25-34	M	1	947
Werriwa	35-44	F		806
Werriwa	35-44	F	0	10065
Werriwa	35-44	F	1	1790
Werriwa	35-44	M		787
Werriwa	35-44	M	0	9469
Werriwa	35-44	M	1	1268
Werriwa	45-54	F		749
Werriwa	45-54	F	0	9574
Werriwa	45-54	F	1	1402
Werriwa	45-54	M		814
Werriwa	45-54	M	0	9441
Werriwa	45-54	M	1	1231
Werriwa	55-64	F		620
Werriwa	55-64	F	0	7545
Werriwa	55-64	F	1	980
Werriwa	55-64	M		607
Werriwa	55-64	M	0	7536
Werriwa	55-64	M	1	811
Werriwa	65-74	F		508
Werriwa	65-74	F	0	4254
Werriwa	65-74	F	1	471
Werriwa	65-74	M		457
Werriwa	65-74	M	0	4207
Werriwa	65-74	M	1	439
Werriwa	75-84	F		410
Werriwa	75-84	F	0	2204
Werriwa	75-84	F	1	229
Werriwa	75-84	M		307
Werriwa	75-84	M	0	1849
Werriwa	75-84	M	1	150
Werriwa	85+	F		262
Werriwa	85+	F	0	867
Werriwa	85+	F	1	30
Werriwa	85+	M		119
Werriwa	85+	M	0	506
Werriwa	85+	M	1	25
Whitlam	15-19	F		375
Whitlam	15-19	F	0	3669
Whitlam	15-19	F	1	983
Whitlam	15-19	M		413
Whitlam	15-19	M	0	3982
Whitlam	15-19	M	1	682
Whitlam	20-24	F		234
Whitlam	20-24	F	0	3293
Whitlam	20-24	F	1	645
Whitlam	20-24	M		243
Whitlam	20-24	M	0	3609
Whitlam	20-24	M	1	461
Whitlam	25-34	F		409
Whitlam	25-34	F	0	6905
Whitlam	25-34	F	1	1233
Whitlam	25-34	M		483
Whitlam	25-34	M	0	6647
Whitlam	25-34	M	1	962
Whitlam	35-44	F		482
Whitlam	35-44	F	0	6876
Whitlam	35-44	F	1	2145
Whitlam	35-44	M		534
Whitlam	35-44	M	0	6861
Whitlam	35-44	M	1	1427
Whitlam	45-54	F		565
Whitlam	45-54	F	0	7934
Whitlam	45-54	F	1	1967
Whitlam	45-54	M		623
Whitlam	45-54	M	0	7477
Whitlam	45-54	M	1	1583
Whitlam	55-64	F		601
Whitlam	55-64	F	0	7702
Whitlam	55-64	F	1	1807
Whitlam	55-64	M		565
Whitlam	55-64	M	0	7173
Whitlam	55-64	M	1	1435
Whitlam	65-74	F		731
Whitlam	65-74	F	0	6063
Whitlam	65-74	F	1	1973
Whitlam	65-74	M		640
Whitlam	65-74	M	0	5870
Whitlam	65-74	M	1	1484
Whitlam	75-84	F		667
Whitlam	75-84	F	0	3798
Whitlam	75-84	F	1	864
Whitlam	75-84	M		550
Whitlam	75-84	M	0	3255
Whitlam	75-84	M	1	700
Whitlam	85+	F		415
Whitlam	85+	F	0	1699
Whitlam	85+	F	1	125
Whitlam	85+	M		234
Whitlam	85+	M	0	1079
Whitlam	85+	M	1	90
No usual address (NSW)	15-19	F		48
No usual address (NSW)	15-19	F	0	149
No usual address (NSW)	15-19	F	1	38
No usual address (NSW)	15-19	M		76
No usual address (NSW)	15-19	M	0	174
No usual address (NSW)	15-19	M	1	37
No usual address (NSW)	20-24	F		132
No usual address (NSW)	20-24	F	0	396
No usual address (NSW)	20-24	F	1	88
No usual address (NSW)	20-24	M		168
No usual address (NSW)	20-24	M	0	495
No usual address (NSW)	20-24	M	1	88
No usual address (NSW)	25-34	F		276
No usual address (NSW)	25-34	F	0	649
No usual address (NSW)	25-34	F	1	167
No usual address (NSW)	25-34	M		508
No usual address (NSW)	25-34	M	0	978
No usual address (NSW)	25-34	M	1	132
No usual address (NSW)	35-44	F		191
No usual address (NSW)	35-44	F	0	349
No usual address (NSW)	35-44	F	1	92
No usual address (NSW)	35-44	M		495
No usual address (NSW)	35-44	M	0	676
No usual address (NSW)	35-44	M	1	100
No usual address (NSW)	45-54	F		182
No usual address (NSW)	45-54	F	0	361
No usual address (NSW)	45-54	F	1	107
No usual address (NSW)	45-54	M		455
No usual address (NSW)	45-54	M	0	593
No usual address (NSW)	45-54	M	1	100
No usual address (NSW)	55-64	F		147
No usual address (NSW)	55-64	F	0	468
No usual address (NSW)	55-64	F	1	124
No usual address (NSW)	55-64	M		315
No usual address (NSW)	55-64	M	0	583
No usual address (NSW)	55-64	M	1	89
No usual address (NSW)	65-74	F		93
No usual address (NSW)	65-74	F	0	316
No usual address (NSW)	65-74	F	1	70
No usual address (NSW)	65-74	M		176
No usual address (NSW)	65-74	M	0	470
No usual address (NSW)	65-74	M	1	73
No usual address (NSW)	75-84	F		38
No usual address (NSW)	75-84	F	0	66
No usual address (NSW)	75-84	F	1	13
No usual address (NSW)	75-84	M		48
No usual address (NSW)	75-84	M	0	96
No usual address (NSW)	75-84	M	1	13
No usual address (NSW)	85+	F		11
No usual address (NSW)	85+	F	0	33
No usual address (NSW)	85+	M		8
No usual address (NSW)	85+	M	0	22
Migratory - Offshore - Shipping (NSW)	15-19	F	0	8
Migratory - Offshore - Shipping (NSW)	15-19	M	0	5
Migratory - Offshore - Shipping (NSW)	20-24	F	0	4
Migratory - Offshore - Shipping (NSW)	20-24	M		3
Migratory - Offshore - Shipping (NSW)	20-24	M	1	3
Migratory - Offshore - Shipping (NSW)	25-34	F		5
Migratory - Offshore - Shipping (NSW)	25-34	F	0	18
Migratory - Offshore - Shipping (NSW)	25-34	M	0	10
Migratory - Offshore - Shipping (NSW)	35-44	F	0	14
Migratory - Offshore - Shipping (NSW)	35-44	M		3
Migratory - Offshore - Shipping (NSW)	35-44	M	0	7
Migratory - Offshore - Shipping (NSW)	45-54	F		5
Migratory - Offshore - Shipping (NSW)	45-54	F	0	19
Migratory - Offshore - Shipping (NSW)	45-54	F	1	4
Migratory - Offshore - Shipping (NSW)	45-54	M	0	15
Migratory - Offshore - Shipping (NSW)	45-54	M	1	3
Migratory - Offshore - Shipping (NSW)	55-64	F		8
Migratory - Offshore - Shipping (NSW)	55-64	F	0	34
Migratory - Offshore - Shipping (NSW)	55-64	F	1	6
Migratory - Offshore - Shipping (NSW)	55-64	M		4
Migratory - Offshore - Shipping (NSW)	55-64	M	0	16
Migratory - Offshore - Shipping (NSW)	55-64	M	1	3
Migratory - Offshore - Shipping (NSW)	65-74	F		17
Migratory - Offshore - Shipping (NSW)	65-74	F	0	40
Migratory - Offshore - Shipping (NSW)	65-74	F	1	8
Migratory - Offshore - Shipping (NSW)	65-74	M		5
Migratory - Offshore - Shipping (NSW)	65-74	M	0	29
Migratory - Offshore - Shipping (NSW)	65-74	M	1	10
Migratory - Offshore - Shipping (NSW)	75-84	F		11
Migratory - Offshore - Shipping (NSW)	75-84	F	0	13
Migratory - Offshore - Shipping (NSW)	75-84	F	1	6
Migratory - Offshore - Shipping (NSW)	75-84	M		9
Migratory - Offshore - Shipping (NSW)	75-84	M	0	14
Migratory - Offshore - Shipping (NSW)	75-84	M	1	3
Migratory - Offshore - Shipping (NSW)	85+	F	1	3
Migratory - Offshore - Shipping (NSW)	85+	M	0	4
Aston	15-19	F		202
Aston	15-19	F	0	3161
Aston	15-19	F	1	1014
Aston	15-19	M		228
Aston	15-19	M	0	3499
Aston	15-19	M	1	851
Aston	20-24	F		145
Aston	20-24	F	0	3370
Aston	20-24	F	1	1001
Aston	20-24	M		196
Aston	20-24	M	0	3725
Aston	20-24	M	1	818
Aston	25-34	F		401
Aston	25-34	F	0	7231
Aston	25-34	F	1	1495
Aston	25-34	M		404
Aston	25-34	M	0	7256
Aston	25-34	M	1	1211
Aston	35-44	F		370
Aston	35-44	F	0	6575
Aston	35-44	F	1	2445
Aston	35-44	M		416
Aston	35-44	M	0	6780
Aston	35-44	M	1	1625
Aston	45-54	F		392
Aston	45-54	F	0	7566
Aston	45-54	F	1	2309
Aston	45-54	M		391
Aston	45-54	M	0	6937
Aston	45-54	M	1	1960
Aston	55-64	F		388
Aston	55-64	F	0	7165
Aston	55-64	F	1	1617
Aston	55-64	M		386
Aston	55-64	M	0	6640
Aston	55-64	M	1	1434
Aston	65-74	F		369
Aston	65-74	F	0	4643
Aston	65-74	F	1	1228
Aston	65-74	M		327
Aston	65-74	M	0	4305
Aston	65-74	M	1	988
Aston	75-84	F		362
Aston	75-84	F	0	2495
Aston	75-84	F	1	503
Aston	75-84	M		255
Aston	75-84	M	0	2055
Aston	75-84	M	1	467
Aston	85+	F		222
Aston	85+	F	0	1357
Aston	85+	F	1	90
Aston	85+	M		122
Aston	85+	M	0	754
Aston	85+	M	1	61
Ballarat	15-19	F		443
Ballarat	15-19	F	0	3171
Ballarat	15-19	F	1	1178
Ballarat	15-19	M		472
Ballarat	15-19	M	0	3567
Ballarat	15-19	M	1	994
Ballarat	20-24	F		354
Ballarat	20-24	F	0	3528
Ballarat	20-24	F	1	1130
Ballarat	20-24	M		384
Ballarat	20-24	M	0	3828
Ballarat	20-24	M	1	872
Ballarat	25-34	F		613
Ballarat	25-34	F	0	6958
Ballarat	25-34	F	1	1745
Ballarat	25-34	M		609
Ballarat	25-34	M	0	6876
Ballarat	25-34	M	1	1384
Ballarat	35-44	F		601
Ballarat	35-44	F	0	6501
Ballarat	35-44	F	1	2906
Ballarat	35-44	M		617
Ballarat	35-44	M	0	6567
Ballarat	35-44	M	1	1962
Ballarat	45-54	F		742
Ballarat	45-54	F	0	7225
Ballarat	45-54	F	1	2936
Ballarat	45-54	M		709
Ballarat	45-54	M	0	6827
Ballarat	45-54	M	1	2453
Ballarat	55-64	F		742
Ballarat	55-64	F	0	7071
Ballarat	55-64	F	1	2542
Ballarat	55-64	M		696
Ballarat	55-64	M	0	6623
Ballarat	55-64	M	1	2123
Ballarat	65-74	F		766
Ballarat	65-74	F	0	5122
Ballarat	65-74	F	1	2259
Ballarat	65-74	M		745
Ballarat	65-74	M	0	4960
Ballarat	65-74	M	1	1870
Ballarat	75-84	F		675
Ballarat	75-84	F	0	2846
Ballarat	75-84	F	1	839
Ballarat	75-84	M		462
Ballarat	75-84	M	0	2348
Ballarat	75-84	M	1	723
Ballarat	85+	F		338
Ballarat	85+	F	0	1747
Ballarat	85+	F	1	173
Ballarat	85+	M		203
Ballarat	85+	M	0	858
Ballarat	85+	M	1	101
Batman	15-19	F		329
Batman	15-19	F	0	2536
Batman	15-19	F	1	876
Batman	15-19	M		359
Batman	15-19	M	0	2908
Batman	15-19	M	1	599
Batman	20-24	F		486
Batman	20-24	F	0	4497
Batman	20-24	F	1	1489
Batman	20-24	M		474
Batman	20-24	M	0	4603
Batman	20-24	M	1	977
Batman	25-34	F		1202
Batman	25-34	F	0	11668
Batman	25-34	F	1	3068
Batman	25-34	M		1291
Batman	25-34	M	0	12071
Batman	25-34	M	1	2083
Batman	35-44	F		840
Batman	35-44	F	0	9138
Batman	35-44	F	1	2910
Batman	35-44	M		960
Batman	35-44	M	0	9335
Batman	35-44	M	1	2012
Batman	45-54	F		732
Batman	45-54	F	0	7628
Batman	45-54	F	1	2546
Batman	45-54	M		747
Batman	45-54	M	0	7450
Batman	45-54	M	1	1919
Batman	55-64	F		600
Batman	55-64	F	0	5980
Batman	55-64	F	1	1418
Batman	55-64	M		548
Batman	55-64	M	0	5661
Batman	55-64	M	1	1207
Batman	65-74	F		548
Batman	65-74	F	0	4509
Batman	65-74	F	1	791
Batman	65-74	M		482
Batman	65-74	M	0	3840
Batman	65-74	M	1	648
Batman	75-84	F		554
Batman	75-84	F	0	3806
Batman	75-84	F	1	364
Batman	75-84	M		441
Batman	75-84	M	0	3023
Batman	75-84	M	1	248
Batman	85+	F		514
Batman	85+	F	0	1868
Batman	85+	F	1	95
Batman	85+	M		239
Batman	85+	M	0	1195
Batman	85+	M	1	54
Bendigo	15-19	F		470
Bendigo	15-19	F	0	2951
Bendigo	15-19	F	1	1117
Bendigo	15-19	M		532
Bendigo	15-19	M	0	3220
Bendigo	15-19	M	1	949
Bendigo	20-24	F		297
Bendigo	20-24	F	0	3187
Bendigo	20-24	F	1	1108
Bendigo	20-24	M		378
Bendigo	20-24	M	0	3347
Bendigo	20-24	M	1	834
Bendigo	25-34	F		624
Bendigo	25-34	F	0	6288
Bendigo	25-34	F	1	1745
Bendigo	25-34	M		849
Bendigo	25-34	M	0	6010
Bendigo	25-34	M	1	1392
Bendigo	35-44	F		662
Bendigo	35-44	F	0	5672
Bendigo	35-44	F	1	3092
Bendigo	35-44	M		771
Bendigo	35-44	M	0	5810
Bendigo	35-44	M	1	2078
Bendigo	45-54	F		711
Bendigo	45-54	F	0	6614
Bendigo	45-54	F	1	3144
Bendigo	45-54	M		874
Bendigo	45-54	M	0	6196
Bendigo	45-54	M	1	2636
Bendigo	55-64	F		791
Bendigo	55-64	F	0	6896
Bendigo	55-64	F	1	2851
Bendigo	55-64	M		877
Bendigo	55-64	M	0	6580
Bendigo	55-64	M	1	2417
Bendigo	65-74	F		803
Bendigo	65-74	F	0	4918
Bendigo	65-74	F	1	2551
Bendigo	65-74	M		795
Bendigo	65-74	M	0	4930
Bendigo	65-74	M	1	2143
Bendigo	75-84	F		742
Bendigo	75-84	F	0	2885
Bendigo	75-84	F	1	932
Bendigo	75-84	M		609
Bendigo	75-84	M	0	2480
Bendigo	75-84	M	1	860
Bendigo	85+	F		557
Bendigo	85+	F	0	1661
Bendigo	85+	F	1	167
Bendigo	85+	M		273
Bendigo	85+	M	0	941
Bendigo	85+	M	1	160
Bruce	15-19	F		295
Bruce	15-19	F	0	3370
Bruce	15-19	F	1	920
Bruce	15-19	M		347
Bruce	15-19	M	0	3899
Bruce	15-19	M	1	810
Bruce	20-24	F		311
Bruce	20-24	F	0	3925
Bruce	20-24	F	1	1126
Bruce	20-24	M		423
Bruce	20-24	M	0	5217
Bruce	20-24	M	1	1021
Bruce	25-34	F		739
Bruce	25-34	F	0	9117
Bruce	25-34	F	1	1643
Bruce	25-34	M		886
Bruce	25-34	M	0	10312
Bruce	25-34	M	1	1487
Bruce	35-44	F		544
Bruce	35-44	F	0	7575
Bruce	35-44	F	1	2037
Bruce	35-44	M		676
Bruce	35-44	M	0	8358
Bruce	35-44	M	1	1561
Bruce	45-54	F		516
Bruce	45-54	F	0	7510
Bruce	45-54	F	1	1813
Bruce	45-54	M		612
Bruce	45-54	M	0	7572
Bruce	45-54	M	1	1544
Bruce	55-64	F		496
Bruce	55-64	F	0	6968
Bruce	55-64	F	1	1435
Bruce	55-64	M		514
Bruce	55-64	M	0	6534
Bruce	55-64	M	1	1146
Bruce	65-74	F		501
Bruce	65-74	F	0	5710
Bruce	65-74	F	1	1327
Bruce	65-74	M		471
Bruce	65-74	M	0	5161
Bruce	65-74	M	1	1064
Bruce	75-84	F		498
Bruce	75-84	F	0	3792
Bruce	75-84	F	1	626
Bruce	75-84	M		440
Bruce	75-84	M	0	3260
Bruce	75-84	M	1	603
Bruce	85+	F		380
Bruce	85+	F	0	1879
Bruce	85+	F	1	114
Bruce	85+	M		202
Bruce	85+	M	0	1148
Bruce	85+	M	1	84
Calwell	15-19	F		488
Calwell	15-19	F	0	4777
Calwell	15-19	F	1	828
Calwell	15-19	M		516
Calwell	15-19	M	0	5084
Calwell	15-19	M	1	593
Calwell	20-24	F		358
Calwell	20-24	F	0	4776
Calwell	20-24	F	1	942
Calwell	20-24	M		499
Calwell	20-24	M	0	5577
Calwell	20-24	M	1	729
Calwell	25-34	F		822
Calwell	25-34	F	0	9495
Calwell	25-34	F	1	1244
Calwell	25-34	M		998
Calwell	25-34	M	0	10047
Calwell	25-34	M	1	993
Calwell	35-44	F		681
Calwell	35-44	F	0	8482
Calwell	35-44	F	1	1659
Calwell	35-44	M		757
Calwell	35-44	M	0	8482
Calwell	35-44	M	1	1182
Calwell	45-54	F		721
Calwell	45-54	F	0	9754
Calwell	45-54	F	1	1579
Calwell	45-54	M		787
Calwell	45-54	M	0	9431
Calwell	45-54	M	1	1239
Calwell	55-64	F		632
Calwell	55-64	F	0	7876
Calwell	55-64	F	1	957
Calwell	55-64	M		619
Calwell	55-64	M	0	7619
Calwell	55-64	M	1	896
Calwell	65-74	F		564
Calwell	65-74	F	0	5058
Calwell	65-74	F	1	606
Calwell	65-74	M		509
Calwell	65-74	M	0	4900
Calwell	65-74	M	1	527
Calwell	75-84	F		380
Calwell	75-84	F	0	2512
Calwell	75-84	F	1	198
Calwell	75-84	M		311
Calwell	75-84	M	0	2205
Calwell	75-84	M	1	187
Calwell	85+	F		203
Calwell	85+	F	0	932
Calwell	85+	F	1	27
Calwell	85+	M		119
Calwell	85+	M	0	586
Calwell	85+	M	1	23
Casey	15-19	F		329
Casey	15-19	F	0	3195
Casey	15-19	F	1	964
Casey	15-19	M		372
Casey	15-19	M	0	3578
Casey	15-19	M	1	759
Casey	20-24	F		200
Casey	20-24	F	0	3105
Casey	20-24	F	1	846
Casey	20-24	M		245
Casey	20-24	M	0	3528
Casey	20-24	M	1	645
Casey	25-34	F		458
Casey	25-34	F	0	7178
Casey	25-34	F	1	1648
Casey	25-34	M		449
Casey	25-34	M	0	7190
Casey	25-34	M	1	1202
Casey	35-44	F		446
Casey	35-44	F	0	6324
Casey	35-44	F	1	2780
Casey	35-44	M		483
Casey	35-44	M	0	6786
Casey	35-44	M	1	1846
Casey	45-54	F		542
Casey	45-54	F	0	7308
Casey	45-54	F	1	2550
Casey	45-54	M		522
Casey	45-54	M	0	7174
Casey	45-54	M	1	2055
Casey	55-64	F		509
Casey	55-64	F	0	6844
Casey	55-64	F	1	1984
Casey	55-64	M		495
Casey	55-64	M	0	6651
Casey	55-64	M	1	1585
Casey	65-74	F		548
Casey	65-74	F	0	4693
Casey	65-74	F	1	1863
Casey	65-74	M		507
Casey	65-74	M	0	4723
Casey	65-74	M	1	1414
Casey	75-84	F		419
Casey	75-84	F	0	2372
Casey	75-84	F	1	615
Casey	75-84	M		314
Casey	75-84	M	0	2089
Casey	75-84	M	1	516
Casey	85+	F		269
Casey	85+	F	0	1218
Casey	85+	F	1	100
Casey	85+	M		134
Casey	85+	M	0	751
Casey	85+	M	1	81
Chisholm	15-19	F		303
Chisholm	15-19	F	0	3807
Chisholm	15-19	F	1	1650
Chisholm	15-19	M		315
Chisholm	15-19	M	0	4060
Chisholm	15-19	M	1	1252
Chisholm	20-24	F		420
Chisholm	20-24	F	0	6368
Chisholm	20-24	F	1	2157
Chisholm	20-24	M		477
Chisholm	20-24	M	0	7315
Chisholm	20-24	M	1	1784
Chisholm	25-34	F		731
Chisholm	25-34	F	0	10098
Chisholm	25-34	F	1	2121
Chisholm	25-34	M		807
Chisholm	25-34	M	0	10916
Chisholm	25-34	M	1	1796
Chisholm	35-44	F		458
Chisholm	35-44	F	0	7337
Chisholm	35-44	F	1	2731
Chisholm	35-44	M		551
Chisholm	35-44	M	0	7479
Chisholm	35-44	M	1	1894
Chisholm	45-54	F		462
Chisholm	45-54	F	0	7340
Chisholm	45-54	F	1	2748
Chisholm	45-54	M		481
Chisholm	45-54	M	0	6864
Chisholm	45-54	M	1	2309
Chisholm	55-64	F		432
Chisholm	55-64	F	0	6238
Chisholm	55-64	F	1	1799
Chisholm	55-64	M		396
Chisholm	55-64	M	0	5629
Chisholm	55-64	M	1	1467
Chisholm	65-74	F		424
Chisholm	65-74	F	0	4629
Chisholm	65-74	F	1	1576
Chisholm	65-74	M		335
Chisholm	65-74	M	0	3876
Chisholm	65-74	M	1	1152
Chisholm	75-84	F		553
