CED_NAME16	Age	Sex	Volunteer	adults
Scullin	35-44	F		573
Scullin	35-44	F	0	8972
Scullin	35-44	F	1	2058
Scullin	35-44	M		632
Scullin	35-44	M	0	9483
Scullin	35-44	M	1	1475
Scullin	45-54	F		575
Scullin	45-54	F	0	9114
Scullin	45-54	F	1	1748
Scullin	45-54	M		524
Scullin	45-54	M	0	8639
Scullin	45-54	M	1	1485
Scullin	55-64	F		563
Scullin	55-64	F	0	8092
Scullin	55-64	F	1	1087
Scullin	55-64	M		491
Scullin	55-64	M	0	7452
Scullin	55-64	M	1	968
Scullin	65-74	F		495
Scullin	65-74	F	0	5355
Scullin	65-74	F	1	802
Scullin	65-74	M		487
Scullin	65-74	M	0	5122
Scullin	65-74	M	1	708
Scullin	75-84	F		397
Scullin	75-84	F	0	3128
Scullin	75-84	F	1	298
Scullin	75-84	M		310
Scullin	75-84	M	0	2692
Scullin	75-84	M	1	266
Scullin	85+	F		172
Scullin	85+	F	0	1269
Scullin	85+	F	1	21
Scullin	85+	M		106
Scullin	85+	M	0	825
Scullin	85+	M	1	36
Wannon	15-19	F		449
Wannon	15-19	F	0	2297
Wannon	15-19	F	1	1146
Wannon	15-19	M		495
Wannon	15-19	M	0	2674
Wannon	15-19	M	1	1019
Wannon	20-24	F		235
Wannon	20-24	F	0	2237
Wannon	20-24	F	1	686
Wannon	20-24	M		320
Wannon	20-24	M	0	2506
Wannon	20-24	M	1	758
Wannon	25-34	F		444
Wannon	25-34	F	0	4416
Wannon	25-34	F	1	1648
Wannon	25-34	M		710
Wannon	25-34	M	0	4381
Wannon	25-34	M	1	1315
Wannon	35-44	F		525
Wannon	35-44	F	0	4094
Wannon	35-44	F	1	2793
Wannon	35-44	M		819
Wannon	35-44	M	0	4363
Wannon	35-44	M	1	2138
Wannon	45-54	F		656
Wannon	45-54	F	0	5582
Wannon	45-54	F	1	3279
Wannon	45-54	M		985
Wannon	45-54	M	0	5365
Wannon	45-54	M	1	2854
Wannon	55-64	F		787
Wannon	55-64	F	0	6214
Wannon	55-64	F	1	2982
Wannon	55-64	M		981
Wannon	55-64	M	0	6001
Wannon	55-64	M	1	2951
Wannon	65-74	F		917
Wannon	65-74	F	0	4531
Wannon	65-74	F	1	2690
Wannon	65-74	M		977
Wannon	65-74	M	0	4936
Wannon	65-74	M	1	2370
Wannon	75-84	F		802
Wannon	75-84	F	0	2863
Wannon	75-84	F	1	1117
Wannon	75-84	M		677
Wannon	75-84	M	0	2571
Wannon	75-84	M	1	957
Wannon	85+	F		487
Wannon	85+	F	0	1794
Wannon	85+	F	1	234
Wannon	85+	M		274
Wannon	85+	M	0	970
Wannon	85+	M	1	172
Wills	15-19	F		290
Wills	15-19	F	0	2667
Wills	15-19	F	1	680
Wills	15-19	M		334
Wills	15-19	M	0	3034
Wills	15-19	M	1	506
Wills	20-24	F		452
Wills	20-24	F	0	4769
Wills	20-24	F	1	1616
Wills	20-24	M		444
Wills	20-24	M	0	5017
Wills	20-24	M	1	1028
Wills	25-34	F		1235
Wills	25-34	F	0	13399
Wills	25-34	F	1	3600
Wills	25-34	M		1348
Wills	25-34	M	0	14364
Wills	25-34	M	1	2573
Wills	35-44	F		834
Wills	35-44	F	0	9489
Wills	35-44	F	1	3099
Wills	35-44	M		928
Wills	35-44	M	0	10217
Wills	35-44	M	1	2227
Wills	45-54	F		623
Wills	45-54	F	0	7411
Wills	45-54	F	1	2225
Wills	45-54	M		631
Wills	45-54	M	0	7459
Wills	45-54	M	1	1845
Wills	55-64	F		512
Wills	55-64	F	0	5871
Wills	55-64	F	1	1312
Wills	55-64	M		481
Wills	55-64	M	0	5360
Wills	55-64	M	1	1072
Wills	65-74	F		465
Wills	65-74	F	0	4236
Wills	65-74	F	1	782
Wills	65-74	M		412
Wills	65-74	M	0	3614
Wills	65-74	M	1	589
Wills	75-84	F		495
Wills	75-84	F	0	4230
Wills	75-84	F	1	419
Wills	75-84	M		370
Wills	75-84	M	0	3007
Wills	75-84	M	1	300
Wills	85+	F		289
Wills	85+	F	0	2317
Wills	85+	F	1	107
Wills	85+	M		193
Wills	85+	M	0	1445
Wills	85+	M	1	78
No usual address (Vic.)	15-19	F		43
No usual address (Vic.)	15-19	F	0	112
No usual address (Vic.)	15-19	F	1	30
No usual address (Vic.)	15-19	M		49
No usual address (Vic.)	15-19	M	0	102
No usual address (Vic.)	15-19	M	1	30
No usual address (Vic.)	20-24	F		105
No usual address (Vic.)	20-24	F	0	280
No usual address (Vic.)	20-24	F	1	67
No usual address (Vic.)	20-24	M		121
No usual address (Vic.)	20-24	M	0	286
No usual address (Vic.)	20-24	M	1	44
No usual address (Vic.)	25-34	F		196
No usual address (Vic.)	25-34	F	0	489
No usual address (Vic.)	25-34	F	1	110
No usual address (Vic.)	25-34	M		308
No usual address (Vic.)	25-34	M	0	638
No usual address (Vic.)	25-34	M	1	104
No usual address (Vic.)	35-44	F		149
No usual address (Vic.)	35-44	F	0	258
No usual address (Vic.)	35-44	F	1	67
No usual address (Vic.)	35-44	M		345
No usual address (Vic.)	35-44	M	0	395
No usual address (Vic.)	35-44	M	1	68
No usual address (Vic.)	45-54	F		89
No usual address (Vic.)	45-54	F	0	216
No usual address (Vic.)	45-54	F	1	40
No usual address (Vic.)	45-54	M		248
No usual address (Vic.)	45-54	M	0	326
No usual address (Vic.)	45-54	M	1	61
No usual address (Vic.)	55-64	F		77
No usual address (Vic.)	55-64	F	0	223
No usual address (Vic.)	55-64	F	1	51
No usual address (Vic.)	55-64	M		140
No usual address (Vic.)	55-64	M	0	275
No usual address (Vic.)	55-64	M	1	51
No usual address (Vic.)	65-74	F		31
No usual address (Vic.)	65-74	F	0	140
No usual address (Vic.)	65-74	F	1	27
No usual address (Vic.)	65-74	M		54
No usual address (Vic.)	65-74	M	0	202
No usual address (Vic.)	65-74	M	1	29
No usual address (Vic.)	75-84	F		11
No usual address (Vic.)	75-84	F	0	29
No usual address (Vic.)	75-84	F	1	6
No usual address (Vic.)	75-84	M		20
No usual address (Vic.)	75-84	M	0	51
No usual address (Vic.)	75-84	M	1	10
No usual address (Vic.)	85+	F		15
No usual address (Vic.)	85+	F	0	17
No usual address (Vic.)	85+	M	0	11
Migratory - Offshore - Shipping (Vic.)	25-34	M	0	4
Migratory - Offshore - Shipping (Vic.)	45-54	M	0	4
Migratory - Offshore - Shipping (Vic.)	45-54	M	1	3
Migratory - Offshore - Shipping (Vic.)	55-64	M	0	7
Blair	15-19	F		473
Blair	15-19	F	0	3592
Blair	15-19	F	1	976
Blair	15-19	M		560
Blair	15-19	M	0	3940
Blair	15-19	M	1	891
Blair	20-24	F		441
Blair	20-24	F	0	4062
Blair	20-24	F	1	875
Blair	20-24	M		449
Blair	20-24	M	0	4162
Blair	20-24	M	1	678
Blair	25-34	F		851
Blair	25-34	F	0	8750
Blair	25-34	F	1	1979
Blair	25-34	M		950
Blair	25-34	M	0	8616
Blair	25-34	M	1	1281
Blair	35-44	F		686
Blair	35-44	F	0	6969
Blair	35-44	F	1	2453
Blair	35-44	M		827
Blair	35-44	M	0	7339
Blair	35-44	M	1	1573
Blair	45-54	F		728
Blair	45-54	F	0	7342
Blair	45-54	F	1	2029
Blair	45-54	M		789
Blair	45-54	M	0	7412
Blair	45-54	M	1	1575
Blair	55-64	F		655
Blair	55-64	F	0	6317
Blair	55-64	F	1	1767
Blair	55-64	M		717
Blair	55-64	M	0	6535
Blair	55-64	M	1	1327
Blair	65-74	F		581
Blair	65-74	F	0	4256
Blair	65-74	F	1	1328
Blair	65-74	M		571
Blair	65-74	M	0	4436
Blair	65-74	M	1	1044
Blair	75-84	F		424
Blair	75-84	F	0	2329
Blair	75-84	F	1	518
Blair	75-84	M		362
Blair	75-84	M	0	2084
Blair	75-84	M	1	433
Blair	85+	F		210
Blair	85+	F	0	1114
Blair	85+	F	1	70
Blair	85+	M		109
Blair	85+	M	0	674
Blair	85+	M	1	54
Bonner	15-19	F		279
Bonner	15-19	F	0	3450
Bonner	15-19	F	1	1129
Bonner	15-19	M		278
Bonner	15-19	M	0	3672
Bonner	15-19	M	1	1059
Bonner	20-24	F		262
Bonner	20-24	F	0	3660
Bonner	20-24	F	1	1038
Bonner	20-24	M		271
Bonner	20-24	M	0	3954
Bonner	20-24	M	1	773
Bonner	25-34	F		553
Bonner	25-34	F	0	7728
Bonner	25-34	F	1	1772
Bonner	25-34	M		574
Bonner	25-34	M	0	7611
Bonner	25-34	M	1	1303
Bonner	35-44	F		468
Bonner	35-44	F	0	7728
Bonner	35-44	F	1	3088
Bonner	35-44	M		564
Bonner	35-44	M	0	7874
Bonner	35-44	M	1	2043
Bonner	45-54	F		467
Bonner	45-54	F	0	7543
Bonner	45-54	F	1	2847
Bonner	45-54	M		582
Bonner	45-54	M	0	7489
Bonner	45-54	M	1	2151
Bonner	55-64	F		408
Bonner	55-64	F	0	6327
Bonner	55-64	F	1	1799
Bonner	55-64	M		474
Bonner	55-64	M	0	5962
Bonner	55-64	M	1	1544
Bonner	65-74	F		396
Bonner	65-74	F	0	4507
Bonner	65-74	F	1	1418
Bonner	65-74	M		392
Bonner	65-74	M	0	4106
Bonner	65-74	M	1	1144
Bonner	75-84	F		401
Bonner	75-84	F	0	2822
Bonner	75-84	F	1	624
Bonner	75-84	M		300
Bonner	75-84	M	0	2242
Bonner	75-84	M	1	493
Bonner	85+	F		303
Bonner	85+	F	0	1679
Bonner	85+	F	1	115
Bonner	85+	M		152
Bonner	85+	M	0	834
Bonner	85+	M	1	85
Bowman	15-19	F		206
Bowman	15-19	F	0	3423
Bowman	15-19	F	1	1026
Bowman	15-19	M		264
Bowman	15-19	M	0	4046
Bowman	15-19	M	1	777
Bowman	20-24	F		153
Bowman	20-24	F	0	3090
Bowman	20-24	F	1	727
Bowman	20-24	M		177
Bowman	20-24	M	0	3519
Bowman	20-24	M	1	536
Bowman	25-34	F		353
Bowman	25-34	F	0	6420
Bowman	25-34	F	1	1249
Bowman	25-34	M		386
Bowman	25-34	M	0	6527
Bowman	25-34	M	1	836
Bowman	35-44	F		379
Bowman	35-44	F	0	6776
Bowman	35-44	F	1	2448
Bowman	35-44	M		448
Bowman	35-44	M	0	6927
Bowman	35-44	M	1	1477
Bowman	45-54	F		444
Bowman	45-54	F	0	8187
Bowman	45-54	F	1	2488
Bowman	45-54	M		525
Bowman	45-54	M	0	7787
Bowman	45-54	M	1	1761
Bowman	55-64	F		492
Bowman	55-64	F	0	7755
Bowman	55-64	F	1	2033
Bowman	55-64	M		526
Bowman	55-64	M	0	7562
Bowman	55-64	M	1	1500
Bowman	65-74	F		526
Bowman	65-74	F	0	5519
Bowman	65-74	F	1	1903
Bowman	65-74	M		474
Bowman	65-74	M	0	5466
Bowman	65-74	M	1	1463
Bowman	75-84	F		522
Bowman	75-84	F	0	2842
Bowman	75-84	F	1	716
Bowman	75-84	M		381
Bowman	75-84	M	0	2520
Bowman	75-84	M	1	573
Bowman	85+	F		460
Bowman	85+	F	0	1467
Bowman	85+	F	1	121
Bowman	85+	M		256
Bowman	85+	M	0	892
Bowman	85+	M	1	88
Brisbane	15-19	F		320
Brisbane	15-19	F	0	3002
Brisbane	15-19	F	1	1233
Brisbane	15-19	M		258
Brisbane	15-19	M	0	2863
Brisbane	15-19	M	1	896
Brisbane	20-24	F		738
Brisbane	20-24	F	0	6698
Brisbane	20-24	F	1	2007
Brisbane	20-24	M		783
Brisbane	20-24	M	0	6516
Brisbane	20-24	M	1	1370
Brisbane	25-34	F		1764
Brisbane	25-34	F	0	13825
Brisbane	25-34	F	1	3429
Brisbane	25-34	M		1917
Brisbane	25-34	M	0	14966
Brisbane	25-34	M	1	2805
Brisbane	35-44	F		962
Brisbane	35-44	F	0	7935
Brisbane	35-44	F	1	3207
Brisbane	35-44	M		1207
Brisbane	35-44	M	0	9014
Brisbane	35-44	M	1	2356
Brisbane	45-54	F		767
Brisbane	45-54	F	0	6238
Brisbane	45-54	F	1	3098
Brisbane	45-54	M		1099
Brisbane	45-54	M	0	7078
Brisbane	45-54	M	1	2556
Brisbane	55-64	F		631
Brisbane	55-64	F	0	5074
Brisbane	55-64	F	1	1683
Brisbane	55-64	M		753
Brisbane	55-64	M	0	5280
Brisbane	55-64	M	1	1561
Brisbane	65-74	F		458
Brisbane	65-74	F	0	3064
Brisbane	65-74	F	1	1100
Brisbane	65-74	M		511
Brisbane	65-74	M	0	3162
Brisbane	65-74	M	1	894
Brisbane	75-84	F		345
Brisbane	75-84	F	0	1630
Brisbane	75-84	F	1	402
Brisbane	75-84	M		270
Brisbane	75-84	M	0	1332
Brisbane	75-84	M	1	336
Brisbane	85+	F		426
Brisbane	85+	F	0	1044
Brisbane	85+	F	1	89
Brisbane	85+	M		151
Brisbane	85+	M	0	506
Brisbane	85+	M	1	65
Capricornia	15-19	F		532
Capricornia	15-19	F	0	3101
Capricornia	15-19	F	1	1190
Capricornia	15-19	M		569
Capricornia	15-19	M	0	3400
Capricornia	15-19	M	1	1013
Capricornia	20-24	F		432
Capricornia	20-24	F	0	3273
Capricornia	20-24	F	1	741
Capricornia	20-24	M		597
Capricornia	20-24	M	0	3490
Capricornia	20-24	M	1	587
Capricornia	25-34	F		822
Capricornia	25-34	F	0	7050
Capricornia	25-34	F	1	2066
Capricornia	25-34	M		1551
Capricornia	25-34	M	0	7441
Capricornia	25-34	M	1	1421
Capricornia	35-44	F		780
Capricornia	35-44	F	0	5867
Capricornia	35-44	F	1	2825
Capricornia	35-44	M		1398
Capricornia	35-44	M	0	6738
Capricornia	35-44	M	1	1939
Capricornia	45-54	F		861
Capricornia	45-54	F	0	6809
Capricornia	45-54	F	1	2480
Capricornia	45-54	M		1430
Capricornia	45-54	M	0	7231
Capricornia	45-54	M	1	2020
Capricornia	55-64	F		754
Capricornia	55-64	F	0	6186
Capricornia	55-64	F	1	1894
Capricornia	55-64	M		1182
Capricornia	55-64	M	0	6954
Capricornia	55-64	M	1	1636
Capricornia	65-74	F		660
Capricornia	65-74	F	0	3920
Capricornia	65-74	F	1	1439
Capricornia	65-74	M		740
Capricornia	65-74	M	0	4368
Capricornia	65-74	M	1	1162
Capricornia	75-84	F		564
Capricornia	75-84	F	0	2322
Capricornia	75-84	F	1	592
Capricornia	75-84	M		484
Capricornia	75-84	M	0	2066
Capricornia	75-84	M	1	442
Capricornia	85+	F		365
Capricornia	85+	F	0	1083
Capricornia	85+	F	1	97
Capricornia	85+	M		233
Capricornia	85+	M	0	641
Capricornia	85+	M	1	70
Dawson	15-19	F		423
Dawson	15-19	F	0	3229
Dawson	15-19	F	1	987
Dawson	15-19	M		536
Dawson	15-19	M	0	3588
Dawson	15-19	M	1	818
Dawson	20-24	F		479
Dawson	20-24	F	0	3492
Dawson	20-24	F	1	774
Dawson	20-24	M		662
Dawson	20-24	M	0	3783
Dawson	20-24	M	1	620
Dawson	25-34	F		959
Dawson	25-34	F	0	7543
Dawson	25-34	F	1	2032
Dawson	25-34	M		1545
Dawson	25-34	M	0	7795
Dawson	25-34	M	1	1303
Dawson	35-44	F		830
Dawson	35-44	F	0	6541
Dawson	35-44	F	1	2906
Dawson	35-44	M		1353
Dawson	35-44	M	0	7158
Dawson	35-44	M	1	1858
Dawson	45-54	F		859
Dawson	45-54	F	0	7492
Dawson	45-54	F	1	2702
Dawson	45-54	M		1355
Dawson	45-54	M	0	7994
Dawson	45-54	M	1	2073
Dawson	55-64	F		753
Dawson	55-64	F	0	6770
Dawson	55-64	F	1	2056
Dawson	55-64	M		1077
Dawson	55-64	M	0	7439
Dawson	55-64	M	1	1720
Dawson	65-74	F		662
Dawson	65-74	F	0	4115
Dawson	65-74	F	1	1548
Dawson	65-74	M		818
Dawson	65-74	M	0	4879
Dawson	65-74	M	1	1178
Dawson	75-84	F		475
Dawson	75-84	F	0	2346
Dawson	75-84	F	1	662
Dawson	75-84	M		441
Dawson	75-84	M	0	2256
Dawson	75-84	M	1	454
Dawson	85+	F		246
Dawson	85+	F	0	1204
Dawson	85+	F	1	117
Dawson	85+	M		153
Dawson	85+	M	0	737
Dawson	85+	M	1	51
Dickson	15-19	F		265
Dickson	15-19	F	0	3345
Dickson	15-19	F	1	1163
Dickson	15-19	M		279
Dickson	15-19	M	0	3865
Dickson	15-19	M	1	965
Dickson	20-24	F		188
Dickson	20-24	F	0	3261
Dickson	20-24	F	1	879
Dickson	20-24	M		247
Dickson	20-24	M	0	3643
Dickson	20-24	M	1	633
Dickson	25-34	F		413
Dickson	25-34	F	0	7101
Dickson	25-34	F	1	1641
Dickson	25-34	M		468
Dickson	25-34	M	0	6993
Dickson	25-34	M	1	1106
Dickson	35-44	F		423
Dickson	35-44	F	0	7508
Dickson	35-44	F	1	3146
Dickson	35-44	M		492
Dickson	35-44	M	0	7865
Dickson	35-44	M	1	2010
Dickson	45-54	F		456
Dickson	45-54	F	0	7605
Dickson	45-54	F	1	2826
Dickson	45-54	M		523
Dickson	45-54	M	0	7713
Dickson	45-54	M	1	2144
Dickson	55-64	F		362
Dickson	55-64	F	0	6303
Dickson	55-64	F	1	1907
Dickson	55-64	M		388
Dickson	55-64	M	0	6237
Dickson	55-64	M	1	1565
Dickson	65-74	F		376
Dickson	65-74	F	0	4330
Dickson	65-74	F	1	1540
Dickson	65-74	M		351
Dickson	65-74	M	0	4274
Dickson	65-74	M	1	1288
Dickson	75-84	F		296
Dickson	75-84	F	0	1732
Dickson	75-84	F	1	408
Dickson	75-84	M		237
Dickson	75-84	M	0	1510
Dickson	75-84	M	1	419
Dickson	85+	F		285
Dickson	85+	F	0	816
Dickson	85+	F	1	56
Dickson	85+	M		143
Dickson	85+	M	0	446
Dickson	85+	M	1	44
Fadden	15-19	F		450
Fadden	15-19	F	0	3905
Fadden	15-19	F	1	960
Fadden	15-19	M		473
Fadden	15-19	M	0	4257
Fadden	15-19	M	1	724
Fadden	20-24	F		479
Fadden	20-24	F	0	4345
Fadden	20-24	F	1	874
Fadden	20-24	M		481
Fadden	20-24	M	0	4452
Fadden	20-24	M	1	646
Fadden	25-34	F		952
Fadden	25-34	F	0	8857
Fadden	25-34	F	1	1497
Fadden	25-34	M		945
Fadden	25-34	M	0	8528
Fadden	25-34	M	1	1082
Fadden	35-44	F		829
Fadden	35-44	F	0	8770
Fadden	35-44	F	1	2420
Fadden	35-44	M		866
Fadden	35-44	M	0	8657
Fadden	35-44	M	1	1429
Fadden	45-54	F		917
Fadden	45-54	F	0	9174
Fadden	45-54	F	1	2024
Fadden	45-54	M		921
Fadden	45-54	M	0	8793
Fadden	45-54	M	1	1478
Fadden	55-64	F		743
Fadden	55-64	F	0	8106
Fadden	55-64	F	1	1499
Fadden	55-64	M		744
Fadden	55-64	M	0	7339
Fadden	55-64	M	1	1035
Fadden	65-74	F		771
Fadden	65-74	F	0	6533
Fadden	65-74	F	1	1342
Fadden	65-74	M		697
Fadden	65-74	M	0	6222
Fadden	65-74	M	1	1012
Fadden	75-84	F		604
Fadden	75-84	F	0	3135
Fadden	75-84	F	1	476
Fadden	75-84	M		438
Fadden	75-84	M	0	2941
Fadden	75-84	M	1	409
Fadden	85+	F		413
Fadden	85+	F	0	1432
Fadden	85+	F	1	60
Fadden	85+	M		235
Fadden	85+	M	0	865
Fadden	85+	M	1	50
Fairfax	15-19	F		293
Fairfax	15-19	F	0	3076
Fairfax	15-19	F	1	1100
Fairfax	15-19	M		340
Fairfax	15-19	M	0	3271
Fairfax	15-19	M	1	847
Fairfax	20-24	F		297
Fairfax	20-24	F	0	2947
Fairfax	20-24	F	1	789
Fairfax	20-24	M		290
Fairfax	20-24	M	0	3015
Fairfax	20-24	M	1	586
Fairfax	25-34	F		522
Fairfax	25-34	F	0	6489
Fairfax	25-34	F	1	1578
Fairfax	25-34	M		622
Fairfax	25-34	M	0	6372
Fairfax	25-34	M	1	1039
Fairfax	35-44	F		547
Fairfax	35-44	F	0	6965
Fairfax	35-44	F	1	2829
Fairfax	35-44	M		702
Fairfax	35-44	M	0	6863
Fairfax	35-44	M	1	1811
Fairfax	45-54	F		652
Fairfax	45-54	F	0	8117
Fairfax	45-54	F	1	2985
Fairfax	45-54	M		699
Fairfax	45-54	M	0	7337
Fairfax	45-54	M	1	2123
Fairfax	55-64	F		647
Fairfax	55-64	F	0	7601
Fairfax	55-64	F	1	2481
Fairfax	55-64	M		645
Fairfax	55-64	M	0	7152
Fairfax	55-64	M	1	1838
Fairfax	65-74	F		645
Fairfax	65-74	F	0	5711
Fairfax	65-74	F	1	2373
Fairfax	65-74	M		600
Fairfax	65-74	M	0	5700
Fairfax	65-74	M	1	1851
Fairfax	75-84	F		584
Fairfax	75-84	F	0	3222
Fairfax	75-84	F	1	941
Fairfax	75-84	M		407
Fairfax	75-84	M	0	2968
Fairfax	75-84	M	1	789
Fairfax	85+	F		427
Fairfax	85+	F	0	1743
Fairfax	85+	F	1	151
Fairfax	85+	M		241
Fairfax	85+	M	0	1084
Fairfax	85+	M	1	108
Fisher	15-19	F		306
Fisher	15-19	F	0	3034
Fisher	15-19	F	1	950
Fisher	15-19	M		351
Fisher	15-19	M	0	3293
Fisher	15-19	M	1	773
Fisher	20-24	F		270
Fisher	20-24	F	0	2688
Fisher	20-24	F	1	688
Fisher	20-24	M		286
Fisher	20-24	M	0	2897
Fisher	20-24	M	1	527
Fisher	25-34	F		501
Fisher	25-34	F	0	5639
Fisher	25-34	F	1	1450
Fisher	25-34	M		517
Fisher	25-34	M	0	5564
Fisher	25-34	M	1	877
Fisher	35-44	F		486
Fisher	35-44	F	0	5951
Fisher	35-44	F	1	2515
Fisher	35-44	M		576
Fisher	35-44	M	0	6187
Fisher	35-44	M	1	1573
Fisher	45-54	F		575
Fisher	45-54	F	0	6986
Fisher	45-54	F	1	2461
Fisher	45-54	M		633
Fisher	45-54	M	0	6628
Fisher	45-54	M	1	1767
Fisher	55-64	F		568
Fisher	55-64	F	0	6909
Fisher	55-64	F	1	2217
Fisher	55-64	M		564
Fisher	55-64	M	0	6397
Fisher	55-64	M	1	1550
Fisher	65-74	F		624
Fisher	65-74	F	0	5913
Fisher	65-74	F	1	2339
Fisher	65-74	M		584
Fisher	65-74	M	0	5637
Fisher	65-74	M	1	1815
Fisher	75-84	F		572
Fisher	75-84	F	0	3479
Fisher	75-84	F	1	892
Fisher	75-84	M		433
Fisher	75-84	M	0	3235
Fisher	75-84	M	1	786
Fisher	85+	F		403
Fisher	85+	F	0	1884
Fisher	85+	F	1	143
Fisher	85+	M		230
Fisher	85+	M	0	1170
Fisher	85+	M	1	122
Flynn	15-19	F		558
Flynn	15-19	F	0	2839
Flynn	15-19	F	1	974
Flynn	15-19	M		591
Flynn	15-19	M	0	3340
Flynn	15-19	M	1	910
Flynn	20-24	F		418
Flynn	20-24	F	0	3129
Flynn	20-24	F	1	702
Flynn	20-24	M		477
Flynn	20-24	M	0	3345
Flynn	20-24	M	1	594
Flynn	25-34	F		928
Flynn	25-34	F	0	7043
Flynn	25-34	F	1	2489
Flynn	25-34	M		1142
Flynn	25-34	M	0	7421
Flynn	25-34	M	1	1567
Flynn	35-44	F		878
Flynn	35-44	F	0	5823
Flynn	35-44	F	1	3414
Flynn	35-44	M		1180
Flynn	35-44	M	0	6885
Flynn	35-44	M	1	2338
Flynn	45-54	F		1002
Flynn	45-54	F	0	6930
Flynn	45-54	F	1	2949
Flynn	45-54	M		1338
Flynn	45-54	M	0	7878
Flynn	45-54	M	1	2407
Flynn	55-64	F		824
Flynn	55-64	F	0	6004
Flynn	55-64	F	1	2262
Flynn	55-64	M		1056
Flynn	55-64	M	0	7299
Flynn	55-64	M	1	1956
Flynn	65-74	F		698
Flynn	65-74	F	0	3743
Flynn	65-74	F	1	1596
Flynn	65-74	M		785
Flynn	65-74	M	0	4821
Flynn	65-74	M	1	1303
Flynn	75-84	F		440
Flynn	75-84	F	0	1661
Flynn	75-84	F	1	581
Flynn	75-84	M		469
Flynn	75-84	M	0	2011
Flynn	75-84	M	1	476
Flynn	85+	F		156
Flynn	85+	F	0	748
Flynn	85+	F	1	72
Flynn	85+	M		121
Flynn	85+	M	0	534
Flynn	85+	M	1	62
Forde	15-19	F		488
Forde	15-19	F	0	4184
Forde	15-19	F	1	950
Forde	15-19	M		444
Forde	15-19	M	0	4508
Forde	15-19	M	1	785
Forde	20-24	F		361
Forde	20-24	F	0	4346
Forde	20-24	F	1	803
Forde	20-24	M		387
Forde	20-24	M	0	4683
Forde	20-24	M	1	561
Forde	25-34	F		840
Forde	25-34	F	0	9461
Forde	25-34	F	1	1782
Forde	25-34	M		847
Forde	25-34	M	0	9293
Forde	25-34	M	1	1101
Forde	35-44	F		716
Forde	35-44	F	0	8576
Forde	35-44	F	1	2513
Forde	35-44	M		774
Forde	35-44	M	0	8840
Forde	35-44	M	1	1598
Forde	45-54	F		733
Forde	45-54	F	0	8154
Forde	45-54	F	1	1905
Forde	45-54	M		723
Forde	45-54	M	0	8039
Forde	45-54	M	1	1425
Forde	55-64	F		607
Forde	55-64	F	0	7040
Forde	55-64	F	1	1497
Forde	55-64	M		572
Forde	55-64	M	0	6676
Forde	55-64	M	1	1089
Forde	65-74	F		582
Forde	65-74	F	0	4995
Forde	65-74	F	1	1158
Forde	65-74	M		536
Forde	65-74	M	0	4983
Forde	65-74	M	1	857
Forde	75-84	F		393
Forde	75-84	F	0	2389
Forde	75-84	F	1	348
Forde	75-84	M		316
Forde	75-84	M	0	2040
Forde	75-84	M	1	318
Forde	85+	F		213
Forde	85+	F	0	1091
Forde	85+	F	1	40
Forde	85+	M		120
Forde	85+	M	0	638
Forde	85+	M	1	36
Griffith	15-19	F		295
Griffith	15-19	F	0	2809
Griffith	15-19	F	1	1128
Griffith	15-19	M		307
Griffith	15-19	M	0	2806
Griffith	15-19	M	1	1102
Griffith	20-24	F		540
Griffith	20-24	F	0	5179
Griffith	20-24	F	1	1841
Griffith	20-24	M		569
Griffith	20-24	M	0	5421
Griffith	20-24	M	1	1224
Griffith	25-34	F		1329
Griffith	25-34	F	0	12491
Griffith	25-34	F	1	3228
Griffith	25-34	M		1420
Griffith	25-34	M	0	12825
Griffith	25-34	M	1	2395
Griffith	35-44	F		788
Griffith	35-44	F	0	8244
Griffith	35-44	F	1	3486
Griffith	35-44	M		899
Griffith	35-44	M	0	9228
Griffith	35-44	M	1	2433
Griffith	45-54	F		664
Griffith	45-54	F	0	6425
Griffith	45-54	F	1	3089
Griffith	45-54	M		758
Griffith	45-54	M	0	6857
Griffith	45-54	M	1	2391
Griffith	55-64	F		532
Griffith	55-64	F	0	5207
Griffith	55-64	F	1	1702
Griffith	55-64	M		540
Griffith	55-64	M	0	5109
Griffith	55-64	M	1	1386
Griffith	65-74	F		315
Griffith	65-74	F	0	3060
Griffith	65-74	F	1	1117
Griffith	65-74	M		349
Griffith	65-74	M	0	2920
Griffith	65-74	M	1	849
Griffith	75-84	F		255
Griffith	75-84	F	0	1910
Griffith	75-84	F	1	372
Griffith	75-84	M		216
Griffith	75-84	M	0	1528
Griffith	75-84	M	1	333
Griffith	85+	F		189
Griffith	85+	F	0	1410
Griffith	85+	F	1	79
Griffith	85+	M		108
Griffith	85+	M	0	667
Griffith	85+	M	1	67
Groom	15-19	F		415
Groom	15-19	F	0	3331
Groom	15-19	F	1	1184
Groom	15-19	M		485
Groom	15-19	M	0	3725
Groom	15-19	M	1	926
Groom	20-24	F		301
Groom	20-24	F	0	3503
Groom	20-24	F	1	921
Groom	20-24	M		398
Groom	20-24	M	0	3828
Groom	20-24	M	1	755
Groom	25-34	F		611
Groom	25-34	F	0	7050
Groom	25-34	F	1	1881
Groom	25-34	M		707
Groom	25-34	M	0	7132
Groom	25-34	M	1	1436
Groom	35-44	F		562
Groom	35-44	F	0	5992
Groom	35-44	F	1	2660
Groom	35-44	M		649
Groom	35-44	M	0	6110
