CED_NAME16	Age5yr	ChildrenEverBorn	females
Banks	75-79	1	209
Banks	75-79	2	880
Banks	75-79	3	566
Banks	75-79	4	281
Banks	75-79	5	92
Banks	75-79	6	102
Banks	80-84		145
Banks	80-84	0	136
Banks	80-84	1	192
Banks	80-84	2	631
Banks	80-84	3	478
Banks	80-84	4	258
Banks	80-84	5	127
Banks	80-84	6	100
Banks	85+		275
Banks	85+	0	235
Banks	85+	1	288
Banks	85+	2	778
Banks	85+	3	559
Banks	85+	4	317
Banks	85+	5	133
Banks	85+	6	159
Barton	15-19		555
Barton	15-19	0	3849
Barton	15-19	1	18
Barton	15-19	2	4
Barton	15-19	6	3
Barton	20-24		761
Barton	20-24	0	5630
Barton	20-24	1	265
Barton	20-24	2	53
Barton	20-24	3	12
Barton	20-24	6	7
Barton	25-29		916
Barton	25-29	0	6620
Barton	25-29	1	1042
Barton	25-29	2	402
Barton	25-29	3	119
Barton	25-29	4	23
Barton	25-29	5	4
Barton	30-34		628
Barton	30-34	0	3998
Barton	30-34	1	1952
Barton	30-34	2	1278
Barton	30-34	3	313
Barton	30-34	4	93
Barton	30-34	5	20
Barton	30-34	6	9
Barton	35-39		438
Barton	35-39	0	1822
Barton	35-39	1	1380
Barton	35-39	2	1843
Barton	35-39	3	601
Barton	35-39	4	168
Barton	35-39	5	48
Barton	35-39	6	21
Barton	40-44		380
Barton	40-44	0	1324
Barton	40-44	1	1017
Barton	40-44	2	1990
Barton	40-44	3	811
Barton	40-44	4	286
Barton	40-44	5	79
Barton	40-44	6	52
Barton	45-49		325
Barton	45-49	0	1141
Barton	45-49	1	989
Barton	45-49	2	1938
Barton	45-49	3	775
Barton	45-49	4	255
Barton	45-49	5	82
Barton	45-49	6	42
Barton	50-54		361
Barton	50-54	0	921
Barton	50-54	1	967
Barton	50-54	2	1841
Barton	50-54	3	762
Barton	50-54	4	241
Barton	50-54	5	103
Barton	50-54	6	66
Barton	55-59		288
Barton	55-59	0	798
Barton	55-59	1	1009
Barton	55-59	2	1498
Barton	55-59	3	685
Barton	55-59	4	278
Barton	55-59	5	101
Barton	55-59	6	81
Barton	60-64		265
Barton	60-64	0	587
Barton	60-64	1	878
Barton	60-64	2	1365
Barton	60-64	3	709
Barton	60-64	4	250
Barton	60-64	5	75
Barton	60-64	6	65
Barton	65-69		239
Barton	65-69	0	407
Barton	65-69	1	496
Barton	65-69	2	1337
Barton	65-69	3	660
Barton	65-69	4	267
Barton	65-69	5	77
Barton	65-69	6	65
Barton	70-74		212
Barton	70-74	0	265
Barton	70-74	1	313
Barton	70-74	2	1106
Barton	70-74	3	583
Barton	70-74	4	224
Barton	70-74	5	83
Barton	70-74	6	57
Barton	75-79		216
Barton	75-79	0	206
Barton	75-79	1	214
Barton	75-79	2	967
Barton	75-79	3	535
Barton	75-79	4	220
Barton	75-79	5	63
Barton	75-79	6	81
Barton	80-84		240
Barton	80-84	0	147
Barton	80-84	1	190
Barton	80-84	2	646
Barton	80-84	3	429
Barton	80-84	4	208
Barton	80-84	5	90
Barton	80-84	6	88
Barton	85+		527
Barton	85+	0	233
Barton	85+	1	255
Barton	85+	2	567
Barton	85+	3	364
Barton	85+	4	217
Barton	85+	5	102
Barton	85+	6	152
Bennelong	15-19		436
Bennelong	15-19	0	4115
Bennelong	15-19	1	3
Bennelong	15-19	2	6
Bennelong	20-24		606
Bennelong	20-24	0	6079
Bennelong	20-24	1	95
Bennelong	20-24	2	34
Bennelong	25-29		551
Bennelong	25-29	0	5821
Bennelong	25-29	1	674
Bennelong	25-29	2	252
Bennelong	25-29	3	40
Bennelong	25-29	4	11
Bennelong	30-34		427
Bennelong	30-34	0	3443
Bennelong	30-34	1	1967
Bennelong	30-34	2	1219
Bennelong	30-34	3	217
Bennelong	30-34	4	35
Bennelong	30-34	5	4
Bennelong	35-39		301
Bennelong	35-39	0	1687
Bennelong	35-39	1	1540
Bennelong	35-39	2	2193
Bennelong	35-39	3	624
Bennelong	35-39	4	115
Bennelong	35-39	5	19
Bennelong	35-39	6	7
Bennelong	40-44		254
Bennelong	40-44	0	1109
Bennelong	40-44	1	1101
Bennelong	40-44	2	2442
Bennelong	40-44	3	802
Bennelong	40-44	4	190
Bennelong	40-44	5	33
Bennelong	40-44	6	15
Bennelong	45-49		213
Bennelong	45-49	0	986
Bennelong	45-49	1	1111
Bennelong	45-49	2	2283
Bennelong	45-49	3	862
Bennelong	45-49	4	171
Bennelong	45-49	5	27
Bennelong	45-49	6	18
Bennelong	50-54		222
Bennelong	50-54	0	887
Bennelong	50-54	1	995
Bennelong	50-54	2	2273
Bennelong	50-54	3	880
Bennelong	50-54	4	211
Bennelong	50-54	5	42
Bennelong	50-54	6	28
Bennelong	55-59		236
Bennelong	55-59	0	795
Bennelong	55-59	1	1023
Bennelong	55-59	2	1903
Bennelong	55-59	3	833
Bennelong	55-59	4	250
Bennelong	55-59	5	55
Bennelong	55-59	6	33
Bennelong	60-64		218
Bennelong	60-64	0	658
Bennelong	60-64	1	976
Bennelong	60-64	2	1626
Bennelong	60-64	3	754
Bennelong	60-64	4	237
Bennelong	60-64	5	64
Bennelong	60-64	6	40
Bennelong	65-69		179
Bennelong	65-69	0	482
Bennelong	65-69	1	551
Bennelong	65-69	2	1367
Bennelong	65-69	3	708
Bennelong	65-69	4	240
Bennelong	65-69	5	75
Bennelong	65-69	6	42
Bennelong	70-74		171
Bennelong	70-74	0	337
Bennelong	70-74	1	273
Bennelong	70-74	2	987
Bennelong	70-74	3	577
Bennelong	70-74	4	221
Bennelong	70-74	5	71
Bennelong	70-74	6	44
Bennelong	75-79		159
Bennelong	75-79	0	257
Bennelong	75-79	1	188
Bennelong	75-79	2	762
Bennelong	75-79	3	587
Bennelong	75-79	4	301
Bennelong	75-79	5	97
Bennelong	75-79	6	73
Bennelong	80-84		164
Bennelong	80-84	0	182
Bennelong	80-84	1	153
Bennelong	80-84	2	528
Bennelong	80-84	3	475
Bennelong	80-84	4	255
Bennelong	80-84	5	104
Bennelong	80-84	6	93
Bennelong	85+		367
Bennelong	85+	0	267
Bennelong	85+	1	254
Bennelong	85+	2	601
Bennelong	85+	3	559
Bennelong	85+	4	323
Bennelong	85+	5	156
Bennelong	85+	6	154
Berowra	15-19		458
Berowra	15-19	0	4610
Berowra	15-19	1	4
Berowra	20-24		286
Berowra	20-24	0	3857
Berowra	20-24	1	69
Berowra	20-24	2	20
Berowra	20-24	3	5
Berowra	25-29		186
Berowra	25-29	0	2231
Berowra	25-29	1	315
Berowra	25-29	2	154
Berowra	25-29	3	38
Berowra	25-29	4	3
Berowra	25-29	5	3
Berowra	30-34		156
Berowra	30-34	0	1217
Berowra	30-34	1	852
Berowra	30-34	2	888
Berowra	30-34	3	224
Berowra	30-34	4	55
Berowra	30-34	5	13
Berowra	30-34	6	4
Berowra	35-39		168
Berowra	35-39	0	627
Berowra	35-39	1	841
Berowra	35-39	2	2026
Berowra	35-39	3	714
Berowra	35-39	4	161
Berowra	35-39	5	25
Berowra	35-39	6	11
Berowra	40-44		168
Berowra	40-44	0	601
Berowra	40-44	1	749
Berowra	40-44	2	2555
Berowra	40-44	3	1094
Berowra	40-44	4	301
Berowra	40-44	5	70
Berowra	40-44	6	23
Berowra	45-49		194
Berowra	45-49	0	618
Berowra	45-49	1	773
Berowra	45-49	2	2636
Berowra	45-49	3	1220
Berowra	45-49	4	321
Berowra	45-49	5	64
Berowra	45-49	6	34
Berowra	50-54		210
Berowra	50-54	0	546
Berowra	50-54	1	777
Berowra	50-54	2	2489
Berowra	50-54	3	1223
Berowra	50-54	4	357
Berowra	50-54	5	68
Berowra	50-54	6	33
Berowra	55-59		201
Berowra	55-59	0	526
Berowra	55-59	1	736
Berowra	55-59	2	2180
Berowra	55-59	3	1201
Berowra	55-59	4	336
Berowra	55-59	5	76
Berowra	55-59	6	44
Berowra	60-64		176
Berowra	60-64	0	415
Berowra	60-64	1	628
Berowra	60-64	2	1754
Berowra	60-64	3	1026
Berowra	60-64	4	308
Berowra	60-64	5	70
Berowra	60-64	6	41
Berowra	65-69		175
Berowra	65-69	0	355
Berowra	65-69	1	445
Berowra	65-69	2	1650
Berowra	65-69	3	961
Berowra	65-69	4	334
Berowra	65-69	5	82
Berowra	65-69	6	32
Berowra	70-74		145
Berowra	70-74	0	281
Berowra	70-74	1	252
Berowra	70-74	2	1152
Berowra	70-74	3	815
Berowra	70-74	4	291
Berowra	70-74	5	66
Berowra	70-74	6	32
Berowra	75-79		144
Berowra	75-79	0	164
Berowra	75-79	1	155
Berowra	75-79	2	721
Berowra	75-79	3	647
Berowra	75-79	4	278
Berowra	75-79	5	94
Berowra	75-79	6	53
Berowra	80-84		153
Berowra	80-84	0	118
Berowra	80-84	1	101
Berowra	80-84	2	451
Berowra	80-84	3	411
Berowra	80-84	4	230
Berowra	80-84	5	83
Berowra	80-84	6	48
Berowra	85+		514
Berowra	85+	0	182
Berowra	85+	1	202
Berowra	85+	2	532
Berowra	85+	3	445
Berowra	85+	4	258
Berowra	85+	5	100
Berowra	85+	6	106
Blaxland	15-19		880
Blaxland	15-19	0	4576
Blaxland	15-19	1	44
Blaxland	15-19	2	6
Blaxland	20-24		826
Blaxland	20-24	0	4890
Blaxland	20-24	1	568
Blaxland	20-24	2	240
Blaxland	20-24	3	56
Blaxland	20-24	4	11
Blaxland	20-24	6	5
Blaxland	25-29		686
Blaxland	25-29	0	3838
Blaxland	25-29	1	1383
Blaxland	25-29	2	1062
Blaxland	25-29	3	404
Blaxland	25-29	4	111
Blaxland	25-29	5	24
Blaxland	25-29	6	8
Blaxland	30-34		520
Blaxland	30-34	0	2002
Blaxland	30-34	1	1271
Blaxland	30-34	2	1509
Blaxland	30-34	3	922
Blaxland	30-34	4	367
Blaxland	30-34	5	122
Blaxland	30-34	6	45
Blaxland	35-39		409
Blaxland	35-39	0	942
Blaxland	35-39	1	851
Blaxland	35-39	2	1480
Blaxland	35-39	3	1034
Blaxland	35-39	4	541
Blaxland	35-39	5	222
Blaxland	35-39	6	121
Blaxland	40-44		372
Blaxland	40-44	0	733
Blaxland	40-44	1	772
Blaxland	40-44	2	1532
Blaxland	40-44	3	946
Blaxland	40-44	4	507
Blaxland	40-44	5	254
Blaxland	40-44	6	184
Blaxland	45-49		392
Blaxland	45-49	0	662
Blaxland	45-49	1	730
Blaxland	45-49	2	1568
Blaxland	45-49	3	917
Blaxland	45-49	4	477
Blaxland	45-49	5	228
Blaxland	45-49	6	198
Blaxland	50-54		356
Blaxland	50-54	0	623
Blaxland	50-54	1	741
Blaxland	50-54	2	1558
Blaxland	50-54	3	918
Blaxland	50-54	4	481
Blaxland	50-54	5	229
Blaxland	50-54	6	193
Blaxland	55-59		341
Blaxland	55-59	0	608
Blaxland	55-59	1	785
Blaxland	55-59	2	1434
Blaxland	55-59	3	835
Blaxland	55-59	4	439
Blaxland	55-59	5	202
Blaxland	55-59	6	198
Blaxland	60-64		257
Blaxland	60-64	0	470
Blaxland	60-64	1	590
Blaxland	60-64	2	1187
Blaxland	60-64	3	757
Blaxland	60-64	4	376
Blaxland	60-64	5	185
Blaxland	60-64	6	180
Blaxland	65-69		245
Blaxland	65-69	0	366
Blaxland	65-69	1	348
Blaxland	65-69	2	996
Blaxland	65-69	3	686
Blaxland	65-69	4	334
Blaxland	65-69	5	153
Blaxland	65-69	6	170
Blaxland	70-74		172
Blaxland	70-74	0	191
Blaxland	70-74	1	233
Blaxland	70-74	2	685
Blaxland	70-74	3	510
Blaxland	70-74	4	261
Blaxland	70-74	5	119
Blaxland	70-74	6	146
Blaxland	75-79		198
Blaxland	75-79	0	148
Blaxland	75-79	1	166
Blaxland	75-79	2	548
Blaxland	75-79	3	364
Blaxland	75-79	4	241
Blaxland	75-79	5	119
Blaxland	75-79	6	199
Blaxland	80-84		159
Blaxland	80-84	0	107
Blaxland	80-84	1	116
Blaxland	80-84	2	369
Blaxland	80-84	3	287
Blaxland	80-84	4	213
Blaxland	80-84	5	108
Blaxland	80-84	6	195
Blaxland	85+		318
Blaxland	85+	0	177
Blaxland	85+	1	194
Blaxland	85+	2	457
Blaxland	85+	3	337
Blaxland	85+	4	200
Blaxland	85+	5	132
Blaxland	85+	6	251
Bradfield	15-19		501
Bradfield	15-19	0	5150
Bradfield	15-19	1	3
Bradfield	20-24		364
Bradfield	20-24	0	4129
Bradfield	20-24	1	59
Bradfield	20-24	2	16
Bradfield	20-24	3	3
Bradfield	25-29		271
Bradfield	25-29	0	3147
Bradfield	25-29	1	363
Bradfield	25-29	2	148
Bradfield	25-29	3	26
Bradfield	30-34		245
Bradfield	30-34	0	2114
Bradfield	30-34	1	1435
Bradfield	30-34	2	953
Bradfield	30-34	3	195
Bradfield	30-34	4	22
Bradfield	30-34	5	4
Bradfield	35-39		220
Bradfield	35-39	0	1119
Bradfield	35-39	1	1311
Bradfield	35-39	2	2259
Bradfield	35-39	3	642
Bradfield	35-39	4	106
Bradfield	35-39	5	15
Bradfield	35-39	6	4
Bradfield	40-44		229
Bradfield	40-44	0	775
Bradfield	40-44	1	1159
Bradfield	40-44	2	2743
Bradfield	40-44	3	1042
Bradfield	40-44	4	218
Bradfield	40-44	5	28
Bradfield	40-44	6	5
Bradfield	45-49		259
Bradfield	45-49	0	663
Bradfield	45-49	1	1068
Bradfield	45-49	2	2864
Bradfield	45-49	3	1345
Bradfield	45-49	4	290
Bradfield	45-49	5	58
Bradfield	45-49	6	21
Bradfield	50-54		219
Bradfield	50-54	0	625
Bradfield	50-54	1	975
Bradfield	50-54	2	2573
Bradfield	50-54	3	1185
Bradfield	50-54	4	270
Bradfield	50-54	5	52
Bradfield	50-54	6	22
Bradfield	55-59		168
Bradfield	55-59	0	547
Bradfield	55-59	1	836
Bradfield	55-59	2	2034
Bradfield	55-59	3	1015
Bradfield	55-59	4	270
Bradfield	55-59	5	47
Bradfield	55-59	6	22
Bradfield	60-64		170
Bradfield	60-64	0	478
Bradfield	60-64	1	749
Bradfield	60-64	2	1673
Bradfield	60-64	3	826
Bradfield	60-64	4	261
Bradfield	60-64	5	71
Bradfield	60-64	6	23
Bradfield	65-69		169
Bradfield	65-69	0	405
Bradfield	65-69	1	513
Bradfield	65-69	2	1601
Bradfield	65-69	3	895
Bradfield	65-69	4	245
Bradfield	65-69	5	41
Bradfield	65-69	6	34
Bradfield	70-74		175
Bradfield	70-74	0	318
Bradfield	70-74	1	300
Bradfield	70-74	2	1291
Bradfield	70-74	3	802
Bradfield	70-74	4	253
Bradfield	70-74	5	63
Bradfield	70-74	6	31
Bradfield	75-79		164
Bradfield	75-79	0	218
Bradfield	75-79	1	202
Bradfield	75-79	2	853
Bradfield	75-79	3	748
Bradfield	75-79	4	315
Bradfield	75-79	5	105
Bradfield	75-79	6	41
Bradfield	80-84		175
Bradfield	80-84	0	186
Bradfield	80-84	1	162
Bradfield	80-84	2	590
Bradfield	80-84	3	592
Bradfield	80-84	4	300
Bradfield	80-84	5	91
Bradfield	80-84	6	83
Bradfield	85+		525
Bradfield	85+	0	293
Bradfield	85+	1	284
Bradfield	85+	2	825
Bradfield	85+	3	661
Bradfield	85+	4	371
Bradfield	85+	5	145
Bradfield	85+	6	101
Calare	15-19		729
Calare	15-19	0	4160
Calare	15-19	1	88
Calare	15-19	2	15
Calare	15-19	3	5
Calare	15-19	5	3
Calare	15-19	6	3
Calare	20-24		498
Calare	20-24	0	3072
Calare	20-24	1	544
Calare	20-24	2	291
Calare	20-24	3	78
Calare	20-24	4	12
Calare	20-24	5	3
Calare	20-24	6	3
Calare	25-29		363
Calare	25-29	0	2039
Calare	25-29	1	898
Calare	25-29	2	822
Calare	25-29	3	329
Calare	25-29	4	99
Calare	25-29	5	28
Calare	25-29	6	21
Calare	30-34		358
Calare	30-34	0	1121
Calare	30-34	1	848
Calare	30-34	2	1279
Calare	30-34	3	674
Calare	30-34	4	219
Calare	30-34	5	79
Calare	30-34	6	52
Calare	35-39		337
Calare	35-39	0	613
Calare	35-39	1	568
Calare	35-39	2	1445
Calare	35-39	3	992
Calare	35-39	4	370
Calare	35-39	5	111
Calare	35-39	6	97
Calare	40-44		395
Calare	40-44	0	577
Calare	40-44	1	539
Calare	40-44	2	1679
Calare	40-44	3	1162
Calare	40-44	4	436
Calare	40-44	5	155
Calare	40-44	6	121
Calare	45-49		425
Calare	45-49	0	602
Calare	45-49	1	510
Calare	45-49	2	1797
Calare	45-49	3	1206
Calare	45-49	4	483
Calare	45-49	5	156
Calare	45-49	6	113
Calare	50-54		451
Calare	50-54	0	643
Calare	50-54	1	546
Calare	50-54	2	1732
Calare	50-54	3	1257
Calare	50-54	4	538
Calare	50-54	5	166
Calare	50-54	6	109
Calare	55-59		413
Calare	55-59	0	651
Calare	55-59	1	526
Calare	55-59	2	1691
Calare	55-59	3	1296
Calare	55-59	4	624
Calare	55-59	5	171
Calare	55-59	6	94
Calare	60-64		422
Calare	60-64	0	517
Calare	60-64	1	387
Calare	60-64	2	1542
Calare	60-64	3	1221
Calare	60-64	4	528
Calare	60-64	5	156
Calare	60-64	6	87
Calare	65-69		489
Calare	65-69	0	413
Calare	65-69	1	387
Calare	65-69	2	1570
Calare	65-69	3	1168
Calare	65-69	4	586
Calare	65-69	5	172
Calare	65-69	6	93
Calare	70-74		360
Calare	70-74	0	335
Calare	70-74	1	232
Calare	70-74	2	1083
Calare	70-74	3	960
Calare	70-74	4	471
Calare	70-74	5	171
Calare	70-74	6	128
Calare	75-79		320
Calare	75-79	0	231
Calare	75-79	1	138
Calare	75-79	2	604
Calare	75-79	3	647
Calare	75-79	4	440
Calare	75-79	5	188
Calare	75-79	6	180
Calare	80-84		265
Calare	80-84	0	181
Calare	80-84	1	130
Calare	80-84	2	387
Calare	80-84	3	468
Calare	80-84	4	347
Calare	80-84	5	179
Calare	80-84	6	183
Calare	85+		334
Calare	85+	0	189
Calare	85+	1	175
Calare	85+	2	489
Calare	85+	3	445
Calare	85+	4	347
Calare	85+	5	170
Calare	85+	6	182
Chifley	15-19		831
Chifley	15-19	0	5105
Chifley	15-19	1	108
Chifley	15-19	2	19
Chifley	15-19	3	8
Chifley	15-19	6	3
Chifley	20-24		578
Chifley	20-24	0	4536
Chifley	20-24	1	676
Chifley	20-24	2	293
Chifley	20-24	3	80
Chifley	20-24	4	16
Chifley	20-24	5	5
Chifley	20-24	6	3
Chifley	25-29		517
Chifley	25-29	0	3219
Chifley	25-29	1	1329
Chifley	25-29	2	899
Chifley	25-29	3	370
Chifley	25-29	4	142
Chifley	25-29	5	46
Chifley	25-29	6	30
Chifley	30-34		453
Chifley	30-34	0	1695
Chifley	30-34	1	1643
Chifley	30-34	2	1904
Chifley	30-34	3	830
Chifley	30-34	4	331
Chifley	30-34	5	114
Chifley	30-34	6	78
Chifley	35-39		388
Chifley	35-39	0	838
Chifley	35-39	1	1033
Chifley	35-39	2	2037
Chifley	35-39	3	1049
Chifley	35-39	4	459
Chifley	35-39	5	181
Chifley	35-39	6	180
Chifley	40-44		319
Chifley	40-44	0	666
Chifley	40-44	1	742
Chifley	40-44	2	1858
Chifley	40-44	3	1146
Chifley	40-44	4	555
Chifley	40-44	5	224
Chifley	40-44	6	219
Chifley	45-49		330
Chifley	45-49	0	559
Chifley	45-49	1	741
Chifley	45-49	2	1735
Chifley	45-49	3	1103
Chifley	45-49	4	544
Chifley	45-49	5	258
Chifley	45-49	6	201
Chifley	50-54		313
Chifley	50-54	0	539
Chifley	50-54	1	585
Chifley	50-54	2	1685
Chifley	50-54	3	1171
Chifley	50-54	4	553
Chifley	50-54	5	193
Chifley	50-54	6	192
Chifley	55-59		327
Chifley	55-59	0	454
Chifley	55-59	1	551
Chifley	55-59	2	1495
Chifley	55-59	3	1153
Chifley	55-59	4	547
Chifley	55-59	5	198
Chifley	55-59	6	178
Chifley	60-64		276
Chifley	60-64	0	316
Chifley	60-64	1	385
Chifley	60-64	2	1303
Chifley	60-64	3	1002
Chifley	60-64	4	494
Chifley	60-64	5	206
Chifley	60-64	6	171
Chifley	65-69		290
Chifley	65-69	0	236
Chifley	65-69	1	308
Chifley	65-69	2	1025
Chifley	65-69	3	875
Chifley	65-69	4	500
Chifley	65-69	5	181
Chifley	65-69	6	154
Chifley	70-74		236
Chifley	70-74	0	142
Chifley	70-74	1	166
Chifley	70-74	2	629
Chifley	70-74	3	576
Chifley	70-74	4	369
Chifley	70-74	5	141
Chifley	70-74	6	143
Chifley	75-79		164
Chifley	75-79	0	99
Chifley	75-79	1	136
Chifley	75-79	2	384
Chifley	75-79	3	377
Chifley	75-79	4	263
Chifley	75-79	5	133
Chifley	75-79	6	167
Chifley	80-84		124
Chifley	80-84	0	64
Chifley	80-84	1	87
Chifley	80-84	2	236
Chifley	80-84	3	245
Chifley	80-84	4	170
Chifley	80-84	5	115
Chifley	80-84	6	171
Chifley	85+		109
Chifley	85+	0	117
Chifley	85+	1	131
Chifley	85+	2	261
Chifley	85+	3	209
Chifley	85+	4	172
Chifley	85+	5	114
Chifley	85+	6	208
Cook	15-19		363
Cook	15-19	0	3512
Cook	15-19	1	7
Cook	15-19	2	4
Cook	20-24		285
Cook	20-24	0	3331
Cook	20-24	1	103
Cook	20-24	2	20
Cook	20-24	3	7
Cook	25-29		372
Cook	25-29	0	3177
Cook	25-29	1	538
Cook	25-29	2	226
Cook	25-29	3	43
Cook	25-29	4	8
Cook	30-34		286
Cook	30-34	0	1931
Cook	30-34	1	1068
Cook	30-34	2	911
Cook	30-34	3	274
Cook	30-34	4	52
Cook	30-34	5	4
Cook	35-39		271
Cook	35-39	0	957
Cook	35-39	1	817
Cook	35-39	2	1663
Cook	35-39	3	727
Cook	35-39	4	164
Cook	35-39	5	17
Cook	35-39	6	6
Cook	40-44		256
Cook	40-44	0	781
Cook	40-44	1	749
Cook	40-44	2	2049
Cook	40-44	3	981
Cook	40-44	4	229
Cook	40-44	5	46
Cook	40-44	6	16
Cook	45-49		240
Cook	45-49	0	780
Cook	45-49	1	771
Cook	45-49	2	2027
Cook	45-49	3	977
Cook	45-49	4	283
Cook	45-49	5	44
Cook	45-49	6	23
Cook	50-54		239
Cook	50-54	0	736
Cook	50-54	1	666
Cook	50-54	2	1828
Cook	50-54	3	954
Cook	50-54	4	263
Cook	50-54	5	59
Cook	50-54	6	34
Cook	55-59		253
Cook	55-59	0	660
Cook	55-59	1	580
Cook	55-59	2	1793
Cook	55-59	3	997
Cook	55-59	4	263
Cook	55-59	5	67
Cook	55-59	6	19
Cook	60-64		225
Cook	60-64	0	484
Cook	60-64	1	478
Cook	60-64	2	1627
Cook	60-64	3	977
Cook	60-64	4	311
Cook	60-64	5	50
Cook	60-64	6	25
Cook	65-69		213
Cook	65-69	0	375
Cook	65-69	1	365
Cook	65-69	2	1533
Cook	65-69	3	902
Cook	65-69	4	288
Cook	65-69	5	50
Cook	65-69	6	30
Cook	70-74		171
Cook	70-74	0	281
Cook	70-74	1	292
Cook	70-74	2	1220
Cook	70-74	3	835
Cook	70-74	4	262
Cook	70-74	5	84
Cook	70-74	6	40
Cook	75-79		151
Cook	75-79	0	178
Cook	75-79	1	211
Cook	75-79	2	901
Cook	75-79	3	669
Cook	75-79	4	302
Cook	75-79	5	80
Cook	75-79	6	52
Cook	80-84		157
Cook	80-84	0	173
Cook	80-84	1	167
Cook	80-84	2	662
Cook	80-84	3	527
Cook	80-84	4	271
Cook	80-84	5	100
Cook	80-84	6	89
Cook	85+		324
Cook	85+	0	220
Cook	85+	1	280
Cook	85+	2	879
Cook	85+	3	628
Cook	85+	4	347
Cook	85+	5	122
Cook	85+	6	104
Cowper	15-19		587
Cowper	15-19	0	3769
Cowper	15-19	1	63
Cowper	15-19	2	13
Cowper	15-19	3	3
Cowper	20-24		325
Cowper	20-24	0	2482
Cowper	20-24	1	440
Cowper	20-24	2	203
Cowper	20-24	3	61
Cowper	20-24	4	11
Cowper	20-24	5	3
Cowper	25-29		336
Cowper	25-29	0	1738
Cowper	25-29	1	701
Cowper	25-29	2	642
Cowper	25-29	3	249
Cowper	25-29	4	65
Cowper	25-29	5	24
Cowper	25-29	6	5
Cowper	30-34		276
Cowper	30-34	0	935
Cowper	30-34	1	764
Cowper	30-34	2	1101
Cowper	30-34	3	517
Cowper	30-34	4	216
Cowper	30-34	5	57
Cowper	30-34	6	35
Cowper	35-39		264
Cowper	35-39	0	633
Cowper	35-39	1	578
Cowper	35-39	2	1287
Cowper	35-39	3	769
Cowper	35-39	4	269
Cowper	35-39	5	105
Cowper	35-39	6	79
Cowper	40-44		281
Cowper	40-44	0	539
Cowper	40-44	1	588
Cowper	40-44	2	1657
Cowper	40-44	3	1001
Cowper	40-44	4	442
Cowper	40-44	5	137
Cowper	40-44	6	96
Cowper	45-49		348
Cowper	45-49	0	648
Cowper	45-49	1	666
Cowper	45-49	2	1770
Cowper	45-49	3	1061
Cowper	45-49	4	416
Cowper	45-49	5	164
Cowper	45-49	6	92
Cowper	50-54		427
Cowper	50-54	0	771
Cowper	50-54	1	648
Cowper	50-54	2	1897
Cowper	50-54	3	1193
Cowper	50-54	4	511
Cowper	50-54	5	185
Cowper	50-54	6	113
Cowper	55-59		427
Cowper	55-59	0	855
Cowper	55-59	1	668
Cowper	55-59	2	2045
Cowper	55-59	3	1452
Cowper	55-59	4	598
Cowper	55-59	5	182
Cowper	55-59	6	111
Cowper	60-64		435
Cowper	60-64	0	739
Cowper	60-64	1	607
Cowper	60-64	2	1978
Cowper	60-64	3	1494
Cowper	60-64	4	570
Cowper	60-64	5	148
Cowper	60-64	6	79
Cowper	65-69		485
Cowper	65-69	0	663
