CED_NAME16	Age	HoursHousekeeping	Sex	adults
Warringah	20-24	<5	M	1562
Warringah	20-24	5-14	F	625
Warringah	20-24	5-14	M	360
Warringah	20-24	15-29	F	69
Warringah	20-24	15-29	M	35
Warringah	20-24	30+	F	26
Warringah	20-24	30+	M	26
Warringah	25-34		F	841
Warringah	25-34		M	840
Warringah	25-34	0	F	1474
Warringah	25-34	0	M	2161
Warringah	25-34	<5	F	3994
Warringah	25-34	<5	M	4464
Warringah	25-34	5-14	F	3390
Warringah	25-34	5-14	M	2205
Warringah	25-34	15-29	F	866
Warringah	25-34	15-29	M	236
Warringah	25-34	30+	F	812
Warringah	25-34	30+	M	85
Warringah	35-44		F	791
Warringah	35-44		M	811
Warringah	35-44	0	F	799
Warringah	35-44	0	M	1596
Warringah	35-44	<5	F	2241
Warringah	35-44	<5	M	4530
Warringah	35-44	5-14	F	3945
Warringah	35-44	5-14	M	3888
Warringah	35-44	15-29	F	2388
Warringah	35-44	15-29	M	682
Warringah	35-44	30+	F	2339
Warringah	35-44	30+	M	222
Warringah	45-54		F	626
Warringah	45-54		M	668
Warringah	45-54	0	F	676
Warringah	45-54	0	M	1378
Warringah	45-54	<5	F	1665
Warringah	45-54	<5	M	3604
Warringah	45-54	5-14	F	4058
Warringah	45-54	5-14	M	3696
Warringah	45-54	15-29	F	2470
Warringah	45-54	15-29	M	745
Warringah	45-54	30+	F	1619
Warringah	45-54	30+	M	248
Warringah	55-64		F	537
Warringah	55-64		M	530
Warringah	55-64	0	F	794
Warringah	55-64	0	M	1192
Warringah	55-64	<5	F	1262
Warringah	55-64	<5	M	2450
Warringah	55-64	5-14	F	2973
Warringah	55-64	5-14	M	2557
Warringah	55-64	15-29	F	1633
Warringah	55-64	15-29	M	610
Warringah	55-64	30+	F	865
Warringah	55-64	30+	M	185
Warringah	65-74		F	496
Warringah	65-74		M	418
Warringah	65-74	0	F	946
Warringah	65-74	0	M	1204
Warringah	65-74	<5	F	696
Warringah	65-74	<5	M	1412
Warringah	65-74	5-14	F	1890
Warringah	65-74	5-14	M	1774
Warringah	65-74	15-29	F	1474
Warringah	65-74	15-29	M	597
Warringah	65-74	30+	F	958
Warringah	65-74	30+	M	244
Warringah	75-84		F	409
Warringah	75-84		M	308
Warringah	75-84	0	F	855
Warringah	75-84	0	M	779
Warringah	75-84	<5	F	380
Warringah	75-84	<5	M	531
Warringah	75-84	5-14	F	859
Warringah	75-84	5-14	M	765
Warringah	75-84	15-29	F	657
Warringah	75-84	15-29	M	326
Warringah	75-84	30+	F	486
Warringah	75-84	30+	M	178
Warringah	85+		F	505
Warringah	85+		M	229
Warringah	85+	0	F	836
Warringah	85+	0	M	474
Warringah	85+	<5	F	261
Warringah	85+	<5	M	165
Warringah	85+	5-14	F	336
Warringah	85+	5-14	M	244
Warringah	85+	15-29	F	171
Warringah	85+	15-29	M	121
Warringah	85+	30+	F	139
Warringah	85+	30+	M	59
Watson	15-19		F	432
Watson	15-19		M	493
Watson	15-19	0	F	2154
Watson	15-19	0	M	2906
Watson	15-19	<5	F	1910
Watson	15-19	<5	M	1757
Watson	15-19	5-14	F	650
Watson	15-19	5-14	M	406
Watson	15-19	15-29	F	96
Watson	15-19	15-29	M	36
Watson	15-19	30+	F	28
Watson	15-19	30+	M	20
Watson	20-24		F	471
Watson	20-24		M	491
Watson	20-24	0	F	2228
Watson	20-24	0	M	3357
Watson	20-24	<5	F	1874
Watson	20-24	<5	M	1981
Watson	20-24	5-14	F	1139
Watson	20-24	5-14	M	725
Watson	20-24	15-29	F	324
Watson	20-24	15-29	M	140
Watson	20-24	30+	F	284
Watson	20-24	30+	M	57
Watson	25-34		F	1057
Watson	25-34		M	1276
Watson	25-34	0	F	3702
Watson	25-34	0	M	6095
Watson	25-34	<5	F	2665
Watson	25-34	<5	M	4288
Watson	25-34	5-14	F	3152
Watson	25-34	5-14	M	2687
Watson	25-34	15-29	F	1567
Watson	25-34	15-29	M	491
Watson	25-34	30+	F	2262
Watson	25-34	30+	M	253
Watson	35-44		F	812
Watson	35-44		M	913
Watson	35-44	0	F	2408
Watson	35-44	0	M	3901
Watson	35-44	<5	F	1283
Watson	35-44	<5	M	3373
Watson	35-44	5-14	F	2777
Watson	35-44	5-14	M	2839
Watson	35-44	15-29	F	1844
Watson	35-44	15-29	M	767
Watson	35-44	30+	F	2739
Watson	35-44	30+	M	341
Watson	45-54		F	776
Watson	45-54		M	838
Watson	45-54	0	F	2365
Watson	45-54	0	M	3684
Watson	45-54	<5	F	1196
Watson	45-54	<5	M	2733
Watson	45-54	5-14	F	2928
Watson	45-54	5-14	M	2491
Watson	45-54	15-29	F	1932
Watson	45-54	15-29	M	652
Watson	45-54	30+	F	1999
Watson	45-54	30+	M	346
Watson	55-64		F	617
Watson	55-64		M	595
Watson	55-64	0	F	2254
Watson	55-64	0	M	3217
Watson	55-64	<5	F	996
Watson	55-64	<5	M	1986
Watson	55-64	5-14	F	2162
Watson	55-64	5-14	M	1977
Watson	55-64	15-29	F	1551
Watson	55-64	15-29	M	567
Watson	55-64	30+	F	1422
Watson	55-64	30+	M	290
Watson	65-74		F	516
Watson	65-74		M	491
Watson	65-74	0	F	1651
Watson	65-74	0	M	2317
Watson	65-74	<5	F	540
Watson	65-74	<5	M	1057
Watson	65-74	5-14	F	1229
Watson	65-74	5-14	M	1168
Watson	65-74	15-29	F	948
Watson	65-74	15-29	M	448
Watson	65-74	30+	F	979
Watson	65-74	30+	M	280
Watson	75-84		F	431
Watson	75-84		M	356
Watson	75-84	0	F	1472
Watson	75-84	0	M	1475
Watson	75-84	<5	F	439
Watson	75-84	<5	M	509
Watson	75-84	5-14	F	747
Watson	75-84	5-14	M	632
Watson	75-84	15-29	F	526
Watson	75-84	15-29	M	295
Watson	75-84	30+	F	469
Watson	75-84	30+	M	158
Watson	85+		F	273
Watson	85+		M	154
Watson	85+	0	F	1164
Watson	85+	0	M	722
Watson	85+	<5	F	216
Watson	85+	<5	M	171
Watson	85+	5-14	F	242
Watson	85+	5-14	M	155
Watson	85+	15-29	F	140
Watson	85+	15-29	M	63
Watson	85+	30+	F	87
Watson	85+	30+	M	52
Wentworth	15-19		F	250
Wentworth	15-19		M	289
Wentworth	15-19	0	F	1146
Wentworth	15-19	0	M	1260
Wentworth	15-19	<5	F	1317
Wentworth	15-19	<5	M	1194
Wentworth	15-19	5-14	F	167
Wentworth	15-19	5-14	M	127
Wentworth	15-19	15-29	F	11
Wentworth	15-19	15-29	M	3
Wentworth	15-19	30+	F	6
Wentworth	15-19	30+	M	4
Wentworth	20-24		F	473
Wentworth	20-24		M	429
Wentworth	20-24	0	F	1046
Wentworth	20-24	0	M	1352
Wentworth	20-24	<5	F	1974
Wentworth	20-24	<5	M	1496
Wentworth	20-24	5-14	F	687
Wentworth	20-24	5-14	M	370
Wentworth	20-24	15-29	F	81
Wentworth	20-24	15-29	M	22
Wentworth	20-24	30+	F	24
Wentworth	20-24	30+	M	20
Wentworth	25-34		F	1979
Wentworth	25-34		M	1762
Wentworth	25-34	0	F	2426
Wentworth	25-34	0	M	3265
Wentworth	25-34	<5	F	6742
Wentworth	25-34	<5	M	6313
Wentworth	25-34	5-14	F	4045
Wentworth	25-34	5-14	M	2596
Wentworth	25-34	15-29	F	777
Wentworth	25-34	15-29	M	218
Wentworth	25-34	30+	F	653
Wentworth	25-34	30+	M	79
Wentworth	35-44		F	1187
Wentworth	35-44		M	1232
Wentworth	35-44	0	F	951
Wentworth	35-44	0	M	1805
Wentworth	35-44	<5	F	2817
Wentworth	35-44	<5	M	4785
Wentworth	35-44	5-14	F	3644
Wentworth	35-44	5-14	M	3411
Wentworth	35-44	15-29	F	1856
Wentworth	35-44	15-29	M	557
Wentworth	35-44	30+	F	1809
Wentworth	35-44	30+	M	160
Wentworth	45-54		F	873
Wentworth	45-54		M	928
Wentworth	45-54	0	F	704
Wentworth	45-54	0	M	1451
Wentworth	45-54	<5	F	1639
Wentworth	45-54	<5	M	3283
Wentworth	45-54	5-14	F	3293
Wentworth	45-54	5-14	M	2723
Wentworth	45-54	15-29	F	1761
Wentworth	45-54	15-29	M	563
Wentworth	45-54	30+	F	1070
Wentworth	45-54	30+	M	175
Wentworth	55-64		F	716
Wentworth	55-64		M	687
Wentworth	55-64	0	F	757
Wentworth	55-64	0	M	1295
Wentworth	55-64	<5	F	1304
Wentworth	55-64	<5	M	2217
Wentworth	55-64	5-14	F	2651
Wentworth	55-64	5-14	M	2008
Wentworth	55-64	15-29	F	1228
Wentworth	55-64	15-29	M	396
Wentworth	55-64	30+	F	637
Wentworth	55-64	30+	M	138
Wentworth	65-74		F	721
Wentworth	65-74		M	624
Wentworth	65-74	0	F	972
Wentworth	65-74	0	M	1444
Wentworth	65-74	<5	F	834
Wentworth	65-74	<5	M	1418
Wentworth	65-74	5-14	F	1899
Wentworth	65-74	5-14	M	1478
Wentworth	65-74	15-29	F	1148
Wentworth	65-74	15-29	M	419
Wentworth	65-74	30+	F	634
Wentworth	65-74	30+	M	163
Wentworth	75-84		F	673
Wentworth	75-84		M	475
Wentworth	75-84	0	F	904
Wentworth	75-84	0	M	933
Wentworth	75-84	<5	F	405
Wentworth	75-84	<5	M	576
Wentworth	75-84	5-14	F	821
Wentworth	75-84	5-14	M	610
Wentworth	75-84	15-29	F	523
Wentworth	75-84	15-29	M	212
Wentworth	75-84	30+	F	389
Wentworth	75-84	30+	M	83
Wentworth	85+		F	623
Wentworth	85+		M	306
Wentworth	85+	0	F	1068
Wentworth	85+	0	M	581
Wentworth	85+	<5	F	255
Wentworth	85+	<5	M	202
Wentworth	85+	5-14	F	332
Wentworth	85+	5-14	M	225
Wentworth	85+	15-29	F	134
Wentworth	85+	15-29	M	64
Wentworth	85+	30+	F	87
Wentworth	85+	30+	M	42
Werriwa	15-19		F	547
Werriwa	15-19		M	657
Werriwa	15-19	0	F	2505
Werriwa	15-19	0	M	3314
Werriwa	15-19	<5	F	2211
Werriwa	15-19	<5	M	2241
Werriwa	15-19	5-14	F	860
Werriwa	15-19	5-14	M	571
Werriwa	15-19	15-29	F	158
Werriwa	15-19	15-29	M	56
Werriwa	15-19	30+	F	49
Werriwa	15-19	30+	M	38
Werriwa	20-24		F	424
Werriwa	20-24		M	487
Werriwa	20-24	0	F	2102
Werriwa	20-24	0	M	2956
Werriwa	20-24	<5	F	1953
Werriwa	20-24	<5	M	1907
Werriwa	20-24	5-14	F	1172
Werriwa	20-24	5-14	M	703
Werriwa	20-24	15-29	F	300
Werriwa	20-24	15-29	M	121
Werriwa	20-24	30+	F	204
Werriwa	20-24	30+	M	53
Werriwa	25-34		F	846
Werriwa	25-34		M	895
Werriwa	25-34	0	F	2819
Werriwa	25-34	0	M	4344
Werriwa	25-34	<5	F	2224
Werriwa	25-34	<5	M	3298
Werriwa	25-34	5-14	F	2896
Werriwa	25-34	5-14	M	2072
Werriwa	25-34	15-29	F	1421
Werriwa	25-34	15-29	M	399
Werriwa	25-34	30+	F	2063
Werriwa	25-34	30+	M	194
Werriwa	35-44		F	828
Werriwa	35-44		M	845
Werriwa	35-44	0	F	2703
Werriwa	35-44	0	M	3790
Werriwa	35-44	<5	F	1102
Werriwa	35-44	<5	M	3082
Werriwa	35-44	5-14	F	3072
Werriwa	35-44	5-14	M	2767
Werriwa	35-44	15-29	F	2149
Werriwa	35-44	15-29	M	693
Werriwa	35-44	30+	F	2800
Werriwa	35-44	30+	M	353
Werriwa	45-54		F	811
Werriwa	45-54		M	873
Werriwa	45-54	0	F	2470
Werriwa	45-54	0	M	3903
Werriwa	45-54	<5	F	1129
Werriwa	45-54	<5	M	2879
Werriwa	45-54	5-14	F	3133
Werriwa	45-54	5-14	M	2814
Werriwa	45-54	15-29	F	2137
Werriwa	45-54	15-29	M	652
Werriwa	45-54	30+	F	2040
Werriwa	45-54	30+	M	366
Werriwa	55-64		F	686
Werriwa	55-64		M	710
Werriwa	55-64	0	F	2240
Werriwa	55-64	0	M	3221
Werriwa	55-64	<5	F	978
Werriwa	55-64	<5	M	2056
Werriwa	55-64	5-14	F	2221
Werriwa	55-64	5-14	M	2067
Werriwa	55-64	15-29	F	1487
Werriwa	55-64	15-29	M	571
Werriwa	55-64	30+	F	1537
Werriwa	55-64	30+	M	329
Werriwa	65-74		F	584
Werriwa	65-74		M	515
Werriwa	65-74	0	F	1595
Werriwa	65-74	0	M	2018
Werriwa	65-74	<5	F	518
Werriwa	65-74	<5	M	877
Werriwa	65-74	5-14	F	966
Werriwa	65-74	5-14	M	1014
Werriwa	65-74	15-29	F	767
Werriwa	65-74	15-29	M	431
Werriwa	65-74	30+	F	811
Werriwa	65-74	30+	M	261
Werriwa	75-84		F	467
Werriwa	75-84		M	365
Werriwa	75-84	0	F	1090
Werriwa	75-84	0	M	954
Werriwa	75-84	<5	F	282
Werriwa	75-84	<5	M	326
Werriwa	75-84	5-14	F	440
Werriwa	75-84	5-14	M	352
Werriwa	75-84	15-29	F	262
Werriwa	75-84	15-29	M	171
Werriwa	75-84	30+	F	297
Werriwa	75-84	30+	M	138
Werriwa	85+		F	285
Werriwa	85+		M	133
Werriwa	85+	0	F	574
Werriwa	85+	0	M	336
Werriwa	85+	<5	F	104
Werriwa	85+	<5	M	59
Werriwa	85+	5-14	F	102
Werriwa	85+	5-14	M	54
Werriwa	85+	15-29	F	53
Werriwa	85+	15-29	M	32
Werriwa	85+	30+	F	39
Werriwa	85+	30+	M	16
Whitlam	15-19		F	382
Whitlam	15-19		M	422
Whitlam	15-19	0	F	1771
Whitlam	15-19	0	M	2202
Whitlam	15-19	<5	F	2298
Whitlam	15-19	<5	M	2079
Whitlam	15-19	5-14	F	484
Whitlam	15-19	5-14	M	329
Whitlam	15-19	15-29	F	61
Whitlam	15-19	15-29	M	30
Whitlam	15-19	30+	F	29
Whitlam	15-19	30+	M	12
Whitlam	20-24		F	251
Whitlam	20-24		M	263
Whitlam	20-24	0	F	1006
Whitlam	20-24	0	M	1753
Whitlam	20-24	<5	F	1463
Whitlam	20-24	<5	M	1630
Whitlam	20-24	5-14	F	986
Whitlam	20-24	5-14	M	544
Whitlam	20-24	15-29	F	273
Whitlam	20-24	15-29	M	83
Whitlam	20-24	30+	F	188
Whitlam	20-24	30+	M	33
Whitlam	25-34		F	432
Whitlam	25-34		M	526
Whitlam	25-34	0	F	959
Whitlam	25-34	0	M	2037
Whitlam	25-34	<5	F	1371
Whitlam	25-34	<5	M	2714
Whitlam	25-34	5-14	F	2705
Whitlam	25-34	5-14	M	2176
Whitlam	25-34	15-29	F	1389
Whitlam	25-34	15-29	M	446
Whitlam	25-34	30+	F	1682
Whitlam	25-34	30+	M	191
Whitlam	35-44		F	510
Whitlam	35-44		M	552
Whitlam	35-44	0	F	805
Whitlam	35-44	0	M	1678
Whitlam	35-44	<5	F	852
Whitlam	35-44	<5	M	2526
Whitlam	35-44	5-14	F	2960
Whitlam	35-44	5-14	M	2949
Whitlam	35-44	15-29	F	2220
Whitlam	35-44	15-29	M	786
Whitlam	35-44	30+	F	2156
Whitlam	35-44	30+	M	335
Whitlam	45-54		F	603
Whitlam	45-54		M	672
Whitlam	45-54	0	F	1093
Whitlam	45-54	0	M	2011
Whitlam	45-54	<5	F	1063
Whitlam	45-54	<5	M	2673
Whitlam	45-54	5-14	F	3586
Whitlam	45-54	5-14	M	3107
Whitlam	45-54	15-29	F	2436
Whitlam	45-54	15-29	M	867
Whitlam	45-54	30+	F	1690
Whitlam	45-54	30+	M	347
Whitlam	55-64		F	667
Whitlam	55-64		M	651
Whitlam	55-64	0	F	1413
Whitlam	55-64	0	M	2153
Whitlam	55-64	<5	F	1077
Whitlam	55-64	<5	M	2175
Whitlam	55-64	5-14	F	3016
Whitlam	55-64	5-14	M	2784
Whitlam	55-64	15-29	F	2127
Whitlam	55-64	15-29	M	923
Whitlam	55-64	30+	F	1810
Whitlam	55-64	30+	M	494
Whitlam	65-74		F	883
Whitlam	65-74		M	756
Whitlam	65-74	0	F	1819
Whitlam	65-74	0	M	2170
Whitlam	65-74	<5	F	552
Whitlam	65-74	<5	M	1204
Whitlam	65-74	5-14	F	1786
Whitlam	65-74	5-14	M	2048
Whitlam	65-74	15-29	F	1866
Whitlam	65-74	15-29	M	1141
Whitlam	65-74	30+	F	1866
Whitlam	65-74	30+	M	672
Whitlam	75-84		F	801
Whitlam	75-84		M	656
Whitlam	75-84	0	F	1562
Whitlam	75-84	0	M	1393
Whitlam	75-84	<5	F	441
Whitlam	75-84	<5	M	550
Whitlam	75-84	5-14	F	919
Whitlam	75-84	5-14	M	935
Whitlam	75-84	15-29	F	779
Whitlam	75-84	15-29	M	509
Whitlam	75-84	30+	F	835
Whitlam	75-84	30+	M	463
Whitlam	85+		F	456
Whitlam	85+		M	266
Whitlam	85+	0	F	1027
Whitlam	85+	0	M	621
Whitlam	85+	<5	F	243
Whitlam	85+	<5	M	155
Whitlam	85+	5-14	F	263
Whitlam	85+	5-14	M	173
Whitlam	85+	15-29	F	141
Whitlam	85+	15-29	M	100
Whitlam	85+	30+	F	114
Whitlam	85+	30+	M	90
No usual address (NSW)	15-19		F	53
No usual address (NSW)	15-19		M	73
No usual address (NSW)	15-19	0	F	66
No usual address (NSW)	15-19	0	M	122
No usual address (NSW)	15-19	<5	F	74
No usual address (NSW)	15-19	<5	M	60
No usual address (NSW)	15-19	5-14	F	23
No usual address (NSW)	15-19	5-14	M	22
No usual address (NSW)	15-19	15-29	F	8
No usual address (NSW)	15-19	15-29	M	3
No usual address (NSW)	15-19	30+	F	3
No usual address (NSW)	20-24		F	137
No usual address (NSW)	20-24		M	166
No usual address (NSW)	20-24	0	F	199
No usual address (NSW)	20-24	0	M	326
No usual address (NSW)	20-24	<5	F	157
No usual address (NSW)	20-24	<5	M	156
No usual address (NSW)	20-24	5-14	F	92
No usual address (NSW)	20-24	5-14	M	69
No usual address (NSW)	20-24	15-29	F	19
No usual address (NSW)	20-24	15-29	M	21
No usual address (NSW)	20-24	30+	F	18
No usual address (NSW)	20-24	30+	M	4
No usual address (NSW)	25-34		F	285
No usual address (NSW)	25-34		M	510
No usual address (NSW)	25-34	0	F	255
No usual address (NSW)	25-34	0	M	584
No usual address (NSW)	25-34	<5	F	243
No usual address (NSW)	25-34	<5	M	292
No usual address (NSW)	25-34	5-14	F	191
No usual address (NSW)	25-34	5-14	M	161
No usual address (NSW)	25-34	15-29	F	58
No usual address (NSW)	25-34	15-29	M	43
No usual address (NSW)	25-34	30+	F	65
No usual address (NSW)	25-34	30+	M	23
No usual address (NSW)	35-44		F	186
No usual address (NSW)	35-44		M	501
No usual address (NSW)	35-44	0	F	124
No usual address (NSW)	35-44	0	M	365
No usual address (NSW)	35-44	<5	F	96
No usual address (NSW)	35-44	<5	M	194
No usual address (NSW)	35-44	5-14	F	107
No usual address (NSW)	35-44	5-14	M	145
No usual address (NSW)	35-44	15-29	F	65
No usual address (NSW)	35-44	15-29	M	40
No usual address (NSW)	35-44	30+	F	54
No usual address (NSW)	35-44	30+	M	22
No usual address (NSW)	45-54		F	183
No usual address (NSW)	45-54		M	462
No usual address (NSW)	45-54	0	F	123
No usual address (NSW)	45-54	0	M	321
No usual address (NSW)	45-54	<5	F	96
No usual address (NSW)	45-54	<5	M	154
No usual address (NSW)	45-54	5-14	F	144
No usual address (NSW)	45-54	5-14	M	136
No usual address (NSW)	45-54	15-29	F	62
No usual address (NSW)	45-54	15-29	M	44
No usual address (NSW)	45-54	30+	F	41
No usual address (NSW)	45-54	30+	M	29
No usual address (NSW)	55-64		F	149
No usual address (NSW)	55-64		M	329
No usual address (NSW)	55-64	0	F	173
No usual address (NSW)	55-64	0	M	317
No usual address (NSW)	55-64	<5	F	116
No usual address (NSW)	55-64	<5	M	138
No usual address (NSW)	55-64	5-14	F	143
No usual address (NSW)	55-64	5-14	M	144
No usual address (NSW)	55-64	15-29	F	95
No usual address (NSW)	55-64	15-29	M	37
No usual address (NSW)	55-64	30+	F	62
No usual address (NSW)	55-64	30+	M	26
No usual address (NSW)	65-74		F	103
No usual address (NSW)	65-74		M	177
No usual address (NSW)	65-74	0	F	126
No usual address (NSW)	65-74	0	M	256
No usual address (NSW)	65-74	<5	F	59
No usual address (NSW)	65-74	<5	M	103
No usual address (NSW)	65-74	5-14	F	92
No usual address (NSW)	65-74	5-14	M	111
No usual address (NSW)	65-74	15-29	F	64
No usual address (NSW)	65-74	15-29	M	51
No usual address (NSW)	65-74	30+	F	32
No usual address (NSW)	65-74	30+	M	23
No usual address (NSW)	75-84		F	40
No usual address (NSW)	75-84		M	53
No usual address (NSW)	75-84	0	F	41
No usual address (NSW)	75-84	0	M	67
No usual address (NSW)	75-84	<5	F	5
No usual address (NSW)	75-84	<5	M	20
No usual address (NSW)	75-84	5-14	F	9
No usual address (NSW)	75-84	5-14	M	12
No usual address (NSW)	75-84	15-29	F	11
No usual address (NSW)	75-84	15-29	M	5
No usual address (NSW)	75-84	30+	F	10
No usual address (NSW)	75-84	30+	M	4
No usual address (NSW)	85+		F	10
No usual address (NSW)	85+		M	10
No usual address (NSW)	85+	0	F	22
No usual address (NSW)	85+	0	M	19
No usual address (NSW)	85+	<5	F	10
Migratory - Offshore - Shipping (NSW)	15-19	0	F	6
Migratory - Offshore - Shipping (NSW)	15-19	0	M	3
Migratory - Offshore - Shipping (NSW)	15-19	5-14	F	3
Migratory - Offshore - Shipping (NSW)	20-24	0	F	3
Migratory - Offshore - Shipping (NSW)	25-34		F	5
Migratory - Offshore - Shipping (NSW)	25-34		M	4
Migratory - Offshore - Shipping (NSW)	25-34	0	F	3
Migratory - Offshore - Shipping (NSW)	25-34	0	M	9
Migratory - Offshore - Shipping (NSW)	25-34	<5	F	3
Migratory - Offshore - Shipping (NSW)	25-34	5-14	F	3
Migratory - Offshore - Shipping (NSW)	25-34	30+	F	4
Migratory - Offshore - Shipping (NSW)	35-44		F	3
Migratory - Offshore - Shipping (NSW)	35-44		M	7
Migratory - Offshore - Shipping (NSW)	35-44	0	F	11
Migratory - Offshore - Shipping (NSW)	35-44	0	M	5
Migratory - Offshore - Shipping (NSW)	35-44	5-14	M	3
Migratory - Offshore - Shipping (NSW)	35-44	30+	F	6
Migratory - Offshore - Shipping (NSW)	45-54		F	9
Migratory - Offshore - Shipping (NSW)	45-54		M	3
Migratory - Offshore - Shipping (NSW)	45-54	0	F	11
Migratory - Offshore - Shipping (NSW)	45-54	0	M	14
Migratory - Offshore - Shipping (NSW)	45-54	<5	M	3
Migratory - Offshore - Shipping (NSW)	45-54	5-14	F	3
Migratory - Offshore - Shipping (NSW)	45-54	15-29	F	3
Migratory - Offshore - Shipping (NSW)	45-54	30+	M	3
Migratory - Offshore - Shipping (NSW)	55-64		F	9
Migratory - Offshore - Shipping (NSW)	55-64		M	5
Migratory - Offshore - Shipping (NSW)	55-64	0	F	18
Migratory - Offshore - Shipping (NSW)	55-64	0	M	11
Migratory - Offshore - Shipping (NSW)	55-64	<5	F	3
Migratory - Offshore - Shipping (NSW)	55-64	5-14	F	8
Migratory - Offshore - Shipping (NSW)	55-64	15-29	F	5
Migratory - Offshore - Shipping (NSW)	55-64	15-29	M	3
Migratory - Offshore - Shipping (NSW)	55-64	30+	F	6
Migratory - Offshore - Shipping (NSW)	55-64	30+	M	3
Migratory - Offshore - Shipping (NSW)	65-74		F	16
Migratory - Offshore - Shipping (NSW)	65-74		M	6
Migratory - Offshore - Shipping (NSW)	65-74	0	F	33
Migratory - Offshore - Shipping (NSW)	65-74	0	M	22
Migratory - Offshore - Shipping (NSW)	65-74	5-14	F	6
Migratory - Offshore - Shipping (NSW)	65-74	5-14	M	6
Migratory - Offshore - Shipping (NSW)	65-74	15-29	F	7
Migratory - Offshore - Shipping (NSW)	65-74	30+	F	9
Migratory - Offshore - Shipping (NSW)	65-74	30+	M	4
Migratory - Offshore - Shipping (NSW)	75-84		F	12
Migratory - Offshore - Shipping (NSW)	75-84		M	8
Migratory - Offshore - Shipping (NSW)	75-84	0	F	6
Migratory - Offshore - Shipping (NSW)	75-84	0	M	6
Migratory - Offshore - Shipping (NSW)	75-84	5-14	F	3
Migratory - Offshore - Shipping (NSW)	75-84	5-14	M	3
Migratory - Offshore - Shipping (NSW)	85+	0	F	4
Migratory - Offshore - Shipping (NSW)	85+	0	M	3
Migratory - Offshore - Shipping (NSW)	85+	<5	M	3
Aston	15-19		F	211
Aston	15-19		M	238
Aston	15-19	0	F	1576
Aston	15-19	0	M	2004
Aston	15-19	<5	F	2160
Aston	15-19	<5	M	2060
Aston	15-19	5-14	F	371
Aston	15-19	5-14	M	250
Aston	15-19	15-29	F	42
Aston	15-19	15-29	M	20
Aston	15-19	30+	F	9
Aston	15-19	30+	M	7
Aston	20-24		F	147
Aston	20-24		M	218
Aston	20-24	0	F	1261
Aston	20-24	0	M	1945
Aston	20-24	<5	F	1999
Aston	20-24	<5	M	1984
Aston	20-24	5-14	F	889
Aston	20-24	5-14	M	520
Aston	20-24	15-29	F	131
Aston	20-24	15-29	M	64
Aston	20-24	30+	F	90
Aston	20-24	30+	M	15
Aston	25-34		F	416
Aston	25-34		M	417
Aston	25-34	0	F	1441
Aston	25-34	0	M	2389
Aston	25-34	<5	F	2303
Aston	25-34	<5	M	3393
Aston	25-34	5-14	F	2684
Aston	25-34	5-14	M	2189
Aston	25-34	15-29	F	1079
Aston	25-34	15-29	M	355
Aston	25-34	30+	F	1203
Aston	25-34	30+	M	119
Aston	35-44		F	376
Aston	35-44		M	423
Aston	35-44	0	F	938
Aston	35-44	0	M	1711
Aston	35-44	<5	F	1035
Aston	35-44	<5	M	2857
Aston	35-44	5-14	F	2911
Aston	35-44	5-14	M	2931
Aston	35-44	15-29	F	2053
Aston	35-44	15-29	M	656
Aston	35-44	30+	F	2077
Aston	35-44	30+	M	255
Aston	45-54		F	407
Aston	45-54		M	432
Aston	45-54	0	F	1153
Aston	45-54	0	M	1860
Aston	45-54	<5	F	1119
Aston	45-54	<5	M	2994
Aston	45-54	5-14	F	3592
Aston	45-54	5-14	M	3086
Aston	45-54	15-29	F	2354
Aston	45-54	15-29	M	673
Aston	45-54	30+	F	1650
Aston	45-54	30+	M	243
Aston	55-64		F	405
Aston	55-64		M	441
Aston	55-64	0	F	1235
Aston	55-64	0	M	1857
Aston	55-64	<5	F	1012
Aston	55-64	<5	M	2490
Aston	55-64	5-14	F	2986
Aston	55-64	5-14	M	2698
Aston	55-64	15-29	F	2061
Aston	55-64	15-29	M	700
Aston	55-64	30+	F	1458
Aston	55-64	30+	M	278
Aston	65-74		F	429
Aston	65-74		M	370
Aston	65-74	0	F	1387
Aston	65-74	0	M	1598
Aston	65-74	<5	F	483
Aston	65-74	<5	M	1097
Aston	65-74	5-14	F	1405
Aston	65-74	5-14	M	1571
Aston	65-74	15-29	F	1328
Aston	65-74	15-29	M	640
Aston	65-74	30+	F	1200
Aston	65-74	30+	M	333
Aston	75-84		F	432
Aston	75-84		M	314
Aston	75-84	0	F	1110
Aston	75-84	0	M	916
Aston	75-84	<5	F	297
Aston	75-84	<5	M	419
Aston	75-84	5-14	F	600
Aston	75-84	5-14	M	616
Aston	75-84	15-29	F	474
Aston	75-84	15-29	M	301
Aston	75-84	30+	F	449
Aston	75-84	30+	M	212
Aston	85+		F	252
Aston	85+		M	132
Aston	85+	0	F	906
Aston	85+	0	M	466
Aston	85+	<5	F	157
Aston	85+	<5	M	128
Aston	85+	5-14	F	202
Aston	85+	5-14	M	127
Aston	85+	15-29	F	90
Aston	85+	15-29	M	51
Aston	85+	30+	F	60
Aston	85+	30+	M	31
Ballarat	15-19		F	450
Ballarat	15-19		M	488
Ballarat	15-19	0	F	1508
Ballarat	15-19	0	M	2008
Ballarat	15-19	<5	F	2225
Ballarat	15-19	<5	M	2144
Ballarat	15-19	5-14	F	497
