CED_NAME16	Age	UsualResidence	persons
Hotham	55-64	Visitor same SA2	14
Hotham	65-74	Home	11905
Hotham	65-74	Visitor from ACT	5
Hotham	65-74	Visitor from NSW	12
Hotham	65-74	Visitor from QLD	8
Hotham	65-74	Visitor from SA	3
Hotham	65-74	Visitor from VIC	269
Hotham	65-74	Visitor from WA	9
Hotham	65-74	Visitor same SA2	22
Hotham	75-84	Home	7867
Hotham	75-84	Visitor from NSW	4
Hotham	75-84	Visitor from QLD	5
Hotham	75-84	Visitor from TAS	3
Hotham	75-84	Visitor from VIC	214
Hotham	75-84	Visitor from WA	3
Hotham	75-84	Visitor same SA2	17
Hotham	85+	Home	3907
Hotham	85+	Visitor from NSW	3
Hotham	85+	Visitor from QLD	4
Hotham	85+	Visitor from VIC	161
Hotham	85+	Visitor same SA2	3
Indi	0-14	Home	24429
Indi	0-14	Visitor from ACT	8
Indi	0-14	Visitor from NSW	295
Indi	0-14	Visitor from NT	28
Indi	0-14	Visitor from QLD	283
Indi	0-14	Visitor from SA	132
Indi	0-14	Visitor from TAS	33
Indi	0-14	Visitor from VIC	1893
Indi	0-14	Visitor from WA	37
Indi	0-14	Visitor same SA2	21
Indi	15-24	Home	13912
Indi	15-24	Visitor from ACT	22
Indi	15-24	Visitor from NSW	335
Indi	15-24	Visitor from NT	35
Indi	15-24	Visitor from QLD	234
Indi	15-24	Visitor from SA	203
Indi	15-24	Visitor from TAS	14
Indi	15-24	Visitor from VIC	1689
Indi	15-24	Visitor from WA	85
Indi	15-24	Visitor same SA2	35
Indi	25-34	Home	12987
Indi	25-34	Visitor from ACT	30
Indi	25-34	Visitor from NSW	290
Indi	25-34	Visitor from NT	33
Indi	25-34	Visitor from QLD	246
Indi	25-34	Visitor from SA	188
Indi	25-34	Visitor from TAS	44
Indi	25-34	Visitor from VIC	1453
Indi	25-34	Visitor from WA	80
Indi	25-34	Visitor same SA2	22
Indi	35-44	Home	15198
Indi	35-44	Visitor from ACT	16
Indi	35-44	Visitor from NSW	258
Indi	35-44	Visitor from NT	9
Indi	35-44	Visitor from QLD	232
Indi	35-44	Visitor from SA	143
Indi	35-44	Visitor from TAS	21
Indi	35-44	Visitor from VIC	1472
Indi	35-44	Visitor from WA	53
Indi	35-44	Visitor same SA2	21
Indi	45-54	Home	18192
Indi	45-54	Visitor from ACT	19
Indi	45-54	Visitor from NSW	271
Indi	45-54	Visitor from NT	5
Indi	45-54	Visitor from QLD	197
Indi	45-54	Visitor from SA	111
Indi	45-54	Visitor from TAS	33
Indi	45-54	Visitor from VIC	1367
Indi	45-54	Visitor from WA	69
Indi	45-54	Visitor same SA2	17
Indi	55-64	Home	19169
Indi	55-64	Visitor from ACT	11
Indi	55-64	Visitor from NSW	259
Indi	55-64	Visitor from NT	4
Indi	55-64	Visitor from QLD	139
Indi	55-64	Visitor from SA	107
Indi	55-64	Visitor from TAS	34
Indi	55-64	Visitor from VIC	1206
Indi	55-64	Visitor from WA	62
Indi	55-64	Visitor same SA2	31
Indi	65-74	Home	15062
Indi	65-74	Visitor from ACT	3
Indi	65-74	Visitor from NSW	138
Indi	65-74	Visitor from NT	4
Indi	65-74	Visitor from QLD	70
Indi	65-74	Visitor from SA	62
Indi	65-74	Visitor from TAS	30
Indi	65-74	Visitor from VIC	931
Indi	65-74	Visitor from WA	18
Indi	65-74	Visitor same SA2	30
Indi	75-84	Home	7742
Indi	75-84	Visitor from NSW	47
Indi	75-84	Visitor from QLD	8
Indi	75-84	Visitor from SA	17
Indi	75-84	Visitor from TAS	10
Indi	75-84	Visitor from VIC	282
Indi	75-84	Visitor from WA	3
Indi	75-84	Visitor same SA2	25
Indi	85+	Home	3492
Indi	85+	Visitor from NSW	28
Indi	85+	Visitor from VIC	164
Indi	85+	Visitor same SA2	12
Isaacs	0-14	Home	29718
Isaacs	0-14	Visitor from ACT	8
Isaacs	0-14	Visitor from NSW	10
Isaacs	0-14	Visitor from QLD	6
Isaacs	0-14	Visitor from SA	3
Isaacs	0-14	Visitor from VIC	409
Isaacs	0-14	Visitor from WA	7
Isaacs	0-14	Visitor same SA2	22
Isaacs	15-24	Home	18494
Isaacs	15-24	Visitor from ACT	3
Isaacs	15-24	Visitor from NSW	16
Isaacs	15-24	Visitor from NT	3
Isaacs	15-24	Visitor from QLD	13
Isaacs	15-24	Visitor from SA	6
Isaacs	15-24	Visitor from TAS	4
Isaacs	15-24	Visitor from VIC	492
Isaacs	15-24	Visitor from WA	6
Isaacs	15-24	Visitor same SA2	12
Isaacs	25-34	Home	21273
Isaacs	25-34	Visitor from ACT	3
Isaacs	25-34	Visitor from NSW	18
Isaacs	25-34	Visitor from NT	3
Isaacs	25-34	Visitor from QLD	13
Isaacs	25-34	Visitor from SA	3
Isaacs	25-34	Visitor from TAS	5
Isaacs	25-34	Visitor from VIC	620
Isaacs	25-34	Visitor from WA	5
Isaacs	25-34	Visitor same SA2	16
Isaacs	35-44	Home	23110
Isaacs	35-44	Visitor from ACT	5
Isaacs	35-44	Visitor from NSW	16
Isaacs	35-44	Visitor from QLD	7
Isaacs	35-44	Visitor from SA	3
Isaacs	35-44	Visitor from TAS	8
Isaacs	35-44	Visitor from VIC	378
Isaacs	35-44	Visitor from WA	6
Isaacs	35-44	Visitor same SA2	31
Isaacs	45-54	Home	21585
Isaacs	45-54	Visitor from ACT	3
Isaacs	45-54	Visitor from NSW	26
Isaacs	45-54	Visitor from QLD	12
Isaacs	45-54	Visitor from SA	4
Isaacs	45-54	Visitor from VIC	345
Isaacs	45-54	Visitor from WA	9
Isaacs	45-54	Visitor same SA2	16
Isaacs	55-64	Home	16885
Isaacs	55-64	Visitor from ACT	3
Isaacs	55-64	Visitor from NSW	23
Isaacs	55-64	Visitor from QLD	26
Isaacs	55-64	Visitor from SA	9
Isaacs	55-64	Visitor from TAS	4
Isaacs	55-64	Visitor from VIC	267
Isaacs	55-64	Visitor from WA	5
Isaacs	55-64	Visitor same SA2	16
Isaacs	65-74	Home	11885
Isaacs	65-74	Visitor from NSW	20
Isaacs	65-74	Visitor from QLD	25
Isaacs	65-74	Visitor from SA	8
Isaacs	65-74	Visitor from TAS	6
Isaacs	65-74	Visitor from VIC	235
Isaacs	65-74	Visitor from WA	5
Isaacs	65-74	Visitor same SA2	17
Isaacs	75-84	Home	6528
Isaacs	75-84	Visitor from NSW	3
Isaacs	75-84	Visitor from QLD	3
Isaacs	75-84	Visitor from TAS	3
Isaacs	75-84	Visitor from VIC	147
Isaacs	75-84	Visitor from WA	3
Isaacs	75-84	Visitor same SA2	11
Isaacs	85+	Home	3227
Isaacs	85+	Visitor from NSW	4
Isaacs	85+	Visitor from QLD	3
Isaacs	85+	Visitor from VIC	101
Isaacs	85+	Visitor same SA2	8
Jagajaga	0-14	Home	25591
Jagajaga	0-14	Visitor from NT	3
Jagajaga	0-14	Visitor from QLD	10
Jagajaga	0-14	Visitor from SA	3
Jagajaga	0-14	Visitor from VIC	360
Jagajaga	0-14	Visitor from WA	7
Jagajaga	0-14	Visitor same SA2	11
Jagajaga	15-24	Home	16334
Jagajaga	15-24	Visitor from ACT	4
Jagajaga	15-24	Visitor from NSW	10
Jagajaga	15-24	Visitor from NT	6
Jagajaga	15-24	Visitor from QLD	28
Jagajaga	15-24	Visitor from SA	4
Jagajaga	15-24	Visitor from VIC	496
Jagajaga	15-24	Visitor from WA	4
Jagajaga	15-24	Visitor same SA2	16
Jagajaga	25-34	Home	16587
Jagajaga	25-34	Visitor from ACT	4
Jagajaga	25-34	Visitor from NSW	39
Jagajaga	25-34	Visitor from NT	12
Jagajaga	25-34	Visitor from QLD	38
Jagajaga	25-34	Visitor from SA	8
Jagajaga	25-34	Visitor from TAS	3
Jagajaga	25-34	Visitor from VIC	568
Jagajaga	25-34	Visitor from WA	8
Jagajaga	25-34	Visitor same SA2	8
Jagajaga	35-44	Home	19178
Jagajaga	35-44	Visitor from NSW	8
Jagajaga	35-44	Visitor from QLD	16
Jagajaga	35-44	Visitor from SA	5
Jagajaga	35-44	Visitor from TAS	4
Jagajaga	35-44	Visitor from VIC	376
Jagajaga	35-44	Visitor from WA	7
Jagajaga	35-44	Visitor same SA2	10
Jagajaga	45-54	Home	19025
Jagajaga	45-54	Visitor from ACT	3
Jagajaga	45-54	Visitor from NSW	18
Jagajaga	45-54	Visitor from NT	7
Jagajaga	45-54	Visitor from QLD	22
Jagajaga	45-54	Visitor from SA	9
Jagajaga	45-54	Visitor from TAS	14
Jagajaga	45-54	Visitor from VIC	391
Jagajaga	45-54	Visitor from WA	5
Jagajaga	45-54	Visitor same SA2	13
Jagajaga	55-64	Home	17008
Jagajaga	55-64	Visitor from ACT	4
Jagajaga	55-64	Visitor from NSW	31
Jagajaga	55-64	Visitor from NT	3
Jagajaga	55-64	Visitor from QLD	19
Jagajaga	55-64	Visitor from SA	4
Jagajaga	55-64	Visitor from TAS	6
Jagajaga	55-64	Visitor from VIC	406
Jagajaga	55-64	Visitor from WA	13
Jagajaga	55-64	Visitor same SA2	12
Jagajaga	65-74	Home	12115
Jagajaga	65-74	Visitor from NSW	24
Jagajaga	65-74	Visitor from QLD	26
Jagajaga	65-74	Visitor from SA	13
Jagajaga	65-74	Visitor from TAS	13
Jagajaga	65-74	Visitor from VIC	341
Jagajaga	65-74	Visitor from WA	8
Jagajaga	65-74	Visitor same SA2	11
Jagajaga	75-84	Home	6417
Jagajaga	75-84	Visitor from ACT	5
Jagajaga	75-84	Visitor from NSW	7
Jagajaga	75-84	Visitor from QLD	9
Jagajaga	75-84	Visitor from TAS	9
Jagajaga	75-84	Visitor from VIC	337
Jagajaga	75-84	Visitor same SA2	14
Jagajaga	85+	Home	3168
Jagajaga	85+	Visitor from NSW	3
Jagajaga	85+	Visitor from QLD	4
Jagajaga	85+	Visitor from VIC	211
Jagajaga	85+	Visitor same SA2	8
Kooyong	0-14	Home	23612
Kooyong	0-14	Visitor from NSW	11
Kooyong	0-14	Visitor from NT	5
Kooyong	0-14	Visitor from QLD	6
Kooyong	0-14	Visitor from SA	3
Kooyong	0-14	Visitor from TAS	3
Kooyong	0-14	Visitor from VIC	333
Kooyong	0-14	Visitor same SA2	7
Kooyong	15-24	Home	21529
Kooyong	15-24	Visitor from ACT	10
Kooyong	15-24	Visitor from NSW	33
Kooyong	15-24	Visitor from NT	7
Kooyong	15-24	Visitor from OT	3
Kooyong	15-24	Visitor from QLD	26
Kooyong	15-24	Visitor from SA	11
Kooyong	15-24	Visitor from TAS	5
Kooyong	15-24	Visitor from VIC	554
Kooyong	15-24	Visitor from WA	12
Kooyong	15-24	Visitor same SA2	17
Kooyong	25-34	Home	19340
Kooyong	25-34	Visitor from ACT	6
Kooyong	25-34	Visitor from NSW	51
Kooyong	25-34	Visitor from QLD	35
Kooyong	25-34	Visitor from SA	10
Kooyong	25-34	Visitor from TAS	7
Kooyong	25-34	Visitor from VIC	611
Kooyong	25-34	Visitor from WA	14
Kooyong	25-34	Visitor same SA2	4
Kooyong	35-44	Home	16993
Kooyong	35-44	Visitor from ACT	4
Kooyong	35-44	Visitor from NSW	40
Kooyong	35-44	Visitor from QLD	29
Kooyong	35-44	Visitor from SA	9
Kooyong	35-44	Visitor from TAS	3
Kooyong	35-44	Visitor from VIC	335
Kooyong	35-44	Visitor from WA	15
Kooyong	35-44	Visitor same SA2	12
Kooyong	45-54	Home	19792
Kooyong	45-54	Visitor from ACT	3
Kooyong	45-54	Visitor from NSW	38
Kooyong	45-54	Visitor from QLD	38
Kooyong	45-54	Visitor from SA	14
Kooyong	45-54	Visitor from TAS	4
Kooyong	45-54	Visitor from VIC	294
Kooyong	45-54	Visitor from WA	15
Kooyong	45-54	Visitor same SA2	15
Kooyong	55-64	Home	15589
Kooyong	55-64	Visitor from ACT	5
Kooyong	55-64	Visitor from NSW	33
Kooyong	55-64	Visitor from QLD	26
Kooyong	55-64	Visitor from SA	16
Kooyong	55-64	Visitor from TAS	14
Kooyong	55-64	Visitor from VIC	331
Kooyong	55-64	Visitor from WA	6
Kooyong	55-64	Visitor same SA2	10
Kooyong	65-74	Home	11393
Kooyong	65-74	Visitor from ACT	5
Kooyong	65-74	Visitor from NSW	29
Kooyong	65-74	Visitor from NT	3
Kooyong	65-74	Visitor from QLD	26
Kooyong	65-74	Visitor from SA	13
Kooyong	65-74	Visitor from TAS	9
Kooyong	65-74	Visitor from VIC	271
Kooyong	65-74	Visitor from WA	15
Kooyong	65-74	Visitor same SA2	8
Kooyong	75-84	Home	6712
Kooyong	75-84	Visitor from ACT	3
Kooyong	75-84	Visitor from NSW	17
Kooyong	75-84	Visitor from SA	3
Kooyong	75-84	Visitor from VIC	224
Kooyong	75-84	Visitor from WA	7
Kooyong	75-84	Visitor same SA2	6
Kooyong	85+	Home	4097
Kooyong	85+	Visitor from QLD	5
Kooyong	85+	Visitor from VIC	125
Kooyong	85+	Visitor same SA2	10
La Trobe	0-14	Home	32656
La Trobe	0-14	Visitor from ACT	3
La Trobe	0-14	Visitor from NSW	14
La Trobe	0-14	Visitor from QLD	3
La Trobe	0-14	Visitor from SA	3
La Trobe	0-14	Visitor from TAS	3
La Trobe	0-14	Visitor from VIC	394
La Trobe	0-14	Visitor from WA	3
La Trobe	0-14	Visitor same SA2	20
La Trobe	15-24	Home	20622
La Trobe	15-24	Visitor from NSW	10
La Trobe	15-24	Visitor from NT	3
La Trobe	15-24	Visitor from QLD	3
La Trobe	15-24	Visitor from TAS	3
La Trobe	15-24	Visitor from VIC	598
La Trobe	15-24	Visitor from WA	5
La Trobe	15-24	Visitor same SA2	18
La Trobe	25-34	Home	17612
La Trobe	25-34	Visitor from ACT	3
La Trobe	25-34	Visitor from NSW	12
La Trobe	25-34	Visitor from QLD	11
La Trobe	25-34	Visitor from SA	3
La Trobe	25-34	Visitor from TAS	3
La Trobe	25-34	Visitor from VIC	578
La Trobe	25-34	Visitor from WA	5
La Trobe	25-34	Visitor same SA2	16
La Trobe	35-44	Home	22682
La Trobe	35-44	Visitor from NSW	17
La Trobe	35-44	Visitor from QLD	3
La Trobe	35-44	Visitor from SA	4
La Trobe	35-44	Visitor from VIC	353
La Trobe	35-44	Visitor from WA	4
La Trobe	35-44	Visitor same SA2	5
La Trobe	45-54	Home	23043
La Trobe	45-54	Visitor from NSW	11
La Trobe	45-54	Visitor from QLD	19
La Trobe	45-54	Visitor from SA	5
La Trobe	45-54	Visitor from VIC	276
La Trobe	45-54	Visitor from WA	6
La Trobe	45-54	Visitor same SA2	18
La Trobe	55-64	Home	17158
La Trobe	55-64	Visitor from ACT	3
La Trobe	55-64	Visitor from NSW	23
La Trobe	55-64	Visitor from QLD	18
La Trobe	55-64	Visitor from SA	6
La Trobe	55-64	Visitor from TAS	8
La Trobe	55-64	Visitor from VIC	279
La Trobe	55-64	Visitor from WA	15
La Trobe	55-64	Visitor same SA2	13
La Trobe	65-74	Home	10500
La Trobe	65-74	Visitor from NSW	21
La Trobe	65-74	Visitor from QLD	10
La Trobe	65-74	Visitor from SA	7
La Trobe	65-74	Visitor from TAS	4
La Trobe	65-74	Visitor from VIC	227
La Trobe	65-74	Visitor from WA	3
La Trobe	65-74	Visitor same SA2	7
La Trobe	75-84	Home	4955
La Trobe	75-84	Visitor from NSW	3
La Trobe	75-84	Visitor from QLD	4
La Trobe	75-84	Visitor from VIC	174
La Trobe	75-84	Visitor from WA	3
La Trobe	75-84	Visitor same SA2	5
La Trobe	85+	Home	1971
La Trobe	85+	Visitor from NSW	3
La Trobe	85+	Visitor from VIC	127
La Trobe	85+	Visitor same SA2	10
Lalor	0-14	Home	55643
Lalor	0-14	Visitor from NSW	33
Lalor	0-14	Visitor from NT	5
Lalor	0-14	Visitor from QLD	7
Lalor	0-14	Visitor from SA	6
Lalor	0-14	Visitor from TAS	3
Lalor	0-14	Visitor from VIC	674
Lalor	0-14	Visitor from WA	13
Lalor	0-14	Visitor same SA2	44
Lalor	15-24	Home	27097
Lalor	15-24	Visitor from ACT	3
Lalor	15-24	Visitor from NSW	15
Lalor	15-24	Visitor from NT	3
Lalor	15-24	Visitor from QLD	19
Lalor	15-24	Visitor from SA	14
Lalor	15-24	Visitor from TAS	6
Lalor	15-24	Visitor from VIC	663
Lalor	15-24	Visitor from WA	3
Lalor	15-24	Visitor same SA2	42
Lalor	25-34	Home	42465
Lalor	25-34	Visitor from ACT	3
Lalor	25-34	Visitor from NSW	48
Lalor	25-34	Visitor from NT	3
Lalor	25-34	Visitor from QLD	33
Lalor	25-34	Visitor from SA	11
Lalor	25-34	Visitor from TAS	13
Lalor	25-34	Visitor from VIC	915
Lalor	25-34	Visitor from WA	10
Lalor	25-34	Visitor same SA2	19
Lalor	35-44	Home	37784
Lalor	35-44	Visitor from ACT	9
Lalor	35-44	Visitor from NSW	35
Lalor	35-44	Visitor from NT	4
Lalor	35-44	Visitor from QLD	16
Lalor	35-44	Visitor from SA	17
Lalor	35-44	Visitor from TAS	4
Lalor	35-44	Visitor from VIC	542
Lalor	35-44	Visitor from WA	16
Lalor	35-44	Visitor same SA2	28
Lalor	45-54	Home	26528
Lalor	45-54	Visitor from ACT	8
Lalor	45-54	Visitor from NSW	29
Lalor	45-54	Visitor from QLD	26
Lalor	45-54	Visitor from SA	7
Lalor	45-54	Visitor from TAS	10
Lalor	45-54	Visitor from VIC	432
Lalor	45-54	Visitor from WA	9
Lalor	45-54	Visitor same SA2	19
Lalor	55-64	Home	18846
Lalor	55-64	Visitor from ACT	5
Lalor	55-64	Visitor from NSW	38
Lalor	55-64	Visitor from NT	4
Lalor	55-64	Visitor from QLD	32
Lalor	55-64	Visitor from SA	7
Lalor	55-64	Visitor from TAS	13
Lalor	55-64	Visitor from VIC	349
Lalor	55-64	Visitor from WA	4
Lalor	55-64	Visitor same SA2	17
Lalor	65-74	Home	10890
Lalor	65-74	Visitor from NSW	25
Lalor	65-74	Visitor from QLD	25
Lalor	65-74	Visitor from SA	11
Lalor	65-74	Visitor from TAS	13
Lalor	65-74	Visitor from VIC	254
Lalor	65-74	Visitor same SA2	14
Lalor	75-84	Home	4596
Lalor	75-84	Visitor from NSW	5
Lalor	75-84	Visitor from VIC	180
Lalor	75-84	Visitor from WA	3
Lalor	75-84	Visitor same SA2	9
Lalor	85+	Home	1511
Lalor	85+	Visitor from VIC	80
Mallee	0-14	Home	24133
Mallee	0-14	Visitor from NSW	30
Mallee	0-14	Visitor from QLD	14
Mallee	0-14	Visitor from SA	35
Mallee	0-14	Visitor from TAS	3
Mallee	0-14	Visitor from VIC	476
Mallee	0-14	Visitor from WA	6
Mallee	0-14	Visitor same SA2	41
Mallee	15-24	Home	14553
Mallee	15-24	Visitor from NSW	88
Mallee	15-24	Visitor from NT	5
Mallee	15-24	Visitor from QLD	17
Mallee	15-24	Visitor from SA	69
Mallee	15-24	Visitor from TAS	9
Mallee	15-24	Visitor from VIC	850
Mallee	15-24	Visitor from WA	3
Mallee	15-24	Visitor same SA2	34
Mallee	25-34	Home	14105
Mallee	25-34	Visitor from ACT	4
Mallee	25-34	Visitor from NSW	73
Mallee	25-34	Visitor from NT	3
Mallee	25-34	Visitor from QLD	39
Mallee	25-34	Visitor from SA	88
Mallee	25-34	Visitor from TAS	4
Mallee	25-34	Visitor from VIC	805
Mallee	25-34	Visitor from WA	10
Mallee	25-34	Visitor same SA2	28
Mallee	35-44	Home	14114
Mallee	35-44	Visitor from NSW	54
Mallee	35-44	Visitor from QLD	11
Mallee	35-44	Visitor from SA	81
Mallee	35-44	Visitor from TAS	11
Mallee	35-44	Visitor from VIC	509
Mallee	35-44	Visitor from WA	11
Mallee	35-44	Visitor same SA2	27
Mallee	45-54	Home	17476
Mallee	45-54	Visitor from ACT	5
Mallee	45-54	Visitor from NSW	97
Mallee	45-54	Visitor from NT	4
Mallee	45-54	Visitor from QLD	29
Mallee	45-54	Visitor from SA	118
Mallee	45-54	Visitor from TAS	12
Mallee	45-54	Visitor from VIC	574
Mallee	45-54	Visitor from WA	8
Mallee	45-54	Visitor same SA2	21
Mallee	55-64	Home	18257
Mallee	55-64	Visitor from ACT	9
Mallee	55-64	Visitor from NSW	112
Mallee	55-64	Visitor from NT	5
Mallee	55-64	Visitor from QLD	51
Mallee	55-64	Visitor from SA	165
Mallee	55-64	Visitor from TAS	18
Mallee	55-64	Visitor from VIC	694
Mallee	55-64	Visitor from WA	35
Mallee	55-64	Visitor same SA2	27
Mallee	65-74	Home	14206
Mallee	65-74	Visitor from ACT	5
Mallee	65-74	Visitor from NSW	76
Mallee	65-74	Visitor from NT	4
Mallee	65-74	Visitor from QLD	53
Mallee	65-74	Visitor from SA	151
Mallee	65-74	Visitor from TAS	27
Mallee	65-74	Visitor from VIC	556
Mallee	65-74	Visitor from WA	14
Mallee	65-74	Visitor same SA2	28
Mallee	75-84	Home	8830
Mallee	75-84	Visitor from NSW	27
Mallee	75-84	Visitor from QLD	8
Mallee	75-84	Visitor from SA	60
Mallee	75-84	Visitor from TAS	9
Mallee	75-84	Visitor from VIC	286
Mallee	75-84	Visitor from WA	6
Mallee	75-84	Visitor same SA2	23
Mallee	85+	Home	4251
Mallee	85+	Visitor from NSW	15
Mallee	85+	Visitor from SA	9
Mallee	85+	Visitor from VIC	151
Mallee	85+	Visitor same SA2	6
Maribyrnong	0-14	Home	27221
Maribyrnong	0-14	Visitor from NSW	13
Maribyrnong	0-14	Visitor from QLD	16
Maribyrnong	0-14	Visitor from SA	22
Maribyrnong	0-14	Visitor from VIC	494
Maribyrnong	0-14	Visitor from WA	6
Maribyrnong	0-14	Visitor same SA2	20
Maribyrnong	15-24	Home	21766
Maribyrnong	15-24	Visitor from ACT	3
Maribyrnong	15-24	Visitor from NSW	13
Maribyrnong	15-24	Visitor from QLD	24
Maribyrnong	15-24	Visitor from SA	11
Maribyrnong	15-24	Visitor from TAS	3
Maribyrnong	15-24	Visitor from VIC	614
Maribyrnong	15-24	Visitor from WA	19
Maribyrnong	15-24	Visitor same SA2	34
Maribyrnong	25-34	Home	26567
Maribyrnong	25-34	Visitor from ACT	4
Maribyrnong	25-34	Visitor from NSW	33
Maribyrnong	25-34	Visitor from NT	5
Maribyrnong	25-34	Visitor from QLD	30
Maribyrnong	25-34	Visitor from SA	21
Maribyrnong	25-34	Visitor from TAS	3
Maribyrnong	25-34	Visitor from VIC	903
Maribyrnong	25-34	Visitor from WA	22
Maribyrnong	25-34	Visitor same SA2	32
Maribyrnong	35-44	Home	21745
Maribyrnong	35-44	Visitor from NSW	28
Maribyrnong	35-44	Visitor from QLD	23
Maribyrnong	35-44	Visitor from SA	17
Maribyrnong	35-44	Visitor from TAS	6
Maribyrnong	35-44	Visitor from VIC	543
Maribyrnong	35-44	Visitor from WA	25
Maribyrnong	35-44	Visitor same SA2	26
Maribyrnong	45-54	Home	20958
Maribyrnong	45-54	Visitor from ACT	7
Maribyrnong	45-54	Visitor from NSW	27
Maribyrnong	45-54	Visitor from NT	3
Maribyrnong	45-54	Visitor from QLD	49
Maribyrnong	45-54	Visitor from SA	13
Maribyrnong	45-54	Visitor from TAS	8
Maribyrnong	45-54	Visitor from VIC	478
Maribyrnong	45-54	Visitor from WA	7
Maribyrnong	45-54	Visitor same SA2	26
Maribyrnong	55-64	Home	17590
Maribyrnong	55-64	Visitor from ACT	3
Maribyrnong	55-64	Visitor from NSW	23
Maribyrnong	55-64	Visitor from QLD	23
Maribyrnong	55-64	Visitor from SA	15
Maribyrnong	55-64	Visitor from TAS	16
Maribyrnong	55-64	Visitor from VIC	378
Maribyrnong	55-64	Visitor from WA	13
Maribyrnong	55-64	Visitor same SA2	10
Maribyrnong	65-74	Home	12799
Maribyrnong	65-74	Visitor from NSW	19
Maribyrnong	65-74	Visitor from QLD	25
Maribyrnong	65-74	Visitor from SA	6
Maribyrnong	65-74	Visitor from TAS	15
Maribyrnong	65-74	Visitor from VIC	300
Maribyrnong	65-74	Visitor from WA	16
Maribyrnong	65-74	Visitor same SA2	17
Maribyrnong	75-84	Home	8271
Maribyrnong	75-84	Visitor from NSW	3
Maribyrnong	75-84	Visitor from QLD	6
Maribyrnong	75-84	Visitor from SA	6
Maribyrnong	75-84	Visitor from TAS	4
Maribyrnong	75-84	Visitor from VIC	271
Maribyrnong	75-84	Visitor from WA	3
Maribyrnong	75-84	Visitor same SA2	13
Maribyrnong	85+	Home	3623
Maribyrnong	85+	Visitor from SA	3
Maribyrnong	85+	Visitor from TAS	3
Maribyrnong	85+	Visitor from VIC	151
Maribyrnong	85+	Visitor same SA2	11
McEwen	0-14	Home	48171
McEwen	0-14	Visitor from ACT	3
McEwen	0-14	Visitor from NSW	22
McEwen	0-14	Visitor from NT	4
McEwen	0-14	Visitor from QLD	10
McEwen	0-14	Visitor from SA	3
McEwen	0-14	Visitor from TAS	3
McEwen	0-14	Visitor from VIC	556
McEwen	0-14	Visitor from WA	9
McEwen	0-14	Visitor same SA2	31
McEwen	15-24	Home	25260
McEwen	15-24	Visitor from ACT	3
McEwen	15-24	Visitor from NSW	52
McEwen	15-24	Visitor from NT	12
McEwen	15-24	Visitor from QLD	69
McEwen	15-24	Visitor from SA	11
McEwen	15-24	Visitor from TAS	4
McEwen	15-24	Visitor from VIC	777
McEwen	15-24	Visitor from WA	9
McEwen	15-24	Visitor same SA2	24
McEwen	25-34	Home	30326
McEwen	25-34	Visitor from ACT	3
McEwen	25-34	Visitor from NSW	42
McEwen	25-34	Visitor from NT	10
McEwen	25-34	Visitor from QLD	79
McEwen	25-34	Visitor from SA	16
McEwen	25-34	Visitor from TAS	5
McEwen	25-34	Visitor from VIC	781
McEwen	25-34	Visitor from WA	6
McEwen	25-34	Visitor same SA2	23
McEwen	35-44	Home	30740
McEwen	35-44	Visitor from ACT	4
McEwen	35-44	Visitor from NSW	35
McEwen	35-44	Visitor from QLD	24
McEwen	35-44	Visitor from SA	8
McEwen	35-44	Visitor from VIC	485
McEwen	35-44	Visitor from WA	13
McEwen	35-44	Visitor same SA2	8
McEwen	45-54	Home	27095
McEwen	45-54	Visitor from ACT	4
McEwen	45-54	Visitor from NSW	25
McEwen	45-54	Visitor from NT	5
McEwen	45-54	Visitor from QLD	28
McEwen	45-54	Visitor from SA	14
McEwen	45-54	Visitor from TAS	9
McEwen	45-54	Visitor from VIC	409
McEwen	45-54	Visitor from WA	22
McEwen	45-54	Visitor same SA2	15
McEwen	55-64	Home	20477
McEwen	55-64	Visitor from ACT	3
McEwen	55-64	Visitor from NSW	46
McEwen	55-64	Visitor from QLD	38
McEwen	55-64	Visitor from SA	10
McEwen	55-64	Visitor from TAS	16
McEwen	55-64	Visitor from VIC	406
McEwen	55-64	Visitor from WA	24
McEwen	55-64	Visitor same SA2	15
McEwen	65-74	Home	13249
McEwen	65-74	Visitor from ACT	3
McEwen	65-74	Visitor from NSW	38
McEwen	65-74	Visitor from NT	3
McEwen	65-74	Visitor from QLD	20
McEwen	65-74	Visitor from SA	19
McEwen	65-74	Visitor from TAS	9
McEwen	65-74	Visitor from VIC	331
McEwen	65-74	Visitor from WA	8
McEwen	65-74	Visitor same SA2	9
McEwen	75-84	Home	5494
McEwen	75-84	Visitor from NSW	9
McEwen	75-84	Visitor from QLD	3
McEwen	75-84	Visitor from SA	3
McEwen	75-84	Visitor from TAS	5
McEwen	75-84	Visitor from VIC	185
McEwen	75-84	Visitor from WA	3
McEwen	75-84	Visitor same SA2	12
McEwen	85+	Home	2020
McEwen	85+	Visitor from NSW	3
McEwen	85+	Visitor from VIC	105
McEwen	85+	Visitor from WA	3
McEwen	85+	Visitor same SA2	5
McMillan	0-14	Home	32891
McMillan	0-14	Visitor from NSW	10
McMillan	0-14	Visitor from QLD	21
McMillan	0-14	Visitor from SA	10
McMillan	0-14	Visitor from VIC	593
McMillan	0-14	Visitor from WA	17
McMillan	0-14	Visitor same SA2	19
McMillan	15-24	Home	17962
