CED_NAME16	AgeStudent	Sex	students
Lyne	5-14	F	7545
Lyne	5-14	M	7907
Lyne	15-19	F	2856
Lyne	15-19	M	2875
Lyne	20-24	F	711
Lyne	20-24	M	555
Lyne	25+	F	2341
Lyne	25+	M	916
Macarthur	0-4	F	1292
Macarthur	0-4	M	1363
Macarthur	5-14	F	10409
Macarthur	5-14	M	10991
Macarthur	15-19	F	3942
Macarthur	15-19	M	4022
Macarthur	20-24	F	1840
Macarthur	20-24	M	1694
Macarthur	25+	F	3128
Macarthur	25+	M	1811
Mackellar	0-4	F	1206
Mackellar	0-4	M	1285
Mackellar	5-14	F	9052
Mackellar	5-14	M	9769
Mackellar	15-19	F	3578
Mackellar	15-19	M	3798
Mackellar	20-24	F	1617
Mackellar	20-24	M	1707
Mackellar	25+	F	2752
Mackellar	25+	M	1782
Macquarie	0-4	F	1099
Macquarie	0-4	M	1145
Macquarie	5-14	F	8450
Macquarie	5-14	M	8927
Macquarie	15-19	F	3473
Macquarie	15-19	M	3526
Macquarie	20-24	F	1451
Macquarie	20-24	M	1224
Macquarie	25+	F	3123
Macquarie	25+	M	1661
McMahon	0-4	F	1182
McMahon	0-4	M	1216
McMahon	5-14	F	9855
McMahon	5-14	M	10312
McMahon	15-19	F	4214
McMahon	15-19	M	4126
McMahon	20-24	F	2281
McMahon	20-24	M	2199
McMahon	25+	F	3687
McMahon	25+	M	2389
Mitchell	0-4	F	1395
Mitchell	0-4	M	1380
Mitchell	5-14	F	10874
Mitchell	5-14	M	11394
Mitchell	15-19	F	4525
Mitchell	15-19	M	4594
Mitchell	20-24	F	2186
Mitchell	20-24	M	2355
Mitchell	25+	F	3054
Mitchell	25+	M	1993
New England	0-4	F	1143
New England	0-4	M	1214
New England	5-14	F	9047
New England	5-14	M	9225
New England	15-19	F	3461
New England	15-19	M	3340
New England	20-24	F	1502
New England	20-24	M	1139
New England	25+	F	2918
New England	25+	M	1520
Newcastle	0-4	F	1056
Newcastle	0-4	M	1233
Newcastle	5-14	F	7779
Newcastle	5-14	M	8192
Newcastle	15-19	F	3387
Newcastle	15-19	M	3394
Newcastle	20-24	F	3590
Newcastle	20-24	M	3302
Newcastle	25+	F	4456
Newcastle	25+	M	3530
North Sydney	0-4	F	1226
North Sydney	0-4	M	1312
North Sydney	5-14	F	7967
North Sydney	5-14	M	8444
North Sydney	15-19	F	3009
North Sydney	15-19	M	3837
North Sydney	20-24	F	2505
North Sydney	20-24	M	2268
North Sydney	25+	F	4758
North Sydney	25+	M	3145
Page	0-4	F	1068
Page	0-4	M	1072
Page	5-14	F	8576
Page	5-14	M	9223
Page	15-19	F	3382
Page	15-19	M	3239
Page	20-24	F	1036
Page	20-24	M	731
Page	25+	F	3188
Page	25+	M	1512
Parkes	0-4	F	1298
Parkes	0-4	M	1286
Parkes	5-14	F	8777
Parkes	5-14	M	9171
Parkes	15-19	F	2671
Parkes	15-19	M	2647
Parkes	20-24	F	831
Parkes	20-24	M	547
Parkes	25+	F	2572
Parkes	25+	M	1076
Parramatta	0-4	F	1291
Parramatta	0-4	M	1384
Parramatta	5-14	F	9202
Parramatta	5-14	M	9994
Parramatta	15-19	F	3610
Parramatta	15-19	M	3908
Parramatta	20-24	F	2842
Parramatta	20-24	M	3410
Parramatta	25+	F	5572
Parramatta	25+	M	4206
Paterson	0-4	F	1218
Paterson	0-4	M	1267
Paterson	5-14	F	9096
Paterson	5-14	M	9873
Paterson	15-19	F	3200
Paterson	15-19	M	3289
Paterson	20-24	F	1229
Paterson	20-24	M	902
Paterson	25+	F	2838
Paterson	25+	M	1418
Reid	0-4	F	1029
Reid	0-4	M	1113
Reid	5-14	F	7623
Reid	5-14	M	7721
Reid	15-19	F	3930
Reid	15-19	M	3688
Reid	20-24	F	4499
Reid	20-24	M	4547
Reid	25+	F	5861
Reid	25+	M	4824
Richmond	0-4	F	849
Richmond	0-4	M	954
Richmond	5-14	F	7738
Richmond	5-14	M	8035
Richmond	15-19	F	2959
Richmond	15-19	M	2939
Richmond	20-24	F	913
Richmond	20-24	M	748
Richmond	25+	F	3237
Richmond	25+	M	1497
Riverina	0-4	F	1115
Riverina	0-4	M	1177
Riverina	5-14	F	9311
Riverina	5-14	M	9690
Riverina	15-19	F	3366
Riverina	15-19	M	3269
Riverina	20-24	F	1600
Riverina	20-24	M	1014
Riverina	25+	F	2870
Riverina	25+	M	1395
Robertson	0-4	F	1050
Robertson	0-4	M	1085
Robertson	5-14	F	7757
Robertson	5-14	M	8055
Robertson	15-19	F	3134
Robertson	15-19	M	3140
Robertson	20-24	F	1286
Robertson	20-24	M	1249
Robertson	25+	F	2955
Robertson	25+	M	1596
Shortland	0-4	F	1127
Shortland	0-4	M	1160
Shortland	5-14	F	8102
Shortland	5-14	M	8686
Shortland	15-19	F	3166
Shortland	15-19	M	3324
Shortland	20-24	F	1336
Shortland	20-24	M	1227
Shortland	25+	F	2611
Shortland	25+	M	1332
Sydney	0-4	F	584
Sydney	0-4	M	569
Sydney	5-14	F	3025
Sydney	5-14	M	3005
Sydney	15-19	F	3724
Sydney	15-19	M	2876
Sydney	20-24	F	9534
Sydney	20-24	M	7460
Sydney	25+	F	10613
Sydney	25+	M	9088
Warringah	0-4	F	1225
Warringah	0-4	M	1258
Warringah	5-14	F	8671
Warringah	5-14	M	9033
Warringah	15-19	F	3179
Warringah	15-19	M	3209
Warringah	20-24	F	1721
Warringah	20-24	M	1628
Warringah	25+	F	3581
Warringah	25+	M	2162
Watson	0-4	F	1167
Watson	0-4	M	1306
Watson	5-14	F	9919
Watson	5-14	M	10500
Watson	15-19	F	4402
Watson	15-19	M	4468
Watson	20-24	F	2887
Watson	20-24	M	3340
Watson	25+	F	4774
Watson	25+	M	4110
Wentworth	0-4	F	1032
Wentworth	0-4	M	1143
Wentworth	5-14	F	6412
Wentworth	5-14	M	6520
Wentworth	15-19	F	2482
Wentworth	15-19	M	2444
Wentworth	20-24	F	2022
Wentworth	20-24	M	1692
Wentworth	25+	F	4115
Wentworth	25+	M	2809
Werriwa	0-4	F	1217
Werriwa	0-4	M	1286
Werriwa	5-14	F	11708
Werriwa	5-14	M	12248
Werriwa	15-19	F	5065
Werriwa	15-19	M	5175
Werriwa	20-24	F	2482
Werriwa	20-24	M	2233
Werriwa	25+	F	3287
Werriwa	25+	M	1912
Whitlam	0-4	F	1260
Whitlam	0-4	M	1338
Whitlam	5-14	F	9060
Whitlam	5-14	M	9389
Whitlam	15-19	F	3759
Whitlam	15-19	M	3585
Whitlam	20-24	F	1269
Whitlam	20-24	M	1049
Whitlam	25+	F	2593
Whitlam	25+	M	1297
No usual address (NSW)	0-4	F	19
No usual address (NSW)	0-4	M	24
No usual address (NSW)	5-14	F	158
No usual address (NSW)	5-14	M	148
No usual address (NSW)	15-19	F	82
No usual address (NSW)	15-19	M	90
No usual address (NSW)	20-24	F	141
No usual address (NSW)	20-24	M	137
No usual address (NSW)	25+	F	254
No usual address (NSW)	25+	M	179
Migratory - Offshore - Shipping (NSW)	5-14	F	10
Migratory - Offshore - Shipping (NSW)	5-14	M	10
Migratory - Offshore - Shipping (NSW)	15-19	F	5
Migratory - Offshore - Shipping (NSW)	20-24	F	3
Migratory - Offshore - Shipping (NSW)	25+	F	6
Aston	0-4	F	799
Aston	0-4	M	798
Aston	5-14	F	7294
Aston	5-14	M	7788
Aston	15-19	F	3747
Aston	15-19	M	3814
Aston	20-24	F	1966
Aston	20-24	M	2002
Aston	25+	F	2615
Aston	25+	M	1650
Ballarat	0-4	F	963
Ballarat	0-4	M	971
Ballarat	5-14	F	8951
Ballarat	5-14	M	9279
Ballarat	15-19	F	3617
Ballarat	15-19	M	3583
Ballarat	20-24	F	1890
Ballarat	20-24	M	1590
Ballarat	25+	F	2972
Ballarat	25+	M	1675
Batman	0-4	F	926
Batman	0-4	M	941
Batman	5-14	F	7091
Batman	5-14	M	7422
Batman	15-19	F	3146
Batman	15-19	M	3116
Batman	20-24	F	3536
Batman	20-24	M	3253
Batman	25+	F	5482
Batman	25+	M	4218
Bendigo	0-4	F	810
Bendigo	0-4	M	845
Bendigo	5-14	F	8247
Bendigo	5-14	M	8814
Bendigo	15-19	F	3379
Bendigo	15-19	M	3318
Bendigo	20-24	F	1686
Bendigo	20-24	M	1221
Bendigo	25+	F	2594
Bendigo	25+	M	1358
Bruce	0-4	F	833
Bruce	0-4	M	909
Bruce	5-14	F	7697
Bruce	5-14	M	8129
Bruce	15-19	F	3995
Bruce	15-19	M	4276
Bruce	20-24	F	2966
Bruce	20-24	M	3571
Bruce	25+	F	3856
Bruce	25+	M	3161
Calwell	0-4	F	866
Calwell	0-4	M	897
Calwell	5-14	F	9792
Calwell	5-14	M	10187
Calwell	15-19	F	5071
Calwell	15-19	M	4755
Calwell	20-24	F	2565
Calwell	20-24	M	2698
Calwell	25+	F	3329
Calwell	25+	M	2410
Casey	0-4	F	970
Casey	0-4	M	1043
Casey	5-14	F	8257
Casey	5-14	M	8712
Casey	15-19	F	3607
Casey	15-19	M	3605
Casey	20-24	F	1386
Casey	20-24	M	1294
Casey	25+	F	2435
Casey	25+	M	1393
Chisholm	0-4	F	958
Chisholm	0-4	M	985
Chisholm	5-14	F	7677
Chisholm	5-14	M	7981
Chisholm	15-19	F	5195
Chisholm	15-19	M	4970
Chisholm	20-24	F	6526
Chisholm	20-24	M	6827
Chisholm	25+	F	5090
Chisholm	25+	M	4496
Corangamite	0-4	F	952
Corangamite	0-4	M	1037
Corangamite	5-14	F	9033
Corangamite	5-14	M	9616
Corangamite	15-19	F	3597
Corangamite	15-19	M	3675
Corangamite	20-24	F	1961
Corangamite	20-24	M	1922
Corangamite	25+	F	2823
Corangamite	25+	M	1727
Corio	0-4	F	801
Corio	0-4	M	883
Corio	5-14	F	7681
Corio	5-14	M	8047
Corio	15-19	F	3493
Corio	15-19	M	3528
Corio	20-24	F	1798
Corio	20-24	M	1449
Corio	25+	F	2924
Corio	25+	M	1741
Deakin	0-4	F	1032
Deakin	0-4	M	1054
Deakin	5-14	F	8031
Deakin	5-14	M	8527
Deakin	15-19	F	3583
Deakin	15-19	M	3630
Deakin	20-24	F	1945
Deakin	20-24	M	2100
Deakin	25+	F	3410
Deakin	25+	M	2277
Dunkley	0-4	F	958
Dunkley	0-4	M	1031
Dunkley	5-14	F	7869
Dunkley	5-14	M	8251
Dunkley	15-19	F	3415
Dunkley	15-19	M	3280
Dunkley	20-24	F	1470
Dunkley	20-24	M	1278
Dunkley	25+	F	2775
Dunkley	25+	M	1411
Flinders	0-4	F	854
Flinders	0-4	M	879
Flinders	5-14	F	8282
Flinders	5-14	M	8605
Flinders	15-19	F	3068
Flinders	15-19	M	3186
Flinders	20-24	F	1029
Flinders	20-24	M	910
Flinders	25+	F	2300
Flinders	25+	M	1052
Gellibrand	0-4	F	977
Gellibrand	0-4	M	1105
Gellibrand	5-14	F	7750
Gellibrand	5-14	M	7832
Gellibrand	15-19	F	3202
Gellibrand	15-19	M	3249
Gellibrand	20-24	F	2557
Gellibrand	20-24	M	2837
Gellibrand	25+	F	4775
Gellibrand	25+	M	3672
Gippsland	0-4	F	690
Gippsland	0-4	M	729
Gippsland	5-14	F	7428
Gippsland	5-14	M	7741
Gippsland	15-19	F	2833
Gippsland	15-19	M	2856
Gippsland	20-24	F	956
Gippsland	20-24	M	636
Gippsland	25+	F	2199
Gippsland	25+	M	984
Goldstein	0-4	F	1056
Goldstein	0-4	M	1108
Goldstein	5-14	F	9257
Goldstein	5-14	M	9471
Goldstein	15-19	F	3959
Goldstein	15-19	M	4231
Goldstein	20-24	F	2276
Goldstein	20-24	M	2373
Goldstein	25+	F	2925
Goldstein	25+	M	1805
Gorton	0-4	F	1437
Gorton	0-4	M	1424
Gorton	5-14	F	13222
Gorton	5-14	M	13584
Gorton	15-19	F	5016
Gorton	15-19	M	4949
Gorton	20-24	F	2345
Gorton	20-24	M	2137
Gorton	25+	F	3808
Gorton	25+	M	2306
Higgins	0-4	F	897
Higgins	0-4	M	973
Higgins	5-14	F	6790
Higgins	5-14	M	6779
Higgins	15-19	F	3378
Higgins	15-19	M	3219
Higgins	20-24	F	4436
Higgins	20-24	M	3676
Higgins	25+	F	4569
Higgins	25+	M	3489
Holt	0-4	F	1265
Holt	0-4	M	1349
Holt	5-14	F	12740
Holt	5-14	M	13314
Holt	15-19	F	5168
Holt	15-19	M	5280
Holt	20-24	F	2562
Holt	20-24	M	2365
Holt	25+	F	4294
Holt	25+	M	2587
Hotham	0-4	F	992
Hotham	0-4	M	1023
Hotham	5-14	F	7847
Hotham	5-14	M	8525
Hotham	15-19	F	3665
Hotham	15-19	M	3712
Hotham	20-24	F	2663
Hotham	20-24	M	2979
Hotham	25+	F	3369
Hotham	25+	M	2666
Indi	0-4	F	800
Indi	0-4	M	796
Indi	5-14	F	7740
Indi	5-14	M	8051
Indi	15-19	F	2939
Indi	15-19	M	3062
Indi	20-24	F	878
Indi	20-24	M	717
Indi	25+	F	2374
Indi	25+	M	1061
Isaacs	0-4	F	1066
Isaacs	0-4	M	1098
Isaacs	5-14	F	8853
Isaacs	5-14	M	9334
Isaacs	15-19	F	3830
Isaacs	15-19	M	3797
Isaacs	20-24	F	1988
Isaacs	20-24	M	2001
Isaacs	25+	F	3213
Isaacs	25+	M	2034
Jagajaga	0-4	F	1035
Jagajaga	0-4	M	972
Jagajaga	5-14	F	7968
Jagajaga	5-14	M	8373
Jagajaga	15-19	F	3503
Jagajaga	15-19	M	3644
Jagajaga	20-24	F	2143
Jagajaga	20-24	M	2113
Jagajaga	25+	F	2955
Jagajaga	25+	M	2083
Kooyong	0-4	F	859
Kooyong	0-4	M	887
Kooyong	5-14	F	8206
Kooyong	5-14	M	8526
Kooyong	15-19	F	4763
Kooyong	15-19	M	4749
Kooyong	20-24	F	3647
Kooyong	20-24	M	3903
Kooyong	25+	F	3810
Kooyong	25+	M	2939
La Trobe	0-4	F	1033
La Trobe	0-4	M	1070
La Trobe	5-14	F	10244
La Trobe	5-14	M	11046
La Trobe	15-19	F	4579
La Trobe	15-19	M	4872
La Trobe	20-24	F	1941
La Trobe	20-24	M	1760
La Trobe	25+	F	2988
La Trobe	25+	M	1561
Lalor	0-4	F	1777
Lalor	0-4	M	1797
Lalor	5-14	F	14908
Lalor	5-14	M	15867
Lalor	15-19	F	5324
Lalor	15-19	M	5297
Lalor	20-24	F	2737
Lalor	20-24	M	2775
Lalor	25+	F	5663
Lalor	25+	M	3664
Mallee	0-4	F	707
Mallee	0-4	M	769
Mallee	5-14	F	7328
Mallee	5-14	M	7793
Mallee	15-19	F	2951
Mallee	15-19	M	2999
Mallee	20-24	F	806
Mallee	20-24	M	502
Mallee	25+	F	1805
Mallee	25+	M	892
Maribyrnong	0-4	F	831
Maribyrnong	0-4	M	897
Maribyrnong	5-14	F	7932
Maribyrnong	5-14	M	8349
Maribyrnong	15-19	F	4041
Maribyrnong	15-19	M	3972
Maribyrnong	20-24	F	3006
Maribyrnong	20-24	M	3284
Maribyrnong	25+	F	4111
Maribyrnong	25+	M	2977
McEwen	0-4	F	1627
McEwen	0-4	M	1690
McEwen	5-14	F	13765
McEwen	5-14	M	14762
McEwen	15-19	F	5177
McEwen	15-19	M	5263
McEwen	20-24	F	2067
McEwen	20-24	M	1918
McEwen	25+	F	4007
McEwen	25+	M	2138
McMillan	0-4	F	1015
McMillan	0-4	M	1036
McMillan	5-14	F	9910
McMillan	5-14	M	10168
McMillan	15-19	F	3654
McMillan	15-19	M	3646
McMillan	20-24	F	1270
McMillan	20-24	M	942
McMillan	25+	F	2941
McMillan	25+	M	1246
Melbourne	0-4	F	703
Melbourne	0-4	M	699
Melbourne	5-14	F	4621
Melbourne	5-14	M	4627
Melbourne	15-19	F	6105
Melbourne	15-19	M	4709
Melbourne	20-24	F	12618
Melbourne	20-24	M	10238
Melbourne	25+	F	10598
Melbourne	25+	M	8504
Melbourne Ports	0-4	F	857
Melbourne Ports	0-4	M	894
Melbourne Ports	5-14	F	5072
Melbourne Ports	5-14	M	5302
Melbourne Ports	15-19	F	2540
Melbourne Ports	15-19	M	2340
Melbourne Ports	20-24	F	3528
Melbourne Ports	20-24	M	3015
Melbourne Ports	25+	F	5428
Melbourne Ports	25+	M	4030
Menzies	0-4	F	810
Menzies	0-4	M	826
Menzies	5-14	F	7349
Menzies	5-14	M	7844
Menzies	15-19	F	3924
Menzies	15-19	M	4282
Menzies	20-24	F	2320
Menzies	20-24	M	2508
Menzies	25+	F	2689
Menzies	25+	M	1861
Murray	0-4	F	733
Murray	0-4	M	736
Murray	5-14	F	7834
Murray	5-14	M	8399
Murray	15-19	F	3168
Murray	15-19	M	3295
Murray	20-24	F	860
Murray	20-24	M	603
Murray	25+	F	2156
Murray	25+	M	869
Scullin	0-4	F	1011
Scullin	0-4	M	1100
Scullin	5-14	F	9233
Scullin	5-14	M	9790
Scullin	15-19	F	4230
Scullin	15-19	M	4251
Scullin	20-24	F	2665
Scullin	20-24	M	2717
Scullin	25+	F	3479
Scullin	25+	M	2460
Wannon	0-4	F	654
Wannon	0-4	M	654
Wannon	5-14	F	7116
Wannon	5-14	M	7494
Wannon	15-19	F	2804
Wannon	15-19	M	2845
Wannon	20-24	F	786
Wannon	20-24	M	559
Wannon	25+	F	1825
Wannon	25+	M	810
Wills	0-4	F	967
Wills	0-4	M	1057
Wills	5-14	F	7427
Wills	5-14	M	7767
Wills	15-19	F	3008
Wills	15-19	M	3094
Wills	20-24	F	3462
Wills	20-24	M	3224
Wills	25+	F	5585
Wills	25+	M	4496
No usual address (Vic.)	0-4	F	15
No usual address (Vic.)	0-4	M	22
No usual address (Vic.)	5-14	F	145
No usual address (Vic.)	5-14	M	113
No usual address (Vic.)	15-19	F	85
No usual address (Vic.)	15-19	M	68
No usual address (Vic.)	20-24	F	136
No usual address (Vic.)	20-24	M	102
No usual address (Vic.)	25+	F	161
No usual address (Vic.)	25+	M	131
Blair	0-4	F	866
Blair	0-4	M	931
Blair	5-14	F	10232
Blair	5-14	M	10531
Blair	15-19	F	3307
Blair	15-19	M	3314
Blair	20-24	F	1320
Blair	20-24	M	877
Blair	25+	F	3444
Blair	25+	M	1613
Bonner	0-4	F	817
Bonner	0-4	M	862
Bonner	5-14	F	8928
Bonner	5-14	M	9434
Bonner	15-19	F	3884
Bonner	15-19	M	3833
Bonner	20-24	F	2249
Bonner	20-24	M	1908
Bonner	25+	F	3359
Bonner	25+	M	2158
Bowman	0-4	F	740
Bowman	0-4	M	763
Bowman	5-14	F	8920
Bowman	5-14	M	9465
Bowman	15-19	F	3544
Bowman	15-19	M	3608
Bowman	20-24	F	1267
Bowman	20-24	M	1022
Bowman	25+	F	2541
Bowman	25+	M	1218
Brisbane	0-4	F	697
Brisbane	0-4	M	736
Brisbane	5-14	F	6572
Brisbane	5-14	M	6760
Brisbane	15-19	F	3733
Brisbane	15-19	M	3244
Brisbane	20-24	F	4749
Brisbane	20-24	M	3989
Brisbane	25+	F	6312
Brisbane	25+	M	5226
Capricornia	0-4	F	736
Capricornia	0-4	M	696
Capricornia	5-14	F	9056
Capricornia	5-14	M	9809
Capricornia	15-19	F	3159
Capricornia	15-19	M	3023
Capricornia	20-24	F	1001
Capricornia	20-24	M	654
Capricornia	25+	F	2714
Capricornia	25+	M	1301
Dawson	0-4	F	749
Dawson	0-4	M	804
Dawson	5-14	F	9184
Dawson	5-14	M	9658
Dawson	15-19	F	3087
Dawson	15-19	M	2992
Dawson	20-24	F	1047
Dawson	20-24	M	682
Dawson	25+	F	2831
Dawson	25+	M	1238
Dickson	0-4	F	879
Dickson	0-4	M	959
Dickson	5-14	F	10016
Dickson	5-14	M	10608
Dickson	15-19	F	3646
Dickson	15-19	M	3660
Dickson	20-24	F	1436
Dickson	20-24	M	1208
Dickson	25+	F	3046
Dickson	25+	M	1619
Fadden	0-4	F	1034
Fadden	0-4	M	1142
Fadden	5-14	F	9498
Fadden	5-14	M	10003
Fadden	15-19	F	3810
Fadden	15-19	M	3659
Fadden	20-24	F	2011
Fadden	20-24	M	1717
Fadden	25+	F	3600
Fadden	25+	M	1903
Fairfax	0-4	F	767
Fairfax	0-4	M	784
Fairfax	5-14	F	9051
Fairfax	5-14	M	9511
Fairfax	15-19	F	3247
Fairfax	15-19	M	2953
Fairfax	20-24	F	1376
Fairfax	20-24	M	940
Fairfax	25+	F	3626
Fairfax	25+	M	1702
Fisher	0-4	F	629
Fisher	0-4	M	695
Fisher	5-14	F	7900
Fisher	5-14	M	8397
Fisher	15-19	F	3149
Fisher	15-19	M	2961
Fisher	20-24	F	1286
Fisher	20-24	M	915
Fisher	25+	F	2920
Fisher	25+	M	1402
Flynn	0-4	F	826
Flynn	0-4	M	837
Flynn	5-14	F	9924
Flynn	5-14	M	10495
Flynn	15-19	F	2695
Flynn	15-19	M	2768
Flynn	20-24	F	743
Flynn	20-24	M	414
Flynn	25+	F	2801
Flynn	25+	M	1046
Forde	0-4	F	1091
Forde	0-4	M	1172
Forde	5-14	F	10904
Forde	5-14	M	11403
Forde	15-19	F	3841
Forde	15-19	M	3612
Forde	20-24	F	1367
Forde	20-24	M	1050
Forde	25+	F	3348
Forde	25+	M	1475
Griffith	0-4	F	788
Griffith	0-4	M	755
