CED_NAME16	Ancestry	FatherBornAus	MotherBornAus	responses
Gilmore	Scottish	0	1	1315
Gilmore	Scottish	1	0	978
Gilmore	Scottish	1	1	11137
Gilmore	Serbian			4
Gilmore	Serbian	0	0	125
Gilmore	Serbian	0	1	16
Gilmore	Serbian	1	0	6
Gilmore	Serbian	1	1	33
Gilmore	South African	0	0	230
Gilmore	South African	0	1	55
Gilmore	South African	1	0	38
Gilmore	South African	1	1	32
Gilmore	Spanish			4
Gilmore	Spanish	0	0	301
Gilmore	Spanish	0	1	23
Gilmore	Spanish	1	0	28
Gilmore	Spanish	1	1	149
Gilmore	Sri Lankan	0	0	62
Gilmore	Sri Lankan	0	1	5
Gilmore	Sri Lankan	1	0	5
Gilmore	Sri Lankan	1	1	7
Gilmore	Turkish	0	0	43
Gilmore	Turkish	0	1	11
Gilmore	Turkish	1	0	7
Gilmore	Turkish	1	1	13
Gilmore	Vietnamese			4
Gilmore	Vietnamese	0	0	127
Gilmore	Vietnamese	0	1	18
Gilmore	Vietnamese	1	0	14
Gilmore	Vietnamese	1	1	8
Gilmore	Welsh			16
Gilmore	Welsh	0	0	497
Gilmore	Welsh	0	1	141
Gilmore	Welsh	1	0	82
Gilmore	Welsh	1	1	494
Grayndler				10821
Grayndler		0	0	466
Grayndler		0	1	49
Grayndler		1	0	52
Grayndler		1	1	340
Grayndler	Australian			400
Grayndler	Australian		1	23267
Grayndler	Australian	0	0	1225
Grayndler	Australian	0	1	6213
Grayndler	Australian	1	0	4452
Grayndler	Australian Aboriginal			11
Grayndler	Australian Aboriginal	0	0	11
Grayndler	Australian Aboriginal	0	1	49
Grayndler	Australian Aboriginal	1	0	13
Grayndler	Australian Aboriginal	1	1	355
Grayndler	Chinese			92
Grayndler	Chinese	0	0	8980
Grayndler	Chinese	0	1	331
Grayndler	Chinese	1	0	464
Grayndler	Chinese	1	1	463
Grayndler	Croatian			8
Grayndler	Croatian	0	0	591
Grayndler	Croatian	0	1	114
Grayndler	Croatian	1	0	71
Grayndler	Croatian	1	1	189
Grayndler	Dutch			10
Grayndler	Dutch	0	0	732
Grayndler	Dutch	0	1	318
Grayndler	Dutch	1	0	214
Grayndler	Dutch	1	1	411
Grayndler	English			479
Grayndler	English	0	0	12279
Grayndler	English	0	1	5436
Grayndler	English	1	0	3808
Grayndler	English	1	1	22899
Grayndler	Filipino			21
Grayndler	Filipino	0	0	1853
Grayndler	Filipino	0	1	43
Grayndler	Filipino	1	0	214
Grayndler	Filipino	1	1	43
Grayndler	French			13
Grayndler	French	0	0	809
Grayndler	French	0	1	131
Grayndler	French	1	0	92
Grayndler	French	1	1	331
Grayndler	German			60
Grayndler	German	0	0	1644
Grayndler	German	0	1	579
Grayndler	German	1	0	368
Grayndler	German	1	1	2408
Grayndler	Greek			75
Grayndler	Greek	0	0	3922
Grayndler	Greek	0	1	498
Grayndler	Greek	1	0	243
Grayndler	Greek	1	1	1112
Grayndler	Hungarian			9
Grayndler	Hungarian	0	0	398
Grayndler	Hungarian	0	1	125
Grayndler	Hungarian	1	0	57
Grayndler	Hungarian	1	1	121
Grayndler	Indian			19
Grayndler	Indian	0	0	2654
Grayndler	Indian	0	1	107
Grayndler	Indian	1	0	118
Grayndler	Indian	1	1	44
Grayndler	Irish			204
Grayndler	Irish	0	0	4326
Grayndler	Irish	0	1	2011
Grayndler	Irish	1	0	1337
Grayndler	Irish	1	1	13031
Grayndler	Italian			102
Grayndler	Italian	0	0	5480
Grayndler	Italian	0	1	1154
Grayndler	Italian	1	0	527
Grayndler	Italian	1	1	2533
Grayndler	Korean			10
Grayndler	Korean	0	0	753
Grayndler	Korean	0	1	18
Grayndler	Korean	1	0	42
Grayndler	Korean	1	1	35
Grayndler	Lebanese			22
Grayndler	Lebanese	0	0	1407
Grayndler	Lebanese	0	1	201
Grayndler	Lebanese	1	0	141
Grayndler	Lebanese	1	1	402
Grayndler	Macedonian			9
Grayndler	Macedonian	0	0	326
Grayndler	Macedonian	0	1	44
Grayndler	Macedonian	1	0	17
Grayndler	Macedonian	1	1	37
Grayndler	Maltese			13
Grayndler	Maltese	0	0	515
Grayndler	Maltese	0	1	180
Grayndler	Maltese	1	0	106
Grayndler	Maltese	1	1	271
Grayndler	Maori			4
Grayndler	Maori	0	0	381
Grayndler	Maori	0	1	61
Grayndler	Maori	1	0	45
Grayndler	Maori	1	1	17
Grayndler	NZ			21
Grayndler	NZ	0	0	1110
Grayndler	NZ	0	1	303
Grayndler	NZ	1	0	283
Grayndler	NZ	1	1	97
Grayndler	(Other)			195
Grayndler	(Other)	0	0	15714
Grayndler	(Other)	0	1	1785
Grayndler	(Other)	1	0	1419
Grayndler	(Other)	1	1	1889
Grayndler	Polish			6
Grayndler	Polish	0	0	866
Grayndler	Polish	0	1	162
Grayndler	Polish	1	0	130
Grayndler	Polish	1	1	271
Grayndler	Russian			4
Grayndler	Russian	0	0	513
Grayndler	Russian	0	1	58
Grayndler	Russian	1	0	73
Grayndler	Russian	1	1	114
Grayndler	Scottish			133
Grayndler	Scottish	0	0	3293
Grayndler	Scottish	0	1	1476
Grayndler	Scottish	1	0	1029
Grayndler	Scottish	1	1	7902
Grayndler	Serbian			7
Grayndler	Serbian	0	0	447
Grayndler	Serbian	0	1	57
Grayndler	Serbian	1	0	48
Grayndler	Serbian	1	1	44
Grayndler	South African	0	0	440
Grayndler	South African	0	1	107
Grayndler	South African	1	0	50
Grayndler	South African	1	1	29
Grayndler	Spanish			9
Grayndler	Spanish	0	0	1136
Grayndler	Spanish	0	1	110
Grayndler	Spanish	1	0	61
Grayndler	Spanish	1	1	139
Grayndler	Sri Lankan	0	0	365
Grayndler	Sri Lankan	0	1	36
Grayndler	Sri Lankan	1	0	31
Grayndler	Sri Lankan	1	1	22
Grayndler	Turkish			6
Grayndler	Turkish	0	0	566
Grayndler	Turkish	0	1	44
Grayndler	Turkish	1	0	34
Grayndler	Turkish	1	1	25
Grayndler	Vietnamese			27
Grayndler	Vietnamese	0	0	2752
Grayndler	Vietnamese	0	1	45
Grayndler	Vietnamese	1	0	93
Grayndler	Vietnamese	1	1	38
Grayndler	Welsh			4
Grayndler	Welsh	0	0	533
Grayndler	Welsh	0	1	154
Grayndler	Welsh	1	0	89
Grayndler	Welsh	1	1	505
Greenway				7493
Greenway		0	0	1046
Greenway		0	1	46
Greenway		1	0	54
Greenway		1	1	418
Greenway	Australian			465
Greenway	Australian		1	27308
Greenway	Australian	0	0	2816
Greenway	Australian	0	1	4727
Greenway	Australian	1	0	3318
Greenway	Australian Aboriginal			5
Greenway	Australian Aboriginal	0	0	23
Greenway	Australian Aboriginal	0	1	31
Greenway	Australian Aboriginal	1	0	10
Greenway	Australian Aboriginal	1	1	263
Greenway	Chinese			56
Greenway	Chinese	0	0	8113
Greenway	Chinese	0	1	173
Greenway	Chinese	1	0	282
Greenway	Chinese	1	1	244
Greenway	Croatian			13
Greenway	Croatian	0	0	895
Greenway	Croatian	0	1	124
Greenway	Croatian	1	0	74
Greenway	Croatian	1	1	234
Greenway	Dutch			15
Greenway	Dutch	0	0	789
Greenway	Dutch	0	1	218
Greenway	Dutch	1	0	135
Greenway	Dutch	1	1	395
Greenway	English			451
Greenway	English	0	0	7956
Greenway	English	0	1	3562
Greenway	English	1	0	2409
Greenway	English	1	1	21441
Greenway	Filipino			74
Greenway	Filipino	0	0	8305
Greenway	Filipino	0	1	193
Greenway	Filipino	1	0	435
Greenway	Filipino	1	1	83
Greenway	French			11
Greenway	French	0	0	410
Greenway	French	0	1	52
Greenway	French	1	0	36
Greenway	French	1	1	203
Greenway	German			34
Greenway	German	0	0	1241
Greenway	German	0	1	337
Greenway	German	1	0	240
Greenway	German	1	1	1771
Greenway	Greek			17
Greenway	Greek	0	0	1079
Greenway	Greek	0	1	226
Greenway	Greek	1	0	147
Greenway	Greek	1	1	558
Greenway	Hungarian			4
Greenway	Hungarian	0	0	400
Greenway	Hungarian	0	1	81
Greenway	Hungarian	1	0	28
Greenway	Hungarian	1	1	103
Greenway	Indian			121
Greenway	Indian	0	0	24695
Greenway	Indian	0	1	191
Greenway	Indian	1	0	120
Greenway	Indian	1	1	63
Greenway	Irish			106
Greenway	Irish	0	0	1743
Greenway	Irish	0	1	893
Greenway	Irish	1	0	620
Greenway	Irish	1	1	7421
Greenway	Italian			40
Greenway	Italian	0	0	2325
Greenway	Italian	0	1	737
Greenway	Italian	1	0	324
Greenway	Italian	1	1	1976
Greenway	Korean			5
Greenway	Korean	0	0	1415
Greenway	Korean	0	1	10
Greenway	Korean	1	0	25
Greenway	Korean	1	1	10
Greenway	Lebanese			9
Greenway	Lebanese	0	0	1730
Greenway	Lebanese	0	1	395
Greenway	Lebanese	1	0	157
Greenway	Lebanese	1	1	463
Greenway	Macedonian	0	0	124
Greenway	Macedonian	0	1	33
Greenway	Macedonian	1	0	16
Greenway	Macedonian	1	1	26
Greenway	Maltese			36
Greenway	Maltese	0	0	2341
Greenway	Maltese	0	1	476
Greenway	Maltese	1	0	246
Greenway	Maltese	1	1	1251
Greenway	Maori			24
Greenway	Maori	0	0	1068
Greenway	Maori	0	1	129
Greenway	Maori	1	0	100
Greenway	Maori	1	1	47
Greenway	NZ			14
Greenway	NZ	0	0	665
Greenway	NZ	0	1	250
Greenway	NZ	1	0	171
Greenway	NZ	1	1	110
Greenway	(Other)			266
Greenway	(Other)	0	0	28541
Greenway	(Other)	0	1	1555
Greenway	(Other)	1	0	1153
Greenway	(Other)	1	1	1294
Greenway	Polish			8
Greenway	Polish	0	0	891
Greenway	Polish	0	1	116
Greenway	Polish	1	0	93
Greenway	Polish	1	1	228
Greenway	Russian			7
Greenway	Russian	0	0	508
Greenway	Russian	0	1	35
Greenway	Russian	1	0	39
Greenway	Russian	1	1	101
Greenway	Scottish			76
Greenway	Scottish	0	0	1676
Greenway	Scottish	0	1	765
Greenway	Scottish	1	0	577
Greenway	Scottish	1	1	5100
Greenway	Serbian			4
Greenway	Serbian	0	0	510
Greenway	Serbian	0	1	46
Greenway	Serbian	1	0	36
Greenway	Serbian	1	1	50
Greenway	South African			10
Greenway	South African	0	0	749
Greenway	South African	0	1	89
Greenway	South African	1	0	80
Greenway	South African	1	1	35
Greenway	Spanish			8
Greenway	Spanish	0	0	1181
Greenway	Spanish	0	1	72
Greenway	Spanish	1	0	37
Greenway	Spanish	1	1	71
Greenway	Sri Lankan			10
Greenway	Sri Lankan	0	0	3181
Greenway	Sri Lankan	0	1	39
Greenway	Sri Lankan	1	0	41
Greenway	Sri Lankan	1	1	28
Greenway	Turkish			3
Greenway	Turkish	0	0	968
Greenway	Turkish	0	1	107
Greenway	Turkish	1	0	72
Greenway	Turkish	1	1	63
Greenway	Vietnamese			3
Greenway	Vietnamese	0	0	470
Greenway	Vietnamese	0	1	10
Greenway	Vietnamese	1	0	59
Greenway	Vietnamese	1	1	4
Greenway	Welsh			3
Greenway	Welsh	0	0	186
Greenway	Welsh	0	1	61
Greenway	Welsh	1	0	31
Greenway	Welsh	1	1	231
Hughes				4264
Hughes		0	0	318
Hughes		0	1	58
Hughes		1	0	47
Hughes		1	1	574
Hughes	Australian			627
Hughes	Australian		1	40597
Hughes	Australian	0	0	986
Hughes	Australian	0	1	5956
Hughes	Australian	1	0	4263
Hughes	Australian Aboriginal			3
Hughes	Australian Aboriginal	0	1	11
Hughes	Australian Aboriginal	1	0	9
Hughes	Australian Aboriginal	1	1	228
Hughes	Chinese			41
Hughes	Chinese	0	0	4471
Hughes	Chinese	0	1	125
Hughes	Chinese	1	0	282
Hughes	Chinese	1	1	345
Hughes	Croatian			5
Hughes	Croatian	0	0	595
Hughes	Croatian	0	1	87
Hughes	Croatian	1	0	48
Hughes	Croatian	1	1	235
Hughes	Dutch			13
Hughes	Dutch	0	0	810
Hughes	Dutch	0	1	286
Hughes	Dutch	1	0	155
Hughes	Dutch	1	1	611
Hughes	English			534
Hughes	English	0	0	8578
Hughes	English	0	1	5260
Hughes	English	1	0	3637
Hughes	English	1	1	34142
Hughes	Filipino			13
Hughes	Filipino	0	0	1400
Hughes	Filipino	0	1	65
Hughes	Filipino	1	0	194
Hughes	Filipino	1	1	40
Hughes	French			14
Hughes	French	0	0	421
Hughes	French	0	1	84
Hughes	French	1	0	56
Hughes	French	1	1	365
Hughes	German			37
Hughes	German	0	0	1302
Hughes	German	0	1	447
Hughes	German	1	0	285
Hughes	German	1	1	2604
Hughes	Greek			24
Hughes	Greek	0	0	2205
Hughes	Greek	0	1	477
Hughes	Greek	1	0	262
Hughes	Greek	1	1	1376
Hughes	Hungarian	0	0	281
Hughes	Hungarian	0	1	64
Hughes	Hungarian	1	0	29
Hughes	Hungarian	1	1	101
Hughes	Indian			27
Hughes	Indian	0	0	3112
Hughes	Indian	0	1	75
Hughes	Indian	1	0	71
Hughes	Indian	1	1	67
Hughes	Irish			152
Hughes	Irish	0	0	2197
Hughes	Irish	0	1	1397
Hughes	Irish	1	0	814
Hughes	Irish	1	1	12967
Hughes	Italian			52
Hughes	Italian	0	0	2312
Hughes	Italian	0	1	843
Hughes	Italian	1	0	418
Hughes	Italian	1	1	2522
Hughes	Korean	0	0	182
Hughes	Korean	0	1	3
Hughes	Korean	1	0	23
Hughes	Korean	1	1	8
Hughes	Lebanese			23
Hughes	Lebanese	0	0	1487
Hughes	Lebanese	0	1	303
Hughes	Lebanese	1	0	159
Hughes	Lebanese	1	1	545
Hughes	Macedonian			17
Hughes	Macedonian	0	0	925
Hughes	Macedonian	0	1	166
Hughes	Macedonian	1	0	73
Hughes	Macedonian	1	1	242
Hughes	Maltese			14
Hughes	Maltese	0	0	671
Hughes	Maltese	0	1	261
Hughes	Maltese	1	0	131
Hughes	Maltese	1	1	530
Hughes	Maori			4
Hughes	Maori	0	0	525
Hughes	Maori	0	1	127
Hughes	Maori	1	0	58
Hughes	Maori	1	1	46
Hughes	NZ			14
Hughes	NZ	0	0	667
Hughes	NZ	0	1	338
Hughes	NZ	1	0	228
Hughes	NZ	1	1	121
Hughes	(Other)			110
Hughes	(Other)	0	0	9770
Hughes	(Other)	0	1	1509
Hughes	(Other)	1	0	1219
Hughes	(Other)	1	1	1692
Hughes	Polish			3
Hughes	Polish	0	0	668
Hughes	Polish	0	1	81
Hughes	Polish	1	0	97
Hughes	Polish	1	1	213
Hughes	Russian			6
Hughes	Russian	0	0	566
Hughes	Russian	0	1	47
Hughes	Russian	1	0	37
Hughes	Russian	1	1	95
Hughes	Scottish			126
Hughes	Scottish	0	0	2061
Hughes	Scottish	0	1	1176
Hughes	Scottish	1	0	863
Hughes	Scottish	1	1	8883
Hughes	Serbian			3
Hughes	Serbian	0	0	254
Hughes	Serbian	0	1	37
Hughes	Serbian	1	0	15
Hughes	Serbian	1	1	52
Hughes	South African			9
Hughes	South African	0	0	481
Hughes	South African	0	1	120
Hughes	South African	1	0	82
Hughes	South African	1	1	53
Hughes	Spanish			3
Hughes	Spanish	0	0	706
Hughes	Spanish	0	1	67
Hughes	Spanish	1	0	62
Hughes	Spanish	1	1	109
Hughes	Sri Lankan	0	0	250
Hughes	Sri Lankan	0	1	27
Hughes	Sri Lankan	1	0	14
Hughes	Sri Lankan	1	1	11
Hughes	Turkish			5
Hughes	Turkish	0	0	195
Hughes	Turkish	0	1	29
Hughes	Turkish	1	0	10
Hughes	Turkish	1	1	8
Hughes	Vietnamese			9
Hughes	Vietnamese	0	0	900
Hughes	Vietnamese	0	1	17
Hughes	Vietnamese	1	0	57
Hughes	Vietnamese	1	1	16
Hughes	Welsh			7
Hughes	Welsh	0	0	360
Hughes	Welsh	0	1	124
Hughes	Welsh	1	0	86
Hughes	Welsh	1	1	438
Hume				8051
Hume		0	0	239
Hume		0	1	80
Hume		1	0	67
Hume		1	1	1075
Hume	Australian			996
Hume	Australian		1	53181
Hume	Australian	0	0	764
Hume	Australian	0	1	5894
Hume	Australian	1	0	4002
Hume	Australian Aboriginal			7
Hume	Australian Aboriginal	0	0	3
Hume	Australian Aboriginal	0	1	34
Hume	Australian Aboriginal	1	0	19
Hume	Australian Aboriginal	1	1	495
Hume	Chinese			13
Hume	Chinese	0	0	977
Hume	Chinese	0	1	54
Hume	Chinese	1	0	94
Hume	Chinese	1	1	289
Hume	Croatian			5
Hume	Croatian	0	0	543
Hume	Croatian	0	1	106
Hume	Croatian	1	0	68
Hume	Croatian	1	1	302
Hume	Dutch			20
Hume	Dutch	0	0	905
Hume	Dutch	0	1	296
Hume	Dutch	1	0	178
Hume	Dutch	1	1	586
Hume	English			916
Hume	English	0	0	8876
Hume	English	0	1	5180
Hume	English	1	0	3793
Hume	English	1	1	41413
Hume	Filipino			4
Hume	Filipino	0	0	600
Hume	Filipino	0	1	55
Hume	Filipino	1	0	145
Hume	Filipino	1	1	34
Hume	French			11
Hume	French	0	0	285
Hume	French	0	1	68
Hume	French	1	0	34
Hume	French	1	1	343
Hume	German			67
Hume	German	0	0	1278
Hume	German	0	1	463
Hume	German	1	0	352
Hume	German	1	1	3211
Hume	Greek			5
Hume	Greek	0	0	556
Hume	Greek	0	1	174
Hume	Greek	1	0	82
Hume	Greek	1	1	548
Hume	Hungarian			3
Hume	Hungarian	0	0	294
Hume	Hungarian	0	1	87
Hume	Hungarian	1	0	33
Hume	Hungarian	1	1	129
Hume	Indian			3
Hume	Indian	0	0	788
Hume	Indian	0	1	49
Hume	Indian	1	0	33
Hume	Indian	1	1	48
Hume	Irish			238
Hume	Irish	0	0	2059
Hume	Irish	0	1	1229
Hume	Irish	1	0	799
Hume	Irish	1	1	13760
Hume	Italian			71
Hume	Italian	0	0	1945
Hume	Italian	0	1	794
Hume	Italian	1	0	317
Hume	Italian	1	1	2599
Hume	Korean	0	0	117
Hume	Korean	1	0	6
Hume	Korean	1	1	8
Hume	Lebanese			16
Hume	Lebanese	0	0	518
Hume	Lebanese	0	1	146
Hume	Lebanese	1	0	74
Hume	Lebanese	1	1	246
Hume	Macedonian			3
Hume	Macedonian	0	0	154
Hume	Macedonian	0	1	31
Hume	Macedonian	1	0	23
Hume	Macedonian	1	1	43
Hume	Maltese			28
Hume	Maltese	0	0	1210
Hume	Maltese	0	1	342
Hume	Maltese	1	0	241
Hume	Maltese	1	1	1254
Hume	Maori			3
Hume	Maori	0	0	287
Hume	Maori	0	1	68
Hume	Maori	1	0	48
Hume	Maori	1	1	44
Hume	NZ			7
Hume	NZ	0	0	457
Hume	NZ	0	1	248
Hume	NZ	1	0	192
Hume	NZ	1	1	153
Hume	(Other)			94
Hume	(Other)	0	0	5437
Hume	(Other)	0	1	1187
Hume	(Other)	1	0	712
Hume	(Other)	1	1	1556
Hume	Polish			5
Hume	Polish	0	0	566
Hume	Polish	0	1	117
Hume	Polish	1	0	103
Hume	Polish	1	1	242
Hume	Russian			3
Hume	Russian	0	0	243
Hume	Russian	0	1	37
Hume	Russian	1	0	38
Hume	Russian	1	1	92
Hume	Scottish			170
Hume	Scottish	0	0	2210
Hume	Scottish	0	1	1269
Hume	Scottish	1	0	875
Hume	Scottish	1	1	9905
Hume	Serbian	0	0	238
Hume	Serbian	0	1	47
Hume	Serbian	1	0	25
Hume	Serbian	1	1	88
Hume	South African			4
Hume	South African	0	0	295
Hume	South African	0	1	71
Hume	South African	1	0	64
Hume	South African	1	1	23
Hume	Spanish			8
Hume	Spanish	0	0	404
Hume	Spanish	0	1	66
Hume	Spanish	1	0	30
Hume	Spanish	1	1	122
Hume	Sri Lankan	0	0	105
Hume	Sri Lankan	0	1	5
Hume	Sri Lankan	1	0	16
Hume	Sri Lankan	1	1	10
Hume	Turkish	0	0	89
Hume	Turkish	0	1	31
Hume	Turkish	1	0	18
Hume	Turkish	1	1	19
Hume	Vietnamese			3
Hume	Vietnamese	0	0	188
Hume	Vietnamese	0	1	15
Hume	Vietnamese	1	0	25
Hume	Vietnamese	1	1	10
Hume	Welsh			5
Hume	Welsh	0	0	355
Hume	Welsh	0	1	124
Hume	Welsh	1	0	84
Hume	Welsh	1	1	407
Hunter				9552
Hunter		0	0	182
Hunter		0	1	59
Hunter		1	0	49
Hunter		1	1	1486
Hunter	Australian			1250
Hunter	Australian		1	61578
Hunter	Australian	0	0	534
Hunter	Australian	0	1	4791
Hunter	Australian	1	0	3491
Hunter	Australian Aboriginal			7
Hunter	Australian Aboriginal	0	0	4
Hunter	Australian Aboriginal	0	1	40
Hunter	Australian Aboriginal	1	0	12
Hunter	Australian Aboriginal	1	1	775
Hunter	Chinese			6
Hunter	Chinese	0	0	655
Hunter	Chinese	0	1	40
Hunter	Chinese	1	0	78
Hunter	Chinese	1	1	286
Hunter	Croatian			3
Hunter	Croatian	0	0	151
Hunter	Croatian	0	1	30
Hunter	Croatian	1	0	18
Hunter	Croatian	1	1	67
Hunter	Dutch			12
Hunter	Dutch	0	0	829
Hunter	Dutch	0	1	278
Hunter	Dutch	1	0	208
Hunter	Dutch	1	1	552
Hunter	English			1113
Hunter	English	0	0	6516
Hunter	English	0	1	4338
Hunter	English	1	0	3293
Hunter	English	1	1	52107
Hunter	Filipino			13
Hunter	Filipino	0	0	629
Hunter	Filipino	0	1	30
Hunter	Filipino	1	0	176
Hunter	Filipino	1	1	37
Hunter	French			7
Hunter	French	0	0	210
Hunter	French	0	1	43
Hunter	French	1	0	37
Hunter	French	1	1	377
Hunter	German			82
Hunter	German	0	0	1079
Hunter	German	0	1	472
Hunter	German	1	0	306
Hunter	German	1	1	4781
Hunter	Greek			5
Hunter	Greek	0	0	173
Hunter	Greek	0	1	79
Hunter	Greek	1	0	21
Hunter	Greek	1	1	290
Hunter	Hungarian			5
Hunter	Hungarian	0	0	129
Hunter	Hungarian	0	1	31
Hunter	Hungarian	1	0	15
Hunter	Hungarian	1	1	84
Hunter	Indian			13
Hunter	Indian	0	0	578
Hunter	Indian	0	1	43
Hunter	Indian	1	0	26
Hunter	Indian	1	1	62
Hunter	Irish			224
Hunter	Irish	0	0	1338
Hunter	Irish	0	1	915
Hunter	Irish	1	0	584
Hunter	Irish	1	1	13886
Hunter	Italian			29
Hunter	Italian	0	0	559
Hunter	Italian	0	1	273
Hunter	Italian	1	0	89
Hunter	Italian	1	1	1417
Hunter	Korean	0	0	114
Hunter	Korean	0	1	5
Hunter	Korean	1	0	15
Hunter	Korean	1	1	3
Hunter	Lebanese	0	0	106
Hunter	Lebanese	0	1	30
Hunter	Lebanese	1	0	21
Hunter	Lebanese	1	1	97
Hunter	Macedonian	0	0	106
Hunter	Macedonian	0	1	32
Hunter	Macedonian	1	0	16
Hunter	Macedonian	1	1	50
Hunter	Maltese			13
Hunter	Maltese	0	0	203
Hunter	Maltese	0	1	82
Hunter	Maltese	1	0	58
Hunter	Maltese	1	1	258
Hunter	Maori	0	0	386
Hunter	Maori	0	1	126
Hunter	Maori	1	0	85
Hunter	Maori	1	1	104
Hunter	NZ			28
Hunter	NZ	0	0	501
Hunter	NZ	0	1	283
Hunter	NZ	1	0	199
Hunter	NZ	1	1	173
Hunter	(Other)			82
Hunter	(Other)	0	0	3338
Hunter	(Other)	0	1	772
Hunter	(Other)	1	0	532
Hunter	(Other)	1	1	1447
Hunter	Polish			11
Hunter	Polish	0	0	420
Hunter	Polish	0	1	110
Hunter	Polish	1	0	87
Hunter	Polish	1	1	431
Hunter	Russian	0	0	156
Hunter	Russian	0	1	44
Hunter	Russian	1	0	27
Hunter	Russian	1	1	97
Hunter	Scottish			212
Hunter	Scottish	0	0	1918
Hunter	Scottish	0	1	1323
Hunter	Scottish	1	0	898
Hunter	Scottish	1	1	13138
Hunter	Serbian	0	0	76
Hunter	Serbian	0	1	9
Hunter	Serbian	1	0	4
Hunter	Serbian	1	1	14
Hunter	South African			4
Hunter	South African	0	0	266
Hunter	South African	0	1	43
Hunter	South African	1	0	43
Hunter	South African	1	1	39
Hunter	Spanish	0	0	198
Hunter	Spanish	0	1	36
Hunter	Spanish	1	0	18
Hunter	Spanish	1	1	159
Hunter	Sri Lankan			3
Hunter	Sri Lankan	0	0	87
Hunter	Sri Lankan	0	1	4
Hunter	Sri Lankan	1	0	10
Hunter	Sri Lankan	1	1	6
Hunter	Turkish	0	0	33
Hunter	Turkish	0	1	6
Hunter	Turkish	1	0	5
Hunter	Vietnamese	0	0	102
Hunter	Vietnamese	0	1	5
Hunter	Vietnamese	1	0	14
Hunter	Welsh			12
Hunter	Welsh	0	0	268
Hunter	Welsh	0	1	132
Hunter	Welsh	1	0	84
Hunter	Welsh	1	1	759
Kingsford Smith				13399
Kingsford Smith		0	0	770
Kingsford Smith		0	1	59
Kingsford Smith		1	0	53
Kingsford Smith		1	1	410
Kingsford Smith	Australian			422
Kingsford Smith	Australian		1	22524
Kingsford Smith	Australian	0	0	1735
Kingsford Smith	Australian	0	1	5119
Kingsford Smith	Australian	1	0	4100
Kingsford Smith	Australian Aboriginal			27
Kingsford Smith	Australian Aboriginal	0	0	21
Kingsford Smith	Australian Aboriginal	0	1	47
Kingsford Smith	Australian Aboriginal	1	0	11
Kingsford Smith	Australian Aboriginal	1	1	518
Kingsford Smith	Chinese			171
Kingsford Smith	Chinese	0	0	24849
Kingsford Smith	Chinese	0	1	356
Kingsford Smith	Chinese	1	0	498
Kingsford Smith	Chinese	1	1	491
Kingsford Smith	Croatian			12
Kingsford Smith	Croatian	0	0	791
Kingsford Smith	Croatian	0	1	90
Kingsford Smith	Croatian	1	0	80
Kingsford Smith	Croatian	1	1	200
Kingsford Smith	Dutch			5
Kingsford Smith	Dutch	0	0	735
Kingsford Smith	Dutch	0	1	187
Kingsford Smith	Dutch	1	0	128
Kingsford Smith	Dutch	1	1	279
Kingsford Smith	English			492
Kingsford Smith	English	0	0	12314
Kingsford Smith	English	0	1	4044
Kingsford Smith	English	1	0	2925
Kingsford Smith	English	1	1	19245
Kingsford Smith	Filipino			30
Kingsford Smith	Filipino	0	0	2535
Kingsford Smith	Filipino	0	1	56
Kingsford Smith	Filipino	1	0	279
Kingsford Smith	Filipino	1	1	29
Kingsford Smith	French			7
Kingsford Smith	French	0	0	1632
Kingsford Smith	French	0	1	159
Kingsford Smith	French	1	0	108
Kingsford Smith	French	1	1	232
Kingsford Smith	German			42
Kingsford Smith	German	0	0	2097
Kingsford Smith	German	0	1	426
Kingsford Smith	German	1	0	321
Kingsford Smith	German	1	1	1791
Kingsford Smith	Greek			102
Kingsford Smith	Greek	0	0	5509
Kingsford Smith	Greek	0	1	924
Kingsford Smith	Greek	1	0	460
Kingsford Smith	Greek	1	1	2309
Kingsford Smith	Hungarian			4
Kingsford Smith	Hungarian	0	0	812
Kingsford Smith	Hungarian	0	1	105
Kingsford Smith	Hungarian	1	0	69
Kingsford Smith	Hungarian	1	1	124
Kingsford Smith	Indian			30
Kingsford Smith	Indian	0	0	3173
Kingsford Smith	Indian	0	1	79
Kingsford Smith	Indian	1	0	101
Kingsford Smith	Indian	1	1	44
Kingsford Smith	Irish			214
Kingsford Smith	Irish	0	0	6328
Kingsford Smith	Irish	0	1	1515
Kingsford Smith	Irish	1	0	1133
Kingsford Smith	Irish	1	1	10794
Kingsford Smith	Italian			73
Kingsford Smith	Italian	0	0	3910
Kingsford Smith	Italian	0	1	824
Kingsford Smith	Italian	1	0	357
Kingsford Smith	Italian	1	1	1951
Kingsford Smith	Korean			7
Kingsford Smith	Korean	0	0	930
Kingsford Smith	Korean	0	1	11
Kingsford Smith	Korean	1	0	37
Kingsford Smith	Korean	1	1	19
Kingsford Smith	Lebanese			14
Kingsford Smith	Lebanese	0	0	1082
Kingsford Smith	Lebanese	0	1	186
Kingsford Smith	Lebanese	1	0	171
Kingsford Smith	Lebanese	1	1	419
Kingsford Smith	Macedonian	0	0	193
Kingsford Smith	Macedonian	0	1	24
Kingsford Smith	Macedonian	1	0	18
Kingsford Smith	Macedonian	1	1	38
Kingsford Smith	Maltese			24
