CED_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Barton	Co-op/church group etc	11812	36
Barton	Co-op/church group etc	14437	21
Barton	Co-op/church group etc	18375	30
Barton	Co-op/church group etc	23625	18
Barton	Co-op/church group etc	28875	17
Barton	Co-op/church group etc	34125	3
Barton	Person not in same household	0	343
Barton	Person not in same household	3937	6
Barton	Person not in same household	5250	58
Barton	Person not in same household	7875	110
Barton	Person not in same household	10500	121
Barton	Person not in same household	11812	127
Barton	Person not in same household	14437	314
Barton	Person not in same household	18375	619
Barton	Person not in same household	23625	647
Barton	Person not in same household	28875	494
Barton	Person not in same household	34125	180
Barton	Person not in same household	39375	77
Barton	Person not in same household	44625	24
Barton	Person not in same household	49875	50
Barton	Real estate agent	0	48
Barton	Real estate agent	5250	20
Barton	Real estate agent	7875	80
Barton	Real estate agent	10500	124
Barton	Real estate agent	11812	288
Barton	Real estate agent	14437	789
Barton	Real estate agent	18375	3953
Barton	Real estate agent	23625	5047
Barton	Real estate agent	28875	3465
Barton	Real estate agent	34125	1129
Barton	Real estate agent	39375	340
Barton	Real estate agent	44625	158
Barton	Real estate agent	49875	161
Barton	State or territory housing authority	0	55
Barton	State or territory housing authority	3937	67
Barton	State or territory housing authority	5250	532
Barton	State or territory housing authority	7875	223
Barton	State or territory housing authority	10500	109
Barton	State or territory housing authority	11812	114
Barton	State or territory housing authority	14437	71
Barton	State or territory housing authority	18375	81
Barton	State or territory housing authority	23625	20
Barton	State or territory housing authority	28875	17
Barton	State or territory housing authority	34125	3
Barton	State or territory housing authority	39375	3
Bennelong		0	130
Bennelong		3937	3
Bennelong		5250	14
Bennelong		7875	5
Bennelong		10500	6
Bennelong		11812	4
Bennelong		14437	5
Bennelong		18375	7
Bennelong		23625	11
Bennelong		28875	10
Bennelong		34125	5
Bennelong		49875	3
Bennelong	(Other)	0	32
Bennelong	(Other)	3937	4
Bennelong	(Other)	5250	9
Bennelong	(Other)	7875	17
Bennelong	(Other)	10500	22
Bennelong	(Other)	11812	216
Bennelong	(Other)	14437	62
Bennelong	(Other)	18375	46
Bennelong	(Other)	23625	41
Bennelong	(Other)	28875	26
Bennelong	(Other)	34125	12
Bennelong	(Other)	39375	7
Bennelong	(Other)	44625	3
Bennelong	(Other)	49875	8
Bennelong	Co-op/church group etc	0	17
Bennelong	Co-op/church group etc	3937	13
Bennelong	Co-op/church group etc	5250	80
Bennelong	Co-op/church group etc	7875	95
Bennelong	Co-op/church group etc	10500	26
Bennelong	Co-op/church group etc	11812	29
Bennelong	Co-op/church group etc	14437	34
Bennelong	Co-op/church group etc	18375	30
Bennelong	Co-op/church group etc	23625	13
Bennelong	Co-op/church group etc	28875	4
Bennelong	Co-op/church group etc	34125	3
Bennelong	Co-op/church group etc	39375	3
Bennelong	Person not in same household	0	318
Bennelong	Person not in same household	3937	12
Bennelong	Person not in same household	5250	54
Bennelong	Person not in same household	7875	139
Bennelong	Person not in same household	10500	101
Bennelong	Person not in same household	11812	141
Bennelong	Person not in same household	14437	229
Bennelong	Person not in same household	18375	554
Bennelong	Person not in same household	23625	636
Bennelong	Person not in same household	28875	426
Bennelong	Person not in same household	34125	222
Bennelong	Person not in same household	39375	106
Bennelong	Person not in same household	44625	50
Bennelong	Person not in same household	49875	70
Bennelong	Real estate agent	0	36
Bennelong	Real estate agent	3937	8
Bennelong	Real estate agent	5250	36
Bennelong	Real estate agent	7875	47
Bennelong	Real estate agent	10500	63
Bennelong	Real estate agent	11812	128
Bennelong	Real estate agent	14437	635
Bennelong	Real estate agent	18375	3744
Bennelong	Real estate agent	23625	4329
Bennelong	Real estate agent	28875	2892
Bennelong	Real estate agent	34125	1477
Bennelong	Real estate agent	39375	566
Bennelong	Real estate agent	44625	277
Bennelong	Real estate agent	49875	246
Bennelong	State or territory housing authority	0	135
Bennelong	State or territory housing authority	3937	99
Bennelong	State or territory housing authority	5250	713
Bennelong	State or territory housing authority	7875	331
Bennelong	State or territory housing authority	10500	167
Bennelong	State or territory housing authority	11812	149
Bennelong	State or territory housing authority	14437	116
Bennelong	State or territory housing authority	18375	76
Bennelong	State or territory housing authority	23625	56
Bennelong	State or territory housing authority	28875	34
Bennelong	State or territory housing authority	34125	4
Bennelong	State or territory housing authority	39375	3
Berowra		0	126
Berowra		11812	3
Berowra		14437	3
Berowra		23625	5
Berowra		28875	3
Berowra	(Other)	0	29
Berowra	(Other)	5250	5
Berowra	(Other)	7875	10
Berowra	(Other)	10500	7
Berowra	(Other)	11812	34
Berowra	(Other)	14437	23
Berowra	(Other)	18375	22
Berowra	(Other)	23625	18
Berowra	(Other)	28875	5
Berowra	(Other)	34125	8
Berowra	(Other)	39375	3
Berowra	(Other)	49875	3
Berowra	Co-op/church group etc	0	7
Berowra	Co-op/church group etc	3937	17
Berowra	Co-op/church group etc	5250	62
Berowra	Co-op/church group etc	7875	41
Berowra	Co-op/church group etc	10500	39
Berowra	Co-op/church group etc	11812	21
Berowra	Co-op/church group etc	14437	24
Berowra	Co-op/church group etc	18375	46
Berowra	Co-op/church group etc	23625	6
Berowra	Person not in same household	0	160
Berowra	Person not in same household	5250	34
Berowra	Person not in same household	7875	46
Berowra	Person not in same household	10500	46
Berowra	Person not in same household	11812	76
Berowra	Person not in same household	14437	137
Berowra	Person not in same household	18375	191
Berowra	Person not in same household	23625	218
Berowra	Person not in same household	28875	179
Berowra	Person not in same household	34125	93
Berowra	Person not in same household	39375	54
Berowra	Person not in same household	44625	24
Berowra	Person not in same household	49875	28
Berowra	Real estate agent	0	9
Berowra	Real estate agent	5250	5
Berowra	Real estate agent	7875	15
Berowra	Real estate agent	10500	18
Berowra	Real estate agent	11812	39
Berowra	Real estate agent	14437	184
Berowra	Real estate agent	18375	442
Berowra	Real estate agent	23625	805
Berowra	Real estate agent	28875	1080
Berowra	Real estate agent	34125	795
Berowra	Real estate agent	39375	415
Berowra	Real estate agent	44625	210
Berowra	Real estate agent	49875	179
Berowra	State or territory housing authority	0	12
Berowra	State or territory housing authority	3937	13
Berowra	State or territory housing authority	5250	127
Berowra	State or territory housing authority	7875	60
Berowra	State or territory housing authority	10500	27
Berowra	State or territory housing authority	11812	23
Berowra	State or territory housing authority	14437	20
Berowra	State or territory housing authority	18375	23
Berowra	State or territory housing authority	23625	7
Berowra	State or territory housing authority	28875	10
Blaxland		0	149
Blaxland		5250	11
Blaxland		7875	5
Blaxland		10500	5
Blaxland		11812	4
Blaxland		14437	14
Blaxland		18375	29
Blaxland		23625	22
Blaxland		28875	7
Blaxland	(Other)	0	29
Blaxland	(Other)	3937	7
Blaxland	(Other)	5250	20
Blaxland	(Other)	7875	28
Blaxland	(Other)	10500	19
Blaxland	(Other)	11812	39
Blaxland	(Other)	14437	56
Blaxland	(Other)	18375	198
Blaxland	(Other)	23625	162
Blaxland	(Other)	28875	41
Blaxland	(Other)	34125	20
Blaxland	(Other)	39375	3
Blaxland	(Other)	49875	3
Blaxland	Co-op/church group etc	0	17
Blaxland	Co-op/church group etc	3937	23
Blaxland	Co-op/church group etc	5250	47
Blaxland	Co-op/church group etc	7875	122
Blaxland	Co-op/church group etc	10500	41
Blaxland	Co-op/church group etc	11812	48
Blaxland	Co-op/church group etc	14437	74
Blaxland	Co-op/church group etc	18375	61
Blaxland	Co-op/church group etc	23625	20
Blaxland	Co-op/church group etc	28875	5
Blaxland	Co-op/church group etc	34125	7
Blaxland	Person not in same household	0	280
Blaxland	Person not in same household	3937	5
Blaxland	Person not in same household	5250	89
Blaxland	Person not in same household	7875	133
Blaxland	Person not in same household	10500	115
Blaxland	Person not in same household	11812	148
Blaxland	Person not in same household	14437	368
Blaxland	Person not in same household	18375	872
Blaxland	Person not in same household	23625	683
Blaxland	Person not in same household	28875	231
Blaxland	Person not in same household	34125	49
Blaxland	Person not in same household	39375	27
Blaxland	Person not in same household	44625	8
Blaxland	Person not in same household	49875	5
Blaxland	Real estate agent	0	52
Blaxland	Real estate agent	3937	4
Blaxland	Real estate agent	5250	35
Blaxland	Real estate agent	7875	66
Blaxland	Real estate agent	10500	85
Blaxland	Real estate agent	11812	246
Blaxland	Real estate agent	14437	886
Blaxland	Real estate agent	18375	4500
Blaxland	Real estate agent	23625	3088
Blaxland	Real estate agent	28875	1008
Blaxland	Real estate agent	34125	312
Blaxland	Real estate agent	39375	66
Blaxland	Real estate agent	44625	18
Blaxland	Real estate agent	49875	34
Blaxland	State or territory housing authority	0	254
Blaxland	State or territory housing authority	3937	209
Blaxland	State or territory housing authority	5250	1443
Blaxland	State or territory housing authority	7875	833
Blaxland	State or territory housing authority	10500	391
Blaxland	State or territory housing authority	11812	340
Blaxland	State or territory housing authority	14437	281
Blaxland	State or territory housing authority	18375	240
Blaxland	State or territory housing authority	23625	108
Blaxland	State or territory housing authority	28875	18
Blaxland	State or territory housing authority	34125	6
Blaxland	State or territory housing authority	39375	5
Bradfield		0	141
Bradfield		3937	3
Bradfield		7875	5
Bradfield		11812	4
Bradfield		14437	3
Bradfield		18375	6
Bradfield		23625	8
Bradfield		28875	6
Bradfield		34125	3
Bradfield		49875	3
Bradfield	(Other)	0	32
Bradfield	(Other)	3937	6
Bradfield	(Other)	5250	9
Bradfield	(Other)	7875	9
Bradfield	(Other)	10500	6
Bradfield	(Other)	11812	18
Bradfield	(Other)	14437	31
Bradfield	(Other)	18375	34
Bradfield	(Other)	23625	21
Bradfield	(Other)	28875	20
Bradfield	(Other)	34125	14
Bradfield	(Other)	39375	10
Bradfield	(Other)	44625	3
Bradfield	(Other)	49875	12
Bradfield	Co-op/church group etc	0	23
Bradfield	Co-op/church group etc	3937	27
Bradfield	Co-op/church group etc	5250	42
Bradfield	Co-op/church group etc	7875	71
Bradfield	Co-op/church group etc	10500	31
Bradfield	Co-op/church group etc	11812	14
Bradfield	Co-op/church group etc	14437	21
Bradfield	Co-op/church group etc	18375	19
Bradfield	Co-op/church group etc	23625	11
Bradfield	Co-op/church group etc	28875	12
Bradfield	Co-op/church group etc	34125	7
Bradfield	Co-op/church group etc	39375	3
Bradfield	Person not in same household	0	253
Bradfield	Person not in same household	3937	11
Bradfield	Person not in same household	5250	25
Bradfield	Person not in same household	7875	44
Bradfield	Person not in same household	10500	57
Bradfield	Person not in same household	11812	60
Bradfield	Person not in same household	14437	123
Bradfield	Person not in same household	18375	260
Bradfield	Person not in same household	23625	360
Bradfield	Person not in same household	28875	261
Bradfield	Person not in same household	34125	180
Bradfield	Person not in same household	39375	107
Bradfield	Person not in same household	44625	83
Bradfield	Person not in same household	49875	239
Bradfield	Real estate agent	0	20
Bradfield	Real estate agent	5250	7
Bradfield	Real estate agent	7875	19
Bradfield	Real estate agent	10500	15
Bradfield	Real estate agent	11812	41
Bradfield	Real estate agent	14437	131
Bradfield	Real estate agent	18375	997
Bradfield	Real estate agent	23625	2667
Bradfield	Real estate agent	28875	1783
Bradfield	Real estate agent	34125	1128
Bradfield	Real estate agent	39375	758
Bradfield	Real estate agent	44625	547
Bradfield	Real estate agent	49875	1368
Bradfield	State or territory housing authority	0	14
Bradfield	State or territory housing authority	3937	22
Bradfield	State or territory housing authority	5250	138
Bradfield	State or territory housing authority	7875	50
Bradfield	State or territory housing authority	10500	17
Bradfield	State or territory housing authority	11812	15
Bradfield	State or territory housing authority	14437	12
Bradfield	State or territory housing authority	18375	16
Bradfield	State or territory housing authority	23625	4
Bradfield	State or territory housing authority	44625	3
Calare		0	300
Calare		5250	20
Calare		7875	25
Calare		10500	6
Calare		11812	18
Calare		14437	16
Calare		18375	9
Calare		49875	3
Calare	(Other)	0	173
Calare	(Other)	3937	13
Calare	(Other)	5250	57
Calare	(Other)	7875	54
Calare	(Other)	10500	42
Calare	(Other)	11812	61
Calare	(Other)	14437	55
Calare	(Other)	18375	26
Calare	(Other)	23625	5
Calare	(Other)	39375	3
Calare	Co-op/church group etc	0	40
Calare	Co-op/church group etc	3937	36
Calare	Co-op/church group etc	5250	85
Calare	Co-op/church group etc	7875	65
Calare	Co-op/church group etc	10500	22
Calare	Co-op/church group etc	11812	21
Calare	Co-op/church group etc	14437	28
Calare	Co-op/church group etc	18375	20
Calare	Co-op/church group etc	23625	7
Calare	Person not in same household	0	397
Calare	Person not in same household	3937	43
Calare	Person not in same household	5250	277
Calare	Person not in same household	7875	452
Calare	Person not in same household	10500	467
Calare	Person not in same household	11812	556
Calare	Person not in same household	14437	605
Calare	Person not in same household	18375	303
Calare	Person not in same household	23625	46
Calare	Person not in same household	28875	11
Calare	Person not in same household	34125	5
Calare	Person not in same household	39375	4
Calare	Person not in same household	49875	13
Calare	Real estate agent	0	39
Calare	Real estate agent	3937	17
Calare	Real estate agent	5250	227
Calare	Real estate agent	7875	912
Calare	Real estate agent	10500	868
Calare	Real estate agent	11812	1971
Calare	Real estate agent	14437	2839
Calare	Real estate agent	18375	2096
Calare	Real estate agent	23625	263
Calare	Real estate agent	28875	35
Calare	Real estate agent	34125	9
Calare	Real estate agent	39375	3
Calare	Real estate agent	49875	8
Calare	State or territory housing authority	0	114
Calare	State or territory housing authority	3937	100
Calare	State or territory housing authority	5250	700
Calare	State or territory housing authority	7875	495
Calare	State or territory housing authority	10500	224
Calare	State or territory housing authority	11812	188
Calare	State or territory housing authority	14437	173
Calare	State or territory housing authority	18375	44
Calare	State or territory housing authority	23625	4
Calare	State or territory housing authority	28875	4
Chifley		0	92
Chifley		5250	9
Chifley		7875	9
Chifley		10500	7
Chifley		11812	6
Chifley		14437	24
Chifley		18375	25
Chifley		23625	6
Chifley		28875	3
Chifley		34125	3
Chifley	(Other)	0	15
Chifley	(Other)	5250	24
Chifley	(Other)	7875	9
Chifley	(Other)	10500	7
Chifley	(Other)	11812	35
Chifley	(Other)	14437	50
Chifley	(Other)	18375	132
Chifley	(Other)	23625	27
Chifley	(Other)	28875	3
Chifley	Co-op/church group etc	0	12
Chifley	Co-op/church group etc	3937	11
Chifley	Co-op/church group etc	5250	30
Chifley	Co-op/church group etc	7875	46
Chifley	Co-op/church group etc	10500	29
Chifley	Co-op/church group etc	11812	22
Chifley	Co-op/church group etc	14437	24
Chifley	Co-op/church group etc	18375	36
Chifley	Co-op/church group etc	23625	9
Chifley	Person not in same household	0	128
Chifley	Person not in same household	5250	37
Chifley	Person not in same household	7875	78
Chifley	Person not in same household	10500	73
Chifley	Person not in same household	11812	178
Chifley	Person not in same household	14437	513
Chifley	Person not in same household	18375	881
Chifley	Person not in same household	23625	252
Chifley	Person not in same household	28875	56
Chifley	Person not in same household	34125	17
Chifley	Person not in same household	39375	3
Chifley	Person not in same household	44625	4
Chifley	Person not in same household	49875	7
Chifley	Real estate agent	0	18
Chifley	Real estate agent	5250	9
Chifley	Real estate agent	7875	47
Chifley	Real estate agent	10500	96
Chifley	Real estate agent	11812	239
Chifley	Real estate agent	14437	1986
Chifley	Real estate agent	18375	5070
Chifley	Real estate agent	23625	1767
Chifley	Real estate agent	28875	341
Chifley	Real estate agent	34125	90
Chifley	Real estate agent	39375	21
Chifley	Real estate agent	44625	5
Chifley	Real estate agent	49875	16
Chifley	State or territory housing authority	0	238
Chifley	State or territory housing authority	3937	201
Chifley	State or territory housing authority	5250	1534
Chifley	State or territory housing authority	7875	1119
Chifley	State or territory housing authority	10500	472
Chifley	State or territory housing authority	11812	559
Chifley	State or territory housing authority	14437	881
Chifley	State or territory housing authority	18375	330
Chifley	State or territory housing authority	23625	41
Chifley	State or territory housing authority	28875	4
Chifley	State or territory housing authority	34125	4
Chifley	State or territory housing authority	39375	6
Cook		0	127
Cook		5250	4
Cook		7875	3
Cook		11812	3
Cook		14437	4
Cook		18375	6
Cook		23625	17
Cook		28875	3
Cook		34125	3
Cook	(Other)	0	11
Cook	(Other)	3937	3
Cook	(Other)	5250	7
Cook	(Other)	7875	10
Cook	(Other)	10500	9
Cook	(Other)	11812	122
Cook	(Other)	14437	29
Cook	(Other)	18375	23
Cook	(Other)	23625	21
Cook	(Other)	28875	12
Cook	(Other)	34125	7
Cook	(Other)	39375	3
Cook	(Other)	49875	5
Cook	Co-op/church group etc	0	17
Cook	Co-op/church group etc	3937	10
Cook	Co-op/church group etc	5250	24
Cook	Co-op/church group etc	7875	70
Cook	Co-op/church group etc	10500	15
Cook	Co-op/church group etc	11812	19
Cook	Co-op/church group etc	14437	12
Cook	Co-op/church group etc	18375	3
Cook	Co-op/church group etc	23625	7
Cook	Co-op/church group etc	28875	4
Cook	Person not in same household	0	188
Cook	Person not in same household	3937	4
Cook	Person not in same household	5250	33
Cook	Person not in same household	7875	35
Cook	Person not in same household	10500	66
Cook	Person not in same household	11812	85
Cook	Person not in same household	14437	178
Cook	Person not in same household	18375	414
Cook	Person not in same household	23625	315
Cook	Person not in same household	28875	170
Cook	Person not in same household	34125	110
Cook	Person not in same household	39375	57
Cook	Person not in same household	44625	30
Cook	Person not in same household	49875	42
Cook	Real estate agent	0	19
Cook	Real estate agent	5250	8
Cook	Real estate agent	7875	27
Cook	Real estate agent	10500	25
Cook	Real estate agent	11812	116
Cook	Real estate agent	14437	560
Cook	Real estate agent	18375	2604
Cook	Real estate agent	23625	2622
Cook	Real estate agent	28875	1496
Cook	Real estate agent	34125	889
Cook	Real estate agent	39375	391
Cook	Real estate agent	44625	191
Cook	Real estate agent	49875	272
Cook	State or territory housing authority	0	60
Cook	State or territory housing authority	3937	53
Cook	State or territory housing authority	5250	499
Cook	State or territory housing authority	7875	166
Cook	State or territory housing authority	10500	82
Cook	State or territory housing authority	11812	54
Cook	State or territory housing authority	14437	53
Cook	State or territory housing authority	18375	50
Cook	State or territory housing authority	23625	15
Cook	State or territory housing authority	28875	14
Cook	State or territory housing authority	34125	5
Cowper		0	240
Cowper		3937	3
Cowper		5250	19
Cowper		7875	16
Cowper		10500	10
Cowper		11812	20
Cowper		14437	30
Cowper		18375	17
Cowper		23625	3
Cowper		28875	5
Cowper	(Other)	0	63
Cowper	(Other)	3937	7
Cowper	(Other)	5250	123
Cowper	(Other)	7875	93
Cowper	(Other)	10500	69
Cowper	(Other)	11812	80
Cowper	(Other)	14437	92
Cowper	(Other)	18375	58
Cowper	(Other)	23625	10
Cowper	(Other)	28875	3
Cowper	(Other)	34125	3
Cowper	(Other)	44625	4
Cowper	(Other)	49875	5
Cowper	Co-op/church group etc	0	28
Cowper	Co-op/church group etc	3937	26
Cowper	Co-op/church group etc	5250	102
Cowper	Co-op/church group etc	7875	182
Cowper	Co-op/church group etc	10500	48
Cowper	Co-op/church group etc	11812	56
Cowper	Co-op/church group etc	14437	42
Cowper	Co-op/church group etc	18375	18
Cowper	Co-op/church group etc	23625	6
Cowper	Person not in same household	0	261
Cowper	Person not in same household	3937	27
Cowper	Person not in same household	5250	230
Cowper	Person not in same household	7875	399
Cowper	Person not in same household	10500	411
Cowper	Person not in same household	11812	610
Cowper	Person not in same household	14437	873
Cowper	Person not in same household	18375	700
Cowper	Person not in same household	23625	154
Cowper	Person not in same household	28875	36
Cowper	Person not in same household	34125	15
Cowper	Person not in same household	39375	11
Cowper	Person not in same household	49875	9
Cowper	Real estate agent	0	22
Cowper	Real estate agent	3937	11
Cowper	Real estate agent	5250	75
Cowper	Real estate agent	7875	421
Cowper	Real estate agent	10500	574
Cowper	Real estate agent	11812	1639
Cowper	Real estate agent	14437	2757
Cowper	Real estate agent	18375	3335
Cowper	Real estate agent	23625	1015
Cowper	Real estate agent	28875	227
Cowper	Real estate agent	34125	36
Cowper	Real estate agent	39375	12
Cowper	Real estate agent	44625	6
Cowper	Real estate agent	49875	17
Cowper	State or territory housing authority	0	94
Cowper	State or territory housing authority	3937	68
Cowper	State or territory housing authority	5250	965
Cowper	State or territory housing authority	7875	499
Cowper	State or territory housing authority	10500	229
Cowper	State or territory housing authority	11812	219
Cowper	State or territory housing authority	14437	208
Cowper	State or territory housing authority	18375	59
Cowper	State or territory housing authority	23625	9
Cowper	State or territory housing authority	39375	3
Cowper	State or territory housing authority	49875	3
Cunningham		0	144
Cunningham		3937	4
Cunningham		5250	25
Cunningham		7875	14
Cunningham		10500	11
Cunningham		11812	15
Cunningham		14437	12
Cunningham		18375	10
Cunningham		23625	6
Cunningham		34125	3
Cunningham	(Other)	0	27
Cunningham	(Other)	5250	34
Cunningham	(Other)	7875	20
Cunningham	(Other)	10500	25
Cunningham	(Other)	11812	44
Cunningham	(Other)	14437	41
Cunningham	(Other)	18375	44
Cunningham	(Other)	23625	18
Cunningham	(Other)	28875	5
Cunningham	(Other)	34125	4
Cunningham	(Other)	49875	4
Cunningham	Co-op/church group etc	0	14
Cunningham	Co-op/church group etc	3937	28
Cunningham	Co-op/church group etc	5250	61
Cunningham	Co-op/church group etc	7875	71
Cunningham	Co-op/church group etc	10500	35
Cunningham	Co-op/church group etc	11812	21
Cunningham	Co-op/church group etc	14437	22
Cunningham	Co-op/church group etc	18375	15
Cunningham	Co-op/church group etc	23625	7
Cunningham	Co-op/church group etc	28875	3
Cunningham	Co-op/church group etc	34125	3
Cunningham	Person not in same household	0	173
Cunningham	Person not in same household	3937	8
Cunningham	Person not in same household	5250	103
Cunningham	Person not in same household	7875	204
Cunningham	Person not in same household	10500	190
Cunningham	Person not in same household	11812	345
Cunningham	Person not in same household	14437	512
Cunningham	Person not in same household	18375	656
Cunningham	Person not in same household	23625	313
Cunningham	Person not in same household	28875	128
Cunningham	Person not in same household	34125	59
Cunningham	Person not in same household	39375	22
Cunningham	Person not in same household	44625	12
Cunningham	Person not in same household	49875	15
Cunningham	Real estate agent	0	28
Cunningham	Real estate agent	3937	6
Cunningham	Real estate agent	5250	65
Cunningham	Real estate agent	7875	279
Cunningham	Real estate agent	10500	309
Cunningham	Real estate agent	11812	955
Cunningham	Real estate agent	14437	2264
Cunningham	Real estate agent	18375	3234
Cunningham	Real estate agent	23625	1952
Cunningham	Real estate agent	28875	773
Cunningham	Real estate agent	34125	281
Cunningham	Real estate agent	39375	107
Cunningham	Real estate agent	44625	49
Cunningham	Real estate agent	49875	40
Cunningham	State or territory housing authority	0	231
Cunningham	State or territory housing authority	3937	173
Cunningham	State or territory housing authority	5250	1731
Cunningham	State or territory housing authority	7875	707
Cunningham	State or territory housing authority	10500	318
Cunningham	State or territory housing authority	11812	211
Cunningham	State or territory housing authority	14437	234
Cunningham	State or territory housing authority	18375	238
Cunningham	State or territory housing authority	23625	32
Cunningham	State or territory housing authority	28875	3
Cunningham	State or territory housing authority	34125	3
Cunningham	State or territory housing authority	49875	3
Dobell		0	133
Dobell		3937	4
Dobell		5250	10
Dobell		7875	12
Dobell		10500	7
Dobell		11812	15
Dobell		14437	25
Dobell		18375	12
Dobell		23625	6
Dobell	(Other)	0	26
Dobell	(Other)	3937	9
Dobell	(Other)	5250	31
Dobell	(Other)	7875	133
Dobell	(Other)	10500	56
Dobell	(Other)	11812	54
Dobell	(Other)	14437	53
Dobell	(Other)	18375	53
Dobell	(Other)	23625	15
Dobell	(Other)	28875	7
Dobell	(Other)	34125	4
Dobell	(Other)	49875	4
Dobell	Co-op/church group etc	0	19
Dobell	Co-op/church group etc	3937	31
Dobell	Co-op/church group etc	5250	37
Dobell	Co-op/church group etc	7875	106
Dobell	Co-op/church group etc	10500	34
Dobell	Co-op/church group etc	11812	63
Dobell	Co-op/church group etc	14437	22
Dobell	Co-op/church group etc	18375	11
Dobell	Co-op/church group etc	23625	4
Dobell	Person not in same household	0	172
Dobell	Person not in same household	3937	11
Dobell	Person not in same household	5250	68
Dobell	Person not in same household	7875	171
Dobell	Person not in same household	10500	186
Dobell	Person not in same household	11812	317
Dobell	Person not in same household	14437	705
Dobell	Person not in same household	18375	712
Dobell	Person not in same household	23625	220
Dobell	Person not in same household	28875	60
Dobell	Person not in same household	34125	18
Dobell	Person not in same household	39375	6
Dobell	Person not in same household	44625	8
Dobell	Person not in same household	49875	7
Dobell	Real estate agent	0	16
Dobell	Real estate agent	3937	6
Dobell	Real estate agent	5250	31
Dobell	Real estate agent	7875	170
Dobell	Real estate agent	10500	235
Dobell	Real estate agent	11812	589
Dobell	Real estate agent	14437	2386
Dobell	Real estate agent	18375	4025
Dobell	Real estate agent	23625	1689
Dobell	Real estate agent	28875	284
Dobell	Real estate agent	34125	80
Dobell	Real estate agent	39375	23
Dobell	Real estate agent	44625	13
Dobell	Real estate agent	49875	19
Dobell	State or territory housing authority	0	69
Dobell	State or territory housing authority	3937	69
Dobell	State or territory housing authority	5250	652
Dobell	State or territory housing authority	7875	357
Dobell	State or territory housing authority	10500	182
Dobell	State or territory housing authority	11812	138
Dobell	State or territory housing authority	14437	199
Dobell	State or territory housing authority	18375	59
Dobell	State or territory housing authority	23625	8
Dobell	State or territory housing authority	28875	3
Eden-Monaro		0	305
Eden-Monaro		3937	5
Eden-Monaro		5250	15
Eden-Monaro		7875	15
Eden-Monaro		10500	14
Eden-Monaro		11812	7
Eden-Monaro		14437	9
Eden-Monaro		18375	11
Eden-Monaro		23625	3
Eden-Monaro		34125	3
