CED_NAME16	Religion	Denomination	Sex	persons
Warringah	Christianity	Presbyterian Reformed	F	1742
Warringah	Christianity	Presbyterian Reformed	M	1441
Warringah	Christianity	Protestant (Other)	F	284
Warringah	Christianity	Protestant (Other)	M	252
Warringah	Christianity	Salvation Army	F	40
Warringah	Christianity	Salvation Army	M	33
Warringah	Christianity	Seventh Day Adventist	F	68
Warringah	Christianity	Seventh Day Adventist	M	42
Warringah	Christianity	Uniting Church	F	1751
Warringah	Christianity	Uniting Church	M	1316
Warringah	Hinduism		F	531
Warringah	Hinduism		M	595
Warringah	Islam		F	279
Warringah	Islam		M	350
Warringah	Judaism		F	365
Warringah	Judaism		M	338
Warringah	No religion		F	25305
Warringah	No religion		M	26931
Watson	(Other)		F	7191
Watson	(Other)		M	7527
Watson	(Other)	(Other)	F	262
Watson	(Other)	(Other)	M	274
Watson	(Other)	Australian Aboriginal Traditional	F	16
Watson	(Other)	Australian Aboriginal Traditional	M	5
Watson	(Other)	Other spiritual beliefs	F	75
Watson	(Other)	Other spiritual beliefs	M	74
Watson	(Other)	Secular beliefs	F	82
Watson	(Other)	Secular beliefs	M	115
Watson	(Other)	Sikhism	F	238
Watson	(Other)	Sikhism	M	275
Watson	Buddhism		F	4940
Watson	Buddhism		M	3838
Watson	Christianity		F	1880
Watson	Christianity		M	1734
Watson	Christianity	(Other)	F	58
Watson	Christianity	(Other)	M	46
Watson	Christianity	Anglican	F	3309
Watson	Christianity	Anglican	M	2837
Watson	Christianity	Assyrian Apostolic	F	25
Watson	Christianity	Assyrian Apostolic	M	12
Watson	Christianity	Baptist	F	763
Watson	Christianity	Baptist	M	659
Watson	Christianity	Brethren	F	6
Watson	Christianity	Brethren	M	9
Watson	Christianity	Catholic	F	21295
Watson	Christianity	Catholic	M	19549
Watson	Christianity	Churches Of Christ	F	62
Watson	Christianity	Churches Of Christ	M	48
Watson	Christianity	Eastern Orthodox	F	7179
Watson	Christianity	Eastern Orthodox	M	6970
Watson	Christianity	Jehovah's Witnesses	F	259
Watson	Christianity	Jehovah's Witnesses	M	184
Watson	Christianity	Latter Day Saints	F	96
Watson	Christianity	Latter Day Saints	M	125
Watson	Christianity	Lutheran	F	63
Watson	Christianity	Lutheran	M	59
Watson	Christianity	Oriental Orthodox	F	518
Watson	Christianity	Oriental Orthodox	M	538
Watson	Christianity	Pentecostal	F	726
Watson	Christianity	Pentecostal	M	627
Watson	Christianity	Presbyterian Reformed	F	1629
Watson	Christianity	Presbyterian Reformed	M	1462
Watson	Christianity	Protestant (Other)	F	378
Watson	Christianity	Protestant (Other)	M	333
Watson	Christianity	Salvation Army	F	103
Watson	Christianity	Salvation Army	M	82
Watson	Christianity	Seventh Day Adventist	F	149
Watson	Christianity	Seventh Day Adventist	M	124
Watson	Christianity	Uniting Church	F	1186
Watson	Christianity	Uniting Church	M	964
Watson	Hinduism		F	2681
Watson	Hinduism		M	3011
Watson	Islam		F	19006
Watson	Islam		M	21898
Watson	Judaism		F	35
Watson	Judaism		M	45
Watson	No religion		F	12994
Watson	No religion		M	14194
Wentworth	(Other)		F	10304
Wentworth	(Other)		M	9582
Wentworth	(Other)	(Other)	F	173
Wentworth	(Other)	(Other)	M	137
Wentworth	(Other)	Australian Aboriginal Traditional	F	3
Wentworth	(Other)	Australian Aboriginal Traditional	M	7
Wentworth	(Other)	Other spiritual beliefs	F	216
Wentworth	(Other)	Other spiritual beliefs	M	127
Wentworth	(Other)	Secular beliefs	F	258
Wentworth	(Other)	Secular beliefs	M	355
Wentworth	(Other)	Sikhism	F	44
Wentworth	(Other)	Sikhism	M	36
Wentworth	Buddhism		F	1191
Wentworth	Buddhism		M	749
Wentworth	Christianity		F	798
Wentworth	Christianity		M	589
Wentworth	Christianity	(Other)	F	40
Wentworth	Christianity	(Other)	M	33
Wentworth	Christianity	Anglican	F	8561
Wentworth	Christianity	Anglican	M	6907
Wentworth	Christianity	Assyrian Apostolic	F	11
Wentworth	Christianity	Assyrian Apostolic	M	8
Wentworth	Christianity	Baptist	F	169
Wentworth	Christianity	Baptist	M	133
Wentworth	Christianity	Brethren	M	3
Wentworth	Christianity	Catholic	F	15906
Wentworth	Christianity	Catholic	M	13375
Wentworth	Christianity	Churches Of Christ	F	13
Wentworth	Christianity	Churches Of Christ	M	15
Wentworth	Christianity	Eastern Orthodox	F	2123
Wentworth	Christianity	Eastern Orthodox	M	1743
Wentworth	Christianity	Jehovah's Witnesses	F	70
Wentworth	Christianity	Jehovah's Witnesses	M	61
Wentworth	Christianity	Latter Day Saints	F	26
Wentworth	Christianity	Latter Day Saints	M	17
Wentworth	Christianity	Lutheran	F	211
Wentworth	Christianity	Lutheran	M	155
Wentworth	Christianity	Oriental Orthodox	F	43
Wentworth	Christianity	Oriental Orthodox	M	38
Wentworth	Christianity	Pentecostal	F	262
Wentworth	Christianity	Pentecostal	M	180
Wentworth	Christianity	Presbyterian Reformed	F	1009
Wentworth	Christianity	Presbyterian Reformed	M	950
Wentworth	Christianity	Protestant (Other)	F	173
Wentworth	Christianity	Protestant (Other)	M	138
Wentworth	Christianity	Salvation Army	F	20
Wentworth	Christianity	Salvation Army	M	10
Wentworth	Christianity	Seventh Day Adventist	F	36
Wentworth	Christianity	Seventh Day Adventist	M	32
Wentworth	Christianity	Uniting Church	F	759
Wentworth	Christianity	Uniting Church	M	583
Wentworth	Hinduism		F	322
Wentworth	Hinduism		M	354
Wentworth	Islam		F	256
Wentworth	Islam		M	311
Wentworth	Judaism		F	9514
Wentworth	Judaism		M	8704
Wentworth	No religion		F	23614
Wentworth	No religion		M	24524
Werriwa	(Other)		F	7349
Werriwa	(Other)		M	7311
Werriwa	(Other)	(Other)	F	1524
Werriwa	(Other)	(Other)	M	1448
Werriwa	(Other)	Australian Aboriginal Traditional	F	4
Werriwa	(Other)	Other spiritual beliefs	F	59
Werriwa	(Other)	Other spiritual beliefs	M	61
Werriwa	(Other)	Secular beliefs	F	68
Werriwa	(Other)	Secular beliefs	M	97
Werriwa	(Other)	Sikhism	F	274
Werriwa	(Other)	Sikhism	M	305
Werriwa	Buddhism		F	6818
Werriwa	Buddhism		M	6034
Werriwa	Christianity		F	3021
Werriwa	Christianity		M	2809
Werriwa	Christianity	(Other)	F	83
Werriwa	Christianity	(Other)	M	74
Werriwa	Christianity	Anglican	F	6155
Werriwa	Christianity	Anglican	M	5302
Werriwa	Christianity	Assyrian Apostolic	F	1106
Werriwa	Christianity	Assyrian Apostolic	M	995
Werriwa	Christianity	Baptist	F	980
Werriwa	Christianity	Baptist	M	957
Werriwa	Christianity	Brethren	F	3
Werriwa	Christianity	Brethren	M	14
Werriwa	Christianity	Catholic	F	25575
Werriwa	Christianity	Catholic	M	24224
Werriwa	Christianity	Churches Of Christ	F	50
Werriwa	Christianity	Churches Of Christ	M	50
Werriwa	Christianity	Eastern Orthodox	F	4125
Werriwa	Christianity	Eastern Orthodox	M	4059
Werriwa	Christianity	Jehovah's Witnesses	F	482
Werriwa	Christianity	Jehovah's Witnesses	M	423
Werriwa	Christianity	Latter Day Saints	F	544
Werriwa	Christianity	Latter Day Saints	M	493
Werriwa	Christianity	Lutheran	F	93
Werriwa	Christianity	Lutheran	M	66
Werriwa	Christianity	Oriental Orthodox	F	723
Werriwa	Christianity	Oriental Orthodox	M	694
Werriwa	Christianity	Pentecostal	F	1400
Werriwa	Christianity	Pentecostal	M	1260
Werriwa	Christianity	Presbyterian Reformed	F	865
Werriwa	Christianity	Presbyterian Reformed	M	753
Werriwa	Christianity	Protestant (Other)	F	397
Werriwa	Christianity	Protestant (Other)	M	364
Werriwa	Christianity	Salvation Army	F	75
Werriwa	Christianity	Salvation Army	M	61
Werriwa	Christianity	Seventh Day Adventist	F	353
Werriwa	Christianity	Seventh Day Adventist	M	317
Werriwa	Christianity	Uniting Church	F	752
Werriwa	Christianity	Uniting Church	M	656
Werriwa	Hinduism		F	4276
Werriwa	Hinduism		M	4140
Werriwa	Islam		F	10799
Werriwa	Islam		M	10960
Werriwa	Judaism		F	11
Werriwa	Judaism		M	10
Werriwa	No religion		F	8621
Werriwa	No religion		M	10370
Whitlam	(Other)		F	5832
Whitlam	(Other)		M	5969
Whitlam	(Other)	(Other)	F	243
Whitlam	(Other)	(Other)	M	148
Whitlam	(Other)	Australian Aboriginal Traditional	F	17
Whitlam	(Other)	Australian Aboriginal Traditional	M	26
Whitlam	(Other)	Other spiritual beliefs	F	145
Whitlam	(Other)	Other spiritual beliefs	M	97
Whitlam	(Other)	Secular beliefs	F	172
Whitlam	(Other)	Secular beliefs	M	207
Whitlam	(Other)	Sikhism	F	37
Whitlam	(Other)	Sikhism	M	38
Whitlam	Buddhism		F	754
Whitlam	Buddhism		M	498
Whitlam	Christianity		F	2224
Whitlam	Christianity		M	2048
Whitlam	Christianity	(Other)	F	84
Whitlam	Christianity	(Other)	M	52
Whitlam	Christianity	Anglican	F	18045
Whitlam	Christianity	Anglican	M	15187
Whitlam	Christianity	Baptist	F	713
Whitlam	Christianity	Baptist	M	581
Whitlam	Christianity	Brethren	F	90
Whitlam	Christianity	Brethren	M	89
Whitlam	Christianity	Catholic	F	21040
Whitlam	Christianity	Catholic	M	18938
Whitlam	Christianity	Churches Of Christ	F	115
Whitlam	Christianity	Churches Of Christ	M	87
Whitlam	Christianity	Eastern Orthodox	F	2209
Whitlam	Christianity	Eastern Orthodox	M	2279
Whitlam	Christianity	Jehovah's Witnesses	F	464
Whitlam	Christianity	Jehovah's Witnesses	M	384
Whitlam	Christianity	Latter Day Saints	F	139
Whitlam	Christianity	Latter Day Saints	M	110
Whitlam	Christianity	Lutheran	F	391
Whitlam	Christianity	Lutheran	M	314
Whitlam	Christianity	Oriental Orthodox	F	50
Whitlam	Christianity	Oriental Orthodox	M	47
Whitlam	Christianity	Pentecostal	F	771
Whitlam	Christianity	Pentecostal	M	657
Whitlam	Christianity	Presbyterian Reformed	F	2173
Whitlam	Christianity	Presbyterian Reformed	M	1796
Whitlam	Christianity	Protestant (Other)	F	180
Whitlam	Christianity	Protestant (Other)	M	153
Whitlam	Christianity	Salvation Army	F	244
Whitlam	Christianity	Salvation Army	M	193
Whitlam	Christianity	Seventh Day Adventist	F	122
Whitlam	Christianity	Seventh Day Adventist	M	103
Whitlam	Christianity	Uniting Church	F	3124
Whitlam	Christianity	Uniting Church	M	2420
Whitlam	Hinduism		F	272
Whitlam	Hinduism		M	284
Whitlam	Islam		F	941
Whitlam	Islam		M	958
Whitlam	Judaism		F	56
Whitlam	Judaism		M	52
Whitlam	No religion		F	17696
Whitlam	No religion		M	20201
No usual address (NSW)	(Other)		F	1286
No usual address (NSW)	(Other)		M	2461
No usual address (NSW)	(Other)	(Other)	F	26
No usual address (NSW)	(Other)	(Other)	M	31
No usual address (NSW)	(Other)	Australian Aboriginal Traditional	F	7
No usual address (NSW)	(Other)	Australian Aboriginal Traditional	M	11
No usual address (NSW)	(Other)	Other spiritual beliefs	F	26
No usual address (NSW)	(Other)	Other spiritual beliefs	M	19
No usual address (NSW)	(Other)	Secular beliefs	F	27
No usual address (NSW)	(Other)	Secular beliefs	M	33
No usual address (NSW)	(Other)	Sikhism	F	3
No usual address (NSW)	(Other)	Sikhism	M	13
No usual address (NSW)	Buddhism		F	107
No usual address (NSW)	Buddhism		M	100
No usual address (NSW)	Christianity		F	138
No usual address (NSW)	Christianity		M	147
No usual address (NSW)	Christianity	(Other)	F	5
No usual address (NSW)	Christianity	(Other)	M	8
No usual address (NSW)	Christianity	Anglican	F	549
No usual address (NSW)	Christianity	Anglican	M	785
No usual address (NSW)	Christianity	Assyrian Apostolic	M	4
No usual address (NSW)	Christianity	Baptist	F	37
No usual address (NSW)	Christianity	Baptist	M	44
No usual address (NSW)	Christianity	Catholic	F	731
No usual address (NSW)	Christianity	Catholic	M	912
No usual address (NSW)	Christianity	Churches Of Christ	F	3
No usual address (NSW)	Christianity	Eastern Orthodox	F	38
No usual address (NSW)	Christianity	Eastern Orthodox	M	43
No usual address (NSW)	Christianity	Jehovah's Witnesses	F	11
No usual address (NSW)	Christianity	Jehovah's Witnesses	M	21
No usual address (NSW)	Christianity	Latter Day Saints	F	24
No usual address (NSW)	Christianity	Latter Day Saints	M	58
No usual address (NSW)	Christianity	Lutheran	F	13
No usual address (NSW)	Christianity	Lutheran	M	11
No usual address (NSW)	Christianity	Oriental Orthodox	F	7
No usual address (NSW)	Christianity	Oriental Orthodox	M	15
No usual address (NSW)	Christianity	Pentecostal	F	43
No usual address (NSW)	Christianity	Pentecostal	M	34
No usual address (NSW)	Christianity	Presbyterian Reformed	F	104
No usual address (NSW)	Christianity	Presbyterian Reformed	M	134
No usual address (NSW)	Christianity	Protestant (Other)	F	25
No usual address (NSW)	Christianity	Protestant (Other)	M	26
No usual address (NSW)	Christianity	Salvation Army	F	13
No usual address (NSW)	Christianity	Salvation Army	M	9
No usual address (NSW)	Christianity	Seventh Day Adventist	F	19
No usual address (NSW)	Christianity	Seventh Day Adventist	M	21
No usual address (NSW)	Christianity	Uniting Church	F	146
No usual address (NSW)	Christianity	Uniting Church	M	143
No usual address (NSW)	Hinduism		F	48
No usual address (NSW)	Hinduism		M	73
No usual address (NSW)	Islam		F	70
No usual address (NSW)	Islam		M	150
No usual address (NSW)	Judaism		F	10
No usual address (NSW)	Judaism		M	17
No usual address (NSW)	No religion		F	1415
No usual address (NSW)	No religion		M	2021
Migratory - Offshore - Shipping (NSW)	(Other)		F	36
Migratory - Offshore - Shipping (NSW)	(Other)		M	20
Migratory - Offshore - Shipping (NSW)	Buddhism		F	10
Migratory - Offshore - Shipping (NSW)	Buddhism		M	3
Migratory - Offshore - Shipping (NSW)	Christianity		F	3
Migratory - Offshore - Shipping (NSW)	Christianity		M	3
Migratory - Offshore - Shipping (NSW)	Christianity	Anglican	F	37
Migratory - Offshore - Shipping (NSW)	Christianity	Anglican	M	32
Migratory - Offshore - Shipping (NSW)	Christianity	Baptist	M	7
Migratory - Offshore - Shipping (NSW)	Christianity	Catholic	F	71
Migratory - Offshore - Shipping (NSW)	Christianity	Catholic	M	47
Migratory - Offshore - Shipping (NSW)	Christianity	Eastern Orthodox	F	6
Migratory - Offshore - Shipping (NSW)	Christianity	Eastern Orthodox	M	4
Migratory - Offshore - Shipping (NSW)	Christianity	Pentecostal	F	3
Migratory - Offshore - Shipping (NSW)	Christianity	Presbyterian Reformed	F	5
Migratory - Offshore - Shipping (NSW)	Christianity	Presbyterian Reformed	M	3
Migratory - Offshore - Shipping (NSW)	Christianity	Uniting Church	F	7
Migratory - Offshore - Shipping (NSW)	Christianity	Uniting Church	M	7
Migratory - Offshore - Shipping (NSW)	No religion		F	48
Migratory - Offshore - Shipping (NSW)	No religion		M	40
Aston	(Other)		F	4923
Aston	(Other)		M	5052
Aston	(Other)	(Other)	F	348
Aston	(Other)	(Other)	M	297
Aston	(Other)	Australian Aboriginal Traditional	M	3
Aston	(Other)	Other spiritual beliefs	F	106
Aston	(Other)	Other spiritual beliefs	M	82
Aston	(Other)	Secular beliefs	F	153
Aston	(Other)	Secular beliefs	M	178
Aston	(Other)	Sikhism	F	381
Aston	(Other)	Sikhism	M	416
Aston	Buddhism		F	3030
Aston	Buddhism		M	2587
Aston	Christianity		F	2565
Aston	Christianity		M	2144
Aston	Christianity	(Other)	F	173
Aston	Christianity	(Other)	M	152
Aston	Christianity	Anglican	F	6891
Aston	Christianity	Anglican	M	5576
Aston	Christianity	Assyrian Apostolic	F	4
Aston	Christianity	Assyrian Apostolic	M	3
Aston	Christianity	Baptist	F	1760
Aston	Christianity	Baptist	M	1480
Aston	Christianity	Brethren	F	82
Aston	Christianity	Brethren	M	84
Aston	Christianity	Catholic	F	15763
Aston	Christianity	Catholic	M	13987
Aston	Christianity	Churches Of Christ	F	232
Aston	Christianity	Churches Of Christ	M	190
Aston	Christianity	Eastern Orthodox	F	1793
Aston	Christianity	Eastern Orthodox	M	1803
Aston	Christianity	Jehovah's Witnesses	F	147
Aston	Christianity	Jehovah's Witnesses	M	120
Aston	Christianity	Latter Day Saints	F	254
Aston	Christianity	Latter Day Saints	M	238
Aston	Christianity	Lutheran	F	402
Aston	Christianity	Lutheran	M	310
Aston	Christianity	Oriental Orthodox	F	355
Aston	Christianity	Oriental Orthodox	M	360
Aston	Christianity	Pentecostal	F	1383
Aston	Christianity	Pentecostal	M	1262
Aston	Christianity	Presbyterian Reformed	F	1621
Aston	Christianity	Presbyterian Reformed	M	1414
Aston	Christianity	Protestant (Other)	F	462
Aston	Christianity	Protestant (Other)	M	396
Aston	Christianity	Salvation Army	F	191
Aston	Christianity	Salvation Army	M	153
Aston	Christianity	Seventh Day Adventist	F	195
Aston	Christianity	Seventh Day Adventist	M	177
Aston	Christianity	Uniting Church	F	2496
Aston	Christianity	Uniting Church	M	1904
Aston	Hinduism		F	1905
Aston	Hinduism		M	1976
Aston	Islam		F	849
Aston	Islam		M	830
Aston	Judaism		F	83
Aston	Judaism		M	63
Aston	No religion		F	21096
Aston	No religion		M	23127
Ballarat	(Other)		F	7265
Ballarat	(Other)		M	7333
Ballarat	(Other)	(Other)	F	315
Ballarat	(Other)	(Other)	M	213
Ballarat	(Other)	Australian Aboriginal Traditional	F	18
Ballarat	(Other)	Australian Aboriginal Traditional	M	19
Ballarat	(Other)	Other spiritual beliefs	F	173
Ballarat	(Other)	Other spiritual beliefs	M	96
Ballarat	(Other)	Secular beliefs	F	229
Ballarat	(Other)	Secular beliefs	M	257
Ballarat	(Other)	Sikhism	F	153
Ballarat	(Other)	Sikhism	M	176
Ballarat	Buddhism		F	710
Ballarat	Buddhism		M	475
Ballarat	Christianity		F	1529
Ballarat	Christianity		M	1326
Ballarat	Christianity	(Other)	F	44
Ballarat	Christianity	(Other)	M	35
Ballarat	Christianity	Anglican	F	9447
Ballarat	Christianity	Anglican	M	7622
Ballarat	Christianity	Baptist	F	748
Ballarat	Christianity	Baptist	M	638
Ballarat	Christianity	Brethren	F	92
Ballarat	Christianity	Brethren	M	108
Ballarat	Christianity	Catholic	F	20079
Ballarat	Christianity	Catholic	M	17855
Ballarat	Christianity	Churches Of Christ	F	617
Ballarat	Christianity	Churches Of Christ	M	445
Ballarat	Christianity	Eastern Orthodox	F	386
Ballarat	Christianity	Eastern Orthodox	M	441
Ballarat	Christianity	Jehovah's Witnesses	F	230
Ballarat	Christianity	Jehovah's Witnesses	M	171
Ballarat	Christianity	Latter Day Saints	F	100
Ballarat	Christianity	Latter Day Saints	M	84
Ballarat	Christianity	Lutheran	F	471
Ballarat	Christianity	Lutheran	M	358
Ballarat	Christianity	Oriental Orthodox	F	22
Ballarat	Christianity	Oriental Orthodox	M	27
Ballarat	Christianity	Pentecostal	F	498
Ballarat	Christianity	Pentecostal	M	434
Ballarat	Christianity	Presbyterian Reformed	F	2204
Ballarat	Christianity	Presbyterian Reformed	M	1880
Ballarat	Christianity	Protestant (Other)	F	200
Ballarat	Christianity	Protestant (Other)	M	167
Ballarat	Christianity	Salvation Army	F	273
Ballarat	Christianity	Salvation Army	M	219
Ballarat	Christianity	Seventh Day Adventist	F	172
Ballarat	Christianity	Seventh Day Adventist	M	109
Ballarat	Christianity	Uniting Church	F	5403
Ballarat	Christianity	Uniting Church	M	4116
Ballarat	Hinduism		F	357
Ballarat	Hinduism		M	429
Ballarat	Islam		F	209
Ballarat	Islam		M	299
Ballarat	Judaism		F	39
Ballarat	Judaism		M	45
Ballarat	No religion		F	27592
Ballarat	No religion		M	29522
Batman	(Other)		F	8135
Batman	(Other)		M	8131
Batman	(Other)	(Other)	F	291
Batman	(Other)	(Other)	M	229
Batman	(Other)	Australian Aboriginal Traditional	F	19
Batman	(Other)	Australian Aboriginal Traditional	M	10
Batman	(Other)	Other spiritual beliefs	F	215
Batman	(Other)	Other spiritual beliefs	M	131
Batman	(Other)	Secular beliefs	F	340
Batman	(Other)	Secular beliefs	M	395
Batman	(Other)	Sikhism	F	520
Batman	(Other)	Sikhism	M	723
Batman	Buddhism		F	2582
Batman	Buddhism		M	2018
Batman	Christianity		F	1722
Batman	Christianity		M	1437
Batman	Christianity	(Other)	F	40
Batman	Christianity	(Other)	M	32
Batman	Christianity	Anglican	F	3573
Batman	Christianity	Anglican	M	2660
Batman	Christianity	Assyrian Apostolic	F	41
Batman	Christianity	Assyrian Apostolic	M	34
Batman	Christianity	Baptist	F	453
Batman	Christianity	Baptist	M	357
Batman	Christianity	Brethren	F	3
Batman	Christianity	Brethren	M	3
Batman	Christianity	Catholic	F	20653
Batman	Christianity	Catholic	M	17686
Batman	Christianity	Churches Of Christ	F	101
Batman	Christianity	Churches Of Christ	M	50
Batman	Christianity	Eastern Orthodox	F	7556
Batman	Christianity	Eastern Orthodox	M	7073
Batman	Christianity	Jehovah's Witnesses	F	186
Batman	Christianity	Jehovah's Witnesses	M	109
Batman	Christianity	Latter Day Saints	F	39
Batman	Christianity	Latter Day Saints	M	54
Batman	Christianity	Lutheran	F	179
Batman	Christianity	Lutheran	M	118
Batman	Christianity	Oriental Orthodox	F	121
Batman	Christianity	Oriental Orthodox	M	117
Batman	Christianity	Pentecostal	F	355
Batman	Christianity	Pentecostal	M	279
Batman	Christianity	Presbyterian Reformed	F	689
Batman	Christianity	Presbyterian Reformed	M	573
Batman	Christianity	Protestant (Other)	F	203
Batman	Christianity	Protestant (Other)	M	180
Batman	Christianity	Salvation Army	F	111
Batman	Christianity	Salvation Army	M	77
Batman	Christianity	Seventh Day Adventist	F	47
Batman	Christianity	Seventh Day Adventist	M	34
Batman	Christianity	Uniting Church	F	1145
Batman	Christianity	Uniting Church	M	798
Batman	Hinduism		F	1832
Batman	Hinduism		M	2472
Batman	Islam		F	3247
Batman	Islam		M	3748
Batman	Judaism		F	154
Batman	Judaism		M	132
Batman	No religion		F	28968
Batman	No religion		M	28762
Bendigo	(Other)		F	7609
Bendigo	(Other)		M	8256
Bendigo	(Other)	(Other)	F	308
Bendigo	(Other)	(Other)	M	170
Bendigo	(Other)	Australian Aboriginal Traditional	F	12
Bendigo	(Other)	Australian Aboriginal Traditional	M	5
Bendigo	(Other)	Other spiritual beliefs	F	172
Bendigo	(Other)	Other spiritual beliefs	M	113
Bendigo	(Other)	Secular beliefs	F	223
Bendigo	(Other)	Secular beliefs	M	251
Bendigo	(Other)	Sikhism	F	100
Bendigo	(Other)	Sikhism	M	127
Bendigo	Buddhism		F	806
Bendigo	Buddhism		M	638
Bendigo	Christianity		F	1682
Bendigo	Christianity		M	1485
Bendigo	Christianity	(Other)	F	35
Bendigo	Christianity	(Other)	M	31
Bendigo	Christianity	Anglican	F	10561
Bendigo	Christianity	Anglican	M	8643
Bendigo	Christianity	Baptist	F	1458
Bendigo	Christianity	Baptist	M	1308
Bendigo	Christianity	Brethren	F	160
Bendigo	Christianity	Brethren	M	171
Bendigo	Christianity	Catholic	F	16476
Bendigo	Christianity	Catholic	M	14838
Bendigo	Christianity	Churches Of Christ	F	164
Bendigo	Christianity	Churches Of Christ	M	137
Bendigo	Christianity	Eastern Orthodox	F	268
Bendigo	Christianity	Eastern Orthodox	M	302
Bendigo	Christianity	Jehovah's Witnesses	F	184
Bendigo	Christianity	Jehovah's Witnesses	M	140
Bendigo	Christianity	Latter Day Saints	F	111
Bendigo	Christianity	Latter Day Saints	M	92
Bendigo	Christianity	Lutheran	F	296
Bendigo	Christianity	Lutheran	M	252
Bendigo	Christianity	Oriental Orthodox	F	46
Bendigo	Christianity	Oriental Orthodox	M	46
Bendigo	Christianity	Pentecostal	F	675
Bendigo	Christianity	Pentecostal	M	549
Bendigo	Christianity	Presbyterian Reformed	F	1816
Bendigo	Christianity	Presbyterian Reformed	M	1543
Bendigo	Christianity	Protestant (Other)	F	148
Bendigo	Christianity	Protestant (Other)	M	139
Bendigo	Christianity	Salvation Army	F	196
Bendigo	Christianity	Salvation Army	M	128
Bendigo	Christianity	Seventh Day Adventist	F	126
Bendigo	Christianity	Seventh Day Adventist	M	103
Bendigo	Christianity	Uniting Church	F	5470
Bendigo	Christianity	Uniting Church	M	4082
Bendigo	Hinduism		F	288
Bendigo	Hinduism		M	289
Bendigo	Islam		F	243
Bendigo	Islam		M	261
Bendigo	Judaism		F	55
Bendigo	Judaism		M	30
Bendigo	No religion		F	27356
Bendigo	No religion		M	29234
Bruce	(Other)		F	6397
Bruce	(Other)		M	6860
Bruce	(Other)	(Other)	F	387
Bruce	(Other)	(Other)	M	367
Bruce	(Other)	Australian Aboriginal Traditional	F	4
Bruce	(Other)	Other spiritual beliefs	F	82
Bruce	(Other)	Other spiritual beliefs	M	88
Bruce	(Other)	Secular beliefs	F	129
Bruce	(Other)	Secular beliefs	M	177
Bruce	(Other)	Sikhism	F	1471
Bruce	(Other)	Sikhism	M	2087
Bruce	Buddhism		F	6992
Bruce	Buddhism		M	6230
Bruce	Christianity		F	2446
Bruce	Christianity		M	2229
Bruce	Christianity	(Other)	F	49
Bruce	Christianity	(Other)	M	59
Bruce	Christianity	Anglican	F	4448
Bruce	Christianity	Anglican	M	3599
Bruce	Christianity	Assyrian Apostolic	F	9
Bruce	Christianity	Assyrian Apostolic	M	6
Bruce	Christianity	Baptist	F	1386
Bruce	Christianity	Baptist	M	1161
Bruce	Christianity	Brethren	F	13
Bruce	Christianity	Brethren	M	14
Bruce	Christianity	Catholic	F	15813
Bruce	Christianity	Catholic	M	14580
Bruce	Christianity	Churches Of Christ	F	172
Bruce	Christianity	Churches Of Christ	M	157
Bruce	Christianity	Eastern Orthodox	F	4837
Bruce	Christianity	Eastern Orthodox	M	4619
Bruce	Christianity	Jehovah's Witnesses	F	183
Bruce	Christianity	Jehovah's Witnesses	M	127
Bruce	Christianity	Latter Day Saints	F	176
Bruce	Christianity	Latter Day Saints	M	153
Bruce	Christianity	Lutheran	F	230
Bruce	Christianity	Lutheran	M	186
Bruce	Christianity	Oriental Orthodox	F	593
Bruce	Christianity	Oriental Orthodox	M	541
Bruce	Christianity	Pentecostal	F	1085
Bruce	Christianity	Pentecostal	M	902
Bruce	Christianity	Presbyterian Reformed	F	1389
Bruce	Christianity	Presbyterian Reformed	M	1204
Bruce	Christianity	Protestant (Other)	F	461
Bruce	Christianity	Protestant (Other)	M	399
Bruce	Christianity	Salvation Army	F	114
Bruce	Christianity	Salvation Army	M	86
Bruce	Christianity	Seventh Day Adventist	F	188
Bruce	Christianity	Seventh Day Adventist	M	176
Bruce	Christianity	Uniting Church	F	2168
Bruce	Christianity	Uniting Church	M	1544
Bruce	Hinduism		F	4443
Bruce	Hinduism		M	5122
Bruce	Islam		F	5462
Bruce	Islam		M	7083
Bruce	Judaism		F	118
Bruce	Judaism		M	122
Bruce	No religion		F	16711
Bruce	No religion		M	19184
Calwell	(Other)		F	6892
Calwell	(Other)		M	7245
Calwell	(Other)	(Other)	F	208
Calwell	(Other)	(Other)	M	183
Calwell	(Other)	Australian Aboriginal Traditional	F	6
Calwell	(Other)	Australian Aboriginal Traditional	M	8
Calwell	(Other)	Other spiritual beliefs	F	63
Calwell	(Other)	Other spiritual beliefs	M	54
Calwell	(Other)	Secular beliefs	F	95
Calwell	(Other)	Secular beliefs	M	115
Calwell	(Other)	Sikhism	F	1201
Calwell	(Other)	Sikhism	M	1499
Calwell	Buddhism		F	2394
Calwell	Buddhism		M	2089
Calwell	Christianity		F	2344
Calwell	Christianity		M	2257
Calwell	Christianity	(Other)	F	51
Calwell	Christianity	(Other)	M	39
Calwell	Christianity	Anglican	F	3866
Calwell	Christianity	Anglican	M	3147
Calwell	Christianity	Assyrian Apostolic	F	903
Calwell	Christianity	Assyrian Apostolic	M	856
Calwell	Christianity	Baptist	F	479
Calwell	Christianity	Baptist	M	438
Calwell	Christianity	Brethren	F	6
Calwell	Christianity	Brethren	M	5
Calwell	Christianity	Catholic	F	28778
Calwell	Christianity	Catholic	M	27445
