CED_NAME16	AgeChild	CoupleFamily	ParentsBornAus	children
Calare	10-12	0	Father only	52
Calare	10-12	0	Mother only	66
Calare	10-12	0	Neither	30
Calare	10-12	1		44
Calare	10-12	1	Both	3699
Calare	10-12	1	Father only	178
Calare	10-12	1	Mother only	222
Calare	10-12	1	Neither	222
Calare	13-14	0		32
Calare	13-14	0	Both	783
Calare	13-14	0	Father only	35
Calare	13-14	0	Mother only	49
Calare	13-14	0	Neither	31
Calare	13-14	1		19
Calare	13-14	1	Both	2361
Calare	13-14	1	Father only	136
Calare	13-14	1	Mother only	126
Calare	13-14	1	Neither	145
Calare	15-17	0		32
Calare	15-17	0	Both	982
Calare	15-17	0	Father only	59
Calare	15-17	0	Mother only	92
Calare	15-17	0	Neither	46
Calare	15-17	1		19
Calare	15-17	1	Both	3014
Calare	15-17	1	Father only	174
Calare	15-17	1	Mother only	168
Calare	15-17	1	Neither	169
Calare	18-20	0		5
Calare	18-20	0	Both	192
Calare	18-20	0	Father only	14
Calare	18-20	0	Mother only	14
Calare	18-20	0	Neither	15
Calare	18-20	1		3
Calare	18-20	1	Both	573
Calare	18-20	1	Father only	33
Calare	18-20	1	Mother only	30
Calare	18-20	1	Neither	51
Calare	21-24	0	Both	40
Calare	21-24	0	Father only	3
Calare	21-24	0	Mother only	6
Calare	21-24	1	Both	146
Calare	21-24	1	Father only	14
Calare	21-24	1	Mother only	10
Calare	21-24	1	Neither	9
Chifley	0-4	0		133
Chifley	0-4	0	Both	1652
Chifley	0-4	0	Father only	136
Chifley	0-4	0	Mother only	322
Chifley	0-4	0	Neither	497
Chifley	0-4	1		78
Chifley	0-4	1	Both	2495
Chifley	0-4	1	Father only	675
Chifley	0-4	1	Mother only	766
Chifley	0-4	1	Neither	5894
Chifley	5-9	0		149
Chifley	5-9	0	Both	1674
Chifley	5-9	0	Father only	172
Chifley	5-9	0	Mother only	361
Chifley	5-9	0	Neither	764
Chifley	5-9	1		88
Chifley	5-9	1	Both	2298
Chifley	5-9	1	Father only	593
Chifley	5-9	1	Mother only	689
Chifley	5-9	1	Neither	5954
Chifley	10-12	0		94
Chifley	10-12	0	Both	994
Chifley	10-12	0	Father only	85
Chifley	10-12	0	Mother only	190
Chifley	10-12	0	Neither	512
Chifley	10-12	1		38
Chifley	10-12	1	Both	1247
Chifley	10-12	1	Father only	258
Chifley	10-12	1	Mother only	340
Chifley	10-12	1	Neither	3108
Chifley	13-14	0		43
Chifley	13-14	0	Both	643
Chifley	13-14	0	Father only	86
Chifley	13-14	0	Mother only	141
Chifley	13-14	0	Neither	387
Chifley	13-14	1		24
Chifley	13-14	1	Both	882
Chifley	13-14	1	Father only	166
Chifley	13-14	1	Mother only	193
Chifley	13-14	1	Neither	2007
Chifley	15-17	0		54
Chifley	15-17	0	Both	684
Chifley	15-17	0	Father only	100
Chifley	15-17	0	Mother only	164
Chifley	15-17	0	Neither	561
Chifley	15-17	1		33
Chifley	15-17	1	Both	1100
Chifley	15-17	1	Father only	209
Chifley	15-17	1	Mother only	241
Chifley	15-17	1	Neither	2955
Chifley	18-20	0		14
Chifley	18-20	0	Both	154
Chifley	18-20	0	Father only	35
Chifley	18-20	0	Mother only	51
Chifley	18-20	0	Neither	309
Chifley	18-20	1		9
Chifley	18-20	1	Both	301
Chifley	18-20	1	Father only	100
Chifley	18-20	1	Mother only	80
Chifley	18-20	1	Neither	1883
Chifley	21-24	0		7
Chifley	21-24	0	Both	53
Chifley	21-24	0	Father only	7
Chifley	21-24	0	Mother only	13
Chifley	21-24	0	Neither	207
Chifley	21-24	1		8
Chifley	21-24	1	Both	129
Chifley	21-24	1	Father only	44
Chifley	21-24	1	Mother only	32
Chifley	21-24	1	Neither	932
Cook	0-4	0		30
Cook	0-4	0	Both	341
Cook	0-4	0	Father only	64
Cook	0-4	0	Mother only	122
Cook	0-4	0	Neither	87
Cook	0-4	1		31
Cook	0-4	1	Both	4367
Cook	0-4	1	Father only	801
Cook	0-4	1	Mother only	757
Cook	0-4	1	Neither	1173
Cook	5-9	0		28
Cook	5-9	0	Both	583
Cook	5-9	0	Father only	136
Cook	5-9	0	Mother only	169
Cook	5-9	0	Neither	145
Cook	5-9	1		22
Cook	5-9	1	Both	4364
Cook	5-9	1	Father only	737
Cook	5-9	1	Mother only	773
Cook	5-9	1	Neither	1057
Cook	10-12	0		18
Cook	10-12	0	Both	416
Cook	10-12	0	Father only	84
Cook	10-12	0	Mother only	117
Cook	10-12	0	Neither	110
Cook	10-12	1		16
Cook	10-12	1	Both	2425
Cook	10-12	1	Father only	409
Cook	10-12	1	Mother only	470
Cook	10-12	1	Neither	634
Cook	13-14	0		15
Cook	13-14	0	Both	297
Cook	13-14	0	Father only	53
Cook	13-14	0	Mother only	82
Cook	13-14	0	Neither	87
Cook	13-14	1		13
Cook	13-14	1	Both	1587
Cook	13-14	1	Father only	221
Cook	13-14	1	Mother only	267
Cook	13-14	1	Neither	443
Cook	15-17	0		18
Cook	15-17	0	Both	445
Cook	15-17	0	Father only	91
Cook	15-17	0	Mother only	113
Cook	15-17	0	Neither	123
Cook	15-17	1		9
Cook	15-17	1	Both	2017
Cook	15-17	1	Father only	316
Cook	15-17	1	Mother only	351
Cook	15-17	1	Neither	674
Cook	18-20	0		3
Cook	18-20	0	Both	166
Cook	18-20	0	Father only	35
Cook	18-20	0	Mother only	48
Cook	18-20	0	Neither	79
Cook	18-20	1		7
Cook	18-20	1	Both	1074
Cook	18-20	1	Father only	151
Cook	18-20	1	Mother only	171
Cook	18-20	1	Neither	496
Cook	21-24	0	Both	94
Cook	21-24	0	Father only	12
Cook	21-24	0	Mother only	31
Cook	21-24	0	Neither	45
Cook	21-24	1	Both	500
Cook	21-24	1	Father only	82
Cook	21-24	1	Mother only	90
Cook	21-24	1	Neither	304
Cowper	0-4	0		72
Cowper	0-4	0	Both	1570
Cowper	0-4	0	Father only	52
Cowper	0-4	0	Mother only	126
Cowper	0-4	0	Neither	47
Cowper	0-4	1		34
Cowper	0-4	1	Both	4391
Cowper	0-4	1	Father only	399
Cowper	0-4	1	Mother only	410
Cowper	0-4	1	Neither	432
Cowper	5-9	0		89
Cowper	5-9	0	Both	2147
Cowper	5-9	0	Father only	105
Cowper	5-9	0	Mother only	205
Cowper	5-9	0	Neither	78
Cowper	5-9	1		33
Cowper	5-9	1	Both	5008
Cowper	5-9	1	Father only	433
Cowper	5-9	1	Mother only	492
Cowper	5-9	1	Neither	442
Cowper	10-12	0		55
Cowper	10-12	0	Both	1317
Cowper	10-12	0	Father only	86
Cowper	10-12	0	Mother only	113
Cowper	10-12	0	Neither	85
Cowper	10-12	1		27
Cowper	10-12	1	Both	2887
Cowper	10-12	1	Father only	253
Cowper	10-12	1	Mother only	259
Cowper	10-12	1	Neither	280
Cowper	13-14	0		36
Cowper	13-14	0	Both	918
Cowper	13-14	0	Father only	57
Cowper	13-14	0	Mother only	91
Cowper	13-14	0	Neither	58
Cowper	13-14	1		17
Cowper	13-14	1	Both	1822
Cowper	13-14	1	Father only	139
Cowper	13-14	1	Mother only	152
Cowper	13-14	1	Neither	180
Cowper	15-17	0		19
Cowper	15-17	0	Both	1145
Cowper	15-17	0	Father only	85
Cowper	15-17	0	Mother only	120
Cowper	15-17	0	Neither	91
Cowper	15-17	1		18
Cowper	15-17	1	Both	2473
Cowper	15-17	1	Father only	201
Cowper	15-17	1	Mother only	211
Cowper	15-17	1	Neither	253
Cowper	18-20	0		3
Cowper	18-20	0	Both	174
Cowper	18-20	0	Father only	13
Cowper	18-20	0	Mother only	18
Cowper	18-20	0	Neither	44
Cowper	18-20	1	Both	464
Cowper	18-20	1	Father only	36
Cowper	18-20	1	Mother only	32
Cowper	18-20	1	Neither	56
Cowper	21-24	0		7
Cowper	21-24	0	Both	46
Cowper	21-24	0	Father only	3
Cowper	21-24	0	Mother only	10
Cowper	21-24	0	Neither	15
Cowper	21-24	1	Both	111
Cowper	21-24	1	Father only	13
Cowper	21-24	1	Mother only	8
Cowper	21-24	1	Neither	18
Cunningham	0-4	0		49
Cunningham	0-4	0	Both	782
Cunningham	0-4	0	Father only	52
Cunningham	0-4	0	Mother only	119
Cunningham	0-4	0	Neither	65
Cunningham	0-4	1		33
Cunningham	0-4	1	Both	4744
Cunningham	0-4	1	Father only	666
Cunningham	0-4	1	Mother only	672
Cunningham	0-4	1	Neither	1103
Cunningham	5-9	0		41
Cunningham	5-9	0	Both	1045
Cunningham	5-9	0	Father only	99
Cunningham	5-9	0	Mother only	182
Cunningham	5-9	0	Neither	144
Cunningham	5-9	1		51
Cunningham	5-9	1	Both	4820
Cunningham	5-9	1	Father only	724
Cunningham	5-9	1	Mother only	730
Cunningham	5-9	1	Neither	1096
Cunningham	10-12	0		27
Cunningham	10-12	0	Both	690
Cunningham	10-12	0	Father only	78
Cunningham	10-12	0	Mother only	122
Cunningham	10-12	0	Neither	112
Cunningham	10-12	1		17
Cunningham	10-12	1	Both	2758
Cunningham	10-12	1	Father only	413
Cunningham	10-12	1	Mother only	394
Cunningham	10-12	1	Neither	520
Cunningham	13-14	0		23
Cunningham	13-14	0	Both	525
Cunningham	13-14	0	Father only	56
Cunningham	13-14	0	Mother only	103
Cunningham	13-14	0	Neither	77
Cunningham	13-14	1		11
Cunningham	13-14	1	Both	1633
Cunningham	13-14	1	Father only	219
Cunningham	13-14	1	Mother only	264
Cunningham	13-14	1	Neither	345
Cunningham	15-17	0		25
Cunningham	15-17	0	Both	647
Cunningham	15-17	0	Father only	88
Cunningham	15-17	0	Mother only	173
Cunningham	15-17	0	Neither	152
Cunningham	15-17	1		10
Cunningham	15-17	1	Both	2165
Cunningham	15-17	1	Father only	330
Cunningham	15-17	1	Mother only	383
Cunningham	15-17	1	Neither	525
Cunningham	18-20	0		5
Cunningham	18-20	0	Both	250
Cunningham	18-20	0	Father only	50
Cunningham	18-20	0	Mother only	67
Cunningham	18-20	0	Neither	80
Cunningham	18-20	1		6
Cunningham	18-20	1	Both	969
Cunningham	18-20	1	Father only	161
Cunningham	18-20	1	Mother only	168
Cunningham	18-20	1	Neither	288
Cunningham	21-24	0		3
Cunningham	21-24	0	Both	117
Cunningham	21-24	0	Father only	30
Cunningham	21-24	0	Mother only	28
Cunningham	21-24	0	Neither	55
Cunningham	21-24	1		3
Cunningham	21-24	1	Both	467
Cunningham	21-24	1	Father only	76
Cunningham	21-24	1	Mother only	101
Cunningham	21-24	1	Neither	180
Dobell	0-4	0		85
Dobell	0-4	0	Both	1494
Dobell	0-4	0	Father only	87
Dobell	0-4	0	Mother only	152
Dobell	0-4	0	Neither	35
Dobell	0-4	1		37
Dobell	0-4	1	Both	5319
Dobell	0-4	1	Father only	510
Dobell	0-4	1	Mother only	623
Dobell	0-4	1	Neither	471
Dobell	5-9	0		71
Dobell	5-9	0	Both	1897
Dobell	5-9	0	Father only	124
Dobell	5-9	0	Mother only	231
Dobell	5-9	0	Neither	94
Dobell	5-9	1		31
Dobell	5-9	1	Both	5541
Dobell	5-9	1	Father only	573
Dobell	5-9	1	Mother only	670
Dobell	5-9	1	Neither	574
Dobell	10-12	0		46
Dobell	10-12	0	Both	1246
Dobell	10-12	0	Father only	95
Dobell	10-12	0	Mother only	153
Dobell	10-12	0	Neither	72
Dobell	10-12	1		28
Dobell	10-12	1	Both	3173
Dobell	10-12	1	Father only	315
Dobell	10-12	1	Mother only	383
Dobell	10-12	1	Neither	340
Dobell	13-14	0		19
Dobell	13-14	0	Both	794
Dobell	13-14	0	Father only	64
Dobell	13-14	0	Mother only	98
Dobell	13-14	0	Neither	55
Dobell	13-14	1		12
Dobell	13-14	1	Both	1989
Dobell	13-14	1	Father only	213
Dobell	13-14	1	Mother only	232
Dobell	13-14	1	Neither	242
Dobell	15-17	0		28
Dobell	15-17	0	Both	1044
Dobell	15-17	0	Father only	84
Dobell	15-17	0	Mother only	133
Dobell	15-17	0	Neither	69
Dobell	15-17	1		22
Dobell	15-17	1	Both	2488
Dobell	15-17	1	Father only	255
Dobell	15-17	1	Mother only	336
Dobell	15-17	1	Neither	294
Dobell	18-20	0		6
Dobell	18-20	0	Both	263
Dobell	18-20	0	Father only	13
Dobell	18-20	0	Mother only	42
Dobell	18-20	0	Neither	22
Dobell	18-20	1		4
Dobell	18-20	1	Both	797
Dobell	18-20	1	Father only	95
Dobell	18-20	1	Mother only	124
Dobell	18-20	1	Neither	117
Dobell	21-24	0	Both	107
Dobell	21-24	0	Father only	10
Dobell	21-24	0	Mother only	16
Dobell	21-24	0	Neither	16
Dobell	21-24	1	Both	360
Dobell	21-24	1	Father only	45
Dobell	21-24	1	Mother only	47
Dobell	21-24	1	Neither	69
Eden-Monaro	0-4	0		55
Eden-Monaro	0-4	0	Both	881
Eden-Monaro	0-4	0	Father only	44
Eden-Monaro	0-4	0	Mother only	73
Eden-Monaro	0-4	0	Neither	41
Eden-Monaro	0-4	1		31
Eden-Monaro	0-4	1	Both	4986
Eden-Monaro	0-4	1	Father only	474
Eden-Monaro	0-4	1	Mother only	378
Eden-Monaro	0-4	1	Neither	531
Eden-Monaro	5-9	0		40
Eden-Monaro	5-9	0	Both	1228
Eden-Monaro	5-9	0	Father only	74
Eden-Monaro	5-9	0	Mother only	132
Eden-Monaro	5-9	0	Neither	49
Eden-Monaro	5-9	1		41
Eden-Monaro	5-9	1	Both	5560
