CED_NAME16	Age	NeedsAssistance	Sex	persons
Sydney	35-44	0	M	15596
Sydney	35-44	1	F	147
Sydney	35-44	1	M	206
Sydney	45-54		F	1034
Sydney	45-54		M	1657
Sydney	45-54	0	F	7452
Sydney	45-54	0	M	9747
Sydney	45-54	1	F	259
Sydney	45-54	1	M	322
Sydney	55-64		F	866
Sydney	55-64		M	1151
Sydney	55-64	0	F	5831
Sydney	55-64	0	M	6493
Sydney	55-64	1	F	407
Sydney	55-64	1	M	398
Sydney	65-74		F	537
Sydney	65-74		M	699
Sydney	65-74	0	F	3649
Sydney	65-74	0	M	3927
Sydney	65-74	1	F	417
Sydney	65-74	1	M	385
Sydney	75-84		F	324
Sydney	75-84		M	313
Sydney	75-84	0	F	1409
Sydney	75-84	0	M	1429
Sydney	75-84	1	F	568
Sydney	75-84	1	M	391
Sydney	85+		F	152
Sydney	85+		M	106
Sydney	85+	0	F	307
Sydney	85+	0	M	263
Sydney	85+	1	F	393
Sydney	85+	1	M	232
Warringah	0-4		F	239
Warringah	0-4		M	253
Warringah	0-4	0	F	4227
Warringah	0-4	0	M	4377
Warringah	0-4	1	F	23
Warringah	0-4	1	M	28
Warringah	5-14		F	426
Warringah	5-14		M	435
Warringah	5-14	0	F	8705
Warringah	5-14	0	M	9027
Warringah	5-14	1	F	95
Warringah	5-14	1	M	161
Warringah	15-19		F	183
Warringah	15-19		M	203
Warringah	15-19	0	F	3465
Warringah	15-19	0	M	3554
Warringah	15-19	1	F	47
Warringah	15-19	1	M	60
Warringah	20-24		F	238
Warringah	20-24		M	265
Warringah	20-24	0	F	3210
Warringah	20-24	0	M	3201
Warringah	20-24	1	F	24
Warringah	20-24	1	M	41
Warringah	25-34		F	843
Warringah	25-34		M	790
Warringah	25-34	0	F	10484
Warringah	25-34	0	M	9105
Warringah	25-34	1	F	56
Warringah	25-34	1	M	82
Warringah	35-44		F	798
Warringah	35-44		M	795
Warringah	35-44	0	F	11625
Warringah	35-44	0	M	10865
Warringah	35-44	1	F	87
Warringah	35-44	1	M	77
Warringah	45-54		F	665
Warringah	45-54		M	656
Warringah	45-54	0	F	10328
Warringah	45-54	0	M	9546
Warringah	45-54	1	F	121
Warringah	45-54	1	M	133
Warringah	55-64		F	547
Warringah	55-64		M	529
Warringah	55-64	0	F	7325
Warringah	55-64	0	M	6852
Warringah	55-64	1	F	190
Warringah	55-64	1	M	146
Warringah	65-74		F	443
Warringah	65-74		M	381
Warringah	65-74	0	F	5712
Warringah	65-74	0	M	5054
Warringah	65-74	1	F	295
Warringah	65-74	1	M	222
Warringah	75-84		F	273
Warringah	75-84		M	217
Warringah	75-84	0	F	2806
Warringah	75-84	0	M	2364
Warringah	75-84	1	F	575
Warringah	75-84	1	M	308
Warringah	85+		F	220
Warringah	85+		M	104
Warringah	85+	0	F	969
Warringah	85+	0	M	731
Warringah	85+	1	F	1049
Warringah	85+	1	M	459
Watson	0-4		F	460
Watson	0-4		M	482
Watson	0-4	0	F	5581
Watson	0-4	0	M	5898
Watson	0-4	1	F	43
Watson	0-4	1	M	82
Watson	5-14		F	657
Watson	5-14		M	740
Watson	5-14	0	F	10155
Watson	5-14	0	M	10574
Watson	5-14	1	F	168
Watson	5-14	1	M	372
Watson	15-19		F	287
Watson	15-19		M	333
Watson	15-19	0	F	4899
Watson	15-19	0	M	5172
Watson	15-19	1	F	77
Watson	15-19	1	M	117
Watson	20-24		F	420
Watson	20-24		M	408
Watson	20-24	0	F	5814
Watson	20-24	0	M	6229
Watson	20-24	1	F	80
Watson	20-24	1	M	108
Watson	25-34		F	941
Watson	25-34		M	1025
Watson	25-34	0	F	13292
Watson	25-34	0	M	13856
Watson	25-34	1	F	181
Watson	25-34	1	M	202
Watson	35-44		F	761
Watson	35-44		M	799
Watson	35-44	0	F	10815
Watson	35-44	0	M	11067
Watson	35-44	1	F	301
Watson	35-44	1	M	262
Watson	45-54		F	695
Watson	45-54		M	715
Watson	45-54	0	F	9949
Watson	45-54	0	M	9574
Watson	45-54	1	F	551
Watson	45-54	1	M	456
Watson	55-64		F	538
Watson	55-64		M	505
Watson	55-64	0	F	7571
Watson	55-64	0	M	7361
Watson	55-64	1	F	901
Watson	55-64	1	M	775
Watson	65-74		F	415
Watson	65-74		M	359
Watson	65-74	0	F	4457
Watson	65-74	0	M	4456
Watson	65-74	1	F	991
Watson	65-74	1	M	944
Watson	75-84		F	314
Watson	75-84		M	250
Watson	75-84	0	F	2241
Watson	75-84	0	M	2138
Watson	75-84	1	F	1530
Watson	75-84	1	M	1028
Watson	85+		F	195
Watson	85+		M	113
Watson	85+	0	F	635
Watson	85+	0	M	521
Watson	85+	1	F	1287
Watson	85+	1	M	686
Wentworth	0-4		F	336
Wentworth	0-4		M	350
Wentworth	0-4	0	F	3615
Wentworth	0-4	0	M	3792
Wentworth	0-4	1	F	16
Wentworth	0-4	1	M	29
Wentworth	5-14		F	488
Wentworth	5-14		M	541
Wentworth	5-14	0	F	6475
Wentworth	5-14	0	M	6552
Wentworth	5-14	1	F	69
Wentworth	5-14	1	M	116
Wentworth	15-19		F	197
Wentworth	15-19		M	216
Wentworth	15-19	0	F	2670
Wentworth	15-19	0	M	2618
Wentworth	15-19	1	F	35
Wentworth	15-19	1	M	43
Wentworth	20-24		F	480
Wentworth	20-24		M	425
Wentworth	20-24	0	F	3775
Wentworth	20-24	0	M	3240
Wentworth	20-24	1	F	19
Wentworth	20-24	1	M	23
Wentworth	25-34		F	1963
Wentworth	25-34		M	1727
Wentworth	25-34	0	F	14602
Wentworth	25-34	0	M	12457
Wentworth	25-34	1	F	55
Wentworth	25-34	1	M	55
Wentworth	35-44		F	1210
Wentworth	35-44		M	1256
Wentworth	35-44	0	F	10971
Wentworth	35-44	0	M	10628
Wentworth	35-44	1	F	79
Wentworth	35-44	1	M	61
Wentworth	45-54		F	889
Wentworth	45-54		M	907
Wentworth	45-54	0	F	8332
Wentworth	45-54	0	M	8111
Wentworth	45-54	1	F	123
Wentworth	45-54	1	M	114
Wentworth	55-64		F	708
Wentworth	55-64		M	648
Wentworth	55-64	0	F	6426
Wentworth	55-64	0	M	5952
Wentworth	55-64	1	F	154
Wentworth	55-64	1	M	135
Wentworth	65-74		F	624
Wentworth	65-74		M	575
Wentworth	65-74	0	F	5304
Wentworth	65-74	0	M	4737
Wentworth	65-74	1	F	279
Wentworth	65-74	1	M	234
Wentworth	75-84		F	479
Wentworth	75-84		M	369
Wentworth	75-84	0	F	2585
Wentworth	75-84	0	M	2109
Wentworth	75-84	1	F	641
Wentworth	75-84	1	M	409
Wentworth	85+		F	370
Wentworth	85+		M	187
Wentworth	85+	0	F	911
Wentworth	85+	0	M	716
Wentworth	85+	1	F	1211
Wentworth	85+	1	M	526
Werriwa	0-4		F	414
Werriwa	0-4		M	441
Werriwa	0-4	0	F	5547
Werriwa	0-4	0	M	5841
Werriwa	0-4	1	F	57
Werriwa	0-4	1	M	115
Werriwa	5-14		F	858
Werriwa	5-14		M	847
Werriwa	5-14	0	F	11969
Werriwa	5-14	0	M	12201
Werriwa	5-14	1	F	251
Werriwa	5-14	1	M	557
Werriwa	15-19		F	372
Werriwa	15-19		M	437
Werriwa	15-19	0	F	5850
Werriwa	15-19	0	M	6204
Werriwa	15-19	1	F	108
Werriwa	15-19	1	M	232
Werriwa	20-24		F	378
Werriwa	20-24		M	403
Werriwa	20-24	0	F	5669
Werriwa	20-24	0	M	5674
Werriwa	20-24	1	F	108
Werriwa	20-24	1	M	150
Werriwa	25-34		F	755
Werriwa	25-34		M	755
Werriwa	25-34	0	F	11313
Werriwa	25-34	0	M	10199
Werriwa	25-34	1	F	206
Werriwa	25-34	1	M	250
Werriwa	35-44		F	811
Werriwa	35-44		M	732
Werriwa	35-44	0	F	11448
Werriwa	35-44	0	M	10445
Werriwa	35-44	1	F	397
Werriwa	35-44	1	M	341
Werriwa	45-54		F	741
Werriwa	45-54		M	775
Werriwa	45-54	0	F	10260
Werriwa	45-54	0	M	10179
Werriwa	45-54	1	F	722
Werriwa	45-54	1	M	535
Werriwa	55-64		F	600
Werriwa	55-64		M	579
Werriwa	55-64	0	F	7467
Werriwa	55-64	0	M	7537
Werriwa	55-64	1	F	1076
Werriwa	55-64	1	M	837
Werriwa	65-74		F	423
Werriwa	65-74		M	389
Werriwa	65-74	0	F	3837
Werriwa	65-74	0	M	3799
Werriwa	65-74	1	F	974
Werriwa	65-74	1	M	920
Werriwa	75-84		F	303
Werriwa	75-84		M	217
Werriwa	75-84	0	F	1557
Werriwa	75-84	0	M	1429
Werriwa	75-84	1	F	979
Werriwa	75-84	1	M	661
Werriwa	85+		F	233
Werriwa	85+		M	100
Werriwa	85+	0	F	300
Werriwa	85+	0	M	242
Werriwa	85+	1	F	625
Werriwa	85+	1	M	296
Whitlam	0-4		F	231
Whitlam	0-4		M	259
Whitlam	0-4	0	F	4137
Whitlam	0-4	0	M	4397
Whitlam	0-4	1	F	47
Whitlam	0-4	1	M	82
Whitlam	5-14		F	477
Whitlam	5-14		M	478
Whitlam	5-14	0	F	9064
Whitlam	5-14	0	M	9124
Whitlam	5-14	1	F	231
Whitlam	5-14	1	M	535
Whitlam	15-19		F	250
Whitlam	15-19		M	255
Whitlam	15-19	0	F	4657
Whitlam	15-19	0	M	4598
Whitlam	15-19	1	F	117
Whitlam	15-19	1	M	225
Whitlam	20-24		F	224
Whitlam	20-24		M	230
Whitlam	20-24	0	F	3838
Whitlam	20-24	0	M	3940
Whitlam	20-24	1	F	103
Whitlam	20-24	1	M	137
Whitlam	25-34		F	431
Whitlam	25-34		M	480
Whitlam	25-34	0	F	7912
Whitlam	25-34	0	M	7372
Whitlam	25-34	1	F	208
Whitlam	25-34	1	M	238
Whitlam	35-44		F	515
Whitlam	35-44		M	495
Whitlam	35-44	0	F	8685
Whitlam	35-44	0	M	8058
Whitlam	35-44	1	F	299
Whitlam	35-44	1	M	275
Whitlam	45-54		F	582
Whitlam	45-54		M	595
Whitlam	45-54	0	F	9383
Whitlam	45-54	0	M	8681
Whitlam	45-54	1	F	505
Whitlam	45-54	1	M	404
Whitlam	55-64		F	593
Whitlam	55-64		M	559
Whitlam	55-64	0	F	8854
Whitlam	55-64	0	M	7979
Whitlam	55-64	1	F	664
Whitlam	55-64	1	M	625
Whitlam	65-74		F	558
Whitlam	65-74		M	524
Whitlam	65-74	0	F	7373
Whitlam	65-74	0	M	6686
Whitlam	65-74	1	F	837
Whitlam	65-74	1	M	789
Whitlam	75-84		F	372
Whitlam	75-84		M	325
Whitlam	75-84	0	F	3728
Whitlam	75-84	0	M	3388
Whitlam	75-84	1	F	1227
Whitlam	75-84	1	M	797
Whitlam	85+		F	135
Whitlam	85+		M	105
Whitlam	85+	0	F	836
Whitlam	85+	0	M	695
Whitlam	85+	1	F	1263
Whitlam	85+	1	M	607
No usual address (NSW)	0-4		F	12
No usual address (NSW)	0-4		M	16
No usual address (NSW)	0-4	0	F	135
No usual address (NSW)	0-4	0	M	170
No usual address (NSW)	0-4	1	F	3
No usual address (NSW)	5-14		F	24
No usual address (NSW)	5-14		M	27
No usual address (NSW)	5-14	0	F	171
No usual address (NSW)	5-14	0	M	162
No usual address (NSW)	5-14	1	M	6
No usual address (NSW)	15-19		F	50
No usual address (NSW)	15-19		M	70
No usual address (NSW)	15-19	0	F	183
No usual address (NSW)	15-19	0	M	203
No usual address (NSW)	15-19	1	M	7
No usual address (NSW)	20-24		F	124
No usual address (NSW)	20-24		M	162
No usual address (NSW)	20-24	0	F	477
No usual address (NSW)	20-24	0	M	571
No usual address (NSW)	20-24	1	F	9
No usual address (NSW)	20-24	1	M	11
No usual address (NSW)	25-34		F	273
No usual address (NSW)	25-34		M	484
No usual address (NSW)	25-34	0	F	801
No usual address (NSW)	25-34	0	M	1089
No usual address (NSW)	25-34	1	F	14
No usual address (NSW)	25-34	1	M	33
No usual address (NSW)	35-44		F	182
No usual address (NSW)	35-44		M	491
No usual address (NSW)	35-44	0	F	422
No usual address (NSW)	35-44	0	M	735
No usual address (NSW)	35-44	1	F	30
No usual address (NSW)	35-44	1	M	34
No usual address (NSW)	45-54		F	173
No usual address (NSW)	45-54		M	440
No usual address (NSW)	45-54	0	F	421
No usual address (NSW)	45-54	0	M	645
No usual address (NSW)	45-54	1	F	53
No usual address (NSW)	45-54	1	M	61
No usual address (NSW)	55-64		F	138
No usual address (NSW)	55-64		M	315
No usual address (NSW)	55-64	0	F	533
No usual address (NSW)	55-64	0	M	600
No usual address (NSW)	55-64	1	F	57
No usual address (NSW)	55-64	1	M	78
No usual address (NSW)	65-74		F	90
No usual address (NSW)	65-74		M	163
No usual address (NSW)	65-74	0	F	356
No usual address (NSW)	65-74	0	M	500
No usual address (NSW)	65-74	1	F	29
No usual address (NSW)	65-74	1	M	63
No usual address (NSW)	75-84		F	29
No usual address (NSW)	75-84		M	43
No usual address (NSW)	75-84	0	F	76
No usual address (NSW)	75-84	0	M	102
No usual address (NSW)	75-84	1	F	20
No usual address (NSW)	75-84	1	M	22
No usual address (NSW)	85+		F	9
No usual address (NSW)	85+		M	12
No usual address (NSW)	85+	0	F	15
No usual address (NSW)	85+	0	M	9
No usual address (NSW)	85+	1	F	24
No usual address (NSW)	85+	1	M	14
Migratory - Offshore - Shipping (NSW)	0-4		M	3
Migratory - Offshore - Shipping (NSW)	0-4	0	F	3
Migratory - Offshore - Shipping (NSW)	0-4	0	M	4
Migratory - Offshore - Shipping (NSW)	5-14		F	4
Migratory - Offshore - Shipping (NSW)	5-14	0	F	10
Migratory - Offshore - Shipping (NSW)	5-14	0	M	11
Migratory - Offshore - Shipping (NSW)	15-19	0	F	8
Migratory - Offshore - Shipping (NSW)	15-19	0	M	3
Migratory - Offshore - Shipping (NSW)	20-24		M	3
Migratory - Offshore - Shipping (NSW)	20-24	0	F	3
Migratory - Offshore - Shipping (NSW)	20-24	0	M	3
Migratory - Offshore - Shipping (NSW)	20-24	1	M	3
Migratory - Offshore - Shipping (NSW)	25-34		F	4
Migratory - Offshore - Shipping (NSW)	25-34	0	F	15
Migratory - Offshore - Shipping (NSW)	25-34	0	M	8
Migratory - Offshore - Shipping (NSW)	35-44	0	F	14
Migratory - Offshore - Shipping (NSW)	35-44	0	M	16
Migratory - Offshore - Shipping (NSW)	45-54		F	3
Migratory - Offshore - Shipping (NSW)	45-54	0	F	21
Migratory - Offshore - Shipping (NSW)	45-54	0	M	17
Migratory - Offshore - Shipping (NSW)	45-54	1	M	3
Migratory - Offshore - Shipping (NSW)	55-64		F	6
Migratory - Offshore - Shipping (NSW)	55-64	0	F	43
Migratory - Offshore - Shipping (NSW)	55-64	0	M	19
Migratory - Offshore - Shipping (NSW)	55-64	1	F	5
Migratory - Offshore - Shipping (NSW)	55-64	1	M	3
Migratory - Offshore - Shipping (NSW)	65-74		F	5
Migratory - Offshore - Shipping (NSW)	65-74		M	4
Migratory - Offshore - Shipping (NSW)	65-74	0	F	51
Migratory - Offshore - Shipping (NSW)	65-74	0	M	36
Migratory - Offshore - Shipping (NSW)	65-74	1	F	4
Migratory - Offshore - Shipping (NSW)	65-74	1	M	6
Migratory - Offshore - Shipping (NSW)	75-84		F	4
Migratory - Offshore - Shipping (NSW)	75-84		M	5
Migratory - Offshore - Shipping (NSW)	75-84	0	F	15
Migratory - Offshore - Shipping (NSW)	75-84	0	M	11
Migratory - Offshore - Shipping (NSW)	75-84	1	F	3
Migratory - Offshore - Shipping (NSW)	75-84	1	M	4
Migratory - Offshore - Shipping (NSW)	85+	0	F	4
Migratory - Offshore - Shipping (NSW)	85+	1	M	3
Aston	0-4		F	181
Aston	0-4		M	142
Aston	0-4	0	F	3643
Aston	0-4	0	M	3775
Aston	0-4	1	F	49
Aston	0-4	1	M	74
Aston	5-14		F	231
Aston	5-14		M	291
Aston	5-14	0	F	7269
Aston	5-14	0	M	7618
Aston	5-14	1	F	174
Aston	5-14	1	M	383
Aston	15-19		F	145
Aston	15-19		M	164
Aston	15-19	0	F	4150
Aston	15-19	0	M	4256
Aston	15-19	1	F	83
Aston	15-19	1	M	155
Aston	20-24		F	138
Aston	20-24		M	190
Aston	20-24	0	F	4305
Aston	20-24	0	M	4433
Aston	20-24	1	F	70
Aston	20-24	1	M	122
Aston	25-34		F	407
Aston	25-34		M	374
Aston	25-34	0	F	8569
Aston	25-34	0	M	8343
Aston	25-34	1	F	148
Aston	25-34	1	M	148
Aston	35-44		F	378
Aston	35-44		M	410
Aston	35-44	0	F	8859
Aston	35-44	0	M	8248
Aston	35-44	1	F	153
Aston	35-44	1	M	165
Aston	45-54		F	404
Aston	45-54		M	387
Aston	45-54	0	F	9580
Aston	45-54	0	M	8673
Aston	45-54	1	F	287
Aston	45-54	1	M	235
Aston	55-64		F	392
Aston	55-64		M	393
Aston	55-64	0	F	8391
Aston	55-64	0	M	7808
Aston	55-64	1	F	380
Aston	55-64	1	M	265
Aston	65-74		F	308
Aston	65-74		M	256
Aston	65-74	0	F	5432
Aston	65-74	0	M	4917
Aston	65-74	1	F	498
Aston	65-74	1	M	435
Aston	75-84		F	221
Aston	75-84		M	162
Aston	75-84	0	F	2378
Aston	75-84	0	M	2139
Aston	75-84	1	F	763
Aston	75-84	1	M	471
Aston	85+		F	109
Aston	85+		M	74
Aston	85+	0	F	696
Aston	85+	0	M	488
Aston	85+	1	F	864
Aston	85+	1	M	372
Ballarat	0-4		F	291
Ballarat	0-4		M	305
Ballarat	0-4	0	F	4317
Ballarat	0-4	0	M	4605
Ballarat	0-4	1	F	46
Ballarat	0-4	1	M	88
Ballarat	5-14		F	560
Ballarat	5-14		M	551
Ballarat	5-14	0	F	8973
Ballarat	5-14	0	M	8994
Ballarat	5-14	1	F	233
Ballarat	5-14	1	M	562
Ballarat	15-19		F	296
Ballarat	15-19		M	293
Ballarat	15-19	0	F	4357
Ballarat	15-19	0	M	4514
Ballarat	15-19	1	F	133
Ballarat	15-19	1	M	221
Ballarat	20-24		F	332
Ballarat	20-24		M	361
Ballarat	20-24	0	F	4572
Ballarat	20-24	0	M	4545
Ballarat	20-24	1	F	113
Ballarat	20-24	1	M	164
Ballarat	25-34		F	650
Ballarat	25-34		M	602
Ballarat	25-34	0	F	8468
Ballarat	25-34	0	M	8040
Ballarat	25-34	1	F	197
Ballarat	25-34	1	M	227
Ballarat	35-44		F	659
Ballarat	35-44		M	619
Ballarat	35-44	0	F	9042
Ballarat	35-44	0	M	8247
Ballarat	35-44	1	F	309
Ballarat	35-44	1	M	283
Ballarat	45-54		F	778
Ballarat	45-54		M	699
Ballarat	45-54	0	F	9639
Ballarat	45-54	0	M	8875
Ballarat	45-54	1	F	485
Ballarat	45-54	1	M	412
Ballarat	55-64		F	758
Ballarat	55-64		M	685
Ballarat	55-64	0	F	8956
Ballarat	55-64	0	M	8159
Ballarat	55-64	1	F	638
Ballarat	55-64	1	M	595
Ballarat	65-74		F	673
Ballarat	65-74		M	651
Ballarat	65-74	0	F	6830
Ballarat	65-74	0	M	6241
Ballarat	65-74	1	F	652
Ballarat	65-74	1	M	687
Ballarat	75-84		F	413
Ballarat	75-84		M	327
Ballarat	75-84	0	F	3090
Ballarat	75-84	0	M	2606
Ballarat	75-84	1	F	858
Ballarat	75-84	1	M	598
Ballarat	85+		F	204
Ballarat	85+		M	136
Ballarat	85+	0	F	945
Ballarat	85+	0	M	593
Ballarat	85+	1	F	1102
Ballarat	85+	1	M	432
Batman	0-4		F	335
Batman	0-4		M	347
Batman	0-4	0	F	4383
Batman	0-4	0	M	4531
Batman	0-4	1	F	34
Batman	0-4	1	M	46
Batman	5-14		F	454
Batman	5-14		M	462
Batman	5-14	0	F	7205
Batman	5-14	0	M	7390
Batman	5-14	1	F	138
Batman	5-14	1	M	288
Batman	15-19		F	244
Batman	15-19		M	282
Batman	15-19	0	F	3440
Batman	15-19	0	M	3476
Batman	15-19	1	F	55
Batman	15-19	1	M	108
Batman	20-24		F	459
Batman	20-24		M	450
Batman	20-24	0	F	5922
Batman	20-24	0	M	5535
Batman	20-24	1	F	94
Batman	20-24	1	M	72
Batman	25-34		F	1220
Batman	25-34		M	1243
Batman	25-34	0	F	14548
Batman	25-34	0	M	14046
Batman	25-34	1	F	168
Batman	25-34	1	M	164
Batman	35-44		F	892
Batman	35-44		M	963
Batman	35-44	0	F	11763
Batman	35-44	0	M	11118
Batman	35-44	1	F	229
Batman	35-44	1	M	225
Batman	45-54		F	736
Batman	45-54		M	713
Batman	45-54	0	F	9796
Batman	45-54	0	M	9037
Batman	45-54	1	F	377
Batman	45-54	1	M	369
Batman	55-64		F	554
Batman	55-64		M	514
Batman	55-64	0	F	6895
Batman	55-64	0	M	6434
Batman	55-64	1	F	543
Batman	55-64	1	M	459
Batman	65-74		F	459
Batman	65-74		M	365
Batman	65-74	0	F	4603
Batman	65-74	0	M	3952
Batman	65-74	1	F	795
Batman	65-74	1	M	651
Batman	75-84		F	390
Batman	75-84		M	307
Batman	75-84	0	F	2715
Batman	75-84	0	M	2378
Batman	75-84	1	F	1618
Batman	75-84	1	M	1028
Batman	85+		F	371
Batman	85+		M	174
Batman	85+	0	F	780
Batman	85+	0	M	601
Batman	85+	1	F	1322
Batman	85+	1	M	704
Bendigo	0-4		F	348
Bendigo	0-4		M	345
Bendigo	0-4	0	F	4105
Bendigo	0-4	0	M	4208
Bendigo	0-4	1	F	47
Bendigo	0-4	1	M	84
Bendigo	5-14		F	592
Bendigo	5-14		M	699
Bendigo	5-14	0	F	8278
Bendigo	5-14	0	M	8544
Bendigo	5-14	1	F	242
Bendigo	5-14	1	M	546
Bendigo	15-19		F	306
Bendigo	15-19		M	297
Bendigo	15-19	0	F	4112
Bendigo	15-19	0	M	4211
Bendigo	15-19	1	F	122
Bendigo	15-19	1	M	189
Bendigo	20-24		F	294
Bendigo	20-24		M	378
Bendigo	20-24	0	F	4185
Bendigo	20-24	0	M	4043
Bendigo	20-24	1	F	114
Bendigo	20-24	1	M	135
Bendigo	25-34		F	666
Bendigo	25-34		M	858
Bendigo	25-34	0	F	7776
Bendigo	25-34	0	M	7151
Bendigo	25-34	1	F	221
Bendigo	25-34	1	M	252
Bendigo	35-44		F	692
Bendigo	35-44		M	797
Bendigo	35-44	0	F	8461
Bendigo	35-44	0	M	7588
Bendigo	35-44	1	F	265
Bendigo	35-44	1	M	273
Bendigo	45-54		F	754
Bendigo	45-54		M	906
Bendigo	45-54	0	F	9339
Bendigo	45-54	0	M	8407
Bendigo	45-54	1	F	376
Bendigo	45-54	1	M	399
Bendigo	55-64		F	818
Bendigo	55-64		M	816
Bendigo	55-64	0	F	9183
Bendigo	55-64	0	M	8548
Bendigo	55-64	1	F	534
Bendigo	55-64	1	M	507
Bendigo	65-74		F	684
Bendigo	65-74		M	693
Bendigo	65-74	0	F	6993
Bendigo	65-74	0	M	6503
Bendigo	65-74	1	F	603
Bendigo	65-74	1	M	670
Bendigo	75-84		F	472
Bendigo	75-84		M	395
Bendigo	75-84	0	F	3272
Bendigo	75-84	0	M	2999
Bendigo	75-84	1	F	813
Bendigo	75-84	1	M	546
Bendigo	85+		F	379
Bendigo	85+		M	209
Bendigo	85+	0	F	956
Bendigo	85+	0	M	701
Bendigo	85+	1	F	1053
Bendigo	85+	1	M	453
Bruce	0-4		F	291
Bruce	0-4		M	315
Bruce	0-4	0	F	4042
Bruce	0-4	0	M	4345
Bruce	0-4	1	F	24
Bruce	0-4	1	M	58
Bruce	5-14		F	420
Bruce	5-14		M	464
Bruce	5-14	0	F	7892
Bruce	5-14	0	M	8267
Bruce	5-14	1	F	117
Bruce	5-14	1	M	256
Bruce	15-19		F	214
Bruce	15-19		M	239
Bruce	15-19	0	F	4307
Bruce	15-19	0	M	4709
Bruce	15-19	1	F	61
Bruce	15-19	1	M	105
Bruce	20-24		F	281
Bruce	20-24		M	368
Bruce	20-24	0	F	5017
Bruce	20-24	0	M	6181
Bruce	20-24	1	F	59
Bruce	20-24	1	M	111
Bruce	25-34		F	707
Bruce	25-34		M	780
Bruce	25-34	0	F	10644
Bruce	25-34	0	M	11722
Bruce	25-34	1	F	147
Bruce	25-34	1	M	178
Bruce	35-44		F	557
Bruce	35-44		M	630
Bruce	35-44	0	F	9341
Bruce	35-44	0	M	9729
Bruce	35-44	1	F	261
Bruce	35-44	1	M	236
Bruce	45-54		F	496
Bruce	45-54		M	572
Bruce	45-54	0	F	8897
Bruce	45-54	0	M	8819
Bruce	45-54	1	F	446
Bruce	45-54	1	M	335
Bruce	55-64		F	466
Bruce	55-64		M	507
Bruce	55-64	0	F	7814
Bruce	55-64	0	M	7182
Bruce	55-64	1	F	615
Bruce	55-64	1	M	510
Bruce	65-74		F	453
Bruce	65-74		M	381
Bruce	65-74	0	F	6301
Bruce	65-74	0	M	5655
Bruce	65-74	1	F	789
Bruce	65-74	1	M	661
Bruce	75-84		F	326
Bruce	75-84		M	319
Bruce	75-84	0	F	3290
Bruce	75-84	0	M	3163
Bruce	75-84	1	F	1300
Bruce	75-84	1	M	823
Bruce	85+		F	273
Bruce	85+		M	128
Bruce	85+	0	F	849
Bruce	85+	0	M	706
Bruce	85+	1	F	1259
Bruce	85+	1	M	602
Calwell	0-4		F	396
Calwell	0-4		M	463
Calwell	0-4	0	F	4783
Calwell	0-4	0	M	5074
Calwell	0-4	1	F	46
Calwell	0-4	1	M	95
Calwell	5-14		F	697
Calwell	5-14		M	730
Calwell	5-14	0	F	10128
Calwell	5-14	0	M	10316
Calwell	5-14	1	F	239
Calwell	5-14	1	M	483
Calwell	15-19		F	346
Calwell	15-19		M	350
Calwell	15-19	0	F	5636
Calwell	15-19	0	M	5671
Calwell	15-19	1	F	109
Calwell	15-19	1	M	176
Calwell	20-24		F	343
Calwell	20-24		M	434
Calwell	20-24	0	F	5635
Calwell	20-24	0	M	6219
Calwell	20-24	1	F	93
Calwell	20-24	1	M	148
Calwell	25-34		F	792
Calwell	25-34		M	899
Calwell	25-34	0	F	10534
Calwell	25-34	0	M	10877
Calwell	25-34	1	F	238
Calwell	25-34	1	M	258
Calwell	35-44		F	673
Calwell	35-44		M	682
Calwell	35-44	0	F	9783
Calwell	35-44	0	M	9368
Calwell	35-44	1	F	373
Calwell	35-44	1	M	367
Calwell	45-54		F	708
Calwell	45-54		M	724
Calwell	45-54	0	F	10477
Calwell	45-54	0	M	10070
Calwell	45-54	1	F	864
Calwell	45-54	1	M	654
Calwell	55-64		F	589
Calwell	55-64		M	588
Calwell	55-64	0	F	7798
Calwell	55-64	0	M	7700
Calwell	55-64	1	F	1079
Calwell	55-64	1	M	843
Calwell	65-74		F	439
Calwell	65-74		M	403
Calwell	65-74	0	F	4683
Calwell	65-74	0	M	4488
Calwell	65-74	1	F	1098
Calwell	65-74	1	M	1044
Calwell	75-84		F	251
Calwell	75-84		M	186
Calwell	75-84	0	F	1630
Calwell	75-84	0	M	1680
Calwell	75-84	1	F	1217
Calwell	75-84	1	M	838
Calwell	85+		F	127
Calwell	85+		M	77
Calwell	85+	0	F	326
Calwell	85+	0	M	308
Calwell	85+	1	F	710
Calwell	85+	1	M	351
Casey	0-4		F	209
Casey	0-4		M	242
Casey	0-4	0	F	4124
Casey	0-4	0	M	4385
Casey	0-4	1	F	43
Casey	0-4	1	M	91
Casey	5-14		F	406
Casey	5-14		M	417
Casey	5-14	0	F	8256
Casey	5-14	0	M	8470
Casey	5-14	1	F	233
Casey	5-14	1	M	509
Casey	15-19		F	205
Casey	15-19		M	218
Casey	15-19	0	F	4173
Casey	15-19	0	M	4300
Casey	15-19	1	F	105
Casey	15-19	1	M	185
Casey	20-24		F	199
Casey	20-24		M	235
Casey	20-24	0	F	3848
Casey	20-24	0	M	4044
Casey	20-24	1	F	105
Casey	20-24	1	M	141
Casey	25-34		F	475
Casey	25-34		M	462
Casey	25-34	0	F	8611
Casey	25-34	0	M	8204
