CED_NAME16	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Robertson	65-74		F	757
Robertson	65-74		M	692
Robertson	65-74	0	F	6536
Robertson	65-74	0	M	6247
Robertson	65-74	1	F	1395
Robertson	65-74	1	M	922
Robertson	75-84		F	876
Robertson	75-84		M	531
Robertson	75-84	0	F	3974
Robertson	75-84	0	M	3244
Robertson	75-84	1	F	548
Robertson	75-84	1	M	456
Robertson	85+		F	697
Robertson	85+		M	326
Robertson	85+	0	F	2125
Robertson	85+	0	M	1291
Robertson	85+	1	F	140
Robertson	85+	1	M	171
Shortland	15-19		F	267
Shortland	15-19		M	305
Shortland	15-19	0	F	3796
Shortland	15-19	0	M	4110
Shortland	15-19	1	F	196
Shortland	15-19	1	M	209
Shortland	20-24		F	210
Shortland	20-24		M	235
Shortland	20-24	0	F	3350
Shortland	20-24	0	M	3677
Shortland	20-24	1	F	304
Shortland	20-24	1	M	221
Shortland	25-34		F	391
Shortland	25-34		M	392
Shortland	25-34	0	F	6651
Shortland	25-34	0	M	6631
Shortland	25-34	1	F	912
Shortland	25-34	1	M	550
Shortland	35-44		F	396
Shortland	35-44		M	462
Shortland	35-44	0	F	6972
Shortland	35-44	0	M	6976
Shortland	35-44	1	F	1403
Shortland	35-44	1	M	792
Shortland	45-54		F	496
Shortland	45-54		M	544
Shortland	45-54	0	F	7330
Shortland	45-54	0	M	7619
Shortland	45-54	1	F	2165
Shortland	45-54	1	M	1265
Shortland	55-64		F	548
Shortland	55-64		M	541
Shortland	55-64	0	F	6870
Shortland	55-64	0	M	7104
Shortland	55-64	1	F	2476
Shortland	55-64	1	M	1521
Shortland	65-74		F	717
Shortland	65-74		M	622
Shortland	65-74	0	F	6621
Shortland	65-74	0	M	6116
Shortland	65-74	1	F	1517
Shortland	65-74	1	M	1078
Shortland	75-84		F	777
Shortland	75-84		M	560
Shortland	75-84	0	F	3997
Shortland	75-84	0	M	3420
Shortland	75-84	1	F	540
Shortland	75-84	1	M	523
Shortland	85+		F	519
Shortland	85+		M	297
Shortland	85+	0	F	1749
Shortland	85+	0	M	1028
Shortland	85+	1	F	106
Shortland	85+	1	M	131
Sydney	15-19		F	587
Sydney	15-19		M	580
Sydney	15-19	0	F	3825
Sydney	15-19	0	M	3029
Sydney	15-19	1	F	142
Sydney	15-19	1	M	143
Sydney	20-24		F	1858
Sydney	20-24		M	2044
Sydney	20-24	0	F	12896
Sydney	20-24	0	M	10705
Sydney	20-24	1	F	429
Sydney	20-24	1	M	347
Sydney	25-34		F	3989
Sydney	25-34		M	4895
Sydney	25-34	0	F	26960
Sydney	25-34	0	M	28319
Sydney	25-34	1	F	1225
Sydney	25-34	1	M	1037
Sydney	35-44		F	1644
Sydney	35-44		M	2477
Sydney	35-44	0	F	11402
Sydney	35-44	0	M	14772
Sydney	35-44	1	F	1093
Sydney	35-44	1	M	967
Sydney	45-54		F	1071
Sydney	45-54		M	1705
Sydney	45-54	0	F	6449
Sydney	45-54	0	M	8933
Sydney	45-54	1	F	1221
Sydney	45-54	1	M	1088
Sydney	55-64		F	922
Sydney	55-64		M	1203
Sydney	55-64	0	F	4968
Sydney	55-64	0	M	5926
Sydney	55-64	1	F	1208
Sydney	55-64	1	M	911
Sydney	65-74		F	639
Sydney	65-74		M	811
Sydney	65-74	0	F	3348
Sydney	65-74	0	M	3718
Sydney	65-74	1	F	620
Sydney	65-74	1	M	488
Sydney	75-84		F	420
Sydney	75-84		M	401
Sydney	75-84	0	F	1694
Sydney	75-84	0	M	1565
Sydney	75-84	1	F	187
Sydney	75-84	1	M	161
Sydney	85+		F	203
Sydney	85+		M	123
Sydney	85+	0	F	626
Sydney	85+	0	M	428
Sydney	85+	1	F	26
Sydney	85+	1	M	47
Warringah	15-19		F	244
Warringah	15-19		M	300
Warringah	15-19	0	F	3340
Warringah	15-19	0	M	3421
Warringah	15-19	1	F	109
Warringah	15-19	1	M	99
Warringah	20-24		F	254
Warringah	20-24		M	281
Warringah	20-24	0	F	3054
Warringah	20-24	0	M	3078
Warringah	20-24	1	F	160
Warringah	20-24	1	M	154
Warringah	25-34		F	858
Warringah	25-34		M	850
Warringah	25-34	0	F	9969
Warringah	25-34	0	M	8762
Warringah	25-34	1	F	555
Warringah	25-34	1	M	367
Warringah	35-44		F	808
Warringah	35-44		M	853
Warringah	35-44	0	F	10533
Warringah	35-44	0	M	10202
Warringah	35-44	1	F	1168
Warringah	35-44	1	M	680
Warringah	45-54		F	656
Warringah	45-54		M	676
Warringah	45-54	0	F	8666
Warringah	45-54	0	M	8593
Warringah	45-54	1	F	1788
Warringah	45-54	1	M	1071
Warringah	55-64		F	555
Warringah	55-64		M	528
Warringah	55-64	0	F	5736
Warringah	55-64	0	M	5861
Warringah	55-64	1	F	1775
Warringah	55-64	1	M	1131
Warringah	65-74		F	494
Warringah	65-74		M	430
Warringah	65-74	0	F	4894
Warringah	65-74	0	M	4553
Warringah	65-74	1	F	1063
Warringah	65-74	1	M	673
Warringah	75-84		F	429
Warringah	75-84		M	305
Warringah	75-84	0	F	2810
Warringah	75-84	0	M	2289
Warringah	75-84	1	F	414
Warringah	75-84	1	M	301
Warringah	85+		F	513
Warringah	85+		M	242
Warringah	85+	0	F	1606
Warringah	85+	0	M	942
Warringah	85+	1	F	120
Warringah	85+	1	M	114
Watson	15-19		F	453
Watson	15-19		M	530
Watson	15-19	0	F	4475
Watson	15-19	0	M	4807
Watson	15-19	1	F	339
Watson	15-19	1	M	287
Watson	20-24		F	508
Watson	20-24		M	523
Watson	20-24	0	F	5274
Watson	20-24	0	M	5802
Watson	20-24	1	F	536
Watson	20-24	1	M	421
Watson	25-34		F	1097
Watson	25-34		M	1299
Watson	25-34	0	F	11659
Watson	25-34	0	M	12717
Watson	25-34	1	F	1653
Watson	25-34	1	M	1064
Watson	35-44		F	874
Watson	35-44		M	950
Watson	35-44	0	F	8998
Watson	35-44	0	M	9799
Watson	35-44	1	F	2005
Watson	35-44	1	M	1375
Watson	45-54		F	811
Watson	45-54		M	868
Watson	45-54	0	F	8097
Watson	45-54	0	M	8448
Watson	45-54	1	F	2287
Watson	45-54	1	M	1441
Watson	55-64		F	654
Watson	55-64		M	612
Watson	55-64	0	F	6576
Watson	55-64	0	M	6933
Watson	55-64	1	F	1782
Watson	55-64	1	M	1095
Watson	65-74		F	554
Watson	65-74		M	503
Watson	65-74	0	F	4424
Watson	65-74	0	M	4637
Watson	65-74	1	F	888
Watson	65-74	1	M	621
Watson	75-84		F	452
Watson	75-84		M	354
Watson	75-84	0	F	3188
Watson	75-84	0	M	2695
Watson	75-84	1	F	439
Watson	75-84	1	M	367
Watson	85+		F	272
Watson	85+		M	168
Watson	85+	0	F	1774
Watson	85+	0	M	1031
Watson	85+	1	F	75
Watson	85+	1	M	118
Wentworth	15-19		F	260
Wentworth	15-19		M	299
Wentworth	15-19	0	F	2518
Wentworth	15-19	0	M	2475
Wentworth	15-19	1	F	119
Wentworth	15-19	1	M	97
Wentworth	20-24		F	480
Wentworth	20-24		M	433
Wentworth	20-24	0	F	3640
Wentworth	20-24	0	M	3119
Wentworth	20-24	1	F	159
Wentworth	20-24	1	M	140
Wentworth	25-34		F	1998
Wentworth	25-34		M	1796
Wentworth	25-34	0	F	13945
Wentworth	25-34	0	M	11970
Wentworth	25-34	1	F	676
Wentworth	25-34	1	M	472
Wentworth	35-44		F	1221
Wentworth	35-44		M	1250
Wentworth	35-44	0	F	9962
Wentworth	35-44	0	M	9947
Wentworth	35-44	1	F	1080
Wentworth	35-44	1	M	750
Wentworth	45-54		F	885
Wentworth	45-54		M	952
Wentworth	45-54	0	F	6810
Wentworth	45-54	0	M	7230
Wentworth	45-54	1	F	1652
Wentworth	45-54	1	M	947
Wentworth	55-64		F	737
Wentworth	55-64		M	686
Wentworth	55-64	0	F	4933
Wentworth	55-64	0	M	5019
Wentworth	55-64	1	F	1618
Wentworth	55-64	1	M	1031
Wentworth	65-74		F	730
Wentworth	65-74		M	649
Wentworth	65-74	0	F	4448
Wentworth	65-74	0	M	4282
Wentworth	65-74	1	F	1029
Wentworth	65-74	1	M	620
Wentworth	75-84		F	657
Wentworth	75-84		M	457
Wentworth	75-84	0	F	2647
Wentworth	75-84	0	M	2171
Wentworth	75-84	1	F	404
Wentworth	75-84	1	M	264
Wentworth	85+		F	549
Wentworth	85+		M	266
Wentworth	85+	0	F	1853
Wentworth	85+	0	M	1027
Wentworth	85+	1	F	89
Wentworth	85+	1	M	129
Werriwa	15-19		F	598
Werriwa	15-19		M	688
Werriwa	15-19	0	F	5320
Werriwa	15-19	0	M	5846
Werriwa	15-19	1	F	411
Werriwa	15-19	1	M	335
Werriwa	20-24		F	454
Werriwa	20-24		M	515
Werriwa	20-24	0	F	5157
Werriwa	20-24	0	M	5287
Werriwa	20-24	1	F	539
Werriwa	20-24	1	M	421
Werriwa	25-34		F	886
Werriwa	25-34		M	923
Werriwa	25-34	0	F	9768
Werriwa	25-34	0	M	9384
Werriwa	25-34	1	F	1617
Werriwa	25-34	1	M	895
Werriwa	35-44		F	906
Werriwa	35-44		M	848
Werriwa	35-44	0	F	9556
Werriwa	35-44	0	M	9387
Werriwa	35-44	1	F	2194
Werriwa	35-44	1	M	1292
Werriwa	45-54		F	845
Werriwa	45-54		M	898
Werriwa	45-54	0	F	8614
Werriwa	45-54	0	M	9140
Werriwa	45-54	1	F	2255
Werriwa	45-54	1	M	1451
Werriwa	55-64		F	739
Werriwa	55-64		M	690
Werriwa	55-64	0	F	6671
Werriwa	55-64	0	M	7199
Werriwa	55-64	1	F	1735
Werriwa	55-64	1	M	1055
Werriwa	65-74		F	595
Werriwa	65-74		M	516
Werriwa	65-74	0	F	3875
Werriwa	65-74	0	M	4042
Werriwa	65-74	1	F	759
Werriwa	65-74	1	M	554
Werriwa	75-84		F	476
Werriwa	75-84		M	365
Werriwa	75-84	0	F	2125
Werriwa	75-84	0	M	1694
Werriwa	75-84	1	F	238
Werriwa	75-84	1	M	258
Werriwa	85+		F	286
Werriwa	85+		M	128
Werriwa	85+	0	F	825
Werriwa	85+	0	M	474
Werriwa	85+	1	F	48
Werriwa	85+	1	M	31
Whitlam	15-19		F	428
Whitlam	15-19		M	464
Whitlam	15-19	0	F	4338
Whitlam	15-19	0	M	4372
Whitlam	15-19	1	F	268
Whitlam	15-19	1	M	240
Whitlam	20-24		F	253
Whitlam	20-24		M	272
Whitlam	20-24	0	F	3562
Whitlam	20-24	0	M	3813
Whitlam	20-24	1	F	359
Whitlam	20-24	1	M	225
Whitlam	25-34		F	453
Whitlam	25-34		M	543
Whitlam	25-34	0	F	7025
Whitlam	25-34	0	M	6970
Whitlam	25-34	1	F	1069
Whitlam	25-34	1	M	580
Whitlam	35-44		F	529
Whitlam	35-44		M	601
Whitlam	35-44	0	F	7279
Whitlam	35-44	0	M	7309
Whitlam	35-44	1	F	1692
Whitlam	35-44	1	M	915
Whitlam	45-54		F	623
Whitlam	45-54		M	692
Whitlam	45-54	0	F	7517
Whitlam	45-54	0	M	7645
Whitlam	45-54	1	F	2333
Whitlam	45-54	1	M	1345
Whitlam	55-64		F	678
Whitlam	55-64		M	619
Whitlam	55-64	0	F	7003
Whitlam	55-64	0	M	7073
Whitlam	55-64	1	F	2425
Whitlam	55-64	1	M	1478
Whitlam	65-74		F	857
Whitlam	65-74		M	733
Whitlam	65-74	0	F	6526
Whitlam	65-74	0	M	6197
Whitlam	65-74	1	F	1378
Whitlam	65-74	1	M	1066
Whitlam	75-84		F	803
Whitlam	75-84		M	666
Whitlam	75-84	0	F	3983
Whitlam	75-84	0	M	3330
Whitlam	75-84	1	F	544
Whitlam	75-84	1	M	518
Whitlam	85+		F	455
Whitlam	85+		M	267
Whitlam	85+	0	F	1692
Whitlam	85+	0	M	1008
Whitlam	85+	1	F	99
Whitlam	85+	1	M	126
No usual address (NSW)	15-19		F	54
No usual address (NSW)	15-19		M	78
No usual address (NSW)	15-19	0	F	164
No usual address (NSW)	15-19	0	M	198
No usual address (NSW)	15-19	1	F	17
No usual address (NSW)	15-19	1	M	8
No usual address (NSW)	20-24		F	135
No usual address (NSW)	20-24		M	171
No usual address (NSW)	20-24	0	F	450
No usual address (NSW)	20-24	0	M	544
No usual address (NSW)	20-24	1	F	31
No usual address (NSW)	20-24	1	M	31
No usual address (NSW)	25-34		F	292
No usual address (NSW)	25-34		M	507
No usual address (NSW)	25-34	0	F	734
No usual address (NSW)	25-34	0	M	1032
No usual address (NSW)	25-34	1	F	72
No usual address (NSW)	25-34	1	M	74
No usual address (NSW)	35-44		F	192
No usual address (NSW)	35-44		M	505
No usual address (NSW)	35-44	0	F	375
No usual address (NSW)	35-44	0	M	690
No usual address (NSW)	35-44	1	F	64
No usual address (NSW)	35-44	1	M	76
No usual address (NSW)	45-54		F	180
No usual address (NSW)	45-54		M	466
No usual address (NSW)	45-54	0	F	365
No usual address (NSW)	45-54	0	M	588
No usual address (NSW)	45-54	1	F	100
No usual address (NSW)	45-54	1	M	98
No usual address (NSW)	55-64		F	149
No usual address (NSW)	55-64		M	323
No usual address (NSW)	55-64	0	F	466
No usual address (NSW)	55-64	0	M	582
No usual address (NSW)	55-64	1	F	114
No usual address (NSW)	55-64	1	M	85
No usual address (NSW)	65-74		F	100
No usual address (NSW)	65-74		M	186
No usual address (NSW)	65-74	0	F	316
No usual address (NSW)	65-74	0	M	477
No usual address (NSW)	65-74	1	F	58
No usual address (NSW)	65-74	1	M	57
No usual address (NSW)	75-84		F	40
No usual address (NSW)	75-84		M	47
No usual address (NSW)	75-84	0	F	72
No usual address (NSW)	75-84	0	M	103
No usual address (NSW)	75-84	1	F	6
No usual address (NSW)	75-84	1	M	8
No usual address (NSW)	85+		F	15
No usual address (NSW)	85+		M	17
No usual address (NSW)	85+	0	F	31
No usual address (NSW)	85+	0	M	18
No usual address (NSW)	85+	1	F	3
Migratory - Offshore - Shipping (NSW)	15-19	0	F	7
Migratory - Offshore - Shipping (NSW)	15-19	0	M	5
Migratory - Offshore - Shipping (NSW)	20-24	0	M	3
Migratory - Offshore - Shipping (NSW)	20-24	1	F	3
Migratory - Offshore - Shipping (NSW)	25-34		F	5
Migratory - Offshore - Shipping (NSW)	25-34	0	F	13
Migratory - Offshore - Shipping (NSW)	25-34	0	M	8
Migratory - Offshore - Shipping (NSW)	25-34	1	F	3
Migratory - Offshore - Shipping (NSW)	35-44		F	3
Migratory - Offshore - Shipping (NSW)	35-44		M	4
Migratory - Offshore - Shipping (NSW)	35-44	0	F	12
Migratory - Offshore - Shipping (NSW)	35-44	0	M	8
Migratory - Offshore - Shipping (NSW)	45-54		F	9
Migratory - Offshore - Shipping (NSW)	45-54	0	F	19
Migratory - Offshore - Shipping (NSW)	45-54	0	M	18
Migratory - Offshore - Shipping (NSW)	45-54	1	M	3
Migratory - Offshore - Shipping (NSW)	55-64		F	9
Migratory - Offshore - Shipping (NSW)	55-64		M	4
Migratory - Offshore - Shipping (NSW)	55-64	0	F	33
Migratory - Offshore - Shipping (NSW)	55-64	0	M	14
Migratory - Offshore - Shipping (NSW)	55-64	1	F	11
Migratory - Offshore - Shipping (NSW)	55-64	1	M	5
Migratory - Offshore - Shipping (NSW)	65-74		F	14
Migratory - Offshore - Shipping (NSW)	65-74		M	5
Migratory - Offshore - Shipping (NSW)	65-74	0	F	43
Migratory - Offshore - Shipping (NSW)	65-74	0	M	38
Migratory - Offshore - Shipping (NSW)	65-74	1	F	6
Migratory - Offshore - Shipping (NSW)	75-84		F	12
Migratory - Offshore - Shipping (NSW)	75-84		M	9
Migratory - Offshore - Shipping (NSW)	75-84	0	F	11
Migratory - Offshore - Shipping (NSW)	75-84	0	M	9
Migratory - Offshore - Shipping (NSW)	85+	0	F	3
Migratory - Offshore - Shipping (NSW)	85+	0	M	3
Aston	15-19		F	226
Aston	15-19		M	256
Aston	15-19	0	F	3932
Aston	15-19	0	M	4140
Aston	15-19	1	F	207
Aston	15-19	1	M	180
Aston	20-24		F	166
Aston	20-24		M	237
Aston	20-24	0	F	4064
Aston	20-24	0	M	4299
Aston	20-24	1	F	285
Aston	20-24	1	M	208
Aston	25-34		F	441
Aston	25-34		M	433
Aston	25-34	0	F	7840
Aston	25-34	0	M	7876
Aston	25-34	1	F	847
Aston	25-34	1	M	556
Aston	35-44		F	399
Aston	35-44		M	452
Aston	35-44	0	F	7652
Aston	35-44	0	M	7572
Aston	35-44	1	F	1340
Aston	35-44	1	M	796
Aston	45-54		F	432
Aston	45-54		M	453
Aston	45-54	0	F	7904
Aston	45-54	0	M	7720
Aston	45-54	1	F	1940
Aston	45-54	1	M	1112
Aston	55-64		F	424
Aston	55-64		M	425
Aston	55-64	0	F	6736
Aston	55-64	0	M	6859
Aston	55-64	1	F	2002
Aston	55-64	1	M	1181
Aston	65-74		F	436
Aston	65-74		M	363
Aston	65-74	0	F	4822
Aston	65-74	0	M	4562
Aston	65-74	1	F	978
Aston	65-74	1	M	690
Aston	75-84		F	443
Aston	75-84		M	324
Aston	75-84	0	F	2577
Aston	75-84	0	M	2140
Aston	75-84	1	F	335
Aston	75-84	1	M	310
Aston	85+		F	257
Aston	85+		M	131
Aston	85+	0	F	1355
Aston	85+	0	M	728
Aston	85+	1	F	56
Aston	85+	1	M	77
Ballarat	15-19		F	468
Ballarat	15-19		M	495
Ballarat	15-19	0	F	4087
Ballarat	15-19	0	M	4348
Ballarat	15-19	1	F	236
Ballarat	15-19	1	M	182
Ballarat	20-24		F	375
Ballarat	20-24		M	410
Ballarat	20-24	0	F	4269
Ballarat	20-24	0	M	4427
Ballarat	20-24	1	F	368
Ballarat	20-24	1	M	243
Ballarat	25-34		F	641
Ballarat	25-34		M	640
Ballarat	25-34	0	F	7636
Ballarat	25-34	0	M	7624
Ballarat	25-34	1	F	1046
Ballarat	25-34	1	M	600
Ballarat	35-44		F	645
Ballarat	35-44		M	658
Ballarat	35-44	0	F	7762
Ballarat	35-44	0	M	7515
Ballarat	35-44	1	F	1605
Ballarat	35-44	1	M	967
Ballarat	45-54		F	796
Ballarat	45-54		M	784
Ballarat	45-54	0	F	7866
Ballarat	45-54	0	M	7916
Ballarat	45-54	1	F	2246
Ballarat	45-54	1	M	1286
Ballarat	55-64		F	812
Ballarat	55-64		M	759
Ballarat	55-64	0	F	7140
Ballarat	55-64	0	M	7290
Ballarat	55-64	1	F	2405
Ballarat	55-64	1	M	1385
Ballarat	65-74		F	911
Ballarat	65-74		M	841
Ballarat	65-74	0	F	5909
Ballarat	65-74	0	M	5821
Ballarat	65-74	1	F	1332
Ballarat	65-74	1	M	910
Ballarat	75-84		F	791
Ballarat	75-84		M	564
Ballarat	75-84	0	F	3116
Ballarat	75-84	0	M	2575
Ballarat	75-84	1	F	453
Ballarat	75-84	1	M	392
Ballarat	85+		F	396
Ballarat	85+		M	233
Ballarat	85+	0	F	1781
Ballarat	85+	0	M	833
Ballarat	85+	1	F	84
Ballarat	85+	1	M	99
Batman	15-19		F	363
Batman	15-19		M	380
Batman	15-19	0	F	3218
Batman	15-19	0	M	3320
Batman	15-19	1	F	154
Batman	15-19	1	M	168
Batman	20-24		F	520
Batman	20-24		M	505
Batman	20-24	0	F	5587
Batman	20-24	0	M	5281
Batman	20-24	1	F	362
Batman	20-24	1	M	273
Batman	25-34		F	1248
Batman	25-34		M	1357
Batman	25-34	0	F	13544
Batman	25-34	0	M	13259
Batman	25-34	1	F	1145
Batman	25-34	1	M	834
Batman	35-44		F	910
Batman	35-44		M	1029
Batman	35-44	0	F	10349
Batman	35-44	0	M	10249
Batman	35-44	1	F	1628
Batman	35-44	1	M	1034
Batman	45-54		F	795
Batman	45-54		M	795
Batman	45-54	0	F	7741
Batman	45-54	0	M	7925
Batman	45-54	1	F	2372
Batman	45-54	1	M	1396
Batman	55-64		F	649
Batman	55-64		M	597
Batman	55-64	0	F	5436
Batman	55-64	0	M	5635
Batman	55-64	1	F	1907
Batman	55-64	1	M	1181
Batman	65-74		F	626
Batman	65-74		M	536
Batman	65-74	0	F	4257
Batman	65-74	0	M	3862
Batman	65-74	1	F	970
Batman	65-74	1	M	567
Batman	75-84		F	631
Batman	75-84		M	499
Batman	75-84	0	F	3544
Batman	75-84	0	M	2760
Batman	75-84	1	F	545
Batman	75-84	1	M	455
Batman	85+		F	561
Batman	85+		M	280
Batman	85+	0	F	1830
Batman	85+	0	M	1087
Batman	85+	1	F	80
Batman	85+	1	M	118
Bendigo	15-19		F	517
Bendigo	15-19		M	572
Bendigo	15-19	0	F	3754
Bendigo	15-19	0	M	3951
Bendigo	15-19	1	F	263
Bendigo	15-19	1	M	183
Bendigo	20-24		F	312
Bendigo	20-24		M	413
Bendigo	20-24	0	F	3977
Bendigo	20-24	0	M	3906
Bendigo	20-24	1	F	304
Bendigo	20-24	1	M	243
Bendigo	25-34		F	652
Bendigo	25-34		M	880
Bendigo	25-34	0	F	6964
Bendigo	25-34	0	M	6802
Bendigo	25-34	1	F	1045
Bendigo	25-34	1	M	576
Bendigo	35-44		F	724
Bendigo	35-44		M	830
Bendigo	35-44	0	F	7187
Bendigo	35-44	0	M	6953
Bendigo	35-44	1	F	1510
Bendigo	35-44	1	M	868
Bendigo	45-54		F	781
Bendigo	45-54		M	934
Bendigo	45-54	0	F	7523
Bendigo	45-54	0	M	7558
Bendigo	45-54	1	F	2159
Bendigo	45-54	1	M	1222
Bendigo	55-64		F	862
Bendigo	55-64		M	932
Bendigo	55-64	0	F	7177
Bendigo	55-64	0	M	7446
Bendigo	55-64	1	F	2503
Bendigo	55-64	1	M	1492
Bendigo	65-74		F	955
Bendigo	65-74		M	889
Bendigo	65-74	0	F	6042
Bendigo	65-74	0	M	6096
Bendigo	65-74	1	F	1279
Bendigo	65-74	1	M	882
Bendigo	75-84		F	851
Bendigo	75-84		M	681
Bendigo	75-84	0	F	3237
Bendigo	75-84	0	M	2845
Bendigo	75-84	1	F	468
Bendigo	75-84	1	M	420
Bendigo	85+		F	618
Bendigo	85+		M	311
Bendigo	85+	0	F	1653
Bendigo	85+	0	M	927
Bendigo	85+	1	F	112
Bendigo	85+	1	M	138
Bruce	15-19		F	320
Bruce	15-19		M	372
Bruce	15-19	0	F	4015
Bruce	15-19	0	M	4460
Bruce	15-19	1	F	248
Bruce	15-19	1	M	224
Bruce	20-24		F	339
Bruce	20-24		M	465
Bruce	20-24	0	F	4651
Bruce	20-24	0	M	5806
Bruce	20-24	1	F	377
Bruce	20-24	1	M	382
Bruce	25-34		F	821
Bruce	25-34		M	964
Bruce	25-34	0	F	9603
Bruce	25-34	0	M	10861
Bruce	25-34	1	F	1071
Bruce	25-34	1	M	857
Bruce	35-44		F	596
Bruce	35-44		M	752
Bruce	35-44	0	F	8102
Bruce	35-44	0	M	8833
Bruce	35-44	1	F	1457
Bruce	35-44	1	M	1020
Bruce	45-54		F	558
Bruce	45-54		M	646
Bruce	45-54	0	F	7552
Bruce	45-54	0	M	7887
Bruce	45-54	1	F	1724
Bruce	45-54	1	M	1189
Bruce	55-64		F	562
Bruce	55-64		M	568
Bruce	55-64	0	F	6582
Bruce	55-64	0	M	6562
Bruce	55-64	1	F	1753
Bruce	55-64	1	M	1067
Bruce	65-74		F	585
Bruce	65-74		M	530
Bruce	65-74	0	F	5754
Bruce	65-74	0	M	5301
Bruce	65-74	1	F	1199
Bruce	65-74	1	M	864
Bruce	75-84		F	595
Bruce	75-84		M	511
Bruce	75-84	0	F	3806
Bruce	75-84	0	M	3272
Bruce	75-84	1	F	516
Bruce	75-84	1	M	522
Bruce	85+		F	431
Bruce	85+		M	220
Bruce	85+	0	F	1867
Bruce	85+	0	M	1091
Bruce	85+	1	F	80
Bruce	85+	1	M	127
Calwell	15-19		F	542
Calwell	15-19		M	573
Calwell	15-19	0	F	5168
Calwell	15-19	0	M	5309
Calwell	15-19	1	F	389
Calwell	15-19	1	M	311
Calwell	20-24		F	411
Calwell	20-24		M	538
Calwell	20-24	0	F	5112
Calwell	20-24	0	M	5799
Calwell	20-24	1	F	547
Calwell	20-24	1	M	462
Calwell	25-34		F	913
Calwell	25-34		M	1101
Calwell	25-34	0	F	9211
Calwell	25-34	0	M	10018
Calwell	25-34	1	F	1434
Calwell	25-34	1	M	922
Calwell	35-44		F	748
Calwell	35-44		M	815
Calwell	35-44	0	F	8112
Calwell	35-44	0	M	8373
Calwell	35-44	1	F	1963
Calwell	35-44	1	M	1231
Calwell	45-54		F	814
Calwell	45-54		M	879
Calwell	45-54	0	F	8623
Calwell	45-54	0	M	9029
Calwell	45-54	1	F	2616
Calwell	45-54	1	M	1548
Calwell	55-64		F	699
Calwell	55-64		M	686
Calwell	55-64	0	F	6809
Calwell	55-64	0	M	7160
Calwell	55-64	1	F	1959
Calwell	55-64	1	M	1285
Calwell	65-74		F	651
Calwell	65-74		M	571
Calwell	65-74	0	F	4578
Calwell	65-74	0	M	4668
Calwell	65-74	1	F	987
Calwell	65-74	1	M	696
Calwell	75-84		F	434
Calwell	75-84		M	363
Calwell	75-84	0	F	2376
Calwell	75-84	0	M	2024
Calwell	75-84	1	F	287
Calwell	75-84	1	M	319
Calwell	85+		F	229
Calwell	85+		M	127
Calwell	85+	0	F	903
Calwell	85+	0	M	545
Calwell	85+	1	F	38
Calwell	85+	1	M	55
Casey	15-19		F	358
Casey	15-19		M	400
Casey	15-19	0	F	3916
Casey	15-19	0	M	4124
Casey	15-19	1	F	208
Casey	15-19	1	M	184
Casey	20-24		F	225
Casey	20-24		M	269
Casey	20-24	0	F	3623
Casey	20-24	0	M	3940
Casey	20-24	1	F	296
Casey	20-24	1	M	202
Casey	25-34		F	493
Casey	25-34		M	501
Casey	25-34	0	F	7839
Casey	25-34	0	M	7777
Casey	25-34	1	F	947
Casey	25-34	1	M	566
Casey	35-44		F	490
Casey	35-44		M	529
Casey	35-44	0	F	7552
Casey	35-44	0	M	7710
Casey	35-44	1	F	1511
Casey	35-44	1	M	869
Casey	45-54		F	594
Casey	45-54		M	568
Casey	45-54	0	F	7629
Casey	45-54	0	M	7925
Casey	45-54	1	F	2179
Casey	45-54	1	M	1247
Casey	55-64		F	555
Casey	55-64		M	516
Casey	55-64	0	F	6578
Casey	55-64	0	M	6976
Casey	55-64	1	F	2205
Casey	55-64	1	M	1232
Casey	65-74		F	629
Casey	65-74		M	567
Casey	65-74	0	F	5388
Casey	65-74	0	M	5320
Casey	65-74	1	F	1086
Casey	65-74	1	M	768
Casey	75-84		F	521
Casey	75-84		M	381
Casey	75-84	0	F	2552
Casey	75-84	0	M	2237
Casey	75-84	1	F	328
Casey	75-84	1	M	302
Casey	85+		F	295
Casey	85+		M	163
Casey	85+	0	F	1232
Casey	85+	0	M	720
Casey	85+	1	F	56
Casey	85+	1	M	77
Chisholm	15-19		F	334
Chisholm	15-19		M	352
Chisholm	15-19	0	F	5217
Chisholm	15-19	0	M	5080
Chisholm	15-19	1	F	216
Chisholm	15-19	1	M	193
Chisholm	20-24		F	439
Chisholm	20-24		M	523
Chisholm	20-24	0	F	8091
Chisholm	20-24	0	M	8673
Chisholm	20-24	1	F	411
Chisholm	20-24	1	M	377
Chisholm	25-34		F	786
Chisholm	25-34		M	848
Chisholm	25-34	0	F	11229
Chisholm	25-34	0	M	11921
Chisholm	25-34	1	F	936
Chisholm	25-34	1	M	746
Chisholm	35-44		F	505
Chisholm	35-44		M	590
Chisholm	35-44	0	F	8600
Chisholm	35-44	0	M	8400
Chisholm	35-44	1	F	1434
Chisholm	35-44	1	M	935
Chisholm	45-54		F	506
Chisholm	45-54		M	532
Chisholm	45-54	0	F	7907
Chisholm	45-54	0	M	7742
Chisholm	45-54	1	F	2134
Chisholm	45-54	1	M	1374
Chisholm	55-64		F	476
Chisholm	55-64		M	434
Chisholm	55-64	0	F	6034
Chisholm	55-64	0	M	5868
Chisholm	55-64	1	F	1964
