CED_NAME16	CoupleFamily	HasChild	HasChildUnder15	MortgageRepayment.min	families_in_occupied_private_dwellings_being_purchased
Kingsford Smith	0	1	0	16800	44
Kingsford Smith	0	1	0	19200	44
Kingsford Smith	0	1	0	21600	32
Kingsford Smith	0	1	0	24000	57
Kingsford Smith	0	1	0	26400	24
Kingsford Smith	0	1	0	28800	21
Kingsford Smith	0	1	0	31200	50
Kingsford Smith	0	1	0	36000	89
Kingsford Smith	0	1	0	48000	46
Kingsford Smith	0	1	0	60000	40
Kingsford Smith	0	1	1	0	28
Kingsford Smith	0	1	1	3600	11
Kingsford Smith	0	1	1	5400	5
Kingsford Smith	0	1	1	7200	8
Kingsford Smith	0	1	1	9600	20
Kingsford Smith	0	1	1	12000	18
Kingsford Smith	0	1	1	14400	19
Kingsford Smith	0	1	1	16800	29
Kingsford Smith	0	1	1	19200	29
Kingsford Smith	0	1	1	21600	20
Kingsford Smith	0	1	1	24000	62
Kingsford Smith	0	1	1	26400	25
Kingsford Smith	0	1	1	28800	24
Kingsford Smith	0	1	1	31200	45
Kingsford Smith	0	1	1	36000	103
Kingsford Smith	0	1	1	48000	47
Kingsford Smith	0	1	1	60000	40
Kingsford Smith	1	0	0	0	147
Kingsford Smith	1	0	0	1800	23
Kingsford Smith	1	0	0	3600	34
Kingsford Smith	1	0	0	5400	39
Kingsford Smith	1	0	0	7200	53
Kingsford Smith	1	0	0	9600	89
Kingsford Smith	1	0	0	12000	78
Kingsford Smith	1	0	0	14400	113
Kingsford Smith	1	0	0	16800	116
Kingsford Smith	1	0	0	19200	149
Kingsford Smith	1	0	0	21600	106
Kingsford Smith	1	0	0	24000	251
Kingsford Smith	1	0	0	26400	111
Kingsford Smith	1	0	0	28800	177
Kingsford Smith	1	0	0	31200	260
Kingsford Smith	1	0	0	36000	570
Kingsford Smith	1	0	0	48000	298
Kingsford Smith	1	0	0	60000	247
Kingsford Smith	1	1	0	0	130
Kingsford Smith	1	1	0	1800	29
Kingsford Smith	1	1	0	3600	41
Kingsford Smith	1	1	0	5400	35
Kingsford Smith	1	1	0	7200	54
Kingsford Smith	1	1	0	9600	77
Kingsford Smith	1	1	0	12000	113
Kingsford Smith	1	1	0	14400	108
Kingsford Smith	1	1	0	16800	91
Kingsford Smith	1	1	0	19200	90
Kingsford Smith	1	1	0	21600	73
Kingsford Smith	1	1	0	24000	221
Kingsford Smith	1	1	0	26400	59
Kingsford Smith	1	1	0	28800	68
Kingsford Smith	1	1	0	31200	138
Kingsford Smith	1	1	0	36000	349
Kingsford Smith	1	1	0	48000	220
Kingsford Smith	1	1	0	60000	204
Kingsford Smith	1	1	1	0	176
Kingsford Smith	1	1	1	1800	30
Kingsford Smith	1	1	1	3600	45
Kingsford Smith	1	1	1	5400	45
Kingsford Smith	1	1	1	7200	60
Kingsford Smith	1	1	1	9600	85
Kingsford Smith	1	1	1	12000	156
Kingsford Smith	1	1	1	14400	153
Kingsford Smith	1	1	1	16800	169
Kingsford Smith	1	1	1	19200	166
Kingsford Smith	1	1	1	21600	151
Kingsford Smith	1	1	1	24000	510
Kingsford Smith	1	1	1	26400	184
Kingsford Smith	1	1	1	28800	273
Kingsford Smith	1	1	1	31200	514
Kingsford Smith	1	1	1	36000	1383
Kingsford Smith	1	1	1	48000	883
Kingsford Smith	1	1	1	60000	1039
Lindsay		1	1	0	10
Lindsay		1	1	5400	3
Lindsay		1	1	7200	7
Lindsay		1	1	9600	3
Lindsay		1	1	12000	9
Lindsay		1	1	14400	12
Lindsay		1	1	16800	10
Lindsay		1	1	19200	14
Lindsay		1	1	21600	5
Lindsay		1	1	24000	25
Lindsay		1	1	26400	8
Lindsay		1	1	28800	3
Lindsay		1	1	31200	5
Lindsay		1	1	36000	9
Lindsay		1	1	48000	3
Lindsay	0	1	0	0	47
Lindsay	0	1	0	1800	11
Lindsay	0	1	0	3600	36
Lindsay	0	1	0	5400	29
Lindsay	0	1	0	7200	63
Lindsay	0	1	0	9600	87
Lindsay	0	1	0	12000	102
Lindsay	0	1	0	14400	123
Lindsay	0	1	0	16800	113
Lindsay	0	1	0	19200	129
Lindsay	0	1	0	21600	103
Lindsay	0	1	0	24000	147
Lindsay	0	1	0	26400	48
Lindsay	0	1	0	28800	30
Lindsay	0	1	0	31200	63
Lindsay	0	1	0	36000	77
Lindsay	0	1	0	48000	21
Lindsay	0	1	0	60000	12
Lindsay	0	1	1	0	30
Lindsay	0	1	1	1800	3
Lindsay	0	1	1	3600	14
Lindsay	0	1	1	5400	19
Lindsay	0	1	1	7200	30
Lindsay	0	1	1	9600	55
Lindsay	0	1	1	12000	70
Lindsay	0	1	1	14400	91
Lindsay	0	1	1	16800	101
Lindsay	0	1	1	19200	127
Lindsay	0	1	1	21600	99
Lindsay	0	1	1	24000	137
Lindsay	0	1	1	26400	54
Lindsay	0	1	1	28800	38
Lindsay	0	1	1	31200	102
Lindsay	0	1	1	36000	53
Lindsay	0	1	1	48000	23
Lindsay	0	1	1	60000	19
Lindsay	1	0	0	0	166
Lindsay	1	0	0	1800	50
Lindsay	1	0	0	3600	88
Lindsay	1	0	0	5400	75
Lindsay	1	0	0	7200	108
Lindsay	1	0	0	9600	167
Lindsay	1	0	0	12000	233
Lindsay	1	0	0	14400	270
Lindsay	1	0	0	16800	299
Lindsay	1	0	0	19200	376
Lindsay	1	0	0	21600	381
Lindsay	1	0	0	24000	612
Lindsay	1	0	0	26400	270
Lindsay	1	0	0	28800	231
Lindsay	1	0	0	31200	561
Lindsay	1	0	0	36000	502
Lindsay	1	0	0	48000	125
Lindsay	1	0	0	60000	80
Lindsay	1	1	0	0	122
Lindsay	1	1	0	1800	32
Lindsay	1	1	0	3600	73
Lindsay	1	1	0	5400	59
Lindsay	1	1	0	7200	113
Lindsay	1	1	0	9600	138
Lindsay	1	1	0	12000	194
Lindsay	1	1	0	14400	232
Lindsay	1	1	0	16800	226
Lindsay	1	1	0	19200	308
Lindsay	1	1	0	21600	220
Lindsay	1	1	0	24000	420
Lindsay	1	1	0	26400	155
Lindsay	1	1	0	28800	133
Lindsay	1	1	0	31200	338
Lindsay	1	1	0	36000	375
Lindsay	1	1	0	48000	126
Lindsay	1	1	0	60000	65
Lindsay	1	1	1	0	115
Lindsay	1	1	1	1800	21
Lindsay	1	1	1	3600	43
Lindsay	1	1	1	5400	52
Lindsay	1	1	1	7200	94
Lindsay	1	1	1	9600	171
Lindsay	1	1	1	12000	238
Lindsay	1	1	1	14400	387
Lindsay	1	1	1	16800	516
Lindsay	1	1	1	19200	825
Lindsay	1	1	1	21600	775
Lindsay	1	1	1	24000	1317
Lindsay	1	1	1	26400	685
Lindsay	1	1	1	28800	502
Lindsay	1	1	1	31200	1190
Lindsay	1	1	1	36000	1225
Lindsay	1	1	1	48000	277
Lindsay	1	1	1	60000	181
Lyne		1	1	0	4
Lyne		1	1	3600	4
Lyne		1	1	7200	4
Lyne		1	1	9600	6
Lyne		1	1	12000	6
Lyne		1	1	14400	12
Lyne		1	1	16800	11
Lyne		1	1	19200	3
Lyne		1	1	21600	3
Lyne		1	1	24000	3
Lyne		1	1	31200	3
Lyne	0	1	0	0	40
Lyne	0	1	0	1800	27
Lyne	0	1	0	3600	42
Lyne	0	1	0	5400	34
Lyne	0	1	0	7200	61
Lyne	0	1	0	9600	80
Lyne	0	1	0	12000	87
Lyne	0	1	0	14400	77
Lyne	0	1	0	16800	66
Lyne	0	1	0	19200	71
Lyne	0	1	0	21600	38
Lyne	0	1	0	24000	39
Lyne	0	1	0	26400	15
Lyne	0	1	0	28800	8
Lyne	0	1	0	31200	19
Lyne	0	1	0	36000	16
Lyne	0	1	0	48000	12
Lyne	0	1	0	60000	3
Lyne	0	1	1	0	24
Lyne	0	1	1	1800	11
Lyne	0	1	1	3600	23
Lyne	0	1	1	5400	25
Lyne	0	1	1	7200	48
Lyne	0	1	1	9600	75
Lyne	0	1	1	12000	96
Lyne	0	1	1	14400	114
Lyne	0	1	1	16800	79
Lyne	0	1	1	19200	86
Lyne	0	1	1	21600	51
Lyne	0	1	1	24000	68
Lyne	0	1	1	26400	12
Lyne	0	1	1	28800	4
Lyne	0	1	1	31200	31
Lyne	0	1	1	36000	36
Lyne	0	1	1	48000	6
Lyne	0	1	1	60000	6
Lyne	1	0	0	0	264
Lyne	1	0	0	1800	85
Lyne	1	0	0	3600	178
Lyne	1	0	0	5400	173
Lyne	1	0	0	7200	294
Lyne	1	0	0	9600	349
Lyne	1	0	0	12000	327
Lyne	1	0	0	14400	435
Lyne	1	0	0	16800	377
Lyne	1	0	0	19200	344
Lyne	1	0	0	21600	249
Lyne	1	0	0	24000	342
Lyne	1	0	0	26400	120
Lyne	1	0	0	28800	86
Lyne	1	0	0	31200	228
Lyne	1	0	0	36000	254
Lyne	1	0	0	48000	76
Lyne	1	0	0	60000	41
Lyne	1	1	0	0	61
Lyne	1	1	0	1800	29
Lyne	1	1	0	3600	69
Lyne	1	1	0	5400	46
Lyne	1	1	0	7200	114
Lyne	1	1	0	9600	184
Lyne	1	1	0	12000	185
Lyne	1	1	0	14400	219
Lyne	1	1	0	16800	173
Lyne	1	1	0	19200	185
Lyne	1	1	0	21600	115
Lyne	1	1	0	24000	191
Lyne	1	1	0	26400	70
Lyne	1	1	0	28800	47
Lyne	1	1	0	31200	105
Lyne	1	1	0	36000	138
Lyne	1	1	0	48000	32
Lyne	1	1	0	60000	28
Lyne	1	1	1	0	78
Lyne	1	1	1	1800	21
Lyne	1	1	1	3600	68
Lyne	1	1	1	5400	58
Lyne	1	1	1	7200	154
Lyne	1	1	1	9600	237
Lyne	1	1	1	12000	358
Lyne	1	1	1	14400	563
Lyne	1	1	1	16800	508
Lyne	1	1	1	19200	612
Lyne	1	1	1	21600	484
Lyne	1	1	1	24000	600
Lyne	1	1	1	26400	264
Lyne	1	1	1	28800	166
Lyne	1	1	1	31200	368
Lyne	1	1	1	36000	413
Lyne	1	1	1	48000	117
Lyne	1	1	1	60000	78
Macarthur		1	1	0	13
Macarthur		1	1	1800	4
Macarthur		1	1	7200	4
Macarthur		1	1	9600	6
Macarthur		1	1	12000	8
Macarthur		1	1	14400	9
Macarthur		1	1	16800	19
Macarthur		1	1	19200	20
Macarthur		1	1	21600	17
Macarthur		1	1	24000	21
Macarthur		1	1	28800	5
Macarthur		1	1	31200	12
Macarthur		1	1	36000	15
Macarthur	0	1	0	0	53
Macarthur	0	1	0	1800	20
Macarthur	0	1	0	3600	28
Macarthur	0	1	0	5400	31
Macarthur	0	1	0	7200	53
Macarthur	0	1	0	9600	75
Macarthur	0	1	0	12000	105
Macarthur	0	1	0	14400	128
Macarthur	0	1	0	16800	111
Macarthur	0	1	0	19200	129
Macarthur	0	1	0	21600	99
Macarthur	0	1	0	24000	148
Macarthur	0	1	0	26400	53
Macarthur	0	1	0	28800	19
Macarthur	0	1	0	31200	68
Macarthur	0	1	0	36000	69
Macarthur	0	1	0	48000	16
Macarthur	0	1	0	60000	11
Macarthur	0	1	1	0	25
Macarthur	0	1	1	1800	3
Macarthur	0	1	1	3600	18
Macarthur	0	1	1	5400	14
Macarthur	0	1	1	7200	34
Macarthur	0	1	1	9600	52
Macarthur	0	1	1	12000	75
Macarthur	0	1	1	14400	122
Macarthur	0	1	1	16800	108
Macarthur	0	1	1	19200	128
Macarthur	0	1	1	21600	93
Macarthur	0	1	1	24000	148
Macarthur	0	1	1	26400	62
Macarthur	0	1	1	28800	30
Macarthur	0	1	1	31200	95
Macarthur	0	1	1	36000	78
Macarthur	0	1	1	48000	16
Macarthur	0	1	1	60000	17
Macarthur	1	0	0	0	151
Macarthur	1	0	0	1800	32
Macarthur	1	0	0	3600	71
Macarthur	1	0	0	5400	77
Macarthur	1	0	0	7200	127
Macarthur	1	0	0	9600	179
Macarthur	1	0	0	12000	237
Macarthur	1	0	0	14400	276
Macarthur	1	0	0	16800	295
Macarthur	1	0	0	19200	386
Macarthur	1	0	0	21600	334
Macarthur	1	0	0	24000	550
Macarthur	1	0	0	26400	286
Macarthur	1	0	0	28800	236
Macarthur	1	0	0	31200	526
Macarthur	1	0	0	36000	500
Macarthur	1	0	0	48000	131
Macarthur	1	0	0	60000	88
Macarthur	1	1	0	0	129
Macarthur	1	1	0	1800	46
Macarthur	1	1	0	3600	74
Macarthur	1	1	0	5400	77
Macarthur	1	1	0	7200	125
Macarthur	1	1	0	9600	190
Macarthur	1	1	0	12000	209
Macarthur	1	1	0	14400	330
Macarthur	1	1	0	16800	255
Macarthur	1	1	0	19200	352
Macarthur	1	1	0	21600	243
Macarthur	1	1	0	24000	475
Macarthur	1	1	0	26400	166
Macarthur	1	1	0	28800	136
Macarthur	1	1	0	31200	317
Macarthur	1	1	0	36000	369
Macarthur	1	1	0	48000	141
Macarthur	1	1	0	60000	71
Macarthur	1	1	1	0	139
Macarthur	1	1	1	1800	21
Macarthur	1	1	1	3600	75
Macarthur	1	1	1	5400	43
Macarthur	1	1	1	7200	88
Macarthur	1	1	1	9600	179
Macarthur	1	1	1	12000	283
Macarthur	1	1	1	14400	496
Macarthur	1	1	1	16800	604
Macarthur	1	1	1	19200	859
Macarthur	1	1	1	21600	795
Macarthur	1	1	1	24000	1248
Macarthur	1	1	1	26400	701
Macarthur	1	1	1	28800	459
Macarthur	1	1	1	31200	1092
Macarthur	1	1	1	36000	1172
Macarthur	1	1	1	48000	267
Macarthur	1	1	1	60000	158
Mackellar		1	1	0	13
Mackellar		1	1	5400	3
Mackellar		1	1	9600	3
Mackellar		1	1	12000	6
Mackellar		1	1	14400	8
Mackellar		1	1	16800	3
Mackellar		1	1	19200	3
Mackellar		1	1	24000	4
Mackellar		1	1	28800	5
Mackellar		1	1	31200	6
Mackellar		1	1	36000	6
Mackellar		1	1	48000	7
Mackellar		1	1	60000	10
Mackellar	0	1	0	0	56
Mackellar	0	1	0	1800	7
Mackellar	0	1	0	3600	23
Mackellar	0	1	0	5400	21
Mackellar	0	1	0	7200	22
Mackellar	0	1	0	9600	51
Mackellar	0	1	0	12000	45
Mackellar	0	1	0	14400	52
Mackellar	0	1	0	16800	40
Mackellar	0	1	0	19200	54
Mackellar	0	1	0	21600	34
Mackellar	0	1	0	24000	74
Mackellar	0	1	0	26400	32
Mackellar	0	1	0	28800	22
Mackellar	0	1	0	31200	56
Mackellar	0	1	0	36000	105
Mackellar	0	1	0	48000	53
Mackellar	0	1	0	60000	44
Mackellar	0	1	1	0	25
Mackellar	0	1	1	3600	6
Mackellar	0	1	1	5400	10
Mackellar	0	1	1	7200	11
Mackellar	0	1	1	9600	17
Mackellar	0	1	1	12000	20
Mackellar	0	1	1	14400	38
Mackellar	0	1	1	16800	30
Mackellar	0	1	1	19200	37
Mackellar	0	1	1	21600	23
Mackellar	0	1	1	24000	69
Mackellar	0	1	1	26400	33
Mackellar	0	1	1	28800	21
Mackellar	0	1	1	31200	53
Mackellar	0	1	1	36000	112
Mackellar	0	1	1	48000	67
Mackellar	0	1	1	60000	66
Mackellar	1	0	0	0	213
Mackellar	1	0	0	1800	35
Mackellar	1	0	0	3600	61
Mackellar	1	0	0	5400	60
Mackellar	1	0	0	7200	72
Mackellar	1	0	0	9600	104
Mackellar	1	0	0	12000	121
Mackellar	1	0	0	14400	156
Mackellar	1	0	0	16800	138
Mackellar	1	0	0	19200	135
Mackellar	1	0	0	21600	117
Mackellar	1	0	0	24000	313
Mackellar	1	0	0	26400	135
Mackellar	1	0	0	28800	151
Mackellar	1	0	0	31200	288
Mackellar	1	0	0	36000	671
Mackellar	1	0	0	48000	390
Mackellar	1	0	0	60000	386
Mackellar	1	1	0	0	158
Mackellar	1	1	0	1800	34
Mackellar	1	1	0	3600	60
Mackellar	1	1	0	5400	52
Mackellar	1	1	0	7200	63
Mackellar	1	1	0	9600	88
Mackellar	1	1	0	12000	139
Mackellar	1	1	0	14400	141
Mackellar	1	1	0	16800	137
Mackellar	1	1	0	19200	156
Mackellar	1	1	0	21600	93
Mackellar	1	1	0	24000	273
Mackellar	1	1	0	26400	81
Mackellar	1	1	0	28800	113
Mackellar	1	1	0	31200	229
Mackellar	1	1	0	36000	542
Mackellar	1	1	0	48000	371
Mackellar	1	1	0	60000	294
Mackellar	1	1	1	0	164
Mackellar	1	1	1	1800	28
Mackellar	1	1	1	3600	54
Mackellar	1	1	1	5400	54
Mackellar	1	1	1	7200	71
Mackellar	1	1	1	9600	94
Mackellar	1	1	1	12000	187
Mackellar	1	1	1	14400	178
Mackellar	1	1	1	16800	219
Mackellar	1	1	1	19200	264
Mackellar	1	1	1	21600	224
Mackellar	1	1	1	24000	630
Mackellar	1	1	1	26400	275
Mackellar	1	1	1	28800	401
Mackellar	1	1	1	31200	816
Mackellar	1	1	1	36000	2208
Mackellar	1	1	1	48000	1478
Mackellar	1	1	1	60000	1277
Macquarie		1	1	0	3
Macquarie		1	1	3600	3
Macquarie		1	1	7200	3
Macquarie		1	1	9600	11
Macquarie		1	1	12000	3
Macquarie		1	1	14400	4
Macquarie		1	1	16800	7
Macquarie		1	1	19200	5
Macquarie		1	1	21600	9
Macquarie		1	1	24000	11
Macquarie		1	1	26400	4
Macquarie		1	1	31200	4
Macquarie		1	1	36000	9
Macquarie		1	1	48000	3
Macquarie		1	1	60000	3
Macquarie	0	1	0	0	37
Macquarie	0	1	0	1800	17
Macquarie	0	1	0	3600	37
Macquarie	0	1	0	5400	29
Macquarie	0	1	0	7200	54
Macquarie	0	1	0	9600	85
Macquarie	0	1	0	12000	85
Macquarie	0	1	0	14400	117
Macquarie	0	1	0	16800	87
Macquarie	0	1	0	19200	93
Macquarie	0	1	0	21600	78
Macquarie	0	1	0	24000	118
Macquarie	0	1	0	26400	29
Macquarie	0	1	0	28800	24
Macquarie	0	1	0	31200	66
Macquarie	0	1	0	36000	58
Macquarie	0	1	0	48000	20
Macquarie	0	1	0	60000	15
Macquarie	0	1	1	0	19
Macquarie	0	1	1	1800	12
Macquarie	0	1	1	3600	13
Macquarie	0	1	1	5400	15
Macquarie	0	1	1	7200	37
Macquarie	0	1	1	9600	44
Macquarie	0	1	1	12000	78
Macquarie	0	1	1	14400	92
Macquarie	0	1	1	16800	82
Macquarie	0	1	1	19200	118
Macquarie	0	1	1	21600	76
Macquarie	0	1	1	24000	114
Macquarie	0	1	1	26400	47
Macquarie	0	1	1	28800	31
Macquarie	0	1	1	31200	65
Macquarie	0	1	1	36000	75
Macquarie	0	1	1	48000	16
Macquarie	0	1	1	60000	11
Macquarie	1	0	0	0	202
Macquarie	1	0	0	1800	62
Macquarie	1	0	0	3600	110
Macquarie	1	0	0	5400	105
Macquarie	1	0	0	7200	163
Macquarie	1	0	0	9600	191
Macquarie	1	0	0	12000	252
Macquarie	1	0	0	14400	267
Macquarie	1	0	0	16800	257
Macquarie	1	0	0	19200	358
Macquarie	1	0	0	21600	286
Macquarie	1	0	0	24000	550
Macquarie	1	0	0	26400	225
Macquarie	1	0	0	28800	189
Macquarie	1	0	0	31200	452
Macquarie	1	0	0	36000	522
Macquarie	1	0	0	48000	171
Macquarie	1	0	0	60000	118
Macquarie	1	1	0	0	111
Macquarie	1	1	0	1800	31
Macquarie	1	1	0	3600	69
Macquarie	1	1	0	5400	53
Macquarie	1	1	0	7200	126
Macquarie	1	1	0	9600	151
Macquarie	1	1	0	12000	201
Macquarie	1	1	0	14400	230
Macquarie	1	1	0	16800	185
Macquarie	1	1	0	19200	287
Macquarie	1	1	0	21600	190
Macquarie	1	1	0	24000	377
Macquarie	1	1	0	26400	118
Macquarie	1	1	0	28800	113
Macquarie	1	1	0	31200	267
Macquarie	1	1	0	36000	330
Macquarie	1	1	0	48000	118
Macquarie	1	1	0	60000	66
Macquarie	1	1	1	0	126
Macquarie	1	1	1	1800	27
Macquarie	1	1	1	3600	56
Macquarie	1	1	1	5400	57
Macquarie	1	1	1	7200	102
Macquarie	1	1	1	9600	170
Macquarie	1	1	1	12000	272
Macquarie	1	1	1	14400	371
Macquarie	1	1	1	16800	489
Macquarie	1	1	1	19200	687
Macquarie	1	1	1	21600	648
Macquarie	1	1	1	24000	1137
Macquarie	1	1	1	26400	527
Macquarie	1	1	1	28800	395
Macquarie	1	1	1	31200	884
Macquarie	1	1	1	36000	1098
Macquarie	1	1	1	48000	378
Macquarie	1	1	1	60000	209
McMahon		1	1	0	10
McMahon		1	1	1800	3
McMahon		1	1	3600	4
McMahon		1	1	5400	5
McMahon		1	1	7200	4
McMahon		1	1	9600	9
McMahon		1	1	12000	13
McMahon		1	1	14400	8
McMahon		1	1	16800	12
McMahon		1	1	19200	17
McMahon		1	1	21600	12
McMahon		1	1	24000	21
McMahon		1	1	26400	4
McMahon		1	1	28800	3
McMahon		1	1	31200	15
McMahon		1	1	36000	18
McMahon		1	1	48000	8
McMahon		1	1	60000	4
McMahon	0	1	0	0	54
McMahon	0	1	0	1800	10
McMahon	0	1	0	3600	27
McMahon	0	1	0	5400	32
McMahon	0	1	0	7200	53
McMahon	0	1	0	9600	78
McMahon	0	1	0	12000	94
McMahon	0	1	0	14400	95
McMahon	0	1	0	16800	92
McMahon	0	1	0	19200	121
McMahon	0	1	0	21600	72
McMahon	0	1	0	24000	144
McMahon	0	1	0	26400	42
McMahon	0	1	0	28800	37
McMahon	0	1	0	31200	74
McMahon	0	1	0	36000	97
McMahon	0	1	0	48000	28
McMahon	0	1	0	60000	14
McMahon	0	1	1	0	37
McMahon	0	1	1	1800	3
McMahon	0	1	1	3600	12
McMahon	0	1	1	5400	16
McMahon	0	1	1	7200	31
McMahon	0	1	1	9600	28
McMahon	0	1	1	12000	45
McMahon	0	1	1	14400	82
McMahon	0	1	1	16800	63
McMahon	0	1	1	19200	91
McMahon	0	1	1	21600	62
McMahon	0	1	1	24000	124
McMahon	0	1	1	26400	60
McMahon	0	1	1	28800	30
McMahon	0	1	1	31200	77
McMahon	0	1	1	36000	79
McMahon	0	1	1	48000	18
McMahon	0	1	1	60000	14
McMahon	1	0	0	0	154
McMahon	1	0	0	1800	33
McMahon	1	0	0	3600	60
McMahon	1	0	0	5400	41
McMahon	1	0	0	7200	86
McMahon	1	0	0	9600	108
McMahon	1	0	0	12000	167
McMahon	1	0	0	14400	196
McMahon	1	0	0	16800	186
McMahon	1	0	0	19200	240
McMahon	1	0	0	21600	166
McMahon	1	0	0	24000	392
McMahon	1	0	0	26400	162
McMahon	1	0	0	28800	131
McMahon	1	0	0	31200	326
McMahon	1	0	0	36000	408
McMahon	1	0	0	48000	93
McMahon	1	0	0	60000	65
McMahon	1	1	0	0	131
McMahon	1	1	0	1800	31
McMahon	1	1	0	3600	76
McMahon	1	1	0	5400	76
McMahon	1	1	0	7200	111
McMahon	1	1	0	9600	148
McMahon	1	1	0	12000	212
McMahon	1	1	0	14400	242
McMahon	1	1	0	16800	229
McMahon	1	1	0	19200	252
McMahon	1	1	0	21600	190
McMahon	1	1	0	24000	442
McMahon	1	1	0	26400	151
McMahon	1	1	0	28800	131
McMahon	1	1	0	31200	323
McMahon	1	1	0	36000	402
McMahon	1	1	0	48000	130
McMahon	1	1	0	60000	80
McMahon	1	1	1	0	198
McMahon	1	1	1	1800	33
McMahon	1	1	1	3600	77
McMahon	1	1	1	5400	66
McMahon	1	1	1	7200	94
McMahon	1	1	1	9600	158
McMahon	1	1	1	12000	256
McMahon	1	1	1	14400	389
McMahon	1	1	1	16800	427
McMahon	1	1	1	19200	606
McMahon	1	1	1	21600	489
McMahon	1	1	1	24000	1124
McMahon	1	1	1	26400	495
McMahon	1	1	1	28800	433
McMahon	1	1	1	31200	845
McMahon	1	1	1	36000	1085
McMahon	1	1	1	48000	283
McMahon	1	1	1	60000	229
Mitchell		1	1	0	16
Mitchell		1	1	5400	3
Mitchell		1	1	7200	3
Mitchell		1	1	9600	4
Mitchell		1	1	12000	6
Mitchell		1	1	14400	9
Mitchell		1	1	16800	4
Mitchell		1	1	19200	3
Mitchell		1	1	24000	15
Mitchell		1	1	26400	3
Mitchell		1	1	28800	6
Mitchell		1	1	31200	11
Mitchell		1	1	36000	26
Mitchell		1	1	48000	9
Mitchell		1	1	60000	5
Mitchell	0	1	0	0	48
Mitchell	0	1	0	1800	9
Mitchell	0	1	0	3600	17
Mitchell	0	1	0	5400	12
Mitchell	0	1	0	7200	37
Mitchell	0	1	0	9600	41
Mitchell	0	1	0	12000	51
Mitchell	0	1	0	14400	64
Mitchell	0	1	0	16800	47
Mitchell	0	1	0	19200	64
Mitchell	0	1	0	21600	47
Mitchell	0	1	0	24000	95
Mitchell	0	1	0	26400	29
Mitchell	0	1	0	28800	27
Mitchell	0	1	0	31200	61
Mitchell	0	1	0	36000	112
Mitchell	0	1	0	48000	37
Mitchell	0	1	0	60000	35
Mitchell	0	1	1	0	29
Mitchell	0	1	1	1800	9
Mitchell	0	1	1	3600	8
Mitchell	0	1	1	5400	7
Mitchell	0	1	1	7200	18
Mitchell	0	1	1	9600	18
Mitchell	0	1	1	12000	23
Mitchell	0	1	1	14400	46
Mitchell	0	1	1	16800	35
Mitchell	0	1	1	19200	51
Mitchell	0	1	1	21600	28
Mitchell	0	1	1	24000	75
Mitchell	0	1	1	26400	21
Mitchell	0	1	1	28800	41
Mitchell	0	1	1	31200	70
Mitchell	0	1	1	36000	123
Mitchell	0	1	1	48000	43
Mitchell	0	1	1	60000	38
Mitchell	1	0	0	0	198
Mitchell	1	0	0	1800	45
Mitchell	1	0	0	3600	61
Mitchell	1	0	0	5400	54
Mitchell	1	0	0	7200	79
Mitchell	1	0	0	9600	94
Mitchell	1	0	0	12000	143
Mitchell	1	0	0	14400	123
Mitchell	1	0	0	16800	133
Mitchell	1	0	0	19200	186
Mitchell	1	0	0	21600	140
Mitchell	1	0	0	24000	348
Mitchell	1	0	0	26400	129
Mitchell	1	0	0	28800	185
Mitchell	1	0	0	31200	369
Mitchell	1	0	0	36000	790
Mitchell	1	0	0	48000	371
Mitchell	1	0	0	60000	237
Mitchell	1	1	0	0	227
Mitchell	1	1	0	1800	41
Mitchell	1	1	0	3600	83
Mitchell	1	1	0	5400	79
Mitchell	1	1	0	7200	123
Mitchell	1	1	0	9600	147
Mitchell	1	1	0	12000	221
Mitchell	1	1	0	14400	235
Mitchell	1	1	0	16800	207
Mitchell	1	1	0	19200	200
Mitchell	1	1	0	21600	158
Mitchell	1	1	0	24000	483
Mitchell	1	1	0	26400	161
Mitchell	1	1	0	28800	181
Mitchell	1	1	0	31200	322
Mitchell	1	1	0	36000	768
Mitchell	1	1	0	48000	372
Mitchell	1	1	0	60000	260
Mitchell	1	1	1	0	293
Mitchell	1	1	1	1800	46
Mitchell	1	1	1	3600	86
Mitchell	1	1	1	5400	68
Mitchell	1	1	1	7200	90
Mitchell	1	1	1	9600	168
Mitchell	1	1	1	12000	299
Mitchell	1	1	1	14400	325
Mitchell	1	1	1	16800	359
Mitchell	1	1	1	19200	466
Mitchell	1	1	1	21600	392
Mitchell	1	1	1	24000	1143
Mitchell	1	1	1	26400	528
Mitchell	1	1	1	28800	671
Mitchell	1	1	1	31200	1284
Mitchell	1	1	1	36000	2813
Mitchell	1	1	1	48000	1222
Mitchell	1	1	1	60000	749
New England		1	1	0	5
New England		1	1	1800	5
New England		1	1	3600	4
New England		1	1	5400	8
New England		1	1	7200	12
New England		1	1	9600	9
New England		1	1	12000	12
New England		1	1	14400	11
New England		1	1	16800	6
New England		1	1	19200	9
New England		1	1	21600	3
New England		1	1	24000	8
New England		1	1	28800	3
New England	0	1	0	0	25
New England	0	1	0	1800	22
New England	0	1	0	3600	33
New England	0	1	0	5400	34
New England	0	1	0	7200	71
New England	0	1	0	9600	81
New England	0	1	0	12000	100
New England	0	1	0	14400	108
New England	0	1	0	16800	62
New England	0	1	0	19200	57
New England	0	1	0	21600	28
New England	0	1	0	24000	21
New England	0	1	0	26400	12
New England	0	1	0	28800	3
