CED_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Flinders	1	1	0	0	34198
Flinders	1	1	0	1	2184
Flinders	1	1	1	0	7271
Flinders	1	1	1	1	1491
Gellibrand					2460
Gellibrand	0	0	0	1	6494
Gellibrand	0	0	1	0	1816
Gellibrand	0	0	1	1	1135
Gellibrand	0	1	0	0	5813
Gellibrand	0	1	0	1	541
Gellibrand	0	1	1	0	1537
Gellibrand	0	1	1	1	329
Gellibrand	1	0	0	1	10363
Gellibrand	1	0	1	0	5388
Gellibrand	1	0	1	1	4071
Gellibrand	1	1	0	0	43096
Gellibrand	1	1	0	1	1314
Gellibrand	1	1	1	0	6848
Gellibrand	1	1	1	1	1336
Gippsland					920
Gippsland	0	0	0	1	3896
Gippsland	0	0	1	0	1270
Gippsland	0	0	1	1	632
Gippsland	0	1	0	0	6908
Gippsland	0	1	0	1	738
Gippsland	0	1	1	0	1746
Gippsland	0	1	1	1	326
Gippsland	1	0	0	1	8171
Gippsland	1	0	1	0	3624
Gippsland	1	0	1	1	2458
Gippsland	1	1	0	0	29393
Gippsland	1	1	0	1	1506
Gippsland	1	1	1	0	6228
Gippsland	1	1	1	1	1147
Goldstein					1085
Goldstein	0	0	0	1	3714
Goldstein	0	0	1	0	1927
Goldstein	0	0	1	1	770
Goldstein	0	1	0	0	3603
Goldstein	0	1	0	1	185
Goldstein	0	1	1	0	1210
Goldstein	0	1	1	1	91
Goldstein	1	0	0	1	8870
Goldstein	1	0	1	0	9609
Goldstein	1	0	1	1	5164
Goldstein	1	1	0	0	41884
Goldstein	1	1	0	1	751
Goldstein	1	1	1	0	9979
Goldstein	1	1	1	1	810
Gorton					1623
Gorton	0	0	0	1	6952
Gorton	0	0	1	0	1909
Gorton	0	0	1	1	1736
Gorton	0	1	0	0	10473
Gorton	0	1	0	1	1288
Gorton	0	1	1	0	3098
Gorton	0	1	1	1	911
Gorton	1	0	0	1	15690
Gorton	1	0	1	0	6720
Gorton	1	0	1	1	6729
Gorton	1	1	0	0	60385
Gorton	1	1	0	1	3628
Gorton	1	1	1	0	13444
Gorton	1	1	1	1	3291
Higgins					2169
Higgins	0	0	0	1	3429
Higgins	0	0	1	0	1618
Higgins	0	0	1	1	631
Higgins	0	1	0	0	2948
Higgins	0	1	0	1	163
Higgins	0	1	1	0	844
Higgins	0	1	1	1	87
Higgins	1	0	0	1	6299
Higgins	1	0	1	0	7473
Higgins	1	0	1	1	3542
Higgins	1	1	0	0	34166
Higgins	1	1	0	1	571
Higgins	1	1	1	0	7189
Higgins	1	1	1	1	493
Holt					1674
Holt	0	0	0	1	7125
Holt	0	0	1	0	1832
Holt	0	0	1	1	1639
Holt	0	1	0	0	8643
Holt	0	1	0	1	1308
Holt	0	1	1	0	2556
Holt	0	1	1	1	897
Holt	1	0	0	1	15838
Holt	1	0	1	0	7591
Holt	1	0	1	1	7143
Holt	1	1	0	0	63100
Holt	1	1	0	1	3734
Holt	1	1	1	0	14133
Holt	1	1	1	1	3921
Hotham					1957
Hotham	0	0	0	1	6194
Hotham	0	0	1	0	1999
Hotham	0	0	1	1	1115
Hotham	0	1	0	0	4953
Hotham	0	1	0	1	539
Hotham	0	1	1	0	1532
Hotham	0	1	1	1	294
Hotham	1	0	0	1	12797
Hotham	1	0	1	0	6809
Hotham	1	0	1	1	5192
Hotham	1	1	0	0	41152
Hotham	1	1	0	1	1354
Hotham	1	1	1	0	8093
Hotham	1	1	1	1	1180
Indi					859
Indi	0	0	0	1	3577
Indi	0	0	1	0	1185
Indi	0	0	1	1	605
Indi	0	1	0	0	6490
Indi	0	1	0	1	601
Indi	0	1	1	0	1538
Indi	0	1	1	1	268
Indi	1	0	0	1	7424
Indi	1	0	1	0	3679
Indi	1	0	1	1	2480
Indi	1	1	0	0	30478
Indi	1	1	0	1	1559
Indi	1	1	1	0	6602
Indi	1	1	1	1	1297
Isaacs					1421
Isaacs	0	0	0	1	5691
Isaacs	0	0	1	0	1910
Isaacs	0	0	1	1	1197
Isaacs	0	1	0	0	5853
Isaacs	0	1	0	1	589
Isaacs	0	1	1	0	1565
Isaacs	0	1	1	1	403
Isaacs	1	0	0	1	11828
Isaacs	1	0	1	0	6507
Isaacs	1	0	1	1	5106
Isaacs	1	1	0	0	44137
Isaacs	1	1	0	1	1901
Isaacs	1	1	1	0	8881
Isaacs	1	1	1	1	1766
Jagajaga					1336
Jagajaga	0	0	0	1	4875
Jagajaga	0	0	1	0	1634
Jagajaga	0	0	1	1	969
Jagajaga	0	1	0	0	4080
Jagajaga	0	1	0	1	423
Jagajaga	0	1	1	0	1211
Jagajaga	0	1	1	1	226
Jagajaga	1	0	0	1	11367
Jagajaga	1	0	1	0	7213
Jagajaga	1	0	1	1	5285
Jagajaga	1	1	0	0	39010
Jagajaga	1	1	0	1	1101
Jagajaga	1	1	1	0	7916
Jagajaga	1	1	1	1	1059
Kooyong					1841
Kooyong	0	0	0	1	3267
Kooyong	0	0	1	0	2058
Kooyong	0	0	1	1	806
Kooyong	0	1	0	0	3232
Kooyong	0	1	0	1	161
Kooyong	0	1	1	0	1344
Kooyong	0	1	1	1	107
Kooyong	1	0	0	1	8351
Kooyong	1	0	1	0	10457
Kooyong	1	0	1	1	5390
Kooyong	1	1	0	0	35355
Kooyong	1	1	0	1	584
Kooyong	1	1	1	0	10162
Kooyong	1	1	1	1	843
La Trobe					970
La Trobe	0	0	0	1	4526
La Trobe	0	0	1	0	1603
La Trobe	0	0	1	1	1103
La Trobe	0	1	0	0	5124
La Trobe	0	1	0	1	659
La Trobe	0	1	1	0	1724
La Trobe	0	1	1	1	448
La Trobe	1	0	0	1	13151
La Trobe	1	0	1	0	7575
La Trobe	1	0	1	1	6838
La Trobe	1	1	0	0	46721
La Trobe	1	1	0	1	2231
La Trobe	1	1	1	0	11867
La Trobe	1	1	1	1	2329
Lalor					1791
Lalor	0	0	0	1	6856
Lalor	0	0	1	0	2069
Lalor	0	0	1	1	1533
Lalor	0	1	0	0	10613
Lalor	0	1	0	1	1203
Lalor	0	1	1	0	2955
Lalor	0	1	1	1	972
Lalor	1	0	0	1	14671
Lalor	1	0	1	0	7717
Lalor	1	0	1	1	6565
Lalor	1	1	0	0	83850
Lalor	1	1	0	1	3356
Lalor	1	1	1	0	14470
Lalor	1	1	1	1	3084
Mallee					1030
Mallee	0	0	0	1	3754
Mallee	0	0	1	0	1084
Mallee	0	0	1	1	542
Mallee	0	1	0	0	6472
Mallee	0	1	0	1	582
Mallee	0	1	1	0	1546
Mallee	0	1	1	1	366
Mallee	1	0	0	1	7493
Mallee	1	0	1	0	3784
Mallee	1	0	1	1	2484
Mallee	1	1	0	0	28620
Mallee	1	1	0	1	1689
Mallee	1	1	1	0	7354
Mallee	1	1	1	1	1464
Maribyrnong					2510
Maribyrnong	0	0	0	1	7268
Maribyrnong	0	0	1	0	1997
Maribyrnong	0	0	1	1	1455
Maribyrnong	0	1	0	0	6030
Maribyrnong	0	1	0	1	712
Maribyrnong	0	1	1	0	1978
Maribyrnong	0	1	1	1	508
Maribyrnong	1	0	0	1	13570
Maribyrnong	1	0	1	0	7072
Maribyrnong	1	0	1	1	5686
Maribyrnong	1	1	0	0	38804
Maribyrnong	1	1	0	1	1662
Maribyrnong	1	1	1	0	9172
Maribyrnong	1	1	1	1	1462
McEwen					1270
McEwen	0	0	0	1	6327
McEwen	0	0	1	0	1873
McEwen	0	0	1	1	1510
McEwen	0	1	0	0	9259
McEwen	0	1	0	1	1170
McEwen	0	1	1	0	2394
McEwen	0	1	1	1	666
McEwen	1	0	0	1	15474
McEwen	1	0	1	0	7115
McEwen	1	0	1	1	6956
McEwen	1	1	0	0	68505
McEwen	1	1	0	1	3602
McEwen	1	1	1	0	13469
McEwen	1	1	1	1	2921
McMillan					1038
McMillan	0	0	0	1	4949
McMillan	0	0	1	0	1585
McMillan	0	0	1	1	1013
McMillan	0	1	0	0	8358
McMillan	0	1	0	1	921
McMillan	0	1	1	0	1936
McMillan	0	1	1	1	597
McMillan	1	0	0	1	9764
McMillan	1	0	1	0	4485
McMillan	1	0	1	1	3735
McMillan	1	1	0	0	41600
McMillan	1	1	0	1	2335
McMillan	1	1	1	0	8871
McMillan	1	1	1	1	2037
Melbourne					5282
Melbourne	0	0	0	1	3879
Melbourne	0	0	1	0	2065
Melbourne	0	0	1	1	630
Melbourne	0	1	0	0	4872
Melbourne	0	1	0	1	291
Melbourne	0	1	1	0	1220
Melbourne	0	1	1	1	215
Melbourne	1	0	0	1	4298
Melbourne	1	0	1	0	3570
Melbourne	1	0	1	1	1552
Melbourne	1	1	0	0	28091
Melbourne	1	1	0	1	470
Melbourne	1	1	1	0	3597
Melbourne	1	1	1	1	262
Melbourne Ports					2464
Melbourne Ports	0	0	0	1	2779
Melbourne Ports	0	0	1	0	1587
Melbourne Ports	0	0	1	1	465
Melbourne Ports	0	1	0	0	3309
Melbourne Ports	0	1	0	1	97
Melbourne Ports	0	1	1	0	617
Melbourne Ports	0	1	1	1	73
Melbourne Ports	1	0	0	1	4380
Melbourne Ports	1	0	1	0	4157
Melbourne Ports	1	0	1	1	1896
Melbourne Ports	1	1	0	0	29286
Melbourne Ports	1	1	0	1	389
Melbourne Ports	1	1	1	0	4414
Melbourne Ports	1	1	1	1	579
Menzies					1149
Menzies	0	0	0	1	4454
Menzies	0	0	1	0	1760
Menzies	0	0	1	1	872
Menzies	0	1	0	0	3259
Menzies	0	1	0	1	248
Menzies	0	1	1	0	1100
Menzies	0	1	1	1	191
Menzies	1	0	0	1	14138
Menzies	1	0	1	0	9091
Menzies	1	0	1	1	6735
Menzies	1	1	0	0	34413
Menzies	1	1	0	1	1114
Menzies	1	1	1	0	9086
Menzies	1	1	1	1	1028
Murray					889
Murray	0	0	0	1	4233
Murray	0	0	1	0	1180
Murray	0	0	1	1	714
Murray	0	1	0	0	6824
Murray	0	1	0	1	707
Murray	0	1	1	0	1738
Murray	0	1	1	1	411
Murray	1	0	0	1	8456
Murray	1	0	1	0	3810
Murray	1	0	1	1	2826
Murray	1	1	0	0	30663
Murray	1	1	0	1	1864
Murray	1	1	1	0	8056
Murray	1	1	1	1	1752
Scullin					1606
Scullin	0	0	0	1	6813
Scullin	0	0	1	0	1573
Scullin	0	0	1	1	1408
Scullin	0	1	0	0	6185
Scullin	0	1	0	1	907
Scullin	0	1	1	0	1608
Scullin	0	1	1	1	401
Scullin	1	0	0	1	17935
Scullin	1	0	1	0	6965
Scullin	1	0	1	1	7085
Scullin	1	1	0	0	46586
Scullin	1	1	0	1	2590
Scullin	1	1	1	0	10569
Scullin	1	1	1	1	2262
Wannon					884
Wannon	0	0	0	1	3937
Wannon	0	0	1	0	1117
Wannon	0	0	1	1	606
Wannon	0	1	0	0	5591
Wannon	0	1	0	1	623
Wannon	0	1	1	0	1243
Wannon	0	1	1	1	257
Wannon	1	0	0	1	7607
Wannon	1	0	1	0	3426
Wannon	1	0	1	1	2762
Wannon	1	1	0	0	27855
Wannon	1	1	0	1	1492
Wannon	1	1	1	0	6571
Wannon	1	1	1	1	1450
Wills					2521
Wills	0	0	0	1	6118
Wills	0	0	1	0	1497
Wills	0	0	1	1	837
Wills	0	1	0	0	4387
Wills	0	1	0	1	378
Wills	0	1	1	0	1203
Wills	0	1	1	1	249
Wills	1	0	0	1	10062
Wills	1	0	1	0	4860
Wills	1	0	1	1	3987
Wills	1	1	0	0	41851
Wills	1	1	0	1	1327
Wills	1	1	1	0	7036
Wills	1	1	1	1	1381
Blair					1365
Blair	0	0	0	1	5394
Blair	0	0	1	0	1318
Blair	0	0	1	1	811
Blair	0	1	0	0	11249
Blair	0	1	0	1	1435
Blair	0	1	1	0	2386
Blair	0	1	1	1	768
Blair	1	0	0	1	9807
Blair	1	0	1	0	3720
Blair	1	0	1	1	2866
Blair	1	1	0	0	38587
Blair	1	1	0	1	3156
Blair	1	1	1	0	7903
Blair	1	1	1	1	2303
Bonner					1515
Bonner	0	0	0	1	4994
Bonner	0	0	1	0	1440
Bonner	0	0	1	1	912
Bonner	0	1	0	0	5737
Bonner	0	1	0	1	725
Bonner	0	1	1	0	1449
Bonner	0	1	1	1	357
Bonner	1	0	0	1	10089
Bonner	1	0	1	0	6360
Bonner	1	0	1	1	4386
Bonner	1	1	0	0	40884
Bonner	1	1	0	1	1857
Bonner	1	1	1	0	8950
Bonner	1	1	1	1	1382
Bowman					972
Bowman	0	0	0	1	4765
Bowman	0	0	1	0	1370
Bowman	0	0	1	1	865
Bowman	0	1	0	0	6716
Bowman	0	1	0	1	719
Bowman	0	1	1	0	1475
Bowman	0	1	1	1	359
Bowman	1	0	0	1	11607
Bowman	1	0	1	0	5559
Bowman	1	0	1	1	4375
Bowman	1	1	0	0	35695
Bowman	1	1	0	1	2417
Bowman	1	1	1	0	8329
Bowman	1	1	1	1	1837
Brisbane					2479
Brisbane	0	0	0	1	2881
Brisbane	0	0	1	0	1521
Brisbane	0	0	1	1	475
Brisbane	0	1	0	0	3625
Brisbane	0	1	0	1	164
Brisbane	0	1	1	0	810
Brisbane	0	1	1	1	109
Brisbane	1	0	0	1	4874
Brisbane	1	0	1	0	5258
Brisbane	1	0	1	1	2405
Brisbane	1	1	0	0	33853
Brisbane	1	1	0	1	570
Brisbane	1	1	1	0	5760
Brisbane	1	1	1	1	480
Capricornia					1083
Capricornia	0	0	0	1	3905
Capricornia	0	0	1	0	953
Capricornia	0	0	1	1	537
Capricornia	0	1	0	0	7692
Capricornia	0	1	0	1	802
Capricornia	0	1	1	0	1593
Capricornia	0	1	1	1	373
Capricornia	1	0	0	1	8700
Capricornia	1	0	1	0	3325
Capricornia	1	0	1	1	2272
Capricornia	1	1	0	0	37126
Capricornia	1	1	0	1	2692
Capricornia	1	1	1	0	7135
Capricornia	1	1	1	1	1605
Dawson					1099
Dawson	0	0	0	1	3735
Dawson	0	0	1	0	999
Dawson	0	0	1	1	587
Dawson	0	1	0	0	7966
Dawson	0	1	0	1	965
Dawson	0	1	1	0	1576
Dawson	0	1	1	1	336
Dawson	1	0	0	1	8921
Dawson	1	0	1	0	3979
Dawson	1	0	1	1	2769
Dawson	1	1	0	0	36777
Dawson	1	1	0	1	2486
Dawson	1	1	1	0	7420
Dawson	1	1	1	1	1559
Dickson					1064
Dickson	0	0	0	1	4170
Dickson	0	0	1	0	1350
Dickson	0	0	1	1	768
Dickson	0	1	0	0	6593
Dickson	0	1	0	1	655
Dickson	0	1	1	0	1493
Dickson	0	1	1	1	339
Dickson	1	0	0	1	11337
Dickson	1	0	1	0	5756
Dickson	1	0	1	1	4555
Dickson	1	1	0	0	43224
Dickson	1	1	0	1	2461
Dickson	1	1	1	0	9282
Dickson	1	1	1	1	1749
Fadden					1240
Fadden	0	0	0	1	5732
Fadden	0	0	1	0	1641
Fadden	0	0	1	1	946
Fadden	0	1	0	0	8813
Fadden	0	1	0	1	961
Fadden	0	1	1	0	1826
Fadden	0	1	1	1	483
Fadden	1	0	0	1	10443
Fadden	1	0	1	0	5385
Fadden	1	0	1	1	4031
Fadden	1	1	0	0	40838
Fadden	1	1	0	1	2937
Fadden	1	1	1	0	8049
Fadden	1	1	1	1	1634
Fairfax					971
Fairfax	0	0	0	1	4358
Fairfax	0	0	1	0	1473
Fairfax	0	0	1	1	596
Fairfax	0	1	0	0	7210
Fairfax	0	1	0	1	714
Fairfax	0	1	1	0	1585
Fairfax	0	1	1	1	305
Fairfax	1	0	0	1	8954
Fairfax	1	0	1	0	4283
Fairfax	1	0	1	1	2744
Fairfax	1	1	0	0	37058
Fairfax	1	1	0	1	2221
Fairfax	1	1	1	0	7383
Fairfax	1	1	1	1	1371
Fisher					919
Fisher	0	0	0	1	4330
Fisher	0	0	1	0	1405
Fisher	0	0	1	1	666
Fisher	0	1	0	0	6455
Fisher	0	1	0	1	815
Fisher	0	1	1	0	1468
Fisher	0	1	1	1	251
Fisher	1	0	0	1	8089
Fisher	1	0	1	0	3827
Fisher	1	0	1	1	2569
Fisher	1	1	0	0	31358
Fisher	1	1	0	1	2148
Fisher	1	1	1	0	6756
Fisher	1	1	1	1	1253
Flynn					1007
Flynn	0	0	0	1	3434
Flynn	0	0	1	0	798
Flynn	0	0	1	1	401
Flynn	0	1	0	0	7688
Flynn	0	1	0	1	876
Flynn	0	1	1	0	1441
Flynn	0	1	1	1	290
Flynn	1	0	0	1	8101
Flynn	1	0	1	0	2961
Flynn	1	0	1	1	2224
Flynn	1	1	0	0	41701
Flynn	1	1	0	1	2774
Flynn	1	1	1	0	7894
Flynn	1	1	1	1	1696
Forde					1351
Forde	0	0	0	1	5630
Forde	0	0	1	0	1249
Forde	0	0	1	1	1173
Forde	0	1	0	0	10430
Forde	0	1	0	1	1445
Forde	0	1	1	0	2209
Forde	0	1	1	1	588
Forde	1	0	0	1	12153
Forde	1	0	1	0	4382
Forde	1	0	1	1	3894
Forde	1	1	0	0	44658
Forde	1	1	0	1	3934
Forde	1	1	1	0	8897
Forde	1	1	1	1	2623
Griffith					2318
Griffith	0	0	0	1	3600
Griffith	0	0	1	0	1612
Griffith	0	0	1	1	556
Griffith	0	1	0	0	4617
Griffith	0	1	0	1	339
Griffith	0	1	1	0	1081
Griffith	0	1	1	1	191
Griffith	1	0	0	1	5615
Griffith	1	0	1	0	5472
Griffith	1	0	1	1	2759
Griffith	1	1	0	0	37368
Griffith	1	1	0	1	848
Griffith	1	1	1	0	7029
Griffith	1	1	1	1	685
Groom					1155
Groom	0	0	0	1	4018
Groom	0	0	1	0	1120
Groom	0	0	1	1	693
Groom	0	1	0	0	7521
Groom	0	1	0	1	954
Groom	0	1	1	0	1896
Groom	0	1	1	1	474
Groom	1	0	0	1	8167
Groom	1	0	1	0	3601
Groom	1	0	1	1	2541
Groom	1	1	0	0	36039
Groom	1	1	0	1	2334
Groom	1	1	1	0	7974
Groom	1	1	1	1	2028
Herbert					1553
Herbert	0	0	0	1	4644
Herbert	0	0	1	0	1480
Herbert	0	0	1	1	780
Herbert	0	1	0	0	10104
Herbert	0	1	0	1	1290
Herbert	0	1	1	0	2183
Herbert	0	1	1	1	556
Herbert	1	0	0	1	7629
Herbert	1	0	1	0	3994
Herbert	1	0	1	1	2562
Herbert	1	1	0	0	37853
Herbert	1	1	0	1	2631
Herbert	1	1	1	0	7636
Herbert	1	1	1	1	1589
Hinkler					1016
Hinkler	0	0	0	1	4625
Hinkler	0	0	1	0	1098
Hinkler	0	0	1	1	638
Hinkler	0	1	0	0	8643
Hinkler	0	1	0	1	1200
Hinkler	0	1	1	0	1855
Hinkler	0	1	1	1	423
Hinkler	1	0	0	1	7510
Hinkler	1	0	1	0	2834
Hinkler	1	0	1	1	1734
Hinkler	1	1	0	0	26137
Hinkler	1	1	0	1	2178
Hinkler	1	1	1	0	5733
Hinkler	1	1	1	1	1418
Kennedy					1287
Kennedy	0	0	0	1	4554
Kennedy	0	0	1	0	853
Kennedy	0	0	1	1	579
Kennedy	0	1	0	0	9112
Kennedy	0	1	0	1	1481
Kennedy	0	1	1	0	1726
Kennedy	0	1	1	1	589
Kennedy	1	0	0	1	8547
Kennedy	1	0	1	0	2660
Kennedy	1	0	1	1	2078
Kennedy	1	1	0	0	34004
Kennedy	1	1	0	1	3426
Kennedy	1	1	1	0	6771
Kennedy	1	1	1	1	1803
Leichhardt					1779
Leichhardt	0	0	0	1	5280
Leichhardt	0	0	1	0	1549
Leichhardt	0	0	1	1	668
Leichhardt	0	1	0	0	11961
Leichhardt	0	1	0	1	1828
Leichhardt	0	1	1	0	1854
Leichhardt	0	1	1	1	640
Leichhardt	1	0	0	1	7662
Leichhardt	1	0	1	0	3447
Leichhardt	1	0	1	1	2054
Leichhardt	1	1	0	0	40432
Leichhardt	1	1	0	1	3654
Leichhardt	1	1	1	0	7243
Leichhardt	1	1	1	1	2041
Lilley					2089
Lilley	0	0	0	1	5554
Lilley	0	0	1	0	1524
Lilley	0	0	1	1	860
Lilley	0	1	0	0	5845
Lilley	0	1	0	1	661
Lilley	0	1	1	0	1301
Lilley	0	1	1	1	345
Lilley	1	0	0	1	8680
Lilley	1	0	1	0	5245
Lilley	1	0	1	1	3410
Lilley	1	1	0	0	40294
Lilley	1	1	0	1	1591
Lilley	1	1	1	0	7286
Lilley	1	1	1	1	1316
Longman					1052
Longman	0	0	0	1	5193
Longman	0	0	1	0	1425
Longman	0	0	1	1	842
Longman	0	1	0	0	10094
Longman	0	1	0	1	1372
Longman	0	1	1	0	2024
Longman	0	1	1	1	629
Longman	1	0	0	1	11357
Longman	1	0	1	0	4064
Longman	1	0	1	1	3448
Longman	1	1	0	0	37145
Longman	1	1	0	1	3544
Longman	1	1	1	0	8061
Longman	1	1	1	1	2212
Maranoa					1063
Maranoa	0	0	0	1	3765
Maranoa	0	0	1	0	705
Maranoa	0	0	1	1	366
Maranoa	0	1	0	0	7791
Maranoa	0	1	0	1	967
Maranoa	0	1	1	0	1487
Maranoa	0	1	1	1	332
Maranoa	1	0	0	1	7830
Maranoa	1	0	1	0	2564
Maranoa	1	0	1	1	1879
Maranoa	1	1	0	0	34386
Maranoa	1	1	0	1	2256
Maranoa	1	1	1	0	6784
Maranoa	1	1	1	1	1428
McPherson					1200
McPherson	0	0	0	1	5419
McPherson	0	0	1	0	1865
McPherson	0	0	1	1	927
McPherson	0	1	0	0	7144
McPherson	0	1	0	1	695
McPherson	0	1	1	0	1764
McPherson	0	1	1	1	426
McPherson	1	0	0	1	9453
McPherson	1	0	1	0	4788
McPherson	1	0	1	1	3200
McPherson	1	1	0	0	36102
McPherson	1	1	0	1	2143
McPherson	1	1	1	0	6735
McPherson	1	1	1	1	1445
Moncrieff					1548
Moncrieff	0	0	0	1	5550
Moncrieff	0	0	1	0	1772
Moncrieff	0	0	1	1	680
Moncrieff	0	1	0	0	6959
Moncrieff	0	1	0	1	762
Moncrieff	0	1	1	0	1483
Moncrieff	0	1	1	1	265
Moncrieff	1	0	0	1	7967
Moncrieff	1	0	1	0	4367
Moncrieff	1	0	1	1	2420
Moncrieff	1	1	0	0	29236
Moncrieff	1	1	0	1	1682
Moncrieff	1	1	1	0	5425
Moncrieff	1	1	1	1	853
Moreton					2231
Moreton	0	0	0	1	4810
Moreton	0	0	1	0	1887
Moreton	0	0	1	1	817
Moreton	0	1	0	0	5174
Moreton	0	1	0	1	566
Moreton	0	1	1	0	1444
Moreton	0	1	1	1	367
Moreton	1	0	0	1	9127
Moreton	1	0	1	0	6212
Moreton	1	0	1	1	3750
Moreton	1	1	0	0	40747
Moreton	1	1	0	1	1432
Moreton	1	1	1	0	8442
Moreton	1	1	1	1	1556
Oxley					1698
Oxley	0	0	0	1	5382
Oxley	0	0	1	0	1668
Oxley	0	0	1	1	1294
Oxley	0	1	0	0	8995
Oxley	0	1	0	1	1279
Oxley	0	1	1	0	2433
Oxley	0	1	1	1	730
Oxley	1	0	0	1	10371
Oxley	1	0	1	0	5840
Oxley	1	0	1	1	4385
Oxley	1	1	0	0	45811
Oxley	1	1	0	1	3530
Oxley	1	1	1	0	10158
Oxley	1	1	1	1	3082
Petrie					1410
Petrie	0	0	0	1	5822
Petrie	0	0	1	0	1522
Petrie	0	0	1	1	902
Petrie	0	1	0	0	9454
Petrie	0	1	0	1	1118
Petrie	0	1	1	0	2025
Petrie	0	1	1	1	488
Petrie	1	0	0	1	10106
Petrie	1	0	1	0	4624
Petrie	1	0	1	1	3351
Petrie	1	1	0	0	41623
Petrie	1	1	0	1	2916
Petrie	1	1	1	0	7943
Petrie	1	1	1	1	1953
Rankin					1758
Rankin	0	0	0	1	6560
Rankin	0	0	1	0	1676
Rankin	0	0	1	1	1258
Rankin	0	1	0	0	11297
Rankin	0	1	0	1	1722
Rankin	0	1	1	0	2621
Rankin	0	1	1	1	1046
Rankin	1	0	0	1	12681
Rankin	1	0	1	0	5216
Rankin	1	0	1	1	4683
Rankin	1	1	0	0	49255
Rankin	1	1	0	1	4252
Rankin	1	1	1	0	10354
Rankin	1	1	1	1	3291
Ryan					1826
Ryan	0	0	0	1	3269
Ryan	0	0	1	0	1831
Ryan	0	0	1	1	728
Ryan	0	1	0	0	4107
Ryan	0	1	0	1	321
Ryan	0	1	1	0	1371
Ryan	0	1	1	1	182
Ryan	1	0	0	1	8246
Ryan	1	0	1	0	8049
Ryan	1	0	1	1	4081
Ryan	1	1	0	0	41418
Ryan	1	1	0	1	1147
Ryan	1	1	1	0	9133
Ryan	1	1	1	1	1124
Wide Bay					906
Wide Bay	0	0	0	1	4671
Wide Bay	0	0	1	0	1184
Wide Bay	0	0	1	1	610
Wide Bay	0	1	0	0	7969
Wide Bay	0	1	0	1	1002
Wide Bay	0	1	1	0	1604
Wide Bay	0	1	1	1	403
Wide Bay	1	0	0	1	8221
Wide Bay	1	0	1	0	3082
Wide Bay	1	0	1	1	1941
Wide Bay	1	1	0	0	27833
Wide Bay	1	1	0	1	2228
Wide Bay	1	1	1	0	6235
Wide Bay	1	1	1	1	1441
Wright					899
Wright	0	0	0	1	3973
Wright	0	0	1	0	1028
Wright	0	0	1	1	652
Wright	0	1	0	0	7247
Wright	0	1	0	1	945
Wright	0	1	1	0	1570
Wright	0	1	1	1	455
Wright	1	0	0	1	12237
Wright	1	0	1	0	4525
Wright	1	0	1	1	4083
Wright	1	1	0	0	40234
Wright	1	1	0	1	3740
Wright	1	1	1	0	9321
Wright	1	1	1	1	2524
Adelaide					2277
Adelaide	0	0	0	1	4419
Adelaide	0	0	1	0	1929
Adelaide	0	0	1	1	848
Adelaide	0	1	0	0	4689
Adelaide	0	1	0	1	357
Adelaide	0	1	1	0	1308
Adelaide	0	1	1	1	211
Adelaide	1	0	0	1	7258
Adelaide	1	0	1	0	6259
Adelaide	1	0	1	1	3421
Adelaide	1	1	0	0	36171
Adelaide	1	1	0	1	850
Adelaide	1	1	1	0	6571
Adelaide	1	1	1	1	829
Barker					989
Barker	0	0	0	1	3905
Barker	0	0	1	0	1214
Barker	0	0	1	1	540
Barker	0	1	0	0	7058
Barker	0	1	0	1	673
Barker	0	1	1	0	1519
Barker	0	1	1	1	354
Barker	1	0	0	1	8319
Barker	1	0	1	0	3677
Barker	1	0	1	1	2627
Barker	1	1	0	0	32490
Barker	1	1	0	1	1906
Barker	1	1	1	0	7236
Barker	1	1	1	1	1367
Boothby					1364
Boothby	0	0	0	1	4464
Boothby	0	0	1	0	1691
Boothby	0	0	1	1	815
Boothby	0	1	0	0	4441
Boothby	0	1	0	1	314
Boothby	0	1	1	0	1329
Boothby	0	1	1	1	253
Boothby	1	0	0	1	9371
Boothby	1	0	1	0	7305
Boothby	1	0	1	1	4705
Boothby	1	1	0	0	35745
Boothby	1	1	0	1	1190
Boothby	1	1	1	0	7707
Boothby	1	1	1	1	1095
Grey					972
Grey	0	0	0	1	3779
Grey	0	0	1	0	1056
Grey	0	0	1	1	544
Grey	0	1	0	0	7409
Grey	0	1	0	1	894
Grey	0	1	1	0	1523
Grey	0	1	1	1	399
Grey	1	0	0	1	6956
Grey	1	0	1	0	2832
Grey	1	0	1	1	1902
Grey	1	1	0	0	29544
Grey	1	1	0	1	1913
Grey	1	1	1	0	6339
Grey	1	1	1	1	1132
Hindmarsh					1899
Hindmarsh	0	0	0	1	5237
Hindmarsh	0	0	1	0	1702
Hindmarsh	0	0	1	1	1017
Hindmarsh	0	1	0	0	4659
Hindmarsh	0	1	0	1	395
Hindmarsh	0	1	1	0	1080
Hindmarsh	0	1	1	1	213
Hindmarsh	1	0	0	1	9485
Hindmarsh	1	0	1	0	5664
Hindmarsh	1	0	1	1	4206
Hindmarsh	1	1	0	0	32886
Hindmarsh	1	1	0	1	1083
Hindmarsh	1	1	1	0	6074
Hindmarsh	1	1	1	1	931
Kingston					1116
Kingston	0	0	0	1	5321
Kingston	0	0	1	0	1759
