CED_NAME16	CountryOfBirth	persons
Banks		12793
Banks	AFG	17
Banks	AUS	87776
Banks	BGD	731
Banks	BIH	336
Banks	CAN	169
Banks	CHL	310
Banks	CHN	17113
Banks	DEU	372
Banks	EGY	1519
Banks	FJI	794
Banks	FRA	106
Banks	GBR	2772
Banks	GRC	1785
Banks	HKG	2942
Banks	HRV	599
Banks	IDN	1545
Banks	IND	2107
Banks	IRL	329
Banks	IRN	179
Banks	IRQ	181
Banks	ITA	973
Banks	JPN	301
Banks	KHM	76
Banks	KOR	555
Banks	LBN	2480
Banks	LKA	261
Banks	MKD	1475
Banks	MLT	263
Banks	MMR	123
Banks	MUS	219
Banks	MYS	1068
Banks	NLD	135
Banks	NPL	3079
Banks	NZL	2503
Banks	PAK	335
Banks	PHL	2162
Banks	PNG	82
Banks	POL	261
Banks	SGP	298
Banks	THA	628
Banks	TUR	159
Banks	TWN	439
Banks	USA	366
Banks	VNM	2529
Banks	ZAF	470
Banks	ZWE	90
Barton		21149
Barton	AFG	30
Barton	AUS	76742
Barton	BGD	2470
Barton	BIH	239
Barton	CAN	189
Barton	CHL	477
Barton	CHN	19935
Barton	DEU	338
Barton	EGY	1389
Barton	FJI	921
Barton	FRA	209
Barton	GBR	2608
Barton	GRC	5463
Barton	HKG	2489
Barton	HRV	510
Barton	IDN	2030
Barton	IND	2888
Barton	IRL	481
Barton	IRN	288
Barton	IRQ	148
Barton	ITA	2165
Barton	JPN	474
Barton	KHM	120
Barton	KOR	675
Barton	LBN	3933
Barton	LKA	210
Barton	MKD	3199
Barton	MLT	345
Barton	MMR	133
Barton	MUS	148
Barton	MYS	1164
Barton	NLD	113
Barton	NPL	6157
Barton	NZL	2598
Barton	PAK	382
Barton	PHL	3117
Barton	PNG	100
Barton	POL	347
Barton	SGP	434
Barton	THA	1196
Barton	TUR	419
Barton	TWN	547
Barton	USA	468
Barton	VNM	2954
Barton	ZAF	367
Barton	ZWE	104
Bennelong		12691
Bennelong	AFG	317
Bennelong	AUS	81526
Bennelong	BGD	555
Bennelong	BIH	103
Bennelong	CAN	284
Bennelong	CHL	234
Bennelong	CHN	22527
Bennelong	DEU	510
Bennelong	EGY	468
Bennelong	FJI	550
Bennelong	FRA	212
Bennelong	GBR	3947
Bennelong	GRC	457
Bennelong	HKG	5141
Bennelong	HRV	325
Bennelong	IDN	1625
Bennelong	IND	6344
Bennelong	IRL	481
Bennelong	IRN	1934
Bennelong	IRQ	267
Bennelong	ITA	1887
Bennelong	JPN	699
Bennelong	KHM	103
Bennelong	KOR	7676
Bennelong	LBN	1135
Bennelong	LKA	1694
Bennelong	MKD	125
Bennelong	MLT	170
Bennelong	MMR	279
Bennelong	MUS	152
Bennelong	MYS	2317
Bennelong	NLD	223
Bennelong	NPL	514
Bennelong	NZL	2102
Bennelong	PAK	602
Bennelong	PHL	2546
Bennelong	PNG	144
Bennelong	POL	341
Bennelong	SGP	779
Bennelong	THA	678
Bennelong	TUR	224
Bennelong	TWN	1099
Bennelong	USA	703
Bennelong	VNM	1281
Bennelong	ZAF	830
Bennelong	ZWE	158
Berowra		8919
Berowra	AFG	162
Berowra	AUS	93056
Berowra	BGD	134
Berowra	BIH	40
Berowra	CAN	337
Berowra	CHL	155
Berowra	CHN	6901
Berowra	DEU	665
Berowra	EGY	261
Berowra	FJI	370
Berowra	FRA	150
Berowra	GBR	7314
Berowra	GRC	167
Berowra	HKG	2299
Berowra	HRV	181
Berowra	IDN	553
Berowra	IND	3964
Berowra	IRL	418
Berowra	IRN	1025
Berowra	IRQ	63
Berowra	ITA	940
Berowra	JPN	331
Berowra	KHM	44
Berowra	KOR	1963
Berowra	LBN	751
Berowra	LKA	1704
Berowra	MKD	19
Berowra	MLT	172
Berowra	MMR	122
Berowra	MUS	104
Berowra	MYS	1699
Berowra	NLD	426
Berowra	NPL	215
Berowra	NZL	2218
Berowra	PAK	384
Berowra	PHL	1218
Berowra	PNG	136
Berowra	POL	350
Berowra	SGP	656
Berowra	THA	287
Berowra	TUR	89
Berowra	TWN	577
Berowra	USA	790
Berowra	VNM	523
Berowra	ZAF	2050
Berowra	ZWE	207
Blaxland		20493
Blaxland	AFG	3304
Blaxland	AUS	76707
Blaxland	BGD	1218
Blaxland	BIH	299
Blaxland	CAN	72
Blaxland	CHL	253
Blaxland	CHN	10955
Blaxland	DEU	390
Blaxland	EGY	1120
Blaxland	FJI	997
Blaxland	FRA	69
Blaxland	GBR	1151
Blaxland	GRC	1167
Blaxland	HKG	811
Blaxland	HRV	483
Blaxland	IDN	781
Blaxland	IND	3403
Blaxland	IRL	152
Blaxland	IRN	781
Blaxland	IRQ	2130
Blaxland	ITA	1208
Blaxland	JPN	98
Blaxland	KHM	417
Blaxland	KOR	1921
Blaxland	LBN	10519
Blaxland	LKA	1331
Blaxland	MKD	1242
Blaxland	MLT	265
Blaxland	MMR	685
Blaxland	MUS	235
Blaxland	MYS	743
Blaxland	NLD	84
Blaxland	NPL	2854
Blaxland	NZL	1918
Blaxland	PAK	4039
Blaxland	PHL	1982
Blaxland	PNG	49
Blaxland	POL	369
Blaxland	SGP	158
Blaxland	THA	503
Blaxland	TUR	2322
Blaxland	TWN	622
Blaxland	USA	203
Blaxland	VNM	13888
Blaxland	ZAF	160
Blaxland	ZWE	86
Bradfield		11189
Bradfield	AFG	70
Bradfield	AUS	85548
Bradfield	BGD	75
Bradfield	BIH	32
Bradfield	CAN	494
Bradfield	CHL	173
Bradfield	CHN	13965
Bradfield	DEU	698
Bradfield	EGY	206
Bradfield	FJI	260
Bradfield	FRA	267
Bradfield	GBR	8916
Bradfield	GRC	133
Bradfield	HKG	4316
Bradfield	HRV	134
Bradfield	IDN	936
Bradfield	IND	4246
Bradfield	IRL	503
Bradfield	IRN	2014
Bradfield	IRQ	46
Bradfield	ITA	572
Bradfield	JPN	1395
Bradfield	KHM	43
Bradfield	KOR	4333
Bradfield	LBN	252
Bradfield	LKA	831
Bradfield	MKD	39
Bradfield	MLT	45
Bradfield	MMR	116
Bradfield	MUS	101
Bradfield	MYS	2008
Bradfield	NLD	453
Bradfield	NPL	831
Bradfield	NZL	2816
Bradfield	PAK	304
Bradfield	PHL	1517
Bradfield	PNG	381
Bradfield	POL	327
Bradfield	SGP	999
Bradfield	THA	526
Bradfield	TUR	136
Bradfield	TWN	1391
Bradfield	USA	1256
Bradfield	VNM	659
Bradfield	ZAF	4380
Bradfield	ZWE	342
Calare		15928
Calare	AFG	26
Calare	AUS	133380
Calare	BGD	74
Calare	BIH	28
Calare	CAN	155
Calare	CHL	39
Calare	CHN	396
Calare	DEU	463
Calare	EGY	54
Calare	FJI	138
Calare	FRA	80
Calare	GBR	3888
Calare	GRC	97
Calare	HKG	86
Calare	HRV	100
Calare	IDN	69
Calare	IND	695
Calare	IRL	207
Calare	IRN	66
Calare	IRQ	62
Calare	ITA	253
Calare	JPN	60
Calare	KHM	29
Calare	KOR	116
Calare	LBN	84
Calare	LKA	137
Calare	MKD	26
Calare	MLT	77
Calare	MMR	19
Calare	MUS	16
Calare	MYS	139
Calare	NLD	374
Calare	NPL	165
Calare	NZL	1613
Calare	PAK	76
Calare	PHL	589
Calare	PNG	69
Calare	POL	103
Calare	SGP	59
Calare	THA	155
Calare	TUR	22
Calare	TWN	37
Calare	USA	288
Calare	VNM	185
Calare	ZAF	436
Calare	ZWE	158
Chifley		20990
Chifley	AFG	1249
Chifley	AUS	89846
Chifley	BGD	1455
Chifley	BIH	283
Chifley	CAN	85
Chifley	CHL	338
Chifley	CHN	1674
Chifley	DEU	487
Chifley	EGY	1154
Chifley	FJI	4604
Chifley	FRA	60
Chifley	GBR	2861
Chifley	GRC	360
Chifley	HKG	275
Chifley	HRV	514
Chifley	IDN	604
Chifley	IND	9473
Chifley	IRL	242
Chifley	IRN	483
Chifley	IRQ	1406
Chifley	ITA	528
Chifley	JPN	60
Chifley	KHM	83
Chifley	KOR	452
Chifley	LBN	926
Chifley	LKA	1421
Chifley	MKD	116
Chifley	MLT	1225
Chifley	MMR	362
Chifley	MUS	349
Chifley	MYS	383
Chifley	NLD	246
Chifley	NPL	594
Chifley	NZL	4866
Chifley	PAK	2835
Chifley	PHL	15154
Chifley	PNG	50
Chifley	POL	524
Chifley	SGP	167
Chifley	THA	305
Chifley	TUR	651
Chifley	TWN	76
Chifley	USA	283
Chifley	VNM	575
Chifley	ZAF	467
Chifley	ZWE	101
Cook		12185
Cook	AFG	9
Cook	AUS	100833
Cook	BGD	120
Cook	BIH	184
Cook	CAN	266
Cook	CHL	296
Cook	CHN	3012
Cook	DEU	503
Cook	EGY	1271
Cook	FJI	316
Cook	FRA	153
Cook	GBR	5120
Cook	GRC	2066
Cook	HKG	629
Cook	HRV	333
Cook	IDN	375
Cook	IND	754
Cook	IRL	488
Cook	IRN	117
Cook	IRQ	72
Cook	ITA	1003
Cook	JPN	176
Cook	KHM	69
Cook	KOR	164
Cook	LBN	631
Cook	LKA	88
Cook	MKD	672
Cook	MLT	317
Cook	MMR	37
Cook	MUS	74
Cook	MYS	399
Cook	NLD	264
Cook	NPL	128
Cook	NZL	2209
Cook	PAK	86
Cook	PHL	890
Cook	PNG	86
Cook	POL	257
Cook	SGP	205
Cook	THA	352
Cook	TUR	197
Cook	TWN	114
Cook	USA	438
Cook	VNM	360
Cook	ZAF	670
Cook	ZWE	76
Cowper		14992
Cowper	AFG	108
Cowper	AUS	127858
Cowper	BGD	18
Cowper	BIH	16
Cowper	CAN	274
Cowper	CHL	49
Cowper	CHN	302
Cowper	DEU	750
Cowper	EGY	103
Cowper	FJI	179
Cowper	FRA	139
Cowper	GBR	6862
Cowper	GRC	49
Cowper	HKG	104
Cowper	HRV	51
Cowper	IDN	81
Cowper	IND	657
Cowper	IRL	323
Cowper	IRN	61
Cowper	IRQ	18
Cowper	ITA	250
Cowper	JPN	113
Cowper	KHM	14
Cowper	KOR	77
Cowper	LBN	39
Cowper	LKA	58
Cowper	MKD	11
Cowper	MLT	110
Cowper	MMR	314
Cowper	MUS	22
Cowper	MYS	187
Cowper	NLD	536
Cowper	NPL	33
Cowper	NZL	2092
Cowper	PAK	81
Cowper	PHL	592
Cowper	PNG	145
Cowper	POL	92
Cowper	SGP	63
Cowper	THA	224
Cowper	TUR	29
Cowper	TWN	63
Cowper	USA	455
Cowper	VNM	109
Cowper	ZAF	531
Cowper	ZWE	108
Cunningham		14310
Cunningham	AFG	34
Cunningham	AUS	111463
Cunningham	BGD	96
Cunningham	BIH	231
Cunningham	CAN	339
Cunningham	CHL	371
Cunningham	CHN	2891
Cunningham	DEU	801
Cunningham	EGY	144
Cunningham	FJI	163
Cunningham	FRA	171
Cunningham	GBR	7016
Cunningham	GRC	604
Cunningham	HKG	189
Cunningham	HRV	679
Cunningham	IDN	265
Cunningham	IND	1319
Cunningham	IRL	379
Cunningham	IRN	375
Cunningham	IRQ	385
Cunningham	ITA	2211
Cunningham	JPN	163
Cunningham	KHM	17
Cunningham	KOR	268
Cunningham	LBN	388
Cunningham	LKA	263
Cunningham	MKD	2133
Cunningham	MLT	234
Cunningham	MMR	197
Cunningham	MUS	27
Cunningham	MYS	369
Cunningham	NLD	571
Cunningham	NPL	66
Cunningham	NZL	1734
Cunningham	PAK	251
Cunningham	PHL	731
Cunningham	PNG	77
Cunningham	POL	276
Cunningham	SGP	108
Cunningham	THA	516
Cunningham	TUR	452
Cunningham	TWN	97
Cunningham	USA	586
Cunningham	VNM	800
Cunningham	ZAF	512
Cunningham	ZWE	104
Dobell		12339
Dobell	AFG	18
Dobell	AUS	123559
Dobell	BGD	33
Dobell	BIH	30
Dobell	CAN	196
Dobell	CHL	124
Dobell	CHN	550
Dobell	DEU	468
Dobell	EGY	147
Dobell	FJI	164
Dobell	FRA	108
Dobell	GBR	7301
Dobell	GRC	158
Dobell	HKG	90
Dobell	HRV	113
Dobell	IDN	166
Dobell	IND	629
Dobell	IRL	470
Dobell	IRN	53
Dobell	IRQ	32
Dobell	ITA	425
Dobell	JPN	88
Dobell	KHM	33
Dobell	KOR	195
Dobell	LBN	91
Dobell	LKA	89
Dobell	MKD	16
Dobell	MLT	328
Dobell	MMR	28
Dobell	MUS	73
Dobell	MYS	175
Dobell	NLD	431
Dobell	NPL	37
Dobell	NZL	2526
Dobell	PAK	77
Dobell	PHL	862
Dobell	PNG	113
Dobell	POL	128
Dobell	SGP	63
Dobell	THA	227
Dobell	TUR	20
Dobell	TWN	43
Dobell	USA	395
Dobell	VNM	135
Dobell	ZAF	586
Dobell	ZWE	132
Eden-Monaro		15061
Eden-Monaro	AFG	15
Eden-Monaro	AUS	114864
Eden-Monaro	BGD	178
Eden-Monaro	BIH	44
Eden-Monaro	CAN	295
Eden-Monaro	CHL	76
Eden-Monaro	CHN	347
Eden-Monaro	DEU	920
Eden-Monaro	EGY	77
Eden-Monaro	FJI	183
Eden-Monaro	FRA	136
Eden-Monaro	GBR	5849
Eden-Monaro	GRC	188
Eden-Monaro	HKG	100
Eden-Monaro	HRV	249
Eden-Monaro	IDN	143
Eden-Monaro	IND	992
Eden-Monaro	IRL	270
Eden-Monaro	IRN	49
Eden-Monaro	IRQ	21
Eden-Monaro	ITA	582
Eden-Monaro	JPN	79
Eden-Monaro	KHM	23
Eden-Monaro	KOR	102
Eden-Monaro	LBN	64
Eden-Monaro	LKA	140
Eden-Monaro	MKD	543
Eden-Monaro	MLT	136
Eden-Monaro	MMR	31
Eden-Monaro	MUS	22
Eden-Monaro	MYS	194
Eden-Monaro	NLD	539
Eden-Monaro	NPL	142
Eden-Monaro	NZL	1879
Eden-Monaro	PAK	127
Eden-Monaro	PHL	698
Eden-Monaro	PNG	154
Eden-Monaro	POL	169
Eden-Monaro	SGP	98
Eden-Monaro	THA	230
Eden-Monaro	TUR	42
Eden-Monaro	TWN	107
Eden-Monaro	USA	631
Eden-Monaro	VNM	150
Eden-Monaro	ZAF	495
Eden-Monaro	ZWE	103
Farrer		17725
Farrer	AFG	159
Farrer	AUS	131888
Farrer	BGD	106
Farrer	BIH	8
Farrer	CAN	101
Farrer	CHL	27
Farrer	CHN	275
Farrer	DEU	513
Farrer	EGY	49
Farrer	FJI	306
Farrer	FRA	59
Farrer	GBR	3203
Farrer	GRC	86
Farrer	HKG	89
Farrer	HRV	79
Farrer	IDN	41
Farrer	IND	1837
Farrer	IRL	181
Farrer	IRN	45
Farrer	IRQ	17
Farrer	ITA	1527
Farrer	JPN	53
Farrer	KHM	9
Farrer	KOR	119
Farrer	LBN	33
Farrer	LKA	203
Farrer	MKD	10
Farrer	MLT	58
Farrer	MMR	21
Farrer	MUS	18
Farrer	MYS	219
Farrer	NLD	452
Farrer	NPL	239
Farrer	NZL	1743
Farrer	PAK	180
Farrer	PHL	846
Farrer	PNG	63
Farrer	POL	50
Farrer	SGP	45
Farrer	THA	177
Farrer	TUR	102
Farrer	TWN	240
Farrer	USA	228
Farrer	VNM	61
Farrer	ZAF	392
Farrer	ZWE	109
Fowler		23912
Fowler	AFG	219
Fowler	AUS	65670
Fowler	BGD	285
Fowler	BIH	1144
Fowler	CAN	54
Fowler	CHL	1136
Fowler	CHN	3577
Fowler	DEU	444
Fowler	EGY	521
Fowler	FJI	1715
Fowler	FRA	81
Fowler	GBR	1202
Fowler	GRC	508
Fowler	HKG	392
Fowler	HRV	2082
Fowler	IDN	461
Fowler	IND	2589
Fowler	IRL	116
Fowler	IRN	1092
Fowler	IRQ	11246
Fowler	ITA	2422
Fowler	JPN	69
Fowler	KHM	5568
Fowler	KOR	129
Fowler	LBN	1820
Fowler	LKA	246
Fowler	MKD	797
Fowler	MLT	479
Fowler	MMR	304
Fowler	MUS	175
Fowler	MYS	539
Fowler	NLD	97
Fowler	NPL	201
Fowler	NZL	2390
Fowler	PAK	531
Fowler	PHL	2196
Fowler	PNG	22
Fowler	POL	515
Fowler	SGP	92
Fowler	THA	1211
Fowler	TUR	445
Fowler	TWN	135
Fowler	USA	151
Fowler	VNM	24999
Fowler	ZAF	129
Fowler	ZWE	126
Gilmore		14039
Gilmore	AFG	4
Gilmore	AUS	118585
Gilmore	BGD	31
Gilmore	BIH	34
Gilmore	CAN	223
Gilmore	CHL	100
Gilmore	CHN	340
Gilmore	DEU	906
Gilmore	EGY	89
Gilmore	FJI	92
Gilmore	FRA	108
Gilmore	GBR	8492
Gilmore	GRC	214
Gilmore	HKG	85
Gilmore	HRV	276
Gilmore	IDN	119
Gilmore	IND	365
Gilmore	IRL	322
Gilmore	IRN	27
Gilmore	IRQ	24
Gilmore	ITA	479
