CED_NAME16	CountryOfBirth	persons
Gilmore	JPN	66
Gilmore	KHM	15
Gilmore	KOR	66
Gilmore	LBN	55
Gilmore	LKA	67
Gilmore	MKD	60
Gilmore	MLT	282
Gilmore	MMR	16
Gilmore	MUS	58
Gilmore	MYS	107
Gilmore	NLD	625
Gilmore	NPL	50
Gilmore	NZL	1890
Gilmore	PAK	26
Gilmore	PHL	487
Gilmore	PNG	89
Gilmore	POL	145
Gilmore	SGP	67
Gilmore	THA	200
Gilmore	TUR	22
Gilmore	TWN	10
Gilmore	USA	479
Gilmore	VNM	119
Gilmore	ZAF	428
Gilmore	ZWE	69
Grayndler		18150
Grayndler	AFG	15
Grayndler	AUS	88299
Grayndler	BGD	316
Grayndler	BIH	89
Grayndler	CAN	542
Grayndler	CHL	311
Grayndler	CHN	4175
Grayndler	DEU	695
Grayndler	EGY	267
Grayndler	FJI	412
Grayndler	FRA	474
Grayndler	GBR	8208
Grayndler	GRC	2003
Grayndler	HKG	682
Grayndler	HRV	224
Grayndler	IDN	696
Grayndler	IND	1777
Grayndler	IRL	1159
Grayndler	IRN	251
Grayndler	IRQ	80
Grayndler	ITA	2674
Grayndler	JPN	504
Grayndler	KHM	88
Grayndler	KOR	628
Grayndler	LBN	732
Grayndler	LKA	283
Grayndler	MKD	193
Grayndler	MLT	223
Grayndler	MMR	112
Grayndler	MUS	132
Grayndler	MYS	745
Grayndler	NLD	293
Grayndler	NPL	1802
Grayndler	NZL	3525
Grayndler	PAK	103
Grayndler	PHL	1590
Grayndler	PNG	130
Grayndler	POL	397
Grayndler	SGP	350
Grayndler	THA	1206
Grayndler	TUR	344
Grayndler	TWN	285
Grayndler	USA	1287
Grayndler	VNM	2202
Grayndler	ZAF	778
Grayndler	ZWE	97
Greenway		13864
Greenway	AFG	1088
Greenway	AUS	92773
Greenway	BGD	1001
Greenway	BIH	220
Greenway	CAN	212
Greenway	CHL	322
Greenway	CHN	3200
Greenway	DEU	477
Greenway	EGY	778
Greenway	FJI	2390
Greenway	FRA	106
Greenway	GBR	3692
Greenway	GRC	349
Greenway	HKG	683
Greenway	HRV	499
Greenway	IDN	876
Greenway	IND	18629
Greenway	IRL	371
Greenway	IRN	1107
Greenway	IRQ	256
Greenway	ITA	788
Greenway	JPN	95
Greenway	KHM	68
Greenway	KOR	1063
Greenway	LBN	967
Greenway	LKA	4601
Greenway	MKD	62
Greenway	MLT	1181
Greenway	MMR	460
Greenway	MUS	354
Greenway	MYS	978
Greenway	NLD	243
Greenway	NPL	870
Greenway	NZL	3159
Greenway	PAK	1253
Greenway	PHL	6483
Greenway	PNG	93
Greenway	POL	414
Greenway	SGP	408
Greenway	THA	311
Greenway	TUR	661
Greenway	TWN	207
Greenway	USA	557
Greenway	VNM	415
Greenway	ZAF	1272
Greenway	ZWE	230
Hughes		8785
Hughes	AFG	4
Hughes	AUS	110189
Hughes	BGD	290
Hughes	BIH	133
Hughes	CAN	238
Hughes	CHL	262
Hughes	CHN	1808
Hughes	DEU	561
Hughes	EGY	864
Hughes	FJI	703
Hughes	FRA	129
Hughes	GBR	5653
Hughes	GRC	625
Hughes	HKG	443
Hughes	HRV	244
Hughes	IDN	538
Hughes	IND	1742
Hughes	IRL	521
Hughes	IRN	87
Hughes	IRQ	113
Hughes	ITA	690
Hughes	JPN	154
Hughes	KHM	78
Hughes	KOR	149
Hughes	LBN	652
Hughes	LKA	225
Hughes	MKD	474
Hughes	MLT	229
Hughes	MMR	39
Hughes	MUS	216
Hughes	MYS	449
Hughes	NLD	304
Hughes	NPL	236
Hughes	NZL	2042
Hughes	PAK	173
Hughes	PHL	1159
Hughes	PNG	100
Hughes	POL	309
Hughes	SGP	181
Hughes	THA	294
Hughes	TUR	93
Hughes	TWN	80
Hughes	USA	460
Hughes	VNM	648
Hughes	ZAF	837
Hughes	ZWE	94
Hume		11399
Hume	AFG	42
Hume	AUS	122813
Hume	BGD	56
Hume	BIH	45
Hume	CAN	183
Hume	CHL	202
Hume	CHN	391
Hume	DEU	581
Hume	EGY	144
Hume	FJI	261
Hume	FRA	101
Hume	GBR	6406
Hume	GRC	182
Hume	HKG	85
Hume	HRV	224
Hume	IDN	109
Hume	IND	480
Hume	IRL	410
Hume	IRN	78
Hume	IRQ	103
Hume	ITA	518
Hume	JPN	39
Hume	KHM	67
Hume	KOR	109
Hume	LBN	257
Hume	LKA	102
Hume	MKD	75
Hume	MLT	401
Hume	MMR	21
Hume	MUS	89
Hume	MYS	145
Hume	NLD	412
Hume	NPL	56
Hume	NZL	1704
Hume	PAK	115
Hume	PHL	542
Hume	PNG	74
Hume	POL	170
Hume	SGP	91
Hume	THA	170
Hume	TUR	33
Hume	TWN	56
Hume	USA	367
Hume	VNM	143
Hume	ZAF	465
Hume	ZWE	120
Hunter		11561
Hunter	AFG	13
Hunter	AUS	132545
Hunter	BGD	60
Hunter	BIH	25
Hunter	CAN	168
Hunter	CHL	61
Hunter	CHN	301
Hunter	DEU	514
Hunter	EGY	37
Hunter	FJI	141
Hunter	FRA	63
Hunter	GBR	4377
Hunter	GRC	47
Hunter	HKG	74
Hunter	HRV	70
Hunter	IDN	88
Hunter	IND	476
Hunter	IRL	262
Hunter	IRN	35
Hunter	IRQ	24
Hunter	ITA	177
Hunter	JPN	45
Hunter	KHM	38
Hunter	KOR	101
Hunter	LBN	49
Hunter	LKA	112
Hunter	MKD	41
Hunter	MLT	87
Hunter	MMR	36
Hunter	MUS	37
Hunter	MYS	145
Hunter	NLD	408
Hunter	NPL	27
Hunter	NZL	2185
Hunter	PAK	76
Hunter	PHL	655
Hunter	PNG	133
Hunter	POL	92
Hunter	SGP	50
Hunter	THA	219
Hunter	TUR	24
Hunter	TWN	32
Hunter	USA	342
Hunter	VNM	102
Hunter	ZAF	538
Hunter	ZWE	117
Kingsford Smith		25151
Kingsford Smith	AFG	51
Kingsford Smith	AUS	87960
Kingsford Smith	BGD	1521
Kingsford Smith	BIH	141
Kingsford Smith	CAN	520
Kingsford Smith	CHL	755
Kingsford Smith	CHN	12552
Kingsford Smith	DEU	842
Kingsford Smith	EGY	904
Kingsford Smith	FJI	561
Kingsford Smith	FRA	1078
Kingsford Smith	GBR	7942
Kingsford Smith	GRC	2182
Kingsford Smith	HKG	2069
Kingsford Smith	HRV	345
Kingsford Smith	IDN	4233
Kingsford Smith	IND	2096
Kingsford Smith	IRL	3075
Kingsford Smith	IRN	566
Kingsford Smith	IRQ	660
Kingsford Smith	ITA	1349
Kingsford Smith	JPN	554
Kingsford Smith	KHM	127
Kingsford Smith	KOR	773
Kingsford Smith	LBN	525
Kingsford Smith	LKA	391
Kingsford Smith	MKD	87
Kingsford Smith	MLT	445
Kingsford Smith	MMR	136
Kingsford Smith	MUS	165
Kingsford Smith	MYS	2294
Kingsford Smith	NLD	317
Kingsford Smith	NPL	211
Kingsford Smith	NZL	3309
Kingsford Smith	PAK	359
Kingsford Smith	PHL	2211
Kingsford Smith	PNG	158
Kingsford Smith	POL	623
Kingsford Smith	SGP	825
Kingsford Smith	THA	1072
Kingsford Smith	TUR	527
Kingsford Smith	TWN	558
Kingsford Smith	USA	1067
Kingsford Smith	VNM	981
Kingsford Smith	ZAF	1804
Kingsford Smith	ZWE	167
Lindsay		14569
Lindsay	AFG	233
Lindsay	AUS	121261
Lindsay	BGD	297
Lindsay	BIH	140
Lindsay	CAN	146
Lindsay	CHL	189
Lindsay	CHN	1072
Lindsay	DEU	720
Lindsay	EGY	487
Lindsay	FJI	937
Lindsay	FRA	83
Lindsay	GBR	6714
Lindsay	GRC	387
Lindsay	HKG	154
Lindsay	HRV	446
Lindsay	IDN	261
Lindsay	IND	3301
Lindsay	IRL	528
Lindsay	IRN	327
Lindsay	IRQ	292
Lindsay	ITA	715
Lindsay	JPN	66
Lindsay	KHM	68
Lindsay	KOR	278
Lindsay	LBN	574
Lindsay	LKA	636
Lindsay	MKD	100
Lindsay	MLT	1021
Lindsay	MMR	68
Lindsay	MUS	176
Lindsay	MYS	301
Lindsay	NLD	478
Lindsay	NPL	323
Lindsay	NZL	3209
Lindsay	PAK	556
Lindsay	PHL	2836
Lindsay	PNG	78
Lindsay	POL	318
Lindsay	SGP	147
Lindsay	THA	347
Lindsay	TUR	129
Lindsay	TWN	97
Lindsay	USA	304
Lindsay	VNM	334
Lindsay	ZAF	587
Lindsay	ZWE	235
Lyne		12773
Lyne	AFG	3
Lyne	AUS	121087
Lyne	BGD	25
Lyne	BIH	8
Lyne	CAN	160
Lyne	CHL	49
Lyne	CHN	173
Lyne	DEU	564
Lyne	EGY	75
Lyne	FJI	56
Lyne	FRA	80
Lyne	GBR	5513
Lyne	GRC	56
Lyne	HKG	46
Lyne	HRV	66
Lyne	IDN	74
Lyne	IND	263
Lyne	IRL	207
Lyne	IRN	19
Lyne	IRQ	16
Lyne	ITA	178
Lyne	JPN	36
Lyne	KHM	18
Lyne	KOR	53
Lyne	LBN	31
Lyne	LKA	47
Lyne	MKD	8
Lyne	MLT	138
Lyne	MMR	14
Lyne	MUS	28
Lyne	MYS	102
Lyne	NLD	502
Lyne	NPL	18
Lyne	NZL	1489
Lyne	PAK	17
Lyne	PHL	408
Lyne	PNG	81
Lyne	POL	84
Lyne	SGP	32
Lyne	THA	123
Lyne	TUR	9
Lyne	TWN	11
Lyne	USA	314
Lyne	VNM	40
Lyne	ZAF	326
Lyne	ZWE	73
Macarthur		17404
Macarthur	AFG	293
Macarthur	AUS	106826
Macarthur	BGD	2118
Macarthur	BIH	249
Macarthur	CAN	132
Macarthur	CHL	821
Macarthur	CHN	1358
Macarthur	DEU	498
Macarthur	EGY	654
Macarthur	FJI	2333
Macarthur	FRA	88
Macarthur	GBR	5375
Macarthur	GRC	271
Macarthur	HKG	232
Macarthur	HRV	430
Macarthur	IDN	487
Macarthur	IND	3395
Macarthur	IRL	378
Macarthur	IRN	227
Macarthur	IRQ	848
Macarthur	ITA	754
Macarthur	JPN	74
Macarthur	KHM	401
Macarthur	KOR	146
Macarthur	LBN	1112
Macarthur	LKA	550
Macarthur	MKD	196
Macarthur	MLT	412
Macarthur	MMR	74
Macarthur	MUS	452
Macarthur	MYS	387
Macarthur	NLD	259
Macarthur	NPL	728
Macarthur	NZL	4024
Macarthur	PAK	951
Macarthur	PHL	3561
Macarthur	PNG	88
Macarthur	POL	424
Macarthur	SGP	120
Macarthur	THA	527
Macarthur	TUR	83
Macarthur	TWN	98
Macarthur	USA	317
Macarthur	VNM	686
Macarthur	ZAF	971
Macarthur	ZWE	203
Mackellar		13121
Mackellar	AFG	39
Mackellar	AUS	101567
Mackellar	BGD	54
Mackellar	BIH	131
Mackellar	CAN	573
Mackellar	CHL	181
Mackellar	CHN	2078
Mackellar	DEU	1107
Mackellar	EGY	212
Mackellar	FJI	179
Mackellar	FRA	407
Mackellar	GBR	12220
Mackellar	GRC	140
Mackellar	HKG	423
Mackellar	HRV	497
Mackellar	IDN	341
Mackellar	IND	1192
Mackellar	IRL	612
Mackellar	IRN	472
Mackellar	IRQ	31
Mackellar	ITA	1268
Mackellar	JPN	422
Mackellar	KHM	35
Mackellar	KOR	402
Mackellar	LBN	147
Mackellar	LKA	94
Mackellar	MKD	34
Mackellar	MLT	81
Mackellar	MMR	31
Mackellar	MUS	47
