CED_NAME16	Age	MaritalStatus	Registered	adults
North Sydney	15-19	Never married		6388
North Sydney	20-24	Married	0	865
North Sydney	20-24	Married	1	232
North Sydney	20-24	Never married		6666
North Sydney	25-34	Married	0	6047
North Sydney	25-34	Married	1	9634
North Sydney	25-34	Never married		10380
North Sydney	35-44	Married	0	2947
North Sydney	35-44	Married	1	15719
North Sydney	35-44	Never married		6172
North Sydney	45-54	Married	0	1832
North Sydney	45-54	Married	1	12458
North Sydney	45-54	Never married		5118
North Sydney	55-64	Married	0	1132
North Sydney	55-64	Married	1	9292
North Sydney	55-64	Never married		4728
North Sydney	65-74	Married	0	621
North Sydney	65-74	Married	1	7033
North Sydney	65-74	Never married		3793
North Sydney	75-84	Married	0	136
North Sydney	75-84	Married	1	3025
North Sydney	75-84	Never married		2510
North Sydney	85+	Married	0	29
North Sydney	85+	Married	1	760
North Sydney	85+	Never married		1598
Page	15-19	Married	0	134
Page	15-19	Married	1	18
Page	15-19	Never married		8481
Page	20-24	Married	0	1111
Page	20-24	Married	1	319
Page	20-24	Never married		4619
Page	25-34	Married	0	2748
Page	25-34	Married	1	4503
Page	25-34	Never married		5185
Page	35-44	Married	0	2646
Page	35-44	Married	1	7896
Page	35-44	Never married		4903
Page	45-54	Married	0	2652
Page	45-54	Married	1	10128
Page	45-54	Never married		6507
Page	55-64	Married	0	2283
Page	55-64	Married	1	12563
Page	55-64	Never married		7352
Page	65-74	Married	0	1074
Page	65-74	Married	1	10777
Page	65-74	Never married		5435
Page	75-84	Married	0	246
Page	75-84	Married	1	5098
Page	75-84	Never married		3805
Page	85+	Married	0	46
Page	85+	Married	1	1081
Page	85+	Never married		2042
Parkes	15-19	Married	0	191
Parkes	15-19	Married	1	4
Parkes	15-19	Never married		7066
Parkes	20-24	Married	0	1702
Parkes	20-24	Married	1	393
Parkes	20-24	Never married		4844
Parkes	25-34	Married	0	3746
Parkes	25-34	Married	1	5870
Parkes	25-34	Never married		6213
Parkes	35-44	Married	0	2287
Parkes	35-44	Married	1	8243
Parkes	35-44	Never married		4419
Parkes	45-54	Married	0	2145
Parkes	45-54	Married	1	9453
Parkes	45-54	Never married		5658
Parkes	55-64	Married	0	1399
Parkes	55-64	Married	1	10332
Parkes	55-64	Never married		5645
Parkes	65-74	Married	0	632
Parkes	65-74	Married	1	7886
Parkes	65-74	Never married		4622
Parkes	75-84	Married	0	154
Parkes	75-84	Married	1	3810
Parkes	75-84	Never married		3458
Parkes	85+	Married	0	21
Parkes	85+	Married	1	723
Parkes	85+	Never married		1528
Parramatta	15-19	Married	0	37
Parramatta	15-19	Married	1	20
Parramatta	15-19	Never married		8437
Parramatta	20-24	Married	0	615
Parramatta	20-24	Married	1	964
Parramatta	20-24	Never married		9975
Parramatta	25-34	Married	0	2602
Parramatta	25-34	Married	1	20405
Parramatta	25-34	Never married		14328
Parramatta	35-44	Married	0	1500
Parramatta	35-44	Married	1	18677
Parramatta	35-44	Never married		6676
Parramatta	45-54	Married	0	1150
Parramatta	45-54	Married	1	11725
Parramatta	45-54	Never married		6063
Parramatta	55-64	Married	0	709
Parramatta	55-64	Married	1	9491
Parramatta	55-64	Never married		5445
Parramatta	65-74	Married	0	290
Parramatta	65-74	Married	1	5934
Parramatta	65-74	Never married		3554
Parramatta	75-84	Married	0	114
Parramatta	75-84	Married	1	2875
Parramatta	75-84	Never married		2412
Parramatta	85+	Married	0	10
Parramatta	85+	Married	1	574
Parramatta	85+	Never married		1269
Paterson	15-19	Married	0	148
Paterson	15-19	Married	1	3
Paterson	15-19	Never married		8533
Paterson	20-24	Married	0	1609
Paterson	20-24	Married	1	399
Paterson	20-24	Never married		5876
Paterson	25-34	Married	0	3988
Paterson	25-34	Married	1	6847
Paterson	25-34	Never married		6020
Paterson	35-44	Married	0	2663
Paterson	35-44	Married	1	9842
Paterson	35-44	Never married		4787
Paterson	45-54	Married	0	2055
Paterson	45-54	Married	1	10495
Paterson	45-54	Never married		5459
Paterson	55-64	Married	0	1327
Paterson	55-64	Married	1	11051
Paterson	55-64	Never married		5038
Paterson	65-74	Married	0	660
Paterson	65-74	Married	1	9830
Paterson	65-74	Never married		4406
Paterson	75-84	Married	0	158
Paterson	75-84	Married	1	4232
Paterson	75-84	Never married		3027
Paterson	85+	Married	0	35
Paterson	85+	Married	1	713
Paterson	85+	Never married		1505
Reid	15-19	Married	0	53
Reid	15-19	Married	1	11
Reid	15-19	Never married		8225
Reid	20-24	Married	0	1106
Reid	20-24	Married	1	651
Reid	20-24	Never married		12421
Reid	25-34	Married	0	4660
Reid	25-34	Married	1	14406
Reid	25-34	Never married		16514
Reid	35-44	Married	0	2085
Reid	35-44	Married	1	15490
Reid	35-44	Never married		6103
Reid	45-54	Married	0	1441
Reid	45-54	Married	1	12863
Reid	45-54	Never married		5526
Reid	55-64	Married	0	975
Reid	55-64	Married	1	10590
Reid	55-64	Never married		4806
Reid	65-74	Married	0	413
Reid	65-74	Married	1	6981
Reid	65-74	Never married		3209
Reid	75-84	Married	0	102
Reid	75-84	Married	1	3458
Reid	75-84	Never married		2586
Reid	85+	Married	0	24
Reid	85+	Married	1	831
Reid	85+	Never married		1676
Richmond	15-19	Married	0	85
Richmond	15-19	Married	1	13
Richmond	15-19	Never married		7318
Richmond	20-24	Married	0	775
Richmond	20-24	Married	1	156
Richmond	20-24	Never married		4435
Richmond	25-34	Married	0	2895
Richmond	25-34	Married	1	4041
Richmond	25-34	Never married		5314
Richmond	35-44	Married	0	2910
Richmond	35-44	Married	1	8270
Richmond	35-44	Never married		4767
Richmond	45-54	Married	0	2691
Richmond	45-54	Married	1	9403
Richmond	45-54	Never married		6334
Richmond	55-64	Married	0	2170
Richmond	55-64	Married	1	10982
Richmond	55-64	Never married		7291
Richmond	65-74	Married	0	1095
Richmond	65-74	Married	1	10001
Richmond	65-74	Never married		5686
Richmond	75-84	Married	0	278
Richmond	75-84	Married	1	5159
Richmond	75-84	Never married		4018
Richmond	85+	Married	0	48
Richmond	85+	Married	1	1263
Richmond	85+	Never married		2439
Riverina	15-19	Married	0	223
Riverina	15-19	Married	1	8
Riverina	15-19	Never married		8169
Riverina	20-24	Married	0	1754
Riverina	20-24	Married	1	393
Riverina	20-24	Never married		5388
Riverina	25-34	Married	0	3399
Riverina	25-34	Married	1	6092
Riverina	25-34	Never married		5620
Riverina	35-44	Married	0	1800
Riverina	35-44	Married	1	9418
Riverina	35-44	Never married		4212
Riverina	45-54	Married	0	1793
Riverina	45-54	Married	1	10624
Riverina	45-54	Never married		5048
Riverina	55-64	Married	0	1191
Riverina	55-64	Married	1	11258
Riverina	55-64	Never married		5104
Riverina	65-74	Married	0	578
Riverina	65-74	Married	1	9037
Riverina	65-74	Never married		4416
Riverina	75-84	Married	0	154
Riverina	75-84	Married	1	4496
Riverina	75-84	Never married		3465
Riverina	85+	Married	0	18
Riverina	85+	Married	1	898
Riverina	85+	Never married		1840
Robertson	15-19	Married	0	74
Robertson	15-19	Married	1	7
Robertson	15-19	Never married		7654
Robertson	20-24	Married	0	836
Robertson	20-24	Married	1	198
Robertson	20-24	Never married		5617
Robertson	25-34	Married	0	2960
Robertson	25-34	Married	1	5050
Robertson	25-34	Never married		5567
Robertson	35-44	Married	0	2344
Robertson	35-44	Married	1	9642
Robertson	35-44	Never married		4034
Robertson	45-54	Married	0	2104
Robertson	45-54	Married	1	10413
Robertson	45-54	Never married		5460
Robertson	55-64	Married	0	1416
Robertson	55-64	Married	1	10405
Robertson	55-64	Never married		5575
Robertson	65-74	Married	0	729
Robertson	65-74	Married	1	8945
Robertson	65-74	Never married		5097
Robertson	75-84	Married	0	186
Robertson	75-84	Married	1	4546
Robertson	75-84	Never married		3699
Robertson	85+	Married	0	58
Robertson	85+	Married	1	1148
Robertson	85+	Never married		2322
Shortland	15-19	Married	0	116
Shortland	15-19	Never married		8242
Shortland	20-24	Married	0	1098
Shortland	20-24	Married	1	216
Shortland	20-24	Never married		5880
Shortland	25-34	Married	0	3250
Shortland	25-34	Married	1	5661
Shortland	25-34	Never married		5208
Shortland	35-44	Married	0	2189
Shortland	35-44	Married	1	9383
Shortland	35-44	Never married		4181
Shortland	45-54	Married	0	2058
Shortland	45-54	Married	1	10594
Shortland	45-54	Never married		5313
Shortland	55-64	Married	0	1265
Shortland	55-64	Married	1	11030
Shortland	55-64	Never married		5120
Shortland	65-74	Married	0	656
Shortland	65-74	Married	1	9932
Shortland	65-74	Never married		4439
Shortland	75-84	Married	0	221
Shortland	75-84	Married	1	5050
Shortland	75-84	Never married		3623
Shortland	85+	Married	0	37
Shortland	85+	Married	1	1037
Shortland	85+	Never married		2039
Sydney	15-19	Married	0	159
Sydney	15-19	Married	1	12
Sydney	15-19	Never married		5653
Sydney	20-24	Married	0	2692
Sydney	20-24	Married	1	512
Sydney	20-24	Never married		18165
Sydney	25-34	Married	0	14520
Sydney	25-34	Married	1	10999
Sydney	25-34	Never married		29056
Sydney	35-44	Married	0	6130
Sydney	35-44	Married	1	9663
Sydney	35-44	Never married		11341
Sydney	45-54	Married	0	3418
Sydney	45-54	Married	1	5488
Sydney	45-54	Never married		7883
Sydney	55-64	Married	0	1682
Sydney	55-64	Married	1	4495
Sydney	55-64	Never married		6193
Sydney	65-74	Married	0	618
Sydney	65-74	Married	1	3130
Sydney	65-74	Never married		4072
Sydney	75-84	Married	0	128
Sydney	75-84	Married	1	1376
Sydney	75-84	Never married		2004
Sydney	85+	Married	0	12
Sydney	85+	Married	1	283
Sydney	85+	Never married		761
Warringah	15-19	Married	0	21
Warringah	15-19	Married	1	3
Warringah	15-19	Never married		6909
Warringah	20-24	Married	0	617
Warringah	20-24	Married	1	128
Warringah	20-24	Never married		5371
Warringah	25-34	Married	0	5310
Warringah	25-34	Married	1	6140
Warringah	25-34	Never married		7527
Warringah	35-44	Married	0	3386
Warringah	35-44	Married	1	14002
Warringah	35-44	Never married		4694
Warringah	45-54	Married	0	2015
Warringah	45-54	Married	1	12992
Warringah	45-54	Never married		4644
Warringah	55-64	Married	0	1093
Warringah	55-64	Married	1	8854
Warringah	55-64	Never married		3996
Warringah	65-74	Married	0	526
Warringah	65-74	Married	1	6635
Warringah	65-74	Never married		3518
Warringah	75-84	Married	0	139
Warringah	75-84	Married	1	3149
Warringah	75-84	Never married		2400
Warringah	85+	Married	0	29
Warringah	85+	Married	1	911
Warringah	85+	Never married		1637
Watson	15-19	Married	0	25
Watson	15-19	Married	1	37
Watson	15-19	Never married		10212
Watson	20-24	Married	0	445
Watson	20-24	Married	1	1241
Watson	20-24	Never married		10378
Watson	25-34	Married	0	1902
Watson	25-34	Married	1	12542
Watson	25-34	Never married		12731
Watson	35-44	Married	0	1267
Watson	35-44	Married	1	14871
Watson	35-44	Never married		6090
Watson	45-54	Married	0	1200
Watson	45-54	Married	1	13047
Watson	45-54	Never married		6126
Watson	55-64	Married	0	800
Watson	55-64	Married	1	10167
Watson	55-64	Never married		5347
Watson	65-74	Married	0	331
Watson	65-74	Married	1	6504
Watson	65-74	Never married		3709
Watson	75-84	Married	0	120
Watson	75-84	Married	1	3450
Watson	75-84	Never married		2876
Watson	85+	Married	0	11
Watson	85+	Married	1	818
Watson	85+	Never married		1573
Wentworth	15-19	Married	0	22
Wentworth	15-19	Married	1	3
Wentworth	15-19	Never married		4759
Wentworth	20-24	Married	0	734
Wentworth	20-24	Married	1	90
Wentworth	20-24	Never married		5767
Wentworth	25-34	Married	0	7313
Wentworth	25-34	Married	1	5687
Wentworth	25-34	Never married		12970
Wentworth	35-44	Married	0	3982
Wentworth	35-44	Married	1	10980
Wentworth	35-44	Never married		6125
Wentworth	45-54	Married	0	2197
Wentworth	45-54	Married	1	9067
Wentworth	45-54	Never married		4903
Wentworth	55-64	Married	0	1192
Wentworth	55-64	Married	1	6794
Wentworth	55-64	Never married		4209
Wentworth	65-74	Married	0	666
Wentworth	65-74	Married	1	5680
Wentworth	65-74	Never married		3720
Wentworth	75-84	Married	0	194
Wentworth	75-84	Married	1	2580
Wentworth	75-84	Never married		2506
Wentworth	85+	Married	0	51
Wentworth	85+	Married	1	759
Wentworth	85+	Never married		1575
Werriwa	15-19	Married	0	49
Werriwa	15-19	Married	1	24
Werriwa	15-19	Never married		12306
Werriwa	20-24	Married	0	505
Werriwa	20-24	Married	1	678
Werriwa	20-24	Never married		10251
Werriwa	25-34	Married	0	1801
Werriwa	25-34	Married	1	9853
Werriwa	25-34	Never married		9914
Werriwa	35-44	Married	0	1584
Werriwa	35-44	Married	1	15530
Werriwa	35-44	Never married		5420
Werriwa	45-54	Married	0	1438
Werriwa	45-54	Married	1	14963
Werriwa	45-54	Never married		5302
Werriwa	55-64	Married	0	914
Werriwa	55-64	Married	1	11500
Werriwa	55-64	Never married		4433
Werriwa	65-74	Married	0	336
Werriwa	65-74	Married	1	6097
Werriwa	65-74	Never married		3008
Werriwa	75-84	Married	0	94
Werriwa	75-84	Married	1	2293
Werriwa	75-84	Never married		2110
Werriwa	85+	Married	0	13
Werriwa	85+	Married	1	377
Werriwa	85+	Never married		900
Whitlam	15-19	Married	0	119
Whitlam	15-19	Married	1	3
Whitlam	15-19	Never married		9029
Whitlam	20-24	Married	0	1016
Whitlam	20-24	Married	1	370
Whitlam	20-24	Never married		6199
Whitlam	25-34	Married	0	2880
Whitlam	25-34	Married	1	6540
Whitlam	25-34	Never married		5720
Whitlam	35-44	Married	0	2165
Whitlam	35-44	Married	1	10478
Whitlam	35-44	Never married		4284
Whitlam	45-54	Married	0	1940
Whitlam	45-54	Married	1	11272
Whitlam	45-54	Never married		5347
Whitlam	55-64	Married	0	1274
Whitlam	55-64	Married	1	11241
Whitlam	55-64	Never married		4966
Whitlam	65-74	Married	0	650
Whitlam	65-74	Married	1	9978
Whitlam	65-74	Never married		4360
Whitlam	75-84	Married	0	217
Whitlam	75-84	Married	1	4958
Whitlam	75-84	Never married		3377
Whitlam	85+	Married	0	32
Whitlam	85+	Married	1	915
Whitlam	85+	Never married		1564
Aston	15-19	Married	0	39
Aston	15-19	Married	1	7
Aston	15-19	Never married		8506
Aston	20-24	Married	0	631
Aston	20-24	Married	1	170
Aston	20-24	Never married		7848
Aston	25-34	Married	0	2628
Aston	25-34	Married	1	6973
Aston	25-34	Never married		7210
Aston	35-44	Married	0	1653
Aston	35-44	Married	1	11787
Aston	35-44	Never married		3803
Aston	45-54	Married	0	1525
Aston	45-54	Married	1	12632
Aston	45-54	Never married		4374
Aston	55-64	Married	0	869
Aston	55-64	Married	1	11837
Aston	55-64	Never married		3727
Aston	65-74	Married	0	304
Aston	65-74	Married	1	7515
Aston	65-74	Never married		2890
Aston	75-84	Married	0	72
Aston	75-84	Married	1	3103
Aston	75-84	Never married		2083
Aston	85+	Married	0	12
Aston	85+	Married	1	622
Aston	85+	Never married		1074
Ballarat	15-19	Married	0	101
Ballarat	15-19	Married	1	3
Ballarat	15-19	Never married		8423
Ballarat	20-24	Married	0	1389
Ballarat	20-24	Married	1	230
Ballarat	20-24	Never married		6994
Ballarat	25-34	Married	0	3933
Ballarat	25-34	Married	1	6021
Ballarat	25-34	Never married		6323
Ballarat	35-44	Married	0	2687
Ballarat	35-44	Married	1	10135
Ballarat	35-44	Never married		4642
Ballarat	45-54	Married	0	2358
Ballarat	45-54	Married	1	10897
Ballarat	45-54	Never married		5596
Ballarat	55-64	Married	0	1392
Ballarat	55-64	Married	1	10638
Ballarat	55-64	Never married		5360
Ballarat	65-74	Married	0	599
Ballarat	65-74	Married	1	8359
Ballarat	65-74	Never married		4364
Ballarat	75-84	Married	0	142
Ballarat	75-84	Married	1	3471
Ballarat	75-84	Never married		2872
Ballarat	85+	Married	0	23
Ballarat	85+	Married	1	698
Ballarat	85+	Never married		1602
Batman	15-19	Married	0	38
Batman	15-19	Married	1	12
Batman	15-19	Never married		6618
Batman	20-24	Married	0	858
Batman	20-24	Married	1	386
Batman	20-24	Never married		9431
Batman	25-34	Married	0	5697
Batman	25-34	Married	1	8507
Batman	25-34	Never married		13646
Batman	35-44	Married	0	4019
Batman	35-44	Married	1	11857
Batman	35-44	Never married		6829
Batman	45-54	Married	0	2457
Batman	45-54	Married	1	10102
Batman	45-54	Never married		6651
Batman	55-64	Married	0	1288
Batman	55-64	Married	1	7263
Batman	55-64	Never married		5405
Batman	65-74	Married	0	413
Batman	65-74	Married	1	5580
Batman	65-74	Never married		3653
Batman	75-84	Married	0	126
Batman	75-84	Married	1	3895
Batman	75-84	Never married		3192
Batman	85+	Married	0	30
Batman	85+	Married	1	851
Batman	85+	Never married		1846
Bendigo	15-19	Married	0	108
Bendigo	15-19	Married	1	12
Bendigo	15-19	Never married		8131
Bendigo	20-24	Married	0	1437
Bendigo	20-24	Married	1	287
Bendigo	20-24	Never married		6047
Bendigo	25-34	Married	0	3499
Bendigo	25-34	Married	1	5523
Bendigo	25-34	Never married		5762
Bendigo	35-44	Married	0	2504
Bendigo	35-44	Married	1	9306
Bendigo	35-44	Never married		4383
Bendigo	45-54	Married	0	2223
Bendigo	45-54	Married	1	10474
Bendigo	45-54	Never married		5417
Bendigo	55-64	Married	0	1446
Bendigo	55-64	Married	1	10777
Bendigo	55-64	Never married		5674
Bendigo	65-74	Married	0	666
Bendigo	65-74	Married	1	8603
Bendigo	65-74	Never married		4486
Bendigo	75-84	Married	0	154
Bendigo	75-84	Married	1	3999
Bendigo	75-84	Never married		2940
Bendigo	85+	Married	0	22
Bendigo	85+	Married	1	827
Bendigo	85+	Never married		1570
Bruce	15-19	Married	0	48
Bruce	15-19	Married	1	15
Bruce	15-19	Never married		8996
Bruce	20-24	Married	0	483
Bruce	20-24	Married	1	657
Bruce	20-24	Never married		9901
Bruce	25-34	Married	0	1802
Bruce	25-34	Married	1	9873
Bruce	25-34	Never married		10591
Bruce	35-44	Married	0	1042
Bruce	35-44	Married	1	12865
Bruce	35-44	Never married		5369
Bruce	45-54	Married	0	989
Bruce	45-54	Married	1	11887
Bruce	45-54	Never married		5301
Bruce	55-64	Married	0	659
Bruce	55-64	Married	1	10712
Bruce	55-64	Never married		4374
Bruce	65-74	Married	0	323
Bruce	65-74	Married	1	8904
Bruce	65-74	Never married		3542
Bruce	75-84	Married	0	113
Bruce	75-84	Married	1	4911
Bruce	75-84	Never married		2916
Bruce	85+	Married	0	21
Bruce	85+	Married	1	948
Bruce	85+	Never married		1589
Calwell	15-19	Married	0	34
Calwell	15-19	Married	1	35
Calwell	15-19	Never married		11556
Calwell	20-24	Married	0	426
Calwell	20-24	Married	1	794
Calwell	20-24	Never married		10687
Calwell	25-34	Married	0	1893
Calwell	25-34	Married	1	9250
Calwell	25-34	Never married		10397
Calwell	35-44	Married	0	1442
Calwell	35-44	Married	1	13132
Calwell	35-44	Never married		5142
Calwell	45-54	Married	0	1378
Calwell	45-54	Married	1	15145
Calwell	45-54	Never married		5468
Calwell	55-64	Married	0	800
Calwell	55-64	Married	1	12155
Calwell	55-64	Never married		4270
Calwell	65-74	Married	0	327
Calwell	65-74	Married	1	7651
Calwell	65-74	Never married		2984
Calwell	75-84	Married	0	89
Calwell	75-84	Married	1	2846
Calwell	75-84	Never married		2060
Calwell	85+	Married	0	14
Calwell	85+	Married	1	448
Calwell	85+	Never married		874
Casey	15-19	Married	0	62
Casey	15-19	Married	1	7
Casey	15-19	Never married		8571
Casey	20-24	Married	0	882
Casey	20-24	Married	1	229
Casey	20-24	Never married		6638
Casey	25-34	Married	0	3837
Casey	25-34	Married	1	6928
Casey	25-34	Never married		5879
Casey	35-44	Married	0	2624
Casey	35-44	Married	1	10742
Casey	35-44	Never married		3927
Casey	45-54	Married	0	2251
Casey	45-54	Married	1	11656
Casey	45-54	Never married		4786
Casey	55-64	Married	0	1304
Casey	55-64	Married	1	10852
Casey	55-64	Never married		4268
Casey	65-74	Married	0	516
Casey	65-74	Married	1	8091
Casey	65-74	Never married		3390
Casey	75-84	Married	0	107
Casey	75-84	Married	1	3044
Casey	75-84	Never married		2193
Casey	85+	Married	0	19
Casey	85+	Married	1	570
Casey	85+	Never married		1136
Chisholm	15-19	Married	0	89
Chisholm	15-19	Married	1	10
Chisholm	15-19	Never married		9518
Chisholm	20-24	Married	0	906
Chisholm	20-24	Married	1	357
Chisholm	20-24	Never married		14595
Chisholm	25-34	Married	0	3030
Chisholm	25-34	Married	1	9172
Chisholm	25-34	Never married		12015
Chisholm	35-44	Married	0	1400
Chisholm	35-44	Married	1	13159
Chisholm	35-44	Never married		4477
Chisholm	45-54	Married	0	1201
Chisholm	45-54	Married	1	12551
Chisholm	45-54	Never married		5124
Chisholm	55-64	Married	0	780
Chisholm	55-64	Married	1	9280
Chisholm	55-64	Never married		4613
Chisholm	65-74	Married	0	331
Chisholm	65-74	Married	1	6970
Chisholm	65-74	Never married		3427
Chisholm	75-84	Married	0	97
Chisholm	75-84	Married	1	4848
Chisholm	75-84	Never married		3297
Chisholm	85+	Married	0	10
Chisholm	85+	Married	1	1323
Chisholm	85+	Never married		2179
Corangamite	15-19	Married	0	56
Corangamite	15-19	Married	1	9
Corangamite	15-19	Never married		8109
Corangamite	20-24	Married	0	1028
Corangamite	20-24	Married	1	182
Corangamite	20-24	Never married		6334
Corangamite	25-34	Married	0	3677
Corangamite	25-34	Married	1	6359
Corangamite	25-34	Never married		5522
Corangamite	35-44	Married	0	2562
Corangamite	35-44	Married	1	11924
Corangamite	35-44	Never married		3678
Corangamite	45-54	Married	0	2019
Corangamite	45-54	Married	1	11766
Corangamite	45-54	Never married		4372
Corangamite	55-64	Married	0	1331
Corangamite	55-64	Married	1	11403
Corangamite	55-64	Never married		4461
Corangamite	65-74	Married	0	516
Corangamite	65-74	Married	1	9112
Corangamite	65-74	Never married		3567
Corangamite	75-84	Married	0	133
Corangamite	75-84	Married	1	4009
Corangamite	75-84	Never married		2556
Corangamite	85+	Married	0	17
Corangamite	85+	Married	1	871
Corangamite	85+	Never married		1659
Corio	15-19	Married	0	102
Corio	15-19	Married	1	10
Corio	15-19	Never married		7869
Corio	20-24	Married	0	1254
Corio	20-24	Married	1	313
Corio	20-24	Never married		6877
Corio	25-34	Married	0	3729
Corio	25-34	Married	1	6126
Corio	25-34	Never married		7145
Corio	35-44	Married	0	2318
Corio	35-44	Married	1	9205
Corio	35-44	Never married		5073
Corio	45-54	Married	0	1871
Corio	45-54	Married	1	9895
Corio	45-54	Never married		6098
Corio	55-64	Married	0	1211
Corio	55-64	Married	1	10114
Corio	55-64	Never married		5610
Corio	65-74	Married	0	520
Corio	65-74	Married	1	8310
Corio	65-74	Never married		4401
Corio	75-84	Married	0	134
Corio	75-84	Married	1	4076
Corio	75-84	Never married		3218
Corio	85+	Married	0	32
Corio	85+	Married	1	887
Corio	85+	Never married		1753
Deakin	15-19	Married	0	53
Deakin	15-19	Married	1	5
Deakin	15-19	Never married		7966
Deakin	20-24	Married	0	662
Deakin	20-24	Married	1	256
Deakin	20-24	Never married		6929
Deakin	25-34	Married	0	3071
Deakin	25-34	Married	1	8512
Deakin	25-34	Never married		7085
Deakin	35-44	Married	0	1825
Deakin	35-44	Married	1	13772
Deakin	35-44	Never married		4565
Deakin	45-54	Married	0	1443
Deakin	45-54	Married	1	11634
Deakin	45-54	Never married		5080
Deakin	55-64	Married	0	810
Deakin	55-64	Married	1	9274
Deakin	55-64	Never married		4609
Deakin	65-74	Married	0	354
Deakin	65-74	Married	1	7803
Deakin	65-74	Never married		3790
Deakin	75-84	Married	0	92
Deakin	75-84	Married	1	4191
Deakin	75-84	Never married		3022
Deakin	85+	Married	0	6
Deakin	85+	Married	1	959
Deakin	85+	Never married		1824
Dunkley	15-19	Married	0	77
Dunkley	15-19	Married	1	3
Dunkley	15-19	Never married		7784
Dunkley	20-24	Married	0	937
Dunkley	20-24	Married	1	173
Dunkley	20-24	Never married		6335
Dunkley	25-34	Married	0	3913
Dunkley	25-34	Married	1	5269
Dunkley	25-34	Never married		6395
Dunkley	35-44	Married	0	2692
Dunkley	35-44	Married	1	10031
Dunkley	35-44	Never married		4809
Dunkley	45-54	Married	0	2147
Dunkley	45-54	Married	1	10629
Dunkley	45-54	Never married		5979
Dunkley	55-64	Married	0	1283
Dunkley	55-64	Married	1	9683
Dunkley	55-64	Never married		5443
Dunkley	65-74	Married	0	619
Dunkley	65-74	Married	1	8215
Dunkley	65-74	Never married		4467
Dunkley	75-84	Married	0	167
Dunkley	75-84	Married	1	4007
Dunkley	75-84	Never married		3234
Dunkley	85+	Married	0	33
Dunkley	85+	Married	1	862
Dunkley	85+	Never married		1693
Flinders	15-19	Married	0	73
Flinders	15-19	Married	1	4
Flinders	15-19	Never married		7613
Flinders	20-24	Married	0	946
Flinders	20-24	Married	1	196
Flinders	20-24	Never married		5090
Flinders	25-34	Married	0	3300
Flinders	25-34	Married	1	4915
Flinders	25-34	Never married		4766
Flinders	35-44	Married	0	2718
Flinders	35-44	Married	1	9304
Flinders	35-44	Never married		3969
Flinders	45-54	Married	0	2606
Flinders	45-54	Married	1	11092
Flinders	45-54	Never married		5277
Flinders	55-64	Married	0	1781
Flinders	55-64	Married	1	11743
Flinders	55-64	Never married		5303
Flinders	65-74	Married	0	905
Flinders	65-74	Married	1	11164
Flinders	65-74	Never married		4838
Flinders	75-84	Married	0	237
Flinders	75-84	Married	1	5290
Flinders	75-84	Never married		3438
Flinders	85+	Married	0	42
Flinders	85+	Married	1	1202
Flinders	85+	Never married		1898
Gellibrand	15-19	Married	0	49
Gellibrand	15-19	Married	1	14
Gellibrand	15-19	Never married		7326
Gellibrand	20-24	Married	0	792
Gellibrand	20-24	Married	1	581
Gellibrand	20-24	Never married		8968
Gellibrand	25-34	Married	0	5252
Gellibrand	25-34	Married	1	9961
Gellibrand	25-34	Never married		12418
Gellibrand	35-44	Married	0	3892
Gellibrand	35-44	Married	1	13686
Gellibrand	35-44	Never married		6709
Gellibrand	45-54	Married	0	2583
Gellibrand	45-54	Married	1	10436
Gellibrand	45-54	Never married		6772
Gellibrand	55-64	Married	0	1266
Gellibrand	55-64	Married	1	8264
Gellibrand	55-64	Never married		5763
Gellibrand	65-74	Married	0	423
Gellibrand	65-74	Married	1	5876
Gellibrand	65-74	Never married		3823
Gellibrand	75-84	Married	0	89
Gellibrand	75-84	Married	1	3298
Gellibrand	75-84	Never married		2965
Gellibrand	85+	Married	0	13
Gellibrand	85+	Married	1	805
Gellibrand	85+	Never married		1667
Gippsland	15-19	Married	0	144
Gippsland	15-19	Married	1	4
Gippsland	15-19	Never married		7028
Gippsland	20-24	Married	0	1365
Gippsland	20-24	Married	1	237
Gippsland	20-24	Never married		4553
Gippsland	25-34	Married	0	3185
Gippsland	25-34	Married	1	5109
Gippsland	25-34	Never married		5016
Gippsland	35-44	Married	0	2151
Gippsland	35-44	Married	1	7492
Gippsland	35-44	Never married		3968
Gippsland	45-54	Married	0	2023
Gippsland	45-54	Married	1	9327
Gippsland	45-54	Never married		5013
Gippsland	55-64	Married	0	1518
Gippsland	55-64	Married	1	11308
Gippsland	55-64	Never married		5325
Gippsland	65-74	Married	0	729
Gippsland	65-74	Married	1	9682
Gippsland	65-74	Never married		4402
Gippsland	75-84	Married	0	180
Gippsland	75-84	Married	1	4247
Gippsland	75-84	Never married		3152
Gippsland	85+	Married	0	24
Gippsland	85+	Married	1	792
Gippsland	85+	Never married		1566
Goldstein	15-19	Married	0	20
Goldstein	15-19	Married	1	7
Goldstein	15-19	Never married		8662
Goldstein	20-24	Married	0	406
Goldstein	20-24	Married	1	113
Goldstein	20-24	Never married		6908
Goldstein	25-34	Married	0	2586
Goldstein	25-34	Married	1	5036
Goldstein	25-34	Never married		5981
Goldstein	35-44	Married	0	2052
Goldstein	35-44	Married	1	12624
Goldstein	35-44	Never married		3366
Goldstein	45-54	Married	0	1912
Goldstein	45-54	Married	1	15337
Goldstein	45-54	Never married		4354
