CED_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Mackellar	15-19				F	227
Mackellar	15-19				M	282
Mackellar	15-19	0			F	3720
Mackellar	15-19	0			M	4191
Mackellar	15-19	1	0	1	F	262
Mackellar	15-19	1	0	1	M	157
Mackellar	15-19	1	1	0	F	22
Mackellar	15-19	1	1	0	M	10
Mackellar	15-19	1	1	1	M	3
Mackellar	20-24				F	205
Mackellar	20-24				M	215
Mackellar	20-24	0			F	3066
Mackellar	20-24	0			M	3598
Mackellar	20-24	1	0	1	F	186
Mackellar	20-24	1	0	1	M	100
Mackellar	20-24	1	1	0	F	101
Mackellar	20-24	1	1	0	M	49
Mackellar	25-34				F	414
Mackellar	25-34				M	427
Mackellar	25-34	0			F	4216
Mackellar	25-34	0			M	5045
Mackellar	25-34	1	0	1	F	351
Mackellar	25-34	1	0	1	M	149
Mackellar	25-34	1	1	0	F	2528
Mackellar	25-34	1	1	0	M	1564
Mackellar	25-34	1	1	1	F	99
Mackellar	25-34	1	1	1	M	24
Mackellar	35-44				F	504
Mackellar	35-44				M	538
Mackellar	35-44	0			F	2393
Mackellar	35-44	0			M	3400
Mackellar	35-44	1	0	1	F	310
Mackellar	35-44	1	0	1	M	169
Mackellar	35-44	1	1	0	F	7253
Mackellar	35-44	1	1	0	M	5736
Mackellar	35-44	1	1	1	F	343
Mackellar	35-44	1	1	1	M	109
Mackellar	45-54				F	523
Mackellar	45-54				M	526
Mackellar	45-54	0			F	5866
Mackellar	45-54	0			M	5397
Mackellar	45-54	1	0	1	F	427
Mackellar	45-54	1	0	1	M	201
Mackellar	45-54	1	1	0	F	4360
Mackellar	45-54	1	1	0	M	4400
Mackellar	45-54	1	1	1	F	179
Mackellar	45-54	1	1	1	M	95
Mackellar	55-64				F	477
Mackellar	55-64				M	494
Mackellar	55-64	0			F	6520
Mackellar	55-64	0			M	6665
Mackellar	55-64	1	0	1	F	1829
Mackellar	55-64	1	0	1	M	625
Mackellar	55-64	1	1	0	F	345
Mackellar	55-64	1	1	0	M	811
Mackellar	55-64	1	1	1	F	21
Mackellar	55-64	1	1	1	M	18
Mackellar	65-74				F	597
Mackellar	65-74				M	474
Mackellar	65-74	0			F	4594
Mackellar	65-74	0			M	4934
Mackellar	65-74	1	0	1	F	2492
Mackellar	65-74	1	0	1	M	1439
Mackellar	65-74	1	1	0	F	83
Mackellar	65-74	1	1	0	M	118
Mackellar	65-74	1	1	1	F	20
Mackellar	65-74	1	1	1	M	4
Mackellar	75-84				F	559
Mackellar	75-84				M	417
Mackellar	75-84	0			F	3624
Mackellar	75-84	0			M	3109
Mackellar	75-84	1	0	1	F	479
Mackellar	75-84	1	0	1	M	464
Mackellar	75-84	1	1	0	F	33
Mackellar	75-84	1	1	0	M	26
Mackellar	75-84	1	1	1	F	3
Mackellar	75-84	1	1	1	M	5
Mackellar	85+				F	610
Mackellar	85+				M	231
Mackellar	85+	0			F	2365
Mackellar	85+	0			M	1321
Mackellar	85+	1	0	1	F	29
Mackellar	85+	1	0	1	M	17
Mackellar	85+	1	1	0	F	10
Mackellar	85+	1	1	0	M	6
Macquarie	15-19				F	343
Macquarie	15-19				M	371
Macquarie	15-19	0			F	3709
Macquarie	15-19	0			M	4173
Macquarie	15-19	1	0	1	F	436
Macquarie	15-19	1	0	1	M	246
Macquarie	15-19	1	1	0	F	37
Macquarie	15-19	1	1	0	M	22
Macquarie	15-19	1	1	1	F	8
Macquarie	15-19	1	1	1	M	3
Macquarie	20-24				F	231
Macquarie	20-24				M	229
Macquarie	20-24	0			F	3005
Macquarie	20-24	0			M	3537
Macquarie	20-24	1	0	1	F	298
Macquarie	20-24	1	0	1	M	170
Macquarie	20-24	1	1	0	F	357
Macquarie	20-24	1	1	0	M	146
Macquarie	20-24	1	1	1	F	25
Macquarie	20-24	1	1	1	M	9
Macquarie	25-34				F	401
Macquarie	25-34				M	441
Macquarie	25-34	0			F	3245
Macquarie	25-34	0			M	4266
Macquarie	25-34	1	0	1	F	364
Macquarie	25-34	1	0	1	M	238
Macquarie	25-34	1	1	0	F	3396
Macquarie	25-34	1	1	0	M	2354
Macquarie	25-34	1	1	1	F	242
Macquarie	25-34	1	1	1	M	57
Macquarie	35-44				F	437
Macquarie	35-44				M	512
Macquarie	35-44	0			F	2355
Macquarie	35-44	0			M	3202
Macquarie	35-44	1	0	1	F	310
Macquarie	35-44	1	0	1	M	186
Macquarie	35-44	1	1	0	F	5782
Macquarie	35-44	1	1	0	M	4543
Macquarie	35-44	1	1	1	F	338
Macquarie	35-44	1	1	1	M	136
Macquarie	45-54				F	595
Macquarie	45-54				M	629
Macquarie	45-54	0			F	6085
Macquarie	45-54	0			M	5810
Macquarie	45-54	1	0	1	F	874
Macquarie	45-54	1	0	1	M	331
Macquarie	45-54	1	1	0	F	2950
Macquarie	45-54	1	1	0	M	3005
Macquarie	45-54	1	1	1	F	171
Macquarie	45-54	1	1	1	M	87
Macquarie	55-64				F	566
Macquarie	55-64				M	580
Macquarie	55-64	0			F	7008
Macquarie	55-64	0			M	7324
Macquarie	55-64	1	0	1	F	2311
Macquarie	55-64	1	0	1	M	929
Macquarie	55-64	1	1	0	F	230
Macquarie	55-64	1	1	0	M	573
Macquarie	55-64	1	1	1	F	31
Macquarie	55-64	1	1	1	M	24
Macquarie	65-74				F	602
Macquarie	65-74				M	566
Macquarie	65-74	0			F	5335
Macquarie	65-74	0			M	5388
Macquarie	65-74	1	0	1	F	1742
Macquarie	65-74	1	0	1	M	1056
Macquarie	65-74	1	1	0	F	57
Macquarie	65-74	1	1	0	M	87
Macquarie	65-74	1	1	1	F	4
Macquarie	65-74	1	1	1	M	10
Macquarie	75-84				F	445
Macquarie	75-84				M	293
Macquarie	75-84	0			F	3010
Macquarie	75-84	0			M	2555
Macquarie	75-84	1	0	1	F	222
Macquarie	75-84	1	0	1	M	190
Macquarie	75-84	1	1	0	F	9
Macquarie	75-84	1	1	0	M	11
Macquarie	75-84	1	1	1	M	3
Macquarie	85+				F	234
Macquarie	85+				M	133
Macquarie	85+	0			F	1458
Macquarie	85+	0			M	783
Macquarie	85+	1	0	1	F	17
Macquarie	85+	1	0	1	M	4
Macquarie	85+	1	1	0	F	4
Macquarie	85+	1	1	0	M	4
McMahon	15-19				F	384
McMahon	15-19				M	429
McMahon	15-19	0			F	4433
McMahon	15-19	0			M	4908
McMahon	15-19	1	0	1	F	389
McMahon	15-19	1	0	1	M	166
McMahon	15-19	1	1	0	F	52
McMahon	15-19	1	1	0	M	18
McMahon	15-19	1	1	1	F	3
McMahon	15-19	1	1	1	M	3
McMahon	20-24				F	366
McMahon	20-24				M	401
McMahon	20-24	0			F	4544
McMahon	20-24	0			M	5528
McMahon	20-24	1	0	1	F	408
McMahon	20-24	1	0	1	M	162
McMahon	20-24	1	1	0	F	489
McMahon	20-24	1	1	0	M	195
McMahon	20-24	1	1	1	F	15
McMahon	20-24	1	1	1	M	6
McMahon	25-34				F	770
McMahon	25-34				M	856
McMahon	25-34	0			F	6146
McMahon	25-34	0			M	8358
McMahon	25-34	1	0	1	F	476
McMahon	25-34	1	0	1	M	255
McMahon	25-34	1	1	0	F	5128
McMahon	25-34	1	1	0	M	2788
McMahon	25-34	1	1	1	F	135
McMahon	25-34	1	1	1	M	37
McMahon	35-44				F	635
McMahon	35-44				M	710
McMahon	35-44	0			F	3869
McMahon	35-44	0			M	5356
McMahon	35-44	1	0	1	F	329
McMahon	35-44	1	0	1	M	178
McMahon	35-44	1	1	0	F	6215
McMahon	35-44	1	1	0	M	4883
McMahon	35-44	1	1	1	F	196
McMahon	35-44	1	1	1	M	77
McMahon	45-54				F	646
McMahon	45-54				M	667
McMahon	45-54	0			F	6936
McMahon	45-54	0			M	6838
McMahon	45-54	1	0	1	F	749
McMahon	45-54	1	0	1	M	249
McMahon	45-54	1	1	0	F	2396
McMahon	45-54	1	1	0	M	2526
McMahon	45-54	1	1	1	F	82
McMahon	45-54	1	1	1	M	36
McMahon	55-64				F	553
McMahon	55-64				M	580
McMahon	55-64	0			F	6624
McMahon	55-64	0			M	7246
McMahon	55-64	1	0	1	F	1923
McMahon	55-64	1	0	1	M	723
McMahon	55-64	1	1	0	F	282
McMahon	55-64	1	1	0	M	509
McMahon	55-64	1	1	1	F	37
McMahon	55-64	1	1	1	M	12
McMahon	65-74				F	454
McMahon	65-74				M	455
McMahon	65-74	0			F	4597
McMahon	65-74	0			M	4766
McMahon	65-74	1	0	1	F	1166
McMahon	65-74	1	0	1	M	726
McMahon	65-74	1	1	0	F	78
McMahon	65-74	1	1	0	M	109
McMahon	65-74	1	1	1	F	14
McMahon	65-74	1	1	1	M	10
McMahon	75-84				F	356
McMahon	75-84				M	285
McMahon	75-84	0			F	2946
McMahon	75-84	0			M	2456
McMahon	75-84	1	0	1	F	192
McMahon	75-84	1	0	1	M	195
McMahon	75-84	1	1	0	F	22
McMahon	75-84	1	1	0	M	15
McMahon	85+				F	231
McMahon	85+				M	124
McMahon	85+	0			F	1343
McMahon	85+	0			M	791
McMahon	85+	1	0	1	F	17
McMahon	85+	1	0	1	M	7
McMahon	85+	1	1	0	F	3
McMahon	85+	1	1	0	M	6
Mitchell	15-19				F	216
Mitchell	15-19				M	213
Mitchell	15-19	0			F	4516
Mitchell	15-19	0			M	4825
Mitchell	15-19	1	0	1	F	351
Mitchell	15-19	1	0	1	M	222
Mitchell	15-19	1	1	0	F	12
Mitchell	15-19	1	1	0	M	21
Mitchell	15-19	1	1	1	F	4
Mitchell	15-19	1	1	1	M	3
Mitchell	20-24				F	118
Mitchell	20-24				M	156
Mitchell	20-24	0			F	3795
Mitchell	20-24	0			M	4312
Mitchell	20-24	1	0	1	F	258
Mitchell	20-24	1	0	1	M	159
Mitchell	20-24	1	1	0	F	88
Mitchell	20-24	1	1	0	M	56
Mitchell	20-24	1	1	1	F	9
Mitchell	20-24	1	1	1	M	3
Mitchell	25-34				F	341
Mitchell	25-34				M	332
Mitchell	25-34	0			F	4447
Mitchell	25-34	0			M	5440
Mitchell	25-34	1	0	1	F	358
Mitchell	25-34	1	0	1	M	188
Mitchell	25-34	1	1	0	F	3612
Mitchell	25-34	1	1	0	M	2063
Mitchell	25-34	1	1	1	F	101
Mitchell	25-34	1	1	1	M	27
Mitchell	35-44				F	389
Mitchell	35-44				M	370
Mitchell	35-44	0			F	2893
Mitchell	35-44	0			M	3880
Mitchell	35-44	1	0	1	F	267
Mitchell	35-44	1	0	1	M	119
Mitchell	35-44	1	1	0	F	8845
Mitchell	35-44	1	1	0	M	7018
Mitchell	35-44	1	1	1	F	295
Mitchell	35-44	1	1	1	M	102
Mitchell	45-54				F	351
Mitchell	45-54				M	378
Mitchell	45-54	0			F	6315
Mitchell	45-54	0			M	5912
Mitchell	45-54	1	0	1	F	459
Mitchell	45-54	1	0	1	M	183
Mitchell	45-54	1	1	0	F	3741
Mitchell	45-54	1	1	0	M	4020
Mitchell	45-54	1	1	1	F	109
Mitchell	45-54	1	1	1	M	79
Mitchell	55-64				F	286
Mitchell	55-64				M	299
Mitchell	55-64	0			F	6178
Mitchell	55-64	0			M	6442
Mitchell	55-64	1	0	1	F	2038
Mitchell	55-64	1	0	1	M	771
Mitchell	55-64	1	1	0	F	344
Mitchell	55-64	1	1	0	M	642
Mitchell	55-64	1	1	1	F	36
Mitchell	55-64	1	1	1	M	23
Mitchell	65-74				F	292
Mitchell	65-74				M	267
Mitchell	65-74	0			F	4257
Mitchell	65-74	0			M	4412
Mitchell	65-74	1	0	1	F	2104
Mitchell	65-74	1	0	1	M	1347
Mitchell	65-74	1	1	0	F	116
Mitchell	65-74	1	1	0	M	135
Mitchell	65-74	1	1	1	F	24
Mitchell	65-74	1	1	1	M	9
Mitchell	75-84				F	229
Mitchell	75-84				M	169
Mitchell	75-84	0			F	2525
Mitchell	75-84	0			M	2271
Mitchell	75-84	1	0	1	F	289
Mitchell	75-84	1	0	1	M	298
Mitchell	75-84	1	1	0	F	23
Mitchell	75-84	1	1	0	M	21
Mitchell	85+				F	162
Mitchell	85+				M	89
Mitchell	85+	0			F	1201
Mitchell	85+	0			M	718
Mitchell	85+	1	0	1	F	11
Mitchell	85+	1	0	1	M	19
Mitchell	85+	1	1	0	F	3
New England	15-19				F	616
New England	15-19				M	714
New England	15-19	0			F	3758
New England	15-19	0			M	4142
New England	15-19	1	0	1	F	403
New England	15-19	1	0	1	M	216
New England	15-19	1	1	0	F	113
New England	15-19	1	1	0	M	34
New England	15-19	1	1	1	F	9
New England	15-19	1	1	1	M	3
New England	20-24				F	441
New England	20-24				M	419
New England	20-24	0			F	3003
New England	20-24	0			M	3563
New England	20-24	1	0	1	F	353
New England	20-24	1	0	1	M	168
New England	20-24	1	1	0	F	668
New England	20-24	1	1	0	M	272
New England	20-24	1	1	1	F	36
New England	20-24	1	1	1	M	3
New England	25-34				F	698
New England	25-34				M	867
New England	25-34	0			F	3251
New England	25-34	0			M	4354
New England	25-34	1	0	1	F	407
New England	25-34	1	0	1	M	258
New England	25-34	1	1	0	F	4094
New England	25-34	1	1	0	M	2742
New England	25-34	1	1	1	F	224
New England	25-34	1	1	1	M	65
New England	35-44				F	714
New England	35-44				M	838
New England	35-44	0			F	2475
New England	35-44	0			M	3046
New England	35-44	1	0	1	F	340
New England	35-44	1	0	1	M	194
New England	35-44	1	1	0	F	5099
New England	35-44	1	1	0	M	4071
New England	35-44	1	1	1	F	251
New England	35-44	1	1	1	M	130
New England	45-54				F	841
New England	45-54				M	889
New England	45-54	0			F	6056
New England	45-54	0			M	5793
New England	45-54	1	0	1	F	973
New England	45-54	1	0	1	M	397
New England	45-54	1	1	0	F	2183
New England	45-54	1	1	0	M	2389
New England	45-54	1	1	1	F	118
New England	45-54	1	1	1	M	64
New England	55-64				F	992
New England	55-64				M	1031
New England	55-64	0			F	7425
New England	55-64	0			M	7914
New England	55-64	1	0	1	F	1988
New England	55-64	1	0	1	M	874
New England	55-64	1	1	0	F	210
New England	55-64	1	1	0	M	431
New England	55-64	1	1	1	F	21
New England	55-64	1	1	1	M	17
New England	65-74				F	1015
New England	65-74				M	1067
New England	65-74	0			F	6421
New England	65-74	0			M	6771
New England	65-74	1	0	1	F	1156
New England	65-74	1	0	1	M	712
New England	65-74	1	1	0	F	71
New England	65-74	1	1	0	M	82
New England	65-74	1	1	1	F	9
New England	65-74	1	1	1	M	6
New England	75-84				F	914
New England	75-84				M	709
New England	75-84	0			F	4131
New England	75-84	0			M	3585
New England	75-84	1	0	1	F	208
New England	75-84	1	0	1	M	158
New England	75-84	1	1	0	F	22
New England	75-84	1	1	0	M	11
New England	75-84	1	1	1	F	3
New England	75-84	1	1	1	M	3
New England	85+				F	524
New England	85+				M	261
New England	85+	0			F	1903
New England	85+	0			M	1045
New England	85+	1	0	1	F	29
New England	85+	1	0	1	M	14
New England	85+	1	1	0	F	13
New England	85+	1	1	0	M	4
Newcastle	15-19				F	237
Newcastle	15-19				M	256
Newcastle	15-19	0			F	3684
Newcastle	15-19	0			M	4009
Newcastle	15-19	1	0	1	F	358
Newcastle	15-19	1	0	1	M	205
Newcastle	15-19	1	1	0	F	32
Newcastle	15-19	1	1	0	M	23
Newcastle	15-19	1	1	1	M	3
Newcastle	20-24				F	344
Newcastle	20-24				M	335
Newcastle	20-24	0			F	5671
Newcastle	20-24	0			M	6107
Newcastle	20-24	1	0	1	F	413
Newcastle	20-24	1	0	1	M	217
Newcastle	20-24	1	1	0	F	309
Newcastle	20-24	1	1	0	M	134
Newcastle	20-24	1	1	1	F	18
Newcastle	20-24	1	1	1	M	8
Newcastle	25-34				F	541
Newcastle	25-34				M	716
Newcastle	25-34	0			F	6546
Newcastle	25-34	0			M	8368
Newcastle	25-34	1	0	1	F	660
Newcastle	25-34	1	0	1	M	380
Newcastle	25-34	1	1	0	F	3569
Newcastle	25-34	1	1	0	M	2425
Newcastle	25-34	1	1	1	F	183
Newcastle	25-34	1	1	1	M	62
Newcastle	35-44				F	428
Newcastle	35-44				M	533
Newcastle	35-44	0			F	2872
Newcastle	35-44	0			M	3862
Newcastle	35-44	1	0	1	F	403
Newcastle	35-44	1	0	1	M	207
Newcastle	35-44	1	1	0	F	6040
Newcastle	35-44	1	1	0	M	5054
Newcastle	35-44	1	1	1	F	376
Newcastle	35-44	1	1	1	M	143
Newcastle	45-54				F	503
Newcastle	45-54				M	663
Newcastle	45-54	0			F	5803
Newcastle	45-54	0			M	5764
Newcastle	45-54	1	0	1	F	826
Newcastle	45-54	1	0	1	M	276
Newcastle	45-54	1	1	0	F	2690
Newcastle	45-54	1	1	0	M	2837
Newcastle	45-54	1	1	1	F	122
Newcastle	45-54	1	1	1	M	74
Newcastle	55-64				F	539
Newcastle	55-64				M	612
Newcastle	55-64	0			F	6200
Newcastle	55-64	0			M	6729
Newcastle	55-64	1	0	1	F	2177
Newcastle	55-64	1	0	1	M	955
Newcastle	55-64	1	1	0	F	219
Newcastle	55-64	1	1	0	M	542
Newcastle	55-64	1	1	1	F	22
Newcastle	55-64	1	1	1	M	20
Newcastle	65-74				F	527
Newcastle	65-74				M	540
Newcastle	65-74	0			F	4176
Newcastle	65-74	0			M	4380
Newcastle	65-74	1	0	1	F	1703
Newcastle	65-74	1	0	1	M	1088
Newcastle	65-74	1	1	0	F	56
Newcastle	65-74	1	1	0	M	57
Newcastle	65-74	1	1	1	F	6
Newcastle	65-74	1	1	1	M	3
Newcastle	75-84				F	675
Newcastle	75-84				M	448
Newcastle	75-84	0			F	3108
Newcastle	75-84	0			M	2441
Newcastle	75-84	1	0	1	F	277
Newcastle	75-84	1	0	1	M	224
Newcastle	75-84	1	1	0	F	11
Newcastle	75-84	1	1	0	M	22
Newcastle	75-84	1	1	1	F	4
Newcastle	75-84	1	1	1	M	5
Newcastle	85+				F	905
Newcastle	85+				M	328
Newcastle	85+	0			F	1702
Newcastle	85+	0			M	965
Newcastle	85+	1	0	1	F	36
Newcastle	85+	1	0	1	M	13
Newcastle	85+	1	1	0	M	7
North Sydney	15-19				F	189
North Sydney	15-19				M	221
North Sydney	15-19	0			F	2954
North Sydney	15-19	0			M	3802
North Sydney	15-19	1	0	1	F	193
North Sydney	15-19	1	0	1	M	215
North Sydney	15-19	1	1	0	F	12
North Sydney	15-19	1	1	0	M	29
North Sydney	15-19	1	1	1	F	3
North Sydney	20-24				F	340
North Sydney	20-24				M	280
North Sydney	20-24	0			F	4097
North Sydney	20-24	0			M	3782
North Sydney	20-24	1	0	1	F	168
North Sydney	20-24	1	0	1	M	98
North Sydney	20-24	1	1	0	F	57
North Sydney	20-24	1	1	0	M	21
North Sydney	25-34				F	1148
North Sydney	25-34				M	1101
North Sydney	25-34	0			F	10834
North Sydney	25-34	0			M	10755
North Sydney	25-34	1	0	1	F	517
North Sydney	25-34	1	0	1	M	262
North Sydney	25-34	1	1	0	F	2789
North Sydney	25-34	1	1	0	M	1778
North Sydney	25-34	1	1	1	F	58
North Sydney	25-34	1	1	1	M	12
North Sydney	35-44				F	817
North Sydney	35-44				M	845
North Sydney	35-44	0			F	5104
North Sydney	35-44	0			M	5901
North Sydney	35-44	1	0	1	F	406
North Sydney	35-44	1	0	1	M	190
North Sydney	35-44	1	1	0	F	7436
North Sydney	35-44	1	1	0	M	6057
North Sydney	35-44	1	1	1	F	241
North Sydney	35-44	1	1	1	M	93
North Sydney	45-54				F	587
North Sydney	45-54				M	615
North Sydney	45-54	0			F	5900
North Sydney	45-54	0			M	5321
North Sydney	45-54	1	0	1	F	288
North Sydney	45-54	1	0	1	M	132
North Sydney	45-54	1	1	0	F	4092
North Sydney	45-54	1	1	0	M	3991
North Sydney	45-54	1	1	1	F	147
North Sydney	45-54	1	1	1	M	78
North Sydney	55-64				F	551
North Sydney	55-64				M	516
North Sydney	55-64	0			F	6847
North Sydney	55-64	0			M	6175
North Sydney	55-64	1	0	1	F	1147
North Sydney	55-64	1	0	1	M	370
North Sydney	55-64	1	1	0	F	397
North Sydney	55-64	1	1	0	M	812
North Sydney	55-64	1	1	1	F	19
North Sydney	55-64	1	1	1	M	10
North Sydney	65-74				F	458
North Sydney	65-74				M	420
North Sydney	65-74	0			F	4337
North Sydney	65-74	0			M	4461
North Sydney	65-74	1	0	1	F	1931
North Sydney	65-74	1	0	1	M	1022
North Sydney	65-74	1	1	0	F	107
North Sydney	65-74	1	1	0	M	135
North Sydney	65-74	1	1	1	F	7
North Sydney	65-74	1	1	1	M	4
North Sydney	75-84				F	320
North Sydney	75-84				M	229
North Sydney	75-84	0			F	2966
North Sydney	75-84	0			M	2344
North Sydney	75-84	1	0	1	F	424
North Sydney	75-84	1	0	1	M	340
North Sydney	75-84	1	1	0	F	18
North Sydney	75-84	1	1	0	M	20
North Sydney	75-84	1	1	1	F	6
North Sydney	85+				F	302
North Sydney	85+				M	124
North Sydney	85+	0			F	2126
North Sydney	85+	0			M	1145
North Sydney	85+	1	0	1	F	32
North Sydney	85+	1	0	1	M	16
North Sydney	85+	1	1	0	F	5
North Sydney	85+	1	1	0	M	4
Page	15-19				F	586
Page	15-19				M	681
Page	15-19	0			F	3701
Page	15-19	0			M	4038
Page	15-19	1	0	1	F	412
Page	15-19	1	0	1	M	239
Page	15-19	1	1	0	F	81
Page	15-19	1	1	0	M	31
Page	15-19	1	1	1	F	4
Page	20-24				F	303
Page	20-24				M	399
Page	20-24	0			F	2378
Page	20-24	0			M	2872
Page	20-24	1	0	1	F	262
Page	20-24	1	0	1	M	182
Page	20-24	1	1	0	F	583
Page	20-24	1	1	0	M	264
Page	20-24	1	1	1	F	11
Page	20-24	1	1	1	M	8
Page	25-34				F	604
Page	25-34				M	711
Page	25-34	0			F	2500
Page	25-34	0			M	3584
Page	25-34	1	0	1	F	398
Page	25-34	1	0	1	M	271
Page	25-34	1	1	0	F	3605
Page	25-34	1	1	0	M	2352
Page	25-34	1	1	1	F	253
Page	25-34	1	1	1	M	83
Page	35-44				F	720
Page	35-44				M	773
Page	35-44	0			F	2574
Page	35-44	0			M	3086
Page	35-44	1	0	1	F	351
Page	35-44	1	0	1	M	207
Page	35-44	1	1	0	F	5146
Page	35-44	1	1	0	M	4067
Page	35-44	1	1	1	F	341
Page	35-44	1	1	1	M	167
Page	45-54				F	871
Page	45-54				M	948
Page	45-54	0			F	6777
Page	45-54	0			M	6519
Page	45-54	1	0	1	F	1072
Page	45-54	1	0	1	M	426
Page	45-54	1	1	0	F	2405
Page	45-54	1	1	0	M	2492
Page	45-54	1	1	1	F	142
Page	45-54	1	1	1	M	83
Page	55-64				F	1056
Page	55-64				M	1169
Page	55-64	0			F	9194
Page	55-64	0			M	9805
Page	55-64	1	0	1	F	2279
Page	55-64	1	0	1	M	1009
Page	55-64	1	1	0	F	249
Page	55-64	1	1	0	M	572
Page	55-64	1	1	1	F	20
Page	55-64	1	1	1	M	33
Page	65-74				F	987
Page	65-74				M	1009
Page	65-74	0			F	7477
Page	65-74	0			M	8139
Page	65-74	1	0	1	F	1265
Page	65-74	1	0	1	M	852
Page	65-74	1	1	0	F	65
Page	65-74	1	1	0	M	89
Page	65-74	1	1	1	F	4
Page	65-74	1	1	1	M	3
Page	75-84				F	882
Page	75-84				M	755
Page	75-84	0			F	4495
Page	75-84	0			M	4040
Page	75-84	1	0	1	F	207
Page	75-84	1	0	1	M	175
Page	75-84	1	1	0	F	14
Page	75-84	1	1	0	M	15
Page	75-84	1	1	1	M	8
Page	85+				F	461
Page	85+				M	278
Page	85+	0			F	2350
Page	85+	0			M	1373
Page	85+	1	0	1	F	21
Page	85+	1	0	1	M	7
Page	85+	1	1	0	F	5
Page	85+	1	1	0	M	10
Parkes	15-19				F	619
Parkes	15-19				M	696
Parkes	15-19	0			F	3128
Parkes	15-19	0			M	3609
Parkes	15-19	1	0	1	F	368
Parkes	15-19	1	0	1	M	170
Parkes	15-19	1	1	0	F	97
Parkes	15-19	1	1	0	M	30
Parkes	15-19	1	1	1	F	5
Parkes	15-19	1	1	1	M	7
Parkes	20-24				F	438
Parkes	20-24				M	532
Parkes	20-24	0			F	2624
Parkes	20-24	0			M	3188
Parkes	20-24	1	0	1	F	327
Parkes	20-24	1	0	1	M	194
Parkes	20-24	1	1	0	F	862
Parkes	20-24	1	1	0	M	382
Parkes	20-24	1	1	1	F	34
Parkes	20-24	1	1	1	M	8
Parkes	25-34				F	969
Parkes	25-34				M	1025
Parkes	25-34	0			F	3517
Parkes	25-34	0			M	4713
Parkes	25-34	1	0	1	F	521
Parkes	25-34	1	0	1	M	258
Parkes	25-34	1	1	0	F	4486
Parkes	25-34	1	1	0	M	2864
Parkes	25-34	1	1	1	F	278
Parkes	25-34	1	1	1	M	78
Parkes	35-44				F	857
Parkes	35-44				M	965
Parkes	35-44	0			F	2574
Parkes	35-44	0			M	3155
Parkes	35-44	1	0	1	F	407
Parkes	35-44	1	0	1	M	211
Parkes	35-44	1	1	0	F	4745
Parkes	35-44	1	1	0	M	4074
Parkes	35-44	1	1	1	F	253
Parkes	35-44	1	1	1	M	106
Parkes	45-54				F	1064
Parkes	45-54				M	1145
Parkes	45-54	0			F	6024
Parkes	45-54	0			M	6341
Parkes	45-54	1	0	1	F	1152
Parkes	45-54	1	0	1	M	436
Parkes	45-54	1	1	0	F	1852
Parkes	45-54	1	1	0	M	2057
Parkes	45-54	1	1	1	F	90
Parkes	45-54	1	1	1	M	48
Parkes	55-64				F	1042
Parkes	55-64				M	1232
Parkes	55-64	0			F	6773
Parkes	55-64	0			M	7953
Parkes	55-64	1	0	1	F	1941
Parkes	55-64	1	0	1	M	889
Parkes	55-64	1	1	0	F	207
Parkes	55-64	1	1	0	M	379
Parkes	55-64	1	1	1	F	11
Parkes	55-64	1	1	1	M	7
Parkes	65-74				F	998
Parkes	65-74				M	1089
Parkes	65-74	0			F	5535
Parkes	65-74	0			M	6249
Parkes	65-74	1	0	1	F	1036
Parkes	65-74	1	0	1	M	660
Parkes	65-74	1	1	0	F	61
Parkes	65-74	1	1	0	M	62
Parkes	65-74	1	1	1	F	3
Parkes	75-84				F	880
Parkes	75-84				M	731
Parkes	75-84	0			F	3760
Parkes	75-84	0			M	3362
Parkes	75-84	1	0	1	F	219
Parkes	75-84	1	0	1	M	133
Parkes	75-84	1	1	0	F	17
Parkes	75-84	1	1	0	M	13
Parkes	85+				F	418
Parkes	85+				M	268
Parkes	85+	0			F	1773
Parkes	85+	0			M	1015
Parkes	85+	1	0	1	F	23
Parkes	85+	1	0	1	M	6
Parkes	85+	1	1	0	F	12
Parkes	85+	1	1	0	M	13
Parramatta	15-19				F	314
Parramatta	15-19				M	429
Parramatta	15-19	0			F	3740
Parramatta	15-19	0			M	4282
Parramatta	15-19	1	0	1	F	260
Parramatta	15-19	1	0	1	M	169
Parramatta	15-19	1	1	0	F	30
Parramatta	15-19	1	1	0	M	24
Parramatta	15-19	1	1	1	F	7
Parramatta	15-19	1	1	1	M	3
Parramatta	20-24				F	436
Parramatta	20-24				M	582
Parramatta	20-24	0			F	4798
Parramatta	20-24	0			M	6042
Parramatta	20-24	1	0	1	F	304
Parramatta	20-24	1	0	1	M	178
Parramatta	20-24	1	1	0	F	327
Parramatta	20-24	1	1	0	M	97
Parramatta	20-24	1	1	1	F	12
Parramatta	20-24	1	1	1	M	3
Parramatta	25-34				F	1619
Parramatta	25-34				M	1730
Parramatta	25-34	0			F	10750
Parramatta	25-34	0			M	14434
Parramatta	25-34	1	0	1	F	533
Parramatta	25-34	1	0	1	M	337
Parramatta	25-34	1	1	0	F	7460
Parramatta	25-34	1	1	0	M	4034
Parramatta	25-34	1	1	1	F	109
Parramatta	25-34	1	1	1	M	38
Parramatta	35-44				F	938
Parramatta	35-44				M	1269
Parramatta	35-44	0			F	4707
Parramatta	35-44	0			M	7144
Parramatta	35-44	1	0	1	F	329
