CED_NAME16	CountryOfBirth	Sex	persons
Barton	NPL	M	3504
Barton	NZL	F	1238
Barton	NZL	M	1366
Barton	PAK	F	126
Barton	PAK	M	251
Barton	PHL	F	1839
Barton	PHL	M	1278
Barton	PNG	F	55
Barton	PNG	M	46
Barton	POL	F	171
Barton	POL	M	177
Barton	SGP	F	227
Barton	SGP	M	205
Barton	THA	F	816
Barton	THA	M	374
Barton	TUR	F	195
Barton	TUR	M	226
Barton	TWN	F	334
Barton	TWN	M	213
Barton	USA	F	222
Barton	USA	M	243
Barton	VNM	F	1628
Barton	VNM	M	1328
Barton	ZAF	F	177
Barton	ZAF	M	190
Barton	ZWE	F	64
Barton	ZWE	M	43
Bennelong		F	6492
Bennelong		M	6197
Bennelong	AFG	F	153
Bennelong	AFG	M	163
Bennelong	AUS	F	40972
Bennelong	AUS	M	40559
Bennelong	BGD	F	246
Bennelong	BGD	M	313
Bennelong	BIH	F	47
Bennelong	BIH	M	48
Bennelong	CAN	F	142
Bennelong	CAN	M	145
Bennelong	CHL	F	119
Bennelong	CHL	M	113
Bennelong	CHN	F	12558
Bennelong	CHN	M	9977
Bennelong	DEU	F	248
Bennelong	DEU	M	260
Bennelong	EGY	F	230
Bennelong	EGY	M	244
Bennelong	FJI	F	311
Bennelong	FJI	M	241
Bennelong	FRA	F	99
Bennelong	FRA	M	114
Bennelong	GBR	F	1779
Bennelong	GBR	M	2162
Bennelong	GRC	F	238
Bennelong	GRC	M	215
Bennelong	HKG	F	2625
Bennelong	HKG	M	2514
Bennelong	HRV	F	170
Bennelong	HRV	M	159
Bennelong	IDN	F	909
Bennelong	IDN	M	716
Bennelong	IND	F	2970
Bennelong	IND	M	3368
Bennelong	IRL	F	217
Bennelong	IRL	M	264
Bennelong	IRN	F	904
Bennelong	IRN	M	1032
Bennelong	IRQ	F	126
Bennelong	IRQ	M	139
Bennelong	ITA	F	909
Bennelong	ITA	M	972
Bennelong	JPN	F	480
Bennelong	JPN	M	218
Bennelong	KHM	F	58
Bennelong	KHM	M	46
Bennelong	KOR	F	4039
Bennelong	KOR	M	3643
Bennelong	LBN	F	592
Bennelong	LBN	M	546
Bennelong	LKA	F	845
Bennelong	LKA	M	847
Bennelong	MKD	F	67
Bennelong	MKD	M	54
Bennelong	MLT	F	84
Bennelong	MLT	M	83
Bennelong	MMR	F	152
Bennelong	MMR	M	129
Bennelong	MUS	F	74
Bennelong	MUS	M	78
Bennelong	MYS	F	1254
Bennelong	MYS	M	1065
Bennelong	NLD	F	104
Bennelong	NLD	M	114
Bennelong	NPL	F	229
Bennelong	NPL	M	288
Bennelong	NZL	F	1006
Bennelong	NZL	M	1096
Bennelong	PAK	F	257
Bennelong	PAK	M	344
Bennelong	PHL	F	1483
Bennelong	PHL	M	1062
Bennelong	PNG	F	73
Bennelong	PNG	M	72
Bennelong	POL	F	186
Bennelong	POL	M	152
Bennelong	SGP	F	401
Bennelong	SGP	M	379
Bennelong	THA	F	478
Bennelong	THA	M	199
Bennelong	TUR	F	114
Bennelong	TUR	M	118
Bennelong	TWN	F	619
Bennelong	TWN	M	487
Bennelong	USA	F	351
Bennelong	USA	M	354
Bennelong	VNM	F	724
Bennelong	VNM	M	559
Bennelong	ZAF	F	401
Bennelong	ZAF	M	427
Bennelong	ZWE	F	81
Bennelong	ZWE	M	81
Berowra		F	4583
Berowra		M	4336
Berowra	AFG	F	81
Berowra	AFG	M	80
Berowra	AUS	F	46925
Berowra	AUS	M	46132
Berowra	BGD	F	70
Berowra	BGD	M	71
Berowra	BIH	F	21
Berowra	BIH	M	22
Berowra	CAN	F	182
Berowra	CAN	M	156
Berowra	CHL	F	84
Berowra	CHL	M	73
Berowra	CHN	F	3847
Berowra	CHN	M	3056
Berowra	DEU	F	329
Berowra	DEU	M	336
Berowra	EGY	F	135
Berowra	EGY	M	128
Berowra	FJI	F	198
Berowra	FJI	M	168
Berowra	FRA	F	66
Berowra	FRA	M	82
Berowra	GBR	F	3474
Berowra	GBR	M	3838
Berowra	GRC	F	85
Berowra	GRC	M	85
Berowra	HKG	F	1198
Berowra	HKG	M	1104
Berowra	HRV	F	86
Berowra	HRV	M	97
Berowra	IDN	F	319
Berowra	IDN	M	233
Berowra	IND	F	1968
Berowra	IND	M	1994
Berowra	IRL	F	190
Berowra	IRL	M	227
Berowra	IRN	F	500
Berowra	IRN	M	531
Berowra	IRQ	F	30
Berowra	IRQ	M	30
Berowra	ITA	F	430
Berowra	ITA	M	507
Berowra	JPN	F	223
Berowra	JPN	M	112
Berowra	KHM	F	29
Berowra	KHM	M	12
Berowra	KOR	F	1044
Berowra	KOR	M	920
Berowra	LBN	F	377
Berowra	LBN	M	375
Berowra	LKA	F	871
Berowra	LKA	M	831
Berowra	MKD	F	16
Berowra	MKD	M	8
Berowra	MLT	F	88
Berowra	MLT	M	85
Berowra	MMR	F	63
Berowra	MMR	M	57
Berowra	MUS	F	54
Berowra	MUS	M	52
Berowra	MYS	F	915
Berowra	MYS	M	783
Berowra	NLD	F	194
Berowra	NLD	M	240
Berowra	NPL	F	110
Berowra	NPL	M	102
Berowra	NZL	F	1084
Berowra	NZL	M	1134
Berowra	PAK	F	185
Berowra	PAK	M	191
Berowra	PHL	F	740
Berowra	PHL	M	482
Berowra	PNG	F	75
Berowra	PNG	M	62
Berowra	POL	F	196
Berowra	POL	M	152
Berowra	SGP	F	359
Berowra	SGP	M	301
Berowra	THA	F	209
Berowra	THA	M	81
Berowra	TUR	F	43
Berowra	TUR	M	49
Berowra	TWN	F	318
Berowra	TWN	M	262
Berowra	USA	F	398
Berowra	USA	M	390
Berowra	VNM	F	291
Berowra	VNM	M	226
Berowra	ZAF	F	1065
Berowra	ZAF	M	990
Berowra	ZWE	F	101
Berowra	ZWE	M	111
Blaxland		F	10136
Blaxland		M	10358
Blaxland	AFG	F	854
Blaxland	AFG	M	2443
Blaxland	AUS	F	38182
Blaxland	AUS	M	38532
Blaxland	BGD	F	510
Blaxland	BGD	M	703
Blaxland	BIH	F	158
Blaxland	BIH	M	149
Blaxland	CAN	F	38
Blaxland	CAN	M	38
Blaxland	CHL	F	132
Blaxland	CHL	M	124
Blaxland	CHN	F	5689
Blaxland	CHN	M	5267
Blaxland	DEU	F	200
Blaxland	DEU	M	191
Blaxland	EGY	F	518
Blaxland	EGY	M	606
Blaxland	FJI	F	551
Blaxland	FJI	M	451
Blaxland	FRA	F	35
Blaxland	FRA	M	37
Blaxland	GBR	F	537
Blaxland	GBR	M	614
Blaxland	GRC	F	600
Blaxland	GRC	M	563
Blaxland	HKG	F	406
Blaxland	HKG	M	406
Blaxland	HRV	F	248
Blaxland	HRV	M	231
Blaxland	IDN	F	434
Blaxland	IDN	M	351
Blaxland	IND	F	1458
Blaxland	IND	M	1943
Blaxland	IRL	F	65
Blaxland	IRL	M	94
Blaxland	IRN	F	315
Blaxland	IRN	M	463
Blaxland	IRQ	F	970
Blaxland	IRQ	M	1157
Blaxland	ITA	F	599
Blaxland	ITA	M	609
Blaxland	JPN	F	71
Blaxland	JPN	M	27
Blaxland	KHM	F	234
Blaxland	KHM	M	181
Blaxland	KOR	F	980
Blaxland	KOR	M	937
Blaxland	LBN	F	4998
Blaxland	LBN	M	5516
Blaxland	LKA	F	476
Blaxland	LKA	M	854
Blaxland	MKD	F	619
Blaxland	MKD	M	619
Blaxland	MLT	F	139
Blaxland	MLT	M	124
Blaxland	MMR	F	301
Blaxland	MMR	M	385
Blaxland	MUS	F	116
Blaxland	MUS	M	124
Blaxland	MYS	F	377
Blaxland	MYS	M	361
Blaxland	NLD	F	38
Blaxland	NLD	M	40
Blaxland	NPL	F	1267
Blaxland	NPL	M	1587
Blaxland	NZL	F	959
Blaxland	NZL	M	958
Blaxland	PAK	F	1362
Blaxland	PAK	M	2683
Blaxland	PHL	F	1174
Blaxland	PHL	M	806
Blaxland	PNG	F	24
Blaxland	PNG	M	25
Blaxland	POL	F	219
Blaxland	POL	M	155
Blaxland	SGP	F	91
Blaxland	SGP	M	69
Blaxland	THA	F	341
Blaxland	THA	M	162
Blaxland	TUR	F	1147
Blaxland	TUR	M	1178
Blaxland	TWN	F	293
Blaxland	TWN	M	330
Blaxland	USA	F	88
Blaxland	USA	M	114
Blaxland	VNM	F	7505
Blaxland	VNM	M	6378
Blaxland	ZAF	F	72
Blaxland	ZAF	M	88
Blaxland	ZWE	F	37
Blaxland	ZWE	M	47
Bradfield		F	5920
Bradfield		M	5273
Bradfield	AFG	F	36
Bradfield	AFG	M	37
Bradfield	AUS	F	43635
Bradfield	AUS	M	41915
Bradfield	BGD	F	40
Bradfield	BGD	M	38
Bradfield	BIH	F	14
Bradfield	BIH	M	20
Bradfield	CAN	F	244
Bradfield	CAN	M	245
Bradfield	CHL	F	101
Bradfield	CHL	M	70
Bradfield	CHN	F	8076
Bradfield	CHN	M	5895
Bradfield	DEU	F	382
Bradfield	DEU	M	320
Bradfield	EGY	F	91
Bradfield	EGY	M	116
Bradfield	FJI	F	134
Bradfield	FJI	M	124
Bradfield	FRA	F	131
Bradfield	FRA	M	136
Bradfield	GBR	F	4179
Bradfield	GBR	M	4742
Bradfield	GRC	F	60
Bradfield	GRC	M	71
Bradfield	HKG	F	2286
Bradfield	HKG	M	2023
Bradfield	HRV	F	71
Bradfield	HRV	M	65
Bradfield	IDN	F	532
Bradfield	IDN	M	401
Bradfield	IND	F	2084
Bradfield	IND	M	2159
Bradfield	IRL	F	232
Bradfield	IRL	M	270
Bradfield	IRN	F	1009
Bradfield	IRN	M	1010
Bradfield	IRQ	F	20
Bradfield	IRQ	M	19
Bradfield	ITA	F	266
Bradfield	ITA	M	308
Bradfield	JPN	F	859
Bradfield	JPN	M	537
Bradfield	KHM	F	29
Bradfield	KHM	M	13
Bradfield	KOR	F	2355
Bradfield	KOR	M	1969
Bradfield	LBN	F	124
Bradfield	LBN	M	125
Bradfield	LKA	F	438
Bradfield	LKA	M	390
Bradfield	MKD	F	23
Bradfield	MKD	M	17
Bradfield	MLT	F	24
Bradfield	MLT	M	24
Bradfield	MMR	F	67
Bradfield	MMR	M	53
Bradfield	MUS	F	56
Bradfield	MUS	M	45
Bradfield	MYS	F	1119
Bradfield	MYS	M	891
Bradfield	NLD	F	219
Bradfield	NLD	M	235
Bradfield	NPL	F	396
Bradfield	NPL	M	430
Bradfield	NZL	F	1435
Bradfield	NZL	M	1384
Bradfield	PAK	F	144
Bradfield	PAK	M	162
Bradfield	PHL	F	921
Bradfield	PHL	M	590
Bradfield	PNG	F	195
Bradfield	PNG	M	181
Bradfield	POL	F	190
Bradfield	POL	M	138
Bradfield	SGP	F	514
Bradfield	SGP	M	481
Bradfield	THA	F	342
Bradfield	THA	M	183
Bradfield	TUR	F	68
Bradfield	TUR	M	67
Bradfield	TWN	F	783
Bradfield	TWN	M	608
Bradfield	USA	F	622
Bradfield	USA	M	628
Bradfield	VNM	F	394
Bradfield	VNM	M	260
Bradfield	ZAF	F	2266
Bradfield	ZAF	M	2113
Bradfield	ZWE	F	174
Bradfield	ZWE	M	165
Calare		F	8006
Calare		M	7914
Calare	AFG	F	6
Calare	AFG	M	19
Calare	AUS	F	66563
Calare	AUS	M	66819
Calare	BGD	F	31
Calare	BGD	M	39
Calare	BIH	F	8
Calare	BIH	M	16
Calare	CAN	F	98
Calare	CAN	M	58
Calare	CHL	F	15
Calare	CHL	M	23
Calare	CHN	F	194
Calare	CHN	M	201
Calare	DEU	F	259
Calare	DEU	M	210
Calare	EGY	F	17
Calare	EGY	M	42
Calare	FJI	F	68
Calare	FJI	M	71
Calare	FRA	F	32
Calare	FRA	M	45
Calare	GBR	F	1971
Calare	GBR	M	1915
Calare	GRC	F	32
Calare	GRC	M	65
Calare	HKG	F	36
Calare	HKG	M	55
Calare	HRV	F	39
Calare	HRV	M	55
Calare	IDN	F	45
Calare	IDN	M	26
Calare	IND	F	333
Calare	IND	M	362
Calare	IRL	F	83
Calare	IRL	M	120
Calare	IRN	F	29
Calare	IRN	M	35
Calare	IRQ	F	19
Calare	IRQ	M	38
Calare	ITA	F	117
Calare	ITA	M	139
Calare	JPN	F	42
Calare	JPN	M	14
Calare	KHM	F	16
Calare	KHM	M	8
Calare	KOR	F	54
Calare	KOR	M	67
Calare	LBN	F	25
Calare	LBN	M	58
Calare	LKA	F	70
Calare	LKA	M	63
Calare	MKD	F	11
Calare	MKD	M	18
Calare	MLT	F	28
Calare	MLT	M	41
Calare	MMR	F	16
Calare	MMR	M	7
Calare	MUS	F	7
Calare	MUS	M	13
Calare	MYS	F	77
Calare	MYS	M	60
Calare	NLD	F	197
Calare	NLD	M	180
Calare	NPL	F	78
Calare	NPL	M	83
Calare	NZL	F	787
Calare	NZL	M	830
Calare	PAK	F	27
Calare	PAK	M	45
Calare	PHL	F	397
Calare	PHL	M	189
Calare	PNG	F	39
Calare	PNG	M	33
Calare	POL	F	60
Calare	POL	M	47
Calare	SGP	F	38
Calare	SGP	M	23
Calare	THA	F	107
Calare	THA	M	52
Calare	TUR	F	10
Calare	TUR	M	17
Calare	TWN	F	22
Calare	TWN	M	14
Calare	USA	F	145
Calare	USA	M	138
Calare	VNM	F	84
Calare	VNM	M	104
Calare	ZAF	F	218
Calare	ZAF	M	213
Calare	ZWE	F	89
Calare	ZWE	M	73
Chifley		F	10695
Chifley		M	10292
Chifley	AFG	F	594
Chifley	AFG	M	655
Chifley	AUS	F	44969
Chifley	AUS	M	44873
Chifley	BGD	F	696
Chifley	BGD	M	756
Chifley	BIH	F	132
Chifley	BIH	M	149
Chifley	CAN	F	48
Chifley	CAN	M	33
Chifley	CHL	F	184
Chifley	CHL	M	155
Chifley	CHN	F	925
Chifley	CHN	M	748
Chifley	DEU	F	262
Chifley	DEU	M	224
Chifley	EGY	F	572
Chifley	EGY	M	581
Chifley	FJI	F	2435
Chifley	FJI	M	2172
Chifley	FRA	F	34
Chifley	FRA	M	27
Chifley	GBR	F	1386
Chifley	GBR	M	1474
Chifley	GRC	F	186
Chifley	GRC	M	177
Chifley	HKG	F	140
Chifley	HKG	M	133
Chifley	HRV	F	287
Chifley	HRV	M	223
Chifley	IDN	F	343
Chifley	IDN	M	259
Chifley	IND	F	4496
Chifley	IND	M	4969
Chifley	IRL	F	104
Chifley	IRL	M	135
Chifley	IRN	F	247
Chifley	IRN	M	230
Chifley	IRQ	F	686
Chifley	IRQ	M	725
Chifley	ITA	F	252
Chifley	ITA	M	274
Chifley	JPN	F	45
Chifley	JPN	M	12
Chifley	KHM	F	54
Chifley	KHM	M	31
Chifley	KOR	F	238
Chifley	KOR	M	217
Chifley	LBN	F	475
Chifley	LBN	M	453
Chifley	LKA	F	676
Chifley	LKA	M	747
Chifley	MKD	F	65
Chifley	MKD	M	52
Chifley	MLT	F	593
Chifley	MLT	M	637
Chifley	MMR	F	183
Chifley	MMR	M	181
Chifley	MUS	F	189
Chifley	MUS	M	158
Chifley	MYS	F	215
Chifley	MYS	M	176
Chifley	NLD	F	125
Chifley	NLD	M	120
Chifley	NPL	F	291
Chifley	NPL	M	306
Chifley	NZL	F	2488
Chifley	NZL	M	2376
Chifley	PAK	F	1338
Chifley	PAK	M	1505
Chifley	PHL	F	8316
Chifley	PHL	M	6839
Chifley	PNG	F	32
Chifley	PNG	M	23
Chifley	POL	F	312
Chifley	POL	M	210
Chifley	SGP	F	83
Chifley	SGP	M	81
Chifley	THA	F	217
Chifley	THA	M	89
Chifley	TUR	F	331
Chifley	TUR	M	314
Chifley	TWN	F	42
Chifley	TWN	M	37
Chifley	USA	F	142
Chifley	USA	M	141
Chifley	VNM	F	322
Chifley	VNM	M	251
Chifley	ZAF	F	251
Chifley	ZAF	M	222
Chifley	ZWE	F	50
Chifley	ZWE	M	48
Cook		F	6358
Cook		M	5836
Cook	AFG	M	4
Cook	AUS	F	51486
Cook	AUS	M	49347
Cook	BGD	F	58
Cook	BGD	M	63
Cook	BIH	F	91
Cook	BIH	M	90
Cook	CAN	F	162
Cook	CAN	M	108
Cook	CHL	F	156
Cook	CHL	M	137
Cook	CHN	F	1668
Cook	CHN	M	1343
Cook	DEU	F	272
Cook	DEU	M	230
Cook	EGY	F	642
Cook	EGY	M	632
Cook	FJI	F	175
Cook	FJI	M	140
Cook	FRA	F	81
Cook	FRA	M	80
Cook	GBR	F	2497
Cook	GBR	M	2616
Cook	GRC	F	1080
Cook	GRC	M	984
Cook	HKG	F	324
Cook	HKG	M	302
Cook	HRV	F	172
Cook	HRV	M	162
Cook	IDN	F	210
Cook	IDN	M	162
Cook	IND	F	360
Cook	IND	M	393
Cook	IRL	F	235
Cook	IRL	M	247
Cook	IRN	F	53
Cook	IRN	M	67
Cook	IRQ	F	42
Cook	IRQ	M	31
Cook	ITA	F	469
Cook	ITA	M	526
Cook	JPN	F	126
Cook	JPN	M	51
Cook	KHM	F	41
Cook	KHM	M	24
Cook	KOR	F	99
Cook	KOR	M	62
Cook	LBN	F	317
Cook	LBN	M	319
Cook	LKA	F	44
Cook	LKA	M	46
Cook	MKD	F	332
Cook	MKD	M	334
Cook	MLT	F	165
Cook	MLT	M	151
Cook	MMR	F	22
Cook	MMR	M	19
Cook	MUS	F	42
Cook	MUS	M	27
Cook	MYS	F	231
Cook	MYS	M	169
Cook	NLD	F	126
Cook	NLD	M	130
Cook	NPL	F	57
Cook	NPL	M	74
Cook	NZL	F	1120
Cook	NZL	M	1088
Cook	PAK	F	37
Cook	PAK	M	51
Cook	PHL	F	606
Cook	PHL	M	284
Cook	PNG	F	38
Cook	PNG	M	41
Cook	POL	F	154
Cook	POL	M	104
Cook	SGP	F	117
Cook	SGP	M	85
Cook	THA	F	272
Cook	THA	M	76
Cook	TUR	F	95
Cook	TUR	M	108
Cook	TWN	F	83
Cook	TWN	M	37
Cook	USA	F	227
Cook	USA	M	208
Cook	VNM	F	218
Cook	VNM	M	138
Cook	ZAF	F	361
Cook	ZAF	M	310
Cook	ZWE	F	35
Cook	ZWE	M	42
Cowper		F	7745
Cowper		M	7238
Cowper	AFG	F	72
Cowper	AFG	M	33
Cowper	AUS	F	65761
Cowper	AUS	M	62098
Cowper	BGD	F	7
Cowper	BGD	M	10
Cowper	BIH	F	8
Cowper	BIH	M	6
Cowper	CAN	F	150
Cowper	CAN	M	123
Cowper	CHL	F	26
Cowper	CHL	M	22
Cowper	CHN	F	168
Cowper	CHN	M	132
Cowper	DEU	F	413
Cowper	DEU	M	340
Cowper	EGY	F	47
Cowper	EGY	M	61
Cowper	FJI	F	88
Cowper	FJI	M	86
Cowper	FRA	F	71
Cowper	FRA	M	62
Cowper	GBR	F	3507
Cowper	GBR	M	3356
Cowper	GRC	F	20
Cowper	GRC	M	27
Cowper	HKG	F	47
Cowper	HKG	M	60
Cowper	HRV	F	15
Cowper	HRV	M	31
Cowper	IDN	F	55
Cowper	IDN	M	24
Cowper	IND	F	318
Cowper	IND	M	336
Cowper	IRL	F	149
Cowper	IRL	M	180
Cowper	IRN	F	21
Cowper	IRN	M	35
Cowper	IRQ	F	15
Cowper	IRQ	M	10
Cowper	ITA	F	98
Cowper	ITA	M	154
Cowper	JPN	F	78
Cowper	JPN	M	34
Cowper	KHM	F	11
Cowper	KHM	M	3
Cowper	KOR	F	43
Cowper	KOR	M	29
Cowper	LBN	F	13
Cowper	LBN	M	21
Cowper	LKA	F	29
Cowper	LKA	M	27
Cowper	MKD	F	8
Cowper	MKD	M	3
Cowper	MLT	F	61
Cowper	MLT	M	49
Cowper	MMR	F	166
Cowper	MMR	M	144
Cowper	MUS	F	17
Cowper	MUS	M	5
Cowper	MYS	F	110
Cowper	MYS	M	81
Cowper	NLD	F	285
Cowper	NLD	M	248
Cowper	NPL	F	15
Cowper	NPL	M	18
Cowper	NZL	F	1095
Cowper	NZL	M	1000
Cowper	PAK	F	38
Cowper	PAK	M	41
Cowper	PHL	F	480
Cowper	PHL	M	117
Cowper	PNG	F	83
Cowper	PNG	M	60
Cowper	POL	F	57
Cowper	POL	M	38
Cowper	SGP	F	35
Cowper	SGP	M	31
Cowper	THA	F	169
Cowper	THA	M	54
Cowper	TUR	F	13
Cowper	TUR	M	17
Cowper	TWN	F	40
Cowper	TWN	M	28
Cowper	USA	F	225
Cowper	USA	M	225
Cowper	VNM	F	67
Cowper	VNM	M	44
Cowper	ZAF	F	272
Cowper	ZAF	M	259
Cowper	ZWE	F	49
Cowper	ZWE	M	57
Cunningham		F	7283
Cunningham		M	7030
Cunningham	AFG	F	19
Cunningham	AFG	M	12
Cunningham	AUS	F	56204
Cunningham	AUS	M	55260
Cunningham	BGD	F	39
Cunningham	BGD	M	58
Cunningham	BIH	F	122
Cunningham	BIH	M	106
Cunningham	CAN	F	197
Cunningham	CAN	M	148
Cunningham	CHL	F	203
Cunningham	CHL	M	171
Cunningham	CHN	F	1242
Cunningham	CHN	M	1646
Cunningham	DEU	F	433
Cunningham	DEU	M	368
Cunningham	EGY	F	56
Cunningham	EGY	M	82
Cunningham	FJI	F	90
Cunningham	FJI	M	74
Cunningham	FRA	F	81
Cunningham	FRA	M	88
Cunningham	GBR	F	3620
Cunningham	GBR	M	3405
Cunningham	GRC	F	318
Cunningham	GRC	M	282
Cunningham	HKG	F	85
Cunningham	HKG	M	101
Cunningham	HRV	F	344
Cunningham	HRV	M	331
Cunningham	IDN	F	148
Cunningham	IDN	M	115
Cunningham	IND	F	526
Cunningham	IND	M	789
Cunningham	IRL	F	179
Cunningham	IRL	M	196
Cunningham	IRN	F	172
Cunningham	IRN	M	208
Cunningham	IRQ	F	198
Cunningham	IRQ	M	187
Cunningham	ITA	F	1166
Cunningham	ITA	M	1049
Cunningham	JPN	F	122
Cunningham	JPN	M	44
Cunningham	KHM	F	10
Cunningham	KHM	M	10
Cunningham	KOR	F	144
Cunningham	KOR	M	126
Cunningham	LBN	F	187
Cunningham	LBN	M	200
Cunningham	LKA	F	122
Cunningham	LKA	M	141
Cunningham	MKD	F	1087
Cunningham	MKD	M	1042
Cunningham	MLT	F	112
Cunningham	MLT	M	120
Cunningham	MMR	F	104
Cunningham	MMR	M	91
Cunningham	MUS	F	8
Cunningham	MUS	M	12
Cunningham	MYS	F	176
Cunningham	MYS	M	192
Cunningham	NLD	F	294
Cunningham	NLD	M	277
Cunningham	NPL	F	25
Cunningham	NPL	M	39
Cunningham	NZL	F	884
Cunningham	NZL	M	847
Cunningham	PAK	F	74
Cunningham	PAK	M	174
Cunningham	PHL	F	507
Cunningham	PHL	M	220
Cunningham	PNG	F	36
Cunningham	PNG	M	39
Cunningham	POL	F	167
Cunningham	POL	M	115
Cunningham	SGP	F	57
Cunningham	SGP	M	46
Cunningham	THA	F	350
Cunningham	THA	M	170
Cunningham	TUR	F	215
Cunningham	TUR	M	243
Cunningham	TWN	F	58
Cunningham	TWN	M	42
Cunningham	USA	F	312
Cunningham	USA	M	273
Cunningham	VNM	F	434
Cunningham	VNM	M	366
Cunningham	ZAF	F	249
Cunningham	ZAF	M	262
Cunningham	ZWE	F	53
Cunningham	ZWE	M	49
Dobell		F	6401
Dobell		M	5926
Dobell	AFG	F	5
Dobell	AFG	M	4
Dobell	AUS	F	63639
Dobell	AUS	M	59917
Dobell	BGD	F	17
Dobell	BGD	M	19
Dobell	BIH	F	16
Dobell	BIH	M	18
Dobell	CAN	F	99
Dobell	CAN	M	93
Dobell	CHL	F	64
Dobell	CHL	M	63
Dobell	CHN	F	341
Dobell	CHN	M	208
Dobell	DEU	F	270
Dobell	DEU	M	196
Dobell	EGY	F	61
Dobell	EGY	M	83
Dobell	FJI	F	88
Dobell	FJI	M	75
Dobell	FRA	F	64
Dobell	FRA	M	43
Dobell	GBR	F	3760
Dobell	GBR	M	3531
Dobell	GRC	F	75
Dobell	GRC	M	80
Dobell	HKG	F	51
Dobell	HKG	M	35
Dobell	HRV	F	50
Dobell	HRV	M	60
Dobell	IDN	F	98
Dobell	IDN	M	74
