CED_NAME16	FamilyHousehold	IncomeHousehold.max	households
Cook	1	131250	4412
Cook	1	157500	3641
Cook	1	183750	2715
Cook	1	210000	2174
Cook	1	Inf	5934
Cowper	0		1647
Cowper	0	0	388
Cowper	0	7875	238
Cowper	0	15750	1272
Cowper	0	21000	2266
Cowper	0	26250	4734
Cowper	0	34125	2267
Cowper	0	42000	1808
Cowper	0	52500	1769
Cowper	0	65625	1437
Cowper	0	78750	810
Cowper	0	91875	538
Cowper	0	105000	408
Cowper	0	131250	491
Cowper	0	157500	95
Cowper	0	183750	40
Cowper	0	210000	236
Cowper	0	Inf	44
Cowper	1		4535
Cowper	1	0	296
Cowper	1	7875	208
Cowper	1	15750	295
Cowper	1	21000	358
Cowper	1	26250	1523
Cowper	1	34125	1657
Cowper	1	42000	4993
Cowper	1	52500	3619
Cowper	1	65625	4366
Cowper	1	78750	4020
Cowper	1	91875	2623
Cowper	1	105000	2531
Cowper	1	131250	4130
Cowper	1	157500	2441
Cowper	1	183750	1310
Cowper	1	210000	802
Cowper	1	Inf	1404
Cunningham	0		1408
Cunningham	0	0	515
Cunningham	0	7875	271
Cunningham	0	15750	1154
Cunningham	0	21000	1895
Cunningham	0	26250	3196
Cunningham	0	34125	1442
Cunningham	0	42000	1242
Cunningham	0	52500	1326
Cunningham	0	65625	1419
Cunningham	0	78750	993
Cunningham	0	91875	825
Cunningham	0	105000	655
Cunningham	0	131250	853
Cunningham	0	157500	146
Cunningham	0	183750	82
Cunningham	0	210000	335
Cunningham	0	Inf	59
Cunningham	1		4288
Cunningham	1	0	348
Cunningham	1	7875	200
Cunningham	1	15750	287
Cunningham	1	21000	251
Cunningham	1	26250	1108
Cunningham	1	34125	1039
Cunningham	1	42000	2894
Cunningham	1	52500	2236
Cunningham	1	65625	2876
Cunningham	1	78750	2761
Cunningham	1	91875	2129
Cunningham	1	105000	2319
Cunningham	1	131250	4692
Cunningham	1	157500	3671
Cunningham	1	183750	2525
Cunningham	1	210000	1715
Cunningham	1	Inf	3603
Dobell	0		1404
Dobell	0	0	339
Dobell	0	7875	197
Dobell	0	15750	781
Dobell	0	21000	1483
Dobell	0	26250	3404
Dobell	0	34125	1662
Dobell	0	42000	1211
Dobell	0	52500	1339
Dobell	0	65625	1193
Dobell	0	78750	743
Dobell	0	91875	565
Dobell	0	105000	376
Dobell	0	131250	454
Dobell	0	157500	95
Dobell	0	183750	40
Dobell	0	210000	181
Dobell	0	Inf	24
Dobell	1		4478
Dobell	1	0	302
Dobell	1	7875	168
Dobell	1	15750	257
Dobell	1	21000	274
Dobell	1	26250	1065
Dobell	1	34125	1174
Dobell	1	42000	3393
Dobell	1	52500	2689
Dobell	1	65625	3322
Dobell	1	78750	3399
Dobell	1	91875	2758
Dobell	1	105000	2707
Dobell	1	131250	5031
Dobell	1	157500	3292
Dobell	1	183750	1904
Dobell	1	210000	1229
Dobell	1	Inf	2069
Eden-Monaro	0		1055
Eden-Monaro	0	0	294
Eden-Monaro	0	7875	220
Eden-Monaro	0	15750	839
Eden-Monaro	0	21000	1508
Eden-Monaro	0	26250	3097
Eden-Monaro	0	34125	1551
Eden-Monaro	0	42000	1361
Eden-Monaro	0	52500	1498
Eden-Monaro	0	65625	1410
Eden-Monaro	0	78750	1028
Eden-Monaro	0	91875	798
Eden-Monaro	0	105000	582
Eden-Monaro	0	131250	814
Eden-Monaro	0	157500	73
Eden-Monaro	0	183750	53
Eden-Monaro	0	210000	309
Eden-Monaro	0	Inf	50
Eden-Monaro	1		4620
Eden-Monaro	1	0	250
Eden-Monaro	1	7875	186
Eden-Monaro	1	15750	273
Eden-Monaro	1	21000	275
Eden-Monaro	1	26250	1061
Eden-Monaro	1	34125	987
Eden-Monaro	1	42000	2820
Eden-Monaro	1	52500	2212
Eden-Monaro	1	65625	3109
Eden-Monaro	1	78750	3017
Eden-Monaro	1	91875	2208
Eden-Monaro	1	105000	2267
Eden-Monaro	1	131250	4514
Eden-Monaro	1	157500	3129
Eden-Monaro	1	183750	2217
Eden-Monaro	1	210000	1618
Eden-Monaro	1	Inf	3495
Farrer	0		1613
Farrer	0	0	438
Farrer	0	7875	249
Farrer	0	15750	1163
Farrer	0	21000	1882
Farrer	0	26250	3778
Farrer	0	34125	1879
Farrer	0	42000	1693
Farrer	0	52500	1882
Farrer	0	65625	1578
Farrer	0	78750	1055
Farrer	0	91875	652
Farrer	0	105000	457
Farrer	0	131250	631
Farrer	0	157500	111
Farrer	0	183750	44
Farrer	0	210000	270
Farrer	0	Inf	40
Farrer	1		5080
Farrer	1	0	346
Farrer	1	7875	248
Farrer	1	15750	325
Farrer	1	21000	354
Farrer	1	26250	1434
Farrer	1	34125	1331
Farrer	1	42000	3687
Farrer	1	52500	2894
Farrer	1	65625	3813
Farrer	1	78750	3838
Farrer	1	91875	2788
Farrer	1	105000	2747
Farrer	1	131250	4862
Farrer	1	157500	2929
Farrer	1	183750	1655
Farrer	1	210000	918
Farrer	1	Inf	1660
Fowler	0		751
Fowler	0	0	474
Fowler	0	7875	156
Fowler	0	15750	802
Fowler	0	21000	1207
Fowler	0	26250	1740
Fowler	0	34125	637
Fowler	0	42000	692
Fowler	0	52500	827
Fowler	0	65625	838
Fowler	0	78750	456
Fowler	0	91875	333
Fowler	0	105000	245
Fowler	0	131250	270
Fowler	0	157500	69
Fowler	0	183750	29
Fowler	0	210000	86
Fowler	0	Inf	26
Fowler	1		4374
Fowler	1	0	677
Fowler	1	7875	274
Fowler	1	15750	611
Fowler	1	21000	505
Fowler	1	26250	1580
Fowler	1	34125	1541
Fowler	1	42000	3416
Fowler	1	52500	2820
Fowler	1	65625	3382
Fowler	1	78750	3159
Fowler	1	91875	2445
Fowler	1	105000	2375
Fowler	1	131250	4007
Fowler	1	157500	2670
Fowler	1	183750	1662
Fowler	1	210000	1136
Fowler	1	Inf	1972
Gilmore	0		1412
Gilmore	0	0	374
Gilmore	0	7875	241
Gilmore	0	15750	1027
Gilmore	0	21000	1843
Gilmore	0	26250	4089
Gilmore	0	34125	2006
Gilmore	0	42000	1486
Gilmore	0	52500	1511
Gilmore	0	65625	1215
Gilmore	0	78750	725
Gilmore	0	91875	562
Gilmore	0	105000	381
Gilmore	0	131250	464
Gilmore	0	157500	47
Gilmore	0	183750	22
Gilmore	0	210000	214
Gilmore	0	Inf	30
Gilmore	1		4705
Gilmore	1	0	306
Gilmore	1	7875	229
Gilmore	1	15750	346
Gilmore	1	21000	339
Gilmore	1	26250	1558
Gilmore	1	34125	1396
Gilmore	1	42000	4815
Gilmore	1	52500	3406
Gilmore	1	65625	4194
Gilmore	1	78750	3779
Gilmore	1	91875	2449
Gilmore	1	105000	2396
Gilmore	1	131250	3850
Gilmore	1	157500	2414
Gilmore	1	183750	1382
Gilmore	1	210000	833
Gilmore	1	Inf	1652
Grayndler	0		1637
Grayndler	0	0	555
Grayndler	0	7875	224
Grayndler	0	15750	729
Grayndler	0	21000	1112
Grayndler	0	26250	1727
Grayndler	0	34125	1108
Grayndler	0	42000	1099
Grayndler	0	52500	1391
Grayndler	0	65625	1759
Grayndler	0	78750	1522
Grayndler	0	91875	1543
Grayndler	0	105000	1317
Grayndler	0	131250	2425
Grayndler	0	157500	533
Grayndler	0	183750	345
Grayndler	0	210000	1381
Grayndler	0	Inf	598
Grayndler	1		3503
Grayndler	1	0	281
Grayndler	1	7875	134
Grayndler	1	15750	188
Grayndler	1	21000	126
Grayndler	1	26250	526
Grayndler	1	34125	495
Grayndler	1	42000	1221
Grayndler	1	52500	1069
Grayndler	1	65625	1624
Grayndler	1	78750	1734
Grayndler	1	91875	1551
Grayndler	1	105000	1636
Grayndler	1	131250	4005
Grayndler	1	157500	3332
Grayndler	1	183750	2805
Grayndler	1	210000	2828
Grayndler	1	Inf	8813
Greenway	0		669
Greenway	0	0	338
Greenway	0	7875	106
Greenway	0	15750	532
Greenway	0	21000	811
Greenway	0	26250	1303
Greenway	0	34125	607
Greenway	0	42000	552
Greenway	0	52500	730
Greenway	0	65625	778
Greenway	0	78750	621
Greenway	0	91875	505
Greenway	0	105000	397
Greenway	0	131250	571
Greenway	0	157500	91
Greenway	0	183750	63
Greenway	0	210000	170
Greenway	0	Inf	53
Greenway	1		4029
Greenway	1	0	355
Greenway	1	7875	168
Greenway	1	15750	209
Greenway	1	21000	207
Greenway	1	26250	742
Greenway	1	34125	825
Greenway	1	42000	1867
Greenway	1	52500	1773
Greenway	1	65625	2573
Greenway	1	78750	2845
Greenway	1	91875	2655
Greenway	1	105000	2928
Greenway	1	131250	6500
Greenway	1	157500	4953
Greenway	1	183750	3568
Greenway	1	210000	2525
Greenway	1	Inf	4395
Hughes	0		541
Hughes	0	0	227
Hughes	0	7875	95
Hughes	0	15750	346
Hughes	0	21000	590
Hughes	0	26250	1356
Hughes	0	34125	762
Hughes	0	42000	616
Hughes	0	52500	710
Hughes	0	65625	813
Hughes	0	78750	496
Hughes	0	91875	539
Hughes	0	105000	419
Hughes	0	131250	548
Hughes	0	157500	81
Hughes	0	183750	30
Hughes	0	210000	212
Hughes	0	Inf	39
Hughes	1		4023
Hughes	1	0	215
Hughes	1	7875	124
Hughes	1	15750	136
Hughes	1	21000	109
Hughes	1	26250	563
Hughes	1	34125	530
Hughes	1	42000	1469
Hughes	1	52500	1478
Hughes	1	65625	2200
Hughes	1	78750	2230
Hughes	1	91875	1997
Hughes	1	105000	2280
Hughes	1	131250	5181
Hughes	1	157500	4490
Hughes	1	183750	3434
Hughes	1	210000	2488
Hughes	1	Inf	5819
Hume	0		733
Hume	0	0	261
Hume	0	7875	180
Hume	0	15750	561
Hume	0	21000	996
Hume	0	26250	2209
Hume	0	34125	987
Hume	0	42000	875
Hume	0	52500	974
Hume	0	65625	955
Hume	0	78750	622
Hume	0	91875	528
Hume	0	105000	412
Hume	0	131250	488
Hume	0	157500	65
Hume	0	183750	27
Hume	0	210000	186
Hume	0	Inf	30
Hume	1		4524
Hume	1	0	243
Hume	1	7875	139
Hume	1	15750	215
Hume	1	21000	189
Hume	1	26250	872
Hume	1	34125	790
Hume	1	42000	2388
Hume	1	52500	2051
Hume	1	65625	2705
Hume	1	78750	2788
Hume	1	91875	2475
Hume	1	105000	2571
Hume	1	131250	5495
Hume	1	157500	4027
Hume	1	183750	2667
Hume	1	210000	1783
Hume	1	Inf	3312
Hunter	0		1048
Hunter	0	0	358
Hunter	0	7875	189
Hunter	0	15750	841
Hunter	0	21000	1441
Hunter	0	26250	3131
Hunter	0	34125	1316
Hunter	0	42000	1119
Hunter	0	52500	1244
Hunter	0	65625	1204
Hunter	0	78750	768
Hunter	0	91875	562
Hunter	0	105000	436
Hunter	0	131250	709
Hunter	0	157500	79
Hunter	0	183750	43
Hunter	0	210000	250
Hunter	0	Inf	44
Hunter	1		4525
Hunter	1	0	264
Hunter	1	7875	187
Hunter	1	15750	290
Hunter	1	21000	335
Hunter	1	26250	1227
Hunter	1	34125	1262
Hunter	1	42000	3627
Hunter	1	52500	2748
Hunter	1	65625	3509
Hunter	1	78750	3332
Hunter	1	91875	2679
Hunter	1	105000	2623
Hunter	1	131250	5107
Hunter	1	157500	3447
Hunter	1	183750	2037
Hunter	1	210000	1224
Hunter	1	Inf	2402
Kingsford Smith	0		1981
Kingsford Smith	0	0	1556
Kingsford Smith	0	7875	398
Kingsford Smith	0	15750	1153
Kingsford Smith	0	21000	1653
Kingsford Smith	0	26250	2316
Kingsford Smith	0	34125	1287
Kingsford Smith	0	42000	1144
Kingsford Smith	0	52500	1384
Kingsford Smith	0	65625	1567
Kingsford Smith	0	78750	1357
Kingsford Smith	0	91875	1219
Kingsford Smith	0	105000	1086
Kingsford Smith	0	131250	1944
Kingsford Smith	0	157500	490
Kingsford Smith	0	183750	350
Kingsford Smith	0	210000	990
Kingsford Smith	0	Inf	512
Kingsford Smith	1		4552
Kingsford Smith	1	0	571
Kingsford Smith	1	7875	189
Kingsford Smith	1	15750	273
Kingsford Smith	1	21000	199
Kingsford Smith	1	26250	793
Kingsford Smith	1	34125	832
Kingsford Smith	1	42000	1679
Kingsford Smith	1	52500	1569
Kingsford Smith	1	65625	2188
Kingsford Smith	1	78750	2227
Kingsford Smith	1	91875	2037
Kingsford Smith	1	105000	2040
Kingsford Smith	1	131250	4697
Kingsford Smith	1	157500	3810
Kingsford Smith	1	183750	2975
Kingsford Smith	1	210000	2613
Kingsford Smith	1	Inf	7173
Lindsay	0		913
Lindsay	0	0	329
Lindsay	0	7875	156
Lindsay	0	15750	604
Lindsay	0	21000	1058
Lindsay	0	26250	2025
Lindsay	0	34125	992
Lindsay	0	42000	958
Lindsay	0	52500	1178
Lindsay	0	65625	1322
Lindsay	0	78750	904
Lindsay	0	91875	729
Lindsay	0	105000	509
Lindsay	0	131250	636
Lindsay	0	157500	130
Lindsay	0	183750	68
Lindsay	0	210000	167
Lindsay	0	Inf	44
Lindsay	1		4166
Lindsay	1	0	310
Lindsay	1	7875	96
Lindsay	1	15750	248
Lindsay	1	21000	242
Lindsay	1	26250	900
Lindsay	1	34125	1009
Lindsay	1	42000	2466
Lindsay	1	52500	2143
Lindsay	1	65625	3087
Lindsay	1	78750	3240
Lindsay	1	91875	2863
Lindsay	1	105000	3057
Lindsay	1	131250	6283
Lindsay	1	157500	4343
Lindsay	1	183750	2749
Lindsay	1	210000	1771
Lindsay	1	Inf	3161
Lyne	0		1350
Lyne	0	0	371
Lyne	0	7875	265
Lyne	0	15750	1042
Lyne	0	21000	1788
Lyne	0	26250	4402
Lyne	0	34125	1905
Lyne	0	42000	1479
Lyne	0	52500	1426
Lyne	0	65625	1084
Lyne	0	78750	562
Lyne	0	91875	397
Lyne	0	105000	288
Lyne	0	131250	342
Lyne	0	157500	46
Lyne	0	183750	17
Lyne	0	210000	185
Lyne	0	Inf	29
Lyne	1		4681
Lyne	1	0	340
Lyne	1	7875	264
Lyne	1	15750	342
Lyne	1	21000	341
Lyne	1	26250	1697
Lyne	1	34125	1520
Lyne	1	42000	5311
Lyne	1	52500	3491
Lyne	1	65625	4211
Lyne	1	78750	3664
Lyne	1	91875	2402
Lyne	1	105000	2242
Lyne	1	131250	3481
Lyne	1	157500	2105
Lyne	1	183750	1194
Lyne	1	210000	756
Lyne	1	Inf	1420
Macarthur	0		658
Macarthur	0	0	266
Macarthur	0	7875	138
Macarthur	0	15750	544
Macarthur	0	21000	882
Macarthur	0	26250	1627
Macarthur	0	34125	754
Macarthur	0	42000	692
Macarthur	0	52500	926
Macarthur	0	65625	982
Macarthur	0	78750	673
Macarthur	0	91875	534
Macarthur	0	105000	370
Macarthur	0	131250	476
Macarthur	0	157500	78
Macarthur	0	183750	35
Macarthur	0	210000	118
Macarthur	0	Inf	30
Macarthur	1		4241
Macarthur	1	0	313
Macarthur	1	7875	141
Macarthur	1	15750	290
Macarthur	1	21000	314
Macarthur	1	26250	994
Macarthur	1	34125	1171
Macarthur	1	42000	2617
Macarthur	1	52500	2319
Macarthur	1	65625	3117
Macarthur	1	78750	3209
Macarthur	1	91875	2988
Macarthur	1	105000	2951
Macarthur	1	131250	5706
Macarthur	1	157500	3951
Macarthur	1	183750	2493
Macarthur	1	210000	1586
Macarthur	1	Inf	2722
Mackellar	0		858
Mackellar	0	0	294
Mackellar	0	7875	153
Mackellar	0	15750	472
Mackellar	0	21000	807
Mackellar	0	26250	1617
Mackellar	0	34125	1145
Mackellar	0	42000	989
Mackellar	0	52500	1008
Mackellar	0	65625	1118
Mackellar	0	78750	778
Mackellar	0	91875	708
Mackellar	0	105000	493
Mackellar	0	131250	841
Mackellar	0	157500	127
Mackellar	0	183750	59
Mackellar	0	210000	539
Mackellar	0	Inf	89
Mackellar	1		4676
Mackellar	1	0	248
Mackellar	1	7875	136
Mackellar	1	15750	153
Mackellar	1	21000	113
Mackellar	1	26250	522
Mackellar	1	34125	451
Mackellar	1	42000	1261
Mackellar	1	52500	1340
Mackellar	1	65625	2138
Mackellar	1	78750	2178
Mackellar	1	91875	1830
Mackellar	1	105000	2094
Mackellar	1	131250	4564
Mackellar	1	157500	3813
Mackellar	1	183750	2863
Mackellar	1	210000	2583
Mackellar	1	Inf	7790
Macquarie	0		823
Macquarie	0	0	302
Macquarie	0	7875	158
Macquarie	0	15750	654
Macquarie	0	21000	1009
Macquarie	0	26250	2294
Macquarie	0	34125	1327
Macquarie	0	42000	1144
Macquarie	0	52500	1208
Macquarie	0	65625	1160
Macquarie	0	78750	825
Macquarie	0	91875	675
Macquarie	0	105000	514
Macquarie	0	131250	655
Macquarie	0	157500	90
Macquarie	0	183750	45
Macquarie	0	210000	219
Macquarie	0	Inf	36
Macquarie	1		3943
Macquarie	1	0	217
Macquarie	1	7875	136
Macquarie	1	15750	166
Macquarie	1	21000	185
Macquarie	1	26250	726
Macquarie	1	34125	813
Macquarie	1	42000	2062
Macquarie	1	52500	1952
Macquarie	1	65625	2812
Macquarie	1	78750	2738
Macquarie	1	91875	2399
Macquarie	1	105000	2482
Macquarie	1	131250	4894
Macquarie	1	157500	3769
Macquarie	1	183750	2430
Macquarie	1	210000	1735
Macquarie	1	Inf	3323
McMahon	0		660
McMahon	0	0	430
McMahon	0	7875	164
McMahon	0	15750	642
McMahon	0	21000	1054
McMahon	0	26250	1802
McMahon	0	34125	713
McMahon	0	42000	696
McMahon	0	52500	781
McMahon	0	65625	792
McMahon	0	78750	552
McMahon	0	91875	473
McMahon	0	105000	298
McMahon	0	131250	351
McMahon	0	157500	81
McMahon	0	183750	23
McMahon	0	210000	113
McMahon	0	Inf	39
McMahon	1		4483
McMahon	1	0	544
McMahon	1	7875	205
McMahon	1	15750	383
McMahon	1	21000	315
McMahon	1	26250	1317
McMahon	1	34125	1279
McMahon	1	42000	3024
McMahon	1	52500	2616
McMahon	1	65625	3302
McMahon	1	78750	3120
McMahon	1	91875	2660
McMahon	1	105000	2607
McMahon	1	131250	4911
McMahon	1	157500	3397
McMahon	1	183750	2205
McMahon	1	210000	1434
McMahon	1	Inf	2566
Mitchell	0		453
Mitchell	0	0	211
Mitchell	0	7875	91
Mitchell	0	15750	244
Mitchell	0	21000	407
Mitchell	0	26250	1050
Mitchell	0	34125	647
Mitchell	0	42000	538
Mitchell	0	52500	527
Mitchell	0	65625	599
Mitchell	0	78750	459
Mitchell	0	91875	417
Mitchell	0	105000	345
Mitchell	0	131250	603
Mitchell	0	157500	81
Mitchell	0	183750	46
Mitchell	0	210000	258
Mitchell	0	Inf	60
Mitchell	1		4133
Mitchell	1	0	345
Mitchell	1	7875	152
Mitchell	1	15750	174
Mitchell	1	21000	119
Mitchell	1	26250	512
Mitchell	1	34125	518
Mitchell	1	42000	1375
Mitchell	1	52500	1460
Mitchell	1	65625	2133
Mitchell	1	78750	2152
Mitchell	1	91875	1940
Mitchell	1	105000	2166
Mitchell	1	131250	5087
Mitchell	1	157500	4291
Mitchell	1	183750	3555
Mitchell	1	210000	2975
Mitchell	1	Inf	7740
New England	0		1462
New England	0	0	402
New England	0	7875	259
New England	0	15750	1100
New England	0	21000	1823
New England	0	26250	3850
New England	0	34125	1787
New England	0	42000	1632
New England	0	52500	1597
New England	0	65625	1355
New England	0	78750	796
New England	0	91875	593
New England	0	105000	492
New England	0	131250	606
New England	0	157500	85
New England	0	183750	45
New England	0	210000	247
New England	0	Inf	47
New England	1		4715
New England	1	0	347
New England	1	7875	209
New England	1	15750	380
New England	1	21000	352
New England	1	26250	1442
New England	1	34125	1419
New England	1	42000	3888
New England	1	52500	2944
New England	1	65625	3683
New England	1	78750	3571
New England	1	91875	2469
New England	1	105000	2534
New England	1	131250	4193
New England	1	157500	2488
New England	1	183750	1439
New England	1	210000	859
New England	1	Inf	1560
Newcastle	0		1662
Newcastle	0	0	473
Newcastle	0	7875	242
Newcastle	0	15750	1127
Newcastle	0	21000	1866
Newcastle	0	26250	3419
Newcastle	0	34125	1675
Newcastle	0	42000	1522
Newcastle	0	52500	1674
Newcastle	0	65625	1779
Newcastle	0	78750	1373
Newcastle	0	91875	1086
Newcastle	0	105000	826
