CED_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Mitchell	45-54	Did not go to school	M	44
Mitchell	45-54	Year 8 or below	F	91
Mitchell	45-54	Year 8 or below	M	85
Mitchell	45-54	Year 9	F	147
Mitchell	45-54	Year 9	M	155
Mitchell	45-54	Year 10	F	2244
Mitchell	45-54	Year 10	M	2214
Mitchell	45-54	Year 11	F	481
Mitchell	45-54	Year 11	M	470
Mitchell	45-54	Year 12	F	7604
Mitchell	45-54	Year 12	M	7229
Mitchell	55-64		F	317
Mitchell	55-64		M	311
Mitchell	55-64	Did not go to school	F	54
Mitchell	55-64	Did not go to school	M	57
Mitchell	55-64	Year 8 or below	F	227
Mitchell	55-64	Year 8 or below	M	151
Mitchell	55-64	Year 9	F	360
Mitchell	55-64	Year 9	M	258
Mitchell	55-64	Year 10	F	2400
Mitchell	55-64	Year 10	M	1575
Mitchell	55-64	Year 11	F	327
Mitchell	55-64	Year 11	M	350
Mitchell	55-64	Year 12	F	5182
Mitchell	55-64	Year 12	M	5461
Mitchell	65-74		F	360
Mitchell	65-74		M	304
Mitchell	65-74	Did not go to school	F	51
Mitchell	65-74	Did not go to school	M	46
Mitchell	65-74	Year 8 or below	F	368
Mitchell	65-74	Year 8 or below	M	319
Mitchell	65-74	Year 9	F	684
Mitchell	65-74	Year 9	M	533
Mitchell	65-74	Year 10	F	2382
Mitchell	65-74	Year 10	M	1461
Mitchell	65-74	Year 11	F	288
Mitchell	65-74	Year 11	M	270
Mitchell	65-74	Year 12	F	2655
Mitchell	65-74	Year 12	M	3240
Mitchell	75-84		F	298
Mitchell	75-84		M	227
Mitchell	75-84	Did not go to school	F	82
Mitchell	75-84	Did not go to school	M	41
Mitchell	75-84	Year 8 or below	F	375
Mitchell	75-84	Year 8 or below	M	272
Mitchell	75-84	Year 9	F	419
Mitchell	75-84	Year 9	M	318
Mitchell	75-84	Year 10	F	970
Mitchell	75-84	Year 10	M	747
Mitchell	75-84	Year 11	F	133
Mitchell	75-84	Year 11	M	113
Mitchell	75-84	Year 12	F	792
Mitchell	75-84	Year 12	M	1040
Mitchell	85+		F	231
Mitchell	85+		M	140
Mitchell	85+	Did not go to school	F	63
Mitchell	85+	Did not go to school	M	24
Mitchell	85+	Year 8 or below	F	288
Mitchell	85+	Year 8 or below	M	119
Mitchell	85+	Year 9	F	194
Mitchell	85+	Year 9	M	108
Mitchell	85+	Year 10	F	302
Mitchell	85+	Year 10	M	163
Mitchell	85+	Year 11	F	42
Mitchell	85+	Year 11	M	22
Mitchell	85+	Year 12	F	253
Mitchell	85+	Year 12	M	248
New England	15-19		F	386
New England	15-19		M	402
New England	15-19	Did not go to school	M	3
New England	15-19	Year 8 or below	F	22
New England	15-19	Year 8 or below	M	38
New England	15-19	Year 9	F	100
New England	15-19	Year 9	M	178
New England	15-19	Year 10	F	354
New England	15-19	Year 10	M	569
New England	15-19	Year 11	F	236
New England	15-19	Year 11	M	293
New England	15-19	Year 12	F	1148
New England	15-19	Year 12	M	978
New England	20-24		F	417
New England	20-24		M	412
New England	20-24	Did not go to school	F	6
New England	20-24	Did not go to school	M	13
New England	20-24	Year 8 or below	F	37
New England	20-24	Year 8 or below	M	53
New England	20-24	Year 9	F	127
New England	20-24	Year 9	M	147
New England	20-24	Year 10	F	685
New England	20-24	Year 10	M	964
New England	20-24	Year 11	F	295
New England	20-24	Year 11	M	382
New England	20-24	Year 12	F	2912
New England	20-24	Year 12	M	2453
New England	25-34		F	713
New England	25-34		M	873
New England	25-34	Did not go to school	F	23
New England	25-34	Did not go to school	M	26
New England	25-34	Year 8 or below	F	83
New England	25-34	Year 8 or below	M	154
New England	25-34	Year 9	F	295
New England	25-34	Year 9	M	356
New England	25-34	Year 10	F	1504
New England	25-34	Year 10	M	2166
New England	25-34	Year 11	F	617
New England	25-34	Year 11	M	610
New England	25-34	Year 12	F	5436
New England	25-34	Year 12	M	4084
New England	35-44		F	753
New England	35-44		M	861
New England	35-44	Did not go to school	F	11
New England	35-44	Did not go to school	M	21
New England	35-44	Year 8 or below	F	100
New England	35-44	Year 8 or below	M	197
New England	35-44	Year 9	F	316
New England	35-44	Year 9	M	425
New England	35-44	Year 10	F	1855
New England	35-44	Year 10	M	2410
New England	35-44	Year 11	F	583
New England	35-44	Year 11	M	565
New England	35-44	Year 12	F	5263
New England	35-44	Year 12	M	3778
New England	45-54		F	928
New England	45-54		M	969
New England	45-54	Did not go to school	F	29
New England	45-54	Did not go to school	M	27
New England	45-54	Year 8 or below	F	235
New England	45-54	Year 8 or below	M	373
New England	45-54	Year 9	F	637
New England	45-54	Year 9	M	761
New England	45-54	Year 10	F	3779
New England	45-54	Year 10	M	4067
New England	45-54	Year 11	F	655
New England	45-54	Year 11	M	523
New England	45-54	Year 12	F	3904
New England	45-54	Year 12	M	2817
New England	55-64		F	1072
New England	55-64		M	1112
New England	55-64	Did not go to school	F	35
New England	55-64	Did not go to school	M	44
New England	55-64	Year 8 or below	F	575
New England	55-64	Year 8 or below	M	824
New England	55-64	Year 9	F	944
New England	55-64	Year 9	M	999
New England	55-64	Year 10	F	4314
New England	55-64	Year 10	M	3892
New England	55-64	Year 11	F	473
New England	55-64	Year 11	M	419
New England	55-64	Year 12	F	3219
New England	55-64	Year 12	M	2979
New England	65-74		F	1099
New England	65-74		M	1111
New England	65-74	Did not go to school	F	45
New England	65-74	Did not go to school	M	55
New England	65-74	Year 8 or below	F	773
New England	65-74	Year 8 or below	M	1222
New England	65-74	Year 9	F	1248
New England	65-74	Year 9	M	1385
New England	65-74	Year 10	F	3056
New England	65-74	Year 10	M	2411
New England	65-74	Year 11	F	401
New England	65-74	Year 11	M	316
New England	65-74	Year 12	F	2037
New England	65-74	Year 12	M	2132
New England	75-84		F	971
New England	75-84		M	761
New England	75-84	Did not go to school	F	42
New England	75-84	Did not go to school	M	37
New England	75-84	Year 8 or below	F	813
New England	75-84	Year 8 or below	M	905
New England	75-84	Year 9	F	848
New England	75-84	Year 9	M	667
New England	75-84	Year 10	F	1451
New England	75-84	Year 10	M	1065
New England	75-84	Year 11	F	224
New England	75-84	Year 11	M	185
New England	75-84	Year 12	F	930
New England	75-84	Year 12	M	855
New England	85+		F	595
New England	85+		M	305
New England	85+	Did not go to school	F	13
New England	85+	Did not go to school	M	8
New England	85+	Year 8 or below	F	590
New England	85+	Year 8 or below	M	353
New England	85+	Year 9	F	372
New England	85+	Year 9	M	194
New England	85+	Year 10	F	504
New England	85+	Year 10	M	209
New England	85+	Year 11	F	68
New England	85+	Year 11	M	38
New England	85+	Year 12	F	313
New England	85+	Year 12	M	222
Newcastle	15-19		F	152
Newcastle	15-19		M	159
Newcastle	15-19	Did not go to school	F	3
Newcastle	15-19	Year 8 or below	F	18
Newcastle	15-19	Year 8 or below	M	36
Newcastle	15-19	Year 9	F	65
Newcastle	15-19	Year 9	M	99
Newcastle	15-19	Year 10	F	292
Newcastle	15-19	Year 10	M	347
Newcastle	15-19	Year 11	F	203
Newcastle	15-19	Year 11	M	265
Newcastle	15-19	Year 12	F	1386
Newcastle	15-19	Year 12	M	1190
Newcastle	20-24		F	309
Newcastle	20-24		M	303
Newcastle	20-24	Did not go to school	F	17
Newcastle	20-24	Did not go to school	M	7
Newcastle	20-24	Year 8 or below	F	34
Newcastle	20-24	Year 8 or below	M	36
Newcastle	20-24	Year 9	F	116
Newcastle	20-24	Year 9	M	129
Newcastle	20-24	Year 10	F	587
Newcastle	20-24	Year 10	M	808
Newcastle	20-24	Year 11	F	338
Newcastle	20-24	Year 11	M	467
Newcastle	20-24	Year 12	F	5342
Newcastle	20-24	Year 12	M	5025
Newcastle	25-34		F	520
Newcastle	25-34		M	664
Newcastle	25-34	Did not go to school	F	27
Newcastle	25-34	Did not go to school	M	35
Newcastle	25-34	Year 8 or below	F	82
Newcastle	25-34	Year 8 or below	M	126
Newcastle	25-34	Year 9	F	186
Newcastle	25-34	Year 9	M	214
Newcastle	25-34	Year 10	F	1252
Newcastle	25-34	Year 10	M	1735
Newcastle	25-34	Year 11	F	551
Newcastle	25-34	Year 11	M	784
Newcastle	25-34	Year 12	F	8876
Newcastle	25-34	Year 12	M	8390
Newcastle	35-44		F	412
Newcastle	35-44		M	501
Newcastle	35-44	Did not go to school	F	45
Newcastle	35-44	Did not go to school	M	33
Newcastle	35-44	Year 8 or below	F	77
Newcastle	35-44	Year 8 or below	M	116
Newcastle	35-44	Year 9	F	252
Newcastle	35-44	Year 9	M	274
Newcastle	35-44	Year 10	F	1516
Newcastle	35-44	Year 10	M	1948
Newcastle	35-44	Year 11	F	487
Newcastle	35-44	Year 11	M	636
Newcastle	35-44	Year 12	F	7338
Newcastle	35-44	Year 12	M	6290
Newcastle	45-54		F	508
Newcastle	45-54		M	663
Newcastle	45-54	Did not go to school	F	45
Newcastle	45-54	Did not go to school	M	40
Newcastle	45-54	Year 8 or below	F	178
Newcastle	45-54	Year 8 or below	M	199
Newcastle	45-54	Year 9	F	510
Newcastle	45-54	Year 9	M	539
Newcastle	45-54	Year 10	F	3593
Newcastle	45-54	Year 10	M	3779
Newcastle	45-54	Year 11	F	512
Newcastle	45-54	Year 11	M	477
Newcastle	45-54	Year 12	F	4594
Newcastle	45-54	Year 12	M	3913
Newcastle	55-64		F	593
Newcastle	55-64		M	653
Newcastle	55-64	Did not go to school	F	39
Newcastle	55-64	Did not go to school	M	42
Newcastle	55-64	Year 8 or below	F	409
Newcastle	55-64	Year 8 or below	M	378
Newcastle	55-64	Year 9	F	856
Newcastle	55-64	Year 9	M	647
Newcastle	55-64	Year 10	F	3500
Newcastle	55-64	Year 10	M	3112
Newcastle	55-64	Year 11	F	344
Newcastle	55-64	Year 11	M	382
Newcastle	55-64	Year 12	F	3407
Newcastle	55-64	Year 12	M	3650
Newcastle	65-74		F	589
Newcastle	65-74		M	580
Newcastle	65-74	Did not go to school	F	37
Newcastle	65-74	Did not go to school	M	27
Newcastle	65-74	Year 8 or below	F	488
Newcastle	65-74	Year 8 or below	M	490
Newcastle	65-74	Year 9	F	1063
Newcastle	65-74	Year 9	M	961
Newcastle	65-74	Year 10	F	2312
Newcastle	65-74	Year 10	M	1708
Newcastle	65-74	Year 11	F	221
Newcastle	65-74	Year 11	M	236
Newcastle	65-74	Year 12	F	1755
Newcastle	65-74	Year 12	M	2063
Newcastle	75-84		F	714
Newcastle	75-84		M	480
Newcastle	75-84	Did not go to school	F	64
Newcastle	75-84	Did not go to school	M	43
Newcastle	75-84	Year 8 or below	F	599
Newcastle	75-84	Year 8 or below	M	461
Newcastle	75-84	Year 9	F	713
Newcastle	75-84	Year 9	M	488
Newcastle	75-84	Year 10	F	1183
Newcastle	75-84	Year 10	M	792
Newcastle	75-84	Year 11	F	138
Newcastle	75-84	Year 11	M	114
Newcastle	75-84	Year 12	F	650
Newcastle	75-84	Year 12	M	754
Newcastle	85+		F	907
Newcastle	85+		M	328
Newcastle	85+	Did not go to school	F	43
Newcastle	85+	Did not go to school	M	16
Newcastle	85+	Year 8 or below	F	497
Newcastle	85+	Year 8 or below	M	231
Newcastle	85+	Year 9	F	439
Newcastle	85+	Year 9	M	202
Newcastle	85+	Year 10	F	455
Newcastle	85+	Year 10	M	240
Newcastle	85+	Year 11	F	58
Newcastle	85+	Year 11	M	37
Newcastle	85+	Year 12	F	248
Newcastle	85+	Year 12	M	249
North Sydney	15-19		F	126
North Sydney	15-19		M	159
North Sydney	15-19	Did not go to school	F	3
North Sydney	15-19	Year 8 or below	F	3
North Sydney	15-19	Year 8 or below	M	14
North Sydney	15-19	Year 9	F	13
North Sydney	15-19	Year 9	M	29
North Sydney	15-19	Year 10	F	44
North Sydney	15-19	Year 10	M	66
North Sydney	15-19	Year 11	F	71
North Sydney	15-19	Year 11	M	86
North Sydney	15-19	Year 12	F	1029
North Sydney	15-19	Year 12	M	966
North Sydney	20-24		F	309
North Sydney	20-24		M	266
North Sydney	20-24	Did not go to school	F	13
North Sydney	20-24	Did not go to school	M	9
North Sydney	20-24	Year 8 or below	F	15
North Sydney	20-24	Year 8 or below	M	8
North Sydney	20-24	Year 9	F	20
North Sydney	20-24	Year 9	M	11
North Sydney	20-24	Year 10	F	79
North Sydney	20-24	Year 10	M	98
North Sydney	20-24	Year 11	F	89
North Sydney	20-24	Year 11	M	94
North Sydney	20-24	Year 12	F	4139
North Sydney	20-24	Year 12	M	3684
North Sydney	25-34		F	1123
North Sydney	25-34		M	1050
North Sydney	25-34	Did not go to school	F	31
North Sydney	25-34	Did not go to school	M	35
North Sydney	25-34	Year 8 or below	F	32
North Sydney	25-34	Year 8 or below	M	33
North Sydney	25-34	Year 9	F	33
North Sydney	25-34	Year 9	M	51
North Sydney	25-34	Year 10	F	304
North Sydney	25-34	Year 10	M	448
North Sydney	25-34	Year 11	F	229
North Sydney	25-34	Year 11	M	286
North Sydney	25-34	Year 12	F	13576
North Sydney	25-34	Year 12	M	12003
North Sydney	35-44		F	806
North Sydney	35-44		M	817
North Sydney	35-44	Did not go to school	F	37
North Sydney	35-44	Did not go to school	M	32
North Sydney	35-44	Year 8 or below	F	30
North Sydney	35-44	Year 8 or below	M	43
North Sydney	35-44	Year 9	F	54
North Sydney	35-44	Year 9	M	52
North Sydney	35-44	Year 10	F	397
North Sydney	35-44	Year 10	M	499
North Sydney	35-44	Year 11	F	213
North Sydney	35-44	Year 11	M	276
North Sydney	35-44	Year 12	F	12459
North Sydney	35-44	Year 12	M	11367
North Sydney	45-54		F	593
North Sydney	45-54		M	625
North Sydney	45-54	Did not go to school	F	31
North Sydney	45-54	Did not go to school	M	28
North Sydney	45-54	Year 8 or below	F	49
North Sydney	45-54	Year 8 or below	M	62
North Sydney	45-54	Year 9	F	45
North Sydney	45-54	Year 9	M	92
North Sydney	45-54	Year 10	F	934
North Sydney	45-54	Year 10	M	826
North Sydney	45-54	Year 11	F	309
North Sydney	45-54	Year 11	M	297
North Sydney	45-54	Year 12	F	9035
North Sydney	45-54	Year 12	M	8207
North Sydney	55-64		F	561
North Sydney	55-64		M	527
North Sydney	55-64	Did not go to school	F	57
North Sydney	55-64	Did not go to school	M	29
North Sydney	55-64	Year 8 or below	F	102
North Sydney	55-64	Year 8 or below	M	93
North Sydney	55-64	Year 9	F	132
North Sydney	55-64	Year 9	M	98
North Sydney	55-64	Year 10	F	1233
North Sydney	55-64	Year 10	M	690
North Sydney	55-64	Year 11	F	303
North Sydney	55-64	Year 11	M	264
North Sydney	55-64	Year 12	F	6545
North Sydney	55-64	Year 12	M	6164
North Sydney	65-74		F	501
North Sydney	65-74		M	467
North Sydney	65-74	Did not go to school	F	50
North Sydney	65-74	Did not go to school	M	37
North Sydney	65-74	Year 8 or below	F	245
North Sydney	65-74	Year 8 or below	M	166
North Sydney	65-74	Year 9	F	290
North Sydney	65-74	Year 9	M	155
North Sydney	65-74	Year 10	F	1256
North Sydney	65-74	Year 10	M	639
North Sydney	65-74	Year 11	F	346
North Sydney	65-74	Year 11	M	178
North Sydney	65-74	Year 12	F	4141
North Sydney	65-74	Year 12	M	4401
North Sydney	75-84		F	377
North Sydney	75-84		M	293
North Sydney	75-84	Did not go to school	F	87
North Sydney	75-84	Did not go to school	M	46
North Sydney	75-84	Year 8 or below	F	278
North Sydney	75-84	Year 8 or below	M	182
North Sydney	75-84	Year 9	F	255
North Sydney	75-84	Year 9	M	143
North Sydney	75-84	Year 10	F	744
North Sydney	75-84	Year 10	M	401
North Sydney	75-84	Year 11	F	203
North Sydney	75-84	Year 11	M	100
North Sydney	75-84	Year 12	F	1789
North Sydney	75-84	Year 12	M	1773
North Sydney	85+		F	465
North Sydney	85+		M	211
North Sydney	85+	Did not go to school	F	45
North Sydney	85+	Did not go to school	M	23
North Sydney	85+	Year 8 or below	F	241
North Sydney	85+	Year 8 or below	M	116
North Sydney	85+	Year 9	F	261
North Sydney	85+	Year 9	M	81
North Sydney	85+	Year 10	F	541
North Sydney	85+	Year 10	M	195
North Sydney	85+	Year 11	F	78
North Sydney	85+	Year 11	M	45
North Sydney	85+	Year 12	F	820
North Sydney	85+	Year 12	M	615
Page	15-19		F	340
Page	15-19		M	404
Page	15-19	Did not go to school	F	3
Page	15-19	Did not go to school	M	6
Page	15-19	Year 8 or below	F	27
Page	15-19	Year 8 or below	M	41
Page	15-19	Year 9	F	101
Page	15-19	Year 9	M	162
Page	15-19	Year 10	F	402
Page	15-19	Year 10	M	586
Page	15-19	Year 11	F	246
Page	15-19	Year 11	M	350
Page	15-19	Year 12	F	878
Page	15-19	Year 12	M	787
Page	20-24		F	300
Page	20-24		M	385
Page	20-24	Did not go to school	F	3
Page	20-24	Did not go to school	M	10
Page	20-24	Year 8 or below	F	25
Page	20-24	Year 8 or below	M	52
Page	20-24	Year 9	F	116
Page	20-24	Year 9	M	141
Page	20-24	Year 10	F	591
Page	20-24	Year 10	M	903
Page	20-24	Year 11	F	330
Page	20-24	Year 11	M	364
Page	20-24	Year 12	F	2181
Page	20-24	Year 12	M	1869
Page	25-34		F	610
Page	25-34		M	700
Page	25-34	Did not go to school	F	21
Page	25-34	Did not go to school	M	22
Page	25-34	Year 8 or below	F	80
Page	25-34	Year 8 or below	M	154
Page	25-34	Year 9	F	266
Page	25-34	Year 9	M	342
Page	25-34	Year 10	F	1466
Page	25-34	Year 10	M	1925
Page	25-34	Year 11	F	568
Page	25-34	Year 11	M	568
Page	25-34	Year 12	F	4361
Page	25-34	Year 12	M	3283
Page	35-44		F	751
Page	35-44		M	797
Page	35-44	Did not go to school	F	12
Page	35-44	Did not go to school	M	21
Page	35-44	Year 8 or below	F	122
Page	35-44	Year 8 or below	M	204
Page	35-44	Year 9	F	313
Page	35-44	Year 9	M	458
Page	35-44	Year 10	F	2080
Page	35-44	Year 10	M	2436
Page	35-44	Year 11	F	688
Page	35-44	Year 11	M	641
Page	35-44	Year 12	F	5174
Page	35-44	Year 12	M	3744
Page	45-54		F	930
Page	45-54		M	999
Page	45-54	Did not go to school	F	26
Page	45-54	Did not go to school	M	38
Page	45-54	Year 8 or below	F	244
Page	45-54	Year 8 or below	M	373
Page	45-54	Year 9	F	636
Page	45-54	Year 9	M	822
Page	45-54	Year 10	F	4634
Page	45-54	Year 10	M	4519
Page	45-54	Year 11	F	808
Page	45-54	Year 11	M	635
Page	45-54	Year 12	F	3977
Page	45-54	Year 12	M	3072
Page	55-64		F	1134
Page	55-64		M	1238
Page	55-64	Did not go to school	F	37
Page	55-64	Did not go to school	M	43
Page	55-64	Year 8 or below	F	529
Page	55-64	Year 8 or below	M	754
Page	55-64	Year 9	F	1065
Page	55-64	Year 9	M	1051
Page	55-64	Year 10	F	5359
Page	55-64	Year 10	M	4845
Page	55-64	Year 11	F	702
Page	55-64	Year 11	M	652
Page	55-64	Year 12	F	3952
Page	55-64	Year 12	M	4002
Page	65-74		F	1057
Page	65-74		M	1074
Page	65-74	Did not go to school	F	30
Page	65-74	Did not go to school	M	44
Page	65-74	Year 8 or below	F	824
Page	65-74	Year 8 or below	M	1115
Page	65-74	Year 9	F	1429
Page	65-74	Year 9	M	1674
Page	65-74	Year 10	F	3785
Page	65-74	Year 10	M	3069
Page	65-74	Year 11	F	476
Page	65-74	Year 11	M	430
Page	65-74	Year 12	F	2200
Page	65-74	Year 12	M	2690
Page	75-84		F	945
Page	75-84		M	766
Page	75-84	Did not go to school	F	37
Page	75-84	Did not go to school	M	49
Page	75-84	Year 8 or below	F	934
Page	75-84	Year 8 or below	M	922
Page	75-84	Year 9	F	855
Page	75-84	Year 9	M	763
Page	75-84	Year 10	F	1756
Page	75-84	Year 10	M	1302
Page	75-84	Year 11	F	219
Page	75-84	Year 11	M	164
Page	75-84	Year 12	F	860
Page	75-84	Year 12	M	1022
Page	85+		F	542
Page	85+		M	307
Page	85+	Did not go to school	F	31
Page	85+	Did not go to school	M	16
Page	85+	Year 8 or below	F	831
Page	85+	Year 8 or below	M	451
Page	85+	Year 9	F	459
Page	85+	Year 9	M	264
Page	85+	Year 10	F	587
Page	85+	Year 10	M	292
Page	85+	Year 11	F	69
Page	85+	Year 11	M	40
Page	85+	Year 12	F	320
Page	85+	Year 12	M	285
Parkes	15-19		F	393
Parkes	15-19		M	404
Parkes	15-19	Year 8 or below	F	21
Parkes	15-19	Year 8 or below	M	54
Parkes	15-19	Year 9	F	105
Parkes	15-19	Year 9	M	184
Parkes	15-19	Year 10	F	397
Parkes	15-19	Year 10	M	649
Parkes	15-19	Year 11	F	290
Parkes	15-19	Year 11	M	316
Parkes	15-19	Year 12	F	750
Parkes	15-19	Year 12	M	692
Parkes	20-24		F	435
Parkes	20-24		M	507
Parkes	20-24	Did not go to school	M	3
Parkes	20-24	Year 8 or below	F	36
Parkes	20-24	Year 8 or below	M	86
Parkes	20-24	Year 9	F	179
Parkes	20-24	Year 9	M	214
Parkes	20-24	Year 10	F	785
Parkes	20-24	Year 10	M	1122
Parkes	20-24	Year 11	F	389
Parkes	20-24	Year 11	M	486
Parkes	20-24	Year 12	F	2441
Parkes	20-24	Year 12	M	1875
Parkes	25-34		F	996
Parkes	25-34		M	1021
Parkes	25-34	Did not go to school	F	7
Parkes	25-34	Did not go to school	M	15
Parkes	25-34	Year 8 or below	F	101
Parkes	25-34	Year 8 or below	M	169
Parkes	25-34	Year 9	F	417
Parkes	25-34	Year 9	M	464
Parkes	25-34	Year 10	F	1811
Parkes	25-34	Year 10	M	2443
Parkes	25-34	Year 11	F	714
Parkes	25-34	Year 11	M	734
Parkes	25-34	Year 12	F	5721
Parkes	25-34	Year 12	M	4090
Parkes	35-44		F	894
Parkes	35-44		M	991
Parkes	35-44	Did not go to school	F	4
Parkes	35-44	Did not go to school	M	23
Parkes	35-44	Year 8 or below	F	139
Parkes	35-44	Year 8 or below	M	237
Parkes	35-44	Year 9	F	447
Parkes	35-44	Year 9	M	509
Parkes	35-44	Year 10	F	1811
Parkes	35-44	Year 10	M	2475
Parkes	35-44	Year 11	F	721
Parkes	35-44	Year 11	M	633
Parkes	35-44	Year 12	F	4794
Parkes	35-44	Year 12	M	3637
Parkes	45-54		F	1131
Parkes	45-54		M	1222
Parkes	45-54	Did not go to school	F	23
Parkes	45-54	Did not go to school	M	39
Parkes	45-54	Year 8 or below	F	283
Parkes	45-54	Year 8 or below	M	492
Parkes	45-54	Year 9	F	694
Parkes	45-54	Year 9	M	925
Parkes	45-54	Year 10	F	3943
Parkes	45-54	Year 10	M	4365
Parkes	45-54	Year 11	F	693
Parkes	45-54	Year 11	M	628
Parkes	45-54	Year 12	F	3410
Parkes	45-54	Year 12	M	2360
Parkes	55-64		F	1149
Parkes	55-64		M	1318
Parkes	55-64	Did not go to school	F	44
Parkes	55-64	Did not go to school	M	77
Parkes	55-64	Year 8 or below	F	731
Parkes	55-64	Year 8 or below	M	1112
Parkes	55-64	Year 9	F	1000
Parkes	55-64	Year 9	M	1145
Parkes	55-64	Year 10	F	4012
Parkes	55-64	Year 10	M	3997
Parkes	55-64	Year 11	F	526
Parkes	55-64	Year 11	M	475
Parkes	55-64	Year 12	F	2508
Parkes	55-64	Year 12	M	2330
Parkes	65-74		F	1132
Parkes	65-74		M	1190
Parkes	65-74	Did not go to school	F	58
Parkes	65-74	Did not go to school	M	94
Parkes	65-74	Year 8 or below	F	911
Parkes	65-74	Year 8 or below	M	1359
Parkes	65-74	Year 9	F	1134
Parkes	65-74	Year 9	M	1309
Parkes	65-74	Year 10	F	2710
Parkes	65-74	Year 10	M	2383
Parkes	65-74	Year 11	F	332
Parkes	65-74	Year 11	M	303
Parkes	65-74	Year 12	F	1355
Parkes	65-74	Year 12	M	1424
Parkes	75-84		F	1051
Parkes	75-84		M	824
Parkes	75-84	Did not go to school	F	37
Parkes	75-84	Did not go to school	M	50
Parkes	75-84	Year 8 or below	F	816
Parkes	75-84	Year 8 or below	M	931
Parkes	75-84	Year 9	F	706
Parkes	75-84	Year 9	M	684
Parkes	75-84	Year 10	F	1419
Parkes	75-84	Year 10	M	1006
Parkes	75-84	Year 11	F	203
Parkes	75-84	Year 11	M	153
Parkes	75-84	Year 12	F	639
Parkes	75-84	Year 12	M	598
Parkes	85+		F	589
Parkes	85+		M	294
Parkes	85+	Did not go to school	F	26
Parkes	85+	Did not go to school	M	12
Parkes	85+	Year 8 or below	F	472
Parkes	85+	Year 8 or below	M	359
Parkes	85+	Year 9	F	364
Parkes	85+	Year 9	M	204
Parkes	85+	Year 10	F	444
Parkes	85+	Year 10	M	249
Parkes	85+	Year 11	F	66
Parkes	85+	Year 11	M	37
Parkes	85+	Year 12	F	259
Parkes	85+	Year 12	M	139
Parramatta	15-19		F	223
Parramatta	15-19		M	301
Parramatta	15-19	Did not go to school	M	8
Parramatta	15-19	Year 8 or below	F	13
Parramatta	15-19	Year 8 or below	M	20
Parramatta	15-19	Year 9	F	33
Parramatta	15-19	Year 9	M	74
Parramatta	15-19	Year 10	F	152
Parramatta	15-19	Year 10	M	256
Parramatta	15-19	Year 11	F	124
Parramatta	15-19	Year 11	M	185
Parramatta	15-19	Year 12	F	1472
Parramatta	15-19	Year 12	M	1382
Parramatta	20-24		F	409
Parramatta	20-24		M	507
Parramatta	20-24	Did not go to school	F	36
Parramatta	20-24	Did not go to school	M	78
Parramatta	20-24	Year 8 or below	F	36
Parramatta	20-24	Year 8 or below	M	57
Parramatta	20-24	Year 9	F	46
Parramatta	20-24	Year 9	M	90
Parramatta	20-24	Year 10	F	275
Parramatta	20-24	Year 10	M	486
Parramatta	20-24	Year 11	F	188
Parramatta	20-24	Year 11	M	285
Parramatta	20-24	Year 12	F	4863
Parramatta	20-24	Year 12	M	5349
Parramatta	25-34		F	1519
Parramatta	25-34		M	1576
Parramatta	25-34	Did not go to school	F	126
Parramatta	25-34	Did not go to school	M	261
Parramatta	25-34	Year 8 or below	F	121
Parramatta	25-34	Year 8 or below	M	270
Parramatta	25-34	Year 9	F	184
Parramatta	25-34	Year 9	M	261
Parramatta	25-34	Year 10	F	903
Parramatta	25-34	Year 10	M	1209
Parramatta	25-34	Year 11	F	435
Parramatta	25-34	Year 11	M	523
Parramatta	25-34	Year 12	F	17137
Parramatta	25-34	Year 12	M	16423
Parramatta	35-44		F	927
Parramatta	35-44		M	1137
Parramatta	35-44	Did not go to school	F	141
Parramatta	35-44	Did not go to school	M	190
Parramatta	35-44	Year 8 or below	F	200
Parramatta	35-44	Year 8 or below	M	261
Parramatta	35-44	Year 9	F	198
Parramatta	35-44	Year 9	M	258
Parramatta	35-44	Year 10	F	1049
Parramatta	35-44	Year 10	M	1395
Parramatta	35-44	Year 11	F	342
Parramatta	35-44	Year 11	M	459
Parramatta	35-44	Year 12	F	10752
Parramatta	35-44	Year 12	M	11966
Parramatta	45-54		F	745
Parramatta	45-54		M	722
Parramatta	45-54	Did not go to school	F	268
Parramatta	45-54	Did not go to school	M	192
Parramatta	45-54	Year 8 or below	F	344
Parramatta	45-54	Year 8 or below	M	379
Parramatta	45-54	Year 9	F	280
Parramatta	45-54	Year 9	M	337
Parramatta	45-54	Year 10	F	1850
Parramatta	45-54	Year 10	M	2003
Parramatta	45-54	Year 11	F	389
Parramatta	45-54	Year 11	M	399
Parramatta	45-54	Year 12	F	6580
Parramatta	45-54	Year 12	M	6144
Parramatta	55-64		F	655
Parramatta	55-64		M	679
Parramatta	55-64	Did not go to school	F	307
Parramatta	55-64	Did not go to school	M	232
Parramatta	55-64	Year 8 or below	F	660
Parramatta	55-64	Year 8 or below	M	435
Parramatta	55-64	Year 9	F	459
Parramatta	55-64	Year 9	M	384
Parramatta	55-64	Year 10	F	1951
Parramatta	55-64	Year 10	M	1623
Parramatta	55-64	Year 11	F	282
Parramatta	55-64	Year 11	M	281
Parramatta	55-64	Year 12	F	4488
Parramatta	55-64	Year 12	M	4729
Parramatta	65-74		F	577
Parramatta	65-74		M	511
