CED_NAME16	Age.min	persons
Banks	0	1755
Banks	1	1897
Banks	2	1902
Banks	3	1898
Banks	4	1991
Banks	5	1853
Banks	6	1882
Banks	7	1858
Banks	8	1900
Banks	9	1751
Banks	10	1689
Banks	11	1766
Banks	12	1753
Banks	13	1785
Banks	14	1736
Banks	15	1834
Banks	16	1787
Banks	17	1917
Banks	18	1935
Banks	19	1952
Banks	20	2085
Banks	21	2034
Banks	22	2084
Banks	23	2248
Banks	24	2230
Banks	25	2302
Banks	26	2396
Banks	27	2277
Banks	28	2336
Banks	29	2243
Banks	30	2305
Banks	31	2250
Banks	32	2282
Banks	33	2361
Banks	34	2266
Banks	35	2224
Banks	36	2112
Banks	37	1973
Banks	38	1947
Banks	39	2030
Banks	40	1977
Banks	41	2045
Banks	42	2092
Banks	43	2114
Banks	44	2165
Banks	45	2142
Banks	46	2034
Banks	47	2035
Banks	48	2114
Banks	49	1876
Banks	50	2037
Banks	51	2050
Banks	52	2148
Banks	53	2148
Banks	54	2219
Banks	55	2222
Banks	56	2032
Banks	57	1904
Banks	58	2022
Banks	59	1968
Banks	60	1858
Banks	61	1821
Banks	62	1703
Banks	63	1705
Banks	64	1476
Banks	65	1504
Banks	66	1492
Banks	67	1412
Banks	68	1419
Banks	69	1405
Banks	70	1214
Banks	71	1195
Banks	72	1122
Banks	73	977
Banks	74	945
Banks	75	936
Banks	76	926
Banks	77	938
Banks	78	840
Banks	79	847
Banks	80	3666
Banks	85	2630
Banks	90	1312
Banks	95	283
Banks	100	24
Barton	0	2073
Barton	1	2201
Barton	2	2074
Barton	3	1898
Barton	4	2054
Barton	5	1903
Barton	6	1883
Barton	7	1844
Barton	8	1800
Barton	9	1705
Barton	10	1683
Barton	11	1672
Barton	12	1606
Barton	13	1611
Barton	14	1535
Barton	15	1672
Barton	16	1610
Barton	17	1727
Barton	18	1881
Barton	19	2147
Barton	20	2374
Barton	21	2436
Barton	22	2653
Barton	23	2951
Barton	24	3242
Barton	25	3540
Barton	26	3637
Barton	27	3692
Barton	28	3706
Barton	29	3623
Barton	30	3583
Barton	31	3319
Barton	32	3425
Barton	33	3365
Barton	34	3077
Barton	35	2903
Barton	36	2806
Barton	37	2515
Barton	38	2381
Barton	39	2392
Barton	40	2395
Barton	41	2263
Barton	42	2350
Barton	43	2291
Barton	44	2384
Barton	45	2420
Barton	46	2160
Barton	47	2070
Barton	48	2108
Barton	49	2007
Barton	50	2015
Barton	51	2015
Barton	52	2119
Barton	53	2203
Barton	54	1956
Barton	55	1953
Barton	56	1886
Barton	57	1771
Barton	58	1761
Barton	59	1762
Barton	60	1719
Barton	61	1662
Barton	62	1702
Barton	63	1492
Barton	64	1472
Barton	65	1541
Barton	66	1377
Barton	67	1310
Barton	68	1351
Barton	69	1349
Barton	70	1228
Barton	71	1144
Barton	72	1087
Barton	73	973
Barton	74	950
Barton	75	948
Barton	76	1009
Barton	77	923
Barton	78	875
Barton	79	882
Barton	80	3751
Barton	85	2497
Barton	90	1189
Barton	95	290
Barton	100	16
Bennelong	0	1815
Bennelong	1	2038
Bennelong	2	2046
Bennelong	3	2213
Bennelong	4	2103
Bennelong	5	1996
Bennelong	6	1995
Bennelong	7	1907
Bennelong	8	1976
Bennelong	9	1834
Bennelong	10	1730
Bennelong	11	1740
Bennelong	12	1671
Bennelong	13	1716
Bennelong	14	1622
Bennelong	15	1672
Bennelong	16	1835
Bennelong	17	1778
Bennelong	18	1938
Bennelong	19	2400
Bennelong	20	2537
Bennelong	21	2608
Bennelong	22	2698
Bennelong	23	2842
Bennelong	24	2822
Bennelong	25	2911
Bennelong	26	2957
Bennelong	27	2888
Bennelong	28	2830
Bennelong	29	2703
Bennelong	30	2819
Bennelong	31	2834
Bennelong	32	2866
Bennelong	33	2954
Bennelong	34	2922
Bennelong	35	2866
Bennelong	36	2642
Bennelong	37	2573
Bennelong	38	2453
Bennelong	39	2337
Bennelong	40	2350
Bennelong	41	2260
Bennelong	42	2353
Bennelong	43	2202
Bennelong	44	2391
Bennelong	45	2340
Bennelong	46	2283
Bennelong	47	2076
Bennelong	48	2156
Bennelong	49	1900
Bennelong	50	2033
Bennelong	51	2177
Bennelong	52	2262
Bennelong	53	2270
Bennelong	54	2085
Bennelong	55	2053
Bennelong	56	2001
Bennelong	57	1887
Bennelong	58	1962
Bennelong	59	1914
Bennelong	60	1955
Bennelong	61	1751
Bennelong	62	1687
Bennelong	63	1713
Bennelong	64	1594
Bennelong	65	1516
Bennelong	66	1496
Bennelong	67	1411
Bennelong	68	1329
Bennelong	69	1389
Bennelong	70	1138
Bennelong	71	986
Bennelong	72	1063
Bennelong	73	938
Bennelong	74	949
Bennelong	75	873
Bennelong	76	880
Bennelong	77	844
Bennelong	78	844
Bennelong	79	858
Bennelong	80	3470
Bennelong	85	2652
Bennelong	90	1250
Bennelong	95	292
