CED_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Greenway	GRC	2011	3
Greenway	GRC	2012	3
Greenway	GRC	2013	4
Greenway	GRC	2015	3
Greenway	HKG		17
Greenway	HKG	1965	3
Greenway	HKG	1975	23
Greenway	HKG	1985	133
Greenway	HKG	1995	268
Greenway	HKG	2005	146
Greenway	HKG	2010	31
Greenway	HKG	2011	5
Greenway	HKG	2012	3
Greenway	HKG	2013	12
Greenway	HKG	2014	10
Greenway	HKG	2015	9
Greenway	HKG	2016	11
Greenway	HRV		10
Greenway	HRV	1955	9
Greenway	HRV	1965	78
Greenway	HRV	1975	230
Greenway	HRV	1985	23
Greenway	HRV	1995	58
Greenway	HRV	2005	83
Greenway	HRV	2013	3
Greenway	HRV	2014	3
Greenway	IDN		18
Greenway	IDN	1955	6
Greenway	IDN	1965	6
Greenway	IDN	1975	36
Greenway	IDN	1985	90
Greenway	IDN	1995	151
Greenway	IDN	2005	367
Greenway	IDN	2010	125
Greenway	IDN	2011	19
Greenway	IDN	2012	15
Greenway	IDN	2013	16
Greenway	IDN	2014	11
Greenway	IDN	2015	15
Greenway	IDN	2016	8
Greenway	IND		519
Greenway	IND	1955	7
Greenway	IND	1965	15
Greenway	IND	1975	162
Greenway	IND	1985	225
Greenway	IND	1995	1335
Greenway	IND	2005	5288
Greenway	IND	2010	6530
Greenway	IND	2011	512
Greenway	IND	2012	652
Greenway	IND	2013	835
Greenway	IND	2014	1024
Greenway	IND	2015	896
Greenway	IND	2016	633
Greenway	IRL		9
Greenway	IRL	1955	3
Greenway	IRL	1965	18
Greenway	IRL	1975	82
Greenway	IRL	1985	17
Greenway	IRL	1995	62
Greenway	IRL	2005	45
Greenway	IRL	2010	57
Greenway	IRL	2011	15
Greenway	IRL	2012	28
Greenway	IRL	2013	9
Greenway	IRL	2014	6
Greenway	IRL	2015	3
Greenway	IRN		36
Greenway	IRN	1975	19
Greenway	IRN	1985	52
Greenway	IRN	1995	197
Greenway	IRN	2005	369
Greenway	IRN	2010	185
Greenway	IRN	2011	63
Greenway	IRN	2012	63
Greenway	IRN	2013	53
Greenway	IRN	2014	28
Greenway	IRN	2015	19
Greenway	IRN	2016	19
Greenway	IRQ		19
Greenway	IRQ	1975	10
Greenway	IRQ	1985	11
Greenway	IRQ	1995	42
Greenway	IRQ	2005	102
Greenway	IRQ	2010	31
Greenway	IRQ	2011	7
Greenway	IRQ	2012	8
Greenway	IRQ	2013	6
Greenway	IRQ	2014	4
Greenway	IRQ	2016	3
Greenway	ITA		22
Greenway	ITA	1946	3
Greenway	ITA	1955	140
Greenway	ITA	1965	293
Greenway	ITA	1975	217
Greenway	ITA	1985	34
Greenway	ITA	1995	18
Greenway	ITA	2005	21
Greenway	ITA	2010	15
Greenway	ITA	2011	6
Greenway	ITA	2013	6
Greenway	ITA	2014	7
Greenway	ITA	2015	3
Greenway	JPN		3
Greenway	JPN	1975	3
Greenway	JPN	1985	4
Greenway	JPN	1995	15
Greenway	JPN	2005	36
Greenway	JPN	2010	19
Greenway	JPN	2011	3
Greenway	JPN	2012	3
Greenway	JPN	2013	3
Greenway	JPN	2015	3
Greenway	KOR		41
Greenway	KOR	1975	11
Greenway	KOR	1985	104
Greenway	KOR	1995	260
Greenway	KOR	2005	329
Greenway	KOR	2010	197
Greenway	KOR	2011	20
Greenway	KOR	2012	32
Greenway	KOR	2013	24
Greenway	KOR	2014	13
Greenway	KOR	2015	27
Greenway	KOR	2016	8
Greenway	LBN		65
Greenway	LBN	1955	6
Greenway	LBN	1965	46
Greenway	LBN	1975	241
Greenway	LBN	1985	174
Greenway	LBN	1995	210
Greenway	LBN	2005	142
Greenway	LBN	2010	42
Greenway	LBN	2011	10
Greenway	LBN	2012	3
Greenway	LBN	2013	9
Greenway	LBN	2014	7
Greenway	LBN	2015	4
Greenway	LBN	2016	4
Greenway	LKA		85
Greenway	LKA	1965	12
Greenway	LKA	1975	65
Greenway	LKA	1985	83
Greenway	LKA	1995	876
Greenway	LKA	2005	1344
Greenway	LKA	2010	1035
Greenway	LKA	2011	164
Greenway	LKA	2012	436
Greenway	LKA	2013	250
Greenway	LKA	2014	98
Greenway	LKA	2015	103
Greenway	LKA	2016	58
Greenway	MKD		7
Greenway	MKD	1975	34
Greenway	MKD	1985	13
Greenway	MKD	1995	6
Greenway	MKD	2005	10
Greenway	MKD	2010	3
Greenway	MLT		39
Greenway	MLT	1946	3
Greenway	MLT	1955	310
Greenway	MLT	1965	413
Greenway	MLT	1975	261
Greenway	MLT	1985	105
Greenway	MLT	1995	42
Greenway	MLT	2005	5
Greenway	MLT	2010	4
Greenway	MLT	2011	4
Greenway	MLT	2014	3
Greenway	MYS		18
Greenway	MYS	1955	3
Greenway	MYS	1965	11
Greenway	MYS	1975	51
Greenway	MYS	1985	129
Greenway	MYS	1995	282
Greenway	MYS	2005	202
Greenway	MYS	2010	171
Greenway	MYS	2011	23
Greenway	MYS	2012	21
Greenway	MYS	2013	14
Greenway	MYS	2014	20
Greenway	MYS	2015	17
Greenway	MYS	2016	11
Greenway	NLD		7
Greenway	NLD	1955	70
Greenway	NLD	1965	80
Greenway	NLD	1975	26
Greenway	NLD	1985	22
Greenway	NLD	1995	10
Greenway	NLD	2005	9
Greenway	NLD	2010	12
Greenway	NLD	2015	4
Greenway	NLD	2016	3
Greenway	NZL		139
Greenway	NZL	1946	3
Greenway	NZL	1955	7
Greenway	NZL	1965	22
Greenway	NZL	1975	120
Greenway	NZL	1985	375
Greenway	NZL	1995	489
Greenway	NZL	2005	1016
Greenway	NZL	2010	485
Greenway	NZL	2011	107
Greenway	NZL	2012	129
Greenway	NZL	2013	100
Greenway	NZL	2014	70
Greenway	NZL	2015	55
Greenway	NZL	2016	39
Greenway	PAK		24
Greenway	PAK	1975	10
Greenway	PAK	1985	53
Greenway	PAK	1995	189
Greenway	PAK	2005	305
Greenway	PAK	2010	196
Greenway	PAK	2011	71
Greenway	PAK	2012	90
Greenway	PAK	2013	86
Greenway	PAK	2014	90
Greenway	PAK	2015	95
Greenway	PAK	2016	44
Greenway	PHL		134
Greenway	PHL	1965	5
Greenway	PHL	1975	93
Greenway	PHL	1985	609
Greenway	PHL	1995	2281
Greenway	PHL	2005	1410
Greenway	PHL	2010	906
Greenway	PHL	2011	187
Greenway	PHL	2012	209
Greenway	PHL	2013	204
Greenway	PHL	2014	160
Greenway	PHL	2015	173
Greenway	PHL	2016	109
Greenway	POL		8
Greenway	POL	1955	36
Greenway	POL	1965	18
Greenway	POL	1975	14
Greenway	POL	1985	124
Greenway	POL	1995	101
Greenway	POL	2005	73
Greenway	POL	2010	12
Greenway	POL	2011	10
Greenway	POL	2012	6
Greenway	POL	2013	3
Greenway	POL	2014	5
Greenway	POL	2015	3
Greenway	SGP		8
Greenway	SGP	1955	3
Greenway	SGP	1965	3
Greenway	SGP	1975	23
Greenway	SGP	1985	43
Greenway	SGP	1995	66
Greenway	SGP	2005	121
Greenway	SGP	2010	58
Greenway	SGP	2011	10
Greenway	SGP	2012	3
Greenway	SGP	2013	14
Greenway	SGP	2014	10
Greenway	SGP	2015	23
Greenway	SGP	2016	13
Greenway	THA		14
Greenway	THA	1975	3
Greenway	THA	1985	21
Greenway	THA	1995	54
Greenway	THA	2005	92
Greenway	THA	2010	47
Greenway	THA	2011	11
Greenway	THA	2012	14
Greenway	THA	2013	16
Greenway	THA	2014	16
Greenway	THA	2015	12
Greenway	THA	2016	9
Greenway	TUR		23
Greenway	TUR	1975	143
Greenway	TUR	1985	95
Greenway	TUR	1995	146
Greenway	TUR	2005	153
Greenway	TUR	2010	48
Greenway	TUR	2011	11
Greenway	TUR	2012	6
Greenway	TUR	2013	9
Greenway	TUR	2014	13
Greenway	TUR	2015	9
Greenway	TUR	2016	3
Greenway	USA		17
Greenway	USA	1955	3
Greenway	USA	1965	3
Greenway	USA	1975	29
Greenway	USA	1985	31
Greenway	USA	1995	48
Greenway	USA	2005	102
Greenway	USA	2010	110
Greenway	USA	2011	28
Greenway	USA	2012	35
Greenway	USA	2013	25
Greenway	USA	2014	36
Greenway	USA	2015	35
Greenway	USA	2016	60
Greenway	VNM		29
Greenway	VNM	1975	4
Greenway	VNM	1985	163
Greenway	VNM	1995	100
Greenway	VNM	2005	42
Greenway	VNM	2010	30
Greenway	VNM	2011	3
Greenway	VNM	2012	7
Greenway	VNM	2013	4
Greenway	VNM	2014	11
Greenway	VNM	2015	8
Greenway	VNM	2016	3
Greenway	ZAF		42
Greenway	ZAF	1965	10
Greenway	ZAF	1975	38
Greenway	ZAF	1985	91
Greenway	ZAF	1995	220
Greenway	ZAF	2005	433
Greenway	ZAF	2010	254
Greenway	ZAF	2011	27
Greenway	ZAF	2012	30
Greenway	ZAF	2013	40
Greenway	ZAF	2014	36
Greenway	ZAF	2015	38
Greenway	ZAF	2016	31
Greenway	ZWE	1975	3
Greenway	ZWE	1985	9
Greenway	ZWE	1995	8
Greenway	ZWE	2005	122
Greenway	ZWE	2010	45
Greenway	ZWE	2011	11
Greenway	ZWE	2012	7
Greenway	ZWE	2013	7
Greenway	ZWE	2014	4
Greenway	ZWE	2015	6
Greenway	ZWE	2016	4
Hughes			124
Hughes		1946	3
Hughes		1955	122
Hughes		1965	254
Hughes		1975	981
Hughes		1985	558
Hughes		1995	879
Hughes		2005	1019
Hughes		2010	678
Hughes		2011	95
Hughes		2012	96
Hughes		2013	107
Hughes		2014	97
Hughes		2015	99
Hughes		2016	51
Hughes	CAN		7
Hughes	CAN	1965	10
Hughes	CAN	1975	39
Hughes	CAN	1985	25
Hughes	CAN	1995	29
Hughes	CAN	2005	58
Hughes	CAN	2010	37
Hughes	CAN	2011	11
Hughes	CAN	2012	10
Hughes	CAN	2013	7
Hughes	CAN	2014	3
Hughes	CAN	2015	4
Hughes	CAN	2016	4
Hughes	CHN		76
Hughes	CHN	1955	13
Hughes	CHN	1965	29
Hughes	CHN	1975	28
Hughes	CHN	1985	57
Hughes	CHN	1995	394
Hughes	CHN	2005	511
Hughes	CHN	2010	353
Hughes	CHN	2011	64
Hughes	CHN	2012	76
Hughes	CHN	2013	70
Hughes	CHN	2014	49
Hughes	CHN	2015	46
Hughes	CHN	2016	19
Hughes	DEU		17
Hughes	DEU	1955	121
Hughes	DEU	1965	140
Hughes	DEU	1975	54
Hughes	DEU	1985	54
Hughes	DEU	1995	34
Hughes	DEU	2005	66
Hughes	DEU	2010	33
Hughes	DEU	2011	7
Hughes	DEU	2012	8
Hughes	DEU	2013	7
Hughes	DEU	2014	5
Hughes	DEU	2015	5
Hughes	EGY		23
Hughes	EGY	1955	40
Hughes	EGY	1965	77
Hughes	EGY	1975	112
Hughes	EGY	1985	49
Hughes	EGY	1995	181
Hughes	EGY	2005	167
Hughes	EGY	2010	116
Hughes	EGY	2011	16
Hughes	EGY	2012	33
Hughes	EGY	2013	37
Hughes	EGY	2014	17
Hughes	EGY	2016	4
Hughes	FJI		24
Hughes	FJI	1955	3
Hughes	FJI	1965	11
Hughes	FJI	1975	31
Hughes	FJI	1985	91
Hughes	FJI	1995	271
Hughes	FJI	2005	168
Hughes	FJI	2010	76
Hughes	FJI	2011	3
Hughes	FJI	2012	4
Hughes	FJI	2013	12
Hughes	FJI	2014	7
Hughes	FJI	2015	10
Hughes	GBR		167
Hughes	GBR	1946	47
Hughes	GBR	1955	367
Hughes	GBR	1965	831
Hughes	GBR	1975	1289
Hughes	GBR	1985	605
Hughes	GBR	1995	584
Hughes	GBR	2005	838
Hughes	GBR	2010	585
Hughes	GBR	2011	86
Hughes	GBR	2012	75
Hughes	GBR	2013	113
Hughes	GBR	2014	52
Hughes	GBR	2015	52
Hughes	GBR	2016	17
Hughes	GRC		29
Hughes	GRC	1955	41
Hughes	GRC	1965	243
Hughes	GRC	1975	203
Hughes	GRC	1985	36
Hughes	GRC	1995	23
Hughes	GRC	2005	18
Hughes	GRC	2010	11
Hughes	GRC	2011	3
Hughes	GRC	2012	3
Hughes	GRC	2013	8
Hughes	GRC	2014	3
Hughes	GRC	2015	5
Hughes	HKG		5
Hughes	HKG	1955	3
Hughes	HKG	1975	41
Hughes	HKG	1985	85
Hughes	HKG	1995	174
Hughes	HKG	2005	78
Hughes	HKG	2010	30
Hughes	HKG	2011	3
Hughes	HKG	2013	3
Hughes	HKG	2014	6
Hughes	HKG	2015	4
Hughes	HRV		6
Hughes	HRV	1955	3
Hughes	HRV	1965	64
Hughes	HRV	1975	117
Hughes	HRV	1985	7
Hughes	HRV	1995	24
Hughes	HRV	2005	21
Hughes	HRV	2010	3
Hughes	IDN		10
Hughes	IDN	1955	3
Hughes	IDN	1965	7
Hughes	IDN	1975	19
Hughes	IDN	1985	56
Hughes	IDN	1995	97
Hughes	IDN	2005	213
Hughes	IDN	2010	66
Hughes	IDN	2011	18
Hughes	IDN	2012	8
Hughes	IDN	2013	10
Hughes	IDN	2014	6
Hughes	IDN	2015	9
Hughes	IDN	2016	6
Hughes	IND		31
Hughes	IND	1955	17
Hughes	IND	1965	4
Hughes	IND	1975	99
Hughes	IND	1985	67
Hughes	IND	1995	366
Hughes	IND	2005	539
Hughes	IND	2010	358
Hughes	IND	2011	44
Hughes	IND	2012	42
Hughes	IND	2013	57
Hughes	IND	2014	36
Hughes	IND	2015	32
Hughes	IND	2016	47
Hughes	IRL		7
Hughes	IRL	1955	3
Hughes	IRL	1965	21
Hughes	IRL	1975	71
Hughes	IRL	1985	34
Hughes	IRL	1995	140
Hughes	IRL	2005	100
Hughes	IRL	2010	77
Hughes	IRL	2011	9
Hughes	IRL	2012	14
Hughes	IRL	2013	19
Hughes	IRL	2014	4
Hughes	IRL	2015	3
Hughes	IRL	2016	3
Hughes	IRN	1975	3
Hughes	IRN	1985	7
Hughes	IRN	1995	14
Hughes	IRN	2005	9
Hughes	IRN	2010	22
Hughes	IRN	2011	6
Hughes	IRN	2012	5
Hughes	IRN	2013	10
Hughes	IRN	2014	4
Hughes	IRQ		3
Hughes	IRQ	1975	3
Hughes	IRQ	1985	7
Hughes	IRQ	1995	18
Hughes	IRQ	2005	31
Hughes	IRQ	2010	34
Hughes	IRQ	2011	3
Hughes	IRQ	2012	4
Hughes	IRQ	2013	4
Hughes	IRQ	2014	3
Hughes	ITA		29
Hughes	ITA	1946	3
Hughes	ITA	1955	131
Hughes	ITA	1965	246
Hughes	ITA	1975	162
Hughes	ITA	1985	21
Hughes	ITA	1995	15
Hughes	ITA	2005	29
Hughes	ITA	2010	16
Hughes	ITA	2011	3
Hughes	ITA	2012	3
Hughes	ITA	2013	4
Hughes	ITA	2014	10
Hughes	ITA	2015	7
Hughes	JPN		3
Hughes	JPN	1975	4
Hughes	JPN	1985	16
Hughes	JPN	1995	28
Hughes	JPN	2005	65
Hughes	JPN	2010	19
Hughes	JPN	2011	7
Hughes	JPN	2012	3
Hughes	JPN	2016	3
Hughes	KOR		3
Hughes	KOR	1985	22
Hughes	KOR	1995	30
Hughes	KOR	2005	52
Hughes	KOR	2010	22
Hughes	KOR	2011	4
Hughes	KOR	2012	3
Hughes	KOR	2014	3
Hughes	KOR	2015	6
Hughes	KOR	2016	3
Hughes	LBN		16
Hughes	LBN	1955	12
Hughes	LBN	1965	39
Hughes	LBN	1975	213
Hughes	LBN	1985	126
Hughes	LBN	1995	134
Hughes	LBN	2005	67
Hughes	LBN	2010	32
Hughes	LBN	2011	5
Hughes	LBN	2012	4
Hughes	LBN	2013	3
Hughes	LBN	2014	3
Hughes	LBN	2015	3
Hughes	LKA		6
Hughes	LKA	1965	3
Hughes	LKA	1975	25
Hughes	LKA	1985	25
Hughes	LKA	1995	77
Hughes	LKA	2005	40
Hughes	LKA	2010	30
Hughes	LKA	2011	3
Hughes	LKA	2012	3
Hughes	LKA	2013	11
Hughes	LKA	2014	7
Hughes	LKA	2015	3
Hughes	MKD		5
Hughes	MKD	1965	33
Hughes	MKD	1975	254
Hughes	MKD	1985	37
Hughes	MKD	1995	72
Hughes	MKD	2005	50
Hughes	MKD	2010	21
Hughes	MLT		12
Hughes	MLT	1955	96
Hughes	MLT	1965	76
Hughes	MLT	1975	22
Hughes	MLT	1985	13
Hughes	MLT	1995	9
Hughes	MYS		13
Hughes	MYS	1965	18
Hughes	MYS	1975	56
Hughes	MYS	1985	92
Hughes	MYS	1995	124
Hughes	MYS	2005	82
Hughes	MYS	2010	35
Hughes	MYS	2011	10
Hughes	MYS	2012	4
Hughes	MYS	2013	5
Hughes	MYS	2014	14
Hughes	MYS	2015	3
Hughes	MYS	2016	3
Hughes	NLD		13
Hughes	NLD	1955	97
Hughes	NLD	1965	78
Hughes	NLD	1975	25
Hughes	NLD	1985	14
Hughes	NLD	1995	17
Hughes	NLD	2005	22
Hughes	NLD	2010	13
Hughes	NLD	2011	3
Hughes	NLD	2012	7
Hughes	NLD	2013	3
Hughes	NLD	2014	3
Hughes	NLD	2016	4
Hughes	NZL		50
Hughes	NZL	1946	15
Hughes	NZL	1955	6
Hughes	NZL	1965	54
Hughes	NZL	1975	159
Hughes	NZL	1985	362
Hughes	NZL	1995	387
Hughes	NZL	2005	545
Hughes	NZL	2010	253
Hughes	NZL	2011	48
Hughes	NZL	2012	45
Hughes	NZL	2013	45
Hughes	NZL	2014	35
Hughes	NZL	2015	21
Hughes	NZL	2016	19
Hughes	PAK		7
Hughes	PAK	1975	7
Hughes	PAK	1985	16
Hughes	PAK	1995	44
Hughes	PAK	2005	36
Hughes	PAK	2010	23
Hughes	PAK	2012	16
Hughes	PAK	2013	16
Hughes	PAK	2015	5
Hughes	PAK	2016	5
Hughes	PHL		22
Hughes	PHL	1965	10
Hughes	PHL	1975	55
Hughes	PHL	1985	165
Hughes	PHL	1995	430
Hughes	PHL	2005	186
Hughes	PHL	2010	127
Hughes	PHL	2011	37
Hughes	PHL	2012	28
Hughes	PHL	2013	32
Hughes	PHL	2014	30
Hughes	PHL	2015	21
Hughes	PHL	2016	13
Hughes	POL	1955	11
Hughes	POL	1965	25
Hughes	POL	1975	14
Hughes	POL	1985	128
Hughes	POL	1995	71
Hughes	POL	2005	33
Hughes	POL	2010	21
Hughes	POL	2011	3
Hughes	POL	2012	8
Hughes	POL	2014	5
Hughes	SGP		11
Hughes	SGP	1965	9
Hughes	SGP	1975	16
Hughes	SGP	1985	29
Hughes	SGP	1995	38
Hughes	SGP	2005	31
Hughes	SGP	2010	25
Hughes	SGP	2012	4
Hughes	SGP	2014	4
Hughes	SGP	2015	5
Hughes	SGP	2016	3
Hughes	THA		11
Hughes	THA	1975	5
Hughes	THA	1985	18
Hughes	THA	1995	46
Hughes	THA	2005	84
Hughes	THA	2010	56
Hughes	THA	2011	13
Hughes	THA	2012	21
Hughes	THA	2013	13
Hughes	THA	2014	11
Hughes	THA	2015	12
Hughes	THA	2016	9
Hughes	TUR	1975	19
Hughes	TUR	1985	16
Hughes	TUR	1995	22
Hughes	TUR	2005	20
Hughes	TUR	2010	5
Hughes	TUR	2011	3
Hughes	TUR	2012	3
Hughes	TUR	2016	4
Hughes	USA		12
Hughes	USA	1955	4
Hughes	USA	1965	16
Hughes	USA	1975	64
Hughes	USA	1985	27
Hughes	USA	1995	72
Hughes	USA	2005	112
Hughes	USA	2010	66
Hughes	USA	2011	14
Hughes	USA	2012	11
Hughes	USA	2013	10
Hughes	USA	2014	16
Hughes	USA	2015	22
Hughes	USA	2016	8
Hughes	VNM		22
Hughes	VNM	1975	15
Hughes	VNM	1985	224
Hughes	VNM	1995	181
Hughes	VNM	2005	76
Hughes	VNM	2010	69
Hughes	VNM	2011	4
Hughes	VNM	2012	11
Hughes	VNM	2013	11
Hughes	VNM	2014	10
Hughes	VNM	2015	22
Hughes	VNM	2016	14
Hughes	ZAF		10
Hughes	ZAF	1965	9
Hughes	ZAF	1975	48
Hughes	ZAF	1985	162
Hughes	ZAF	1995	151
Hughes	ZAF	2005	261
Hughes	ZAF	2010	116
Hughes	ZAF	2011	6
Hughes	ZAF	2012	19
Hughes	ZAF	2013	11
Hughes	ZAF	2014	17
Hughes	ZAF	2015	8
Hughes	ZAF	2016	5
Hughes	ZWE	1975	3
Hughes	ZWE	1985	3
Hughes	ZWE	1995	8
Hughes	ZWE	2005	38
Hughes	ZWE	2010	22
Hughes	ZWE	2011	7
Hughes	ZWE	2012	4
Hughes	ZWE	2015	3
Hume			147
Hume		1946	12
Hume		1955	126
Hume		1965	218
Hume		1975	673
Hume		1985	412
Hume		1995	427
Hume		2005	359
Hume		2010	244
Hume		2011	42
Hume		2012	57
Hume		2013	45
Hume		2014	38
Hume		2015	62
Hume		2016	27
Hume	CAN		7
Hume	CAN	1965	5
Hume	CAN	1975	15
Hume	CAN	1985	22
Hume	CAN	1995	25
Hume	CAN	2005	40
Hume	CAN	2010	31
Hume	CAN	2011	10
Hume	CAN	2013	8
Hume	CAN	2014	3
Hume	CAN	2015	6
Hume	CHN		22
Hume	CHN	1955	11
Hume	CHN	1965	15
Hume	CHN	1975	4
Hume	CHN	1985	13
Hume	CHN	1995	55
Hume	CHN	2005	99
Hume	CHN	2010	91
Hume	CHN	2011	12
Hume	CHN	2012	17
Hume	CHN	2013	23
Hume	CHN	2014	11
Hume	CHN	2015	21
Hume	CHN	2016	13
Hume	DEU		31
Hume	DEU	1955	188
Hume	DEU	1965	119
Hume	DEU	1975	85
Hume	DEU	1985	47
Hume	DEU	1995	41
Hume	DEU	2005	33
Hume	DEU	2010	12
Hume	DEU	2011	7
Hume	DEU	2012	7
Hume	DEU	2014	3
Hume	DEU	2015	6
Hume	DEU	2016	6
Hume	EGY		8
Hume	EGY	1955	19
Hume	EGY	1965	15
Hume	EGY	1975	28
Hume	EGY	1985	7
Hume	EGY	1995	29
Hume	EGY	2005	11
Hume	EGY	2010	14
Hume	EGY	2013	10
Hume	EGY	2014	4
Hume	FJI		18
Hume	FJI	1955	4
Hume	FJI	1965	5
Hume	FJI	1975	7
Hume	FJI	1985	24
Hume	FJI	1995	70
Hume	FJI	2005	69
Hume	FJI	2010	37
Hume	FJI	2011	3
Hume	FJI	2012	17
Hume	FJI	2013	8
Hume	FJI	2014	3
Hume	GBR		288
Hume	GBR	1946	33
Hume	GBR	1955	424
Hume	GBR	1965	1168
Hume	GBR	1975	2049
Hume	GBR	1985	863
Hume	GBR	1995	635
Hume	GBR	2005	438
Hume	GBR	2010	305
Hume	GBR	2011	64
Hume	GBR	2012	50
Hume	GBR	2013	44
Hume	GBR	2014	37
Hume	GBR	2015	43
Hume	GBR	2016	17
Hume	GRC		14
Hume	GRC	1955	16
Hume	GRC	1965	69
Hume	GRC	1975	43
Hume	GRC	1985	15
Hume	GRC	1995	6
Hume	GRC	2005	3
Hume	GRC	2012	11
Hume	HKG		12
Hume	HKG	1946	4
Hume	HKG	1965	4
Hume	HKG	1975	10
Hume	HKG	1985	13
Hume	HKG	1995	19
Hume	HKG	2005	9
Hume	HKG	2010	6
Hume	HKG	2011	3
Hume	HKG	2012	3
Hume	HKG	2013	3
Hume	HRV		10
Hume	HRV	1955	4
Hume	HRV	1965	49
Hume	HRV	1975	106
Hume	HRV	1985	7
Hume	HRV	1995	25
Hume	HRV	2005	10
Hume	HRV	2010	6
Hume	IDN		8
Hume	IDN	1955	9
Hume	IDN	1965	4
Hume	IDN	1975	9
Hume	IDN	1985	19
Hume	IDN	1995	17
Hume	IDN	2005	24
Hume	IDN	2010	5
Hume	IDN	2011	5
Hume	IDN	2012	6
Hume	IND		17
Hume	IND	1955	8
Hume	IND	1965	15
Hume	IND	1975	45
Hume	IND	1985	16
Hume	IND	1995	46
Hume	IND	2005	68
Hume	IND	2010	123
Hume	IND	2011	23
Hume	IND	2012	29
Hume	IND	2013	14
Hume	IND	2014	28
Hume	IND	2015	31
Hume	IND	2016	18
Hume	IRL		12
Hume	IRL	1955	7
Hume	IRL	1965	30
Hume	IRL	1975	97
Hume	IRL	1985	45
Hume	IRL	1995	76
Hume	IRL	2005	45
Hume	IRL	2010	36
Hume	IRL	2011	16
Hume	IRL	2012	17
Hume	IRL	2013	9
Hume	IRL	2014	7
Hume	IRL	2015	3
Hume	IRL	2016	6
Hume	IRN		8
Hume	IRN	1975	3
Hume	IRN	1985	11
Hume	IRN	1995	15
Hume	IRN	2005	4
Hume	IRN	2010	14
Hume	IRN	2011	4
Hume	IRN	2012	3
Hume	IRN	2014	4
Hume	IRN	2015	9
Hume	IRQ		7
Hume	IRQ	1965	6
Hume	IRQ	1975	14
Hume	IRQ	1985	9
Hume	IRQ	1995	16
Hume	IRQ	2005	22
Hume	IRQ	2010	15
Hume	IRQ	2012	4
Hume	IRQ	2013	11
Hume	IRQ	2014	9
Hume	ITA		40
Hume	ITA	1946	3
Hume	ITA	1955	115
Hume	ITA	1965	205
Hume	ITA	1975	103
Hume	ITA	1985	31
Hume	ITA	1995	14
Hume	ITA	2005	7
Hume	ITA	2015	4
Hume	JPN		4
Hume	JPN	1955	3
Hume	JPN	1985	3
Hume	JPN	1995	4
Hume	JPN	2005	10
Hume	KOR		8
Hume	KOR	1985	4
Hume	KOR	1995	14
Hume	KOR	2005	15
Hume	KOR	2010	12
Hume	KOR	2011	5
Hume	KOR	2013	3
Hume	KOR	2014	4
Hume	KOR	2015	15
Hume	KOR	2016	23
Hume	LBN		17
Hume	LBN	1955	3
Hume	LBN	1965	27
Hume	LBN	1975	74
Hume	LBN	1985	38
Hume	LBN	1995	52
Hume	LBN	2005	26
Hume	LBN	2010	10
Hume	LBN	2012	3
Hume	LBN	2014	3
Hume	LBN	2015	3
Hume	LKA		4
Hume	LKA	1955	4
Hume	LKA	1965	9
Hume	LKA	1975	13
Hume	LKA	1985	8
Hume	LKA	1995	14
Hume	LKA	2005	17
Hume	LKA	2010	23
Hume	LKA	2012	4
Hume	LKA	2013	3
Hume	LKA	2014	8
Hume	LKA	2016	3
Hume	MKD	1965	7
Hume	MKD	1975	35
Hume	MKD	1985	5
Hume	MKD	1995	14
Hume	MKD	2005	7
Hume	MKD	2010	3
Hume	MLT		29
Hume	MLT	1955	115
Hume	MLT	1965	146
Hume	MLT	1975	48
Hume	MLT	1985	30
Hume	MLT	1995	18
Hume	MLT	2010	4
Hume	MLT	2011	6
Hume	MYS		10
Hume	MYS	1955	3
Hume	MYS	1965	17
Hume	MYS	1975	22
Hume	MYS	1985	36
Hume	MYS	1995	31
Hume	MYS	2005	13
Hume	MYS	2010	10
Hume	MYS	2011	4
Hume	MYS	2013	3
Hume	MYS	2015	6
Hume	NLD		25
Hume	NLD	1955	113
Hume	NLD	1965	126
Hume	NLD	1975	51
Hume	NLD	1985	36
Hume	NLD	1995	17
Hume	NLD	2005	21
Hume	NLD	2010	10
Hume	NLD	2013	3
Hume	NZL		101
Hume	NZL	1946	5
Hume	NZL	1955	22
Hume	NZL	1965	50
Hume	NZL	1975	190
Hume	NZL	1985	391
Hume	NZL	1995	320
Hume	NZL	2005	307
Hume	NZL	2010	131
Hume	NZL	2011	54
Hume	NZL	2012	25
Hume	NZL	2013	39
Hume	NZL	2014	32
Hume	NZL	2015	24
Hume	NZL	2016	11
Hume	PAK	1975	6
Hume	PAK	1985	3
Hume	PAK	1995	23
Hume	PAK	2005	19
Hume	PAK	2010	24
Hume	PAK	2011	9
Hume	PAK	2012	9
Hume	PAK	2013	3
Hume	PAK	2014	13
Hume	PAK	2015	5
Hume	PAK	2016	7
Hume	PHL		15
Hume	PHL	1965	3
Hume	PHL	1975	22
Hume	PHL	1985	61
Hume	PHL	1995	155
Hume	PHL	2005	85
Hume	PHL	2010	60
Hume	PHL	2011	17
Hume	PHL	2012	12
Hume	PHL	2013	21
Hume	PHL	2014	35
Hume	PHL	2015	36
Hume	PHL	2016	18
Hume	POL		13
Hume	POL	1955	17
Hume	POL	1965	15
Hume	POL	1975	9
Hume	POL	1985	63
Hume	POL	1995	29
