CED_NAME16	Age5yr	Indigenous	Sex	persons
Barton	40-44		F	313
Barton	40-44		M	321
Barton	40-44	0	F	5580
Barton	40-44	0	M	5397
Barton	40-44	1	F	40
Barton	40-44	1	M	38
Barton	45-49		F	243
Barton	45-49		M	264
Barton	45-49	0	F	5254
Barton	45-49	0	M	4920
Barton	45-49	1	F	50
Barton	45-49	1	M	26
Barton	50-54		F	281
Barton	50-54		M	276
Barton	50-54	0	F	4944
Barton	50-54	0	M	4726
Barton	50-54	1	F	35
Barton	50-54	1	M	33
Barton	55-59		F	210
Barton	55-59		M	214
Barton	55-59	0	F	4493
Barton	55-59	0	M	4165
Barton	55-59	1	F	27
Barton	55-59	1	M	30
Barton	60-64		F	213
Barton	60-64		M	240
Barton	60-64	0	F	3951
Barton	60-64	0	M	3602
Barton	60-64	1	F	21
Barton	60-64	1	M	17
Barton	65+		F	936
Barton	65+		M	760
Barton	65+	0	F	12357
Barton	65+	0	M	10550
Barton	65+	1	F	48
Barton	65+	1	M	34
Bennelong	0-4		F	172
Bennelong	0-4		M	169
Bennelong	0-4	0	F	4875
Bennelong	0-4	0	M	4950
Bennelong	0-4	1	F	22
Bennelong	0-4	1	M	20
Bennelong	5-9		F	137
Bennelong	5-9		M	145
Bennelong	5-9	0	F	4471
Bennelong	5-9	0	M	4878
Bennelong	5-9	1	F	44
Bennelong	5-9	1	M	31
Bennelong	10-14		F	92
Bennelong	10-14		M	138
Bennelong	10-14	0	F	3977
Bennelong	10-14	0	M	4215
Bennelong	10-14	1	F	32
Bennelong	10-14	1	M	20
Bennelong	15-19		F	141
Bennelong	15-19		M	174
Bennelong	15-19	0	F	4399
Bennelong	15-19	0	M	4855
Bennelong	15-19	1	F	25
Bennelong	15-19	1	M	30
Bennelong	20-24		F	277
Bennelong	20-24		M	245
Bennelong	20-24	0	F	6487
Bennelong	20-24	0	M	6419
Bennelong	20-24	1	F	46
Bennelong	20-24	1	M	26
Bennelong	25-29		F	299
Bennelong	25-29		M	286
Bennelong	25-29	0	F	7022
Bennelong	25-29	0	M	6634
Bennelong	25-29	1	F	23
Bennelong	25-29	1	M	31
Bennelong	30-34		F	284
Bennelong	30-34		M	292
Bennelong	30-34	0	F	7011
Bennelong	30-34	0	M	6764
Bennelong	30-34	1	F	19
Bennelong	30-34	1	M	20
Bennelong	35-39		F	233
Bennelong	35-39		M	252
Bennelong	35-39	0	F	6228
Bennelong	35-39	0	M	6135
Bennelong	35-39	1	F	24
Bennelong	35-39	1	M	11
Bennelong	40-44		F	202
Bennelong	40-44		M	219
Bennelong	40-44	0	F	5737
Bennelong	40-44	0	M	5351
Bennelong	40-44	1	F	24
Bennelong	40-44	1	M	27
Bennelong	45-49		F	173
Bennelong	45-49		M	198
Bennelong	45-49	0	F	5495
Bennelong	45-49	0	M	4864
Bennelong	45-49	1	F	15
Bennelong	45-49	1	M	18
Bennelong	50-54		F	169
Bennelong	50-54		M	194
Bennelong	50-54	0	F	5344
Bennelong	50-54	0	M	5080
Bennelong	50-54	1	F	17
Bennelong	50-54	1	M	12
Bennelong	55-59		F	158
Bennelong	55-59		M	166
Bennelong	55-59	0	F	4953
Bennelong	55-59	0	M	4518
Bennelong	55-59	1	F	13
Bennelong	55-59	1	M	12
Bennelong	60-64		F	150
Bennelong	60-64		M	158
Bennelong	60-64	0	F	4414
Bennelong	60-64	0	M	3959
Bennelong	60-64	1	F	9
Bennelong	60-64	1	M	12
Bennelong	65+		F	582
Bennelong	65+		M	449
Bennelong	65+	0	F	12761
Bennelong	65+	0	M	10387
Bennelong	65+	1	F	24
Bennelong	65+	1	M	24
Berowra	0-4		F	104
Berowra	0-4		M	110
Berowra	0-4	0	F	3519
Berowra	0-4	0	M	3950
Berowra	0-4	1	F	25
Berowra	0-4	1	M	25
Berowra	5-9		F	118
Berowra	5-9		M	140
Berowra	5-9	0	F	4701
Berowra	5-9	0	M	5015
Berowra	5-9	1	F	43
Berowra	5-9	1	M	35
Berowra	10-14		F	134
Berowra	10-14		M	109
Berowra	10-14	0	F	4797
Berowra	10-14	0	M	5060
Berowra	10-14	1	F	47
Berowra	10-14	1	M	46
Berowra	15-19		F	142
Berowra	15-19		M	141
Berowra	15-19	0	F	4875
Berowra	15-19	0	M	5301
Berowra	15-19	1	F	56
Berowra	15-19	1	M	50
Berowra	20-24		F	136
Berowra	20-24		M	134
Berowra	20-24	0	F	4073
Berowra	20-24	0	M	4503
Berowra	20-24	1	F	26
Berowra	20-24	1	M	27
Berowra	25-29		F	105
Berowra	25-29		M	120
Berowra	25-29	0	F	2819
Berowra	25-29	0	M	3094
Berowra	25-29	1	F	20
Berowra	25-29	1	M	28
Berowra	30-34		F	114
Berowra	30-34		M	121
Berowra	30-34	0	F	3270
Berowra	30-34	0	M	3006
Berowra	30-34	1	F	19
Berowra	30-34	1	M	22
Berowra	35-39		F	154
Berowra	35-39		M	141
Berowra	35-39	0	F	4414
Berowra	35-39	0	M	3777
Berowra	35-39	1	F	17
Berowra	35-39	1	M	16
Berowra	40-44		F	139
Berowra	40-44		M	184
Berowra	40-44	0	F	5392
Berowra	40-44	0	M	4884
Berowra	40-44	1	F	26
Berowra	40-44	1	M	34
Berowra	45-49		F	172
Berowra	45-49		M	159
Berowra	45-49	0	F	5671
Berowra	45-49	0	M	5073
Berowra	45-49	1	F	24
Berowra	45-49	1	M	16
Berowra	50-54		F	171
Berowra	50-54		M	173
Berowra	50-54	0	F	5516
Berowra	50-54	0	M	5128
Berowra	50-54	1	F	25
Berowra	50-54	1	M	15
Berowra	55-59		F	160
Berowra	55-59		M	164
Berowra	55-59	0	F	5126
Berowra	55-59	0	M	4796
Berowra	55-59	1	F	11
Berowra	55-59	1	M	11
Berowra	60-64		F	134
Berowra	60-64		M	141
Berowra	60-64	0	F	4278
Berowra	60-64	0	M	4125
Berowra	60-64	1	F	14
Berowra	60-64	1	M	20
Berowra	65+		F	553
Berowra	65+		M	436
Berowra	65+	0	F	12686
Berowra	65+	0	M	10936
Berowra	65+	1	F	24
Berowra	65+	1	M	20
Blaxland	0-4		F	381
Blaxland	0-4		M	349
Blaxland	0-4	0	F	6190
Blaxland	0-4	0	M	6408
Blaxland	0-4	1	F	60
Blaxland	0-4	1	M	39
Blaxland	5-9		F	318
Blaxland	5-9		M	334
Blaxland	5-9	0	F	5623
Blaxland	5-9	0	M	5945
Blaxland	5-9	1	F	44
Blaxland	5-9	1	M	51
Blaxland	10-14		F	259
Blaxland	10-14		M	300
Blaxland	10-14	0	F	5056
Blaxland	10-14	0	M	5451
Blaxland	10-14	1	F	36
Blaxland	10-14	1	M	50
Blaxland	15-19		F	258
Blaxland	15-19		M	266
Blaxland	15-19	0	F	5173
Blaxland	15-19	0	M	5491
Blaxland	15-19	1	F	78
Blaxland	15-19	1	M	43
Blaxland	20-24		F	389
Blaxland	20-24		M	393
Blaxland	20-24	0	F	6155
Blaxland	20-24	0	M	7110
Blaxland	20-24	1	F	46
Blaxland	20-24	1	M	56
Blaxland	25-29		F	371
Blaxland	25-29		M	443
Blaxland	25-29	0	F	7105
Blaxland	25-29	0	M	8154
Blaxland	25-29	1	F	34
Blaxland	25-29	1	M	27
Blaxland	30-34		F	337
Blaxland	30-34		M	419
Blaxland	30-34	0	F	6397
Blaxland	30-34	0	M	7146
Blaxland	30-34	1	F	31
Blaxland	30-34	1	M	25
Blaxland	35-39		F	312
Blaxland	35-39		M	332
Blaxland	35-39	0	F	5254
Blaxland	35-39	0	M	5846
Blaxland	35-39	1	F	36
Blaxland	35-39	1	M	20
Blaxland	40-44		F	300
Blaxland	40-44		M	268
Blaxland	40-44	0	F	4971
Blaxland	40-44	0	M	5067
Blaxland	40-44	1	F	24
Blaxland	40-44	1	M	26
Blaxland	45-49		F	289
Blaxland	45-49		M	289
Blaxland	45-49	0	F	4843
Blaxland	45-49	0	M	4848
Blaxland	45-49	1	F	46
Blaxland	45-49	1	M	26
Blaxland	50-54		F	243
Blaxland	50-54		M	288
Blaxland	50-54	0	F	4825
Blaxland	50-54	0	M	4840
Blaxland	50-54	1	F	27
Blaxland	50-54	1	M	27
Blaxland	55-59		F	266
Blaxland	55-59		M	238
Blaxland	55-59	0	F	4550
Blaxland	55-59	0	M	4607
Blaxland	55-59	1	F	28
Blaxland	55-59	1	M	23
Blaxland	60-64		F	197
Blaxland	60-64		M	227
Blaxland	60-64	0	F	3774
Blaxland	60-64	0	M	3715
Blaxland	60-64	1	F	28
Blaxland	60-64	1	M	19
Blaxland	65+		F	705
Blaxland	65+		M	646
Blaxland	65+	0	F	10473
Blaxland	65+	0	M	9186
Blaxland	65+	1	F	37
Blaxland	65+	1	M	47
Bradfield	0-4		F	114
Bradfield	0-4		M	133
Bradfield	0-4	0	F	4263
Bradfield	0-4	0	M	4501
Bradfield	0-4	1	F	16
Bradfield	0-4	1	M	9
Bradfield	5-9		F	124
Bradfield	5-9		M	148
Bradfield	5-9	0	F	5304
Bradfield	5-9	0	M	5830
Bradfield	5-9	1	F	12
Bradfield	5-9	1	M	16
Bradfield	10-14		F	156
Bradfield	10-14		M	164
Bradfield	10-14	0	F	5428
Bradfield	10-14	0	M	5630
Bradfield	10-14	1	F	22
Bradfield	10-14	1	M	14
Bradfield	15-19		F	201
Bradfield	15-19		M	230
Bradfield	15-19	0	F	5437
Bradfield	15-19	0	M	5536
Bradfield	15-19	1	F	22
Bradfield	15-19	1	M	17
Bradfield	20-24		F	178
Bradfield	20-24		M	154
Bradfield	20-24	0	F	4376
Bradfield	20-24	0	M	4329
Bradfield	20-24	1	F	20
Bradfield	20-24	1	M	20
Bradfield	25-29		F	155
Bradfield	25-29		M	154
Bradfield	25-29	0	F	3790
Bradfield	25-29	0	M	3523
Bradfield	25-29	1	F	10
Bradfield	25-29	1	M	19
Bradfield	30-34		F	168
Bradfield	30-34		M	175
Bradfield	30-34	0	F	4787
Bradfield	30-34	0	M	4142
Bradfield	30-34	1	F	5
Bradfield	30-34	1	M	11
Bradfield	35-39		F	178
Bradfield	35-39		M	140
Bradfield	35-39	0	F	5477
Bradfield	35-39	0	M	4889
Bradfield	35-39	1	F	18
Bradfield	35-39	1	M	12
Bradfield	40-44		F	188
Bradfield	40-44		M	188
Bradfield	40-44	0	F	6005
Bradfield	40-44	0	M	5259
Bradfield	40-44	1	F	13
Bradfield	40-44	1	M	12
Bradfield	45-49		F	212
Bradfield	45-49		M	207
Bradfield	45-49	0	F	6354
Bradfield	45-49	0	M	5497
Bradfield	45-49	1	F	9
Bradfield	45-49	1	M	12
Bradfield	50-54		F	195
Bradfield	50-54		M	182
Bradfield	50-54	0	F	5710
Bradfield	50-54	0	M	5253
Bradfield	50-54	1	F	11
Bradfield	50-54	1	M	3
Bradfield	55-59		F	131
Bradfield	55-59		M	147
Bradfield	55-59	0	F	4802
Bradfield	55-59	0	M	4447
Bradfield	55-59	1	F	9
Bradfield	55-59	1	M	12
Bradfield	60-64		F	138
Bradfield	60-64		M	126
Bradfield	60-64	0	F	4110
Bradfield	60-64	0	M	3674
Bradfield	60-64	1	F	3
Bradfield	60-64	1	M	5
Bradfield	65+		F	792
Bradfield	65+		M	515
Bradfield	65+	0	F	14364
Bradfield	65+	0	M	11606
Bradfield	65+	1	F	12
Bradfield	65+	1	M	7
Calare	0-4		F	370
Calare	0-4		M	395
Calare	0-4	0	F	4126
Calare	0-4	0	M	4355
Calare	0-4	1	F	562
Calare	0-4	1	M	695
Calare	5-9		F	408
Calare	5-9		M	383
Calare	5-9	0	F	4428
Calare	5-9	0	M	4707
Calare	5-9	1	F	547
Calare	5-9	1	M	638
Calare	10-14		F	361
Calare	10-14		M	377
Calare	10-14	0	F	4096
Calare	10-14	0	M	4522
Calare	10-14	1	F	513
Calare	10-14	1	M	547
Calare	15-19		F	404
Calare	15-19		M	428
Calare	15-19	0	F	4116
Calare	15-19	0	M	4394
Calare	15-19	1	F	490
Calare	15-19	1	M	535
Calare	20-24		F	390
Calare	20-24		M	404
Calare	20-24	0	F	3697
Calare	20-24	0	M	3884
Calare	20-24	1	F	419
Calare	20-24	1	M	536
Calare	25-29		F	319
Calare	25-29		M	382
Calare	25-29	0	F	3910
Calare	25-29	0	M	3992
Calare	25-29	1	F	362
Calare	25-29	1	M	479
Calare	30-34		F	318
Calare	30-34		M	338
Calare	30-34	0	F	4043
Calare	30-34	0	M	4101
Calare	30-34	1	F	265
Calare	30-34	1	M	329
Calare	35-39		F	328
Calare	35-39		M	333
Calare	35-39	0	F	3956
Calare	35-39	0	M	3836
Calare	35-39	1	F	252
Calare	35-39	1	M	277
Calare	40-44		F	380
Calare	40-44		M	367
Calare	40-44	0	F	4417
Calare	40-44	0	M	4247
Calare	40-44	1	F	274
Calare	40-44	1	M	298
Calare	45-49		F	381
Calare	45-49		M	451
Calare	45-49	0	F	4635
Calare	45-49	0	M	4555
Calare	45-49	1	F	270
Calare	45-49	1	M	266
Calare	50-54		F	425
Calare	50-54		M	430
Calare	50-54	0	F	4785
Calare	50-54	0	M	4619
Calare	50-54	1	F	232
Calare	50-54	1	M	214
Calare	55-59		F	410
Calare	55-59		M	433
Calare	55-59	0	F	4865
Calare	55-59	0	M	4778
Calare	55-59	1	F	180
Calare	55-59	1	M	160
Calare	60-64		F	381
Calare	60-64		M	391
Calare	60-64	0	F	4341
Calare	60-64	0	M	4377
Calare	60-64	1	F	136
Calare	60-64	1	M	141
Calare	65+		F	1452
Calare	65+		M	1236
Calare	65+	0	F	14141
Calare	65+	0	M	12575
Calare	65+	1	F	254
Calare	65+	1	M	241
Chifley	0-4		F	340
Chifley	0-4		M	401
Chifley	0-4	0	F	5887
Chifley	0-4	0	M	6067
Chifley	0-4	1	F	425
Chifley	0-4	1	M	488
Chifley	5-9		F	347
Chifley	5-9		M	366
Chifley	5-9	0	F	5775
Chifley	5-9	0	M	6184
Chifley	5-9	1	F	409
Chifley	5-9	1	M	449
Chifley	10-14		F	310
Chifley	10-14		M	298
Chifley	10-14	0	F	5077
Chifley	10-14	0	M	5523
Chifley	10-14	1	F	432
Chifley	10-14	1	M	459
Chifley	15-19		F	282
Chifley	15-19		M	345
Chifley	15-19	0	F	5450
Chifley	15-19	0	M	5694
Chifley	15-19	1	F	339
Chifley	15-19	1	M	439
Chifley	20-24		F	282
Chifley	20-24		M	362
Chifley	20-24	0	F	5566
Chifley	20-24	0	M	5712
Chifley	20-24	1	F	341
Chifley	20-24	1	M	322
Chifley	25-29		F	316
Chifley	25-29		M	279
Chifley	25-29	0	F	5957
Chifley	25-29	0	M	5481
Chifley	25-29	1	F	274
Chifley	25-29	1	M	194
Chifley	30-34		F	348
Chifley	30-34		M	324
Chifley	30-34	0	F	6492
Chifley	30-34	0	M	6042
Chifley	30-34	1	F	213
Chifley	30-34	1	M	161
Chifley	35-39		F	315
Chifley	35-39		M	284
Chifley	35-39	0	F	5672
Chifley	35-39	0	M	5691
Chifley	35-39	1	F	184
Chifley	35-39	1	M	132
Chifley	40-44		F	248
Chifley	40-44		M	271
Chifley	40-44	0	F	5289
Chifley	40-44	0	M	5105
Chifley	40-44	1	F	206
Chifley	40-44	1	M	129
Chifley	45-49		F	265
Chifley	45-49		M	278
Chifley	45-49	0	F	4989
Chifley	45-49	0	M	4889
Chifley	45-49	1	F	216
Chifley	45-49	1	M	154
Chifley	50-54		F	261
Chifley	50-54		M	265
Chifley	50-54	0	F	4819
Chifley	50-54	0	M	4714
Chifley	50-54	1	F	143
Chifley	50-54	1	M	125
Chifley	55-59		F	259
Chifley	55-59		M	230
Chifley	55-59	0	F	4513
Chifley	55-59	0	M	4305
Chifley	55-59	1	F	136
Chifley	55-59	1	M	95
Chifley	60-64		F	218
Chifley	60-64		M	198
Chifley	60-64	0	F	3817
Chifley	60-64	0	M	3578
Chifley	60-64	1	F	113
Chifley	60-64	1	M	70
Chifley	65+		F	668
Chifley	65+		M	530
Chifley	65+	0	F	9403
Chifley	65+	0	M	7760
Chifley	65+	1	F	161
Chifley	65+	1	M	135
Cook	0-4		F	163
Cook	0-4		M	157
Cook	0-4	0	F	3724
Cook	0-4	0	M	4056
Cook	0-4	1	F	62
Cook	0-4	1	M	83
Cook	5-9		F	161
Cook	5-9		M	178
Cook	5-9	0	F	3873
Cook	5-9	0	M	4121
Cook	5-9	1	F	55
Cook	5-9	1	M	74
Cook	10-14		F	142
Cook	10-14		M	169
Cook	10-14	0	F	3766
Cook	10-14	0	M	3967
Cook	10-14	1	F	56
Cook	10-14	1	M	68
Cook	15-19		F	156
Cook	15-19		M	170
Cook	15-19	0	F	3668
Cook	15-19	0	M	3782
Cook	15-19	1	F	69
Cook	15-19	1	M	67
Cook	20-24		F	161
Cook	20-24		M	201
Cook	20-24	0	F	3519
Cook	20-24	0	M	3669
Cook	20-24	1	F	62
Cook	20-24	1	M	54
Cook	25-29		F	274
Cook	25-29		M	212
Cook	25-29	0	F	4047
Cook	25-29	0	M	3719
Cook	25-29	1	F	48
Cook	25-29	1	M	64
Cook	30-34		F	246
Cook	30-34		M	295
Cook	30-34	0	F	4237
Cook	30-34	0	M	3932
Cook	30-34	1	F	44
Cook	30-34	1	M	40
Cook	35-39		F	230
Cook	35-39		M	235
Cook	35-39	0	F	4352
Cook	35-39	0	M	4061
Cook	35-39	1	F	46
Cook	35-39	1	M	44
Cook	40-44		F	210
Cook	40-44		M	235
Cook	40-44	0	F	4855
Cook	40-44	0	M	4557
Cook	40-44	1	F	40
Cook	40-44	1	M	43
Cook	45-49		F	218
Cook	45-49		M	216
Cook	45-49	0	F	4886
Cook	45-49	0	M	4513
Cook	45-49	1	F	44
Cook	45-49	1	M	48
Cook	50-54		F	208
Cook	50-54		M	190
Cook	50-54	0	F	4541
Cook	50-54	0	M	4394
Cook	50-54	1	F	26
Cook	50-54	1	M	30
Cook	55-59		F	199
Cook	55-59		M	229
Cook	55-59	0	F	4396
Cook	55-59	0	M	4183
Cook	55-59	1	F	35
Cook	55-59	1	M	31
Cook	60-64		F	212
Cook	60-64		M	176
Cook	60-64	0	F	3932
Cook	60-64	0	M	3563
Cook	60-64	1	F	36
Cook	60-64	1	M	19
Cook	65+		F	726
Cook	65+		M	625
Cook	65+	0	F	13782
Cook	65+	0	M	11005
Cook	65+	1	F	53
Cook	65+	1	M	50
Cowper	0-4		F	268
Cowper	0-4		M	236
Cowper	0-4	0	F	3208
Cowper	0-4	0	M	3350
Cowper	0-4	1	F	592
Cowper	0-4	1	M	534
Cowper	5-9		F	273
Cowper	5-9		M	286
Cowper	5-9	0	F	3945
Cowper	5-9	0	M	4007
Cowper	5-9	1	F	575
Cowper	5-9	1	M	639
Cowper	10-14		F	307
Cowper	10-14		M	289
Cowper	10-14	0	F	3777
Cowper	10-14	0	M	4003
Cowper	10-14	1	F	559
Cowper	10-14	1	M	553
Cowper	15-19		F	260
Cowper	15-19		M	299
Cowper	15-19	0	F	3650
Cowper	15-19	0	M	3894
Cowper	15-19	1	F	524
Cowper	15-19	1	M	513
Cowper	20-24		F	245
Cowper	20-24		M	252
Cowper	20-24	0	F	2895
Cowper	20-24	0	M	3044
Cowper	20-24	1	F	389
Cowper	20-24	1	M	393
Cowper	25-29		F	276
Cowper	25-29		M	265
Cowper	25-29	0	F	3151
Cowper	25-29	0	M	3011
Cowper	25-29	1	F	339
Cowper	25-29	1	M	348
Cowper	30-34		F	229
Cowper	30-34		M	254
Cowper	30-34	0	F	3412
Cowper	30-34	0	M	3078
Cowper	30-34	1	F	259
Cowper	30-34	1	M	263
Cowper	35-39		F	247
Cowper	35-39		M	202
Cowper	35-39	0	F	3492
Cowper	35-39	0	M	3190
Cowper	35-39	1	F	254
Cowper	35-39	1	M	199
Cowper	40-44		F	253
Cowper	40-44		M	282
Cowper	40-44	0	F	4239
Cowper	40-44	0	M	3837
Cowper	40-44	1	F	256
Cowper	40-44	1	M	253
Cowper	45-49		F	336
Cowper	45-49		M	330
Cowper	45-49	0	F	4543
Cowper	45-49	0	M	4040
Cowper	45-49	1	F	292
Cowper	45-49	1	M	232
Cowper	50-54		F	378
Cowper	50-54		M	369
Cowper	50-54	0	F	5098
Cowper	50-54	0	M	4518
Cowper	50-54	1	F	271
Cowper	50-54	1	M	208
Cowper	55-59		F	378
Cowper	55-59		M	465
Cowper	55-59	0	F	5721
Cowper	55-59	0	M	5075
Cowper	55-59	1	F	234
Cowper	55-59	1	M	213
Cowper	60-64		F	387
Cowper	60-64		M	399
Cowper	60-64	0	F	5480
Cowper	60-64	0	M	5209
Cowper	60-64	1	F	185
Cowper	60-64	1	M	170
Cowper	65+		F	1658
Cowper	65+		M	1392
Cowper	65+	0	F	19138
Cowper	65+	0	M	16734
Cowper	65+	1	F	316
Cowper	65+	1	M	249
Cunningham	0-4		F	205
Cunningham	0-4		M	229
Cunningham	0-4	0	F	3951
Cunningham	0-4	0	M	4150
Cunningham	0-4	1	F	174
Cunningham	0-4	1	M	193
Cunningham	5-9		F	163
Cunningham	5-9		M	181
Cunningham	5-9	0	F	4271
Cunningham	5-9	0	M	4420
Cunningham	5-9	1	F	188
Cunningham	5-9	1	M	187
Cunningham	10-14		F	164
Cunningham	10-14		M	190
Cunningham	10-14	0	F	3944
Cunningham	10-14	0	M	4174
Cunningham	10-14	1	F	174
Cunningham	10-14	1	M	190
Cunningham	15-19		F	209
Cunningham	15-19		M	203
Cunningham	15-19	0	F	4439
Cunningham	15-19	0	M	4658
Cunningham	15-19	1	F	193
Cunningham	15-19	1	M	189
Cunningham	20-24		F	322
Cunningham	20-24		M	349
Cunningham	20-24	0	F	5532
Cunningham	20-24	0	M	6156
Cunningham	20-24	1	F	154
Cunningham	20-24	1	M	173
Cunningham	25-29		F	260
Cunningham	25-29		M	307
Cunningham	25-29	0	F	4691
Cunningham	25-29	0	M	5043
Cunningham	25-29	1	F	129
Cunningham	25-29	1	M	145
Cunningham	30-34		F	253
Cunningham	30-34		M	278
Cunningham	30-34	0	F	4553
Cunningham	30-34	0	M	4391
Cunningham	30-34	1	F	104
Cunningham	30-34	1	M	104
Cunningham	35-39		F	173
Cunningham	35-39		M	212
Cunningham	35-39	0	F	4481
Cunningham	35-39	0	M	4432
Cunningham	35-39	1	F	84
Cunningham	35-39	1	M	86
Cunningham	40-44		F	227
Cunningham	40-44		M	235
Cunningham	40-44	0	F	4974
Cunningham	40-44	0	M	4719
Cunningham	40-44	1	F	90
Cunningham	40-44	1	M	100
Cunningham	45-49		F	214
Cunningham	45-49		M	245
Cunningham	45-49	0	F	4752
Cunningham	45-49	0	M	4553
Cunningham	45-49	1	F	103
Cunningham	45-49	1	M	81
Cunningham	50-54		F	228
Cunningham	50-54		M	258
Cunningham	50-54	0	F	4775
Cunningham	50-54	0	M	4799
Cunningham	50-54	1	F	102
Cunningham	50-54	1	M	87
Cunningham	55-59		F	233
Cunningham	55-59		M	278
Cunningham	55-59	0	F	4664
Cunningham	55-59	0	M	4518
Cunningham	55-59	1	F	82
Cunningham	55-59	1	M	57
Cunningham	60-64		F	236
Cunningham	60-64		M	219
Cunningham	60-64	0	F	4211
Cunningham	60-64	0	M	3795
Cunningham	60-64	1	F	49
Cunningham	60-64	1	M	55
Cunningham	65+		F	1117
Cunningham	65+		M	854
Cunningham	65+	0	F	13542
Cunningham	65+	0	M	11299
Cunningham	65+	1	F	106
Cunningham	65+	1	M	76
Dobell	0-4		F	202
Dobell	0-4		M	224
Dobell	0-4	0	F	3983
Dobell	0-4	0	M	4144
Dobell	0-4	1	F	421
Dobell	0-4	1	M	434
Dobell	5-9		F	242
Dobell	5-9		M	247
Dobell	5-9	0	F	4341
Dobell	5-9	0	M	4781
Dobell	5-9	1	F	383
Dobell	5-9	1	M	413
Dobell	10-14		F	231
Dobell	10-14		M	261
Dobell	10-14	0	F	4298
Dobell	10-14	0	M	4512
Dobell	10-14	1	F	410
Dobell	10-14	1	M	431
Dobell	15-19		F	242
Dobell	15-19		M	260
Dobell	15-19	0	F	4184
Dobell	15-19	0	M	4323
Dobell	15-19	1	F	359
Dobell	15-19	1	M	380
Dobell	20-24		F	253
Dobell	20-24		M	252
Dobell	20-24	0	F	3952
Dobell	20-24	0	M	3903
Dobell	20-24	1	F	276
Dobell	20-24	1	M	291
Dobell	25-29		F	217
