CED_NAME16	Ancestry	responses
Banks		7248
Banks	Australian	31655
Banks	Australian Aboriginal	301
Banks	Chinese	31755
Banks	Croatian	1979
Banks	Dutch	732
Banks	English	31251
Banks	Filipino	2838
Banks	French	659
Banks	German	2857
Banks	Greek	8840
Banks	Hungarian	476
Banks	Indian	3475
Banks	Irish	11250
Banks	Italian	6022
Banks	Korean	738
Banks	Lebanese	7069
Banks	Macedonian	3991
Banks	Maltese	1202
Banks	Maori	1245
Banks	NZ	971
Banks	(Other)	22912
Banks	Polish	821
Banks	Russian	609
Banks	Scottish	7885
Banks	Serbian	563
Banks	South African	421
Banks	Spanish	1146
Banks	Sri Lankan	322
Banks	Turkish	393
Banks	Vietnamese	3360
Banks	Welsh	537
Barton		11104
Barton	Australian	21178
Barton	Australian Aboriginal	315
Barton	Chinese	34412
Barton	Croatian	1181
Barton	Dutch	671
Barton	English	22033
Barton	Filipino	4075
Barton	French	687
Barton	German	2486
Barton	Greek	17249
Barton	Hungarian	570
Barton	Indian	4339
Barton	Irish	8804
Barton	Italian	8061
Barton	Korean	886
Barton	Lebanese	10854
Barton	Macedonian	6073
Barton	Maltese	1264
Barton	Maori	1125
Barton	NZ	911
Barton	(Other)	33880
Barton	Polish	833
Barton	Russian	857
Barton	Scottish	5500
Barton	Serbian	943
Barton	South African	302
Barton	Spanish	1658
Barton	Sri Lankan	251
Barton	Turkish	818
Barton	Vietnamese	3903
Barton	Welsh	415
Bennelong		7113
Bennelong	Australian	29681
Bennelong	Australian Aboriginal	110
Bennelong	Chinese	44341
Bennelong	Croatian	995
Bennelong	Dutch	1094
Bennelong	English	31996
Bennelong	Filipino	3194
Bennelong	French	782
Bennelong	German	3309
Bennelong	Greek	2542
Bennelong	Hungarian	536
Bennelong	Indian	8586
Bennelong	Irish	11985
Bennelong	Italian	8864
Bennelong	Korean	9884
Bennelong	Lebanese	3159
Bennelong	Macedonian	303
Bennelong	Maltese	766
Bennelong	Maori	337
Bennelong	NZ	1020
Bennelong	(Other)	22498
Bennelong	Polish	1002
Bennelong	Russian	828
Bennelong	Scottish	8943
Bennelong	Serbian	489
Bennelong	South African	591
Bennelong	Spanish	994
Bennelong	Sri Lankan	1589
Bennelong	Turkish	400
Bennelong	Vietnamese	1457
Bennelong	Welsh	696
Berowra		5743
Berowra	Australian	41091
Berowra	Australian Aboriginal	108
Berowra	Chinese	17845
Berowra	Croatian	733
Berowra	Dutch	2036
Berowra	English	46905
Berowra	Filipino	1733
Berowra	French	934
Berowra	German	4517
Berowra	Greek	1292
Berowra	Hungarian	542
Berowra	Indian	6399
Berowra	Irish	14841
Berowra	Italian	5812
Berowra	Korean	2704
Berowra	Lebanese	2841
Berowra	Macedonian	84
Berowra	Maltese	1147
Berowra	Maori	262
Berowra	NZ	1420
Berowra	(Other)	15159
Berowra	Polish	1160
Berowra	Russian	863
Berowra	Scottish	12610
Berowra	Serbian	262
Berowra	South African	1410
Berowra	Spanish	814
Berowra	Sri Lankan	1704
Berowra	Turkish	215
Berowra	Vietnamese	665
Berowra	Welsh	1038
Blaxland		12340
Blaxland	Australian	19850
Blaxland	Australian Aboriginal	159
Blaxland	Chinese	23102
Blaxland	Croatian	1101
Blaxland	Dutch	260
Blaxland	English	16653
Blaxland	Filipino	2554
Blaxland	French	417
Blaxland	German	1567
Blaxland	Greek	3938
Blaxland	Hungarian	263
Blaxland	Indian	5044
Blaxland	Irish	4261
Blaxland	Italian	4091
Blaxland	Korean	2411
Blaxland	Lebanese	28776
Blaxland	Macedonian	2399
Blaxland	Maltese	731
Blaxland	Maori	740
Blaxland	NZ	454
Blaxland	(Other)	42394
Blaxland	Polish	935
Blaxland	Russian	520
Blaxland	Scottish	2930
Blaxland	Serbian	371
Blaxland	South African	152
Blaxland	Spanish	747
Blaxland	Sri Lankan	845
Blaxland	Turkish	4791
Blaxland	Vietnamese	17128
Blaxland	Welsh	190
Bradfield		6650
Bradfield	Australian	36404
