ASGS_Structure,Census_Code_2016,ASGS_Code_2016,Census_Name_2016,Area sqkm
CED,CED312,312,Forde,426.5838
CED,CED313,313,Griffith,55.4296
CED,CED314,314,Groom,5665.755
CED,CED315,315,Herbert,1128.1617
CED,CED316,316,Hinkler,3489.9734
CED,CED317,317,Kennedy,582413.7622
CED,CED318,318,Leichhardt,133076.0265
CED,CED319,319,Lilley,142.7086
CED,CED320,320,Longman,1247.5
CED,CED321,321,Maranoa,729809.7766
CED,CED322,322,McPherson,230.9998
CED,CED323,323,Moncrieff,91.9129
CED,CED324,324,Moreton,109.6342
CED,CED325,325,Oxley,153.0437
CED,CED326,326,Petrie,147.4284
CED,CED327,327,Rankin,130.9693
CED,CED328,328,Ryan,428.0442
CED,CED329,329,Wide Bay,14527.2915
CED,CED330,330,Wright,7574.7826
CED,CED394,394,No usual address (Qld),0
CED,CED397,397,Migratory - Offshore - Shipping (Qld),0
CED,CED401,401,Adelaide,76.0361
CED,CED402,402,Barker,58548.5473
CED,CED403,403,Boothby,134.7288
CED,CED404,404,Grey,908519.0441
CED,CED405,405,Hindmarsh,77.4456
CED,CED406,406,Kingston,176.5828
CED,CED407,407,Makin,130.6741
CED,CED408,408,Mayo,9358.1257
CED,CED409,409,Port Adelaide,176.7684
CED,CED410,410,Sturt,85.3414
CED,CED411,411,Wakefield,6991.6137
CED,CED494,494,No usual address (SA),0
CED,CED497,497,Migratory - Offshore - Shipping (SA),0
CED,CED501,501,Brand,377.7019
CED,CED502,502,Burt,173.8312
CED,CED503,503,Canning,6172.0892
CED,CED504,504,Cowan,178.8653
CED,CED505,505,Curtin,86.7006
CED,CED506,506,Durack,1626549.828
CED,CED507,507,Forrest,11066.9407
CED,CED508,508,Fremantle,194.2373
CED,CED509,509,Hasluck,1201.4022
CED,CED510,510,Moore,89.8495
CED,CED511,511,O'Connor,866981.3533
CED,CED512,512,Pearce,13227.6436
CED,CED513,513,Perth,75.4167
CED,CED514,514,Stirling,74.1177
CED,CED515,515,Swan,123.707
CED,CED516,516,Tangney,72.5547
CED,CED594,594,No usual address (WA),0
CED,CED597,597,Migratory - Offshore - Shipping (WA),0
CED,CED601,601,Bass,7452.8871
CED,CED602,602,Braddon,20869.6931
CED,CED603,603,Denison,295.3677
CED,CED604,604,Franklin,2769.1276
CED,CED605,605,Lyons,36630.7852
CED,CED694,694,No usual address (Tas.),0
CED,CED697,697,Migratory - Offshore - Shipping (Tas.),0
CED,CED701,701,Lingiari,1348012.764
CED,CED702,702,Solomon,231.4156
CED,CED794,794,No usual address (NT),0
CED,CED797,797,Migratory - Offshore - Shipping (NT),0
CED,CED801,801,Canberra,2004.273
CED,CED802,802,Fenner,460.3633
CED,CED894,894,No usual address (ACT),0
CED,CED897,897,Migratory - Offshore - Shipping (ACT),0
CED,CED994,994,No usual address (OT),0
CED,CED997,997,Migratory - Offshore - Shipping (OT),0
LGA,LGA10050,10050,Albury (C),305.9459
LGA,LGA10130,10130,Armidale Regional (A),8620.699
LGA,LGA10250,10250,Ballina (A),484.9389
LGA,LGA10300,10300,Balranald (A),21690.6753
LGA,LGA10470,10470,Bathurst Regional (A),3817.8646
LGA,LGA10550,10550,Bega Valley (A),6278.8811
LGA,LGA10600,10600,Bellingen (A),1600.4337
LGA,LGA10650,10650,Berrigan (A),2065.7759
LGA,LGA10750,10750,Blacktown (C),240.0487
LGA,LGA10800,10800,Bland (A),8557.6535
LGA,LGA10850,10850,Blayney (A),1524.647
LGA,LGA10900,10900,Blue Mountains (C),1431.1442
LGA,LGA10950,10950,Bogan (A),14599.8996
LGA,LGA11100,11100,Botany Bay (C),21.6826
LGA,LGA11150,11150,Bourke (A),41599.5072
LGA,LGA11200,11200,Brewarrina (A),19163.4798
LGA,LGA11250,11250,Broken Hill (C),170.1153
LGA,LGA11300,11300,Burwood (A),7.1281
LGA,LGA11350,11350,Byron (A),565.8029
LGA,LGA11400,11400,Cabonne (A),6022.3498
LGA,LGA11450,11450,Camden (A),201.0281
LGA,LGA11500,11500,Campbelltown (C) (NSW),311.9111
LGA,LGA11520,11520,Canada Bay (A),19.9233
LGA,LGA11570,11570,Canterbury-Bankstown (A),110.2638
LGA,LGA11600,11600,Carrathool (A),18932.4603
LGA,LGA11650,11650,Central Coast (C) (NSW),1681.0695
LGA,LGA11700,11700,Central Darling (A),53492.1931
LGA,LGA11720,11720,Cessnock (C),1965.1589
LGA,LGA11730,11730,Clarence Valley (A),10428.6803
LGA,LGA11750,11750,Cobar (A),45579.3299
LGA,LGA11800,11800,Coffs Harbour (C),1173.7437
LGA,LGA12000,12000,Coolamon (A),2430.9037
LGA,LGA12150,12150,Coonamble (A),9916.0536
LGA,LGA12350,12350,Cowra (A),2808.7822
LGA,LGA12380,12380,Cumberland (A),71.5511
LGA,LGA12700,12700,Dungog (A),2249.9983
LGA,LGA12730,12730,Edward River (A),8883.4464
LGA,LGA12750,12750,Eurobodalla (A),3428.1695
LGA,LGA12850,12850,Fairfield (C),101.507
LGA,LGA12870,12870,Federation (A),5685.0486
LGA,LGA12900,12900,Forbes (A),4710.128
LGA,LGA12930,12930,Georges River (A),38.3189
LGA,LGA12950,12950,Gilgandra (A),4831.5057
LGA,LGA13010,13010,Glen Innes Severn (A),5479.977
LGA,LGA13310,13310,Goulburn Mulwaree (A),3220.0796
LGA,LGA13340,13340,Greater Hume Shire (A),5749.5185
LGA,LGA13450,13450,Griffith (C),1639.1728
LGA,LGA13510,13510,Gundagai (A),3981.4173
LGA,LGA13550,13550,Gunnedah (A),4987.0295
LGA,LGA13660,13660,Gwydir (A),9259.6542
LGA,LGA13800,13800,Hawkesbury (C),2775.1377
LGA,LGA13850,13850,Hay (A),11325.9324
LGA,LGA13910,13910,Hilltops (A),7140.8863
LGA,LGA14000,14000,Hornsby (A),455.0375
LGA,LGA14100,14100,Hunters Hill (A),5.7169
LGA,LGA14170,14170,Inner West (A),35.3713
LGA,LGA14200,14200,Inverell (A),8597.2081
LGA,LGA14300,14300,Junee (A),2030.0222
LGA,LGA14350,14350,Kempsey (A),3375.6707
LGA,LGA14400,14400,Kiama (A),257.6636
LGA,LGA14500,14500,Ku-ring-gai (A),85.4096
LGA,LGA14550,14550,Kyogle (A),3584.1644
LGA,LGA14600,14600,Lachlan (A),14964.2752
LGA,LGA14650,14650,Lake Macquarie (C),648.6398
LGA,LGA14700,14700,Lane Cove (A),10.4794
LGA,LGA14750,14750,Leeton (A),1167.1877
LGA,LGA14850,14850,Lismore (C),1287.7043
LGA,LGA14870,14870,Lithgow (C),4512.2563
LGA,LGA14900,14900,Liverpool (C),305.7396
LGA,LGA14920,14920,Liverpool Plains (A),5082.2397
LGA,LGA14950,14950,Lockhart (A),2895.8049
LGA,LGA15050,15050,Maitland (C),391.5087
LGA,LGA15240,15240,Mid-Coast (A),10053.2455
LGA,LGA15270,15270,Mid-Western Regional (A),8752.259
LGA,LGA15300,15300,Moree Plains (A),17906.5241
LGA,LGA15350,15350,Mosman (A),8.6503
LGA,LGA15520,15520,Murray River (A),11863.4771
LGA,LGA15560,15560,Murrumbidgee (A),6882.8151
LGA,LGA15650,15650,Muswellbrook (A),3404.884
LGA,LGA15700,15700,Nambucca (A),1491.3432
LGA,LGA15750,15750,Narrabri (A),13014.9937
LGA,LGA15800,15800,Narrandera (A),4116.3459
LGA,LGA15850,15850,Narromine (A),5261.5165
LGA,LGA15900,15900,Newcastle (C),186.7549
LGA,LGA15950,15950,North Sydney (A),10.4857
LGA,LGA15990,15990,Northern Beaches (A),254.2074
LGA,LGA16100,16100,Oberon (A),3625.047
LGA,LGA16150,16150,Orange (C),284.2157
LGA,LGA16200,16200,Parkes (A),5957.6138
LGA,LGA16260,16260,Parramatta (C),83.8294
LGA,LGA16350,16350,Penrith (C),404.7016
LGA,LGA16380,16380,Port Macquarie-Hastings (A),3683.0099
LGA,LGA16400,16400,Port Stephens (A),858.4357
LGA,LGA16490,16490,Queanbeyan-Palerang Regional (A),5318.8822
LGA,LGA16550,16550,Randwick (C),36.3311
LGA,LGA16610,16610,Richmond Valley (A),3047.3748
LGA,LGA16650,16650,Rockdale (C),28.2078
LGA,LGA16700,16700,Ryde (C),40.4748
LGA,LGA16900,16900,Shellharbour (C),147.4211
LGA,LGA16950,16950,Shoalhaven (C),4566.6795
LGA,LGA17000,17000,Singleton (A),4892.717
LGA,LGA17040,17040,Snowy Monaro Regional (A),15163.5461
LGA,LGA17080,17080,Snowy Valleys (A),8959.0028
LGA,LGA17100,17100,Strathfield (A),14.0009
LGA,LGA17150,17150,Sutherland Shire (A),333.5933
LGA,LGA17200,17200,Sydney (C),26.7429
LGA,LGA17310,17310,Tamworth Regional (A),9884.3506
LGA,LGA17350,17350,Temora (A),2802.016
LGA,LGA17400,17400,Tenterfield (A),7322.793
LGA,LGA17420,17420,The Hills Shire (A),386.1588
LGA,LGA17550,17550,Tweed (A),1307.6562
LGA,LGA17620,17620,Upper Hunter Shire (A),8096.0892
LGA,LGA17640,17640,Upper Lachlan Shire (A),7127.3957
LGA,LGA17650,17650,Uralla (A),3226.5327
LGA,LGA17750,17750,Wagga Wagga (C),4824.4889
LGA,LGA17850,17850,Walcha (A),6261.0242
LGA,LGA17900,17900,Walgett (A),22308.3848
LGA,LGA17950,17950,Warren (A),10753.7673
LGA,LGA18020,18020,Warrumbungle Shire (A),12372.1201
LGA,LGA18050,18050,Waverley (A),9.3507
LGA,LGA18100,18100,Weddin (A),3414.8566
LGA,LGA18200,18200,Wentworth (A),26256.2398
LGA,LGA18230,18230,Western Plains Regional (A),7534.5251
LGA,LGA18250,18250,Willoughby (C),22.4258
LGA,LGA18350,18350,Wingecarribee (A),2689.3413
LGA,LGA18400,18400,Wollondilly (A),2555.434
LGA,LGA18450,18450,Wollongong (C),683.986
LGA,LGA18500,18500,Woollahra (A),12.2775
LGA,LGA18710,18710,Yass Valley (A),3995.3257
LGA,LGA19399,19399,Unincorporated NSW,93214.1592
LGA,LGA19499,19499,No usual address (NSW),0
LGA,LGA19799,19799,Migratory - Offshore - Shipping (NSW),0
LGA,LGA20110,20110,Alpine (S),4788.1568
LGA,LGA20260,20260,Ararat (RC),4211.1171
LGA,LGA20570,20570,Ballarat (C),739.0321
LGA,LGA20660,20660,Banyule (C),62.5402
LGA,LGA20740,20740,Bass Coast (S),865.8095
LGA,LGA20830,20830,Baw Baw (S),4027.6287
LGA,LGA20910,20910,Bayside (C),37.2111
LGA,LGA21010,21010,Benalla (RC),2352.6397
LGA,LGA21110,21110,Boroondara (C),60.1774
LGA,LGA21180,21180,Brimbank (C),123.3991
LGA,LGA21270,21270,Buloke (S),8000.4027
LGA,LGA21370,21370,Campaspe (S),4518.8582
LGA,LGA21450,21450,Cardinia (S),1282.5678
LGA,LGA21610,21610,Casey (C),409.4289
LGA,LGA21670,21670,Central Goldfields (S),1532.7843
LGA,LGA21750,21750,Colac-Otway (S),3437.4701
LGA,LGA21830,21830,Corangamite (S),4407.4921
LGA,LGA21890,21890,Darebin (C),53.4711
LGA,LGA22110,22110,East Gippsland (S),20940.2326
LGA,LGA22170,22170,Frankston (C),129.598
LGA,LGA22250,22250,Gannawarra (S),3735.3353
LGA,LGA22310,22310,Glen Eira (C),38.6906
LGA,LGA22410,22410,Glenelg (S),6218.5734
LGA,LGA22490,22490,Golden Plains (S),2703.3898
LGA,LGA22620,22620,Greater Bendigo (C),2999.9721
LGA,LGA22670,22670,Greater Dandenong (C),129.5469
LGA,LGA22750,22750,Greater Geelong (C),1247.9876
LGA,LGA22830,22830,Greater Shepparton (C),2421.9093
LGA,LGA22910,22910,Hepburn (S),1472.9844
LGA,LGA22980,22980,Hindmarsh (S),7524.1824
LGA,LGA23110,23110,Hobsons Bay (C),64.2404
LGA,LGA23190,23190,Horsham (RC),4266.769
LGA,LGA23270,23270,Hume (C),503.8505
LGA,LGA23350,23350,Indigo (S),2040.069
LGA,LGA23430,23430,Kingston (C) (Vic.),91.3677
LGA,LGA23670,23670,Knox (C),113.9115
LGA,LGA23810,23810,Latrobe (C) (Vic.),1425.6128
LGA,LGA23940,23940,Loddon (S),6696.4447
LGA,LGA24130,24130,Macedon Ranges (S),1748.2837
LGA,LGA24210,24210,Manningham (C),113.3478
LGA,LGA24250,24250,Mansfield (S),3843.8535
LGA,LGA24330,24330,Maribyrnong (C),31.2254
LGA,LGA24410,24410,Maroondah (C),61.4097
LGA,LGA24600,24600,Melbourne (C),37.3513
LGA,LGA24650,24650,Melton (C),527.5374
LGA,LGA24780,24780,Mildura (RC),22082.4836
LGA,LGA24850,24850,Mitchell (S),2862.0833
LGA,LGA24900,24900,Moira (S),4046.3738
LGA,LGA24970,24970,Monash (C),81.4829
LGA,LGA25060,25060,Moonee Valley (C),43.1386
LGA,LGA25150,25150,Moorabool (S),2110.5504
LGA,LGA25250,25250,Moreland (C),50.9519
LGA,LGA25340,25340,Mornington Peninsula (S),724.1679
LGA,LGA25430,25430,Mount Alexander (S),1529.6184
LGA,LGA25490,25490,Moyne (S),5481.6861
LGA,LGA25620,25620,Murrindindi (S),3879.7505
LGA,LGA25710,25710,Nillumbik (S),432.3373
LGA,LGA25810,25810,Northern Grampians (S),5729.8764
LGA,LGA25900,25900,Port Phillip (C),20.7092
LGA,LGA25990,25990,Pyrenees (S),3434.5689
LGA,LGA26080,26080,Queenscliffe (B),8.6166
LGA,LGA26170,26170,South Gippsland (S),3296.3307
LGA,LGA26260,26260,Southern Grampians (S),6654.0186
LGA,LGA26350,26350,Stonnington (C),25.6514
LGA,LGA26430,26430,Strathbogie (S),3303.2568
LGA,LGA26490,26490,Surf Coast (S),1552.944
LGA,LGA26610,26610,Swan Hill (RC),6115.3087
LGA,LGA26670,26670,Towong (S),6674.9467
LGA,LGA26700,26700,Wangaratta (RC),3645.1095
LGA,LGA26730,26730,Warrnambool (C),120.9488
LGA,LGA26810,26810,Wellington (S),10817.3346
LGA,LGA26890,26890,West Wimmera (S),9108.2042
LGA,LGA26980,26980,Whitehorse (C),64.28
LGA,LGA27070,27070,Whittlesea (C),489.6939
LGA,LGA27170,27170,Wodonga (C),432.6894
LGA,LGA27260,27260,Wyndham (C),542.0949
LGA,LGA27350,27350,Yarra (C),19.5425
LGA,LGA27450,27450,Yarra Ranges (S),2468.205
LGA,LGA27630,27630,Yarriambiack (S),7325.797
LGA,LGA29399,29399,Unincorporated Vic,283.0142
LGA,LGA29499,29499,No usual address (Vic.),0
LGA,LGA29799,29799,Migratory - Offshore - Shipping (Vic.),0
LGA,LGA30250,30250,Aurukun (S),7423.989
LGA,LGA30300,30300,Balonne (S),31103.7071
LGA,LGA30370,30370,Banana (S),28550.1626
LGA,LGA30410,30410,Barcaldine (R),53382.6558
LGA,LGA30450,30450,Barcoo (S),61830.0907
LGA,LGA30760,30760,Blackall-Tambo (R),30537.2479
LGA,LGA30900,30900,Boulia (S),60905.7352
LGA,LGA31000,31000,Brisbane (C),1342.7188
LGA,LGA31750,31750,Bulloo (S),73723.751
LGA,LGA31820,31820,Bundaberg (R),6432.6598
LGA,LGA31900,31900,Burdekin (S),5043.9317
LGA,LGA31950,31950,Burke (S),39684.0526
LGA,LGA32080,32080,Cairns (R),1689.3129
LGA,LGA32250,32250,Carpentaria (S),64121.0124
LGA,LGA32260,32260,Cassowary Coast (R),4687.824
LGA,LGA32270,32270,Central Highlands (R) (Qld),59834.8359
LGA,LGA32310,32310,Charters Towers (R),68382.1643
LGA,LGA32330,32330,Cherbourg (S),31.6002
LGA,LGA32450,32450,Cloncurry (S),47971.2596
LGA,LGA32500,32500,Cook (S),105724.3855
LGA,LGA32600,32600,Croydon (S),29497.9024
LGA,LGA32750,32750,Diamantina (S),94730.4545
LGA,LGA32770,32770,Doomadgee (S),1827.6518
LGA,LGA32810,32810,Douglas (S),2427.8626
LGA,LGA33100,33100,Etheridge (S),39199.2956
LGA,LGA33200,33200,Flinders (S) (Qld),41199.9374
LGA,LGA33220,33220,Fraser Coast (R),7102.9419
LGA,LGA33360,33360,Gladstone (R),10484.2862
LGA,LGA33430,33430,Gold Coast (C),1333.7031
LGA,LGA33610,33610,Goondiwindi (R),19258.1008
LGA,LGA33620,33620,Gympie (R),6883.9713
LGA,LGA33800,33800,Hinchinbrook (S),2807.1889
LGA,LGA33830,33830,Hope Vale (S),1107.0641
LGA,LGA33960,33960,Ipswich (C),1084.9777
LGA,LGA33980,33980,Isaac (R),58707.9174
LGA,LGA34420,34420,Kowanyama (S),2555.3325
LGA,LGA34530,34530,Livingstone (S),11757.8683
LGA,LGA34570,34570,Lockhart River (S),3574.5183
LGA,LGA34580,34580,Lockyer Valley (R),2269.0053
LGA,LGA34590,34590,Logan (C),958.1322
LGA,LGA34710,34710,Longreach (R),40572.2443
LGA,LGA34770,34770,Mackay (R),7613.2964
LGA,LGA34800,34800,McKinlay (S),40736.7989
LGA,LGA34830,34830,Mapoon (S),537.1003
LGA,LGA34860,34860,Maranoa (R),58704.3908
LGA,LGA34880,34880,Mareeba (S),53502.0248
LGA,LGA35010,35010,Moreton Bay (R),2041.4746
LGA,LGA35250,35250,Mornington (S),1247.6932
LGA,LGA35300,35300,Mount Isa (C),43713.0221
LGA,LGA35600,35600,Murweh (S),40699.7585
LGA,LGA35670,35670,Napranum (S),2004.3545
LGA,LGA35740,35740,Noosa (S),869.8657
LGA,LGA35760,35760,North Burnett (R),19669.8489
LGA,LGA35780,35780,Northern Peninsula Area (R),1052.0676
LGA,LGA35790,35790,Palm Island (S),71.9928
LGA,LGA35800,35800,Paroo (S),47612.8774
LGA,LGA36070,36070,Pormpuraaw (S),4395.3657
LGA,LGA36150,36150,Quilpie (S),67414.6563
LGA,LGA36250,36250,Redland (C),537.167
LGA,LGA36300,36300,Richmond (S),26580.7478
LGA,LGA36370,36370,Rockhampton (R),6570.2667
LGA,LGA36510,36510,Scenic Rim (R),4251.6225
LGA,LGA36580,36580,Somerset (R),5373.4337
LGA,LGA36630,36630,South Burnett (R),8381.558
LGA,LGA36660,36660,Southern Downs (R),7107.816
LGA,LGA36720,36720,Sunshine Coast (R),2253.8526
LGA,LGA36820,36820,Tablelands (R),11281.895
LGA,LGA36910,36910,Toowoomba (R),12957.2108
LGA,LGA36950,36950,Torres (S),883.731
LGA,LGA36960,36960,Torres Strait Island (R),490.031
LGA,LGA37010,37010,Townsville (C),3730.82
LGA,LGA37300,37300,Weipa (T),10.8218
LGA,LGA37310,37310,Western Downs (R),37937.4546
LGA,LGA37340,37340,Whitsunday (R),23818.8922
LGA,LGA37400,37400,Winton (S),53813.4826
LGA,LGA37550,37550,Woorabinda (S),390.5578
LGA,LGA37570,37570,Wujal Wujal (S),11.842
LGA,LGA37600,37600,Yarrabah (S),158.8381
LGA,LGA39499,39499,No usual address (Qld),0
LGA,LGA39799,39799,Migratory - Offshore - Shipping (Qld),0
LGA,LGA40070,40070,Adelaide (C),15.5733
LGA,LGA40120,40120,Adelaide Hills (DC),794.4957
LGA,LGA40220,40220,Alexandrina (DC),1826.8066
LGA,LGA40250,40250,Anangu Pitjantjatjara (AC),102353.0512
LGA,LGA40310,40310,Barossa (DC),893.5424
LGA,LGA40430,40430,Barunga West (DC),1590.3887
LGA,LGA40520,40520,Berri and Barmera (DC),476.1962
LGA,LGA40700,40700,Burnside (C),27.5183
LGA,LGA40910,40910,Campbelltown (C) (SA),24.3486
LGA,LGA41010,41010,Ceduna (DC),5420.3436
LGA,LGA41060,41060,Charles Sturt (C),54.7876
LGA,LGA41140,41140,Clare and Gilbert Valleys (DC),1892.4466
LGA,LGA41190,41190,Cleve (DC),5018.8484
LGA,LGA41330,41330,Coober Pedy (DC),77.6795
LGA,LGA41560,41560,Copper Coast (DC),772.9149
LGA,LGA41750,41750,Elliston (DC),6741.9317
LGA,LGA41830,41830,Flinders Ranges (DC),4070.4827
LGA,LGA41960,41960,Franklin Harbour (DC),2755.564
LGA,LGA42030,42030,Gawler (T),41.1379
LGA,LGA42110,42110,Goyder (DC),6715.1418
LGA,LGA42250,42250,Grant (DC),1898.0143
LGA,LGA42600,42600,Holdfast Bay (C),13.752
LGA,LGA42750,42750,Kangaroo Island (DC),4400.8558
LGA,LGA43080,43080,Karoonda East Murray (DC),4415.7959
LGA,LGA43220,43220,Kimba (DC),5697.1076
LGA,LGA43360,43360,Kingston (DC) (SA),3339.7952
LGA,LGA43650,43650,Light (RegC),1276.8453
LGA,LGA43710,43710,Lower Eyre Peninsula (DC),4721.2875
LGA,LGA43790,43790,Loxton Waikerie (DC),7763.9231
LGA,LGA43920,43920,Mallala (DC),932.4913
LGA,LGA44000,44000,Maralinga Tjarutja (AC),102703.899
LGA,LGA44060,44060,Marion (C),55.6407
LGA,LGA44210,44210,Mid Murray (DC),6271.6254
LGA,LGA44340,44340,Mitcham (C),75.5468
LGA,LGA44550,44550,Mount Barker (DC),594.6405
LGA,LGA44620,44620,Mount Gambier (C),33.8938
LGA,LGA44830,44830,Mount Remarkable (DC),3422.7733
LGA,LGA45040,45040,Murray Bridge (RC),1831.7597
LGA,LGA45090,45090,Naracoorte and Lucindale (DC),4520.127
LGA,LGA45120,45120,Northern Areas (DC),2986.1818
LGA,LGA45290,45290,Norwood Payneham St Peters (C),15.1036
LGA,LGA45340,45340,Onkaparinga (C),518.1251
LGA,LGA45400,45400,Orroroo/Carrieton (DC),3321.8238
LGA,LGA45540,45540,Peterborough (DC),3020.142
LGA,LGA45680,45680,Playford (C),345.203
LGA,LGA45890,45890,Port Adelaide Enfield (C),91.7586
LGA,LGA46090,46090,Port Augusta (C),1195.5836
LGA,LGA46300,46300,Port Lincoln (C),30.3681
LGA,LGA46450,46450,Port Pirie City and Dists (M),1760.7097
LGA,LGA46510,46510,Prospect (C),7.7915
LGA,LGA46670,46670,Renmark Paringa (DC),915.8655
LGA,LGA46860,46860,Robe (DC),1091.7162
LGA,LGA46970,46970,Roxby Downs (M),110.4762
LGA,LGA47140,47140,Salisbury (C),159.8432
LGA,LGA47290,47290,Southern Mallee (DC),5702.2095
LGA,LGA47490,47490,Streaky Bay (DC),6222.8591
LGA,LGA47630,47630,Tatiara (DC),6527.2084
LGA,LGA47700,47700,Tea Tree Gully (C),95.2108
LGA,LGA47800,47800,The Coorong (DC),8833.4534
LGA,LGA47910,47910,Tumby Bay (DC),2669.0747
LGA,LGA47980,47980,Unley (C),14.2703
LGA,LGA48050,48050,Victor Harbor (C),384.6255
LGA,LGA48130,48130,Wakefield (DC),3468.4881
LGA,LGA48260,48260,Walkerville (M),3.53
LGA,LGA48340,48340,Wattle Range (DC),3926.3233
LGA,LGA48410,48410,West Torrens (C),37.04
LGA,LGA48540,48540,Whyalla (C),1071.6099
LGA,LGA48640,48640,Wudinna (DC),5075.2783
LGA,LGA48750,48750,Yankalilla (DC),751.2577
LGA,LGA48830,48830,Yorke Peninsula (DC),5899.6079
LGA,LGA49399,49399,Unincorporated SA,622489.1953
LGA,LGA49499,49499,No usual address (SA),0
LGA,LGA49799,49799,Migratory - Offshore - Shipping (SA),0
LGA,LGA50080,50080,Albany (C),4310.8905
LGA,LGA50210,50210,Armadale (C),559.5261
LGA,LGA50250,50250,Ashburton (S),100816.1523
LGA,LGA50280,50280,Augusta-Margaret River (S),2122.3749
LGA,LGA50350,50350,Bassendean (T),10.3449
LGA,LGA50420,50420,Bayswater (C),32.7699
LGA,LGA50490,50490,Belmont (C),39.6519
LGA,LGA50560,50560,Beverley (S),2370.5195
LGA,LGA50630,50630,Boddington (S),1904.4791
LGA,LGA50770,50770,Boyup Brook (S),2826.4586
LGA,LGA50840,50840,Bridgetown-Greenbushes (S),1337.361
LGA,LGA50910,50910,Brookton (S),1601.1532
LGA,LGA50980,50980,Broome (S),54371.5979
LGA,LGA51080,51080,Broomehill-Tambellup (S),2609.6585
LGA,LGA51120,51120,Bruce Rock (S),2724.6944
