SA2_MAINCODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
301021008,45,2000,719,420,1982,0.7,1597,2.6
301021009,38,2167,720,450,1869,0.8,1754,2.9
301021011,35,2167,919,460,2270,0.8,2210,3.1
301021012,39,2167,751,450,2080,0.8,1936,3
301021013,45,1950,616,420,1654,0.7,1387,2.6
301021527,56,1083,437,240,905,0.8,735,2
301031014,29,0,0,0,0,1,0,0
301031015,43,2100,784,390,2199,0.8,1691,2.5
301031016,39,2015,756,400,2016,0.8,1727,2.7
301031017,34,2167,890,420,2253,0.8,2075,2.8
301031018,37,1900,796,400,1920,0.8,1690,2.6
301031019,34,2448,1034,480,2602,0.8,2464,3.2
301031020,41,2095,739,360,2012,0.8,1522,2.5
301031021,38,1950,719,400,1792,0.8,1456,2.6
302011022,36,1733,739,375,1813,0.8,1650,2.8
302011023,42,2237,849,420,2582,0.7,2387,3
302011024,41,2000,770,400,2021,0.7,1742,2.6
302011025,35,1950,831,375,2003,0.8,1585,2.4
302011026,38,2037,872,400,2310,0.8,2126,2.8
302021027,42,2000,731,388,1967,0.8,1521,2.5
302021028,35,1799,692,350,1548,0.9,1217,2
302021029,39,1988,741,415,2030,0.8,1785,2.7
302021030,37,1950,758,385,1941,0.8,1699,2.7
302021031,34,2167,932,350,2313,0.9,1785,2.4
302021032,33,2000,790,350,1944,0.8,1495,2.2
302021033,39,2000,746,355,1962,0.8,1596,2.5
302021034,37,2200,944,400,2435,0.8,2055,2.6
302031035,37,1797,673,395,1766,0.8,1585,2.7
302031036,33,2400,987,300,3083,0.6,2250,2.2
302031037,41,2167,1018,430,2203,1,1709,1.9
302031038,34,2100,880,355,2256,0.8,1802,2.5
302031039,37,2000,779,390,2078,0.8,1810,2.7
302031040,33,1820,894,360,2011,0.9,1569,2.1
302041041,36,1810,715,380,1822,0.8,1684,2.8
302041042,41,1950,749,360,2021,0.8,1606,2.5
302041043,42,1764,654,324,1728,0.8,1278,2.3
302041044,46,2000,669,275,2228,0.8,1492,2.4
302041045,36,1733,718,373,1732,0.8,1408,2.4
302041046,33,1733,651,340,1404,0.9,1221,2.3
303011047,35,2258,1004,410,2743,0.8,2248,2.8
303011048,33,2123,886,430,2289,0.9,1858,2.6
303011049,36,2000,841,420,2094,0.8,1744,2.5
303011050,34,2000,805,394,1936,0.8,1665,2.4
303011051,42,2167,774,490,2366,0.7,2124,2.9
303021052,32,2000,758,345,2097,0.9,1588,2.3
303021053,34,2000,935,360,2313,0.9,1796,2.3
303021054,31,2004,630,380,2098,1,1598,2.5
303021055,32,1997,857,360,2163,0.9,1666,2.2
303021056,35,2167,807,355,2364,0.9,1938,2.7
303021057,36,2167,854,375,2303,0.8,1907,2.5
303021058,30,2080,688,400,1961,1,1516,2.3
303021059,36,2000,880,370,2417,0.8,1808,2.4
303031060,33,1900,611,415,1713,0.8,1618,2.9
303031061,31,1800,440,425,1406,0.8,1371,3.1
303031062,38,1950,655,395,1910,0.8,1686,2.9
303031063,34,2068,761,370,2020,0.8,1631,2.5
303031064,35,2500,795,465,2444,0.8,2336,3.2
303031065,32,1960,571,400,1666,0.9,1352,2.5
303031066,39,1863,677,420,1859,0.8,1710,2.9
303041067,32,1700,516,350,1453,0.9,1305,2.7
303041068,35,1982,778,350,2037,0.9,1559,2.4
303041069,32,2000,472,415,1442,0.9,1394,3
303041070,34,1994,670,360,1925,0.8,1614,2.6
303041071,36,2167,888,425,2523,0.8,2200,2.8
303051072,35,1753,673,390,1666,0.8,1526,2.8
303051073,32,1863,646,400,1670,0.8,1654,3.1
303051074,33,2167,790,425,2164,0.8,2126,3.2
303051075,33,2000,741,430,2050,0.8,2026,3.3
303051076,34,1517,520,325,1275,0.9,1177,2.6
303061077,33,2000,618,390,1814,0.9,1764,3.3
303061078,32,1647,554,390,1461,0.9,1480,3
303061079,32,1733,461,400,1367,0.9,1329,3
303061080,35,1793,539,400,1491,0.8,1425,3
304011081,41,2000,796,420,2209,0.7,1987,2.8
304011082,38,1933,753,400,2028,0.8,1875,2.8
304011083,34,1918,826,395,2011,0.8,1742,2.7
304011084,39,2054,890,435,2427,0.8,2237,2.9
304011085,42,2167,800,500,2393,0.7,2259,3
304021086,37,2100,806,413,2205,0.8,2070,3
304021087,45,2500,840,450,2859,0.8,2579,3
304021088,41,2167,877,495,2632,0.7,2359,2.9
304021089,40,2815,1005,540,3313,0.8,3038,3.1
304021090,40,2167,833,460,2321,0.8,2045,2.8
304021091,43,2500,929,520,2937,0.8,2769,3.1
304031092,37,2485,954,460,2902,0.8,2447,2.9
304031093,38,2167,802,360,2339,0.8,1828,2.6
304031094,30,2000,694,425,2183,0.9,1714,2.6
304031095,36,2253,917,385,2533,0.8,1937,2.5
304031096,23,2167,323,430,2039,1,1385,2.6
304031097,30,1900,775,390,2138,0.9,1602,2.2
304041098,31,2000,932,350,2181,0.8,1612,2.3
304041099,44,1850,724,330,1024,0.8,899,2.3
304041100,39,1950,637,350,1637,0.8,1312,2.5
304041101,36,2100,863,365,2279,0.8,1880,2.6
304041102,0,0,0,0,0,0,0,0
304041103,41,2167,843,450,2414,0.8,2165,2.8
304041104,36,2000,866,355,2280,0.8,2159,3
305011105,30,2022,730,540,2214,1.1,1780,2.1
305011106,31,2000,920,400,2141,1.1,1592,1.8
305011107,33,2000,722,365,2125,1,1545,2.4
305011108,34,2000,955,450,2296,0.9,1831,1.9
305011109,37,2167,1054,400,2601,0.9,1800,1.9
305011110,30,2100,749,490,2071,1.1,1723,2.1
305011111,30,1907,655,440,2059,1.2,1638,2.2
305011112,33,2167,893,450,2393,1,1855,2.3
305021113,36,2400,1096,420,2865,0.8,2321,2.6
305021114,37,2800,1148,490,3007,0.9,2465,2.5
305021115,31,2080,855,380,2335,0.9,1748,2.3
305021116,34,2600,1108,425,3058,0.8,2418,2.6
305021117,32,2199,986,410,2383,0.8,2009,2.4
305021118,34,2600,1117,430,2959,0.8,2386,2.6
305031119,32,2000,954,390,2432,0.9,1823,2.1
305031120,33,2167,955,375,2470,0.8,1895,2.4
305031121,40,2392,1033,360,2741,0.8,1905,2.3
305031122,35,2100,930,350,2351,0.8,1689,2.2
305031123,36,2300,1037,430,3028,0.8,2447,2.8
305031124,37,2200,1070,420,2555,0.9,1900,2.1
305031125,40,2600,998,500,2763,0.8,2307,2.7
305031126,27,2099,589,420,1909,1.1,1458,2.4
305031127,31,2167,826,375,2348,0.9,1754,2.4
305031128,33,2167,1237,450,2714,1,2095,1.8
305031129,35,2500,1019,400,3026,0.8,2244,2.7
305031130,32,2200,930,370,2345,0.9,1833,2.3
305031131,33,2200,889,350,2398,0.9,1830,2.4
305041132,35,2432,962,430,2844,0.9,2288,2.8
305041133,31,2167,950,400,2472,0.9,1942,2.3
305041134,37,2600,1018,455,3135,0.8,2542,2.8
305041135,32,2400,1065,450,2814,0.9,2190,2.4
305041136,32,2488,953,400,2753,0.9,2011,2.4
305041137,29,2050,781,400,2260,0.9,1694,2.3
306011138,38,1800,835,400,2046,0.8,1908,2.8
306011139,43,1733,726,350,1651,0.8,1446,2.5
306011140,41,1700,856,300,1947,0.8,1577,2.4
306011141,36,1866,837,375,2056,0.8,1871,2.9
306011142,36,1842,749,360,1801,0.8,1536,2.5
306011143,44,1500,683,270,1458,0.8,1117,2.1
306021144,30,1695,712,345,1666,0.8,1594,3
306021145,35,1517,693,300,1452,0.9,1176,2
306021146,41,1600,675,300,1616,0.8,1266,2.4
306021147,32,1603,666,310,1476,0.8,1331,2.9
306021148,38,1733,687,275,1594,0.8,1413,2.8
306021149,38,1733,700,310,1680,0.8,1457,2.7
306021150,0,0,0,0,0,0,0,0
306021151,34,1200,552,240,1061,1,894,2.2
306021152,37,1300,513,230,1137,1,882,2.1
306021153,36,1647,742,350,1705,0.8,1554,2.8
306021154,38,1400,550,250,1222,1,941,2
306021155,36,1408,627,310,1392,0.8,1234,2.6
306021156,42,1700,757,285,1819,0.8,1398,2.4
306021157,37,1430,577,235,1198,0.9,979,2.3
306031158,47,1300,598,200,1396,0.8,1141,2.4
306031159,41,1300,521,220,1239,0.8,985,2.4
306031160,45,1300,588,230,1353,0.8,1120,2.4
306031161,45,1343,582,250,1292,0.8,1075,2.3
306031162,0,0,0,0,0,0,0,0
306031163,23,0,288,130,869,1.6,1129,4.8
306041164,44,1517,596,230,1390,0.9,1062,2.3
306041165,42,1733,754,315,1582,0.8,1284,2.2
306051166,45,1500,549,250,1314,0.8,1027,2.3
306051167,48,1083,444,200,990,0.9,787,2.3
306051168,45,1647,530,225,1293,0.9,1125,2.5
306051169,49,1440,552,225,1242,0.8,1054,2.4
306051170,41,1465,555,250,1298,0.8,1041,2.5
307011171,40,1161,662,150,1485,0.8,1230,2.5
307011172,35,1650,643,200,1667,0.8,1332,2.6
307011173,36,1517,730,250,1697,0.8,1391,2.5
307011174,44,867,537,110,1220,0.8,1031,2.3
307011175,38,1103,718,170,1445,0.7,1230,2.4
307011176,33,1517,818,250,1842,0.7,1509,2.4
307011177,42,1100,646,100,1473,0.8,1204,2.5
307011178,45,867,457,120,1020,0.9,841,2.3
307021179,47,1300,481,200,1181,0.8,956,2.4
307021180,39,1300,639,250,1418,0.8,1227,2.6
307021181,45,1083,581,180,1340,0.8,1117,2.4
307021182,42,1517,611,245,1487,0.8,1293,2.6
307021183,37,1400,638,230,1521,0.8,1259,2.6
307031184,45,1300,552,220,1376,0.8,1141,2.5
307031185,47,1300,512,200,1248,0.8,1027,2.5
307031186,49,1235,481,200,1135,0.8,959,2.4
307031187,48,1181,493,230,1172,0.7,872,2.2
307031188,47,1220,480,195,1150,0.8,970,2.5
307031189,41,1300,538,245,1261,0.7,1007,2.4
308011190,31,1517,835,120,2103,0.8,1914,2.7
308011191,39,1500,708,23,1892,0.9,1404,2.5
308011192,31,2000,873,230,2134,0.8,1884,2.8
308031205,35,1300,549,250,1275,0.8,1016,2.3
308031206,44,1701,627,200,1504,0.9,1306,2.6
308031207,45,1800,557,300,1262,0.8,1024,2.3
308031208,36,1638,704,280,1748,0.8,1451,2.6
308031209,38,2000,768,310,2145,0.8,2048,3
308031210,30,1733,673,300,1526,0.8,1422,2.8
308031211,34,1387,613,250,1393,0.9,1184,2.6
308031212,50,880,443,175,951,0.8,753,2.1
308031213,35,1800,712,295,1868,0.8,1525,2.7
308031214,37,1335,583,250,1381,0.8,1105,2.4
308031215,34,1625,671,280,1677,0.8,1366,2.6
308031216,39,1408,621,250,1498,0.8,1207,2.3
308031217,43,1127,486,220,1185,0.8,892,2.1
308031218,45,1733,573,230,1520,0.9,1302,2.6
308031219,45,1733,542,185,1427,0.9,1212,2.6
308031220,42,1733,662,150,1689,0.9,1467,2.7
308031221,68,0,364,0,687,0.8,687,1.6
308031222,37,1560,610,250,1862,0.8,1338,2.3
308031223,42,1900,635,305,1622,0.8,1293,2.4
308041528,40,1394,677,125,1760,0.8,1416,2.5
308041529,34,1592,763,250,2068,0.8,1820,2.6
308051530,49,1500,452,240,1074,0.9,902,2.3
308051531,36,2058,742,280,2175,0.8,1947,2.7
308051532,66,0,430,0,0,1.1,525,1.6
308051533,30,2000,761,250,2116,0.8,1868,2.7
308051534,37,1736,668,200,1697,0.8,1224,2.1
308051535,36,2167,719,240,1992,0.8,1762,2.8
308051536,35,1733,714,250,1927,0.7,1662,2.7
308051537,0,0,0,0,0,0,0,0
308051538,31,1987,766,260,2092,0.7,1896,2.8
308051539,38,1733,613,200,1549,0.7,1257,2.3
309011224,43,2167,744,500,1923,0.8,1700,2.6
309011225,43,1842,715,390,1696,0.9,1323,2.1
309011226,41,1900,662,410,1668,0.8,1399,2.6
309011227,37,1733,803,365,1690,0.9,1347,2
309011228,41,1950,667,365,1606,0.8,1330,2.5
309011229,37,1829,761,370,1844,0.9,1390,2.2
309021230,50,1603,622,330,1389,0.9,1018,1.8
309021231,42,1733,688,370,1607,0.8,1300,2.3
309021232,43,1950,615,380,1552,0.8,1323,2.6
309021233,42,1950,609,420,1646,0.8,1419,2.7
309021234,40,1900,685,340,1683,0.9,1228,2.3
309031235,40,1800,615,400,1563,0.8,1408,2.7
309031236,39,1733,630,365,1435,0.9,1156,2.2
309031237,47,1690,532,365,1252,0.8,941,2.2
309031238,41,1517,559,330,1282,0.9,1012,2.1
309031239,49,2167,729,410,1878,0.7,1494,2.3
309031240,52,2000,657,380,1509,0.8,1261,2.2
309041241,44,1800,698,320,1688,0.8,1459,2.6
309041242,45,1842,620,370,1602,0.8,1405,2.6
309051243,43,2167,653,395,1887,0.9,1836,3.1
309051244,38,2000,684,425,1794,0.8,1681,3
309051245,35,2145,743,385,1968,0.8,1817,3
309061246,42,1820,683,380,1621,0.8,1383,2.5
309061247,39,1800,632,370,1481,0.8,1395,2.8
309061248,39,1744,608,360,1520,0.8,1276,2.6
309061249,32,2000,716,420,1830,0.8,1810,3.2
309061250,43,2167,664,453,1919,0.8,1848,3
309071251,28,2102,746,400,1756,0.8,1711,3.1
309071252,41,2000,669,420,1846,0.8,1642,2.8
309071253,48,2167,766,470,1993,0.7,1759,2.4
309071254,44,1824,686,350,1726,0.8,1508,2.6
309071255,32,2080,764,420,1939,0.8,1862,3.1
309071256,35,1950,714,410,1794,0.8,1677,2.9
309071257,27,2000,751,410,1602,0.8,1591,3
309071258,31,2058,734,420,1812,0.8,1779,3.2
309081259,50,2084,634,450,1685,0.7,1373,2.5
309081260,37,1733,679,395,1585,0.8,1385,2.6
309081261,39,1900,642,460,1671,0.8,1483,2.6
309081262,34,1850,651,430,1546,0.9,1363,2.6
309091263,42,1855,634,400,1610,0.8,1334,2.5
309091264,36,1855,592,390,1569,0.8,1468,3
309091265,35,1783,613,450,1760,0.8,1686,3
309091540,34,1517,513,340,1200,1,971,2
309091541,39,1733,574,380,1384,0.9,1124,2.3
309101267,43,2058,672,500,1865,0.8,1634,2.8
309101268,42,2194,750,400,1968,0.8,1652,2.6
309101269,51,2000,869,443,2027,0.9,1534,1.9
309101270,37,1700,637,355,1414,1,1136,2
310011271,32,1672,586,345,1480,0.9,1365,2.8
310011272,36,1733,530,340,1394,0.9,1152,2.7
310011273,34,1759,728,365,1820,0.8,1683,2.9
310011274,32,1473,416,277,993,1,929,2.9
310011275,34,2000,786,390,2096,0.8,1808,2.7
310011276,33,1300,434,280,1004,0.9,1001,2.9
310021277,45,1517,569,250,1400,0.8,1189,2.6
310021278,52,1300,444,225,1040,0.8,859,2.3
310021279,0,0,0,0,0,0,0,0
310021280,40,1517,508,290,1319,0.8,1154,2.7
310021281,39,1560,545,290,1345,0.8,1202,2.7
310021282,41,1567,622,280,1558,0.8,1355,2.7
310031283,32,1517,636,300,1476,0.8,1262,2.6
310031284,35,1363,586,290,1366,0.8,1208,2.6
310031285,32,1551,728,300,1676,0.8,1542,2.8
310031286,38,1517,554,260,1468,0.8,1188,2.4
310031287,37,1380,582,275,1357,0.8,1114,2.4
310031288,37,1911,753,330,2053,0.8,1944,3
310031289,38,2000,810,400,2136,0.8,2063,3.1
310031290,39,1928,864,360,2266,0.8,2094,2.9
310031291,32,1300,532,270,1165,0.8,1048,2.6
310031292,40,1323,573,270,1384,0.8,1103,2.4
310031293,33,1517,665,300,1626,0.8,1390,2.8
310031294,30,1837,875,355,2028,0.8,1914,2.9
310031295,38,1300,430,250,1031,0.8,932,2.7
310041296,30,2008,844,370,2121,0.8,2016,3.1
310041297,36,1600,635,300,1578,0.8,1427,2.8
310041298,24,0,649,0,0,0,0,0
310041299,31,1597,656,330,1481,0.8,1377,2.9
310041300,30,1450,554,300,1281,0.9,1189,3
310041301,0,0,0,0,0,0,0,0
310041302,27,1517,648,335,1393,0.9,1365,3.2
310041303,30,1842,801,365,1951,0.8,1892,3.2
310041304,29,1991,892,390,1991,0.8,1929,3.1
311011305,42,1550,524,288,1283,0.8,1088,2.6
311021306,37,1500,531,285,1255,0.9,1012,2.4
311021307,37,1336,503,310,1084,0.8,956,2.5
311021308,31,1603,694,360,1559,0.8,1448,2.8
311021309,38,1690,636,333,1528,0.8,1310,2.6
311021310,35,1950,747,400,1920,0.8,1843,3
311031311,38,1597,548,345,1338,0.8,1174,2.7
311031312,32,1550,628,345,1431,0.9,1360,2.9
311031313,35,1842,685,385,1716,0.8,1606,3
311031314,28,1517,609,340,1385,0.9,1356,3.2
311031315,0,0,0,0,0,0,0,0
311031316,34,1690,708,350,1698,0.8,1589,3
311031317,28,1524,579,345,1339,0.9,1322,3.3
311031318,40,1950,686,425,1906,0.8,1943,3.3
311031319,33,1733,701,375,1708,0.8,1669,3.1
311041320,37,2167,713,440,1965,0.8,2035,3.3
311041321,33,1950,730,390,1816,0.8,1784,3.2
311041322,40,2013,673,410,1833,0.8,1802,3.1
311051323,36,1712,604,360,1426,0.8,1186,2.6
311051324,40,2000,764,395,2141,0.8,2019,3
311051325,34,1733,728,365,1743,0.8,1638,2.9
311051326,31,1600,578,340,1382,0.9,1320,2.9
311051327,37,1950,783,385,2064,0.8,1947,2.9
311051328,35,1517,543,310,1272,0.9,1098,2.6
311061329,37,1850,744,370,1890,0.8,1724,2.8
311061330,31,1394,472,300,1142,0.9,1063,3
311061331,31,1343,424,265,978,1,864,2.9
311061332,36,1733,736,370,1848,0.8,1650,2.8
311061333,34,1411,539,300,1297,0.9,1144,2.8
311061334,37,1750,734,360,1812,0.8,1571,2.7
311061335,33,1900,689,380,1741,0.8,1648,3
311061336,32,1267,458,275,1031,1,937,2.8
312011337,41,1723,586,250,1380,0.8,1071,2.4
312011338,33,1092,1040,60,2254,0.8,2051,2.6
312011339,34,1550,747,103,1886,0.8,1511,2.6
312011340,44,1348,578,140,1390,0.8,1110,2.3
312011341,30,1733,1209,100,2716,0.8,2421,2.8
312021342,34,1950,687,295,1715,0.8,1434,2.6
312021343,42,1733,709,253,1706,0.8,1335,2.3
312021344,30,2167,826,300,2025,0.8,1839,2.8
312021345,56,0,1125,0,2250,1.3,2249,2
312021346,38,1595,605,200,1397,0.9,976,2
312021347,48,2600,1178,400,2456,0.7,2204,2
312021348,40,2167,775,330,2106,0.7,1814,2.7
312021349,40,1733,603,235,1429,0.8,1105,2.2
312021350,34,2045,813,350,1971,0.8,1789,2.7
312021351,35,2000,674,275,1845,0.8,1603,2.8
312021352,41,1950,630,260,1619,0.8,1406,2.5
312021353,45,1909,609,200,1569,0.9,1311,2.6
312021354,34,2080,761,300,2001,0.8,1727,2.8
312021355,41,1733,623,250,1456,0.8,1258,2.5
312021356,39,1733,643,240,1472,0.8,1170,2.3
312021357,39,1950,729,280,1879,0.8,1661,2.7
312021358,41,1733,690,250,1748,0.8,1270,2.3
312031359,34,1900,792,320,1631,0.8,1382,2.4
312031360,0,0,0,0,0,0,0,0
312031361,44,1603,620,250,1485,0.8,1242,2.5
313011362,49,1625,505,330,1214,0.7,1043,2.4
313011363,59,1600,481,295,1105,0.7,860,2.1
313021364,40,2000,698,420,2043,0.8,2046,3.2
313021365,35,1591,519,290,1273,0.8,1075,2.6
313021366,31,1517,545,325,1237,0.8,1132,2.8
313021367,39,1842,623,340,1793,0.8,1816,3.3
313021368,31,1603,595,340,1386,0.8,1326,2.9
313021369,42,2000,658,320,1837,0.8,1731,3
313031370,43,1437,548,270,1275,0.8,1075,2.5
313031371,40,1733,583,300,1469,0.8,1314,2.7
313041372,37,1733,638,325,1626,0.8,1457,2.8
313041373,39,1585,538,310,1264,0.8,1071,2.6
313041374,43,2000,632,425,1883,0.8,1873,3.1
313041375,32,1950,756,390,1931,0.8,1874,3.2
313041376,41,1907,667,385,1876,0.8,1864,3.1
313051377,43,1699,633,310,1479,0.8,1207,2.4
313051378,45,1625,606,300,1449,0.8,1092,2.2
313051379,48,1517,564,300,1351,0.8,983,2.1
313051380,41,1625,544,340,1350,0.8,1137,2.6
313051542,49,1900,665,330,1755,0.7,1281,2.3
314011382,40,1950,785,400,2195,0.8,1964,2.8
314011383,33,2100,853,410,2183,0.8,2110,3.1
314011384,42,2129,745,350,2044,0.8,1951,3
314011385,36,2129,886,430,2418,0.8,2368,3.2
314011386,37,2000,836,400,2164,0.8,1981,2.8
314011387,43,2383,802,400,2451,0.8,2341,3.1
314021388,33,1668,678,336,1489,0.8,1328,2.6
314021389,31,1950,797,365,1851,0.8,1704,2.8
314021390,31,2058,795,400,1945,0.8,1840,3
314031391,34,1733,681,360,1659,0.8,1536,2.9
314031392,36,1625,632,300,1510,0.8,1220,2.5
314031393,36,1733,730,335,1812,0.8,1597,2.7
314031394,36,1580,639,340,1451,0.8,1263,2.6
315011395,28,0,260,100,678,1.4,992,4.2
315011396,34,1247,447,120,1055,1.1,961,2.8
315011397,44,650,533,110,1203,0.9,907,2.3
315011398,29,867,339,70,795,1.1,879,3.3
315011399,22,0,468,120,1064,1.3,1158,3.8
315011400,44,1486,519,139,1215,0.9,979,2.4
315011401,28,1705,740,151,1919,1.2,1837,3.2
315011402,24,0,373,115,856,1.1,929,3.8
315011403,31,2200,1319,450,2777,1,2484,2.9
315021404,29,997,472,120,1059,1.2,1171,3.2
315021405,31,1900,1008,265,2390,0.9,2141,2.6
315021406,35,1500,971,150,2111,0.9,1612,2.5
315021407,41,737,674,100,1393,0.8,1137,2.3
315031408,44,900,627,110,1393,0.8,1069,2.3
315031409,39,997,672,158,1490,0.8,1115,2.4
315031410,41,867,707,90,1531,0.8,1172,2.2
315031411,43,650,622,100,1327,0.8,979,2.2
315031412,40,1300,726,180,1609,0.8,1276,2.3
316011413,48,1950,641,385,1680,0.7,1316,2.4
316011414,42,1950,686,410,1785,0.8,1558,2.7
316011415,33,2000,706,450,1721,0.8,1624,2.9
316011416,33,1842,514,430,1439,0.8,1237,2.7
316021417,43,1842,589,395,1474,0.8,1262,2.6
316021418,45,2000,671,385,1641,0.7,1326,2.4
316021419,54,1535,545,320,1220,0.8,919,1.9
316021420,37,1950,604,420,1485,0.8,1339,2.7
316021421,52,1950,572,370,1372,0.7,1176,2.3
316021422,46,1777,601,350,1524,0.8,1194,2.4
316021423,43,2000,643,420,1583,0.8,1325,2.4
316021424,39,1950,681,410,1690,0.8,1441,2.5
316031425,42,1800,659,380,1554,0.8,1324,2.5
316031426,44,1733,642,380,1450,0.8,1275,2.4
316031427,45,1647,620,340,1369,0.8,1093,2.1
316031428,44,1733,703,340,1571,0.8,1250,2.1
316051434,52,1939,693,420,1649,0.7,1375,2.2
316051435,53,1800,614,390,1414,0.7,1137,2.1
316051437,44,1863,700,400,1663,0.8,1371,2.4
316051438,49,1700,538,390,1256,0.7,1040,2.3
316051543,45,1890,685,370,1646,0.8,1347,2.4
316051544,37,2000,697,480,1598,0.8,1502,2.9
316061439,40,1733,570,330,1404,0.8,1260,2.7
316061440,54,1560,528,310,1230,0.8,1022,2.3
316061441,42,1799,577,340,1497,0.8,1374,2.7
316061442,41,1800,606,340,1551,0.8,1413,2.8
316061443,52,1600,549,280,1316,0.8,1132,2.4
316061444,44,1733,604,350,1523,0.8,1381,2.8
316071545,40,1785,640,395,1555,0.8,1384,2.6
316071546,46,1790,579,310,1510,0.8,1308,2.7
316071547,44,1733,604,348,1509,0.8,1358,2.7
316071548,40,1585,561,310,1363,0.8,1106,2.5
316081549,47,1662,560,340,1380,0.8,1214,2.6
317011445,34,1733,751,300,1870,0.8,1751,3
317011446,32,1517,579,300,1390,0.8,1158,2.4
317011447,38,1400,557,265,1296,0.8,1002,2.2
317011448,31,1473,492,270,1245,0.8,1041,2.6
317011449,34,1642,709,320,1777,0.8,1657,3
317011450,40,1950,748,380,1993,0.7,1852,2.9
317011451,41,1600,620,265,1564,0.8,1403,2.8
317011452,43,1937,816,400,2172,0.7,1964,2.8
317011453,35,1300,597,270,1305,0.8,1029,2.2
317011454,34,1355,597,260,1363,0.8,1065,2.3
317011455,43,1668,727,310,1810,0.7,1439,2.4
317011456,38,1493,617,260,1445,0.8,1113,2.2
317011457,41,1733,824,280,2161,0.7,1561,2.3
317011458,34,1733,752,340,1851,0.8,1704,2.8
317011459,39,1322,565,276,1251,0.8,1018,2.3
318011460,43,1326,608,220,1480,0.8,1129,2.3
318011461,45,1300,629,198,1503,0.8,1226,2.4
318011462,39,1300,509,200,1298,0.8,1040,2.4
318011463,42,1419,548,92,1382,0.8,1065,2.6
318011464,50,1300,507,190,1311,0.7,950,2.2
318011465,50,1300,562,170,1380,0.8,1110,2.3
318011466,24,0,303,120,927,1.5,1119,4.3
318021467,36,1603,578,280,1401,0.8,1172,2.5
318021468,31,1830,862,370,2123,0.8,1981,3
318021469,45,1733,712,280,2094,0.8,1348,2.3
318021470,31,2000,842,330,2029,0.8,1918,3
318021471,33,1517,589,280,1399,0.8,1203,2.6
318021472,39,1511,588,285,1482,0.8,1244,2.5
318021473,29,1950,821,330,1851,0.8,1744,2.9
318021474,24,1859,577,340,2127,0.8,1800,2.7
318021475,39,1517,667,240,1439,0.8,1021,2
318021476,36,1517,597,265,1388,0.8,1168,2.5
318021477,38,1500,529,280,1301,0.8,1079,2.5
318021478,36,1573,683,250,1520,0.8,1102,2.1
318021479,38,1517,656,240,1548,0.8,1053,2.1
318021480,32,1625,638,290,1462,0.8,1365,2.9
318021481,37,1517,566,270,1386,0.8,1187,2.6
318021482,33,1733,756,330,1858,0.8,1690,2.8
318021483,54,1387,536,250,1136,0.7,851,1.9
318021484,31,1863,808,330,1896,0.8,1723,2.8
318021485,43,1600,563,260,1684,0.8,1157,2.2
318021486,44,1733,604,280,1457,0.9,1252,2.5
318021487,31,1907,909,340,2113,0.8,1786,2.6
318021488,38,1625,750,280,1719,0.8,1238,2.1
318021489,45,1777,696,250,1760,0.9,1427,2.5
318021490,38,2000,922,300,2226,0.8,1575,2
318021491,38,1500,598,280,1403,0.8,1219,2.5
319011492,40,1473,511,265,1252,0.8,1027,2.5
319011493,47,1517,537,290,1295,0.7,1101,2.4
319011494,39,1560,562,300,1422,0.8,1293,2.8
319011495,38,1192,478,225,1095,0.8,782,2.1
319011496,39,1517,561,275,1318,0.8,1099,2.5
319011497,47,1300,480,260,1119,0.8,912,2.3
319011498,46,1332,476,270,1160,0.8,1034,2.6
319011499,51,1300,452,250,1052,0.8,904,2.4
319011500,46,1400,509,275,1228,0.7,966,2.3
319011501,44,1300,492,250,1158,0.8,912,2.3
319011502,42,1300,490,255,1172,0.8,959,2.4
319021503,46,1083,525,180,1160,0.8,937,2.3
319021504,50,994,416,220,934,0.8,776,2.3
319021505,37,1300,573,240,1343,0.7,1099,2.4
319021506,44,1053,438,165,1013,0.8,846,2.4
319021507,45,1387,543,200,1334,0.8,1189,2.6
319021508,48,1083,478,120,1158,0.8,876,2.3
319021509,51,1083,430,200,957,0.8,785,2.3
319021510,45,0,725,0,0,0,1399,0
319031511,58,1200,426,253,840,0.7,741,2
319031512,41,1278,494,250,1117,0.8,917,2.3
319031513,43,1408,522,265,1279,0.7,1061,2.5
319031514,46,1343,487,250,1220,0.8,1067,2.6
319031515,48,1200,443,163,1051,0.8,858,2.3
319041516,45,1514,472,275,1168,0.8,1079,2.7
319041517,46,1733,533,350,1354,0.7,1268,2.7
319041518,49,1474,470,300,1061,0.7,896,2.3
319041519,48,1358,462,295,1068,0.7,924,2.3
319041520,49,1404,470,270,1055,0.7,834,2.2
319041521,47,1517,489,300,1138,0.7,930,2.3
319051522,52,1300,444,265,970,0.8,835,2.3
319051523,45,1200,456,225,1039,0.8,885,2.4
319051524,44,1191,463,235,1090,0.8,862,2.3
319051525,54,1105,429,220,976,0.8,812,2.2
319051526,45,1408,524,280,1300,0.8,1157,2.5
397979799,56,0,606,0,0,0,0,0
399999499,45,0,407,0,0,0,0,0
401011001,29,1733,474,380,1793,1,1093,1.9
