SA2_MAINCODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
205041094,10,0,269,6,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,4,0,14,0,0,0,0,0,0,0,260,16,0,0,16,0,280,81,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,86,30,0,0,0,0,0,30,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,26,0,0,0,0,0,26,1664,32,0,0,32,5,1696,44,45,0,0,45,0,89,3,0,3,0,3,0,4,3,0,0,0,0,0,3,47,45,0,0,47,0,96,5,0,0,0,0,5,12,1718,72,0,0,76,12,1806
205041095,4,0,259,3,7,0,0,11,0,13,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,13,3,0,13,0,21,0,0,0,0,0,0,0,259,16,3,0,24,0,280,87,0,0,0,0,0,87,4,0,3,0,4,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,4,0,7,0,7,0,0,0,0,0,0,0,89,4,4,0,9,0,98,36,0,0,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,32,0,0,0,0,0,35,1818,38,0,0,38,3,1859,51,61,5,0,71,0,120,3,9,4,0,14,0,21,0,0,0,0,0,0,0,53,72,11,0,84,0,134,13,3,0,0,3,3,14,1876,115,11,0,128,4,2009
205041096,0,0,153,0,19,0,0,19,0,24,0,3,3,0,3,0,4,0,0,0,0,0,0,0,6,17,7,0,21,0,30,0,0,0,0,0,0,0,150,22,7,0,26,0,176,55,0,0,0,0,0,54,6,7,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,12,0,16,0,0,0,0,0,0,0,60,12,0,0,14,0,68,14,0,0,0,0,0,14,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,6,0,0,0,0,0,0,0,18,6,0,0,5,0,21,1236,21,0,0,24,4,1263,34,119,7,0,130,0,160,3,17,17,0,34,0,42,0,0,0,0,0,0,0,34,139,28,0,168,0,204,0,0,0,0,0,3,3,1269,160,29,0,195,8,1468
205041097,15,0,500,10,19,0,0,19,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,20,0,30,0,0,0,0,0,0,3,493,31,0,0,31,0,528,136,3,0,0,3,0,139,3,7,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,5,0,9,0,0,0,0,0,0,0,138,10,0,0,14,0,152,36,0,0,0,0,0,36,0,5,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,3,0,0,0,0,0,0,0,43,5,0,0,7,0,41,3772,57,0,0,57,3,3836,100,288,7,0,297,3,396,0,15,14,0,24,0,25,0,0,0,0,0,0,0,96,302,19,0,321,3,422,0,0,0,0,0,3,4,3875,357,19,0,384,9,4264
205041098,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,102,22,0,0,0,0,0,22,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,27,0,0,0,0,0,25,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,755,11,0,0,11,3,763,7,9,0,0,9,0,21,7,0,0,0,0,0,7,0,0,0,0,0,0,0,14,9,0,0,9,0,28,4,0,0,0,0,0,7,772,20,0,0,20,9,797
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,3,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,104,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,22,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,580,7,0,0,7,0,587,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,580,11,0,0,11,0,593
205051101,3,0,315,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,314,3,0,0,6,0,320,81,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,89,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,2129,14,0,0,14,0,2140,27,34,0,0,40,0,65,3,0,0,0,0,0,3,3,0,0,0,0,0,3,34,37,0,0,35,0,72,10,0,0,0,0,0,5,2166,45,0,0,53,3,2218
205051102,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,88,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,658,0,0,0,0,0,666,8,15,0,0,15,0,22,0,4,0,0,4,0,4,0,0,0,0,0,0,0,8,19,0,0,19,0,24,3,4,0,0,4,0,5,667,26,0,0,26,0,694
205051103,0,0,269,3,5,0,0,10,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,0,13,0,14,0,0,0,0,0,0,0,267,8,0,0,12,3,283,57,0,0,0,0,0,57,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,60,0,0,0,0,0,67,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,1979,31,0,0,33,8,2021,62,139,4,0,141,0,203,0,4,3,0,9,0,9,0,0,0,0,0,0,0,62,143,10,0,151,0,209,6,0,0,0,0,12,18,2047,176,10,3,187,22,2251
205051104,0,0,96,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,100,0,0,0,0,0,103,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,608,4,0,0,4,0,608,14,3,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,0,12,0,19,3,0,0,0,0,0,3,618,5,4,0,14,0,635
206011105,6,0,129,17,49,6,0,52,0,67,0,5,4,0,8,0,8,0,0,0,0,0,0,0,17,53,8,0,61,0,78,0,0,0,0,0,0,0,133,62,8,0,71,0,207,73,3,0,0,3,0,80,12,33,4,0,38,0,42,0,4,0,0,4,0,4,0,0,0,0,0,0,0,12,36,5,0,45,0,51,0,0,0,0,0,0,0,84,40,5,0,44,0,127,40,4,0,0,4,0,48,7,20,0,0,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,4,0,24,0,28,0,0,0,0,0,0,0,45,21,4,0,23,0,69,1599,120,0,0,120,3,1724,163,500,26,4,528,0,690,0,36,9,0,46,0,46,6,4,0,0,3,0,6,166,535,35,4,580,0,749,0,0,0,0,0,0,0,1763,660,35,4,705,4,2471
206011106,4,0,79,4,25,0,0,25,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,24,0,31,0,0,0,0,0,0,0,78,26,0,0,27,0,111,32,0,0,0,0,0,32,4,12,0,0,13,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,0,13,0,17,0,0,0,0,0,0,0,34,14,4,0,13,0,50,16,0,0,0,0,0,16,3,11,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,15,0,0,0,0,0,0,0,18,15,0,0,13,0,29,730,50,0,0,49,0,776,83,203,5,0,210,0,288,0,24,3,0,26,0,26,0,0,0,0,0,0,0,83,221,10,0,233,0,311,0,0,0,0,0,0,0,812,269,8,0,278,0,1093
206011107,9,0,86,19,40,0,0,39,0,63,0,3,3,0,10,0,10,0,0,0,0,0,0,0,19,42,7,3,47,0,66,0,0,0,0,0,0,0,96,53,7,3,56,0,157,62,3,0,0,3,0,66,6,27,0,0,27,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,0,27,0,37,0,0,0,0,0,0,0,68,26,0,0,28,0,99,32,3,0,0,3,0,30,4,13,0,0,11,0,18,0,0,3,0,3,0,3,0,0,0,0,0,0,0,4,13,6,0,20,0,20,0,0,0,0,0,0,0,33,10,6,0,17,0,54,1037,73,0,0,73,0,1110,108,439,15,3,459,0,571,3,53,14,4,63,0,70,0,0,0,3,3,0,3,113,492,24,7,525,0,644,0,0,0,0,0,0,0,1153,564,24,7,601,0,1755
206011108,7,0,232,23,143,14,0,152,0,173,4,8,8,0,14,0,15,0,3,0,0,3,0,3,22,153,18,0,173,0,195,0,0,0,0,0,0,0,246,162,21,0,177,0,423,110,3,0,0,3,0,117,16,108,7,0,114,0,130,0,11,14,0,19,0,24,0,0,0,0,0,0,0,20,114,21,0,140,0,151,0,0,0,0,0,0,0,128,123,21,0,144,0,267,60,4,0,0,7,0,67,9,51,4,0,51,0,58,0,4,3,0,9,0,10,0,0,0,0,0,0,0,8,52,10,0,62,0,65,0,0,0,0,0,0,0,63,61,7,0,68,0,135,2413,177,4,0,184,3,2602,269,1213,38,3,1257,0,1530,7,86,48,0,138,0,146,0,5,0,3,10,0,14,279,1305,86,9,1403,0,1678,6,0,0,0,0,3,11,2699,1481,96,10,1587,3,4290
206011109,4,0,158,16,83,0,0,80,0,100,0,3,0,0,5,0,5,0,0,0,0,0,0,0,16,85,0,0,87,0,105,0,0,0,0,0,0,0,169,88,0,0,91,0,267,87,6,0,0,6,0,95,7,48,3,0,51,0,57,0,3,3,0,6,0,6,0,3,0,0,3,0,3,7,51,7,0,55,0,66,0,0,0,0,0,0,0,97,59,7,0,68,0,164,55,3,0,0,3,0,60,5,27,3,0,28,0,35,0,0,3,0,5,0,5,0,0,0,0,0,0,0,5,29,3,0,36,0,36,0,0,0,0,0,0,0,61,32,3,0,34,0,93,1257,103,0,4,106,3,1365,165,567,15,3,578,0,742,4,23,10,0,31,0,37,0,3,0,0,7,0,7,163,592,22,4,619,0,785,0,0,0,0,0,0,0,1420,697,22,9,723,3,2146
206021110,6,0,144,10,44,0,0,41,0,46,0,6,0,0,5,0,5,0,0,0,0,0,0,0,10,46,0,0,49,0,55,0,0,0,0,0,0,0,142,50,0,0,53,0,198,90,3,0,0,3,0,94,0,31,0,0,32,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,33,0,33,0,0,0,0,0,0,0,95,36,3,0,33,0,132,50,3,0,0,3,0,55,0,8,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,14,0,15,0,0,0,0,0,0,0,49,10,5,0,18,0,67,1233,57,0,3,58,5,1291,61,201,11,0,210,0,265,0,8,3,0,15,0,15,0,3,0,0,3,0,3,61,213,14,0,222,0,286,0,0,0,0,0,0,0,1290,266,14,3,278,5,1578
206021111,22,0,334,19,71,3,0,75,0,98,0,0,5,0,5,0,5,0,0,0,0,0,0,0,19,71,11,0,85,0,108,0,0,0,0,0,0,0,338,90,11,0,105,0,440,177,6,0,0,6,0,184,17,47,3,0,51,0,69,0,0,0,0,4,0,4,0,0,0,0,0,0,0,17,52,3,0,56,0,71,0,0,0,0,0,0,0,192,60,3,0,63,0,257,92,6,0,0,6,0,100,10,27,0,0,26,0,37,0,3,4,0,3,0,3,0,0,0,0,0,0,0,10,33,5,0,38,0,48,0,0,0,0,0,0,0,103,34,5,0,44,0,142,3028,168,0,0,172,0,3204,239,503,17,7,525,0,769,3,21,23,0,43,0,45,3,0,0,3,3,0,4,247,523,38,12,568,0,814,0,0,0,0,0,3,3,3272,695,40,12,740,3,4020
206021112,0,0,143,9,76,3,0,79,0,87,0,0,3,0,5,0,5,0,0,0,0,0,0,0,9,78,11,0,80,0,95,0,0,0,0,0,0,0,146,77,11,0,89,0,233,88,0,0,0,0,0,88,6,48,3,0,54,0,57,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,48,8,0,60,0,62,0,0,0,0,0,0,0,95,55,8,0,62,0,151,35,0,0,0,0,0,35,3,22,7,0,31,0,30,0,3,0,0,7,0,7,0,0,0,0,0,0,0,3,28,11,0,32,0,39,0,0,0,0,0,0,0,42,28,11,0,32,0,75,1836,104,0,0,110,3,1941,171,622,31,9,666,0,830,0,24,22,0,37,0,43,0,0,3,0,3,0,3,169,639,55,9,704,0,876,0,0,0,0,0,5,5,2007,746,55,11,810,11,2827
206031113,0,0,178,10,38,5,0,40,0,50,0,3,4,0,4,0,4,0,0,0,0,0,0,0,10,38,8,0,47,0,61,0,0,0,0,0,0,0,184,46,8,0,48,0,240,106,0,0,0,0,0,106,3,26,3,0,30,0,32,0,7,3,0,8,0,8,0,0,0,0,0,0,0,3,34,5,0,41,0,42,0,0,0,0,0,0,0,108,34,5,0,41,0,154,58,0,0,0,0,0,65,0,13,0,0,20,0,16,0,3,4,0,3,0,3,0,0,0,0,0,0,0,0,19,3,0,24,0,22,0,0,0,0,0,0,0,63,20,3,0,19,0,85,1715,58,0,0,60,0,1773,112,407,35,5,446,3,560,0,73,18,0,93,0,91,0,3,0,0,3,0,3,115,482,56,5,538,3,653,0,0,0,0,0,3,11,1831,546,52,3,599,7,2444
206031114,32,0,577,40,165,3,0,172,0,211,0,3,3,0,6,0,6,0,0,0,0,0,0,0,39,169,4,0,178,0,219,0,0,0,0,0,0,0,587,198,4,0,203,0,797,363,21,0,0,21,0,382,29,102,8,0,113,0,137,0,3,0,0,7,0,7,0,0,0,0,0,0,0,29,103,9,0,115,0,144,0,0,0,0,0,0,0,392,128,9,0,133,0,526,204,9,0,0,9,0,214,18,58,4,0,61,0,78,0,6,0,0,6,0,6,0,0,0,0,0,0,0,18,63,4,0,69,0,82,0,0,0,0,0,0,0,221,72,4,0,75,0,300,3489,191,5,4,199,3,3691,298,1182,22,3,1209,0,1506,4,43,11,0,57,0,59,7,3,0,3,3,0,8,308,1223,36,10,1272,0,1581,0,3,0,0,3,0,3,3800,1422,42,7,1475,5,5277
206031115,3,0,51,7,20,3,0,25,0,27,0,4,6,0,10,0,10,0,0,0,0,0,0,0,7,25,10,0,34,0,41,0,0,0,0,0,0,0,50,28,10,0,40,0,90,35,0,0,0,0,0,31,3,17,3,0,18,0,21,0,3,5,0,7,0,7,0,0,0,0,0,0,0,3,15,8,0,26,0,29,0,0,0,0,0,0,0,37,16,8,0,27,0,64,14,0,0,0,0,0,14,0,5,3,0,8,0,9,0,8,0,0,9,0,9,0,0,0,0,0,0,0,0,8,4,0,19,0,20,0,0,0,0,0,0,0,15,8,4,0,19,0,33,536,27,0,0,27,0,565,41,387,36,0,423,0,464,0,95,31,0,122,0,122,0,7,0,5,3,0,3,41,483,69,3,557,0,591,0,3,0,0,3,9,10,575,509,69,3,581,9,1168
206031116,11,0,228,19,53,0,0,53,0,73,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,56,0,0,56,0,79,0,0,0,0,0,0,0,236,65,0,0,65,0,307,141,8,0,0,8,0,150,13,31,3,0,31,0,43,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,34,3,0,34,0,47,0,0,0,0,0,0,0,157,41,3,0,41,0,199,74,0,0,0,0,0,78,8,13,0,0,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,3,0,15,0,22,0,0,0,0,0,0,0,81,20,3,0,16,0,102,1742,92,3,0,96,3,1836,161,443,10,3,456,0,616,5,21,0,3,27,0,32,0,0,0,0,0,0,0,164,465,13,3,481,0,653,3,0,0,0,0,0,6,1910,555,17,7,576,4,2491
206041117,3,0,21,6,34,3,0,39,0,45,0,4,3,0,10,0,10,0,0,0,0,0,0,0,6,40,7,0,48,0,50,0,0,0,0,0,0,0,26,47,7,0,54,0,71,14,0,0,0,0,0,14,0,14,0,0,13,0,14,0,9,10,0,20,0,20,0,0,0,0,0,0,0,0,21,7,0,31,0,34,0,0,0,0,0,0,0,17,21,7,0,31,0,52,7,3,0,0,3,0,7,4,7,0,0,8,0,7,0,5,5,0,5,0,5,0,0,0,0,0,0,0,4,7,5,0,15,0,19,0,0,0,0,0,0,0,10,10,5,0,13,0,23,198,21,0,0,21,0,220,56,329,30,3,358,0,415,5,105,53,0,156,0,163,0,0,0,0,0,0,0,60,429,77,3,513,0,573,0,0,0,0,0,5,5,262,448,77,3,534,9,803
206041118,0,0,10,0,4,0,0,4,0,5,0,0,4,0,7,0,7,0,0,0,0,0,0,0,0,9,4,0,13,0,11,0,0,0,0,0,0,0,12,5,4,0,8,0,25,8,0,0,0,0,0,8,5,7,0,0,7,0,9,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,13,3,0,10,0,17,0,0,0,0,0,0,0,15,13,3,0,10,0,24,4,0,0,0,0,0,4,0,3,0,0,7,0,7,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,5,7,0,12,0,12,0,0,0,0,0,0,0,4,5,7,0,12,0,14,130,12,0,0,13,0,147,47,394,7,0,408,0,455,0,32,23,0,59,0,59,0,0,0,0,0,0,0,47,434,32,0,464,0,515,0,0,0,0,0,0,0,180,440,32,0,478,0,661
206041119,0,0,23,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,27,13,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,14,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13,190,10,0,0,10,0,201,18,40,0,0,40,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,39,0,0,42,0,60,0,0,0,0,0,0,0,210,50,0,0,53,0,259
