SA2_MAINCODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
302031039,..,698,698,966,134,1099,599,40,644,549,20,573,227,7,232,100,0,100,2442,891,3335
302031040,..,1986,1986,1658,386,2050,650,65,723,458,14,472,162,3,162,51,0,53,2985,2460,5439
302041041,..,902,902,1871,137,2003,1114,29,1147,1087,6,1096,436,0,436,217,0,215,4727,1083,5812
302041042,..,891,891,1095,94,1184,596,10,606,621,0,621,216,0,216,58,0,58,2585,995,3576
302041043,..,494,494,407,56,458,230,8,239,190,0,191,53,0,53,42,0,42,923,557,1484
302041044,..,795,795,684,55,737,343,4,347,403,3,407,146,0,146,43,0,43,1618,862,2480
302041045,..,1404,1404,1376,142,1520,797,44,844,612,3,618,231,3,231,133,0,133,3146,1599,4742
302041046,..,1096,1096,1048,191,1241,586,49,635,363,15,377,141,3,144,109,3,108,2254,1353,3602
303011047,..,821,821,998,116,1118,603,49,648,789,22,814,325,8,330,109,3,112,2827,1024,3847
303011048,..,530,530,579,97,679,298,32,335,345,16,359,118,6,123,55,5,58,1395,678,2078
303011049,..,1061,1061,1257,150,1407,735,74,804,588,11,605,205,3,208,72,0,77,2865,1305,4163
303011050,..,677,677,849,110,958,404,49,454,333,10,344,98,3,99,56,4,57,1739,845,2590
303011051,..,803,803,1624,63,1687,889,30,921,1150,14,1164,467,6,472,186,4,195,4320,930,5248
303021052,..,1335,1335,1247,333,1573,575,191,768,497,65,569,157,19,175,68,17,80,2542,1957,4498
303021053,..,2001,2001,1895,393,2286,808,130,934,776,40,816,317,4,327,90,0,95,3886,2570,6455
303021054,..,471,471,478,124,599,191,87,277,213,44,260,98,21,115,42,7,45,1026,754,1775
303021055,..,1205,1205,1069,284,1353,498,100,599,394,47,442,119,14,126,43,6,55,2116,1661,3781
303021056,..,695,695,791,94,885,458,31,487,545,17,559,221,6,226,71,3,76,2091,843,2929
303021057,..,574,574,722,75,799,352,38,393,378,17,393,142,4,142,47,0,48,1642,709,2351
303021058,..,656,656,542,202,743,197,100,294,178,46,219,84,17,107,37,8,45,1044,1025,2063
303021059,..,1058,1058,1078,189,1269,507,80,588,497,25,513,156,5,164,57,0,60,2293,1366,3654
303031060,..,837,837,1260,129,1386,927,105,1037,905,52,956,433,19,454,257,9,267,3775,1153,4926
303031061,..,300,300,454,54,506,262,49,313,255,50,305,142,40,180,140,41,173,1245,533,1780
303031062,..,474,474,783,62,846,485,17,509,612,7,622,271,0,267,133,0,133,2288,564,2853
303031063,..,1375,1375,1625,216,1837,886,92,976,867,15,887,283,8,287,131,0,129,3788,1711,5495
303031064,..,188,188,468,26,494,369,8,379,506,5,512,214,0,211,106,0,102,1665,231,1896
303031065,..,840,840,947,169,1118,463,141,603,423,36,456,174,23,200,105,14,118,2103,1224,3327
303031066,..,598,598,1047,75,1124,630,15,645,725,11,736,318,10,328,154,3,155,2881,711,3584
303041067,..,431,431,473,97,573,279,45,328,236,40,270,134,15,147,93,10,103,1216,634,1848
303041068,..,1169,1169,1156,220,1377,589,85,668,583,25,607,178,10,184,77,7,85,2586,1501,4090
303041069,..,304,304,400,38,437,216,39,256,270,34,301,133,26,155,113,18,132,1136,450,1587
303041070,..,554,554,678,109,790,419,25,441,384,24,409,142,12,149,60,4,67,1676,728,2406
303041071,..,588,588,1017,80,1101,563,43,602,807,19,828,319,7,325,80,0,80,2780,744,3524
303051072,..,490,490,836,85,922,560,21,579,489,8,493,226,5,225,127,5,126,2235,606,2841
303051073,..,699,699,1683,165,1844,1371,72,1446,1489,42,1528,630,12,641,349,3,355,5510,1002,6510
303051074,..,140,140,347,25,381,283,9,292,338,3,347,137,0,137,96,0,96,1210,177,1390
303051075,..,407,407,1068,71,1136,970,30,996,1190,9,1207,514,3,519,295,0,300,4040,525,4567
303051076,..,811,811,892,164,1058,557,41,597,416,21,431,198,9,210,169,7,172,2235,1046,3274
303061077,..,315,315,590,42,632,456,20,476,529,8,537,272,0,278,226,3,228,2079,384,2462
303061078,..,686,686,1118,122,1245,919,79,993,876,51,928,400,27,425,267,13,284,3583,978,4559
303061079,..,499,499,727,118,840,413,75,491,404,64,468,236,47,284,191,32,221,1963,837,2803
303061080,..,965,965,1447,150,1596,995,101,1095,1002,78,1082,489,37,528,378,17,394,4315,1342,5656
304011081,..,397,397,825,53,878,464,12,474,532,7,537,207,4,204,72,3,77,2099,474,2568
304011082,..,389,389,730,61,787,505,11,517,467,3,466,191,0,191,82,3,83,1972,469,2442
304011083,..,276,276,436,33,468,284,11,289,257,3,262,114,0,114,33,0,33,1120,324,1443
304011084,..,443,443,898,40,942,625,9,632,738,5,742,255,0,255,84,0,86,2603,497,3097
304011085,..,165,165,452,17,469,261,3,263,346,0,348,128,0,128,57,0,57,1245,187,1426
304021086,..,397,397,961,50,1010,580,8,587,800,3,806,319,0,319,131,0,131,2794,455,3255
304021087,..,294,294,631,15,645,361,0,365,458,0,460,242,0,242,87,0,90,1783,316,2099
304021088,..,460,460,1062,61,1124,603,36,637,795,25,820,283,6,293,80,0,77,2823,588,3409
304021089,..,127,127,319,14,328,223,3,232,359,3,361,149,0,149,39,0,39,1089,150,1238
304021090,..,524,524,927,66,992,533,13,547,644,13,655,255,6,256,80,0,80,2441,622,3061
304021091,..,179,179,491,14,504,270,0,269,407,0,409,198,0,198,85,0,85,1453,198,1648
304031092,..,423,423,623,54,676,420,15,434,574,13,581,264,3,261,59,0,62,1933,506,2441
304031093,..,419,419,472,49,516,252,16,270,312,3,317,139,3,140,44,0,44,1221,488,1711
304031094,..,960,960,1239,318,1554,632,240,870,640,82,724,220,36,262,70,12,80,2806,1654,4458
304031095,..,598,598,629,75,697,304,24,335,324,10,334,161,3,161,38,0,38,1448,707,2163
304031096,..,782,782,866,400,1263,393,311,701,361,174,538,148,80,223,41,57,101,1808,1805,3616
304031097,..,1133,1133,1072,333,1401,415,181,593,303,66,366,84,19,104,34,7,38,1906,1740,3641
304041098,..,985,985,846,153,1002,402,51,456,365,16,383,138,3,143,52,4,54,1806,1215,3021
304041099,..,3,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,8,3,12
304041100,..,761,761,869,54,928,430,12,443,381,6,383,163,0,163,66,0,66,1899,836,2735
304041101,..,703,703,849,83,934,544,21,562,530,11,539,216,6,217,57,3,63,2191,831,3021
304041102,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,..,845,845,1751,83,1836,945,18,967,1254,6,1268,491,0,491,144,0,144,4581,955,5539
304041104,..,355,355,933,43,972,600,8,610,786,3,790,308,0,308,126,0,126,2750,404,3155
305011105,..,1399,1399,1256,361,1620,390,180,571,210,98,313,40,55,96,18,36,57,1922,2124,4044
305011106,..,1398,1398,964,395,1354,223,98,318,98,33,137,16,9,27,9,9,16,1309,1936,3251
305011107,..,754,754,588,180,768,274,84,358,246,49,292,118,22,138,64,7,63,1288,1084,2375
305011108,..,1307,1307,1241,354,1596,297,111,409,153,45,200,46,12,60,23,10,27,1760,1835,3592
305011109,..,2210,2210,1676,449,2123,455,146,602,303,55,358,96,13,106,35,5,43,2573,2875,5444
305011110,..,908,908,881,255,1139,302,63,365,198,24,224,54,13,68,18,5,22,1449,1271,2723
305011111,..,749,749,544,209,749,234,121,353,144,82,225,40,32,71,18,30,46,977,1212,2197
305011112,..,1162,1162,1090,311,1400,460,125,577,373,43,418,159,24,179,48,4,53,2124,1662,3786
305021113,..,344,344,445,74,520,255,14,278,261,3,268,100,3,104,34,0,34,1091,446,1536
305021114,..,571,571,800,95,904,364,30,392,359,8,369,141,0,141,51,0,51,1718,710,2428
305021115,..,703,703,641,184,819,245,117,366,224,37,262,72,8,79,26,5,31,1212,1063,2274
305021116,..,400,400,493,82,568,283,19,297,349,3,352,124,4,128,32,6,37,1277,511,1787
305021117,..,1262,1262,1475,311,1787,701,154,856,661,34,696,210,10,223,59,8,65,3104,1774,4881
305021118,..,478,478,618,115,735,366,44,412,416,11,426,156,6,162,40,0,40,1598,654,2249
305031119,..,411,411,338,104,444,146,27,169,98,11,109,27,3,29,12,0,12,621,553,1173
305031120,..,635,635,657,128,785,321,56,382,340,12,355,135,6,143,33,0,33,1487,840,2326
305031121,..,716,716,594,102,699,270,14,288,237,0,241,112,3,115,36,0,39,1252,839,2098
305031122,..,1509,1509,1171,251,1420,543,50,588,480,14,494,201,3,204,60,0,60,2457,1826,4283
305031123,..,280,280,366,43,410,228,16,245,348,6,352,124,0,124,37,3,41,1102,341,1446
305031124,..,944,944,898,144,1048,306,30,338,206,6,213,72,4,78,35,0,36,1523,1131,2655
305031125,..,324,324,487,46,537,295,15,314,304,7,314,124,0,120,24,0,25,1234,401,1635
305031126,..,946,946,902,400,1304,432,228,651,371,124,494,126,36,160,51,22,67,1873,1754,3629
305031127,..,552,552,496,130,619,232,76,316,258,26,278,97,10,104,36,3,37,1109,795,1911
305031128,..,1814,1814,1826,454,2280,369,98,468,167,11,177,42,6,46,11,3,13,2416,2390,4802
305031129,..,301,301,373,51,421,181,33,219,261,8,271,124,4,129,25,0,25,960,399,1364
305031130,..,834,834,811,255,1065,368,82,450,355,32,391,122,17,144,34,0,36,1699,1218,2913
305031131,..,1118,1118,1049,248,1293,468,77,548,496,37,534,191,3,192,70,3,67,2277,1491,3764
305041132,..,929,929,1147,162,1311,660,61,724,950,27,976,418,0,420,120,5,126,3301,1191,4487
305041133,..,594,594,651,197,842,247,66,315,240,27,268,79,17,94,18,3,22,1233,909,2138
305041134,..,628,628,882,100,981,488,56,541,679,17,694,310,7,322,75,3,79,2426,809,3241
305041135,..,1123,1123,1159,309,1472,522,198,716,491,76,569,185,19,203,68,11,76,2420,1741,4159
305041136,..,597,597,594,142,736,279,86,369,277,29,308,90,10,97,26,6,30,1270,871,2135
305041137,..,1190,1190,1218,456,1669,491,242,729,391,71,467,135,12,152,42,8,49,2280,1974,4255
306011138,..,258,258,554,49,604,345,9,356,372,4,379,132,0,134,55,0,55,1463,317,1780
306011139,..,843,843,1580,124,1698,663,17,679,553,3,556,191,0,189,75,0,76,3054,988,4040
306011140,..,376,376,457,44,505,228,5,235,189,0,193,61,0,61,27,0,27,971,431,1397
306011141,..,613,613,1209,111,1321,775,14,784,889,3,890,348,0,348,140,0,144,3355,745,4103
306011142,..,1039,1039,1699,226,1929,829,49,874,756,14,772,302,7,305,109,0,109,3694,1342,5035
306011143,..,920,920,843,128,973,294,19,311,219,3,221,73,0,73,31,0,31,1463,1073,2531
306021144,..,339,339,721,58,780,440,15,453,464,3,467,235,0,235,168,0,168,2025,420,2441
306021145,..,1675,1675,1115,296,1409,431,111,547,224,46,263,72,10,77,50,10,63,1887,2146,4032
306021146,..,901,901,983,72,1061,482,19,496,422,8,430,182,0,180,78,3,84,2148,1006,3148
306021147,..,717,717,948,83,1036,566,12,577,616,3,614,318,0,318,206,0,206,2649,818,3466
306021148,..,570,570,912,75,984,481,10,490,506,0,506,201,0,205,140,0,140,2239,654,2898
306021149,..,720,720,996,109,1111,585,18,601,511,4,516,230,0,230,156,0,153,2481,856,3332
306021150,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,..,883,883,591,118,702,312,12,325,194,7,196,104,0,104,82,0,82,1285,1008,2290
306021152,..,862,862,522,91,613,241,16,258,174,11,185,86,0,83,67,0,67,1092,983,2070
306021153,..,464,464,893,75,971,538,15,546,485,3,483,230,0,230,110,0,111,2252,551,2805
306021154,..,1078,1078,662,149,808,284,28,306,171,10,181,79,0,79,60,3,62,1247,1265,2512
306021155,..,383,383,503,58,562,234,18,253,204,6,212,94,0,94,76,0,76,1111,468,1576
306021156,..,941,941,1036,117,1152,431,28,460,417,9,426,146,3,156,75,0,79,2109,1095,3205
306021157,..,588,588,536,87,623,258,3,261,169,3,170,101,0,101,54,0,54,1117,680,1801
306031158,..,452,452,607,22,635,180,0,182,192,0,192,79,0,79,61,0,61,1113,481,1594
306031159,..,1048,1048,1073,99,1174,444,19,472,367,5,369,172,0,175,143,0,143,2200,1171,3380
306031160,..,755,755,1163,67,1231,390,6,401,362,3,365,160,0,160,79,0,79,2152,837,2987
306031161,..,1142,1142,1453,125,1581,501,26,525,428,3,428,193,6,198,102,0,105,2674,1300,3977
306031162,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,..,47,47,57,6,60,62,0,62,56,0,52,44,0,44,194,0,194,408,57,465
306041164,..,710,710,789,83,872,302,3,302,307,6,311,114,0,114,52,3,50,1561,804,2360
306041165,..,497,497,695,123,815,210,23,233,190,4,193,51,0,52,22,0,22,1162,657,1815
306051166,..,1242,1242,1501,93,1591,495,9,511,470,6,475,223,4,224,114,0,110,2801,1355,4160
306051167,..,627,627,753,59,810,214,6,226,179,0,179,91,0,91,93,0,93,1334,693,2023
306051168,..,386,386,611,77,685,194,11,201,222,0,224,65,0,65,66,0,66,1164,469,1630
306051169,..,797,797,1303,70,1375,399,7,402,378,3,387,157,0,157,97,0,97,2335,879,3211
306051170,..,1085,1085,1339,92,1434,499,15,513,506,5,510,260,0,265,151,5,159,2753,1207,3961
307011171,..,419,419,528,28,562,191,5,200,187,0,190,114,0,114,52,0,52,1079,452,1539
307011172,..,661,661,902,74,977,360,3,367,400,0,397,205,3,211,94,0,94,1963,745,2713
307011173,..,564,564,734,58,791,320,11,333,297,6,300,161,0,160,61,0,61,1571,635,2213
307011174,..,467,467,580,30,611,176,3,180,176,0,175,99,0,99,43,0,43,1078,503,1579
307011175,..,376,376,509,27,539,152,7,159,174,0,175,74,0,74,35,0,38,944,413,1355
307011176,..,690,690,715,64,785,337,19,351,347,5,359,148,0,148,58,0,58,1600,780,2381
307011177,..,549,549,689,35,731,271,5,272,281,0,281,164,0,164,67,0,67,1471,591,2058
307011178,..,437,437,478,46,523,152,7,151,122,0,122,93,0,93,55,0,55,895,490,1388
307021179,..,870,870,1219,75,1297,392,0,392,343,0,343,190,0,190,121,0,121,2270,951,3218
307021180,..,605,605,853,66,917,371,6,378,332,7,337,187,0,187,139,0,139,1875,676,2554
307021181,..,320,320,431,31,462,138,3,138,135,4,144,64,0,63,40,0,39,806,366,1172
307021182,..,391,391,715,39,753,259,3,263,274,0,274,142,0,142,87,0,87,1475,432,1912
307021183,..,1429,1429,1912,155,2066,868,26,890,815,5,817,448,0,455,236,0,236,4275,1620,5895
307031184,..,411,411,669,33,700,235,5,240,224,0,223,123,0,123,60,0,60,1316,442,1755
307031185,..,367,367,583,27,608,210,0,208,199,0,199,100,0,100,53,0,53,1135,395,1529
307031186,..,450,450,686,35,722,217,4,225,179,3,178,94,0,94,67,0,67,1246,487,1738
307031187,..,739,739,795,47,834,262,7,272,219,3,221,77,3,81,46,0,46,1402,798,2200
307031188,..,506,506,838,51,880,290,3,298,246,0,246,122,0,122,77,0,77,1567,563,2126
307031189,..,1694,1694,2006,124,2127,723,19,734,682,3,684,342,0,341,208,0,208,3950,1840,5794
308011190,..,566,566,599,57,656,339,5,342,346,0,346,192,0,192,131,0,131,1605,630,2230
308011191,..,751,751,871,51,914,307,3,312,375,0,372,214,0,214,103,0,103,1870,810,2676
308011192,..,914,914,1214,107,1324,645,24,676,800,5,801,363,0,362,174,0,171,3194,1052,4248
308031205,..,926,926,733,105,842,391,20,408,271,11,286,120,3,125,94,3,92,1608,1062,2672
308031206,..,138,138,255,12,267,97,0,97,97,0,97,35,0,35,28,0,28,509,152,663
308031207,..,588,588,751,56,804,282,6,289,211,0,219,111,0,112,56,0,56,1407,650,2058
308031208,..,757,757,1100,59,1157,529,16,539,526,0,526,207,0,209,92,0,95,2454,836,3292
308031209,..,149,149,468,10,474,215,0,216,301,0,301,136,0,136,73,0,73,1189,160,1350
308031210,..,637,637,1192,93,1289,694,10,708,635,0,639,333,0,333,160,0,160,3019,742,3763
308031211,..,419,419,504,52,561,255,9,271,282,5,287,114,6,120,70,3,69,1226,497,1727
308031212,..,455,455,405,50,450,142,3,148,86,0,86,41,0,41,37,0,37,710,510,1219
308031213,..,742,742,1090,72,1163,557,21,580,602,19,616,243,0,246,119,0,119,2616,861,3476
308031214,..,620,620,606,55,663,277,15,296,243,5,245,100,0,100,53,0,53,1280,687,1971
308031215,..,548,548,724,47,771,379,18,395,371,4,372,153,0,153,94,0,94,1721,616,2340
308031216,..,666,666,738,90,822,331,9,337,271,4,277,123,0,123,41,0,41,1501,757,2262
308031217,..,497,497,337,56,393,146,16,160,117,0,118,54,0,54,29,0,29,677,570,1238
308031218,..,283,283,427,25,454,183,3,185,157,0,157,87,0,87,52,0,52,904,314,1217
308031219,..,307,307,548,31,576,200,3,202,217,0,216,102,0,102,56,0,56,1117,336,1449
308031220,..,175,175,383,10,393,151,0,151,142,0,142,75,0,75,48,0,48,801,186,988
308031221,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
308031222,..,895,895,821,82,900,361,21,376,384,7,388,139,0,140,59,0,59,1761,1005,2764
308031223,..,1682,1682,2327,174,2500,937,18,952,887,3,893,397,0,399,154,0,154,4697,1881,6577
308041528,..,771,771,1053,54,1108,387,7,396,396,0,396,212,0,212,126,0,126,2172,828,3006
308041529,..,466,466,599,49,651,274,19,290,351,8,352,122,3,124,81,4,82,1415,545,1965
308051530,..,638,638,917,74,994,303,3,307,234,0,234,88,0,88,48,0,48,1588,718,2307
308051531,..,617,617,1081,57,1137,556,14,571,658,3,658,255,0,255,96,0,96,2642,697,3337
308051532,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7
308051533,..,900,900,1383,123,1502,762,22,784,879,9,888,348,0,348,148,0,148,3524,1048,4575
308051534,..,905,905,714,84,799,287,15,298,231,5,235,93,0,95,45,0,45,1368,1008,2371
308051535,..,619,619,1243,57,1298,581,0,584,681,0,686,317,0,317,166,0,166,2988,679,3666
308051536,..,261,261,389,37,425,233,0,235,212,0,210,90,0,94,39,0,39,967,302,1271
308051537,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,..,307,307,665,57,721,375,14,388,366,0,366,163,0,160,60,0,60,1631,376,2003
308051539,..,581,581,583,64,648,273,15,282,192,0,194,76,0,76,48,0,48,1173,663,1833
309011224,..,602,602,929,108,1037,445,43,486,450,20,466,153,9,162,63,3,67,2043,779,2821
309011225,..,1157,1157,1197,231,1431,441,58,498,300,10,312,107,3,110,32,4,34,2081,1462,3541
309011226,..,1157,1157,1754,167,1920,857,39,896,873,15,888,306,0,306,116,0,120,3909,1376,5280
309011227,..,1831,1831,1763,464,2226,530,92,627,285,23,310,90,3,97,21,6,20,2693,2422,5112
309011228,..,1188,1188,1413,219,1627,717,69,785,664,23,685,236,11,247,97,4,97,3127,1511,4638
309011229,..,891,891,887,219,1109,343,69,412,286,17,302,80,0,84,32,0,32,1622,1199,2826
309021230,..,1118,1118,881,189,1070,217,38,253,99,9,109,60,0,60,11,3,18,1267,1358,2627
309021231,..,1333,1333,1378,218,1596,609,42,651,518,13,528,180,4,185,65,0,62,2750,1600,4349
309021232,..,725,725,1068,91,1158,534,13,547,555,4,560,233,0,233,94,0,94,2489,833,3323
309021233,..,826,826,1404,120,1520,705,10,715,785,3,785,299,0,299,130,0,130,3320,959,4276
309021234,..,1958,1958,1816,264,2079,800,42,844,690,21,710,252,3,253,111,0,111,3670,2285,5953
309031235,..,568,568,1210,101,1308,593,36,626,631,16,645,224,6,232,107,3,111,2770,724,3493
309031236,..,1093,1093,1157,195,1354,462,60,519,298,13,310,105,6,115,57,3,55,2074,1370,3442
309031237,..,1418,1418,1562,142,1701,584,13,603,466,0,466,138,0,138,59,0,59,2810,1571,4379
309031238,..,2663,2663,2284,467,2746,1001,82,1086,619,22,641,209,3,213,95,3,97,4211,3227,7437
309031239,..,934,934,1560,86,1642,536,12,549,467,3,467,147,3,152,47,0,47,2759,1040,3796
309031240,..,1014,1014,1596,117,1710,474,15,488,382,8,386,133,0,133,49,0,49,2642,1148,3787
309041241,..,325,325,481,50,533,229,10,238,212,3,216,83,0,83,56,0,56,1073,382,1454
309041242,..,984,984,1842,120,1962,737,15,749,754,3,753,327,0,327,170,0,170,3823,1111,4937
309051243,..,234,234,619,51,674,376,10,383,454,3,455,208,3,213,147,0,152,1804,303,2107
309051244,..,752,752,1663,137,1803,1116,19,1133,1280,8,1286,548,0,546,252,0,251,4856,915,5774
309051245,..,317,317,694,73,770,494,14,506,623,4,622,248,0,248,94,0,94,2153,410,2562
309061246,..,1052,1052,1604,160,1766,762,36,799,654,4,664,224,0,228,102,0,102,3353,1257,4611
309061247,..,435,435,999,82,1085,535,9,552,528,0,527,187,0,191,96,0,96,2345,526,2870
309061248,..,1824,1824,2068,264,2337,1202,55,1263,1143,11,1152,486,0,491,280,0,280,5183,2156,7345
309061249,..,499,499,1392,118,1512,1148,27,1177,1366,15,1377,563,0,567,314,0,314,4778,662,5444
309061250,..,408,408,695,49,742,410,7,419,449,4,457,252,0,252,164,0,171,1978,473,2451
309071251,..,403,403,982,119,1107,804,33,837,955,16,972,416,3,417,203,0,207,3361,573,3936
309071252,..,955,955,1784,122,1905,1018,28,1042,1095,5,1098,398,0,398,226,0,226,4522,1112,5628
309071253,..,747,747,1788,111,1899,597,15,615,585,3,590,157,0,157,66,0,66,3201,870,4073
309071254,..,241,241,474,37,507,206,8,213,202,0,202,85,0,85,46,0,46,1005,284,1287
309071255,..,650,650,1627,130,1750,1148,17,1165,1326,4,1335,621,0,624,366,0,366,5091,804,5893
309071256,..,727,727,1492,142,1630,949,34,981,1092,3,1097,444,3,451,219,0,219,4199,912,5107
309071257,..,257,257,786,93,880,566,23,589,563,7,575,241,0,248,132,0,138,2293,384,2681
309071258,..,864,864,2338,259,2600,1850,51,1900,2186,13,2200,1021,0,1021,569,0,568,7960,1183,9146
309081259,..,372,372,585,39,623,220,7,226,225,0,224,92,0,89,37,0,37,1150,417,1564
309081260,..,523,523,722,95,813,482,23,501,396,4,400,116,3,118,61,0,61,1766,645,2417
309081261,..,1440,1440,2685,280,2960,1465,83,1550,1371,31,1404,494,6,498,177,0,175,6186,1850,8037
309081262,..,1181,1181,1563,286,1848,996,103,1096,847,20,874,281,4,287,138,0,138,3832,1593,5428
309091263,..,1084,1084,1306,161,1463,702,55,753,654,13,667,260,8,267,100,0,108,3025,1314,4340
309091264,..,325,325,526,76,597,387,19,410,387,19,409,180,14,193,106,7,113,1584,460,2046
309091265,..,311,311,748,86,834,512,52,567,553,33,588,221,11,237,129,13,141,2169,505,2679
309091540,..,2302,2302,1828,554,2386,686,134,821,394,44,436,111,22,134,68,12,75,3092,3061,6151
309091541,..,2068,2068,2029,371,2400,946,154,1098,683,58,746,241,16,261,117,7,127,4017,2675,6688
309101267,..,522,522,880,58,937,519,12,533,570,8,580,231,0,231,76,0,76,2283,591,2875
309101268,..,309,309,544,49,593,298,20,321,255,3,257,91,3,96,40,0,38,1227,390,1619
309101269,..,629,629,689,105,790,131,22,160,74,0,70,22,0,22,6,0,6,916,757,1675
309101270,..,3701,3701,3160,747,3904,919,222,1133,552,100,646,176,38,211,59,30,93,4868,4828,9697
310011271,..,337,337,409,72,477,253,23,277,254,3,258,117,0,119,98,3,104,1128,436,1568
310011272,..,768,768,631,67,696,403,24,419,379,3,383,203,0,203,183,0,183,1802,857,2655
310011273,..,1488,1488,2353,219,2571,1800,42,1837,1828,3,1838,722,0,727,481,0,479,7184,1760,8948
310011274,..,1296,1296,1305,186,1490,922,46,964,859,11,870,454,9,460,489,3,487,4025,1548,5572
310011275,..,504,504,788,102,888,462,27,492,468,10,481,170,0,171,96,0,96,1994,648,2634
310011276,..,168,168,226,29,258,161,4,170,124,4,131,75,0,74,67,0,67,651,211,862
310021277,..,920,920,1630,79,1709,574,3,583,585,3,584,287,0,287,163,3,161,3236,1009,4245
310021278,..,580,580,834,61,898,198,7,206,179,0,179,97,0,97,69,0,69,1381,643,2023
310021279,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,..,1399,1399,2279,199,2472,974,34,1015,879,17,897,484,11,494,336,0,336,4956,1669,6622
310021281,..,917,917,1473,148,1621,780,11,789,698,3,702,372,0,372,229,0,229,3552,1081,4631
310021282,..,781,781,1279,104,1383,596,13,608,588,3,595,302,0,302,170,0,170,2933,903,3838
310031283,..,910,910,1127,108,1233,682,22,701,568,4,579,262,0,262,165,0,165,2808,1044,3852
310031284,..,812,812,928,108,1040,533,29,560,432,6,433,174,0,171,137,0,134,2201,960,3159
310031285,..,386,386,726,50,775,424,4,432,393,5,398,185,3,187,98,0,98,1824,449,2277
310031286,..,730,730,680,88,769,355,13,370,281,3,286,121,0,121,67,0,69,1507,835,2339
310031287,..,2077,2077,1978,244,2221,1063,35,1094,826,9,840,362,0,362,203,3,206,4439,2360,6794
310031288,..,158,158,431,18,453,284,3,286,338,0,338,123,0,123,71,0,71,1253,184,1433
310031289,..,192,192,531,18,547,287,0,287,406,0,406,172,0,172,95,0,95,1501,211,1708
310031290,..,253,253,639,30,669,369,3,373,449,0,453,181,0,181,74,0,74,1716,285,2002
310031291,..,619,619,740,96,839,453,13,461,361,3,361,170,3,174,130,0,130,1854,733,2591
310031292,..,785,785,751,71,818,318,8,326,313,0,314,128,0,128,83,0,83,1581,866,2448
310031293,..,1112,1112,1526,94,1622,865,24,892,873,7,883,411,0,412,245,0,245,3927,1245,5168
310031294,..,195,195,467,36,501,267,10,271,320,3,322,132,0,132,55,0,55,1237,241,1484
310031295,..,232,232,261,42,307,145,6,157,115,3,117,64,0,64,61,0,61,653,285,938
310041296,..,544,544,1099,89,1191,845,14,861,1006,0,1007,389,0,396,237,0,234,3579,653,4231
310041297,..,544,544,934,85,1018,574,9,585,497,3,504,238,0,242,156,0,156,2401,641,3041
310041298,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,..,539,539,699,78,777,489,9,497,443,8,449,235,0,235,209,0,209,2084,634,2712
310041300,..,629,629,812,146,958,536,28,567,462,5,471,307,3,306,319,0,321,2431,819,3250
310041301,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,..,837,837,1397,176,1572,1031,31,1061,989,3,987,604,0,605,544,0,544,4559,1048,5613
310041303,..,234,234,505,45,552,400,4,404,465,8,470,225,0,228,142,0,142,1734,296,2026
310041304,..,566,566,1245,123,1366,1049,25,1071,1114,10,1124,423,0,421,231,0,235,4067,720,4787
311011305,..,1188,1188,1632,125,1758,733,8,737,664,4,667,291,0,297,218,0,218,3532,1327,4864
311021306,..,988,988,806,133,938,484,12,500,363,0,363,151,0,150,136,0,136,1936,1132,3072
311021307,..,1323,1323,1641,170,1814,752,14,772,529,4,539,283,0,283,221,0,221,3429,1512,4946
311021308,..,457,457,689,88,783,460,9,467,437,5,438,198,0,198,119,0,119,1904,557,2466
311021309,..,496,496,635,51,681,369,5,374,285,0,286,143,0,143,79,0,79,1513,550,2065
311021310,..,234,234,589,38,630,382,10,388,380,6,380,199,0,199,99,0,103,1649,282,1930
311031311,..,979,979,1205,111,1319,673,9,689,615,6,619,302,0,306,245,3,247,3037,1113,4148
