SA2_MAINCODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
403031065,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,3,7,0,0,16,0,0,3,0,0,0,3,6,0,4,0,0,0,14,23,0,13,0,0,0,30,27,0,15,0,0,0,47,16,0,4,0,0,0,21,12,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,86,0,44,17,3,0,157
403031066,0,3,12,0,0,4,20,0,0,0,0,0,0,3,0,3,17,3,3,0,26,7,6,22,3,0,0,34,10,0,8,0,0,0,19,41,0,33,4,7,0,84,62,0,42,0,3,0,104,64,0,46,0,3,0,119,11,0,16,0,0,0,24,0,0,3,0,0,0,6,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,17,204,9,207,24,20,10,477
403031067,0,0,7,0,0,13,25,0,0,4,0,0,0,8,0,9,10,0,0,0,20,0,3,20,0,0,0,20,3,0,11,0,0,0,13,20,3,28,0,0,0,48,73,0,47,0,4,0,124,83,0,35,0,0,0,116,37,0,21,0,0,0,54,18,0,5,0,0,0,29,5,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,6,246,19,187,4,7,15,476
403031068,0,4,24,3,0,12,52,0,15,3,5,0,0,24,5,17,29,8,3,3,60,9,19,39,10,3,0,80,18,0,24,3,0,0,48,138,5,84,5,9,0,244,194,5,114,0,5,3,329,203,0,86,0,7,0,299,55,0,18,0,0,0,73,11,0,14,0,0,0,29,3,0,6,0,0,0,11,4,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,3,9,3,17,6,5,3,34,662,60,460,47,34,27,1280
403031069,0,3,23,3,9,21,55,3,20,0,17,0,0,48,10,18,18,12,4,0,62,0,6,18,24,0,0,54,15,4,31,0,3,3,53,100,0,41,3,4,0,152,185,0,89,0,5,0,274,132,0,75,0,0,0,215,72,0,23,0,0,0,93,30,0,13,0,0,0,46,24,0,3,0,0,0,30,7,0,0,0,0,0,9,5,0,0,0,0,0,4,11,0,0,0,0,0,15,11,3,12,7,0,4,35,610,58,352,67,25,33,1149
403031070,0,7,12,3,0,9,33,0,15,0,3,0,0,22,3,13,12,10,0,0,44,11,9,15,15,0,0,49,24,0,25,6,0,0,55,93,5,56,7,3,0,163,87,3,62,0,3,0,165,105,0,50,0,10,0,169,23,0,13,0,0,0,42,10,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,3,3,3,23,363,56,265,47,21,17,782
403041071,0,8,8,0,0,9,31,0,8,0,0,0,0,8,0,24,3,5,0,0,30,0,28,8,6,0,0,39,0,3,15,0,0,0,21,6,10,23,0,3,0,39,143,14,80,0,4,0,246,133,3,46,0,0,0,188,19,0,7,0,0,0,22,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,3,0,4,26,319,96,202,15,7,16,658
403041072,4,0,10,0,0,15,28,0,0,0,0,0,0,0,0,3,14,4,3,0,27,13,7,31,7,4,5,67,37,5,34,3,5,0,87,216,5,116,4,7,0,350,553,0,156,3,7,3,719,213,0,48,0,0,0,267,4,0,3,0,0,0,13,6,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,8,0,3,0,29,1074,28,426,21,39,28,1607
403041073,0,44,9,3,0,3,62,0,137,0,18,4,3,161,0,255,7,19,0,3,290,3,145,11,39,0,0,200,5,45,18,18,0,0,88,54,79,49,22,0,0,202,289,20,83,8,3,0,401,52,5,17,0,0,0,78,5,3,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,11,6,4,0,61,416,779,201,125,16,11,1553
403041074,3,6,14,0,0,6,28,4,53,3,0,0,0,61,3,34,14,10,3,0,64,35,25,25,3,0,0,91,33,10,44,0,0,0,80,178,9,99,3,3,4,295,444,9,129,3,5,3,592,165,0,42,0,0,0,211,12,0,3,0,0,0,22,3,0,3,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,7,3,3,3,45,893,162,387,19,19,21,1505
403041075,0,0,14,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,3,0,0,0,6,0,0,3,0,0,0,6,3,0,4,0,0,0,9,3,0,3,0,0,0,9,3,0,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,20,0,40,3,0,8,71
403041076,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,19,0,9,0,0,0,28,26,0,17,0,0,0,43,18,0,5,0,0,0,22,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,69,0,48,0,3,0,122
403041077,0,0,14,0,0,9,21,0,0,0,0,0,0,0,0,0,4,0,5,0,8,0,0,8,0,24,0,39,0,0,3,0,6,0,10,3,0,15,0,7,0,27,68,0,40,0,0,0,109,117,0,46,0,3,0,170,23,0,17,0,0,0,37,5,0,3,0,0,0,12,6,0,4,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,6,237,3,155,0,44,9,449
403041078,0,0,13,0,0,3,16,0,6,0,0,0,0,6,0,11,0,0,0,0,20,0,5,8,5,0,0,27,3,3,12,3,0,0,18,19,6,33,3,4,0,63,120,3,74,3,5,3,202,21,0,12,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,14,178,35,156,17,7,3,402
403041079,0,31,11,0,0,0,37,0,121,3,0,0,0,125,3,129,3,3,3,4,139,7,88,17,25,0,0,139,3,32,23,13,0,0,78,62,55,56,9,0,0,191,234,17,94,4,3,0,350,27,4,17,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,4,28,0,4,0,0,46,336,510,220,59,15,7,1148
403041080,0,0,4,0,0,5,17,0,6,0,3,0,0,8,0,12,4,3,3,0,20,4,0,11,4,0,0,20,3,4,9,0,0,0,17,18,0,31,0,0,0,47,156,3,104,0,4,0,265,158,0,52,0,3,0,210,13,0,0,0,0,0,19,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,3,0,16,356,24,222,18,16,6,645
403041081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403041082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
403041083,0,0,7,0,3,8,20,0,3,0,0,0,0,5,0,0,7,0,3,0,17,4,0,14,0,3,0,21,9,0,9,0,0,0,16,27,0,24,0,0,0,48,69,0,28,0,5,0,107,50,0,19,0,0,0,70,8,0,3,0,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,168,5,119,4,15,13,324
403041084,0,17,12,0,0,8,39,0,69,0,3,3,0,78,5,114,14,8,3,0,142,6,47,23,8,3,0,84,13,16,34,0,4,0,71,152,41,130,6,8,5,342,398,11,190,3,10,0,617,68,0,28,0,0,0,100,4,0,0,0,0,0,4,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,6,8,3,0,42,657,336,432,34,30,14,1511
403041085,0,20,6,0,0,0,34,0,99,0,0,0,0,99,6,95,12,4,0,3,119,3,60,15,12,0,0,88,8,23,24,7,0,0,64,91,42,67,11,4,0,219,321,12,140,4,5,0,486,30,4,17,0,0,0,52,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,20,16,0,0,7,44,469,384,297,45,15,16,1217
403041086,0,3,6,0,0,10,26,0,5,0,3,0,0,7,0,18,3,5,0,0,32,3,5,11,5,0,0,27,3,3,13,0,0,0,23,49,9,63,4,5,3,134,247,7,150,11,7,0,423,96,0,34,4,0,0,132,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,15,409,47,303,47,14,8,831
403041087,0,9,20,6,0,5,45,0,27,3,0,3,0,33,4,68,12,8,0,0,97,14,56,30,35,3,0,138,8,20,31,10,3,0,69,100,27,92,14,0,3,240,696,15,252,5,13,3,981,491,3,107,0,5,0,612,20,0,15,0,0,0,31,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,17,6,3,0,62,1359,258,577,84,30,12,2321
403041088,0,0,3,0,3,5,15,0,3,0,0,0,0,3,0,0,5,0,0,0,9,0,0,3,0,0,0,7,0,0,5,0,0,0,5,12,0,16,0,0,0,32,32,0,23,0,0,0,59,26,0,3,0,0,0,32,8,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,82,4,64,4,3,4,163
403041089,0,0,3,0,0,8,13,0,6,0,3,3,0,13,0,21,3,6,4,0,28,5,14,5,6,15,0,43,0,0,13,0,9,0,26,3,0,21,0,5,0,35,172,4,91,4,3,0,275,114,0,47,0,3,0,163,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,12,312,54,183,22,45,10,621
404011090,0,10,17,0,0,3,31,0,21,0,0,0,0,26,6,56,15,9,0,3,83,14,28,24,3,3,0,68,8,14,15,0,4,0,41,71,13,61,4,10,0,160,152,20,93,0,6,0,279,139,7,76,0,3,4,228,24,0,17,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,3,3,7,31,420,176,320,18,32,18,987
404011091,0,33,22,4,6,12,77,0,66,3,14,3,3,95,0,132,13,5,3,0,153,10,63,22,12,4,0,110,17,22,34,4,4,0,85,93,24,82,4,12,0,210,190,38,139,0,15,0,389,255,7,136,0,10,5,408,54,0,23,0,0,0,82,10,0,11,0,0,0,23,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,22,11,4,5,3,52,659,403,501,45,57,29,1690
404011092,3,39,28,3,0,9,85,3,79,0,0,0,0,83,10,90,12,3,4,0,121,23,34,34,0,0,0,88,27,6,34,0,0,0,72,129,3,74,0,4,3,213,169,3,142,0,12,3,326,200,0,100,0,7,0,311,134,0,38,0,0,0,171,54,0,14,0,0,0,71,23,0,6,0,0,0,30,15,0,0,0,0,0,17,11,0,3,0,0,0,15,8,0,0,0,0,0,6,14,7,16,3,0,3,44,820,258,493,6,33,19,1633
404011093,0,52,26,6,0,15,104,8,125,0,39,0,3,176,10,241,29,23,9,3,318,16,88,50,48,0,0,214,31,42,34,9,14,0,128,113,56,114,14,12,0,300,332,46,192,20,20,0,607,534,16,196,3,15,0,763,142,0,40,0,0,4,186,28,0,16,0,0,0,41,0,0,0,0,0,0,6,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,29,10,9,3,4,81,1241,697,717,177,77,37,2939
404011094,0,12,9,0,0,11,37,0,53,0,0,0,0,58,5,86,6,6,0,3,104,4,25,21,3,0,3,60,9,14,25,0,0,0,49,24,17,32,0,5,0,84,81,10,70,3,8,0,178,87,4,42,0,0,0,135,6,0,3,0,0,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,3,3,0,0,29,223,240,215,17,18,21,736
404011095,3,38,25,4,0,18,88,0,108,6,11,0,0,120,0,201,19,6,0,0,233,21,111,35,10,6,0,188,33,32,46,3,3,4,121,117,45,84,8,9,0,266,230,58,130,7,14,4,441,282,15,130,0,8,3,435,73,0,30,0,0,0,101,24,0,4,0,0,0,25,13,0,3,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,15,6,4,0,70,807,652,521,58,47,34,2115
404011096,0,20,16,0,3,16,52,0,59,0,14,3,3,79,3,174,10,7,0,0,190,9,78,18,12,0,0,121,4,23,18,3,0,0,52,50,40,39,0,3,0,137,212,27,94,3,0,0,338,180,6,79,0,0,0,260,74,0,29,0,0,0,104,36,0,14,0,0,0,54,19,0,5,0,0,0,21,4,0,0,0,0,0,10,3,0,0,0,0,0,4,3,0,5,0,0,0,8,8,24,10,5,5,0,55,608,450,331,51,15,20,1479
404011097,0,41,28,0,0,19,91,0,106,4,3,3,3,123,9,170,22,23,6,0,234,16,90,41,22,4,0,174,26,37,36,13,6,0,113,145,40,130,14,26,4,356,389,45,161,23,33,5,651,327,11,86,4,13,0,440,23,0,15,0,0,0,42,6,3,3,0,0,0,17,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,23,20,7,5,10,80,944,574,569,111,92,42,2324
404021098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404021099,3,21,31,0,3,14,64,0,78,3,4,0,0,85,4,87,27,3,0,0,120,24,41,34,13,10,0,112,35,11,45,5,0,0,100,140,23,83,10,5,0,259,366,21,162,0,13,0,562,291,6,84,0,3,0,381,89,0,13,0,0,0,108,21,0,4,0,0,0,34,6,0,5,0,0,0,10,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,14,7,3,0,4,43,1001,299,494,39,31,30,1897
404021100,3,29,24,0,0,10,66,0,115,0,3,3,3,129,0,166,8,9,3,3,189,11,90,19,23,4,0,143,7,31,19,0,4,3,66,78,51,52,17,28,0,218,247,55,84,7,13,3,405,250,9,76,0,8,0,336,28,0,4,0,0,0,34,7,0,0,0,0,0,12,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,26,11,7,7,3,56,631,573,295,76,62,17,1657
404021101,0,28,31,0,0,14,73,0,97,3,12,0,4,114,0,150,18,9,0,3,193,23,77,37,23,0,0,159,56,23,63,9,9,0,170,131,41,91,7,6,0,283,216,33,121,3,11,0,394,140,4,37,0,4,0,185,12,0,3,0,3,0,16,4,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,16,7,3,0,60,596,482,428,69,45,28,1652
404021102,4,76,34,3,7,19,146,0,243,5,19,0,0,272,9,362,44,17,7,7,441,29,227,42,51,10,3,355,27,79,56,5,8,0,178,128,87,126,14,31,0,382,254,96,178,5,29,3,574,229,25,90,0,12,0,359,15,4,10,0,3,0,36,8,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,5,19,56,28,33,0,5,141,713,1263,619,146,115,40,2899
404021103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031105,0,3,5,0,0,0,17,0,4,0,0,0,0,4,0,18,0,3,0,0,19,5,0,3,0,0,0,8,6,0,3,0,0,0,8,10,0,15,0,0,0,28,22,3,19,0,3,0,46,38,0,19,0,0,0,59,10,0,5,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,11,106,40,81,3,7,6,231
404031106,5,25,21,3,3,16,70,0,38,3,10,0,0,48,8,50,20,9,3,0,94,25,34,39,18,3,0,117,43,8,43,5,8,0,110,210,7,118,3,16,0,357,234,3,117,0,11,3,374,163,4,114,0,9,0,295,60,0,28,0,7,0,87,16,0,3,0,0,0,23,9,0,0,0,0,0,9,3,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,14,9,8,3,0,3,41,791,187,514,55,64,29,1641
404031107,3,39,36,6,4,25,128,0,114,5,5,3,0,129,24,129,68,28,8,3,258,71,80,110,33,8,0,302,95,19,102,10,12,4,239,502,20,217,5,16,0,754,549,10,307,3,20,0,887,482,7,193,0,12,3,690,101,0,61,0,4,0,171,21,0,10,0,0,0,27,8,0,4,0,0,0,10,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,7,29,21,26,18,6,3,98,1884,452,1128,112,94,40,3711
404031108,3,35,41,23,3,27,134,3,63,3,7,0,0,77,14,159,41,11,3,0,228,43,63,52,52,16,0,228,58,21,56,22,4,4,162,151,25,129,29,11,0,346,325,46,217,34,17,0,638,414,13,192,8,9,0,635,150,0,57,0,3,0,216,19,0,12,0,3,0,36,4,0,3,0,0,0,15,7,0,9,0,0,0,12,4,0,3,0,0,0,8,0,0,4,0,0,0,5,18,28,30,13,0,5,89,1208,449,850,200,71,43,2818
404031109,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,11,5,0,0,0,14,10,3,10,0,0,0,26,32,0,11,0,0,0,43,107,0,32,0,3,0,139,77,0,40,0,5,0,128,66,0,35,0,0,0,99,28,0,8,0,0,0,30,18,0,0,0,0,0,26,16,0,3,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,3,0,19,360,16,161,6,10,0,553
405011110,0,3,12,0,16,19,44,0,0,0,0,5,0,12,0,22,7,6,4,3,40,7,15,16,0,0,0,42,28,5,30,0,3,0,66,47,3,43,0,0,3,100,47,3,30,0,0,0,79,14,0,8,0,0,0,23,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,152,52,163,14,27,23,423
405011111,0,0,23,0,6,11,45,0,10,3,3,0,0,13,6,15,10,4,9,0,42,20,10,35,0,10,0,68,19,0,41,0,3,0,68,57,0,50,0,11,0,117,54,0,27,0,5,0,81,34,0,7,0,3,0,44,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,3,0,24,197,37,207,5,44,15,509
405011112,0,0,12,0,3,8,27,0,0,0,0,0,0,0,0,0,6,0,4,0,16,4,0,14,6,0,0,25,12,3,16,8,0,0,37,32,0,14,0,3,0,50,37,0,33,0,0,0,72,29,0,6,0,0,0,33,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,10,110,10,105,18,23,14,278
405011113,0,0,9,0,15,13,31,0,0,0,3,0,0,4,0,0,6,3,3,0,14,3,0,13,0,3,0,19,7,0,19,0,0,0,29,8,0,29,0,0,0,37,11,0,21,0,0,0,27,6,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,14,41,0,109,6,23,9,184
405011114,0,3,8,3,4,13,32,0,4,3,10,0,0,16,6,8,9,16,5,0,40,7,17,18,21,8,0,71,17,3,14,5,0,0,37,58,3,40,0,3,0,106,165,0,45,0,3,4,215,52,0,7,0,0,0,63,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,9,0,0,27,302,49,149,65,17,21,610
405011115,0,0,9,0,7,8,20,0,0,0,3,0,0,3,3,4,6,3,6,0,21,15,3,7,7,6,0,37,19,0,17,0,3,0,43,55,0,28,3,0,0,88,118,3,33,0,9,0,159,34,0,5,0,0,0,42,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,5,3,3,19,257,9,108,25,29,9,433
