SA2_MAINCODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
117021327,0,6,0,6,..,61,3,62,0,62,..,150,14,165,0,168,..,11,0,11,0,11,..,41,21,57,0,57,..,18,7,23,0,23,..,98,25,125,0,125,..,298,83,389,5,392,..,1633,307,1942,15,1954,..,21,0,21,886,904,7178,1657,307,1961,903,10044,7081,..,..,..,..,7081,..,3,0,3,0,3,..,50,14,71,0,71,..,3,0,3,0,3,..,84,23,110,3,112,..,155,33,182,4,188,..,7,5,12,0,10,..,251,58,301,7,313,..,27,4,35,0,35,..,23,0,23,0,23,..,63,0,65,0,65,..,45,5,47,0,47,..,228,78,305,0,309,..,9,0,9,0,9,..,19,0,19,0,21,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,25,0,25,..,51,3,57,0,60,..,142,43,183,0,183,..,46,6,56,0,56,..,24,6,35
117021328,0,3,0,3,..,78,3,83,0,83,..,54,10,59,0,59,..,3,0,3,0,3,..,39,13,54,0,52,..,14,4,17,0,17,..,92,32,127,0,129,..,89,29,123,0,118,..,909,222,1137,14,1151,..,7,0,7,248,251,2527,918,222,1146,259,3933,2483,..,..,..,..,2483,..,3,0,3,0,3,..,24,7,38,0,38,..,0,0,0,0,0,..,84,44,133,3,137,..,48,15,59,0,59,..,8,4,12,0,12,..,140,68,201,3,204,..,10,3,17,0,17,..,7,0,7,0,7,..,32,3,36,0,36,..,16,0,16,0,15,..,67,40,112,0,107,..,3,0,7,0,7,..,18,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,35,3,43,0,43,..,60,5,64,0,64,..,30,3,29,0,29,..,15,0,15,0,15,..,11,0,11
117031329,0,5,0,5,..,81,8,85,0,85,..,118,5,128,0,130,..,8,0,13,0,13,..,77,40,118,0,118,..,10,0,9,0,9,..,22,3,31,0,31,..,167,5,174,0,177,..,1188,112,1297,7,1304,..,8,0,8,1073,1084,4153,1195,112,1308,1085,6547,2966,..,..,..,..,2966,..,8,0,8,0,8,..,9,0,9,0,9,..,0,0,0,0,0,..,62,7,65,0,65,..,76,20,95,0,94,..,4,0,6,0,6,..,142,28,170,0,168,..,5,0,6,0,6,..,14,0,14,0,14,..,81,4,88,0,88,..,38,0,38,0,38,..,21,3,19,0,19,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,16,0,16,..,38,0,40,0,39,..,51,0,54,0,54,..,50,3,60,0,61,..,22,0,25
117031330,0,3,0,3,..,83,4,86,0,85,..,125,3,129,0,129,..,0,0,0,0,0,..,22,3,29,0,29,..,10,0,16,0,16,..,45,13,60,0,60,..,177,31,212,7,216,..,1254,159,1407,14,1426,..,13,0,22,706,724,6157,1270,156,1427,720,8301,5744,..,..,..,..,5744,..,5,0,5,0,5,..,25,0,25,0,25,..,5,0,5,0,3,..,105,47,149,0,149,..,195,38,237,0,234,..,10,7,18,0,18,..,313,85,404,0,405,..,13,0,13,0,13,..,9,0,9,0,9,..,81,8,84,3,88,..,56,0,54,0,58,..,46,9,56,0,56,..,6,0,9,0,9,..,19,0,23,0,23,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,38,3,40,0,40,..,53,0,59,0,56,..,38,3,43,0,45,..,31,3,30
117031331,0,19,0,19,..,97,7,103,0,103,..,131,16,151,0,151,..,18,0,18,0,18,..,62,15,71,0,73,..,22,3,29,3,29,..,102,41,142,0,138,..,240,30,270,13,278,..,1958,275,2229,26,2256,..,17,0,17,939,958,6132,1976,275,2249,966,9344,6326,..,..,..,..,6326,..,4,0,4,0,4,..,53,14,65,0,64,..,8,0,9,0,9,..,188,46,233,0,236,..,713,113,827,3,833,..,47,15,56,0,56,..,947,168,1121,3,1124,..,15,0,15,0,15,..,23,0,23,0,23,..,97,3,101,0,99,..,72,3,76,0,80,..,67,16,83,0,83,..,4,0,8,0,8,..,47,3,49,0,49,..,11,0,11,0,11,..,6,0,7,0,7,..,5,0,5,0,5,..,21,3,17,0,17,..,92,5,95,0,100,..,77,9,83,0,83,..,80,9,90,0,89,..,53,8,64
117031332,0,16,0,16,..,86,0,89,0,89,..,164,4,167,0,169,..,22,0,22,0,22,..,69,22,90,0,90,..,16,6,21,0,21,..,70,26,94,0,101,..,235,27,258,4,264,..,2200,274,2472,13,2488,..,22,3,20,1124,1149,8547,2217,277,2496,1141,12181,8436,..,..,..,..,8436,..,15,0,16,0,16,..,41,10,51,0,51,..,0,0,0,0,0,..,194,23,216,0,216,..,954,91,1048,3,1052,..,69,28,99,0,99,..,1217,146,1364,3,1364,..,12,7,16,0,16,..,35,0,35,0,35,..,114,0,118,0,118,..,78,0,79,0,79,..,101,45,148,0,146,..,14,0,13,0,13,..,49,0,49,0,49,..,7,0,7,0,7,..,15,0,15,0,15,..,11,0,11,0,11,..,20,0,22,0,22,..,113,3,117,0,117,..,71,3,76,0,75,..,85,8,91,0,91,..,60,11,69
117031333,0,7,0,7,..,90,3,98,0,98,..,207,4,216,3,219,..,6,0,6,0,6,..,55,30,85,0,86,..,31,0,31,0,31,..,30,7,39,0,39,..,259,32,288,4,293,..,1792,191,1977,12,1997,..,16,6,22,2861,2884,7064,1812,194,2008,2875,11950,5772,..,..,..,..,5772,..,3,0,3,0,3,..,12,3,16,0,16,..,6,0,6,0,6,..,61,14,76,0,80,..,134,36,171,3,170,..,15,3,20,0,20,..,209,58,264,3,265,..,15,0,15,0,15,..,27,0,27,0,27,..,165,4,171,0,175,..,76,3,82,0,82,..,29,0,34,0,34,..,10,0,10,0,10,..,34,0,34,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,60,0,60,0,60,..,129,6,137,0,137,..,52,6,55,0,58,..,36,11,48
117031334,0,21,0,21,..,278,16,299,3,300,..,207,14,225,3,228,..,49,3,48,0,52,..,187,89,279,0,277,..,34,0,30,0,34,..,115,9,130,0,130,..,349,47,394,7,400,..,4184,840,5018,35,5055,..,23,5,33,1143,1175,4502,4205,847,5054,1180,10733,3886,..,..,..,..,3886,..,6,0,6,0,6,..,42,4,49,0,49,..,0,0,0,0,0,..,478,172,645,4,650,..,1734,410,2142,13,2150,..,130,47,175,0,175,..,2340,622,2961,19,2980,..,6,3,7,0,7,..,25,0,25,0,25,..,110,8,120,3,126,..,38,0,41,0,41,..,40,0,40,0,40,..,15,0,15,0,15,..,109,10,118,0,118,..,10,0,10,0,10,..,3,0,3,0,6,..,16,0,16,0,16,..,28,4,31,0,31,..,181,11,193,0,192,..,112,10,118,0,118,..,180,62,238,0,235,..,270,99,365
117031335,0,32,0,28,..,313,16,329,3,328,..,228,22,241,3,251,..,18,0,18,0,18,..,120,49,167,0,169,..,26,3,34,0,34,..,113,15,130,3,131,..,312,48,360,3,363,..,3447,629,4077,33,4115,..,32,0,36,1305,1337,6167,3479,629,4115,1336,11625,4875,..,..,..,..,4875,..,0,0,0,0,0,..,73,19,92,0,92,..,3,0,3,0,3,..,310,159,468,0,468,..,1417,287,1704,8,1717,..,97,46,142,0,142,..,1824,493,2314,8,2323,..,13,0,13,0,13,..,22,0,22,0,22,..,123,5,129,0,129,..,43,0,44,0,44,..,84,34,114,0,119,..,17,3,21,0,21,..,32,0,32,0,36,..,7,0,7,0,7,..,7,0,7,0,4,..,6,0,9,0,9,..,28,3,27,0,27,..,95,5,106,3,110,..,73,4,73,0,73,..,78,16,92,0,92,..,102,35,140
117031336,0,6,0,6,..,181,18,196,3,200,..,171,14,180,0,183,..,9,0,9,0,9,..,159,111,263,0,267,..,12,0,16,0,19,..,60,9,72,0,72,..,209,21,228,4,233,..,2004,407,2410,19,2425,..,17,3,20,1336,1363,5637,2016,416,2435,1356,9431,3922,..,..,..,..,3922,..,0,0,0,0,0,..,24,3,31,0,31,..,0,0,0,0,0,..,111,94,204,0,205,..,195,94,290,0,288,..,20,11,26,0,26,..,319,204,523,3,527,..,11,0,11,0,11,..,29,0,29,0,29,..,140,5,144,0,149,..,41,0,37,0,37,..,71,25,97,0,97,..,6,0,6,0,6,..,18,0,22,0,23,..,4,0,4,0,4,..,5,0,5,0,5,..,3,0,3,0,3,..,24,0,24,0,24,..,57,0,58,0,65,..,76,11,86,0,89,..,54,17,71,0,70,..,62,27,82
117031337,3,23,0,23,..,1169,133,1303,14,1311,..,157,15,175,0,175,..,38,0,41,0,41,..,820,637,1450,12,1467,..,25,0,26,0,26,..,175,17,193,0,196,..,312,29,342,9,348,..,6032,1695,7727,60,7790,..,27,7,37,2038,2075,3950,6065,1702,7765,2100,13815,2932,..,..,..,..,2932,..,7,0,7,0,7,..,45,15,57,0,53,..,0,0,0,0,0,..,446,129,580,4,582,..,1839,553,2393,10,2403,..,110,39,148,3,149,..,2397,723,3119,16,3136,..,13,0,13,0,13,..,8,0,8,0,8,..,101,4,101,0,101,..,41,0,41,0,41,..,28,0,30,3,32,..,20,0,20,0,20,..,128,6,134,0,134,..,5,0,5,0,5,..,8,0,8,0,7,..,8,0,8,0,8,..,42,8,46,0,48,..,204,15,221,3,219,..,75,3,77,0,84,..,144,72,217,3,218,..,415,241,654
117031338,0,15,0,15,..,367,19,387,0,388,..,298,24,325,5,327,..,14,0,14,0,14,..,46,18,60,0,62,..,55,13,68,0,68,..,78,31,115,3,112,..,501,100,608,9,614,..,5993,1193,7185,56,7238,..,36,4,39,1652,1687,7991,6031,1191,7224,1705,16916,6567,..,..,..,..,6567,..,5,0,5,0,5,..,130,29,157,0,157,..,6,0,6,0,6,..,527,145,671,3,672,..,2563,594,3155,12,3173,..,153,67,221,0,221,..,3248,806,4048,20,4069,..,21,3,27,0,27,..,22,0,22,0,22,..,111,3,114,0,114,..,81,0,81,0,82,..,298,99,395,3,400,..,24,3,22,0,22,..,72,3,79,0,80,..,14,0,14,0,14,..,6,0,6,0,6,..,7,0,7,0,7,..,26,3,23,0,28,..,151,9,155,3,156,..,107,10,122,0,119,..,83,5,87,0,91,..,193,60,261
118011339,0,4,0,4,..,41,0,44,0,42,..,172,13,181,0,186,..,3,0,3,0,3,..,20,3,22,0,22,..,12,0,11,0,11,..,7,3,10,0,10,..,431,39,465,0,471,..,1532,166,1704,16,1715,..,16,4,13,876,897,6461,1547,171,1715,896,9077,6424,..,..,..,..,6424,..,13,0,13,0,13,..,28,3,29,0,29,..,0,0,0,0,0,..,29,7,38,0,38,..,62,8,73,0,72,..,8,0,8,0,7,..,97,17,111,3,117,..,14,0,14,0,14,..,15,0,15,0,15,..,187,4,195,3,198,..,111,0,111,0,113,..,92,11,100,0,104,..,3,0,3,0,3,..,5,0,7,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,21,0,24,0,26,..,140,13,152,0,153,..,43,3,43,0,42,..,14,4,13
118011340,0,0,0,0,..,23,0,24,0,24,..,262,18,282,0,282,..,0,0,0,0,0,..,7,3,6,0,6,..,11,0,10,0,10,..,6,0,6,0,6,..,461,34,490,7,501,..,1699,142,1834,13,1844,..,27,3,29,1185,1221,7208,1720,145,1865,1196,10275,7152,..,..,..,..,7152,..,13,0,13,0,13,..,23,0,27,0,29,..,0,0,0,0,0,..,37,7,45,0,45,..,51,6,54,0,54,..,9,0,9,0,9,..,91,11,103,0,103,..,16,0,16,0,16,..,43,3,40,0,42,..,194,10,206,3,204,..,137,0,143,0,146,..,88,4,94,0,95,..,3,0,3,0,3,..,10,0,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,16,0,16,..,30,0,36,0,36,..,187,6,196,0,194,..,49,10,54,0,54,..,15,3,19
118011341,0,3,0,3,..,69,3,70,0,70,..,145,8,155,0,156,..,9,0,9,0,9,..,26,9,32,0,32,..,6,3,6,0,6,..,13,8,14,0,14,..,377,31,410,5,418,..,1532,181,1712,10,1718,..,27,0,24,933,953,5275,1552,181,1737,938,7947,5644,..,..,..,..,5644,..,12,0,12,0,12,..,13,4,21,0,21,..,0,0,0,0,0,..,98,14,109,0,109,..,180,53,230,0,233,..,18,4,27,0,27,..,295,68,362,0,364,..,14,0,15,0,15,..,21,3,19,0,19,..,133,11,138,3,139,..,63,0,66,3,65,..,80,13,92,0,92,..,8,0,13,0,13,..,15,4,16,0,16,..,5,0,5,0,5,..,0,0,0,0,0,..,0,3,4,0,4,..,10,0,10,0,10,..,39,9,47,0,47,..,127,10,136,0,140,..,84,14,98,0,98,..,47,8,60
118011342,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
118011343,0,3,0,3,..,56,0,54,0,54,..,113,4,116,0,116,..,4,0,4,0,4,..,16,3,16,0,16,..,3,0,3,0,3,..,27,0,28,0,31,..,379,30,407,3,409,..,1674,123,1796,13,1806,..,22,5,28,1094,1125,8698,1693,126,1827,1101,11629,9680,..,..,..,..,9680,..,23,0,23,0,24,..,23,3,27,0,27,..,0,0,0,0,0,..,137,14,150,3,151,..,192,55,246,0,248,..,20,4,23,0,26,..,346,75,422,3,423,..,12,0,11,0,11,..,20,0,20,0,20,..,158,3,162,0,163,..,91,0,90,0,90,..,127,7,133,3,132,..,0,3,3,0,3,..,23,0,23,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,37,3,41,0,41,..,136,4,142,0,141,..,57,0,58,0,58,..,30,7,42
118011344,0,0,0,0,..,42,3,47,0,47,..,67,4,70,0,70,..,0,0,0,0,0,..,9,0,11,0,11,..,5,0,10,0,10,..,3,0,10,0,10,..,355,19,374,3,376,..,1048,81,1128,9,1129,..,15,0,19,299,318,3738,1058,78,1142,306,5180,3971,..,..,..,..,3971,..,6,0,6,0,6,..,16,0,16,0,16,..,0,0,0,0,0,..,34,6,37,0,37,..,83,23,101,0,103,..,4,0,9,0,9,..,120,30,147,0,148,..,12,0,12,0,12,..,16,0,16,0,16,..,47,3,49,0,49,..,38,0,38,0,36,..,85,5,85,0,88,..,3,0,8,0,8,..,5,0,7,0,7,..,4,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,8,3,6,0,6,..,26,5,31,0,31,..,55,3,57,0,57,..,27,3,25,0,25,..,7,0,3
118011345,0,0,0,0,..,23,0,23,0,23,..,92,7,96,0,97,..,4,0,4,0,4,..,16,4,15,0,15,..,8,0,8,0,8,..,17,0,17,0,17,..,140,22,162,0,164,..,877,73,953,11,958,..,15,0,15,690,697,5539,892,73,961,693,7203,6045,..,..,..,..,6045,..,12,0,10,0,10,..,8,0,8,0,8,..,0,0,0,0,0,..,43,5,48,6,54,..,59,5,70,0,70,..,4,0,4,0,4,..,110,15,121,6,121,..,11,3,13,0,13,..,8,0,15,0,15,..,132,3,133,0,134,..,51,0,51,0,55,..,73,15,82,0,82,..,3,0,3,0,3,..,14,0,9,0,9,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,28,3,33,0,33,..,69,9,78,3,81,..,28,3,34,3,34,..,18,0,18
118011346,0,7,0,10,..,32,4,35,0,33,..,36,0,42,0,38,..,0,0,0,0,0,..,0,0,3,0,3,..,16,0,16,0,16,..,7,0,7,0,7,..,145,3,149,0,150,..,807,62,867,7,878,..,17,0,17,346,363,4289,822,62,884,356,5532,4785,..,..,..,..,4785,..,8,0,8,0,8,..,19,0,19,0,19,..,3,0,3,0,3,..,80,11,94,0,94,..,120,37,158,0,158,..,11,7,14,0,14,..,218,48,266,0,266,..,8,0,8,0,8,..,6,0,6,0,6,..,75,0,75,0,75,..,38,0,38,0,38,..,134,5,142,0,142,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,11,0,11,..,56,0,63,0,63,..,15,3,14,0,17,..,14,3,23
118011347,0,0,0,0,..,13,0,20,0,20,..,51,0,51,0,51,..,4,0,4,0,4,..,9,0,11,0,11,..,3,0,3,0,3,..,7,0,8,0,8,..,76,11,85,3,85,..,450,46,488,5,499,..,5,0,5,350,359,2640,453,46,495,356,3487,3190,..,..,..,..,3190,..,5,0,5,0,5,..,12,0,12,0,12,..,0,0,0,0,0,..,28,0,36,0,36,..,57,11,66,0,66,..,4,0,4,0,4,..,86,17,105,0,105,..,5,0,12,0,12,..,14,0,14,0,14,..,46,0,46,0,46,..,26,0,24,0,27,..,30,3,30,0,30,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,16,0,16,..,39,0,39,0,39,..,13,0,14,0,14,..,7,0,7
118021348,0,4,0,4,..,39,3,41,3,47,..,144,17,161,0,165,..,8,0,8,0,8,..,9,0,11,0,11,..,10,9,15,0,15,..,24,3,28,0,28,..,318,44,367,11,373,..,1773,186,1963,19,1986,..,32,3,34,1031,1070,8980,1809,193,2002,1052,12028,9933,..,..,..,..,9933,..,16,0,16,0,16,..,72,3,77,4,78,..,0,0,0,0,0,..,91,18,107,0,107,..,106,29,131,0,131,..,8,0,14,0,14,..,205,49,250,0,254,..,18,0,24,0,24,..,39,3,38,0,39,..,215,6,225,5,228,..,126,4,131,0,130,..,248,26,269,0,270,..,10,0,10,0,10,..,25,0,28,0,28,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,13,0,13,0,13,..,58,0,62,0,62,..,136,9,141,0,146,..,44,0,44,0,45,..,20,3,25
118021350,0,18,0,18,..,168,9,180,0,180,..,135,14,147,0,151,..,5,0,5,0,5,..,23,3,26,0,26,..,27,5,26,0,26,..,22,7,31,0,31,..,305,36,342,3,347,..,2374,321,2697,26,2722,..,41,3,41,2375,2420,7404,2415,327,2744,2401,12545,7386,..,..,..,..,7386,..,11,0,11,0,11,..,95,17,113,0,113,..,10,0,10,3,19,..,253,92,341,0,341,..,323,88,411,6,417,..,43,8,52,0,52,..,611,194,807,6,813,..,31,4,35,0,35,..,26,0,21,0,27,..,171,5,172,0,172,..,41,0,44,0,44,..,295,24,328,5,329,..,61,9,64,0,64,..,25,3,31,0,28,..,13,0,20,0,20,..,8,0,8,0,8,..,9,0,9,0,9,..,10,0,13,0,13,..,133,8,145,0,144,..,139,21,161,4,161,..,28,7,30,0,30,..,32,19,53
118021564,0,38,0,38,..,248,5,254,0,259,..,134,9,145,0,144,..,23,0,23,0,23,..,48,4,53,0,53,..,12,0,12,0,12,..,69,9,76,0,76,..,189,20,210,3,219,..,2960,334,3290,24,3317,..,9,0,11,514,526,3637,2971,332,3307,533,7476,3413,..,..,..,..,3413,..,5,0,5,0,5,..,52,13,61,0,61,..,3,0,3,0,3,..,353,51,406,0,406,..,1018,130,1145,6,1150,..,71,37,112,0,112,..,1448,218,1661,5,1670,..,7,0,7,0,7,..,10,0,10,0,10,..,51,3,55,0,55,..,27,0,27,0,27,..,179,35,213,3,214,..,30,3,32,0,32,..,54,0,54,0,54,..,5,0,6,0,6,..,34,0,37,0,37,..,15,0,15,0,15,..,30,0,35,0,35,..,170,9,171,0,174,..,53,4,54,0,54,..,42,3,41,0,41,..,51,12,64
118021565,0,96,0,96,..,436,30,472,0,472,..,88,8,99,0,106,..,26,0,26,0,26,..,37,10,53,0,52,..,10,0,15,0,15,..,68,9,77,0,77,..,232,21,250,5,258,..,3855,605,4464,24,4487,..,14,7,21,381,401,3079,3875,610,4484,407,7967,2860,..,..,..,..,2860,..,3,0,3,0,3,..,49,5,54,3,61,..,0,0,0,0,0,..,292,65,355,0,358,..,1500,295,1799,14,1810,..,113,47,157,0,157,..,1911,405,2321,15,2328,..,12,0,12,0,12,..,10,0,10,0,10,..,46,0,45,0,45,..,33,0,32,0,32,..,396,101,498,3,497,..,33,3,38,0,38,..,34,0,34,0,34,..,6,0,6,0,6,..,16,0,16,0,16,..,15,0,15,0,15,..,28,0,26,0,26,..,122,4,128,0,128,..,54,13,70,0,70,..,19,5,27,3,26,..,24,16,48
