SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
102011036,11,7,11,4,4,3,31,6,3,4,0,0,0,9,7,4,15,0,6,0,32,3,6,4,0,7,0,19,10,10,8,5,6,3,39,11,15,17,4,6,0,62,12,24,14,3,3,0,55,21,27,21,3,7,3,82,19,38,16,7,8,3,97,20,53,17,9,7,0,110,26,56,20,7,4,0,112,28,73,33,9,7,3,162,10,42,4,0,0,0,63,5,29,10,0,0,0,40,18,55,25,0,0,0,90,19,51,19,4,4,0,94,4,12,4,0,0,0,25,3,7,0,0,0,0,19,7,15,10,3,4,0,43,250,525,244,67,72,21,1178
102011037,11,4,3,0,3,0,29,0,3,3,0,0,0,10,3,0,4,0,0,0,12,8,0,3,0,0,0,5,9,8,3,0,3,0,17,7,13,9,0,3,0,35,12,14,6,8,7,0,48,10,33,7,5,9,0,62,15,25,9,0,0,0,57,14,37,11,5,3,0,74,13,32,12,3,3,0,62,29,56,14,5,4,0,112,16,31,3,3,0,0,52,11,22,0,3,3,0,36,15,28,5,4,0,0,51,18,32,9,0,4,0,64,8,11,3,0,0,0,24,7,0,3,0,0,0,13,3,11,3,3,0,0,25,217,359,113,34,48,3,775
102011038,14,3,3,0,8,0,32,7,3,0,0,0,0,10,9,3,8,0,5,0,22,3,5,3,0,0,0,6,4,9,12,0,3,0,23,5,7,12,0,3,0,32,8,7,11,3,0,0,21,23,24,8,4,7,0,66,9,23,9,3,3,0,55,15,37,18,12,7,0,92,19,37,10,6,0,0,78,25,66,18,3,6,0,122,22,38,8,3,4,0,69,11,27,14,0,0,0,53,16,60,4,0,6,0,86,28,46,22,8,8,0,105,8,17,6,3,3,0,35,3,6,5,0,0,0,19,8,18,8,3,3,0,41,236,435,183,51,64,5,978
102011039,25,9,14,0,4,0,56,6,0,0,0,3,0,18,6,6,3,0,3,0,18,11,4,0,0,3,0,20,10,3,3,0,4,0,24,19,10,13,6,4,0,48,16,20,15,5,7,0,59,22,25,11,3,12,0,68,13,37,25,9,6,0,90,22,41,19,5,7,0,98,15,26,12,3,0,0,65,45,86,37,4,14,0,187,12,33,10,3,4,0,68,16,37,16,8,0,0,79,36,84,20,4,13,3,160,47,156,36,13,8,0,260,27,40,18,7,3,0,91,18,26,13,0,0,0,58,12,17,19,0,3,0,48,386,668,292,71,91,10,1525
102011040,31,12,14,0,9,0,72,12,4,3,0,3,0,27,17,6,9,0,8,0,42,17,7,5,3,4,0,33,24,14,12,3,10,0,60,35,17,22,12,10,0,101,34,30,9,9,13,0,91,33,52,31,18,25,0,160,44,60,22,16,17,0,155,59,91,41,19,17,0,226,28,74,20,6,7,0,144,62,126,44,19,12,0,268,27,75,13,5,6,0,126,19,40,12,0,6,0,74,59,103,31,6,10,0,207,53,86,25,4,5,0,169,16,13,13,0,0,0,34,12,12,3,3,0,0,29,24,29,11,5,8,0,79,603,857,346,124,168,14,2107
102011041,14,16,6,0,0,0,35,4,0,0,0,0,0,8,13,7,3,0,0,0,22,7,4,3,0,3,0,17,12,7,8,0,0,0,34,8,13,10,0,4,0,34,15,15,16,5,6,0,53,24,21,24,4,5,0,71,14,33,10,3,8,0,72,20,48,20,4,3,0,93,10,30,17,7,4,0,63,28,72,22,8,3,0,128,10,45,9,3,0,0,69,8,35,7,0,0,0,52,23,90,24,10,3,0,150,40,125,28,4,6,0,197,13,45,10,4,0,0,72,8,32,11,3,0,0,57,6,16,12,3,3,0,48,281,663,228,57,53,4,1276
102011042,13,10,5,0,3,0,32,6,0,0,0,3,0,10,3,9,4,0,4,0,27,4,3,3,0,7,0,20,15,10,7,3,14,0,45,11,16,16,4,10,0,55,24,27,14,3,4,4,72,36,34,18,4,8,0,100,21,44,22,8,5,0,103,41,53,18,3,14,0,133,25,42,9,7,12,3,97,44,79,26,8,10,3,170,11,38,5,4,0,0,56,12,28,4,0,3,0,43,28,59,11,0,8,3,107,36,32,19,3,3,0,94,10,8,3,0,0,0,22,10,5,0,0,0,0,17,25,12,3,3,0,3,50,374,502,206,57,103,16,1255
102011043,20,7,3,3,0,0,28,3,0,3,0,3,0,11,12,3,7,0,3,0,24,3,0,3,0,3,0,15,20,11,7,0,9,0,40,12,6,11,8,12,3,51,21,24,19,7,3,0,69,31,54,21,14,12,0,131,38,47,25,13,3,0,121,39,108,31,15,15,0,202,38,68,17,8,3,0,138,35,93,29,9,8,4,177,23,44,6,0,3,0,77,10,21,3,0,0,4,34,26,22,18,4,3,0,68,12,20,10,0,3,0,41,3,3,8,0,0,0,17,3,3,0,0,0,0,7,10,17,8,8,3,0,50,358,551,215,78,90,11,1307
102021044,46,10,12,6,10,0,92,5,7,5,3,0,0,21,16,7,12,3,7,0,50,13,9,10,4,8,0,34,29,21,19,4,7,0,81,22,21,34,9,14,0,108,36,43,19,10,24,0,137,51,61,35,16,29,0,193,52,94,37,12,26,3,220,59,123,50,29,32,3,298,56,140,40,19,22,0,273,73,165,58,17,18,0,334,33,86,15,9,3,0,149,28,60,12,5,0,0,103,44,135,30,4,3,0,218,48,89,27,8,6,3,182,7,16,5,3,0,0,28,7,5,3,0,0,0,18,21,35,16,9,12,0,88,646,1118,442,167,232,16,2626
102021045,7,7,12,3,3,0,23,8,0,0,0,6,0,14,14,0,3,4,4,0,22,4,3,3,0,4,0,19,11,9,3,3,13,0,38,25,17,8,11,13,0,76,24,33,17,13,15,0,109,30,70,20,29,19,0,172,49,77,24,11,18,0,179,46,85,33,16,11,0,190,30,63,25,5,6,0,137,33,81,25,10,7,0,155,21,28,7,5,4,0,64,8,13,3,0,0,0,23,17,29,13,4,0,0,71,5,14,3,0,3,0,25,3,3,0,0,0,0,9,0,3,0,0,3,0,9,13,18,6,7,4,0,49,366,540,207,125,135,3,1373
102021046,12,4,5,0,0,0,21,8,0,0,0,4,0,11,10,4,6,0,5,0,22,4,7,3,0,4,0,16,20,10,10,5,5,0,47,15,16,4,6,0,0,40,30,28,6,9,9,0,76,27,39,15,13,5,0,91,39,55,19,15,4,0,129,40,54,16,11,10,0,132,25,43,11,5,4,3,93,35,63,21,10,6,0,134,11,21,7,4,0,0,43,4,13,3,0,0,0,22,12,20,3,3,3,0,44,6,19,13,0,3,0,40,6,3,0,0,0,0,6,4,0,3,3,0,0,10,10,11,8,0,3,0,31,304,400,147,83,68,14,1011
102021047,22,13,15,0,8,4,61,9,8,0,0,3,0,17,15,6,10,0,5,0,37,23,8,5,0,0,0,38,17,16,12,4,7,0,56,18,15,23,10,11,0,79,28,45,27,9,10,0,121,40,60,42,14,14,0,176,37,90,31,11,20,0,184,52,114,36,15,12,0,234,42,94,32,9,3,0,177,80,143,48,10,9,0,296,39,69,18,4,3,3,130,17,45,14,0,4,0,75,35,85,32,4,12,0,167,36,63,31,7,3,0,139,8,18,6,3,4,0,42,13,18,5,0,0,0,33,19,29,21,4,12,0,80,545,931,400,112,139,13,2139
102021048,25,7,9,3,0,0,47,11,3,5,4,0,3,25,14,6,12,3,3,0,36,14,4,7,3,8,0,38,20,10,24,5,9,0,76,37,41,32,15,15,3,138,48,45,41,22,23,0,181,64,96,36,25,15,0,238,69,104,33,23,25,0,261,66,143,37,24,27,3,307,50,97,24,8,4,3,195,64,124,48,13,8,3,260,17,36,19,0,3,0,86,9,17,6,0,0,0,33,22,36,17,4,3,0,88,16,23,14,3,3,0,58,3,14,8,0,0,0,21,3,0,0,3,0,0,11,25,23,14,8,13,0,86,586,835,393,169,174,23,2185
102021049,9,7,0,3,0,0,23,0,0,0,0,0,0,0,11,5,0,0,0,0,14,3,0,0,0,0,0,3,3,0,0,0,0,0,4,8,5,4,0,0,0,21,5,13,5,0,0,0,24,11,6,3,0,4,0,18,7,11,8,0,0,0,23,4,9,9,0,0,0,23,5,5,0,3,3,0,15,13,9,8,7,0,0,41,10,13,0,0,0,0,20,3,11,9,0,0,0,21,9,19,4,0,3,0,34,27,49,21,3,0,0,101,9,19,8,0,0,0,32,3,10,3,0,0,0,18,17,3,7,0,0,0,26,148,199,87,22,18,3,473
102021050,13,4,7,0,7,4,34,3,3,3,3,0,0,15,8,3,7,0,3,0,21,11,3,3,3,0,0,27,23,0,12,3,6,0,53,15,18,13,4,14,3,64,29,23,12,15,7,3,89,29,48,23,8,8,0,122,44,45,27,15,13,0,138,30,61,30,13,13,0,147,28,48,11,9,3,0,98,28,61,17,7,3,0,114,5,19,8,0,0,0,35,3,14,3,0,0,0,17,9,26,10,3,0,0,54,15,21,12,6,0,0,53,11,3,0,0,0,0,15,3,0,0,0,0,0,6,16,13,5,4,3,0,43,323,419,207,94,86,13,1143
102021051,6,8,4,0,0,0,18,7,5,3,0,3,0,18,3,4,0,0,0,0,7,7,0,0,0,0,0,5,10,7,4,0,0,0,17,10,11,3,0,5,0,28,12,19,5,3,5,0,39,13,9,8,9,7,0,43,12,22,17,5,3,0,61,12,25,15,5,3,0,61,12,26,3,3,0,0,40,21,38,21,9,0,0,85,9,17,4,0,0,0,33,10,12,4,0,3,0,33,12,24,8,0,0,0,47,11,35,10,4,4,0,63,8,7,8,0,0,0,28,4,7,3,0,0,0,15,8,14,11,0,3,0,34,186,276,126,38,44,7,677
102021052,10,0,0,0,0,0,15,3,4,3,0,0,0,8,10,0,3,0,0,0,14,8,3,0,4,3,0,12,15,3,8,4,3,0,34,17,6,6,4,0,0,35,19,18,7,4,6,4,50,20,26,13,6,7,0,76,24,27,11,9,11,0,79,25,47,13,3,4,0,93,12,30,8,0,5,0,54,21,45,16,3,3,0,91,14,25,5,0,4,0,42,7,11,4,0,3,0,23,6,18,7,0,0,0,37,6,17,5,3,0,0,31,3,3,0,0,0,0,10,0,3,0,0,0,0,0,7,19,3,0,3,0,28,219,305,116,44,48,4,734
102021053,11,3,4,0,7,0,20,0,0,0,0,0,5,4,9,0,4,3,8,0,24,10,0,0,0,0,0,18,19,3,9,3,5,0,29,15,16,3,9,5,3,49,21,12,22,12,3,0,71,20,18,6,4,6,0,60,21,24,12,4,7,0,68,16,37,10,3,4,0,72,21,32,6,6,3,0,79,27,60,18,17,5,0,131,10,27,3,5,0,0,54,8,15,4,3,0,0,31,25,38,7,3,3,0,82,27,48,13,0,3,0,102,9,20,3,0,0,0,25,3,4,4,0,0,0,15,17,18,15,3,7,0,60,299,384,145,77,69,12,991
102021054,10,0,4,3,0,3,20,7,0,3,0,0,0,6,11,3,0,0,3,0,16,9,3,0,0,3,0,16,12,5,13,0,4,3,36,15,13,3,0,8,0,32,18,16,16,4,3,0,56,23,15,11,8,10,3,60,22,25,10,4,8,0,73,25,52,12,7,7,0,99,20,39,4,4,4,0,77,24,36,18,8,8,0,92,6,12,5,3,0,0,28,3,13,0,0,0,0,18,16,29,4,3,3,0,57,14,25,7,4,3,0,56,3,6,3,0,0,0,13,4,4,3,0,0,0,13,10,12,15,3,3,0,42,243,307,143,44,58,12,806
102021055,5,4,3,0,3,0,17,3,3,0,0,0,0,11,6,0,0,3,0,0,10,5,0,3,0,3,0,12,0,3,3,0,4,0,14,6,4,8,7,0,0,19,12,8,7,0,3,0,28,13,25,9,3,4,0,50,14,23,14,3,3,0,56,17,35,9,3,3,0,67,16,18,12,3,6,0,48,19,46,10,6,7,0,84,11,18,9,3,3,0,43,6,16,5,3,0,0,28,9,27,9,0,0,0,46,9,33,5,0,0,0,50,8,5,3,0,0,0,16,0,5,0,0,0,0,7,8,12,3,0,4,0,19,154,270,119,38,48,4,626
102021056,21,12,6,0,4,0,41,4,5,4,0,0,0,12,6,5,0,3,0,0,18,7,0,7,4,0,0,13,8,17,8,0,8,0,43,13,20,14,4,4,0,57,18,33,23,8,4,0,87,29,40,20,11,5,0,99,23,56,21,14,7,4,117,45,75,23,3,12,0,158,28,108,26,8,4,0,174,55,169,43,13,10,0,292,39,101,28,11,7,0,174,23,66,7,4,4,0,105,38,155,41,5,7,0,245,29,89,19,0,7,0,144,13,20,3,0,0,0,36,4,14,4,0,0,0,27,15,25,15,7,4,0,68,404,1016,305,107,82,6,1919
102021057,7,0,5,0,0,0,17,4,0,0,0,0,0,4,6,0,5,3,0,0,18,3,3,0,0,0,3,11,12,3,4,8,6,0,28,11,11,11,3,8,0,45,21,19,11,7,6,0,68,17,25,19,13,9,0,76,22,33,13,9,8,0,74,23,41,22,6,9,0,106,15,25,14,5,5,0,67,21,37,26,3,4,0,98,12,14,3,0,0,0,30,8,19,6,0,0,0,24,10,18,8,6,0,0,45,15,20,6,0,0,0,37,0,3,4,0,0,0,10,3,0,3,0,0,0,4,9,4,3,0,0,0,19,212,285,163,60,65,8,793
103011058,28,11,13,0,3,0,62,5,3,8,0,3,0,19,19,3,8,5,3,0,43,5,4,7,3,0,0,24,28,14,17,6,3,0,70,36,30,24,15,11,0,122,48,63,31,17,16,0,163,62,83,31,26,23,0,231,63,113,33,14,8,3,238,57,129,23,26,18,0,246,44,80,20,8,12,3,164,63,114,29,11,18,0,238,17,47,12,3,0,0,81,14,32,3,0,3,0,55,30,79,24,5,3,0,147,29,64,16,5,4,0,112,9,17,3,0,4,0,33,6,10,0,0,0,0,14,22,31,17,5,4,0,72,594,939,310,147,128,10,2136
103011059,15,12,9,0,4,0,34,3,0,0,0,3,0,7,6,5,9,0,3,3,20,3,5,5,0,0,0,10,11,3,14,5,3,0,36,14,22,12,6,6,0,59,28,26,10,14,13,0,95,32,40,18,6,14,0,106,29,54,11,9,6,3,104,38,80,28,13,3,0,161,34,79,15,6,4,0,134,44,98,28,9,3,0,177,16,46,10,0,0,0,76,9,27,7,0,0,0,42,31,72,18,3,0,0,121,19,54,9,3,3,0,86,7,11,6,0,0,0,26,0,10,0,0,0,0,9,3,18,0,0,3,0,32,332,664,201,78,64,7,1345
103011060,22,4,3,3,0,0,32,3,3,0,0,0,0,12,4,0,3,0,0,0,15,13,7,10,3,3,0,29,14,7,7,3,0,0,31,16,12,7,0,0,0,41,24,23,7,0,0,0,54,19,26,17,0,0,0,68,14,43,6,0,3,0,68,23,37,10,3,3,0,79,12,12,11,5,0,0,36,15,46,25,3,0,0,88,8,17,0,0,0,0,29,6,13,0,0,3,0,23,12,43,12,3,4,0,72,11,37,17,0,0,0,66,3,9,4,0,0,0,23,5,3,9,0,0,0,15,3,14,13,3,3,0,34,216,367,167,34,23,3,816
103011061,8,4,7,0,0,0,16,3,0,0,0,0,0,3,0,4,0,0,3,0,13,6,3,0,0,0,0,13,6,3,4,0,0,0,19,9,13,13,3,0,0,30,20,18,3,4,0,0,39,23,18,5,4,6,0,58,9,22,6,4,0,0,44,14,16,10,0,3,0,40,4,6,7,4,0,0,22,9,10,4,0,0,0,27,3,0,0,0,0,0,5,4,5,0,0,0,0,14,8,10,0,0,0,0,25,4,9,0,0,0,0,13,0,3,0,0,0,0,5,3,4,0,0,0,0,6,9,6,0,0,3,0,25,145,161,71,25,16,3,419
103021062,22,20,9,0,3,0,47,3,3,0,3,0,0,10,3,6,4,0,3,0,24,10,10,3,0,0,3,28,19,26,8,0,4,0,52,19,37,7,7,0,3,78,14,23,3,5,5,0,48,14,20,4,0,3,0,40,4,13,5,0,0,0,21,9,10,0,0,3,0,28,3,12,0,0,0,0,13,3,7,3,0,0,0,9,0,4,0,0,0,0,7,0,5,0,0,0,0,5,0,5,0,0,0,0,5,4,12,4,0,0,0,18,0,0,0,0,0,0,4,3,3,0,0,0,0,4,16,15,0,3,0,0,38,145,227,48,25,29,8,476
103021063,8,0,0,0,0,3,18,6,0,0,0,0,0,13,13,4,3,0,3,0,24,13,10,3,0,3,3,39,22,22,7,9,5,0,63,29,37,14,5,6,0,101,28,41,13,6,5,0,89,22,52,9,10,3,0,102,18,38,12,3,0,0,76,20,32,3,7,4,0,67,14,23,3,0,3,0,44,12,23,11,0,0,0,42,7,11,0,0,0,0,13,0,3,0,0,0,0,3,8,14,3,0,4,0,29,8,6,4,0,0,0,23,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,12,7,0,3,0,42,241,329,112,54,44,13,785
103021064,11,6,4,0,0,3,29,5,0,0,0,0,0,8,16,8,6,0,0,0,26,8,9,6,0,3,0,23,15,11,7,3,3,0,46,13,17,11,5,3,0,52,26,21,11,8,9,0,68,15,13,10,0,0,0,39,6,11,7,3,3,0,36,9,17,3,0,3,0,37,5,11,3,0,0,0,21,12,12,3,0,0,0,25,0,5,0,0,0,0,10,0,3,0,0,0,0,5,10,8,5,0,0,0,16,9,5,3,0,0,0,17,3,3,4,0,0,0,10,0,0,0,0,0,0,7,7,13,4,3,0,0,32,175,180,80,42,29,5,504
103021065,27,24,6,0,0,0,54,0,0,0,0,0,0,3,7,9,3,0,9,0,26,13,8,5,0,3,0,27,17,22,13,9,11,0,80,25,46,11,10,18,0,110,38,47,19,16,0,0,125,35,59,18,8,7,0,133,11,30,17,7,3,0,73,15,29,16,3,4,0,58,5,29,5,0,0,0,41,3,36,5,3,0,0,49,3,8,0,0,0,0,14,3,8,0,0,0,0,11,6,16,3,0,0,0,32,6,9,3,0,0,0,22,4,3,0,0,0,0,7,10,3,3,0,0,0,19,18,26,9,0,12,0,63,260,410,139,61,60,8,945
103021066,15,10,0,0,0,0,23,4,3,3,0,0,0,12,9,3,3,3,0,0,25,5,5,0,0,3,0,10,13,9,0,3,0,0,28,7,16,4,5,3,0,33,9,15,4,0,0,0,31,6,3,0,3,0,0,15,7,7,3,0,0,0,16,9,4,0,0,0,0,18,0,3,0,0,0,0,4,3,7,3,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,8,4,3,0,0,0,0,5,0,4,0,0,0,0,4,3,0,0,0,0,0,7,9,7,3,0,0,0,26,97,119,40,16,12,4,292
103021067,13,3,0,0,3,0,21,7,3,3,0,0,0,7,11,6,0,4,3,0,24,8,4,3,3,4,0,25,14,11,17,10,7,0,62,30,29,16,8,8,0,92,42,69,24,11,3,0,147,47,69,21,13,10,3,150,26,58,16,6,6,0,119,25,57,14,0,0,0,96,17,29,12,5,0,0,57,20,48,14,5,0,0,91,7,11,0,4,0,0,24,4,9,5,3,0,0,17,14,25,0,3,0,0,48,10,20,7,0,0,0,38,8,4,4,0,0,0,16,3,4,0,0,0,0,9,10,15,9,3,0,3,40,300,479,161,75,48,5,1074
103021068,16,10,3,0,0,0,27,7,3,0,0,0,0,9,3,6,0,0,0,0,11,9,3,3,0,4,0,15,3,7,4,4,5,0,23,3,10,4,0,0,0,22,6,5,7,6,0,0,28,10,10,3,0,4,0,23,4,6,3,7,0,0,17,3,3,0,0,0,0,10,3,5,0,0,0,0,7,5,3,3,0,0,0,14,0,3,0,0,0,0,7,3,0,0,0,0,0,3,0,5,0,0,0,0,7,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,3,5,3,0,0,19,89,92,40,15,16,0,248
103021069,12,14,5,0,0,0,33,0,0,0,0,0,0,7,15,3,0,7,9,0,27,15,14,3,0,0,0,33,14,9,9,3,0,0,42,16,30,4,7,3,0,56,20,20,3,0,3,0,50,9,20,12,3,4,0,46,4,17,3,3,0,0,29,6,13,0,0,0,0,20,4,10,0,0,0,0,8,9,21,3,0,0,0,35,0,3,5,0,0,0,9,0,4,0,0,0,0,7,0,3,0,0,0,0,4,4,7,3,0,0,0,14,3,3,3,0,0,0,10,0,0,0,0,0,0,7,13,13,4,0,0,0,31,146,199,57,30,21,0,463
103031070,10,8,4,0,0,0,26,3,0,3,0,0,0,13,9,3,0,4,3,0,24,11,6,3,4,3,0,25,16,15,8,6,8,0,55,23,25,17,7,16,0,90,22,42,23,10,9,0,104,30,70,16,10,5,0,138,19,39,24,8,0,3,97,20,57,13,6,6,0,100,13,33,11,0,0,0,58,20,46,14,3,4,3,95,9,27,4,0,0,0,38,0,5,4,0,0,0,12,17,37,15,0,0,0,66,9,24,17,0,0,0,48,3,3,0,0,4,0,11,3,0,0,0,0,0,11,12,11,10,3,3,0,44,260,457,187,72,57,11,1044
103031071,8,9,3,3,0,0,25,5,0,0,0,3,0,8,18,6,5,0,5,0,34,6,8,3,4,0,0,22,16,16,10,0,3,0,41,22,21,12,5,10,0,68,27,26,10,12,5,0,84,34,34,18,3,6,0,87,29,38,13,3,10,0,82,24,32,7,0,4,0,76,10,27,8,4,3,0,44,22,41,8,5,3,0,77,15,9,0,3,0,0,26,3,9,3,0,0,0,13,15,18,10,0,7,0,51,16,29,7,3,0,0,50,9,8,6,0,0,0,18,4,3,0,0,0,0,7,15,19,10,4,3,0,45,295,343,131,53,46,3,877
103031072,19,3,4,0,3,0,26,3,3,0,0,0,0,6,6,5,0,0,3,0,15,10,3,0,4,0,0,20,16,10,6,4,3,0,38,13,16,7,5,3,0,45,23,26,12,4,3,0,64,24,37,17,5,6,0,93,24,42,17,9,4,0,92,39,60,15,8,8,0,134,27,61,13,5,4,0,104,28,68,23,4,3,0,126,18,49,8,0,0,0,71,9,32,3,0,0,0,48,19,67,7,0,4,0,93,26,50,8,0,0,0,83,10,13,7,3,0,0,23,5,10,0,0,0,0,21,17,12,4,9,0,0,43,341,563,146,59,42,4,1160
103031073,5,3,0,0,0,0,10,3,0,0,0,0,0,6,12,4,0,0,0,0,15,6,6,0,0,0,0,13,5,9,3,0,0,0,17,5,3,0,0,0,0,14,7,7,5,0,0,0,19,3,7,3,0,0,0,21,3,3,3,0,0,0,14,6,11,0,0,0,0,21,3,9,0,0,0,0,17,3,6,3,0,0,0,17,3,3,0,0,0,0,6,3,3,0,0,0,0,7,3,3,3,0,0,0,5,4,3,3,0,0,0,12,4,0,4,0,0,0,7,3,3,0,0,0,0,7,5,3,3,0,0,0,11,87,80,39,9,8,0,229
103031074,17,4,4,0,0,0,22,0,3,0,0,0,0,8,17,7,5,3,0,0,33,18,6,3,0,0,0,27,23,9,13,3,3,0,44,26,23,10,8,4,0,68,31,33,9,3,3,0,76,28,33,13,10,9,0,93,23,35,8,5,0,0,74,25,47,19,0,0,0,91,19,46,9,0,4,0,72,17,52,15,0,3,0,93,7,16,4,0,0,0,28,4,12,0,0,0,0,23,12,41,11,0,3,0,61,15,28,7,3,0,0,60,13,11,4,0,0,0,27,3,5,0,0,0,0,14,23,19,10,5,0,0,50,315,434,151,43,29,4,972
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,12,9,3,3,3,0,35,3,3,0,0,0,0,11,6,3,0,0,0,0,10,12,0,7,0,3,0,22,5,15,5,8,5,0,37,15,22,10,3,3,0,53,23,24,11,8,4,0,72,20,36,17,9,0,0,86,23,32,16,3,3,0,73,27,35,7,4,0,0,75,12,22,0,0,0,0,38,15,43,11,0,0,0,64,4,24,4,0,0,0,35,0,16,0,0,0,0,16,10,27,12,0,0,0,57,15,21,11,0,4,0,52,0,18,0,0,0,0,17,3,10,3,0,0,0,19,9,18,3,0,6,0,39,231,366,112,48,37,3,801
103041077,17,11,6,3,3,0,41,8,0,3,0,0,0,15,17,5,3,0,3,0,28,9,5,4,7,5,0,27,29,15,12,7,11,0,79,36,23,12,14,19,4,114,57,47,10,12,13,4,141,58,93,23,29,16,0,219,53,77,28,14,16,0,183,45,102,17,14,12,0,193,22,66,10,8,3,0,113,35,65,22,7,8,0,138,13,24,8,0,4,0,48,6,12,10,3,0,0,31,14,21,7,0,3,0,47,25,40,11,4,3,0,78,9,13,0,0,0,0,22,4,13,0,0,0,0,16,13,11,6,3,8,0,44,467,643,201,129,117,8,1557
