SA2_MAINCODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
211051281,..,41,7,47,0,47,..,4,0,4,0,4,..,80,11,88,0,88,..,68,5,75,4,78,..,43,0,43,0,45,..,10,0,14,0,14,..,43,3,44,0,46,..,250,20,271,6,277,..,182,20,201,0,201,..,11,0,17,0,17,..,7,7,11,0,11,..,23,3,28,0,28,..,3,0,7,0,7,..,42,8,54,3,57,..,36,8,37,0,37,..,29,0,30,0,27,..,5,0,9,0,9,..,3,0,5,0,5,..,44,3,45,0,45,..,23,3,25,0,25,..,44,0,44,0,48,..,8,0,12,0,12,..,118,7,123,0,129,..,46,6,51,0,51,..,13,0,13,0,13,..,30,3,30,0,30,..,9,0,9,0,9,..,30,9,31,0,35,..,630,420,1044,8,1053,..,2165,665,2822,27,2853,..,50,15,65,849,917,18290,2211,677,2893,876,22056
211051282,..,31,0,34,0,34,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,3,6,..,6,0,6,0,5,..,0,0,0,0,0,..,3,0,0,0,0,..,10,0,17,3,15,..,42,0,43,0,43,..,25,4,30,0,30,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,34,3,35,0,35,..,28,0,28,0,28,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,6,0,6,0,6,..,3,0,3,0,3,..,15,0,22,0,22,..,32,0,32,0,37,..,4,0,4,0,4,..,11,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,91,13,107,3,110,..,572,44,614,9,618,..,18,0,25,538,559,8524,593,41,632,548,9707
211051283,..,21,3,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,13,0,13,..,34,0,38,0,40,..,13,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,30,3,32,0,32,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,8,0,12,0,12,..,4,0,4,0,4,..,21,0,22,0,22,..,5,3,13,0,13,..,0,0,0,0,0,..,5,4,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,49,13,63,4,64,..,353,37,391,5,397,..,22,0,24,423,450,8856,373,40,416,431,9702
211051284,..,21,5,20,0,22,..,0,0,0,0,0,..,6,0,6,0,5,..,3,0,3,0,3,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,15,0,15,..,26,0,26,0,26,..,13,4,15,0,15,..,6,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,3,28,0,28,..,30,3,30,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,7,0,7,0,7,..,17,0,17,0,17,..,4,0,7,0,7,..,35,0,39,0,39,..,31,3,29,0,29,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,5,..,73,9,86,3,89,..,500,37,541,11,556,..,23,3,25,350,370,8683,525,44,566,360,9610
211051285,..,10,4,11,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,4,..,3,3,7,0,7,..,133,31,160,0,160,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,15,3,12,0,12,..,0,0,0,0,0,..,8,7,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,29,3,35,0,36,..,313,53,371,3,371,..,13,0,17,334,347,6882,331,54,388,332,7601
211051286,..,21,3,24,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,5,0,5,..,0,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,13,4,17,0,17,..,44,6,51,4,56,..,24,0,25,0,25,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,22,0,28,0,26,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,5,0,5,3,7,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,3,16,..,25,0,27,0,27,..,0,0,0,0,0,..,14,3,14,0,14,..,0,0,0,0,0,..,14,3,15,0,15,..,80,16,95,3,99,..,554,43,589,19,610,..,27,0,33,986,1019,14529,584,42,623,1006,16161
212011287,..,31,0,31,0,32,..,24,0,25,0,25,..,75,0,76,0,77,..,95,14,109,0,105,..,195,7,207,0,206,..,28,0,26,0,26,..,107,9,114,0,119,..,511,39,550,5,554,..,87,8,95,0,95,..,5,0,8,0,8,..,9,3,10,0,10,..,4,0,4,0,4,..,16,0,16,0,16,..,4,0,4,0,4,..,18,0,18,0,18,..,17,0,20,0,20,..,11,0,11,0,11,..,26,3,26,0,26,..,30,0,30,0,30,..,11,0,11,0,11,..,25,0,30,0,34,..,16,0,16,0,16,..,85,0,82,0,82,..,62,5,69,0,68,..,54,5,54,0,54,..,7,0,7,0,7,..,15,0,16,0,16,..,10,0,6,0,6,..,281,51,323,8,334,..,1563,159,1725,25,1742,..,20,4,17,471,490,10793,1581,156,1740,490,13022
212011288,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,42,9,52,0,52,..,0,0,0,0,0,..,0,3,3,0,3,..,5,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,11,0,9,0,9,..,5,0,5,0,6,..,0,0,0,0,0,..,21,0,25,0,24,..,14,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,4,26,3,26,..,224,17,246,3,247,..,19,0,19,551,572,7820,245,17,262,558,8638
212011289,..,51,0,49,0,49,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,16,0,16,..,99,13,112,0,112,..,10,6,11,0,11,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,5,0,5,..,3,0,4,0,4,..,23,0,23,0,23,..,14,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,20,0,20,0,20,..,66,3,71,0,70,..,0,0,0,0,0,..,16,0,16,0,16,..,21,0,21,0,21,..,6,0,6,0,6,..,100,25,123,4,131,..,744,62,807,5,811,..,34,0,34,1042,1080,16107,777,62,843,1049,18000
212011290,..,15,0,16,0,16,..,3,0,3,0,3,..,5,0,5,0,5,..,8,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,20,0,20,..,74,18,95,3,92,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,7,0,7,0,7,..,3,0,3,0,3,..,9,0,9,0,9,..,3,0,3,0,3,..,19,0,19,0,19,..,15,0,17,0,17,..,9,3,11,0,11,..,9,0,10,0,10,..,3,0,3,0,3,..,7,0,5,0,5,..,28,17,40,3,47,..,270,46,315,4,327,..,15,0,15,586,607,6547,291,46,337,594,7481
212011291,..,64,7,69,0,74,..,24,3,20,0,20,..,109,5,109,0,112,..,156,11,166,3,170,..,199,18,220,0,218,..,57,9,66,0,66,..,33,7,36,0,36,..,575,52,626,5,629,..,67,4,70,3,72,..,14,0,11,0,11,..,5,11,22,0,17,..,0,0,0,0,0,..,8,0,7,0,7,..,25,5,31,0,31,..,16,7,23,0,23,..,22,0,24,0,24,..,45,0,47,0,47,..,35,5,41,0,42,..,51,0,49,0,51,..,25,0,25,0,25,..,67,0,67,0,67,..,13,0,13,0,13,..,156,3,153,0,158,..,79,7,92,0,92,..,32,5,35,0,35,..,16,3,19,0,19,..,12,3,17,0,17,..,16,6,27,0,24,..,549,88,643,19,657,..,2152,269,2420,32,2457,..,40,3,42,1030,1075,15071,2188,275,2464,1061,18603
212011292,..,80,9,88,0,90,..,65,9,75,0,75,..,206,5,213,0,212,..,439,76,515,8,518,..,285,28,317,0,314,..,51,5,56,0,56,..,152,18,172,0,172,..,1203,139,1337,8,1342,..,105,7,117,3,119,..,41,0,41,0,41,..,19,9,25,0,25,..,11,0,11,0,11,..,22,0,22,0,20,..,25,5,29,0,29,..,40,7,46,0,46,..,57,3,65,0,67,..,77,3,74,0,74,..,45,14,55,0,57,..,120,3,119,0,119,..,42,3,50,4,52,..,122,3,120,0,120,..,43,3,52,0,52,..,325,17,342,4,348,..,164,22,186,4,193,..,88,6,92,0,95,..,34,10,42,0,42,..,39,8,47,0,47,..,58,14,76,0,79,..,1136,201,1329,31,1361,..,4294,617,4912,76,4987,..,68,20,89,1344,1429,22120,4370,633,5000,1419,28541
212021293,..,112,7,121,6,123,..,34,0,40,0,40,..,90,0,92,0,91,..,84,10,90,0,95,..,291,11,302,3,304,..,23,0,25,0,25,..,37,3,40,0,44,..,564,28,590,6,598,..,264,19,283,5,289,..,19,0,16,0,16,..,36,12,47,0,47,..,14,0,18,0,18,..,15,0,20,0,20,..,28,8,31,0,31,..,92,3,95,0,96,..,54,8,58,0,64,..,10,0,12,0,14,..,93,12,107,6,111,..,47,0,47,0,47,..,36,0,36,0,36,..,42,4,44,0,44,..,17,0,22,0,22,..,136,4,141,0,141,..,123,18,133,3,136,..,84,3,90,0,92,..,10,3,13,0,13,..,28,9,34,0,31,..,25,4,33,0,33,..,514,77,590,16,604,..,3240,441,3685,55,3737,..,59,14,71,802,871,18288,3298,453,3753,857,22894
212021294,..,109,17,125,0,125,..,110,5,115,4,113,..,361,21,381,0,384,..,205,28,232,0,235,..,1016,54,1069,3,1068,..,182,25,202,0,208,..,193,24,215,0,218,..,2060,158,2212,9,2228,..,140,12,150,0,152,..,26,5,28,0,28,..,105,47,153,3,159,..,42,0,42,0,44,..,20,3,26,0,26,..,72,19,95,0,95,..,92,11,105,0,105,..,46,4,57,0,57,..,96,12,108,3,112,..,41,0,41,0,41,..,107,0,108,0,108,..,95,11,104,0,104,..,106,4,108,0,108,..,37,0,37,0,37,..,344,12,356,0,356,..,241,16,264,5,266,..,284,13,295,0,296,..,21,0,22,0,22,..,47,6,55,0,55,..,69,17,84,0,84,..,1306,197,1505,27,1534,..,6642,846,7492,65,7561,..,53,15,73,816,888,17355,6698,867,7564,885,25801
212021295,..,97,9,108,0,108,..,20,0,17,0,17,..,124,10,131,6,132,..,198,17,216,4,220,..,199,34,231,0,231,..,88,19,110,3,113,..,32,3,28,0,28,..,654,80,736,8,746,..,46,14,57,3,62,..,8,0,6,0,6,..,4,4,5,0,5,..,29,12,39,0,39,..,18,0,18,0,23,..,81,29,114,4,113,..,53,25,81,0,81,..,21,7,31,0,31,..,103,11,111,3,113,..,340,179,520,4,523,..,44,3,51,3,52,..,28,0,31,0,31,..,93,3,97,6,98,..,18,5,22,0,22,..,184,11,195,10,201,..,84,27,114,3,118,..,347,143,489,7,494,..,7,7,12,0,12,..,65,17,78,0,80,..,157,98,256,0,257,..,1637,677,2317,41,2359,..,4544,1523,6070,97,6166,..,52,23,76,725,798,4338,4596,1547,6143,823,11306
212021297,..,61,4,73,0,73,..,32,0,29,0,34,..,200,13,220,0,220,..,215,30,243,3,248,..,300,26,328,9,331,..,115,12,127,0,127,..,46,5,51,0,51,..,906,88,999,11,1011,..,113,14,122,4,132,..,0,0,0,3,7,..,7,4,13,0,13,..,19,0,22,0,22,..,4,0,4,0,4,..,59,22,76,0,79,..,64,20,83,3,90,..,9,3,17,0,17,..,137,10,146,0,147,..,192,36,234,3,235,..,94,0,89,0,96,..,54,0,58,0,58,..,88,0,89,0,89,..,26,5,37,0,37,..,262,8,270,4,274,..,155,35,194,0,193,..,152,9,160,0,162,..,25,0,25,0,25,..,75,14,93,0,89,..,69,27,92,0,92,..,1719,509,2227,33,2259,..,4821,1001,5813,75,5896,..,27,25,54,425,474,4391,4847,1020,5869,500,10761
212021299,..,87,4,92,0,94,..,7,0,7,0,7,..,53,4,63,0,63,..,87,9,90,0,90,..,53,3,58,0,57,..,53,0,54,0,54,..,15,0,15,0,15,..,269,17,288,0,290,..,184,24,208,3,213,..,9,3,9,0,9,..,0,0,0,0,0,..,15,0,15,0,18,..,12,0,16,0,16,..,9,5,11,0,11,..,26,6,26,0,31,..,42,7,49,0,46,..,0,0,0,0,0,..,56,3,62,0,62,..,8,0,8,0,8,..,18,0,18,0,19,..,7,0,7,0,7,..,4,0,4,0,4,..,30,0,34,0,33,..,23,3,29,0,28,..,16,0,17,0,17,..,0,0,0,0,0,..,51,5,51,0,51,..,27,4,26,0,26,..,368,60,428,8,436,..,1669,215,1883,17,1902,..,19,4,20,339,362,5492,1690,219,1908,359,7759
212021453,..,197,25,222,0,225,..,19,0,21,0,21,..,133,6,139,0,139,..,82,8,93,0,93,..,343,23,360,3,370,..,127,19,150,0,150,..,49,8,55,4,53,..,752,62,812,6,824,..,141,19,165,3,169,..,18,0,15,0,20,..,23,4,22,0,22,..,17,3,17,0,17,..,14,0,14,0,14,..,43,10,51,0,51,..,139,19,162,0,162,..,45,18,56,0,56,..,34,4,39,0,42,..,217,51,264,3,266,..,37,0,37,0,37,..,52,5,56,0,56,..,39,3,47,0,47,..,20,0,20,0,20,..,151,13,158,0,160,..,167,20,185,0,185,..,171,15,184,0,187,..,20,4,27,0,27,..,89,24,112,0,112,..,146,73,222,0,218,..,1182,240,1423,26,1445,..,4597,840,5440,53,5493,..,24,6,26,510,537,5861,4621,847,5471,567,11892
212021454,..,371,41,410,7,420,..,22,0,22,0,22,..,169,13,181,0,182,..,86,15,97,0,97,..,439,27,457,0,462,..,87,8,91,0,91,..,56,8,60,0,60,..,855,57,911,3,918,..,217,35,250,4,255,..,10,0,8,0,8,..,19,15,31,0,31,..,52,4,57,0,59,..,19,0,19,0,19,..,49,21,66,0,66,..,204,28,237,0,235,..,65,14,78,0,78,..,59,5,59,0,59,..,279,64,345,5,355,..,51,0,57,0,57,..,78,7,82,0,86,..,67,0,69,0,70,..,23,0,22,0,25,..,220,8,224,4,230,..,178,36,213,0,213,..,243,26,267,4,270,..,27,4,31,0,31,..,204,35,237,9,243,..,131,29,156,0,156,..,1372,276,1648,24,1668,..,5951,1033,6983,74,7057,..,33,8,40,555,595,5706,5981,1036,7022,629,13357
212021455,..,121,8,133,0,135,..,29,0,32,0,32,..,158,8,168,0,167,..,156,4,163,0,163,..,292,22,307,0,310,..,101,3,104,0,104,..,54,3,52,0,58,..,782,42,829,3,830,..,158,19,178,3,186,..,9,0,5,0,5,..,11,16,28,0,28,..,28,3,33,0,36,..,21,0,21,0,21,..,95,29,127,0,126,..,109,12,119,3,125,..,31,10,47,0,47,..,88,9,95,3,102,..,89,20,107,0,112,..,35,0,34,0,34,..,50,9,52,0,52,..,40,3,46,0,46,..,28,5,33,0,33,..,155,15,168,0,168,..,156,25,182,4,188,..,132,16,144,0,144,..,13,0,14,3,14,..,20,3,24,0,24,..,57,13,63,0,63,..,916,177,1092,13,1106,..,3838,601,4432,44,4480,..,24,15,36,451,490,8438,3857,615,4474,497,13409
212021456,..,99,16,109,0,110,..,27,0,27,0,27,..,185,10,199,5,200,..,295,28,327,8,327,..,466,47,511,6,510,..,90,10,97,8,99,..,95,15,107,0,111,..,1149,103,1259,17,1275,..,97,16,117,8,119,..,5,0,4,0,4,..,7,0,3,0,7,..,18,4,24,0,24,..,12,0,12,0,12,..,79,30,107,0,107,..,52,4,65,0,65,..,16,3,18,0,18,..,133,10,136,0,137,..,102,14,115,0,115,..,99,3,106,0,106,..,38,3,40,0,43,..,96,4,98,0,98,..,21,0,24,0,24,..,257,11,272,0,273,..,119,24,145,0,142,..,114,10,124,3,126,..,13,7,19,0,19,..,51,10,67,0,67,..,90,39,129,0,130,..,1134,293,1428,17,1444,..,4351,842,5197,56,5246,..,27,8,40,572,615,8088,4380,854,5231,632,13946
212031300,..,115,11,127,0,127,..,28,0,30,0,30,..,212,15,230,3,235,..,456,69,522,11,530,..,182,11,196,0,197,..,86,9,94,0,94,..,187,16,205,0,206,..,1147,133,1276,11,1291,..,135,12,142,0,142,..,10,3,14,0,10,..,4,5,14,0,14,..,24,3,26,0,26,..,16,0,16,0,16,..,42,18,59,0,59,..,24,8,33,0,33,..,34,10,40,0,40,..,218,17,238,6,241,..,39,5,53,0,51,..,92,0,92,0,93,..,22,3,24,0,24,..,90,3,92,3,94,..,20,0,20,3,25,..,220,8,228,11,240,..,111,24,130,0,135,..,125,17,141,3,138,..,39,10,47,0,49,..,26,8,33,0,33,..,37,17,57,4,60,..,1251,375,1623,23,1649,..,4135,778,4913,63,4979,..,79,13,94,1286,1379,13736,4210,790,5004,1352,20094
212031301,..,98,8,112,0,111,..,33,3,31,0,31,..,542,24,568,0,570,..,1081,127,1209,22,1226,..,1140,115,1248,12,1259,..,84,9,89,0,89,..,358,40,403,4,410,..,3240,314,3555,38,3588,..,134,9,139,6,144,..,18,6,21,0,21,..,4,0,4,0,4,..,14,0,17,0,16,..,26,0,30,0,30,..,65,10,79,0,80,..,41,3,41,4,44,..,42,0,40,0,40,..,238,23,259,10,261,..,32,0,29,0,29,..,336,12,346,6,356,..,55,4,59,0,59,..,354,11,363,10,372,..,50,0,53,0,53,..,792,26,819,12,837,..,197,24,224,3,230,..,418,48,469,3,470,..,27,8,39,0,39,..,81,15,90,0,90,..,86,29,113,0,115,..,2084,343,2430,50,2480,..,8607,1040,9641,135,9779,..,60,16,81,1102,1182,14727,8666,1059,9721,1237,25688
212031302,..,93,6,106,0,104,..,53,4,57,0,57,..,334,10,348,0,343,..,477,66,546,6,552,..,821,59,881,4,885,..,124,15,136,0,136,..,151,13,167,0,167,..,1962,173,2131,11,2141,..,106,11,123,3,119,..,6,0,7,0,7,..,20,17,42,0,42,..,14,4,17,0,17,..,16,4,19,0,19,..,41,8,51,0,52,..,74,7,84,0,83,..,18,9,21,0,21,..,124,19,142,12,150,..,58,8,66,3,71,..,156,4,166,0,164,..,58,3,65,0,65,..,182,4,188,3,190,..,38,0,44,0,44,..,437,15,456,5,454,..,205,20,221,0,228,..,291,26,312,3,316,..,38,4,39,6,47,..,68,16,79,3,80,..,55,19,71,0,71,..,1864,446,2313,48,2355,..,6190,936,7126,90,7219,..,53,7,62,1047,1104,11785,6244,946,7187,1137,20110
212031303,..,58,10,64,0,64,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,8,0,5,0,5,..,23,0,21,0,21,..,71,3,79,0,77,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,7,0,7,0,7,..,6,0,8,0,8,..,0,0,0,0,0,..,13,0,10,0,10,..,10,0,10,0,10,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,20,0,18,0,18,..,30,0,28,0,31,..,5,0,8,0,8,..,3,3,10,0,10,..,3,0,6,0,6,..,13,0,18,0,18,..,140,36,170,3,176,..,569,74,640,4,650,..,24,0,24,595,617,7555,591,74,666,599,8819
212031304,..,80,5,87,3,92,..,23,0,23,0,23,..,340,34,377,3,376,..,686,91,780,7,791,..,399,41,440,4,447,..,143,36,175,4,177,..,199,32,230,0,230,..,1793,232,2022,24,2045,..,55,0,57,5,57,..,9,5,16,0,16,..,7,0,12,0,12,..,15,3,17,0,17,..,4,0,4,0,4,..,30,8,42,0,42,..,31,8,32,0,32,..,26,0,23,0,23,..,294,19,307,0,308,..,43,10,56,0,56,..,106,4,105,3,111,..,28,3,35,0,35,..,131,0,133,5,140,..,46,3,53,0,53,..,316,11,324,9,334,..,116,15,132,3,139,..,216,22,231,0,231,..,35,3,36,0,36,..,43,19,57,0,57,..,55,30,82,0,84,..,1208,337,1542,26,1570,..,4798,782,5580,81,5662,..,42,12,56,654,706,8693,4842,795,5633,731,15053
212031305,..,145,13,161,3,160,..,82,3,83,0,82,..,533,26,558,5,564,..,537,73,613,4,616,..,903,69,970,7,973,..,151,16,165,0,165,..,182,16,197,0,199,..,2374,206,2583,22,2605,..,120,15,133,9,137,..,8,0,8,0,8,..,11,5,12,0,12,..,17,5,22,4,20,..,16,0,21,0,21,..,92,27,123,0,126,..,100,29,123,0,126,..,62,10,72,0,72,..,532,66,595,12,609,..,308,84,386,11,397,..,230,7,237,0,237,..,90,13,101,0,100,..,405,15,421,5,427,..,102,11,111,0,115,..,826,42,865,9,877,..,303,62,367,0,364,..,385,37,424,9,430,..,31,11,42,0,46,..,157,48,213,3,216,..,299,176,472,0,470,..,3192,1081,4274,66,4343,..,10365,2293,12652,170,12825,..,66,37,104,1601,1706,11003,10425,2331,12763,1767,25530
