SA2_MAINCODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
217011421,0,0,3,3,0,0,0,0,0,5,0,0,3,8,5,5,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,10,8,4,34,0,0,0,4,0,0,0,0,0,4,0,0,7,13,9,9,3,0,0,36,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,3,6,10,4,12,4,4,0,44,24,40,56,147,96,112,134,88,39,746,533,1100,1240,2005,1277,1382,1257,773,404,9974
217011422,0,0,0,4,0,3,0,0,0,8,0,0,5,23,11,10,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,5,4,3,42,0,0,3,0,0,0,0,0,0,3,0,0,5,11,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,5,0,7,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,3,0,0,0,10,0,3,0,14,7,12,8,9,4,60,34,78,105,207,143,177,145,101,32,1020,608,1209,1245,2281,1542,1667,1209,704,333,10800
217011423,0,0,0,0,3,0,0,0,0,3,0,4,3,14,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,7,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,3,0,19,15,45,32,94,81,101,81,42,28,512,321,821,512,1129,920,1052,779,362,178,6073
217031471,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,3,3,0,14,13,18,10,67,44,53,56,49,13,319,187,407,306,655,436,491,546,344,133,3496
217031472,0,0,0,0,0,0,0,0,0,0,0,10,7,21,4,3,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,9,6,33,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,12,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,14,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,10,0,4,7,54,21,8,8,4,4,113,32,54,98,183,117,135,139,113,45,918,744,1470,1463,2753,1515,1606,1318,914,460,12250
217031473,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,12,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,7,8,0,0,23,8,41,26,87,67,67,74,41,15,425,303,749,533,1071,811,815,702,275,62,5321
217031474,0,0,0,0,0,0,0,0,0,0,0,3,0,12,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,3,7,3,0,18,16,55,41,90,69,102,113,52,17,553,260,680,591,949,749,864,701,410,178,5385
217031475,0,0,0,0,0,0,0,0,0,3,0,3,3,20,9,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,15,0,0,0,3,3,0,0,0,0,8,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,6,0,5,0,40,33,58,65,123,122,94,75,53,14,634,427,960,875,1411,1120,1033,739,438,159,7160
217031476,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,8,0,0,0,0,3,6,8,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,5,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,7,9,10,15,7,0,51,12,16,38,64,65,92,56,26,8,376,120,317,286,650,499,730,538,215,66,3429
217041477,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,3,9,3,3,29,23,74,56,127,91,112,67,36,21,598,407,1023,731,1413,964,1006,650,324,135,6648
217041478,0,0,0,0,0,0,0,0,0,0,0,14,0,33,4,0,0,0,0,57,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,6,7,3,0,20,0,0,0,0,0,0,0,0,0,3,3,0,0,10,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,8,0,0,0,18,0,0,0,0,0,18,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,0,13,0,0,0,16,0,3,4,0,0,28,35,80,66,170,134,122,106,64,25,805,530,1327,912,2001,1361,1420,1131,520,231,9432
217041479,0,0,0,3,4,0,0,0,0,10,0,4,9,21,20,6,5,0,0,72,0,0,0,3,0,0,0,0,0,5,0,0,3,11,8,14,13,12,4,70,0,0,3,3,0,0,0,0,0,9,0,4,13,9,11,0,3,0,0,49,0,0,0,0,3,0,0,0,0,3,3,7,0,22,12,5,5,0,0,53,0,0,11,63,0,0,0,0,0,78,0,9,4,13,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,11,5,0,0,42,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,0,0,0,5,3,0,0,0,0,7,0,8,11,43,13,11,4,13,0,110,61,149,162,320,202,204,173,144,72,1493,1303,2855,2852,5051,2792,2581,2048,1164,443,21097
217041480,0,0,0,0,0,0,0,0,0,0,0,9,3,19,10,11,0,0,0,48,0,0,0,0,0,0,0,0,3,3,0,0,0,11,4,9,8,11,6,52,0,0,0,0,0,0,0,0,0,6,0,0,0,8,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,0,16,3,0,7,0,0,34,0,0,16,68,0,0,0,0,0,89,0,0,3,10,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,3,4,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,4,0,0,0,0,0,4,3,8,6,31,13,3,3,4,0,77,42,66,139,234,165,161,166,136,90,1200,679,1358,1647,3037,1720,1727,1389,838,534,12921
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,11,5,0,0,0,29
299999499,0,0,0,3,3,0,0,0,0,7,0,0,4,25,5,3,3,0,0,41,0,0,0,9,3,0,0,0,0,11,0,0,3,10,0,7,3,0,0,22,0,0,7,4,0,3,0,0,0,13,0,0,0,13,4,0,3,0,0,25,0,0,0,0,0,4,0,0,0,6,0,0,4,10,0,3,0,0,0,28,0,0,18,33,4,0,0,0,0,64,0,0,3,11,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,12,9,0,3,0,0,26,4,0,13,17,3,3,3,0,0,47,0,0,17,31,11,10,3,0,0,76,0,0,0,8,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,11,19,79,163,42,22,19,4,4,359,46,55,177,503,161,131,74,15,5,1162,379,367,1254,3135,975,816,482,121,38,7565
301011001,0,4,9,16,14,9,6,0,0,58,0,12,21,36,35,24,0,0,0,144,0,0,0,3,4,13,4,0,0,30,0,0,0,16,12,39,24,15,6,111,0,0,0,3,0,0,3,0,0,12,3,3,18,58,34,21,12,6,0,150,0,0,0,0,3,0,0,0,0,3,0,0,0,5,3,3,0,3,0,12,0,4,0,3,3,0,3,0,0,13,0,3,4,17,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,9,0,15,8,6,3,0,0,43,0,0,0,3,3,0,3,0,0,10,3,3,0,5,5,5,3,4,0,18,0,0,3,0,8,12,0,0,0,19,0,3,24,90,65,54,32,16,16,304,41,72,55,192,92,109,55,51,40,707,1010,2282,2094,4467,2212,2189,1264,557,274,16345
301011002,0,0,0,3,3,4,0,3,0,16,0,0,3,11,13,7,0,0,0,37,0,0,0,0,0,3,3,0,0,8,0,5,4,6,10,11,0,7,0,45,0,0,3,0,3,6,0,0,0,14,0,14,14,21,21,3,4,0,0,79,0,0,0,0,0,3,0,0,0,3,0,0,3,11,5,3,3,0,0,20,0,3,5,14,4,13,6,0,0,40,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,6,0,0,0,0,29,0,0,0,12,9,3,0,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,0,0,16,0,19,18,62,36,35,21,11,9,196,18,32,35,60,35,58,28,23,3,282,393,1112,1066,1675,1179,1015,563,293,82,7375
301011003,0,0,6,11,16,9,6,0,0,53,0,9,9,23,16,4,8,0,0,65,0,0,0,6,3,0,0,0,0,14,0,9,9,26,20,16,20,21,3,121,0,3,0,3,0,3,0,0,0,12,0,22,25,65,52,14,13,5,0,202,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,3,0,0,24,0,3,4,14,5,3,4,0,0,29,0,0,0,4,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,11,5,8,6,0,0,42,0,0,0,3,9,13,4,3,0,30,0,0,0,7,3,4,4,4,0,24,0,0,3,6,3,0,0,0,0,21,0,9,9,68,46,41,46,15,4,236,26,37,52,142,91,85,73,135,209,844,863,1978,1866,3558,2142,1901,1461,737,412,14923
301011004,0,11,6,21,18,9,7,4,0,73,5,5,26,73,28,33,13,6,0,182,0,0,0,4,0,11,7,3,0,24,0,0,0,8,22,19,23,14,9,99,0,0,0,6,3,8,4,0,0,19,0,9,29,58,48,28,13,3,0,191,0,0,0,0,0,0,0,0,0,10,0,0,3,7,3,0,3,0,0,21,3,0,3,6,3,0,0,0,0,17,0,4,3,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,8,0,0,4,11,10,12,7,0,0,47,0,4,3,10,3,0,0,0,0,28,0,0,0,4,6,3,3,3,3,24,0,0,0,7,3,3,0,0,0,25,3,8,11,104,56,45,33,34,8,310,25,78,67,166,91,99,68,50,18,663,1085,2209,2314,4698,2395,2310,1604,689,275,17588
301011005,0,3,0,6,3,0,0,0,0,10,0,0,3,12,0,4,0,0,0,21,0,0,0,3,0,4,0,0,0,7,0,3,0,5,0,3,7,3,0,30,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,10,5,3,0,30,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,3,0,0,0,7,0,0,0,33,15,7,10,8,0,70,10,25,11,65,35,36,24,16,5,221,256,426,400,1027,483,561,384,171,49,3761
301011006,0,0,3,6,7,10,4,0,0,33,0,0,0,16,6,8,3,0,0,25,0,0,0,5,3,5,4,3,4,21,0,6,3,12,22,36,16,9,3,117,0,0,3,5,8,0,0,0,0,19,3,31,61,74,79,31,7,11,0,287,0,0,0,0,4,3,0,0,0,7,0,0,3,3,7,0,0,0,0,16,0,0,0,3,3,0,0,0,0,6,0,0,3,9,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,7,3,9,0,0,39,0,0,0,5,0,4,0,0,0,5,0,6,6,8,4,6,3,0,0,30,0,0,3,4,18,0,0,0,0,26,0,19,23,42,42,46,26,9,7,216,31,25,29,92,73,59,40,18,11,387,616,1636,1607,2501,1956,1618,1051,423,177,11576
301021007,0,4,4,11,13,12,7,0,0,51,0,9,15,33,11,11,0,3,0,90,0,0,0,4,4,4,10,10,4,33,0,12,17,20,32,35,33,35,10,189,0,3,0,4,3,3,3,0,0,15,3,26,53,65,56,35,24,19,6,298,0,0,0,0,0,3,7,0,0,13,0,5,0,7,3,0,4,0,0,23,0,0,7,8,13,13,5,3,0,47,0,4,0,13,3,6,0,0,0,26,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,10,13,15,8,8,8,3,0,73,0,0,3,11,4,5,0,3,0,21,0,3,0,4,13,10,8,0,0,44,0,0,0,5,4,12,0,0,0,26,0,19,31,67,44,65,53,25,8,320,36,37,54,133,105,152,140,131,116,915,552,1549,1664,2794,2076,2344,2052,1226,544,14801
301021008,0,0,0,0,3,4,0,3,0,16,0,5,0,8,6,3,0,0,0,19,0,0,0,3,0,3,0,0,0,8,0,3,3,4,18,15,11,8,0,64,0,0,0,3,0,0,0,0,0,3,0,18,43,42,48,22,15,7,0,193,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,5,0,0,0,4,3,0,0,0,0,10,0,3,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,11,6,3,4,4,36,0,0,0,5,3,0,0,0,0,11,0,4,0,3,0,3,0,3,0,15,0,0,3,0,9,8,3,0,0,27,0,9,4,36,16,20,9,4,5,111,4,13,27,33,30,46,40,7,7,207,219,766,723,1096,902,843,639,398,200,5793
301021009,0,0,0,13,3,3,0,3,0,22,0,3,9,19,14,8,0,0,0,62,0,0,0,3,0,0,3,3,0,11,0,5,14,17,38,27,25,7,0,143,0,0,0,5,5,0,0,0,0,9,3,25,37,73,54,19,18,0,0,232,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,7,0,0,0,0,0,13,0,3,0,11,3,3,0,0,0,21,0,0,0,0,4,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,5,6,9,7,0,0,45,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,7,6,0,0,16,0,0,0,6,9,8,0,0,0,21,0,9,4,68,46,37,29,17,7,227,39,119,95,237,111,95,86,42,14,840,977,2460,1897,3897,2289,1814,1464,606,189,15586
301021011,0,0,0,9,0,3,0,0,0,18,0,0,0,7,0,3,0,0,0,18,0,0,0,4,0,0,0,0,0,4,0,3,3,8,6,16,7,3,0,54,0,0,0,4,0,3,0,0,0,10,0,17,26,79,39,14,8,3,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,14,0,0,0,6,9,3,0,0,0,20,0,11,9,35,23,16,11,4,0,104,23,45,25,86,58,20,25,5,4,289,622,1324,887,2459,1127,784,516,152,35,7909
301021012,0,0,0,3,10,4,3,0,0,30,0,0,9,15,10,7,4,0,0,48,0,0,0,3,4,3,0,0,0,18,0,9,18,31,39,30,12,13,3,156,0,0,0,7,0,3,0,0,0,10,5,52,62,130,82,32,18,13,3,402,0,0,0,4,3,0,3,0,0,13,0,8,7,3,19,5,0,3,0,40,3,0,0,3,3,0,0,0,0,13,0,0,5,7,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,9,6,8,7,11,4,0,0,48,0,0,0,0,3,0,0,0,0,9,0,4,10,4,16,8,0,0,4,52,0,0,4,12,25,10,3,0,0,62,3,20,23,73,45,28,41,49,43,317,18,61,62,137,100,79,52,31,22,559,853,2221,2073,3434,2277,1766,1183,604,288,14694
301021013,0,0,0,3,10,12,0,0,0,33,0,3,8,26,11,12,6,0,0,63,0,0,0,3,3,6,0,6,0,21,0,0,7,13,16,21,19,29,6,113,0,0,0,0,3,0,0,0,0,4,0,20,29,56,53,12,13,8,8,193,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,13,11,3,3,0,46,0,0,0,3,3,3,0,0,0,10,0,0,0,10,5,4,9,0,0,29,0,3,3,8,5,3,3,0,0,26,6,9,10,45,31,39,39,26,13,209,12,51,63,117,104,95,113,107,122,780,733,1868,1780,2982,2097,1860,1714,1290,697,15020
301021527,0,0,0,8,7,5,3,0,0,18,5,6,12,18,11,9,10,0,0,73,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,17,29,14,4,67,0,0,0,0,0,0,0,0,0,4,0,0,3,8,12,16,15,5,0,64,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,11,20,0,0,48,0,0,0,3,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,5,0,0,0,7,4,4,0,21,20,38,53,22,0,167,22,57,49,113,115,155,177,75,16,782,320,793,621,1311,1234,1873,2025,709,131,9016
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
301031015,0,3,0,13,7,3,0,0,0,26,0,0,8,14,13,3,0,0,0,41,0,0,0,5,0,0,0,0,3,8,0,9,4,14,17,11,4,3,3,74,0,0,3,0,4,3,0,0,0,10,0,3,3,30,9,10,3,3,0,73,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,11,8,7,4,5,0,32,0,0,0,6,3,0,0,0,0,8,0,0,0,4,0,3,3,0,0,16,0,0,0,0,4,0,0,0,0,9,3,9,5,40,22,18,14,11,6,127,9,28,34,79,77,64,37,17,10,346,425,930,817,1659,1280,1029,690,385,201,7426
