SA2_MAINCODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
309011227,225,100,836,0,7,1164,180,106,702,0,6,999,127,153,1814,0,7,2098,0,0,23,0,0,23,51,60,450,0,5,564,0,0,3,0,0,10,3,0,65,0,0,68,3,3,17,0,0,25,182,217,2358,0,15,2780,0,3,17,0,0,16,13,16,115,0,6,151,601,442,4032,0,30,5112
309011228,1089,340,78,42,0,1547,1136,317,51,3,0,1504,328,534,78,4,0,947,0,16,0,0,0,17,128,208,27,3,0,361,0,3,8,0,0,10,10,28,6,25,0,68,8,13,3,0,0,24,467,798,125,34,0,1430,6,3,10,3,0,23,70,43,13,3,0,138,2770,1505,278,88,6,4638
309011229,291,198,173,11,0,674,419,288,180,0,4,897,131,221,337,0,0,690,9,14,89,0,0,115,65,94,113,0,3,279,0,0,8,0,0,8,11,4,10,0,0,27,7,9,3,0,0,16,221,346,575,0,5,1138,7,6,8,0,0,20,22,30,39,0,3,95,958,865,977,7,15,2826
309021230,168,41,560,55,4,835,107,38,284,3,0,431,50,48,740,5,3,852,0,34,78,0,0,116,27,17,196,0,0,240,0,0,0,0,0,0,0,0,19,0,3,22,0,0,14,3,3,20,79,108,1046,5,10,1247,3,0,9,3,0,21,7,7,67,9,4,95,372,194,1969,83,19,2627
309021231,666,171,407,0,0,1251,819,247,274,0,3,1339,177,263,601,4,14,1057,4,21,29,0,0,58,111,93,218,3,5,434,0,0,8,0,0,9,5,15,23,0,0,40,5,5,11,0,0,22,310,395,893,6,12,1615,6,0,8,0,0,22,52,29,40,0,0,121,1856,842,1625,9,21,4349
309021232,894,262,10,0,4,1169,1087,177,9,0,0,1279,179,179,0,0,0,360,76,66,4,0,0,143,104,91,4,0,3,203,3,5,0,0,0,9,12,18,0,0,0,29,13,4,0,0,0,14,380,356,9,0,3,758,6,19,0,0,0,23,56,34,5,0,0,91,2424,853,37,3,4,3323
309021233,1267,302,4,3,0,1580,1532,221,5,0,0,1762,301,169,15,0,6,490,31,20,0,0,0,51,140,77,9,0,0,230,0,5,0,0,0,9,9,9,3,0,0,23,12,7,0,0,0,17,492,288,30,0,4,812,20,9,0,0,0,25,71,20,0,0,3,95,3382,845,41,3,6,4276
309021234,954,245,338,38,4,1582,1092,253,352,0,4,1702,360,314,859,0,8,1543,4,31,183,0,0,225,168,121,295,0,3,592,3,0,10,0,0,19,9,8,26,0,3,45,14,11,20,0,0,45,564,479,1397,8,19,2464,7,6,12,0,0,21,71,28,83,3,5,190,2691,1017,2178,48,29,5953
309031235,1043,48,0,4,0,1100,1085,114,3,0,0,1203,477,235,10,0,0,723,30,5,0,0,0,36,147,100,6,0,0,249,5,23,5,0,0,36,12,12,0,0,4,31,11,9,0,0,0,17,686,378,21,0,3,1092,11,3,0,0,0,18,57,19,0,0,3,80,2884,565,28,0,14,3493
309031236,330,114,252,22,4,731,297,193,283,0,3,781,103,212,908,3,0,1220,4,29,58,0,14,106,58,93,259,0,0,414,0,3,8,0,0,12,0,17,22,0,0,44,3,4,14,0,0,18,164,361,1266,3,15,1813,8,3,9,0,0,19,29,30,52,0,0,105,832,700,1865,28,22,3442
309031237,1106,383,0,212,11,1717,693,364,0,8,0,1063,318,612,0,0,0,937,17,28,0,0,0,38,107,208,0,0,0,317,0,4,0,0,0,4,52,58,0,16,5,125,10,10,0,3,0,19,505,917,0,20,5,1440,14,12,0,0,0,26,91,32,0,12,0,130,2405,1707,0,249,17,4379
309031238,458,695,410,6,15,1573,542,932,283,0,17,1780,273,1214,880,0,18,2382,32,316,150,0,0,498,134,413,212,0,11,762,3,35,42,0,0,85,3,27,21,3,3,62,3,24,16,0,0,44,448,2032,1322,3,26,3833,3,9,14,0,0,31,37,115,61,0,6,223,1491,3784,2092,5,64,7437
309031239,940,252,256,7,0,1460,763,188,136,0,3,1096,301,258,225,0,3,786,0,36,15,0,0,59,110,79,68,3,0,256,3,0,0,0,0,3,11,6,5,0,0,18,11,4,3,0,0,18,429,385,319,3,3,1138,3,3,0,0,0,9,48,26,17,0,0,96,2186,853,730,12,12,3796
309031240,798,284,425,0,4,1510,621,228,157,0,0,1007,180,215,277,0,3,674,0,5,31,0,0,40,72,106,124,0,0,299,3,11,4,0,0,21,4,19,5,0,0,35,8,4,9,0,0,20,265,360,451,0,7,1079,3,36,33,0,0,80,46,22,45,0,0,111,1735,924,1112,0,12,3787
309041241,454,0,0,17,3,470,677,0,0,3,3,688,83,0,0,0,0,87,0,0,0,0,0,0,103,0,0,3,0,113,3,0,0,0,0,3,10,0,0,21,0,37,14,0,0,0,0,14,219,0,0,29,0,252,7,0,0,0,0,7,40,0,0,0,0,36,1400,0,3,47,5,1454
309041242,1646,31,4,11,3,1703,2212,10,3,14,4,2246,448,13,8,3,0,468,3,0,0,0,0,3,275,7,7,10,3,301,0,0,0,0,0,4,39,0,0,0,0,41,28,0,0,0,0,34,792,22,13,14,4,852,21,3,0,3,0,30,98,3,3,5,0,106,4771,69,29,53,16,4937
309051243,788,24,0,0,0,811,970,17,0,0,3,995,74,0,0,0,0,77,0,0,0,0,0,0,128,3,0,0,0,133,0,3,0,0,0,3,10,0,0,0,0,10,14,0,0,0,0,15,228,4,4,4,0,236,11,9,0,0,0,19,44,0,0,0,0,50,2040,52,6,6,3,2107
309051244,1373,106,6,8,0,1485,2632,205,12,6,5,2851,535,225,13,0,3,778,42,27,8,0,0,70,241,102,8,4,4,359,5,3,0,0,0,5,18,13,0,13,0,47,20,3,0,0,0,24,863,366,23,18,4,1281,27,0,0,0,0,30,106,7,3,3,0,125,4993,684,44,36,16,5774
309051245,397,108,0,0,0,508,1126,274,0,0,0,1397,187,206,0,0,0,393,13,8,0,0,0,18,53,107,0,0,0,159,0,7,0,0,0,7,7,23,0,0,0,29,6,7,0,0,0,7,264,347,0,0,0,613,0,0,0,0,0,7,31,10,0,0,0,42,1819,739,0,4,0,2562
309061246,800,432,51,51,0,1326,1249,467,41,0,0,1763,228,452,123,0,0,792,35,9,0,0,0,42,99,162,26,0,0,295,3,7,0,0,0,11,11,18,0,186,0,222,3,5,3,4,0,17,376,656,152,194,0,1380,19,4,0,0,0,23,59,39,5,16,3,120,2510,1598,246,266,6,4611
309061247,799,27,28,0,0,862,1244,31,51,0,0,1324,224,66,48,0,3,344,64,0,3,0,0,62,129,23,23,0,0,176,4,0,0,0,0,5,7,4,0,0,0,18,0,4,0,0,0,4,435,103,72,0,3,609,16,0,0,0,0,18,53,4,3,0,0,64,2544,172,150,0,3,2870
309061248,1189,310,69,85,3,1659,2507,268,80,3,5,2865,622,492,137,0,3,1260,166,118,81,0,0,366,267,170,51,0,3,497,7,21,49,0,0,77,20,26,7,48,0,108,15,10,5,0,0,33,1108,844,336,50,10,2353,22,161,37,0,0,220,117,80,37,10,4,247,4942,1671,566,148,18,7345
309061249,666,85,0,0,0,760,2408,198,3,0,0,2606,893,593,3,0,3,1490,16,19,0,0,0,38,191,170,0,0,0,361,4,18,0,0,0,18,30,13,0,0,0,44,9,13,0,0,0,19,1147,827,3,0,3,1978,8,5,0,0,0,16,71,19,0,0,0,89,4303,1126,4,3,7,5444
309061250,718,84,0,3,0,806,1190,9,0,3,3,1204,96,9,0,0,0,103,26,0,0,0,0,26,89,14,0,0,4,106,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,3,217,21,0,0,4,247,10,0,0,0,0,15,45,9,0,0,124,177,2184,131,3,6,126,2451
309071251,269,37,0,0,0,313,995,133,3,0,3,1135,1334,657,60,0,9,2064,15,18,9,0,3,41,96,110,14,0,3,228,6,9,7,0,0,24,6,21,7,0,0,39,6,6,3,0,0,13,1465,821,98,0,23,2409,5,3,0,0,0,13,50,13,4,0,0,66,2786,1010,108,4,27,3936
309071252,1402,233,43,16,3,1689,2303,193,14,3,3,2518,548,193,49,0,0,791,40,3,0,0,0,43,182,88,6,4,0,282,3,0,0,0,0,7,20,8,3,0,0,35,9,3,0,0,0,8,798,289,60,4,0,1155,38,26,47,0,0,107,126,29,11,0,0,162,4669,764,170,19,8,5628
309071253,980,259,134,77,4,1460,963,180,120,15,7,1288,439,206,317,0,3,963,3,0,0,0,0,3,97,65,56,3,0,217,0,0,0,0,0,0,11,3,3,7,0,22,6,3,3,0,0,11,548,280,378,14,4,1226,19,3,3,0,0,19,38,17,17,6,3,79,2556,741,647,109,20,4073
309071254,407,0,0,43,6,454,473,3,0,3,0,480,140,0,3,0,0,146,0,0,0,0,0,0,132,0,0,0,3,132,0,0,0,0,0,0,25,0,0,0,0,22,9,0,0,0,3,15,304,0,4,3,8,315,10,0,0,0,0,13,29,0,0,5,0,33,1216,4,8,56,10,1287
309071255,1109,41,8,0,0,1156,2641,88,22,4,3,2753,1330,156,9,0,4,1502,25,0,0,0,0,21,203,33,10,0,0,244,3,3,0,0,0,4,50,0,0,3,0,53,14,0,0,0,0,14,1621,189,20,4,7,1844,14,5,0,0,0,16,117,9,0,0,0,120,5496,323,49,7,12,5893
309071256,753,192,3,0,0,949,2293,399,3,0,0,2695,673,340,7,0,0,1025,14,19,0,0,0,33,133,123,0,0,0,256,0,3,0,0,0,7,16,11,0,0,0,25,7,3,0,0,0,14,849,498,7,0,5,1355,6,3,0,0,0,12,69,25,0,0,0,87,3970,1117,16,0,6,5107
309071257,180,9,0,0,0,188,514,70,0,0,0,583,1332,349,0,0,5,1687,21,43,0,0,0,62,56,18,0,0,0,77,9,3,0,0,0,19,13,0,0,0,0,10,7,3,0,0,0,5,1435,417,0,0,6,1864,7,0,0,0,0,6,30,4,0,0,0,42,2170,505,3,0,10,2681
309071258,940,172,0,33,4,1143,3695,270,0,7,6,3984,2378,743,0,9,7,3141,51,10,0,0,0,55,338,142,0,12,0,492,7,10,0,0,0,20,23,18,0,5,0,56,18,0,0,0,0,23,2818,927,0,22,10,3782,23,24,0,0,0,46,141,44,0,3,3,188,7609,1436,3,70,26,9146
309081259,482,141,55,0,0,677,345,81,27,0,0,447,99,85,35,0,0,219,0,0,0,0,0,0,32,42,22,0,0,98,0,0,3,0,0,6,3,4,4,0,0,9,8,3,0,0,0,14,138,137,73,0,0,350,3,4,41,0,0,47,12,8,12,0,0,44,986,371,207,0,0,1564
309081260,260,116,20,0,0,394,572,236,22,0,6,833,221,429,37,0,3,699,22,0,3,0,0,23,74,154,56,0,0,282,3,5,13,0,0,19,9,34,24,0,0,60,6,10,16,0,0,29,333,626,149,3,8,1112,7,7,3,0,0,16,25,23,18,0,0,64,1186,1005,206,3,8,2417
309081261,1812,502,204,0,0,2517,1935,470,85,0,0,2493,804,906,364,0,4,2076,13,3,3,0,0,16,192,312,78,0,3,579,11,8,0,0,0,22,4,32,5,0,0,40,16,6,5,0,0,29,1043,1273,451,0,8,2773,12,8,48,0,0,72,101,48,35,0,0,188,4900,2301,821,0,11,8037
309081262,633,325,80,0,0,1035,1016,640,100,0,0,1757,540,672,481,0,3,1691,127,99,24,0,0,243,129,171,158,0,0,462,3,9,8,0,0,17,9,15,31,0,0,54,5,3,12,0,0,17,812,970,713,0,3,2494,8,11,0,0,0,21,47,52,20,0,0,119,2515,1988,917,3,3,5428
309091263,907,390,60,0,7,1365,1348,154,90,0,0,1592,405,171,88,0,3,664,7,6,26,0,0,39,173,73,52,0,3,308,0,9,4,0,0,10,54,15,13,0,0,80,10,3,0,0,0,17,648,279,190,3,3,1123,6,57,6,0,0,75,76,47,20,0,36,180,2990,933,369,3,46,4340
309091264,402,27,3,0,0,432,709,81,0,0,0,793,310,123,3,0,0,438,118,42,0,0,0,153,100,31,0,0,3,136,3,0,0,0,0,0,7,9,0,0,0,14,8,0,0,0,0,10,545,202,3,0,3,755,3,3,0,0,0,10,42,8,0,0,0,51,1707,325,9,0,4,2046
309091265,613,27,0,0,0,634,1097,56,0,0,3,1157,469,66,11,0,0,536,26,0,0,0,0,24,158,19,22,0,0,195,4,4,0,0,0,10,11,0,6,0,0,24,7,0,0,0,0,10,672,86,42,0,0,799,8,3,0,0,0,14,67,3,3,0,0,76,2458,164,44,0,3,2679
309091540,293,114,551,20,8,984,309,152,318,0,3,777,215,390,2057,0,11,2675,35,101,279,0,0,415,102,120,548,0,3,771,0,4,65,0,0,67,14,20,85,3,3,120,5,7,30,0,0,46,373,641,3060,5,20,4093,7,6,70,3,0,79,37,26,126,0,16,208,1019,932,4121,30,41,6151
309091541,805,374,349,29,5,1563,854,384,284,3,4,1526,478,663,842,0,8,1994,137,94,125,0,3,360,202,198,219,0,3,631,4,7,31,0,0,40,11,12,25,0,13,61,19,12,13,0,3,37,853,989,1256,0,31,3126,19,3,8,0,0,32,95,173,156,0,21,446,2619,1923,2056,36,55,6688
309101267,750,233,18,0,25,1028,854,192,11,0,10,1059,217,203,36,0,13,475,0,0,0,0,0,3,77,83,4,0,10,174,0,5,3,0,0,8,3,5,0,0,0,15,8,8,0,0,0,13,307,308,45,0,22,687,8,22,0,0,0,29,40,18,6,0,4,70,1962,768,79,3,64,2875
309101268,480,51,3,0,0,540,541,67,10,0,0,625,134,116,34,0,3,283,0,0,0,0,0,0,57,38,14,0,0,112,0,0,0,0,0,0,3,5,5,0,0,16,0,0,3,0,0,3,196,158,59,0,3,412,8,0,0,0,0,9,26,4,3,0,0,36,1249,286,80,0,3,1619
309101269,24,24,517,50,0,619,12,21,265,6,0,303,8,22,415,0,5,445,0,0,0,0,0,0,4,11,191,3,0,210,0,0,0,0,0,0,0,0,8,3,0,15,0,0,15,3,0,18,14,31,632,5,5,685,0,0,10,0,0,11,0,0,41,5,0,47,56,79,1462,69,5,1675
309101270,497,212,1511,0,7,2228,337,169,1123,0,7,1640,176,232,3498,0,18,3919,0,4,13,0,0,17,72,83,1061,0,7,1218,0,0,38,0,0,45,0,10,142,0,3,155,3,3,75,0,0,83,252,329,4829,0,30,5437,8,4,40,0,0,53,39,15,268,0,15,331,1132,737,7766,0,59,9697
310011271,398,5,0,0,0,403,434,41,3,0,0,475,268,108,6,0,0,389,20,0,0,0,0,29,139,25,0,0,3,168,12,3,0,0,0,15,18,6,0,0,0,19,8,4,0,0,0,13,463,145,14,0,5,632,12,0,0,0,0,12,34,3,0,0,3,44,1338,199,18,0,11,1568
310011272,610,62,85,4,0,765,759,33,0,0,0,795,230,183,0,0,3,417,62,40,0,0,0,98,125,32,0,0,0,159,3,15,5,0,0,22,96,8,4,5,3,119,10,9,0,0,0,20,516,286,10,5,11,827,15,86,58,0,0,152,54,23,31,0,3,112,1956,488,189,16,14,2655
310011273,1737,88,32,3,0,1861,3927,70,15,0,0,4012,1602,405,45,0,18,2081,91,22,0,0,0,122,422,62,9,0,0,495,7,8,0,0,0,16,88,17,3,0,0,107,15,5,0,0,0,21,2227,521,64,0,21,2831,24,0,29,0,0,55,165,22,6,0,0,190,8070,698,144,3,27,8948
310011274,999,15,0,34,3,1054,1080,80,0,19,3,1182,586,379,0,19,5,992,1054,205,75,22,7,1371,370,47,0,5,3,428,15,45,0,0,4,64,83,25,0,73,4,187,34,3,0,0,0,37,2143,706,85,122,19,3077,22,0,0,3,0,23,186,33,7,10,3,241,4427,839,94,186,30,5572
310011275,704,10,21,0,0,737,1017,45,0,0,0,1059,391,125,0,0,0,518,21,13,0,0,0,35,132,25,3,0,0,156,8,3,8,0,0,16,9,0,0,0,0,12,17,3,0,0,0,19,573,167,10,0,3,753,12,8,12,0,0,35,35,4,3,0,3,46,2338,235,51,0,10,2634
310011276,129,3,0,0,0,127,184,3,0,0,0,182,107,67,0,0,0,171,230,13,0,0,0,246,54,20,0,0,0,75,3,0,0,0,0,3,8,4,0,0,0,17,3,4,0,0,0,3,409,110,0,0,0,518,3,0,0,0,0,3,27,0,0,0,0,29,745,119,0,0,4,862
310021277,1753,11,15,41,7,1825,1424,0,0,11,6,1434,327,12,11,0,0,355,9,0,0,0,0,6,349,0,3,7,0,360,0,3,0,0,0,3,39,0,0,6,0,45,39,0,0,0,0,42,767,22,22,13,4,819,29,5,13,3,0,51,110,0,4,0,0,115,4075,34,53,72,11,4245
310021278,839,6,0,5,31,886,591,3,0,0,3,602,203,14,9,0,0,226,7,0,3,0,0,12,136,0,0,0,0,140,0,3,0,0,0,7,27,3,0,0,3,32,22,0,0,0,0,24,402,23,10,3,3,439,17,6,0,0,0,22,55,0,0,3,15,66,1908,34,10,12,47,2023
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,1984,27,0,13,10,2037,2718,4,0,3,3,2734,930,24,25,0,0,984,20,7,13,0,0,38,367,15,0,0,6,385,9,8,0,0,0,14,53,0,0,3,0,55,39,0,0,0,0,36,1415,51,39,4,10,1522,39,7,0,0,0,43,191,4,12,74,0,283,6354,92,54,100,29,6622
310021281,1417,5,0,22,3,1448,1716,5,0,11,6,1741,808,4,11,0,3,825,7,0,0,0,0,7,317,3,3,3,0,329,5,0,8,0,0,13,66,0,0,19,4,87,38,0,0,0,0,36,1235,8,20,22,9,1292,23,0,0,0,0,26,122,0,3,3,0,129,4521,17,23,56,15,4631
310021282,1195,18,44,41,7,1298,1518,3,3,0,3,1527,444,20,0,0,0,465,15,3,0,0,0,15,257,6,0,0,3,267,0,9,0,0,0,11,33,0,3,53,3,88,21,6,0,3,0,29,762,43,8,60,3,881,11,10,0,3,0,29,66,7,3,25,0,102,3555,80,57,126,13,3838
310031283,811,128,0,0,0,933,976,38,0,4,0,1012,913,286,0,0,14,1207,84,60,0,0,0,143,157,54,0,0,0,215,24,40,0,0,0,62,97,41,0,0,0,133,13,14,0,0,0,20,1282,496,0,0,14,1790,10,13,0,0,0,26,61,34,0,0,0,99,3135,702,0,4,13,3852
310031284,761,3,0,3,0,770,976,11,5,3,0,1001,568,232,41,3,0,850,126,7,3,0,0,142,212,20,17,0,0,248,4,0,8,0,0,15,16,4,3,0,0,27,21,3,0,0,0,18,954,270,71,3,6,1300,3,0,0,0,0,3,73,8,4,0,0,85,2764,290,85,6,5,3159
310031285,564,11,0,0,0,572,820,15,0,0,0,833,401,83,3,0,0,483,36,10,0,0,0,40,131,8,0,0,0,135,8,3,0,0,0,5,129,3,0,0,0,135,8,0,0,0,0,8,704,99,3,0,0,809,5,0,0,0,0,5,55,3,0,0,0,56,2146,126,3,3,0,2277
310031286,559,3,16,0,0,578,691,5,11,0,0,699,453,103,91,0,13,656,11,41,54,0,0,105,152,5,11,0,3,177,3,5,3,0,0,12,24,3,0,0,0,30,8,0,3,0,0,14,652,157,165,6,14,989,7,0,0,0,0,7,39,7,7,0,3,56,1947,169,195,4,18,2339
310031287,1756,72,19,5,0,1855,1916,58,14,8,0,1997,1257,267,130,3,7,1667,73,96,94,0,0,256,490,73,34,3,3,601,23,36,43,0,0,99,28,19,7,0,0,56,24,7,6,0,0,27,1890,494,310,4,10,2718,24,10,0,0,0,42,136,25,16,0,0,186,5738,663,369,17,17,6794
310031288,421,0,0,0,0,421,721,0,0,0,0,722,146,19,6,0,6,176,8,0,0,0,0,9,52,0,0,0,0,52,12,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,228,18,6,0,6,262,7,0,0,0,0,7,16,0,0,0,5,25,1393,18,6,0,8,1433
310031289,533,7,0,0,0,541,934,3,0,3,3,936,119,10,0,0,3,125,0,0,0,0,0,0,55,0,0,0,0,55,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,183,10,0,0,3,196,3,0,0,0,0,3,31,0,0,0,0,31,1683,15,0,4,5,1708
310031290,569,11,3,0,0,580,1119,10,3,6,0,1141,129,13,0,0,3,150,0,0,0,0,0,0,69,9,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,213,29,0,0,3,244,7,0,0,0,0,7,29,0,0,0,0,28,1938,53,5,5,3,2002
310031291,440,3,5,0,0,456,676,7,4,0,3,690,703,132,12,4,6,860,235,52,0,0,0,281,162,4,0,0,0,167,15,0,0,0,0,12,9,0,0,0,0,15,10,0,0,0,0,12,1127,194,15,3,6,1351,7,0,0,0,0,7,76,15,0,0,0,88,2332,217,27,3,7,2591
310031292,700,8,0,26,0,736,838,3,0,3,0,847,371,63,24,3,0,471,15,7,19,0,0,43,168,13,7,0,3,188,0,11,11,0,0,26,21,12,0,21,0,52,9,0,0,0,0,11,587,114,64,29,3,787,7,0,0,0,0,5,64,4,3,3,0,72,2192,131,66,58,3,2448
310031293,1195,78,4,0,0,1279,1713,33,0,0,0,1747,950,244,3,3,4,1208,99,55,4,0,0,164,248,90,0,0,0,339,10,20,14,0,0,44,232,13,0,0,0,246,18,3,0,0,0,22,1561,419,26,3,6,2019,19,17,0,0,0,34,63,29,3,0,0,96,4550,578,34,3,5,5168
310031294,281,0,0,0,0,284,775,0,0,0,0,774,302,4,0,0,0,300,4,0,0,0,0,4,49,0,0,0,0,49,0,0,0,0,0,0,42,0,0,0,0,45,3,0,0,0,0,3,392,4,0,3,0,396,0,0,0,0,0,0,19,0,0,0,0,19,1471,4,0,5,3,1484
310031295,178,4,0,0,0,185,220,0,0,0,0,222,167,11,0,0,0,176,204,18,0,0,0,218,54,10,0,0,0,57,8,20,3,0,0,24,3,0,0,0,0,9,4,0,0,0,0,6,435,52,3,0,0,491,4,0,0,0,0,3,32,3,0,0,0,36,876,56,3,0,0,938
310041296,551,22,0,0,0,577,1866,45,0,0,3,1918,1027,297,3,0,11,1337,38,17,3,0,0,53,116,23,0,0,0,137,4,3,0,0,0,9,99,4,0,0,0,107,7,3,0,0,0,16,1288,339,6,0,11,1650,16,0,0,0,0,15,61,15,0,0,5,80,3779,421,8,0,26,4231
310041297,777,4,0,14,4,804,1387,19,0,0,0,1405,311,51,3,0,0,361,142,8,0,0,0,147,142,12,0,0,0,158,10,3,0,0,0,11,12,4,0,46,0,57,5,0,0,0,0,5,620,75,3,46,0,746,10,0,0,0,0,10,65,3,0,5,3,80,2865,103,3,66,3,3041
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,581,6,0,0,0,586,1000,27,7,0,0,1034,626,115,13,0,0,754,39,0,0,0,0,46,144,30,0,0,0,175,7,10,0,0,0,15,12,6,0,0,0,17,5,0,0,0,0,11,834,162,15,3,4,1015,12,0,0,0,0,15,54,8,0,0,0,60,2481,201,25,3,3,2712
310041300,510,48,0,0,0,555,796,66,3,3,0,871,838,267,9,0,0,1117,273,25,0,0,0,296,186,26,0,0,0,214,10,5,0,0,0,17,23,10,0,0,0,37,14,7,0,0,0,20,1346,332,18,0,0,1696,7,5,0,0,0,7,83,32,0,0,3,116,2737,483,16,6,4,3250
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,615,18,0,0,0,638,1681,44,0,0,0,1729,2218,356,17,0,4,2599,92,26,14,0,0,124,238,31,0,0,0,270,16,18,4,0,0,38,21,4,0,0,0,28,17,4,0,0,0,23,2597,441,26,0,8,3079,16,3,0,0,0,23,129,21,0,0,3,148,5040,528,26,0,11,5613
310041303,246,7,0,0,0,249,995,16,0,0,0,1010,496,82,8,0,0,587,16,0,0,0,0,14,83,21,0,0,0,108,0,6,0,0,0,7,6,3,0,0,0,13,4,0,0,0,0,6,605,122,9,0,0,733,3,0,0,0,0,9,24,8,0,0,0,30,1875,143,9,0,0,2026
310041304,351,16,0,0,0,362,1912,83,0,0,0,1996,1809,205,4,0,8,2021,32,3,0,0,0,30,168,18,0,0,0,190,12,0,0,0,0,13,86,7,0,0,0,94,15,0,0,0,0,11,2118,234,4,0,8,2361,7,0,0,0,0,7,61,3,0,0,0,62,4445,334,4,0,8,4787
311011305,1418,44,45,44,9,1555,1312,41,7,8,0,1362,798,174,56,6,3,1031,84,53,0,0,0,132,332,47,8,0,0,396,20,15,0,0,0,36,78,14,0,14,3,107,45,3,3,0,0,56,1366,297,68,19,10,1757,21,3,0,0,0,28,134,21,4,7,0,160,4253,403,123,74,16,4864
311021306,431,43,12,17,0,495,753,64,18,0,0,839,457,288,182,0,3,929,123,56,164,0,0,345,182,53,18,0,3,253,4,8,10,0,0,20,13,12,8,0,0,30,15,3,3,0,0,25,797,420,390,0,8,1610,11,0,0,0,0,11,48,29,28,3,0,112,2032,563,447,22,6,3072
311021307,1293,22,21,0,3,1342,968,50,47,0,0,1064,875,534,213,0,0,1627,271,43,0,0,0,313,191,80,15,0,0,293,3,11,0,0,0,11,45,21,0,0,0,67,19,14,0,0,0,28,1410,705,230,0,5,2351,27,4,0,0,0,35,126,26,4,0,0,161,3826,808,304,0,11,4946
