SA2_MAINCODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
120031390,0,3,28,58,21,31,16,12,8,173,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,6,27,182,69,64,54,43,33,483,36,43,111,305,96,86,59,33,30,802,651,889,1607,4660,1441,1249,781,631,477,12384,0,0,0,3,0,0,0,0,0,8,1079,1338,1443,2852,1068,777,483,334,267,9649,0,3,14,114,16,3,0,0,0,159,0,0,0,0,6,0,0,4,0,7,0,0,0,5,3,4,0,0,0,19,0,0,3,27,6,3,0,0,0,44,0,4,3,15,10,4,16,3,0,58,20,56,612,1310,544,496,191,174,105,3507,0,0,5,0,6,3,9,28,3,56,0,4,3,10,4,11,12,8,6,59,12,12,20,165,93,81,50,25,24,474,0,0,0,31,12,21,7,3,0,81,0,0,3,15,9,10,9,0,3,45,0,3,6,20,5,9,19,9,3,76
120031391,0,9,57,129,66,53,28,13,5,359,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,18,98,30,47,35,35,24,295,23,36,121,255,70,55,50,43,33,681,514,999,2466,4295,1512,1273,804,622,351,12833,0,0,0,0,0,0,0,0,0,0,902,1534,1669,2075,904,743,388,157,128,8500,0,0,9,33,4,0,5,0,0,43,0,0,0,5,0,0,3,3,0,13,0,0,6,11,3,9,3,3,0,45,0,5,8,9,6,0,0,0,0,35,0,0,0,3,7,12,13,7,4,41,32,105,1781,2563,844,652,250,231,108,6567,0,0,0,3,12,15,35,66,5,138,0,0,0,6,4,6,9,5,0,42,4,17,14,61,63,53,40,12,14,275,0,0,0,28,24,20,6,4,0,92,0,0,10,12,4,4,6,0,0,33,0,3,4,6,3,3,23,3,8,57
120031392,0,0,15,33,14,17,10,0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,112,53,61,47,27,3,333,14,23,27,113,48,35,34,19,5,316,272,569,584,1653,832,591,464,268,96,5330,0,0,0,0,0,0,0,0,0,0,528,1039,863,1644,811,471,233,93,31,5709,0,0,3,33,3,0,0,0,0,42,0,0,0,0,0,3,3,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,12,3,3,0,0,0,15,0,0,0,5,3,0,0,0,0,9,0,9,105,188,90,74,43,23,5,541,0,0,0,7,5,0,3,7,0,15,0,0,0,0,3,9,10,5,5,35,0,5,5,60,72,34,30,8,3,222,0,0,0,15,4,9,9,0,0,32,0,0,0,15,5,3,3,0,0,31,0,0,3,10,3,0,6,7,3,35
120031393,3,4,3,53,34,20,8,5,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,124,75,66,69,40,22,409,23,34,48,121,63,56,51,32,28,454,483,996,1065,2543,1297,1026,807,555,291,9065,0,0,0,0,0,0,0,0,0,0,874,1793,1617,2488,1160,684,379,251,154,9395,0,0,0,20,0,0,0,0,0,22,0,0,0,7,7,5,3,0,0,23,0,0,0,7,0,3,3,0,0,16,0,0,0,11,0,0,0,0,0,19,0,0,0,11,13,6,14,0,0,50,8,27,156,466,274,213,103,56,20,1316,0,0,5,0,7,20,21,17,6,84,0,3,0,10,10,20,20,10,0,73,4,12,13,79,50,35,37,13,13,252,0,3,4,25,12,22,7,3,0,79,0,0,0,12,6,3,4,0,0,25,0,0,0,4,7,3,13,11,0,34
120031394,0,0,26,67,27,30,12,12,3,180,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,9,3,13,25,187,78,64,73,31,14,494,18,37,70,261,90,64,47,33,20,637,462,768,957,3235,1291,898,602,381,170,8774,0,0,0,0,0,0,0,0,0,0,822,1427,1422,3569,1377,827,361,138,94,10035,0,0,7,32,3,4,0,0,0,51,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,43,7,3,0,0,0,60,3,0,0,19,11,7,12,3,0,51,0,4,32,88,54,48,22,5,8,269,0,0,0,6,11,0,12,8,3,29,0,0,0,6,9,6,11,7,7,46,4,25,25,235,135,81,55,24,7,587,0,0,3,29,12,5,16,3,0,72,0,3,3,22,9,3,0,3,0,44,0,0,3,36,17,15,7,6,0,82
120031395,0,3,4,24,4,3,4,0,0,54,0,0,0,6,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,12,88,42,37,28,29,17,247,19,21,35,132,63,46,34,18,27,389,341,749,675,2177,1047,773,505,357,260,6886,0,0,0,0,0,0,0,0,0,0,633,1393,1134,2491,1291,807,377,122,93,8349,0,3,3,15,5,0,0,0,0,24,0,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,15,8,3,0,0,0,37,0,0,0,12,0,3,3,0,3,24,3,18,38,149,80,68,23,20,12,410,0,0,0,0,3,9,4,4,4,24,0,0,0,3,3,3,10,0,3,21,5,34,11,137,107,66,51,13,3,428,0,0,0,8,11,7,6,0,0,30,0,4,3,21,3,5,0,0,0,27,0,0,3,14,9,4,4,3,3,36
120031396,0,3,16,53,33,45,11,10,3,181,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,9,0,15,21,84,19,16,12,11,4,179,43,40,80,334,62,47,21,14,4,644,551,633,1037,3487,813,628,276,175,60,7657,0,0,0,3,0,0,0,0,0,3,858,774,821,1165,239,206,95,53,22,4230,0,0,9,39,11,8,0,0,0,73,0,3,0,3,0,3,0,5,0,8,0,0,6,4,9,0,0,0,0,15,0,0,4,12,0,0,0,0,0,16,0,0,0,3,4,5,0,0,0,12,10,49,280,1019,357,319,111,72,29,2241,0,0,0,0,0,4,8,10,0,21,0,0,3,4,0,3,3,3,0,21,0,3,10,40,13,15,9,4,3,95,0,0,4,36,12,3,9,0,0,65,0,0,0,10,4,0,0,0,0,11,0,0,0,4,0,0,8,0,0,14
120031575,0,5,64,125,82,56,29,9,3,375,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,10,35,125,63,40,33,40,22,368,26,62,108,249,92,55,54,47,23,707,500,1077,2180,4077,1525,1233,823,637,428,12483,0,0,7,3,0,0,0,0,0,13,882,1627,2041,1804,776,613,379,302,255,8678,0,3,18,76,12,7,0,0,0,112,0,0,0,3,0,5,8,3,0,22,0,0,4,19,9,6,0,0,0,38,0,0,0,19,0,4,0,0,0,32,0,0,0,10,9,3,7,4,0,27,0,32,456,971,424,341,180,117,48,2571,0,0,0,4,10,4,8,26,7,66,0,4,9,26,31,50,31,10,3,158,3,19,13,46,32,16,20,24,12,182,0,0,0,18,14,12,6,3,5,72,0,0,0,5,0,3,3,0,0,13,0,0,7,5,7,0,22,3,8,57
120031576,0,0,0,13,12,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,20,18,11,0,3,81,7,8,7,38,13,8,5,3,3,99,112,210,259,519,244,213,142,74,29,1804,0,0,0,0,0,0,0,0,0,0,191,345,386,451,170,108,70,38,12,1778,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,6,23,82,53,38,18,15,0,239,0,0,0,0,0,0,5,4,0,11,0,4,0,5,0,3,4,0,0,23,0,9,0,13,11,5,7,0,0,41,0,0,0,3,3,4,0,3,0,18,0,0,0,0,3,3,0,0,0,8,0,0,0,3,5,0,3,0,0,7
121011398,0,0,23,61,16,11,7,3,0,116,0,0,0,3,3,0,0,3,0,10,0,0,0,5,0,5,0,0,0,12,11,20,36,194,52,42,33,27,17,440,37,80,106,329,98,67,59,43,57,875,896,1499,1896,5604,1789,1383,982,617,394,15057,0,0,0,0,0,3,0,0,0,6,1421,2007,1476,2578,955,803,575,348,266,10426,0,0,8,24,3,3,0,0,0,39,0,0,0,0,0,0,0,3,0,3,0,0,6,8,0,5,0,0,0,18,3,9,3,32,12,6,8,0,0,81,0,3,0,9,4,3,4,0,0,23,76,267,859,2067,695,475,328,189,52,5000,0,0,0,6,9,11,17,19,9,74,0,3,0,10,0,7,13,7,3,48,17,44,39,181,125,94,79,46,28,665,0,0,0,16,13,11,0,0,0,45,0,3,3,33,9,3,0,5,3,61,0,0,0,19,8,7,7,5,6,57
121011399,0,0,13,34,12,3,3,3,0,65,0,0,0,4,0,0,0,0,0,9,0,0,3,6,3,0,4,0,0,14,3,24,18,236,62,49,40,29,15,479,24,26,49,210,41,57,46,27,16,503,683,1055,1150,4062,1298,1075,716,444,289,10759,0,0,0,3,0,3,0,0,0,6,1186,1680,1362,2914,999,802,576,343,249,10103,0,3,3,29,13,4,0,0,0,48,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,11,0,0,7,28,12,15,6,0,0,69,0,0,0,15,3,3,4,10,0,34,22,81,235,942,318,258,117,77,33,2092,0,0,0,3,4,11,11,16,3,42,0,0,0,4,5,4,17,11,8,52,12,52,41,237,163,97,96,56,22,773,0,0,3,20,14,0,3,0,3,51,0,5,3,38,9,4,4,0,3,68,0,3,3,29,14,8,19,6,7,89
121011400,0,0,3,23,12,7,0,0,0,46,0,0,0,3,5,4,4,0,3,19,0,3,0,6,8,3,0,0,0,19,6,20,23,235,83,60,56,34,19,541,24,39,45,204,69,78,42,36,31,574,876,1649,1320,3976,1943,1526,1143,682,441,13562,0,0,0,7,0,0,0,0,0,10,1524,2914,2418,3820,2109,1654,1226,681,409,16755,0,0,3,29,4,0,0,0,0,42,0,0,0,3,3,0,0,0,0,7,0,0,0,3,4,0,0,0,0,13,3,9,5,48,20,12,0,3,0,109,0,3,7,12,3,6,5,0,0,41,10,23,89,391,164,103,68,50,18,915,0,0,0,4,7,12,15,9,3,55,0,3,0,3,3,11,16,7,14,63,27,130,65,392,272,176,170,106,52,1396,0,0,3,22,6,13,3,4,0,53,0,0,10,21,14,8,0,0,0,62,0,3,8,56,24,10,27,9,9,157
121011401,0,0,3,22,0,0,0,0,0,31,0,0,0,3,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,7,9,130,20,18,11,12,3,209,17,23,28,188,44,32,20,13,11,374,375,419,449,2508,607,510,328,142,57,5403,0,0,0,0,0,0,0,0,0,7,670,647,513,1880,550,429,265,101,45,5099,0,0,0,6,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,4,33,11,3,0,0,0,57,0,0,0,3,3,0,4,0,0,9,7,7,66,316,49,68,37,31,8,579,0,0,0,0,3,0,9,14,3,34,0,0,3,3,4,6,4,0,0,15,5,15,14,234,92,64,48,7,3,486,0,0,0,9,0,6,0,0,0,20,0,0,5,25,3,3,0,0,0,33,0,3,3,34,3,4,8,0,0,55
121011402,0,0,3,21,11,10,3,0,0,45,0,0,0,3,3,0,0,0,0,16,0,0,0,3,3,3,0,0,0,14,3,32,19,139,67,62,67,44,21,459,27,54,54,141,89,71,60,44,24,564,788,2022,1376,3131,2106,1504,1132,662,419,13134,0,0,0,0,0,0,0,0,0,3,1484,3443,2217,3258,2291,1546,1033,557,389,16218,0,0,0,4,3,0,0,0,0,7,0,0,0,0,4,0,0,3,0,6,0,0,0,3,0,0,0,0,0,3,0,16,4,25,19,9,11,0,3,92,0,4,0,5,8,4,3,0,0,22,3,34,78,328,201,163,105,47,16,969,0,0,0,4,5,20,44,42,8,127,0,0,0,0,9,19,27,17,8,82,20,151,68,296,301,169,143,58,29,1238,0,0,0,11,10,4,4,0,0,26,0,9,12,32,13,3,4,4,0,80,0,3,3,23,21,7,19,10,8,98
121021403,0,3,3,19,10,7,3,0,0,46,0,0,0,3,4,0,0,0,0,7,0,0,0,10,3,5,0,0,0,22,0,16,11,97,52,48,37,15,4,286,19,30,23,74,45,42,24,18,10,287,520,1379,1091,2387,1435,1212,773,340,162,9294,0,0,0,3,3,5,17,0,0,26,1070,2434,1888,2761,1625,1364,814,366,167,12494,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,5,0,0,10,10,13,3,6,3,0,46,0,0,3,3,7,6,4,3,3,24,3,30,47,225,116,64,40,20,3,547,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,9,8,47,56,173,217,189,174,74,19,958,0,0,0,9,8,5,9,0,0,35,0,5,3,12,6,6,3,0,0,42,0,0,3,19,14,11,16,13,6,83
121021404,0,0,0,7,3,0,0,0,0,13,0,0,0,3,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,5,7,45,34,23,24,0,3,148,13,5,23,45,32,26,19,5,8,176,353,888,686,1396,981,732,549,211,71,5877,0,0,0,3,0,0,0,0,0,6,728,1637,1245,1917,1244,992,725,268,67,8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,6,4,0,0,0,34,0,0,0,0,3,0,0,0,0,6,0,6,4,43,17,11,7,0,3,94,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,3,9,50,37,155,211,141,142,53,9,807,0,0,0,3,3,3,0,3,0,16,0,3,0,4,0,0,0,0,0,9,0,0,5,11,17,12,9,13,4,62
121021406,0,0,3,4,12,8,0,0,0,29,0,0,0,0,0,3,0,0,0,8,0,0,3,12,3,5,0,0,0,21,0,10,19,101,49,42,33,18,12,286,13,29,26,55,41,35,32,28,6,268,540,1335,1230,2171,1471,1125,876,519,238,9506,0,0,0,0,8,0,0,0,0,6,1072,2358,1927,2302,1552,1115,918,534,243,12031,0,0,0,5,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,3,22,15,4,4,0,3,51,0,0,0,8,0,3,6,3,0,24,9,23,74,335,195,148,67,48,17,918,0,0,0,3,3,4,0,0,0,16,0,0,0,3,0,7,3,6,0,23,8,62,51,161,162,136,152,82,21,838,0,3,3,14,0,3,4,3,0,30,0,4,0,13,4,0,3,0,0,19,0,6,9,16,19,12,36,10,3,105
121021577,3,7,3,24,6,3,0,0,0,48,0,0,0,0,0,3,0,0,0,7,0,0,3,15,0,0,0,0,0,15,3,17,15,116,38,24,23,14,11,267,12,13,20,86,28,26,20,12,6,224,446,568,590,2508,721,562,330,212,100,6043,0,0,4,15,6,15,0,0,0,35,767,730,550,1140,407,309,204,121,66,4304,0,0,0,19,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,18,0,0,0,6,6,3,4,3,0,24,23,57,126,747,223,189,102,73,16,1551,0,0,0,3,4,0,3,0,0,4,0,0,0,3,0,0,3,0,0,13,4,16,20,60,56,40,43,17,12,261,0,0,0,12,3,3,3,3,0,28,0,0,0,8,3,0,0,0,0,15,0,0,0,11,3,0,4,3,0,23
121021578,0,0,0,18,0,7,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,4,3,61,30,29,25,16,13,180,15,27,21,94,42,36,35,16,9,302,323,657,559,1521,800,654,490,241,154,5404,0,0,0,5,0,0,3,0,0,12,613,1118,832,1252,700,561,443,215,116,5863,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,18,6,12,3,3,0,38,0,0,0,0,0,10,3,0,0,15,7,52,65,459,199,123,86,40,18,1041,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,4,0,0,12,3,19,22,84,74,73,82,39,26,419,0,0,0,8,4,9,0,3,0,24,0,0,0,11,0,0,0,0,0,15,0,3,3,16,4,3,10,0,3,48
121021579,0,0,0,15,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,6,3,10,5,96,28,18,17,11,15,206,9,15,29,77,32,16,19,30,17,239,357,561,401,1782,515,462,369,298,230,4980,0,0,0,3,0,0,0,0,0,9,585,737,440,862,357,307,238,262,210,3999,0,0,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,13,0,0,0,0,4,0,3,3,0,7,26,67,78,536,170,136,92,53,15,1173,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,35,19,65,48,36,44,41,19,310,0,0,0,5,6,3,0,3,0,17,0,0,0,3,0,0,3,0,0,4,0,0,3,9,0,3,5,3,3,27
121031407,0,0,3,25,13,5,3,0,0,47,0,3,0,9,3,3,3,4,0,22,0,0,0,0,3,4,0,0,0,7,0,18,29,86,56,38,40,21,11,307,12,33,42,102,59,41,33,32,30,385,486,1405,1559,2560,1803,1283,932,575,483,11090,0,0,0,0,0,0,0,0,0,0,871,2109,2010,1645,1218,960,780,588,477,10665,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,11,18,28,3,9,0,0,73,0,0,0,0,3,3,6,0,0,19,16,168,325,934,552,278,187,89,28,2571,0,0,0,3,5,5,5,8,0,25,0,0,0,3,0,3,12,4,3,27,13,132,114,142,215,158,107,78,61,1009,0,0,0,7,12,8,7,3,0,31,0,3,3,10,3,3,3,0,4,31,3,4,12,20,22,10,21,4,8,100
121031408,0,3,3,35,11,4,0,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,8,0,0,0,15,4,16,21,92,54,47,41,27,22,315,12,44,42,106,65,48,49,31,40,445,600,1750,1458,2827,1880,1336,1037,617,405,11914,0,0,0,4,0,0,0,0,0,5,1099,2973,2258,2364,1780,1290,1052,638,374,13821,0,0,0,6,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,8,0,5,11,22,20,10,6,0,0,78,0,0,0,4,0,0,7,0,0,15,25,83,164,667,282,205,139,84,30,1681,0,0,0,0,3,6,0,7,0,20,0,0,0,0,0,10,12,7,0,27,13,151,107,172,270,171,137,86,30,1150,0,0,0,13,9,6,4,0,0,36,0,3,4,17,4,5,3,0,0,39,0,4,6,17,21,5,17,9,13,102
121031409,0,0,0,15,10,3,0,0,0,38,0,0,0,5,0,0,3,0,0,7,0,0,3,8,4,3,0,0,0,21,4,20,13,58,44,27,29,12,12,215,13,25,36,64,54,20,19,18,14,268,447,1416,1201,1858,1450,936,700,363,213,8585,0,0,0,0,0,0,0,0,0,4,831,2189,1683,1586,1354,884,718,394,244,9877,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,6,20,15,11,0,0,0,59,0,0,0,5,5,0,5,0,0,16,16,67,88,426,222,147,70,41,9,1085,0,0,0,3,0,4,0,0,0,8,0,0,3,3,0,8,0,4,0,18,10,113,85,140,230,108,100,57,18,854,0,0,0,14,3,8,3,0,0,30,0,3,3,5,4,4,4,0,0,22,0,11,5,9,11,13,17,4,3,69
121031410,0,4,0,12,10,5,0,0,0,29,0,0,0,11,8,3,0,0,0,26,0,0,0,9,17,14,0,0,0,47,9,21,24,114,85,37,49,37,11,391,14,26,20,63,51,32,56,55,33,349,569,1511,1194,2327,1629,1244,1088,761,350,10663,0,0,0,4,3,0,0,0,0,9,1032,2320,1588,1527,1207,929,902,753,368,10631,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,12,10,10,13,15,8,0,0,73,0,0,0,5,6,7,9,4,0,32,29,99,83,739,156,168,115,45,3,1444,0,0,0,3,4,0,3,0,0,9,0,4,0,7,4,0,4,4,0,28,15,180,150,196,286,170,157,134,50,1333,0,0,3,3,4,3,3,3,3,30,0,0,5,13,12,8,8,0,0,52,0,11,5,16,26,8,28,23,3,121
121031411,0,0,3,22,12,7,4,0,0,43,0,3,0,0,7,0,0,6,0,15,0,0,3,8,10,3,4,0,0,24,0,20,14,84,49,31,42,25,15,278,11,31,27,67,46,34,50,84,182,538,449,1331,1103,1941,1538,1094,1014,861,748,10087,0,0,0,0,4,4,0,0,0,5,849,2299,1712,1869,1486,1158,1049,899,657,11977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,20,10,11,6,4,0,57,0,0,0,5,3,0,3,0,3,17,12,49,56,322,154,88,71,34,18,798,0,0,0,0,0,0,0,4,3,8,0,0,0,0,3,4,5,6,0,27,6,131,112,199,278,171,150,139,96,1287,0,0,0,8,0,5,3,0,0,11,0,3,5,13,4,7,4,6,0,44,0,6,8,22,22,11,18,21,17,123
121031412,0,0,0,9,13,6,0,0,0,31,0,0,0,0,4,3,0,0,0,10,0,3,3,12,5,7,0,0,0,28,0,16,27,86,65,27,30,18,10,276,6,49,93,64,46,38,41,22,28,394,394,1244,1361,1807,1536,1109,824,584,346,9214,0,0,0,0,0,0,0,0,0,0,759,2020,1970,1666,1388,1142,983,632,380,10935,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,9,0,0,4,12,21,8,4,7,0,54,0,0,0,4,3,0,4,0,0,17,12,69,102,269,191,89,36,30,9,807,0,0,0,0,3,0,8,0,3,12,0,0,0,3,9,4,4,5,3,25,3,139,133,149,281,157,126,83,47,1126,0,0,0,14,0,3,5,9,0,34,0,0,4,9,3,3,6,0,0,22,0,3,0,17,19,14,20,10,5,83
121041413,0,0,4,15,8,3,4,0,0,36,0,0,0,8,6,0,4,0,0,21,0,0,0,0,4,4,0,0,0,8,7,39,28,265,54,44,27,27,15,511,47,40,37,251,84,78,71,34,20,658,628,895,684,3785,1340,1205,1035,474,186,10226,0,0,0,0,0,0,0,0,0,0,1105,1339,969,3593,1307,1179,1064,475,155,11186,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,9,0,57,12,22,16,0,0,119,0,0,0,13,6,4,0,0,0,24,0,12,26,156,50,51,41,15,5,362,0,0,0,3,3,4,9,5,6,32,0,0,0,11,7,11,18,9,0,50,12,101,47,478,276,184,178,60,20,1361,0,0,0,11,4,4,0,6,0,32,0,5,8,64,22,3,14,3,0,123,0,3,4,38,11,12,20,8,3,98
121041414,0,0,0,27,4,4,4,0,0,44,0,0,0,5,0,0,3,0,0,12,0,0,0,6,8,3,3,0,0,16,4,15,21,307,54,40,43,12,8,496,35,28,50,295,68,70,53,31,14,654,586,596,762,4252,1131,961,781,351,145,9561,0,0,0,0,0,0,0,0,0,0,1033,914,918,4034,1014,885,704,336,136,9964,0,0,0,14,3,3,0,0,0,23,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,35,8,5,7,0,0,61,0,0,0,22,6,4,0,0,0,31,3,19,41,245,109,70,47,24,10,575,0,0,0,3,9,0,0,3,0,15,0,0,0,5,0,3,3,4,3,17,20,36,23,493,186,132,131,53,10,1098,0,0,0,23,9,7,10,3,0,50,0,0,3,50,6,3,7,0,0,76,0,0,3,46,13,10,22,9,0,111
