SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
204031074,1088,21,0,0,21,0,1102,23,115,0,0,120,3,140,0,8,4,0,7,0,7,0,0,0,0,0,0,0,22,126,5,0,128,3,151,0,0,0,0,0,0,3,1111,143,5,0,149,4,1259,944,9,0,0,9,0,956,20,83,0,0,83,0,103,0,7,5,0,9,0,9,0,0,0,0,0,0,0,23,83,5,0,95,0,117,0,0,0,0,0,0,0,964,95,5,0,103,0,1068,492,9,0,0,9,3,501,16,47,0,0,47,0,57,0,0,0,0,3,0,3,0,0,0,0,0,0,0,16,47,0,0,49,0,60,3,0,0,0,0,0,3,508,56,0,0,55,3,564,320,5,0,0,5,0,331,3,7,0,0,7,0,16,0,0,3,0,7,0,7,0,0,0,0,0,0,0,3,10,3,0,11,0,17,0,0,0,0,0,0,0,329,17,3,0,17,0,349,474,4,0,0
204031075,188,0,0,0,0,0,190,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,191,0,0,0,0,0,192,231,3,0,0,3,0,232,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,4,234,7,0,0,7,3,240,144,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,145,4,0,0,4,0,154,109,0,0,0,0,0,109,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,107,0,0,0,0,0,114,135,0,0,0
205011076,788,19,0,0,19,0,808,22,20,0,0,20,0,36,0,3,0,0,3,0,3,0,0,0,0,0,0,0,22,20,0,0,23,0,37,0,0,0,0,0,3,4,809,40,0,0,38,3,855,783,11,0,0,11,3,806,19,12,0,0,12,0,31,0,0,0,0,5,0,5,0,0,0,0,0,0,0,19,14,0,0,15,0,37,0,0,0,0,0,4,4,806,30,0,0,28,5,840,362,10,0,0,10,0,369,9,11,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,11,0,14,0,0,0,0,0,0,0,367,16,0,0,16,0,384,232,5,0,0,5,0,236,3,10,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,11,0,0,0,0,0,0,0,234,14,0,0,14,0,247,305,3,0,0
205011077,194,0,0,0,0,0,194,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,194,0,0,0,5,0,202,270,3,0,0,0,0,278,5,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,9,0,0,0,0,0,0,0,278,3,0,3,3,0,284,162,0,0,0,0,0,158,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,162,3,0,0,3,0,164,117,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3,0,0,4,0,121,135,0,0,0
205011078,335,5,0,0,5,0,339,5,7,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,6,0,14,0,0,0,0,0,0,0,341,12,0,0,9,0,351,379,0,0,0,0,0,381,7,5,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,5,0,18,0,0,0,0,0,0,0,394,7,0,0,7,0,404,190,3,0,0,3,0,194,5,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,10,3,0,0,0,0,0,3,202,7,0,0,7,0,201,103,0,0,0,0,0,103,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,109,0,0,0,0,0,109,145,3,0,0
205011079,721,22,0,0,22,0,742,12,37,0,0,37,0,52,3,8,0,0,8,0,10,0,0,0,0,0,0,0,14,41,0,0,43,0,57,3,0,0,0,0,0,3,734,62,0,0,65,0,805,832,13,0,0,13,4,842,18,32,0,0,35,0,52,3,0,0,0,0,0,3,0,0,0,0,0,0,0,26,36,0,0,35,0,59,3,0,0,0,0,0,3,854,44,0,0,44,4,907,472,6,0,0,6,0,481,9,11,0,0,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,12,0,27,0,0,0,0,0,0,0,488,24,0,0,24,0,505,301,4,0,0,4,0,308,9,10,0,0,10,0,22,0,0,3,0,3,0,3,0,0,0,0,0,0,0,9,10,3,0,17,0,22,0,0,0,0,0,0,0,310,19,3,0,21,0,332,435,4,0,0
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,532,6,0,0,6,3,538,8,28,0,0,27,0,39,0,0,6,0,4,0,4,0,3,0,0,3,0,3,8,32,3,0,38,0,45,0,0,0,0,0,0,0,548,35,3,0,43,5,589,485,7,0,0,7,3,500,15,22,0,0,23,0,35,0,0,6,0,6,0,6,0,0,0,0,0,0,0,15,22,4,0,24,0,39,3,0,0,0,0,0,3,503,27,4,0,34,3,535,282,4,0,0,4,3,288,12,3,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,9,0,16,0,0,0,0,0,0,0,290,10,0,0,11,3,307,183,0,0,0,0,0,188,6,3,0,0,3,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,6,0,0,4,0,10,0,0,0,0,0,0,0,189,4,0,0,9,0,197,244,3,0,0
205021082,295,0,0,0,0,0,296,8,8,3,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,11,0,16,0,0,0,0,0,0,0,307,8,3,0,11,0,315,329,3,0,0,3,0,335,12,6,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,6,0,15,0,0,0,0,0,0,0,338,10,0,0,10,0,350,185,0,0,0,0,0,188,8,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,11,0,0,0,0,0,0,0,193,3,0,0,3,0,193,118,0,0,0,0,0,119,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,116,4,0,0,4,0,123,165,0,0,0
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,294,3,0,0,3,0,300,8,7,0,0,7,0,15,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,9,0,0,14,0,21,0,0,0,0,0,0,0,294,15,0,0,16,0,313,314,8,0,0,8,3,327,10,4,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,5,0,13,0,0,0,0,0,0,0,323,17,0,0,17,3,342,168,3,0,0,3,0,169,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,173,3,0,0,3,0,174,96,0,0,0,0,0,98,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,103,3,0,0,3,0,105,143,0,0,0
205021085,178,0,0,0,0,0,176,4,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,5,0,0,0,0,0,0,0,177,3,0,0,3,0,183,235,3,0,0,3,0,241,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,240,7,0,0,7,0,244,128,0,0,0,0,0,128,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,130,3,0,0,3,0,135,87,0,0,0,0,0,87,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,83,5,0,0,5,0,87,97,0,0,0
205021086,149,5,0,0,5,0,158,5,6,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,0,9,0,0,0,0,0,0,0,150,10,0,0,10,7,163,143,6,0,0,6,3,149,4,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,10,0,0,0,0,0,0,0,147,9,0,0,9,3,156,109,0,0,0,0,0,109,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,111,0,0,0,0,0,117,81,0,0,0,0,0,81,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,84,0,0,0,0,0,83,71,0,0,0
205031087,350,3,0,0,3,0,348,0,9,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,11,3,0,0,0,0,0,3,349,11,0,0,11,0,368,268,0,0,0,0,3,272,11,6,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,6,0,16,0,0,0,0,0,0,3,280,7,0,0,7,3,289,164,3,0,0,3,0,167,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,3,5,172,5,0,0,4,7,184,116,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,4,0,0,4,0,122,171,0,0,0
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031089,349,3,0,0,4,0,353,4,7,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,9,3,0,0,0,0,0,3,354,9,0,0,12,0,366,409,3,0,0,6,0,419,8,5,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,5,0,12,0,0,0,0,0,0,0,415,14,0,0,12,0,432,257,0,0,0,0,0,264,5,6,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,0,10,3,0,0,0,0,0,3,268,10,0,0,10,0,278,165,0,0,0,0,0,164,0,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,3,0,5,0,0,0,0,0,0,0,166,8,0,0,8,0,174,188,4,0,0
205031090,451,6,0,0,6,0,462,3,23,4,0,29,0,34,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,23,4,0,33,0,34,0,0,0,0,0,0,0,457,32,4,0,39,0,497,504,4,0,0,4,0,514,3,18,0,0,24,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,24,0,26,3,0,0,0,0,0,3,514,27,0,0,24,0,544,293,0,0,0,0,4,300,5,11,3,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,7,0,16,0,0,0,0,0,0,0,304,11,3,0,7,4,315,201,0,0,0,0,0,205,7,3,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,6,0,8,0,0,0,0,0,0,0,205,5,0,0,10,0,218,258,0,0,0
205031091,333,12,3,0,10,0,348,11,18,0,0,21,0,31,3,4,0,0,4,0,8,0,0,0,0,0,0,0,12,21,0,0,24,0,36,0,0,0,0,0,0,0,352,33,4,0,33,0,387,378,8,0,0,8,0,387,13,13,0,0,13,0,25,0,3,0,0,3,0,6,0,0,0,0,0,0,0,14,15,0,0,15,0,26,4,0,0,0,0,3,5,389,20,0,0,20,3,419,197,3,0,0,3,0,201,0,8,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,7,0,0,0,0,0,0,0,196,10,0,0,10,0,210,118,0,0,0,0,0,119,3,5,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,11,0,0,0,0,0,0,0,120,6,0,0,6,0,130,152,0,0,0
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,747,6,0,0,7,3,759,17,41,0,0,41,0,50,0,0,3,0,6,0,6,0,0,0,0,0,0,0,16,38,3,0,43,0,58,0,0,0,0,0,0,0,762,53,3,0,55,3,814,764,4,0,0,9,0,773,23,31,0,0,31,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0,0,33,0,61,3,0,0,0,0,3,9,794,37,5,0,45,7,842,437,7,0,0,7,0,443,13,13,0,0,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,12,0,25,3,0,0,0,0,0,4,450,17,0,0,19,4,472,268,0,0,0,0,0,270,10,10,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,8,0,19,0,0,0,0,0,0,0,283,10,0,0,8,0,295,376,5,0,0
205041094,417,5,0,0,5,0,425,9,23,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,20,0,29,0,0,0,0,0,0,0,426,25,0,0,25,0,454,476,3,0,0,3,0,488,17,13,0,0,13,0,31,3,0,3,0,3,0,3,0,0,0,0,0,0,0,21,13,3,0,16,0,34,4,0,0,0,0,0,4,497,16,3,0,23,0,518,253,7,0,0,7,3,262,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,3,263,10,0,0,10,5,277,141,4,0,0,4,3,150,9,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,8,0,0,0,0,0,0,0,150,3,0,0,3,4,164,252,10,0,0
205041095,512,8,0,0,8,0,523,11,17,0,0,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,17,0,28,0,0,0,0,0,0,3,526,27,0,0,23,3,551,461,14,0,0,14,0,476,12,18,0,0,18,0,31,3,3,0,0,3,0,6,0,0,0,0,0,0,0,13,22,0,0,22,0,40,4,0,0,0,0,0,6,483,33,0,0,33,0,518,274,4,0,0,4,0,284,11,10,0,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,10,0,22,5,0,0,0,0,0,3,289,18,0,0,18,0,310,199,3,0,0,3,0,200,3,5,0,0,5,0,10,3,0,3,0,4,0,6,0,0,0,0,0,0,0,4,10,3,0,13,0,14,0,0,0,0,0,0,0,204,11,3,0,13,0,215,254,4,0,0
205041096,365,10,0,0,10,3,379,8,36,0,0,36,0,48,0,10,0,0,6,0,9,0,0,0,0,0,0,0,10,42,3,0,49,0,54,0,0,0,0,0,0,0,377,55,3,0,55,5,437,350,8,0,0,8,3,357,3,28,3,0,34,0,40,0,6,7,0,14,0,14,0,0,0,0,0,0,0,3,37,5,0,46,0,52,0,0,0,0,0,0,0,359,40,5,0,49,3,415,170,5,0,0,5,0,174,5,15,0,0,15,0,19,0,0,3,0,3,0,3,0,0,0,3,3,0,3,5,15,3,3,25,0,31,0,0,0,0,0,0,0,172,18,3,3,30,0,199,129,3,0,0,4,0,133,3,7,0,0,9,0,8,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,5,5,0,9,0,13,0,0,0,0,0,0,0,130,6,9,0,15,0,149,147,0,0,0
205041097,1062,9,0,0,9,0,1072,36,99,3,0,97,0,134,0,6,3,0,8,0,8,0,0,0,0,0,0,0,36,101,3,0,109,0,147,0,0,0,0,0,0,0,1104,110,3,0,117,0,1216,1066,18,0,0,18,0,1079,31,83,4,0,90,0,122,0,4,3,0,9,0,9,0,0,0,0,0,0,0,29,91,5,0,94,0,125,0,0,0,0,0,0,3,1093,108,5,0,110,0,1211,603,12,0,0,12,3,614,15,54,0,0,49,0,66,0,3,3,0,4,0,4,0,0,0,0,0,0,0,15,52,4,0,60,0,72,0,0,0,0,0,0,0,615,61,4,0,70,3,689,380,7,0,0,7,0,390,4,23,0,0,23,3,35,0,0,3,0,7,0,7,0,0,0,0,0,0,0,4,27,3,0,33,3,38,0,0,0,0,0,0,0,384,34,3,0,41,3,429,484,15,0,0
205041098,196,3,0,0,3,0,202,0,3,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,8,3,0,0,0,0,0,3,202,3,0,0,3,0,206,204,6,0,0,6,3,212,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,213,8,0,0,8,3,216,125,0,0,0,0,4,130,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,6,0,0,0,0,0,0,0,125,4,0,0,4,6,138,84,0,0,0,0,0,84,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,83,3,0,0,3,0,89,106,0,0,0
