SA2_MAINCODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
201021010,0,0,0,0,3,101,3,0,0,0,0,0,0,0,3,108,23,0,0,0,0,0,0,0,0,0,26,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,42,491,29,22,5,4,0,0,3,3,27,588,90,9,26,3,3,3,5,3,4,3,159,8,0,0,0,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,3,104,11,32,3,3,3,7,3,5,3,174,4,0,0,0,0,0,0,0,0,0,4,593,42,57,10,9,7,8,7,7,29,769
201021011,0,0,0,0,0,141,0,0,0,0,0,0,0,0,6,150,28,0,0,0,0,0,0,0,0,3,31,11,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,0,3,49,798,71,54,12,8,10,10,10,3,46,1019,201,18,46,7,5,6,7,11,3,10,316,26,0,3,0,0,3,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,227,15,47,7,5,7,9,11,3,12,344,0,0,0,0,0,0,0,0,0,0,0,1029,84,107,23,10,17,23,22,8,51,1366
201021012,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,47,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,380,25,41,3,3,10,0,6,0,22,489,53,4,12,0,0,3,0,0,0,4,79,10,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,64,3,16,0,0,3,3,0,0,4,93,0,0,0,0,0,0,0,0,0,0,0,447,30,49,3,8,8,6,6,0,28,584
201031013,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,218,6,10,0,0,0,0,0,3,5,254,34,4,0,0,0,0,0,0,0,4,41,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,37,4,0,5,0,0,0,0,0,7,48,0,0,0,0,0,0,0,0,0,0,0,252,11,13,3,0,0,0,0,3,14,298
201031014,0,0,0,4,4,45,0,0,0,0,0,0,0,0,7,50,9,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,7,261,8,12,3,0,0,4,0,0,15,311,41,5,10,0,0,0,3,0,0,0,59,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,45,5,10,0,0,0,3,7,0,0,64,0,0,0,0,0,0,0,0,0,46,45,307,13,15,3,3,3,10,6,4,59,418
201031015,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,46,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,286,15,18,3,0,4,4,0,0,21,354,37,4,8,3,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,40,4,8,3,0,0,0,0,0,4,66,0,0,0,0,0,0,0,0,0,0,0,328,21,33,3,0,3,4,0,0,20,421
201031016,0,0,0,0,3,110,0,0,0,0,0,0,0,0,7,114,36,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,38,425,11,21,3,0,0,3,3,0,20,493,49,9,29,3,4,8,10,5,0,3,128,3,0,0,0,3,0,3,0,3,4,13,3,0,0,0,0,0,0,0,0,0,7,51,8,33,3,5,8,16,5,3,8,150,0,0,0,0,0,0,0,0,0,6,4,479,20,56,5,11,8,17,10,0,36,645
201031017,0,0,0,0,0,74,0,0,0,0,0,0,0,0,3,79,14,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,19,406,5,8,0,0,6,0,3,3,21,460,50,9,7,0,9,0,0,3,7,3,93,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,61,9,12,0,9,0,0,3,7,5,99,0,0,0,0,0,0,0,0,0,0,0,462,17,22,0,10,3,0,6,6,25,559
202011018,0,0,0,4,4,73,0,0,0,0,0,0,0,0,15,90,21,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,32,0,0,0,0,0,0,0,0,4,39,479,47,60,16,13,16,3,14,8,38,681,85,50,196,26,32,44,50,45,19,28,566,4,6,43,3,5,26,32,16,12,14,159,0,0,3,0,0,0,3,0,0,0,9,91,52,237,31,35,71,86,58,34,34,731,0,0,0,0,0,0,0,0,0,8,15,567,102,302,46,50,87,90,71,45,84,1429
202011019,0,0,0,0,0,39,0,0,0,0,0,0,0,0,3,45,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,17,317,29,39,0,3,0,0,8,0,20,412,25,9,78,10,0,12,12,13,4,4,164,3,0,34,0,6,4,0,9,7,0,64,0,0,0,0,0,0,0,0,0,0,3,31,14,108,10,6,18,14,14,12,7,232,0,0,0,0,0,0,0,0,0,0,0,345,37,147,6,8,19,12,25,12,32,647
202011020,0,0,0,0,0,95,4,0,0,0,0,0,0,0,4,112,31,0,0,0,0,0,0,0,0,6,37,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0,0,4,49,453,50,53,7,8,6,9,9,3,21,629,125,79,143,26,43,29,25,16,13,16,515,7,7,33,10,11,8,15,22,10,9,129,0,0,0,0,0,0,0,0,0,0,3,136,84,172,39,50,42,37,37,22,27,642,0,0,0,0,0,0,0,0,0,0,0,586,131,231,47,59,50,52,44,31,53,1276
202011021,0,0,0,0,0,46,0,0,0,0,0,0,0,0,3,51,15,0,0,0,0,0,0,0,0,5,21,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,25,286,46,39,10,3,19,3,9,3,13,429,64,53,94,24,24,21,11,32,19,20,355,4,3,9,5,3,16,8,11,13,5,71,3,0,0,0,0,0,0,0,0,0,3,75,56,105,24,28,33,17,37,32,22,435,0,0,0,0,0,0,0,0,0,0,0,358,100,145,35,29,53,20,49,37,42,862
202011022,0,0,0,0,4,129,4,8,0,0,0,0,0,0,8,145,48,0,0,0,0,0,0,0,0,4,54,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,3,60,623,62,60,12,7,12,3,17,3,36,835,126,59,213,35,19,53,32,27,13,15,589,24,10,59,19,10,30,13,25,24,15,221,0,0,0,0,0,0,0,0,0,0,12,151,71,276,54,29,79,43,57,38,34,827,3,0,0,0,0,0,0,0,0,3,7,776,130,334,65,37,95,43,68,42,73,1664
202011023,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,17,20,5,0,0,0,3,0,6,173,11,13,6,0,0,5,3,3,0,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,6,3,0,4,3,3,0,4,57,0,0,0,0,0,0,0,0,0,0,0,139,29,26,9,5,9,3,3,0,11,230
202011024,0,0,0,0,0,33,0,0,0,0,0,0,0,0,3,36,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,260,63,60,15,3,6,3,9,4,17,427,35,30,50,0,7,0,4,0,0,0,132,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,37,30,55,3,7,0,4,3,0,3,146,0,0,0,0,0,0,0,0,0,0,3,292,89,116,20,14,6,4,9,4,18,578
202011025,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,36,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,282,30,46,11,7,7,3,3,4,19,410,42,51,185,30,11,17,20,12,9,11,384,4,3,31,0,3,4,7,5,0,8,74,0,0,0,0,0,0,0,0,0,0,0,50,56,211,30,13,24,26,17,7,21,459,0,0,0,0,0,0,0,0,0,0,0,334,85,261,35,20,36,27,18,11,45,875
202021026,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,29,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,299,30,26,3,4,0,6,0,0,28,399,35,11,19,0,0,0,0,0,0,0,68,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,38,11,24,0,0,0,0,0,0,3,79,0,0,0,0,0,0,0,0,0,0,0,336,40,52,3,3,0,6,0,0,28,474
202021027,0,0,0,0,0,93,4,0,0,0,0,0,0,0,3,95,23,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,34,601,53,46,13,12,4,10,4,0,29,766,76,31,39,4,17,15,9,3,0,7,193,4,3,0,0,0,4,8,21,3,22,65,8,0,0,0,0,0,0,0,0,0,7,81,35,40,9,17,15,11,29,9,27,269,3,0,0,0,0,0,0,0,0,215,223,688,85,82,15,23,18,22,34,10,274,1254
202021028,0,0,0,0,0,89,0,0,0,0,0,0,0,0,7,101,27,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,32,673,46,31,3,5,3,3,3,0,30,791,80,9,21,5,6,4,3,0,0,4,120,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,81,9,20,5,6,4,8,0,0,8,129,0,0,0,0,0,0,0,0,0,13,15,754,49,52,3,7,10,7,3,5,46,939
202021029,0,0,0,0,0,90,0,0,0,0,0,0,0,0,4,92,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,18,334,18,20,0,3,0,0,3,0,16,392,59,8,5,3,5,0,6,0,0,0,92,4,0,0,0,0,0,0,0,0,3,11,6,0,0,0,0,0,0,0,0,3,10,64,7,7,3,6,0,4,3,0,3,109,3,0,0,0,0,0,0,0,0,0,4,403,31,27,3,11,0,4,6,0,21,503
202021030,0,0,0,0,0,107,0,0,0,0,0,0,0,0,21,127,23,0,0,0,0,0,0,0,0,17,40,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,17,48,653,78,73,13,16,8,4,0,4,63,910,106,26,38,13,15,10,11,5,0,14,240,13,4,0,4,0,9,13,15,4,7,72,0,0,0,0,0,0,4,0,0,0,8,125,31,38,13,15,18,29,29,4,26,317,0,0,0,0,0,0,0,0,0,0,0,781,103,107,20,30,22,35,26,9,90,1220
202021031,0,0,0,0,0,67,0,0,0,0,0,0,0,0,10,74,13,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,20,556,67,52,10,16,14,16,0,0,30,773,97,12,22,0,0,13,0,4,0,9,165,5,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,107,11,22,0,0,13,0,4,0,11,178,0,0,0,0,0,0,0,0,0,0,0,665,86,80,10,16,22,13,11,5,37,948
202031032,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,23,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,167,13,5,3,4,0,0,0,0,14,200,19,3,6,4,0,0,3,0,0,3,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,3,6,4,0,0,4,0,3,4,48,0,0,0,0,0,0,0,0,0,0,0,183,13,16,8,5,0,4,3,3,13,245
202031033,0,0,0,0,3,57,0,0,0,0,0,0,0,0,3,59,14,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,19,317,10,13,3,0,7,5,0,4,20,390,53,8,38,8,5,12,5,4,9,5,145,12,0,4,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,61,8,42,8,11,12,5,7,9,5,165,3,0,0,0,0,0,0,0,0,0,0,384,14,59,11,13,25,13,6,12,29,550
203011034,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,60,15,0,0,0,0,0,0,0,0,3,17,6,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,4,31,328,24,35,9,8,4,3,3,3,16,440,86,11,31,3,0,0,0,3,0,8,140,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,93,14,31,3,0,0,0,3,0,4,149,0,0,0,0,0,0,0,0,0,0,3,424,39,61,13,8,3,3,6,9,23,593
203011035,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,53,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,468,36,38,10,8,5,5,3,0,33,604,59,5,9,0,7,9,3,0,0,4,100,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,72,5,12,0,7,9,3,0,0,4,107,0,0,0,0,0,0,0,0,0,0,3,540,39,50,10,9,12,9,3,0,43,715
203011036,0,0,0,0,0,48,0,0,0,0,0,0,0,0,4,54,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,16,326,25,34,0,6,6,4,0,0,17,420,46,7,20,0,3,5,3,3,0,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,20,0,3,5,3,3,0,6,80,0,0,0,0,0,0,0,0,0,0,0,374,28,52,0,9,6,12,3,3,21,506
203021037,0,0,0,0,0,188,3,4,0,0,0,0,0,0,12,205,58,0,0,0,0,0,0,0,0,10,66,44,0,0,0,0,0,0,0,0,0,45,6,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,6,62,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,16,128,753,96,101,30,10,21,20,13,10,44,1107,261,58,201,44,64,64,83,80,37,18,913,40,3,17,4,4,12,0,7,6,16,105,0,0,0,0,0,0,0,4,0,0,9,303,59,220,50,71,73,80,92,48,31,1025,3,0,0,0,0,0,0,0,0,0,3,1062,157,319,76,84,100,98,104,63,74,2132
203021038,0,0,0,0,0,541,3,4,0,0,0,0,0,0,18,571,84,0,0,0,0,0,0,0,0,0,85,64,0,0,0,0,0,0,0,0,0,63,21,0,0,0,0,0,0,0,0,3,28,7,0,0,0,0,0,0,0,0,0,7,94,0,0,0,0,0,3,0,0,3,97,3,0,0,0,0,0,0,0,0,0,3,179,0,0,0,0,0,3,0,0,3,189,1581,114,119,21,22,31,25,15,4,74,2010,1127,226,499,91,132,248,107,135,73,84,2719,395,62,160,52,70,117,70,111,85,62,1178,18,3,9,3,0,3,0,0,3,0,45,1537,287,666,142,204,375,181,246,160,143,3942,11,0,0,0,0,0,0,0,0,12,22,3123,403,785,163,226,399,204,271,172,226,5969
203021039,0,0,0,0,0,174,0,0,0,0,0,0,0,0,8,181,25,0,0,0,0,0,0,0,0,6,34,33,0,0,0,0,0,0,0,0,0,34,17,0,0,0,0,0,0,0,0,3,17,3,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,3,76,0,0,0,0,0,0,0,0,10,90,738,75,82,20,20,19,29,28,31,30,1066,297,74,183,38,54,75,62,97,64,21,954,74,4,11,0,5,8,17,17,16,12,160,9,0,3,0,0,0,0,0,0,0,18,379,74,191,38,59,83,81,119,78,32,1132,3,0,0,0,0,0,0,0,3,3,7,1114,150,279,54,76,102,104,150,109,58,2208
203021040,0,0,0,0,3,293,0,0,0,0,0,0,0,0,18,310,57,0,0,0,0,0,0,0,0,0,60,51,0,0,0,0,0,0,0,0,5,61,34,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,6,96,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,6,154,929,109,128,34,30,11,21,30,14,53,1369,538,76,260,41,56,62,55,85,39,43,1259,140,10,17,4,4,20,8,27,10,13,255,5,0,0,0,0,0,0,0,0,3,15,686,87,281,47,60,83,69,115,56,63,1529,3,0,0,0,0,0,0,0,0,3,8,1622,198,407,77,88,98,93,147,72,112,2906
203021041,0,0,0,4,7,262,3,7,0,0,0,0,0,0,12,277,88,3,0,0,0,0,0,0,0,13,108,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,10,9,126,3,0,0,0,0,0,0,0,22,152,1271,152,237,49,31,29,32,35,13,50,1897,386,133,384,56,80,42,72,87,53,28,1326,26,13,14,8,9,11,12,12,16,14,131,3,3,0,0,0,0,0,0,0,0,7,415,144,406,65,92,58,83,97,63,46,1464,4,0,0,0,0,0,0,0,0,24,28,1689,292,641,112,116,87,123,131,78,116,3385
203021042,0,0,0,0,0,255,8,4,0,0,0,0,0,0,11,278,50,0,0,0,0,0,0,0,0,14,57,14,0,0,0,0,0,0,0,0,8,21,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,16,89,1301,171,237,59,33,57,50,36,38,67,2041,478,211,413,75,80,108,115,129,86,45,1737,43,9,35,3,7,11,14,14,14,19,165,9,0,0,0,0,0,0,0,0,0,18,528,218,445,79,92,122,129,142,95,66,1917,8,0,0,0,0,0,0,0,0,0,8,1837,382,682,136,126,183,176,181,131,133,3968
