SA2_MAINCODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
111011208,0,0,0,0,11,5,7,11,0,0,0,0,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,23,0,0,6,4,0,3,3,52,0,7,32,42,3,7,0,0,0,0,0,0,0,0,4,98,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,45,104,124,71,59,84,61,19,13,9,5,10,3,18,643,0,3,4,9,4,8,11,12,0,5,0,0,3,0,4,65,0,0,0,0,7,3,0,3,0,0,4,0,4,0,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,33,27,55,24,44,58,39,9,10,6,8,10,0,7,334,11,211,280,335,235,274,333,280,54,82,72,80,65,45,70,2431
111011209,0,0,0,3,8,0,18,26,0,0,0,0,3,0,0,62,0,0,0,0,0,7,9,10,0,0,4,0,0,0,0,37,0,0,0,0,0,3,7,8,7,3,5,3,3,0,0,38,0,0,12,19,3,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,70,88,153,52,41,43,46,7,16,5,3,3,0,17,561,0,0,4,6,12,5,11,9,0,3,3,0,3,0,0,62,0,0,0,3,3,6,3,7,0,0,0,0,0,3,0,27,0,0,0,0,3,0,0,7,0,0,0,3,4,0,0,14,0,39,28,52,33,43,56,34,8,0,4,3,8,3,16,319,11,278,250,331,242,236,317,275,51,48,46,33,37,19,80,2262
111011210,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,6,7,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45,55,55,14,14,16,15,0,0,3,0,0,0,20,246,0,0,0,0,3,3,5,3,0,0,0,0,0,4,0,14,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,11,5,9,10,3,16,18,5,4,0,0,0,0,5,87,7,86,100,98,86,48,80,70,10,28,15,12,11,3,51,703
111011211,0,0,0,0,0,3,0,3,0,9,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,30,16,6,9,7,0,3,0,3,0,0,5,124,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,11,10,7,0,0,0,0,0,0,0,57,0,33,53,56,42,39,46,30,3,24,0,5,5,4,15,361
111011212,0,0,0,3,3,7,7,0,5,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,80,137,40,37,34,33,26,8,3,10,15,8,11,493,0,0,3,6,0,3,4,5,0,0,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,46,11,9,3,3,3,0,0,0,0,0,3,130,8,134,176,244,107,118,101,83,50,15,7,18,24,6,36,1123
111011213,0,0,4,3,9,13,28,18,0,0,0,0,3,3,0,90,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,40,57,101,62,43,90,88,14,10,10,9,8,7,24,561,0,0,0,6,3,7,11,4,5,3,0,0,0,0,0,41,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,20,13,34,14,18,18,19,0,0,0,4,0,0,7,149,5,126,119,223,159,148,238,199,37,24,19,18,28,22,42,1396
111011214,0,0,4,3,13,8,11,7,3,4,0,0,0,0,0,49,0,0,0,0,3,11,7,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,15,0,0,5,13,3,4,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,53,109,107,64,44,33,48,9,11,13,9,0,0,12,508,0,0,0,0,6,4,5,8,3,0,0,0,0,0,0,30,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,5,3,4,3,0,0,0,0,0,0,0,14,0,18,18,31,22,11,21,20,5,11,3,3,3,0,9,184,7,181,192,217,194,156,198,164,40,31,26,21,14,8,39,1503
111021215,0,0,0,3,0,0,5,13,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,54,60,24,17,21,10,0,0,0,3,0,0,22,251,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,13,0,8,7,18,21,15,13,6,0,3,0,0,0,0,3,92,3,82,91,124,108,86,100,63,3,9,8,9,0,5,44,729
111021216,0,0,0,7,6,3,7,9,5,0,0,0,0,0,0,44,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,77,96,32,23,25,13,4,3,3,0,0,5,13,342,0,0,3,3,3,3,8,4,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,5,6,10,47,19,18,10,18,3,3,3,3,0,0,3,147,10,115,156,227,109,123,111,78,28,19,15,14,3,10,33,1044
111021217,0,3,0,0,3,0,31,20,0,9,0,0,0,0,0,73,0,0,0,0,0,3,11,27,0,0,0,0,0,0,0,49,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,15,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,48,54,40,24,12,35,0,0,12,3,7,9,45,320,0,0,0,0,0,3,6,5,0,0,0,0,0,0,0,14,0,0,0,0,4,0,5,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,9,8,15,18,33,33,27,3,5,5,4,0,5,10,181,3,107,92,114,116,152,215,304,36,50,35,38,34,15,79,1394
111021218,0,3,0,5,13,12,30,17,4,0,3,0,0,0,4,88,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,4,6,3,0,3,0,0,5,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,89,110,174,76,49,40,22,0,4,4,7,3,0,45,626,0,0,3,6,3,4,10,8,3,0,0,3,0,0,3,53,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,4,7,3,0,0,0,0,0,0,21,6,21,40,64,29,51,40,37,6,9,23,11,14,0,20,368,28,204,237,382,252,245,236,163,34,30,44,44,25,18,134,2079
111021219,0,0,0,3,3,0,11,17,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,68,109,175,58,35,39,25,13,4,5,0,3,0,25,575,0,3,0,8,3,7,10,14,3,0,0,3,0,0,0,54,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,13,16,30,18,22,16,10,3,6,0,0,3,0,9,146,9,147,180,271,159,153,143,111,27,36,33,19,18,8,51,1367
111021220,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,80,104,45,25,30,17,0,4,0,0,0,0,10,364,0,3,0,3,0,0,4,3,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,11,12,34,13,22,16,8,5,11,0,0,0,0,0,138,6,114,133,215,127,96,104,46,16,23,11,12,7,3,28,942
111021221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,51,28,15,11,13,3,0,0,0,0,0,0,4,143,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,10,7,0,4,3,0,0,0,0,0,0,0,37,3,56,63,49,35,32,30,25,3,0,0,0,0,0,10,323
111031222,0,0,0,7,9,4,30,6,7,3,0,0,3,0,0,67,0,0,0,0,5,4,0,5,0,0,0,0,0,0,3,14,0,0,0,0,0,0,3,15,0,0,3,0,5,0,3,38,0,9,39,77,12,4,0,0,0,0,0,0,0,0,8,149,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,7,35,56,89,48,34,69,68,11,16,11,12,4,3,10,466,0,0,0,5,3,6,12,19,3,3,5,3,6,0,0,62,0,0,0,0,3,0,6,3,0,5,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,10,57,18,24,34,31,15,10,8,10,5,0,8,246,7,129,191,317,186,170,263,267,65,51,48,50,33,17,58,1859
111031223,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43,87,14,16,7,4,3,0,0,0,0,0,6,202,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,15,9,15,6,5,0,0,4,21,25,4,26,132,0,76,75,134,61,64,66,41,14,15,16,33,32,12,38,678
111031224,0,0,3,0,4,7,11,5,3,0,0,0,0,0,0,35,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,6,0,0,0,0,0,3,0,16,0,3,25,28,9,10,0,3,0,0,0,0,0,0,12,82,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,5,21,66,50,41,36,34,40,10,3,11,8,3,3,11,341,0,0,0,0,12,4,4,12,0,4,4,0,4,0,0,41,0,0,0,0,7,3,0,4,0,3,0,0,0,0,5,24,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,10,0,25,11,39,20,26,33,34,4,7,10,13,15,3,13,251,7,160,279,210,166,149,169,201,36,32,47,43,53,28,61,1637
111031225,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,21,0,0,0,0,3,5,0,8,0,0,3,0,3,0,0,29,0,0,0,0,0,3,5,0,0,0,0,4,3,0,4,31,0,0,24,50,4,4,0,4,0,0,0,0,0,0,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,35,58,87,56,49,43,41,17,18,9,17,3,3,13,469,0,0,0,3,3,7,14,7,0,4,3,3,4,3,0,57,0,0,0,0,5,0,0,4,0,0,3,3,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,10,39,33,24,55,31,13,13,6,13,18,12,12,296,10,118,168,270,218,190,256,229,66,92,60,78,69,30,64,1922
111031226,0,0,0,0,0,3,17,19,0,3,3,0,3,0,0,46,0,0,0,0,0,11,5,8,7,7,0,0,0,0,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,4,32,10,12,5,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,75,41,25,28,22,15,19,3,4,4,0,9,308,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,14,0,0,0,0,8,3,3,5,0,0,3,3,3,0,0,36,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,12,0,13,9,61,21,43,49,84,26,13,4,8,3,3,12,350,0,57,79,234,171,196,279,371,92,133,46,47,39,15,55,1815
111031227,0,0,0,4,3,12,7,11,0,0,3,0,0,0,0,37,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,9,9,0,0,3,0,0,0,3,35,0,0,8,27,0,6,3,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,70,89,39,24,37,23,3,4,4,4,9,0,19,363,0,0,0,9,0,4,11,10,4,4,7,3,5,8,3,65,0,0,0,0,14,9,4,13,0,3,8,11,5,11,8,89,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,16,0,13,28,64,41,36,53,43,4,18,12,21,17,9,19,385,8,128,212,291,210,232,271,233,53,101,78,88,99,62,95,2174
111031228,0,0,0,0,18,7,25,7,0,0,0,0,0,0,0,55,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,7,4,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,63,60,47,43,55,45,6,11,12,20,11,5,3,421,0,0,0,10,4,7,22,4,3,0,4,0,12,0,4,78,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,22,11,28,15,23,42,34,7,11,11,0,11,0,6,221,6,92,147,169,176,170,255,153,30,37,43,41,46,23,48,1444
111031229,0,0,5,4,8,8,20,9,0,7,0,3,7,0,0,65,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,3,4,11,4,0,0,3,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,7,0,22,47,66,43,46,57,32,9,8,11,17,37,15,13,418,0,0,0,8,9,9,19,23,7,8,7,7,11,3,0,106,0,0,0,0,3,4,4,3,0,0,0,0,0,0,0,20,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,9,0,6,16,30,11,18,52,53,13,23,20,23,21,22,13,328,0,71,102,162,157,208,256,222,52,76,74,86,120,58,60,1714
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111031231,0,0,0,0,3,0,10,7,0,0,0,0,0,0,0,19,0,0,0,0,0,4,7,9,0,0,3,4,3,0,0,27,0,0,0,0,0,3,4,8,0,4,3,10,4,6,0,42,0,0,0,13,0,3,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,18,27,35,10,9,25,18,5,0,3,0,3,11,13,197,0,0,0,0,4,3,6,8,0,0,3,3,0,0,9,38,0,0,0,0,7,0,3,7,6,8,18,11,17,9,3,88,0,0,0,0,0,0,8,4,0,6,0,9,16,12,0,57,0,5,3,24,10,26,47,104,36,62,83,205,96,184,51,933,7,62,69,105,67,119,241,363,125,188,284,481,506,449,200,3265
111031232,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,62,69,25,7,16,18,0,3,5,0,0,3,22,278,0,0,0,7,3,0,7,4,0,0,0,4,3,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,12,3,7,12,6,3,3,0,0,10,0,0,74,4,70,94,126,70,51,78,56,12,17,15,12,12,7,49,667
111031233,0,0,0,3,5,0,6,10,0,0,0,0,0,0,0,28,0,0,0,0,3,13,5,14,0,0,0,0,0,3,0,47,0,0,0,0,0,5,3,9,0,4,0,3,3,0,0,26,0,0,27,66,10,12,3,5,0,0,0,0,0,0,6,131,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,10,29,86,104,61,30,33,27,3,7,9,5,6,3,21,430,0,0,0,7,8,3,8,3,0,5,0,0,0,0,0,44,0,0,0,0,15,7,3,8,0,0,0,0,0,0,3,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,25,13,72,28,56,65,72,17,13,20,13,22,40,27,487,12,183,224,350,259,267,303,383,71,103,97,90,107,89,141,2676
111031234,0,0,0,0,4,6,8,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,14,0,0,0,3,0,4,3,6,0,0,0,0,0,0,0,20,0,0,6,12,3,0,0,3,0,0,0,0,0,0,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,45,41,25,23,26,24,3,4,22,0,7,0,18,259,0,0,0,5,3,6,6,3,0,0,0,0,0,3,0,34,0,0,0,0,8,0,0,5,3,6,3,3,9,3,4,40,0,0,0,0,0,0,5,5,0,0,3,0,8,3,0,17,0,14,5,47,13,30,56,61,10,4,8,30,31,11,23,349,6,96,107,180,136,152,182,232,49,80,86,89,121,65,127,1707
111031235,0,0,0,0,7,6,12,9,0,0,0,0,3,0,0,37,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,31,32,39,18,38,26,0,4,3,0,7,0,8,208,0,0,0,3,0,5,6,11,0,3,0,0,4,0,0,37,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,9,23,14,19,34,36,4,12,14,0,16,18,12,214,4,34,79,110,115,107,138,117,28,29,29,11,47,38,31,912
112011236,0,0,0,15,5,4,4,12,0,0,0,0,5,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,11,8,3,4,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,69,135,148,59,40,67,33,11,13,5,9,0,3,29,622,0,0,3,7,5,7,8,3,0,3,0,0,0,0,3,45,0,0,0,3,0,9,3,3,0,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,8,4,16,37,30,16,15,21,32,4,7,5,3,8,0,4,209,23,185,240,310,206,175,218,197,35,58,39,24,21,14,89,1834
112011237,0,3,6,7,16,9,32,32,3,0,3,3,6,0,0,123,0,0,3,3,0,3,0,0,0,0,0,0,4,0,3,12,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,53,133,173,52,50,76,65,6,0,6,12,5,0,25,664,0,0,3,11,3,13,4,7,0,0,0,7,3,0,0,57,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,11,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,19,3,9,29,44,37,19,30,19,6,4,7,6,4,3,12,227,20,139,252,333,208,164,230,209,33,22,32,34,30,28,60,1787
112011238,0,0,3,3,5,7,13,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,75,46,45,50,23,0,5,0,3,5,4,12,341,0,0,3,5,8,6,8,4,0,0,0,0,0,0,5,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,7,8,22,9,20,28,8,0,3,8,7,3,5,11,139,0,39,98,145,142,143,159,68,10,29,19,26,15,5,59,962
112011239,0,0,4,4,9,4,12,6,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,71,104,48,52,63,37,15,7,6,0,0,0,17,443,0,0,0,6,11,10,21,4,3,0,0,6,0,0,7,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,29,20,33,41,49,9,7,16,9,7,3,9,247,7,70,129,222,169,186,234,151,33,23,26,19,11,15,56,1349
112011240,0,0,0,8,11,14,5,3,0,4,0,0,0,0,0,42,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,3,6,3,0,0,0,3,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,34,51,95,42,50,93,56,5,11,16,17,18,11,25,526,0,0,3,9,18,16,15,12,9,3,4,4,4,6,4,102,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,5,30,28,34,45,52,19,23,27,28,41,10,20,372,3,59,112,194,202,200,266,207,58,73,75,83,93,67,106,1799
