STE_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
1,35,115,488,1576,1432,1664,2685,1879,450,446,494,565,611,420,423,13290,204,976,2149,1702,6284,38093,55150,46433,8754,10210,11766,15130,17467,10118,10071,234508,27,347,3333,6687,627,1496,2193,142,35,43,60,52,41,26,536,15638,18,1221,2304,3828,1191,3654,2323,1946,360,473,610,397,453,258,689,19724,65,130,411,1200,3661,11211,9096,3720,680,621,664,623,450,290,1052,33879,191,7605,5266,3184,2292,1923,3033,2127,433,477,439,525,560,394,1087,29541,105,2824,12595,8472,1215,727,567,281,184,385,263,241,190,79,1354,29481,89,153,622,2124,6997,15255,7606,2986,669,843,966,1118,1167,613,1142,42347,56,535,670,4065,3400,11614,27485,40158,5244,6911,8537,10857,11487,8387,4047,143459,32,338,395,936,2680,4675,9229,5116,1092,1154,1219,1561,1598,910,845,31774,6,25,54,791,1863,3756,3878,3667,1475,1927,2743,820,1029,431,582,23048,8,14,99,1164,1259,4645,11979,7958,1984,1739,3555,2095,1537,1362,871,40271,61,386,1203,3324,1613,3331,3571,3934
2,25,63,291,940,889,1062,1712,1293,362,354,405,421,536,341,274,8967,63,298,955,717,2565,16702,29099,36342,7432,8905,10570,14160,16403,9093,7352,160652,24,313,2957,7383,689,1493,1728,154,39,38,48,47,52,10,511,15486,24,926,2133,2410,700,1944,1654,1355,300,317,454,258,284,140,392,13282,16,55,108,332,1026,3190,2592,1704,270,301,312,248,240,141,294,10825,204,8004,5484,2639,1973,1347,2160,1549,327,316,324,367,438,268,915,26308,105,3662,19572,15718,1918,1066,608,315,315,709,564,394,300,114,1871,47240,40,66,299,919,2697,6230,4246,2280,466,655,740,900,938,494,667,21642,60,485,479,5280,3173,8941,26628,60478,6513,7729,9762,13088,12818,9379,4984,169802,28,209,224,380,834,1732,5254,2984,623,760,869,1017,1380,1096,413,17805,3,24,21,182,633,1404,1731,2878,1520,2055,3378,938,954,491,417,16627,0,3,16,101,355,2274,5532,3921,1041,692,1631,935,800,835,492,18637,39,508,1237,2339,1226,2067,1639,2391
3,25,69,337,1212,1047,1326,1884,1761,469,489,474,514,546,356,292,10805,73,268,584,294,770,3332,7891,11389,2244,2662,3393,4137,4714,3080,2284,47114,3,98,789,1275,174,382,544,78,20,23,17,6,8,10,120,3551,0,233,366,280,91,251,338,323,57,91,105,81,70,63,93,2449,24,66,196,596,1199,3370,3076,2027,360,352,334,281,274,138,319,12614,28,4369,3089,2413,2514,1586,2252,1831,250,283,260,281,321,260,648,20387,45,603,1102,684,170,128,133,62,24,79,31,31,29,7,167,3298,27,67,142,443,1012,2678,2040,1190,292,407,463,568,612,377,441,10755,30,341,349,1287,787,1877,5487,18862,2071,2400,3346,4483,3793,2506,1531,49145,20,304,429,393,519,755,1737,1121,256,236,289,247,487,320,219,7321,0,23,17,91,300,514,741,1403,647,815,955,396,319,150,144,6511,0,8,14,47,39,129,541,606,153,128,328,288,137,329,97,2845,41,322,585,1490,979,1386,1477,2196
4,3,20,107,289,293,261,453,326,59,76,74,75,76,54,46,2220,9,37,260,107,462,1046,3058,6449,1258,1484,1743,2918,3113,1551,1110,24610,15,147,683,922,108,257,582,32,8,9,7,14,4,3,82,2867,3,170,212,86,63,136,133,256,51,68,86,62,66,41,33,1466,8,16,52,55,125,296,252,200,32,29,29,35,27,26,19,1200,20,3839,2212,1212,685,454,574,418,96,73,58,45,71,52,297,10119,31,1455,4331,1665,296,175,102,38,35,84,58,37,24,14,347,8682,13,11,53,125,251,618,528,484,130,186,245,278,341,168,157,3576,14,190,190,724,320,678,2411,12140,1141,1393,1685,1852,2429,1676,740,27594,3,63,95,88,131,190,383,314,82,82,100,134,270,156,53,2140,0,3,8,20,169,415,729,827,304,490,715,287,304,129,117,4527,0,0,4,8,3,67,570,356,124,60,93,86,51,20,30,1482,12,128,406,816,282,385,271,366
5,9,19,143,657,565,690,1105,921,236,279,169,192,200,103,146,5431,23,45,67,124,413,2178,4282,8094,1392,1773,1887,2039,2252,1259,1259,27081,63,223,1088,1160,195,465,977,108,23,36,23,26,27,12,133,4555,3,183,216,235,92,260,304,277,89,123,165,95,72,40,53,2211,8,13,47,88,144,232,165,266,65,95,50,46,41,12,48,1328,24,2259,938,1199,1496,928,1248,1353,262,252,174,231,193,110,307,10958,43,501,740,490,122,78,55,43,30,45,32,36,16,8,84,2307,9,22,71,330,670,1128,1145,813,163,274,322,321,375,187,290,6129,41,667,509,3985,1169,2592,4822,16565,2323,3103,3134,3387,3346,2334,1401,49385,24,176,105,183,528,1557,3493,2293,455,490,436,511,520,322,295,11394,0,10,12,38,338,664,966,977,511,678,549,374,381,167,152,5815,0,3,14,23,23,276,1244,667,143,189,238,237,179,59,127,3432,20,266,458,1756,1210,2558,1468,3359
6,3,12,46,158,96,110,136,120,18,12,29,19,34,15,18,822,8,22,50,23,40,110,316,642,150,186,265,354,411,288,174,3036,0,15,86,82,5,10,16,5,0,0,0,0,3,0,12,243,0,16,12,8,5,7,23,19,6,0,12,3,5,8,4,133,0,3,24,19,39,54,47,15,0,4,11,7,10,7,9,252,3,541,440,283,247,142,157,117,17,10,16,19,27,15,71,2108,3,48,187,123,34,22,6,8,4,0,9,3,6,3,27,480,4,3,21,36,38,67,58,65,13,20,20,32,28,19,40,457,6,37,38,115,50,84,214,622,74,99,88,185,182,127,50,1980,0,39,27,18,15,24,64,52,10,14,11,15,32,12,11,336,0,0,0,5,14,21,30,52,16,25,134,102,69,62,21,565,0,6,0,0,0,4,11,19,3,18,6,9,13,5,0,95,0,31,60,162,90,89,73,58
7,0,8,14,54,40,37,40,63,20,21,7,17,26,18,4,356,0,9,12,14,33,68,124,483,39,58,62,82,89,58,66,1192,0,0,13,17,0,3,5,0,0,0,0,0,0,0,0,40,0,3,0,12,0,12,9,8,0,4,3,3,3,5,0,55,0,0,7,20,27,68,73,96,13,27,23,23,18,14,11,428,0,119,97,110,80,66,114,131,19,30,23,37,41,30,42,929,0,30,217,257,132,68,110,113,54,74,76,30,30,20,50,1268,3,0,14,26,47,59,36,21,3,10,14,11,17,5,18,285,0,18,14,64,60,78,305,1362,217,287,238,298,350,213,88,3598,0,4,9,38,73,150,208,226,50,31,58,53,68,82,59,1117,0,0,0,0,3,6,10,46,8,19,18,11,18,4,0,153,0,0,0,0,0,4,16,14,0,8,0,0,0,0,0,42,0,8,15,65,31,53,62,242
8,0,5,38,186,138,174,218,143,38,31,36,42,64,24,20,1158,8,26,65,64,205,911,1901,2038,469,501,689,1209,1671,1098,493,11351,0,11,311,636,65,121,76,18,0,7,9,6,3,0,40,1301,0,24,26,48,16,46,72,71,4,8,38,31,23,17,19,449,5,3,14,34,97,243,208,161,7,19,18,27,32,10,29,902,4,703,386,219,149,155,225,134,18,32,16,31,46,24,68,2228,0,113,403,253,57,15,31,11,12,3,16,11,17,4,32,981,13,11,40,100,238,422,336,140,30,45,44,80,72,51,52,1680,3,40,44,261,228,712,2097,3235,505,502,563,807,769,393,265,10414,0,28,37,46,80,106,230,184,37,54,60,99,144,172,18,1299,0,4,8,21,65,119,136,154,73,86,65,47,37,15,12,841,0,0,0,7,11,31,120,141,15,18,22,38,51,80,0,536,0,32,56,120,81,139,85,90
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,3,0,0,0,3,3,3,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,24,0,0,0,5,3,5,7,52,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,3,0,0,0,0
