STE_CODE_2016,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
1,56335,172282,357222,318406,230198,194626,122444,48274,14981,1514763,11882,15652,27814,26561,25218,19504,12971,6202,1902,147710,18620,32701,75529,87137,145621,125894,82636,39304,10539,617979,4422,4926,11980,13926,23038,28415,40727,20985,7280,155700,1083,2011,5982,7529,13066,24170,33654,27327,12497,127324,229,930,3088,2916,4102,4880,4611,4192,1699,26658,12539,19065,44222,37288,36720,35145,33121,24462,12792,255343,105112,247568,525841,493759,477974,432636,330161,170743,61687,2845477,61062,185291,410131,363392,260851,190594,105033,42988,16350,1635687,8868,11375,22850,23692,26312,19694,14176,7503,2653,137126,12108,21781,53294,68298,141718,146282,108974,53902,20614,626958,2854,3805,9400,11411,20647,33279,42976,26931,14734,166034,711,1237,3893,6151,11782,25697,33509,32053,22076,137106,151,603,2397,2956,4856,6715,6346,7031,3698,34750,11374,16325,38256,31990,32700,33783,35061,31503,25522,256517,97133,240413,540227,507898,498860,456040,346076,201907,105640,2994193,117396,357577,767350,681795,491051,385219,227480,91261,31325,3150453,20753,27030,50672,50261,51529,39196,27150,13702,4552,284838,30730,54482,128822,155437,287334,272174,191609,93200,31149,1244936,7273,8736,21381,25336,43685,61694,83704,47914,22015,321734
2,44638,152688,312103,262643,181946,144384,90092,34928,11409,1234844,9575,17259,32504,38960,70062,52223,25790,9378,2690,258425,9403,16677,38322,43444,65789,61120,45344,20149,5550,305791,3375,4442,10750,12382,19970,24019,25263,13633,4256,118089,1446,2164,6100,6854,9788,15775,30001,29143,13051,114334,278,1078,3018,3121,3712,3723,3689,3585,1388,23598,9492,14564,33848,28183,27758,26062,24440,18508,9180,192030,78214,208871,436642,395591,379027,327296,244620,129327,47519,2247118,48876,164166,360695,308836,220946,154682,80387,32464,13129,1384184,6296,11035,22364,29532,69896,58309,32846,13456,4591,248318,5950,10093,24056,28331,53963,61875,55034,26004,10638,275945,2269,2768,6131,8227,16100,24715,26489,15878,7684,110265,941,1422,4506,6036,9389,18557,37460,37073,23771,139153,190,691,2647,3194,4367,5205,5236,6478,2891,30909,9204,13222,31103,25280,25881,26152,27023,24027,17623,199502,73722,203398,451500,409437,400547,349496,264469,155390,80329,2388276,93515,316850,672807,571485,402897,299068,170482,67394,24539,2619027,15870,28290,54863,68486,139955,110533,58629,22828,7278,506744,15356,26774,62377,71774,119748,122995,100377,46154,16186,581734,5637,7208,16880,20607,36072,48731,51757,29516,11943,228349
3,49524,113068,211749,188990,135894,101555,68638,26862,7004,903287,6456,10596,22325,23481,27835,19444,11145,3992,1008,126270,9092,16871,41998,53369,93663,94771,61986,22869,5515,400135,2352,3158,7781,9534,15146,16947,15427,7699,2365,80413,716,1118,3259,4219,7239,11896,28936,22115,8549,88048,133,460,1308,1194,1622,1513,1354,934,387,8895,9203,13682,29176,26193,26986,24043,21016,14166,6915,171378,77476,158940,317590,306980,308390,270176,208495,98633,31752,1778437,52525,121269,244975,224632,160316,103976,58130,23026,8122,996976,4981,8340,18751,21449,28544,19874,11975,4862,1502,120276,6812,12691,31355,41668,92298,107830,77271,30691,10917,411528,1610,2110,5393,6823,11653,16561,15431,9076,4161,72822,425,731,2333,3314,5351,10226,28393,24580,14726,90074,118,317,1102,1329,1627,1658,1320,1279,715,9464,8441,11802,24656,21543,23131,22285,21328,17489,13567,164252,74918,157264,328558,320760,322924,282411,213848,111002,53714,1865397,102053,234335,456725,413622,296210,205532,126765,49886,15124,1900263,11441,18937,41080,44929,56382,39316,23116,8850,2506,246546,15904,29560,73350,95030,185968,202600,139257,53562,16436,811671,3961,5271,13172,16356,26796,33512,30863,16774,6526,153232
4,12922,37338,66883,62107,48103,39824,26319,10838,3755,308097,3510,7890,16781,17314,27838,24765,12463,4277,1099,115935,2159,4492,11932,12199,19830,20308,18625,8149,2347,100033,700,1024,2948,2870,4967,6252,6218,4059,1490,30532,270,428,1330,1538,2301,4395,9778,9008,4412,33463,61,231,624,830,958,915,756,776,315,5468,2334,3433,7605,7257,8039,7655,7100,5309,2902,51640,21951,54831,108121,104109,112038,104108,81265,42417,16325,645157,14032,40252,79622,72586,57030,41484,23728,10257,4331,343322,2212,5118,11576,13710,27358,27417,13674,4990,1875,107934,1606,3046,8601,8969,16942,22695,24074,10775,4466,101180,477,642,2002,2078,3676,5807,7038,5384,2891,29987,216,289,1115,1303,1822,3960,10094,11003,8310,38115,40,139,566,822,1033,987,972,1314,715,6579,2261,2876,6176,5699,6767,7275,7858,7042,5540,51496,20840,52367,109652,105167,114633,109621,87436,50766,28125,678615,26952,77593,146508,134695,105140,81307,50048,21093,8091,651419,5717,13013,28358,31021,55197,52181,26138,9267,2976,223870,3761,7543,20533,21169,36774,42996,42695,18927,6816,201207,1172,1668,4952,4951,8643,12055,13254,9440,4375,60517
5,21043,54921,119546,103010,78562,60233,37985,14570,4081,493946,4725,8447,19394,17571,18345,11523,6516,2297,536,89353,5717,9778,25804,29492,46561,41957,27590,10032,2426,199360,1178,1227,3456,3959,5511,7369,8047,4850,1652,37257,355,471,1508,1864,2576,4251,7616,8039,3253,29938,69,294,987,854,944,849,761,697,311,5769,4507,7166,20078,16631,15510,12675,10170,7328,3568,97639,37592,82310,190767,173379,168009,138863,98692,47819,15833,953261,21690,57439,135913,116169,86856,61751,33693,14438,4821,532776,3216,5952,14375,14620,21130,15116,7875,3013,887,86182,4221,7020,18892,23188,39662,43327,32630,13644,4957,187536,1031,812,2142,2855,3915,6079,7960,5664,2859,33314,273,342,1160,1821,2323,4294,7382,8822,5194,31617,62,177,716,875,972,1087,865,1134,612,6489,3970,5861,14801,11814,11815,11262,10408,9458,7226,86618,34462,77602,187998,171329,166675,142913,100817,56169,26556,964530,42733,112353,255459,219171,165423,121985,71685,29006,8901,1026719,7940,14398,33770,32188,39479,26641,14391,5315,1426,175535,9937,16804,44698,52674,86217,85284,60224,23681,7381,386899,2207,2042,5597,6816,9425,13443,16006,10509,4509,70569
6,3023,8670,15170,13488,10284,11094,7835,3246,1023,73837,1420,1656,3241,2906,2437,1971,1172,510,129,15442,1910,3375,6731,8833,15473,13486,8449,3240,637,62126,242,280,584,774,2077,3741,4957,2053,410,15122,119,138,329,348,697,1558,2448,2382,1296,9321,26,47,91,117,190,158,131,99,36,911,892,1091,2182,2116,2723,3043,3069,2127,812,18049,7636,15255,28319,28588,33888,35051,28062,13666,4340,194812,3258,9398,18501,17396,13532,12311,7218,3269,1261,86142,1364,1557,3176,3221,3302,2738,1428,625,224,17638,1384,2292,5330,7600,14622,14160,10101,4389,1322,61198,186,219,388,557,1575,3608,5228,2322,689,14764,77,104,270,317,411,1119,1868,2541,2373,9076,12,38,110,174,192,134,100,97,67,928,888,934,1915,1939,2495,3009,3344,2677,1470,18666,7165,14547,29683,31211,36132,37074,29275,15912,7416,208414,6283,18069,33668,30882,23815,23405,15058,6516,2288,159986,2786,3214,6416,6129,5742,4704,2596,1144,357,33078,3294,5661,12056,16434,30097,27648,18546,7627,1956,123326,422,493,968,1337,3655,7349,10177,4374,1103,29881
7,1223,4052,10877,8429,5549,4019,2019,505,94,36775,577,1053,2309,1914,2347,1480,452,108,13,10251,663,1321,3106,2844,3732,2877,1271,313,51,16170,311,367,818,747,847,683,448,159,27,4392,307,335,748,761,815,864,843,351,81,5109,37,68,146,144,198,187,173,102,30,1093,986,1616,3954,3000,2726,1994,1111,346,87,15817,4115,8813,21957,17829,16212,12101,6312,1891,392,89615,1232,4136,12498,9386,6262,4022,1604,425,82,39652,457,842,1784,1592,2098,1388,407,108,18,8697,505,981,2306,2165,2980,2418,1169,343,83,12950,235,304,709,655,690,598,363,143,35,3733,228,307,697,715,841,897,746,371,124,4924,22,40,122,104,174,232,204,161,56,1119,804,1146,2886,2120,2008,1627,845,337,138,11909,3480,7756,21003,16746,15052,11177,5344,1879,545,82991,2454,8187,23382,17815,11811,8042,3626,932,178,76431,1031,1897,4090,3512,4448,2863,859,223,32,18948,1169,2303,5410,5006,6707,5293,2441,653,135,29123,545,666,1528,1398,1532,1280,814,303,59,8129
8,4095,12932,26054,23235,17298,13273,8442,3220,1046,109598,322,542,1142,1035,1234,863,555,207,75,5970,492,1063,2352,2254,4077,3381,2240,1037,316,17213,131,189,280,320,463,581,784,389,133,3273,32,59,137,180,244,487,736,683,282,2845,9,36,99,89,111,80,74,81,30,611,515,1012,2342,1810,1564,1225,1096,831,429,10824,5598,15831,32404,28927,24992,19895,13932,6437,2316,150340,4312,13175,28529,24548,18610,13029,7610,2893,996,113708,305,398,889,894,1179,1040,676,347,141,5863,382,779,1813,1939,4025,4635,3905,1943,713,20143,107,170,247,289,434,781,1034,624,339,4019,37,63,126,182,288,616,973,933,613,3826,3,25,81,82,104,132,127,157,74,775,522,925,1981,1498,1330,1340,1169,1015,967,10741,5675,15531,33662,29439,25971,21569,15488,7905,3838,159073,8407,26110,54581,47783,35909,26300,16054,6118,2039,223302,628,942,2034,1931,2410,1902,1225,550,219,11833,874,1843,4168,4189,8101,8021,6148,2981,1028,37354,237,352,529,608,898,1362,1822,1012,469,7297
9,21,62,140,158,113,109,56,20,8,687,3,11,17,16,30,22,17,0,3,117,9,4,26,68,108,99,58,13,3,383,0,3,3,3,22,19,15,6,10,91,0,0,4,6,13,32,39,14,3,112,0,0,0,3,7,17,24,12,0,67,14,63,139,96,79,66,46,18,3,516,52,134,330,344,376,359,261,95,28,1978,27,54,170,186,128,116,66,14,9,762,0,0,18,36,24,16,6,9,0,112,7,6,23,30,104,83,62,27,7,338,0,0,3,3,10,9,13,5,5,53,0,0,0,3,10,34,17,5,3,75,0,0,3,0,4,32,21,14,4,81,18,8,35,32,52,51,28,18,6,240,44,72,244,288,330,346,213,91,33,1654,46,113,308,340,244,224,121,38,15,1452,3,11,37,56,53,39,29,6,3,225,12,13,40,100,209,177,111,40,6,721,5,3,6,10,29,30,31,14,15,137
