STE_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
1,..,3976,12675,3261,3565,3568,3295,3358,1686,2177,37555,..,3630,15170,4479,5552,6416,6224,5437,2453,2130,51493,..,44,200,166,405,1004,1755,3244,3457,1427,11695,..,22,81,31,39,47,65,129,107,64,593,..,3695,15457,4674,5986,7470,8048,8812,6025,3619,63787,..,7,30,12,7,11,15,31,69,121,298,..,7677,28162,7942,9557,11045,11365,12199,7774,5919,101634,9262,13236,7469,1309,1530,1671,2229,2985,2527,1974,44194,10240,19033,21223,5740,7832,10746,14981,18330,13242,5195,126562,79,412,719,434,952,1752,2418,3628,3198,2008,15604,53,118,133,38,48,61,96,95,82,80,799,10375,19556,22068,6207,8833,12562,17489,22054,16522,7282,142965,19,27,30,4,5,10,16,20,24,529,675,19653,32824,29566,7525,10371,14247,19740,25057,19074,9783,187829,28064,8816,17038,5518,5951,6101,5865,5788,3293,2837,89273,40425,35083,79745,13601,16980,20175,21641,22165,12326,6188,268319,518,2175,6910,1818,2887,4149,3852,4236,2659,2121,31317,227,237,455,75,107,107,122,114,68,113,1632,41170,37493
2,..,3291,11147,3146,3407,3064,2772,2908,1461,1784,32973,..,2927,16052,4576,5523,6936,5832,5504,2240,2107,51702,..,29,218,178,392,1044,1672,3068,3076,1313,10988,..,9,87,18,36,69,64,124,104,90,604,..,2973,16352,4774,5955,8049,7568,8699,5423,3504,63297,..,9,24,19,19,16,17,44,62,166,365,..,6266,27521,7931,9378,11124,10355,11645,6945,5458,96634,6806,11203,8173,1485,1747,1610,2097,2914,2486,1549,40078,6129,14547,22763,6152,8283,11312,16055,18996,13593,4963,122792,59,347,695,406,831,1573,2276,3359,2814,1714,14080,41,92,128,37,46,58,102,94,81,75,766,6233,14986,23585,6598,9156,12949,18431,22455,16497,6752,137644,8,35,36,9,9,4,20,20,19,405,561,13053,26228,31795,8090,10911,14566,20547,25395,18994,8711,178278,21750,8045,15285,4681,5129,4783,4465,4374,2554,2217,73287,26560,29483,78071,12137,15301,17134,18157,17456,9742,4869,228908,296,1540,5633,1520,2414,3304,2754,3297,2171,1514,24439,200,165,493,64,107,121,112,105,52,98,1529,27062,31192
3,..,3803,15328,4083,4381,3716,3043,2776,1480,2016,40619,..,1289,8608,2593,3018,3224,2932,2488,1163,1093,26409,..,19,128,81,198,464,724,1324,1453,620,5021,..,13,54,16,20,19,31,54,47,44,297,..,1314,8784,2695,3246,3707,3693,3867,2664,1756,31728,..,6,41,14,12,17,15,23,41,90,260,..,5125,24162,6790,7638,7440,6748,6657,4182,3863,72604,7813,14884,13996,2150,2255,1987,1962,2351,1976,1866,51231,2830,6711,11533,2681,3414,4617,5826,6920,5288,2301,52129,33,151,206,135,229,495,756,1305,1484,1079,5876,25,55,55,18,21,31,25,42,35,53,361,2889,6921,11800,2836,3662,5138,6608,8270,6809,3429,58363,10,21,28,8,7,5,14,11,24,273,411,10712,21824,25821,4999,5924,7130,8585,10633,8815,5564,110004,20733,9589,16170,4335,4305,3606,3192,3133,1876,2195,69141,9451,9993,29464,5327,6550,7657,8199,7910,4519,2480,91555,127,510,1961,576,927,1337,1375,1937,1378,1348,11483,58,66,202,25,34,58,47,59,31,54,630,9639,10569
4,..,831,3207,698,940,713,698,619,332,302,8338,..,448,3952,1168,1268,1598,1324,1336,594,410,12093,..,7,46,30,93,272,377,690,975,248,2735,..,5,21,8,8,14,9,27,12,12,118,..,457,4019,1208,1367,1885,1709,2045,1583,670,14949,..,7,9,3,0,0,3,10,12,22,66,..,1291,7233,1908,2311,2599,2403,2678,1922,994,23344,1556,2834,3080,400,372,288,318,381,378,335,9941,899,2559,5832,1363,1578,2134,2729,3307,2005,779,23190,9,46,147,79,140,330,538,771,660,351,3071,3,17,27,3,11,10,11,25,16,23,154,916,2629,6007,1447,1726,2479,3278,4099,2680,1150,26415,0,8,11,0,3,0,3,0,0,63,92,2468,5471,9098,1850,2102,2762,3601,4479,3067,1553,36446,4914,1464,2448,622,693,558,491,528,334,417,12463,3305,3963,13246,2113,2579,2903,3107,3439,1797,754,37207,35,198,954,275,475,557,585,756,517,293,4642,33,30,79,16,11,13,19,25,18,9,259,3378,4193
5,..,2378,11249,3379,4138,3167,2438,1984,979,1208,30911,..,871,7623,2390,3135,3097,2551,2235,965,744,23625,..,9,86,63,159,327,546,965,907,402,3467,..,10,44,4,14,23,24,38,29,37,231,..,891,7759,2457,3314,3449,3126,3242,1903,1178,27317,..,3,19,3,13,9,10,18,22,46,142,..,3265,19021,5841,7458,6620,5575,5242,2910,2433,58364,4738,9998,11463,1950,2204,1599,1477,1429,966,1172,36998,1672,4664,10568,2410,2892,3068,3560,4492,3023,1264,37609,13,82,167,94,154,295,476,786,649,416,3140,16,33,80,17,20,24,16,30,25,16,283,1702,4786,10812,2522,3064,3388,4057,5304,3699,1698,41037,6,10,19,3,0,8,11,0,6,244,308,6449,14794,22297,4472,5276,4994,5550,6742,4671,3117,78343,17197,6239,13598,5107,5853,3904,2836,2261,1090,1586,59679,7052,8455,24080,4853,6080,6412,6251,5631,3160,1690,73667,74,384,1589,463,722,973,998,1235,775,655,7873,39,49,149,27,53,51,38,25,22,40,498,7160,8895
6,..,176,603,137,111,116,152,101,50,82,1530,..,55,322,109,114,208,158,122,72,50,1202,..,0,5,7,7,62,70,89,150,78,474,..,0,3,0,0,0,7,6,3,3,26,..,55,324,117,126,274,235,220,224,131,1706,..,0,0,0,0,0,0,3,3,0,5,..,231,929,252,239,391,383,320,279,211,3240,293,483,339,54,57,52,59,87,88,68,1584,82,259,518,156,198,301,372,478,409,117,2886,5,10,15,9,18,40,81,98,110,48,431,0,0,4,3,0,0,6,7,4,3,30,90,270,532,165,216,341,461,577,525,175,3343,0,3,0,0,0,0,0,0,0,11,18,380,756,874,216,271,391,521,669,613,255,4947,878,236,444,129,115,131,120,132,72,95,2349,242,390,1244,261,395,432,485,510,278,112,4354,3,8,82,31,49,71,104,106,71,60,594,3,0,6,0,0,0,0,7,0,3,21,254,397
7,..,90,403,98,191,147,195,196,106,97,1536,..,40,607,200,225,286,238,298,114,73,2069,..,0,6,3,5,27,49,104,111,49,359,..,0,3,0,0,3,0,10,5,4,32,..,40,617,204,233,312,284,413,231,124,2456,..,0,0,0,0,0,0,0,3,3,10,..,129,1024,306,422,463,487,610,345,223,3999,203,250,287,59,93,101,116,148,120,72,1441,89,185,659,155,191,223,259,342,268,119,2472,3,3,14,9,10,23,22,45,37,27,193,0,0,4,3,3,0,3,0,3,3,26,92,186,674,166,204,241,283,381,305,150,2688,0,0,0,0,0,0,0,0,0,16,17,295,433,961,223,298,342,401,534,425,236,4146,760,273,844,326,362,284,214,250,131,128,3575,395,389,2116,434,505,600,646,768,411,203,6467,10,18,87,27,34,77,83,94,62,66,557,3,3,18,4,3,4,7,0,3,3,47,413,412
8,..,286,756,297,285,236,268,272,121,96,2621,..,201,1126,332,407,438,442,418,181,122,3674,..,3,11,5,24,46,99,172,206,51,619,..,0,11,0,3,3,3,6,10,3,33,..,204,1145,343,433,493,544,599,391,179,4325,..,0,0,0,0,0,3,3,3,3,14,..,497,1905,642,717,725,822,867,515,281,6961,810,896,516,118,119,121,125,150,132,120,3099,431,979,1377,403,501,682,1113,1536,1187,338,8562,7,20,19,24,32,56,140,239,223,96,847,3,5,3,0,0,0,3,3,3,4,36,441,1009,1403,429,539,741,1259,1771,1414,434,9441,0,3,3,0,0,0,0,0,0,11,24,1253,1901,1921,541,660,868,1386,1922,1545,572,12568,2148,509,767,239,257,227,245,244,132,145,4916,1643,1847,4532,851,958,1070,1281,1350,755,264,14553,16,57,233,46,93,93,123,151,88,49,963,5,11,24,3,7,10,9,8,3,4,74,1667,1921
9,..,0,7,3,0,0,0,0,0,4,21,..,0,7,0,0,0,4,5,7,5,35,..,0,0,0,0,0,0,3,0,5,10,..,0,0,0,0,0,0,0,0,0,0,..,0,14,0,0,3,7,12,7,13,44,..,0,0,0,0,0,0,0,0,0,3,..,4,24,6,0,4,5,11,7,15,73,0,3,0,0,0,3,0,0,0,0,11,0,4,9,0,0,3,4,3,6,8,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,3,4,3,6,10,33,0,0,0,0,0,0,0,0,0,38,38,3,10,7,0,0,5,4,3,3,46,82,15,7,7,0,0,0,0,0,0,4,39,32,8,21,6,4,4,4,6,3,8,97,0,0,8,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,31,8
