STE_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
1,272,31297,..,11207,2811,14018,153,14174,..,5810,501,6315,83,6393,..,8369,1917,10285,96,10386,..,6979,875,7853,70,7930,..,8983,1721,10711,66,10776,..,7799,631,8431,182,8616,..,9003,2015,11010,110,11121,..,13642,404,14047,126,14166,..,14092,1754,15844,121,15966,..,25496,813,26311,275,26585,..,3187,181,3370,30,3398,..,56417,3148,59565,547,60111,..,28916,4301,33218,338,33558,..,12473,1361,13837,94,13937,..,11961,3816,15782,154,15932,..,8373,2271,10644,107,10754,..,34405,20124,54527,322,54847,..,94805,23517,118327,2409,120737,..,776000,188119,964128,9565,973694,..,9546,1687,11231,218769,229996,2590527,785552,189808,975357,228332,3794217,5126633,..,..,..,..,5126633,..,7572,116,7684,52,7735,..,167004,31937,198947,1882,200825,..,1747,87,1835,88,1922,..,103817,38770,142590,746,143333,..,170425,68162,238592,1354,239945,..,12847,5214,18067,101,18169,..,287098,112150,399244,2203,401448,..,18180,2762,20944,212,21156,..,8386,190,8581,114,8686,..,22567,955,23522,220,23743,..,22087,657,22751,283,23033
2,72,8206,..,12074,2795,14865,153,15017,..,8175,679,8853,128,8980,..,6082,1506,7585,65,7644,..,7406,1177,8588,83,8670,..,7965,1834,9806,84,9890,..,5498,373,5866,114,5982,..,7069,1576,8648,94,8739,..,10052,302,10351,94,10450,..,8426,622,9047,68,9108,..,12964,384,13346,146,13498,..,3955,246,4200,37,4233,..,35393,1547,36943,348,37285,..,16145,2200,18342,159,18504,..,10664,1103,11767,102,11865,..,6218,1407,7626,71,7693,..,12327,3483,15815,150,15963,..,35427,19518,54946,424,55364,..,88841,26087,114936,2229,117162,..,636559,149312,785869,8225,794087,..,7453,1545,8995,169998,178995,2045460,644007,150859,794861,178224,3018549,4026811,..,..,..,..,4026811,..,5454,74,5526,35,5560,..,66074,12641,78714,878,79589,..,494,15,515,16,526,..,58938,18673,77619,459,78079,..,141986,48709,190699,1097,191793,..,13894,5327,19226,106,19329,..,214824,72716,287538,1664,289200,..,17458,2813,20275,233,20504,..,8267,214,8489,111,8600,..,18410,738,19142,173,19313,..,18936,539,19477,234,19714
3,68,10082,..,582,77,656,11,665,..,675,33,704,24,723,..,2651,521,3170,21,3191,..,2643,250,2899,37,2935,..,3135,420,3558,26,3587,..,6985,504,7487,133,7618,..,2049,335,2388,20,2409,..,6849,239,7090,76,7167,..,2927,274,3204,39,3240,..,10444,351,10795,114,10905,..,2363,97,2462,23,2486,..,22591,957,23550,250,23799,..,9646,1251,10896,96,10990,..,2330,223,2548,18,2564,..,4659,952,5609,50,5660,..,786,135,926,0,927,..,8943,4693,13640,93,13734,..,43757,9229,52989,1200,54186,..,245571,45301,290875,3515,294389,..,5924,699,6622,148877,155501,1931413,251494,46001,297495,152395,2381308,3820632,..,..,..,..,3820632,..,12263,179,12448,80,12525,..,11013,2494,13508,136,13644,..,11614,1261,12877,599,13474,..,19353,5389,24749,158,24900,..,52375,16710,69088,387,69474,..,3019,1206,4229,31,4253,..,74750,23306,98057,571,98629,..,3524,443,3972,41,4009,..,6918,177,7092,59,7157,..,11263,615,11878,111,11988,..,15836,496,16333,160,16488
4,15,1929,..,271,40,314,3,315,..,438,25,461,3,467,..,1683,542,2225,16,2237,..,2676,461,3136,26,3158,..,1513,314,1823,13,1840,..,68,4,70,5,79,..,1635,446,2082,20,2095,..,2247,50,2289,22,2314,..,875,115,991,8,997,..,3140,121,3261,35,3297,..,955,42,997,4,1008,..,7218,322,7544,67,7611,..,2611,333,2943,30,2973,..,1143,94,1237,12,1250,..,1082,256,1338,11,1347,..,277,55,334,3,332,..,6373,3591,9968,57,10025,..,17687,5832,23519,504,24023,..,113731,26488,140221,1552,141774,..,2242,361,2607,41376,43985,664893,115975,26851,142831,42930,850652,1311533,..,..,..,..,1311533,..,2312,28,2344,16,2362,..,7441,1769,9212,85,9292,..,2912,397,3313,83,3392,..,7423,2160,9590,78,9666,..,21863,6752,28611,162,28780,..,1593,659,2256,12,2266,..,30880,9575,40457,256,40709,..,2653,386,3042,34,3075,..,2479,52,2531,27,2551,..,2567,129,2692,26,2720,..,6182,200,6385,66,6453
5,22,3531,..,2509,417,2930,30,2959,..,197,11,202,3,208,..,2667,530,3202,14,3212,..,3010,310,3324,33,3355,..,1753,222,1971,13,1985,..,392,27,413,5,419,..,2140,371,2509,34,2543,..,5300,198,5497,50,5548,..,5564,547,6106,44,6150,..,7705,311,8019,92,8115,..,3794,323,4114,38,4152,..,22357,1381,23739,228,23965,..,4827,520,5348,55,5407,..,2904,348,3255,30,3285,..,3794,664,4451,44,4503,..,623,181,800,4,809,..,6992,3660,10654,73,10727,..,33021,6954,39979,788,40765,..,188335,33347,221680,2557,224239,..,3247,449,3691,78031,81725,930036,191584,33794,225372,80586,1235994,1861041,..,..,..,..,1861041,..,13877,232,14111,97,14208,..,11546,2426,13971,166,14132,..,8897,897,9793,463,10251,..,15177,4061,19236,103,19339,..,36074,11508,47574,263,47840,..,3518,801,4324,25,4349,..,54766,16371,71133,395,71533,..,4874,622,5495,58,5556,..,4931,113,5047,61,5100,..,9090,415,9503,92,9597,..,8943,268,9212,112,9320
6,3,248,..,10,0,10,0,10,..,7,3,5,0,5,..,143,152,294,0,300,..,351,37,386,4,391,..,157,21,174,0,176,..,18,0,18,0,18,..,65,5,67,0,66,..,238,4,246,0,246,..,133,11,139,0,139,..,450,14,463,10,470,..,150,0,150,0,154,..,974,28,1004,13,1016,..,428,52,479,3,483,..,140,4,145,0,148,..,289,53,340,3,340,..,34,3,40,0,40,..,187,60,250,8,254,..,1771,537,2313,59,2365,..,11945,2268,14212,185,14397,..,655,39,692,15318,16012,230075,12608,2304,14911,15499,260482,450411,..,..,..,..,450411,..,363,13,369,0,375,..,691,133,824,12,829,..,64,0,70,3,70,..,757,197,957,13,972,..,3250,686,3933,40,3971,..,208,62,271,8,275,..,4220,938,5163,58,5223,..,241,29,267,0,270,..,883,12,892,10,903,..,784,22,812,5,820,..,1515,35,1555,26,1576
7,3,171,..,11,0,11,0,11,..,6,0,6,0,6,..,60,5,65,0,65,..,56,3,60,0,62,..,74,5,82,0,82,..,56,3,58,0,57,..,21,0,24,0,24,..,1062,35,1103,23,1123,..,599,76,682,4,686,..,1549,62,1615,26,1636,..,360,41,394,12,406,..,3573,219,3791,53,3847,..,219,20,238,0,236,..,211,26,233,0,233,..,473,120,595,7,600,..,18,7,25,0,25,..,421,205,631,3,628,..,2628,448,3080,91,3165,..,29399,4367,33767,723,34491,..,412,110,521,11816,12335,63434,29813,4478,34294,12536,110266,132634,..,..,..,..,132634,..,301,3,303,3,308,..,332,23,358,8,361,..,29479,4529,34004,955,34956,..,548,174,722,5,729,..,1558,587,2151,13,2163,..,499,151,654,3,654,..,2606,918,3528,24,3552,..,40,3,42,0,43,..,238,4,243,0,243,..,576,57,635,12,646,..,812,29,834,3,842
8,13,1213,..,269,36,306,0,303,..,84,0,89,0,88,..,384,52,437,5,442,..,524,60,587,8,596,..,459,52,514,0,516,..,232,13,249,3,258,..,476,81,556,9,561,..,749,11,758,4,768,..,651,54,706,0,710,..,979,20,1001,7,1007,..,281,10,296,4,297,..,2660,103,2764,24,2783,..,1589,175,1758,10,1772,..,829,68,901,12,906,..,586,117,709,4,713,..,122,17,135,4,134,..,1751,529,2278,17,2293,..,6221,1092,7315,144,7455,..,39075,5683,44761,422,45182,..,414,62,477,10055,10533,145943,39492,5747,45242,10480,201653,288986,..,..,..,..,288986,..,643,11,650,3,652,..,2557,452,3004,37,3040,..,127,3,132,0,132,..,3132,706,3835,17,3853,..,10189,2168,12356,57,12408,..,731,220,946,0,953,..,14049,3086,17134,83,17216,..,2037,219,2255,15,2272,..,565,13,580,3,582,..,1964,63,2020,24,2047,..,1864,34,1897,15,1913
9,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,10,0,10,..,0,3,3,0,3,..,22,0,23,0,23,..,212,120,332,10,343,..,240,128,365,10,376,..,0,0,3,0,3,..,0,0,3,0,3,..,3,0,7,0,7,..,0,0,0,0,0,..,5,3,6,0,6,..,384,7,396,6,401,..,840,212,1050,23,1068,..,16,5,15,200,221,833,849,218,1064,223,2120,1732,..,..,..,..,1732,..,16,0,23,0,23,..,8,0,8,0,8,..,31,0,34,0,38,..,54,18,72,0,72,..,193,134,328,0,329,..,14,15,38,0,35,..,267,169,435,3,440,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,13,0,13,0,13
