STE_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
1,1498,1534,1051,769,698,407,664,24038,416,9122,17504,10728,1754,912,1198,1191,385,638,911,983,828,399,2498,49476,12,118,145,356,813,2383,3675,1935,507,595,583,660,825,646,757,14008,3,7,26,429,3725,8881,14141,10310,1784,1983,2056,2072,2454,1789,2157,51816,60,820,2600,13435,10989,11882,7899,3699,685,576,680,704,588,317,2445,57381,62,91,893,2653,5223,6975,4921,3649,748,843,997,1087,1427,1021,1071,31655,51,4803,5003,2458,912,315,143,114,27,5,18,7,8,0,613,14481,46,5277,4160,1559,1204,661,1223,819,209,183,216,282,278,193,605,16900,472,840,3024,9943,19822,20104,27369,13356,3449,3659,3134,2716,2561,1529,5176,117136,0,24,42,273,700,2361,4546,4488,1271,1963,2011,2366,2479,1405,610,24524,10,20,205,1933,9003,25635,16000,13065,2909,3351,3388,3472,3351,1989,2420,86749,67,1345,1077,669,3852,2586,1327,817,163,210,247,266,263,113,446,13451,51,79,393,1085,1550,1929,2642,1797,356,371,457,592,617,434,375,12730
2,1025,914,629,450,472,267,407,15615,430,15626,28364,14116,1995,876,1060,982,330,605,776,767,664,374,3550,70527,3,95,83,189,368,930,2257,1471,296,392,343,486,590,465,538,8515,3,0,6,61,337,950,3348,4244,797,799,845,882,939,846,742,14797,7,120,490,3216,3708,3183,2302,1511,231,247,300,276,257,122,717,16684,54,84,597,2326,5550,8656,8435,8091,1722,2065,2336,2699,3313,2556,1566,50049,39,4596,6842,3415,1306,397,251,177,36,29,18,26,23,4,714,17873,20,6660,6309,1564,1468,595,931,667,148,157,134,157,152,143,701,19813,226,481,1407,5039,11203,12520,21094,14701,4744,5234,4314,3437,3226,1917,3713,93253,0,18,33,148,267,931,2848,4562,1427,2348,2412,2198,2156,1246,541,21125,11,25,89,641,4464,11605,8633,10929,1956,2375,2570,2365,2589,1583,1462,51290,183,1762,1867,1051,3898,3267,1049,533,105,117,117,127,153,65,415,14706,32,34,208,723,1079,1940,3981,3090,559,713,715,793,1020,760,413,16063
3,769,679,419,283,269,165,298,11352,260,3114,3820,1874,386,313,471,472,129,233,269,348,356,226,733,12995,5,89,66,150,299,1743,3679,2149,456,471,452,517,703,648,959,12402,0,0,3,42,274,1200,3685,4958,938,1091,1112,1080,1570,1210,1166,18327,7,42,92,357,257,222,163,99,29,13,27,17,23,22,47,1418,38,38,675,1487,1865,2168,2244,2203,407,501,566,732,857,591,479,14848,27,996,696,344,148,72,53,29,5,22,6,12,6,8,80,2505,14,3896,3436,1455,1499,715,1156,734,106,146,113,123,145,106,422,14067,207,528,2271,10674,29471,34424,46869,34995,8646,8353,6400,4704,3982,2333,7351,201206,0,12,21,58,110,174,782,979,283,400,517,464,443,306,134,4675,9,10,75,421,3738,7464,5834,9770,2037,2140,2031,1998,1901,978,1252,39661,12,457,313,247,1341,1034,528,452,83,102,87,80,107,29,147,5030,22,22,180,730,584,796,1437,971,183,222,262,343,372,352,239,6716
4,176,155,90,55,34,31,97,3299,165,4450,8453,3037,427,233,226,175,44,90,96,111,108,71,862,18544,0,31,12,24,41,163,402,301,73,65,51,70,95,101,96,1527,0,0,5,13,123,211,709,1309,251,237,183,161,198,158,123,3686,15,51,84,332,292,220,238,122,21,33,20,27,19,20,48,1535,18,13,148,531,780,1042,1125,1355,314,357,374,454,565,478,199,7749,6,482,491,228,81,40,17,12,0,4,0,0,0,0,57,1417,14,1847,2729,699,376,103,268,202,42,32,32,21,21,30,184,6602,52,114,368,1360,2699,2441,2423,1390,372,367,269,205,215,127,516,12937,0,3,12,13,18,42,338,677,244,356,534,418,493,194,90,3445,0,3,24,95,1001,2045,1703,3246,621,731,762,760,748,346,385,12465,9,542,469,287,1399,1366,363,194,24,35,38,37,26,10,151,4954,3,12,74,223,251,259,455,395,72,79,122,151,169,145,68,2491
5,1964,2250,1085,559,439,203,434,18036,194,4766,5838,3197,673,366,479,583,201,412,511,465,366,158,996,19210,0,31,32,63,124,524,1235,791,154,187,202,246,280,162,258,4291,0,0,0,26,282,383,1112,1874,442,464,507,456,561,327,422,6865,3,12,31,195,177,251,161,108,16,20,24,24,17,15,43,1099,69,84,477,1908,3530,6292,4564,4944,1028,1189,1182,1089,1151,756,866,29126,4,243,228,191,70,52,32,32,4,6,6,4,4,0,21,898,17,3438,1253,901,913,451,685,556,106,140,135,110,102,45,281,9133,54,146,670,4039,9906,12933,13700,15438,5269,5676,3552,2259,1771,820,2972,79221,0,21,36,114,100,221,549,1225,399,587,615,642,465,322,144,5437,0,13,13,145,1276,2450,2333,9771,2687,3186,2599,2114,2207,1231,807,30835,11,490,214,207,1752,1299,398,415,99,125,145,128,101,37,150,5573,55,88,272,1096,1652,2403,3732,2608,406,455,457,517,529,343,379,14987
6,27,15,17,21,5,7,14,678,4,182,376,119,24,19,18,15,0,4,10,7,3,8,58,847,0,9,4,8,17,52,100,82,23,18,10,19,22,20,25,413,0,0,0,10,26,77,114,146,14,32,16,36,48,47,39,594,0,3,3,24,24,11,7,0,0,0,0,0,0,0,0,76,3,4,56,92,83,102,176,153,44,91,90,110,184,170,46,1409,0,37,28,22,8,6,4,0,0,0,0,0,0,0,5,111,3,827,615,190,213,83,124,47,4,13,3,4,3,0,56,2193,30,53,187,673,1083,973,914,400,90,101,82,77,68,57,200,4977,0,3,3,3,4,7,16,53,23,43,37,51,66,23,13,347,0,0,5,26,192,312,282,331,73,74,63,73,74,46,74,1616,0,107,73,33,148,105,32,28,4,4,0,12,3,3,20,579,10,5,28,42,26,37,87,56,18,31,45,31,69,60,22,567
7,168,140,78,58,41,20,32,1026,0,52,107,89,15,18,16,44,11,16,28,23,27,14,45,505,0,0,3,5,6,27,58,38,5,14,27,79,117,56,42,474,0,0,0,0,19,20,63,108,16,20,14,31,55,28,39,405,0,0,0,9,12,3,5,9,3,3,5,0,0,0,4,51,3,0,30,91,156,113,70,90,30,6,25,18,22,21,24,705,0,7,9,14,3,0,0,4,0,0,0,0,0,0,0,39,0,69,85,48,45,14,41,41,11,9,4,7,22,8,23,424,3,4,63,398,835,696,734,642,174,260,216,168,150,88,212,4636,0,0,3,5,10,10,14,113,28,44,28,35,34,22,8,354,0,0,5,55,364,614,505,1750,371,461,468,415,418,259,224,5914,0,4,11,4,29,24,14,12,0,3,3,3,3,7,6,124,0,0,6,58,40,45,41,33,9,7,7,13,9,10,24,302
8,78,67,41,19,8,7,16,844,12,320,713,423,105,61,62,49,21,37,17,28,30,6,75,1943,5,16,13,30,54,87,223,141,30,26,22,33,30,30,56,791,0,0,0,19,87,207,499,600,135,175,135,122,115,97,96,2287,0,5,10,72,82,106,54,37,6,7,0,9,6,0,15,400,11,12,120,310,376,419,296,237,64,91,76,116,137,113,67,2437,0,84,78,62,15,15,3,15,0,3,0,0,0,0,9,285,0,335,269,103,77,45,60,63,16,14,13,7,18,10,15,1037,25,54,174,526,796,781,913,461,189,188,168,116,128,64,163,4734,0,4,3,17,25,123,419,468,109,151,189,178,191,90,44,1996,0,3,20,101,300,652,560,754,205,229,221,267,242,154,88,3798,0,80,88,52,268,256,67,52,3,15,6,13,6,3,23,943,7,6,46,134,97,125,182,115,26,32,42,35,87,76,21,1026
9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,50,149,79,27,37,8,7,4,3,0,9,20,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,20,54,57,45,49,25,3,3,3,4,10,10,77,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,3,0,3,0,19,3,6,4,9,8,5,10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,3,3,0,0,0,0,0,0,0,5,51
