STE_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
1,..,6167,162141,278472,274089,256540,206413,104560,26380,1314763,..,19775,79032,52366,41842,27486,12805,3425,557,237292,..,800,3273,9745,17019,12532,5867,3602,2428,55253,666774,..,..,..,..,..,..,..,..,666774,..,177371,..,..,..,..,..,..,..,177371,..,133352,89185,31353,20416,8729,1220,35,3,284293,..,23170,18291,7051,7150,8498,6592,4134,2377,77260,..,15728,20748,7507,6012,4079,1777,567,145,56556,..,36005,53684,16790,13476,12497,7919,2913,743,144019,..,10718,35054,39035,49280,56054,47363,27939,13400,278845,10089,13444,16145,10572,9089,7734,6035,2870,970,76949,676858,436531,477552,452881,438370,394142,295994,150043,46995,3369376,..,15637,217505,296943,282693,251381,179439,74158,11938,1329703,..,30084,82512,49695,39612,23676,9218,1900,308,237005,..,9336,35266,61365,69573,38286,17744,14525,9559,255656,631440,..,..,..,..,..,..,..,..,631440,..,181681,..,..,..,..,..,..,..,181681,..,92585,57522,15281,10537,6392,1466,70,3,183851,..,19089,12765,4697,7873,16424,16154,13034,8162,98201,..,15686,14830,4039,3103,2358,987,416,219,41635
2,..,4139,133633,225466,221423,198031,153621,79471,20240,1036032,..,15859,73024,44911,34050,20759,8604,2089,407,199710,..,568,2151,7040,13725,9822,4082,2575,1716,41677,519511,..,..,..,..,..,..,..,..,519511,..,151336,..,..,..,..,..,..,..,151336,..,97885,66724,22958,14690,5872,804,28,0,208968,..,19618,16142,5086,4932,5415,4072,2537,1435,59245,..,12085,14366,4606,3513,2237,865,263,84,38011,..,38098,48857,13188,9417,7913,4937,1786,465,124666,..,11794,33857,34518,41646,42989,34578,20423,10560,230365,7184,10241,12423,7583,6344,5167,4360,2332,831,56469,526696,361629,401178,365365,349742,298202,215928,111504,35739,2665991,..,10911,176988,236571,226772,192593,136917,56536,9329,1046612,..,23898,75496,43661,32511,17525,6159,1217,210,200673,..,5471,23830,46475,57286,29875,12973,10550,6470,192921,492999,..,..,..,..,..,..,..,..,492999,..,154218,..,..,..,..,..,..,..,154218,..,67629,45511,11343,7905,4389,851,32,5,137665,..,16358,11288,3581,5562,11007,10078,8313,4874,71068,..,11248,9399,2230,1673,1146,494,197,111,26505
3,..,4380,91464,158007,165467,152865,126698,59479,13397,771763,..,22190,62651,39395,30813,18825,8989,2189,321,185373,..,692,3166,8337,11793,7043,3164,1857,1135,37190,434094,..,..,..,..,..,..,..,..,434094,..,96395,..,..,..,..,..,..,..,96395,..,82221,36846,15642,9814,4047,575,22,0,149168,..,15127,9840,4165,4355,4920,3850,2323,1196,45769,..,12054,11499,4978,3895,2502,1248,406,98,36678,..,27114,31003,11063,9907,9084,5835,2129,422,96560,..,8230,23037,25390,32559,35294,30601,16652,7284,179046,7752,11011,10796,7215,6106,5472,4399,1748,475,54972,441843,279416,280308,274181,274701,240062,185363,86806,24335,2087016,..,9217,122617,175603,174615,151968,110835,41021,6172,792047,..,33107,65671,38738,30095,16635,6405,1249,159,192064,..,8121,28148,44749,42995,19263,9295,7124,4416,164111,411143,..,..,..,..,..,..,..,..,411143,..,97555,..,..,..,..,..,..,..,97555,..,55643,21742,7211,5375,3341,726,28,0,94068,..,12711,6598,2583,4987,9070,8901,6506,3869,55233,..,11667,7632,2243,2053,1399,647,230,87,25958
4,..,1352,32015,54563,59256,59338,50802,26653,7036,291017,..,5581,19310,12318,10892,7331,3248,826,151,59652,..,199,1000,2949,4725,3048,1093,708,470,14187,141189,..,..,..,..,..,..,..,..,141189,..,39334,..,..,..,..,..,..,..,39334,..,28831,16454,5885,3968,1615,212,0,0,56964,..,5153,3348,1345,1375,1453,965,517,339,14495,..,3200,2884,1176,934,574,245,57,11,9094,..,8597,9607,3321,3170,2610,1450,508,145,29402,..,3240,10294,11462,16043,16793,12741,7436,3956,81957,2501,3514,3852,2523,2182,1876,1541,645,222,18853,143692,98991,98761,95539,102541,94629,72303,37353,12331,756150,..,3092,43272,58856,61968,59459,46392,19483,3360,295881,..,8657,20159,12307,10874,6628,2462,513,101,61709,..,2252,9168,14847,16537,8209,3348,2810,1774,58942,133950,..,..,..,..,..,..,..,..,133950,..,39920,..,..,..,..,..,..,..,39920,..,18962,9393,2394,1950,1185,256,14,0,34158,..,4330,2221,751,1405,2659,2196,1691,1079,16336,..,2964,1856,493,395,270,106,42,12,6138
5,..,2013,53091,89822,90896,79336,61424,29758,7198,413540,..,9020,34789,19820,15720,9547,4050,1008,172,94115,..,276,1192,3474,5762,3620,1515,777,456,17069,227329,..,..,..,..,..,..,..,..,227329,..,55623,..,..,..,..,..,..,..,55623,..,42946,21356,7236,4243,1672,228,13,0,77702,..,9201,6542,2113,1932,2013,1397,823,453,24472,..,4962,6444,2285,1486,872,340,102,27,16528,..,10859,16901,5632,4342,3344,1869,671,171,43782,..,4467,15099,14558,17715,18328,14355,7777,3578,95870,3413,4451,5381,3358,2747,2327,1763,790,238,24468,230738,143823,160787,148306,144835,121065,86943,41715,12291,1090499,..,5011,74125,99737,94819,78928,52962,21206,3270,430061,..,14645,37742,19998,15531,8380,2900,646,88,99937,..,3222,12440,19743,21274,10472,4214,3037,1881,76276,215671,..,..,..,..,..,..,..,..,215671,..,56255,..,..,..,..,..,..,..,56255,..,29129,12662,3198,2065,1350,286,8,0,48705,..,7445,4173,1321,2279,4045,3583,2679,1580,27104,..,4463,4024,958,708,459,167,68,39,10886
6,..,421,7638,13592,17016,19132,16345,7929,1806,83890,..,2245,6410,4526,4165,2829,1300,303,49,21822,..,73,385,995,1511,840,373,231,134,4545,43005,..,..,..,..,..,..,..,..,43005,..,10510,..,..,..,..,..,..,..,10510,..,8422,3710,1630,1096,507,69,0,0,15436,..,1221,612,279,359,433,318,212,70,3511,..,806,588,277,232,153,84,31,11,2179,..,2379,2265,741,790,817,581,200,48,7810,..,1169,2873,3263,4891,5768,4514,2600,1158,26245,866,1304,1221,755,776,769,716,313,63,6785,43867,28560,25700,26061,30835,31254,24302,11825,3346,225747,..,784,10099,15600,18389,19278,14449,5478,838,84924,..,3376,6636,4658,4061,2417,921,186,28,22284,..,1096,3558,4983,4870,2077,993,818,492,18883,40856,..,..,..,..,..,..,..,..,40856,..,10097,..,..,..,..,..,..,..,10097,..,5378,1899,722,567,378,71,3,0,9028,..,897,375,138,325,679,649,490,305,3854,..,762,408,125,127,103,33,19,3,1591
7,..,701,5593,7575,6719,5178,2814,833,118,29532,..,1079,3822,2329,1875,1097,345,63,4,10610,..,62,192,397,521,332,175,60,19,1753,22332,..,..,..,..,..,..,..,..,22332,..,3299,..,..,..,..,..,..,..,3299,..,3865,1736,600,285,63,3,0,0,6559,..,1567,1082,615,516,319,214,112,34,4462,..,508,796,334,250,159,81,13,4,2148,..,854,1703,681,589,414,201,50,13,4496,..,436,1333,1219,1693,1730,1108,377,87,7979,514,595,595,396,371,303,148,42,4,2973,22849,12967,16854,14141,12820,9607,5086,1543,282,96150,..,1226,7232,7955,6593,4559,1943,451,45,30003,..,1644,4070,2291,1819,866,248,35,6,10974,..,487,1395,1798,1628,829,403,202,59,6806,21136,..,..,..,..,..,..,..,..,21136,..,3119,..,..,..,..,..,..,..,3119,..,2517,1012,349,183,72,16,0,0,4144,..,1204,760,453,603,721,472,265,89,4569,..,477,538,160,147,101,43,3,0,1474
8,..,273,10063,16867,14690,12067,8987,4032,1018,68005,..,1570,6014,3343,2471,1427,562,121,25,15539,..,42,169,612,1019,599,232,107,74,2851,36287,..,..,..,..,..,..,..,..,36287,..,9259,..,..,..,..,..,..,..,9259,..,5574,3221,1088,589,239,29,0,0,10743,..,1142,875,277,267,249,153,92,67,3119,..,961,960,341,179,99,31,9,7,2587,..,3101,3729,838,550,414,193,82,24,8930,..,844,3166,2704,2842,2638,1816,951,502,15471,508,759,918,549,401,355,260,98,36,3888,36790,23527,29126,26615,23014,18085,12267,5493,1752,176676,..,708,13477,17381,14551,11489,7761,2899,487,68745,..,2362,6197,3280,2393,1197,398,68,7,15910,..,303,1462,2966,3457,1685,673,463,266,11280,34040,..,..,..,..,..,..,..,..,34040,..,9198,..,..,..,..,..,..,..,9198,..,4010,1941,522,309,169,39,0,0,6998,..,910,631,218,272,595,588,392,261,3863,..,867,720,182,79,54,21,9,5,1941
9,..,3,64,138,139,155,139,41,14,695,..,10,15,44,39,21,7,3,0,146,..,0,0,6,11,12,7,3,0,38,372,..,..,..,..,..,..,..,..,372,..,53,..,..,..,..,..,..,..,53,..,63,27,13,6,0,0,0,0,116,..,3,4,3,6,3,3,6,3,33,..,0,0,0,3,3,0,0,0,9,..,0,4,0,4,0,0,3,0,16,..,10,9,22,46,54,34,16,6,196,11,8,10,7,17,19,12,4,0,79,380,150,145,243,269,273,194,74,24,1754,..,10,103,154,149,150,102,30,4,695,..,11,26,44,39,21,7,0,0,151,..,4,13,22,34,17,11,7,3,109,354,..,..,..,..,..,..,..,..,354,..,58,..,..,..,..,..,..,..,58,..,32,20,7,11,3,0,0,0,73,..,12,4,7,5,9,15,5,0,52,..,3,0,0,4,0,0,0,3,14
