STE_CODE_2016,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
1,44928,42778,87707,47803,45072,92878,47859,45726,93582,49065,46121,95180,49213,46583,95789,238859,226279,465135,48880,46340,95215,49383,47089,96479,48834,46311,95144,49053,46778,95835,49062,46453,95516,245208,232974,478184,47390,44759,92148,45935,43143,89075,45387,42422,87810,44965,42632,87595,44213,42169,86381,227884,215130,443009,45396,42763,88157,45861,43560,89423,45665,43464,89129,45810,43637,89445,47372,44895,92270,230103,218321,448425,48338,46028,94362,49107,46925,96033,48826,47792,96618,50537,49501,100035,51678,50938,102617,248490,241181,489673,52093,52311,104408,53016,53759,106776,52290,53216,105508,51815,53710,105528,51374,53575,104949,260582,266576,527161,52898,54855,107749,52953,54562,107518,53503,55282,108781,53503,55751,109259,53127,53924,107052,265983,274381,540360,52414,53365,105774,50558,50923,101487,48794,49958,98758,48057,49319,97379,47532,48793,96328,247360,252361,499724,47804,49534,97336,47983,49214,97196,49417,50948,100365,49909,52440,102345,51779,54134,105914,246903,256264,503169,52173,55371,107542,48442,50783,99228,47494,50438,97935,46159,48983,95137,45330,47266,92593,239599,252842,492440,46196,47493,93687,45871,47604,93479,48432,50098,98531,49112,51005,100117,49247,50481,99734,238859,246685,485546,48661,50497
2,36400,34518,70926,38453,36271,74723,38150,36327,74475,38999,37013,76016,38593,36488,75086,190593,180626,371220,37834,35636,73469,38156,36628,74777,37604,35786,73389,37664,35711,73374,37820,35807,73624,189076,179563,368631,36461,34791,71251,34967,33154,68121,35116,33076,68187,34452,32673,67125,33908,32478,66383,174905,166160,341063,34736,32753,67489,34950,34202,69150,35792,34391,70182,37274,35396,72672,39091,37758,76844,181849,174492,356340,40397,39231,79627,41925,40189,82118,42060,40529,82587,42409,41840,84245,42940,42273,85219,209733,204065,413792,43369,43716,87078,43981,44980,88958,42957,44839,87795,43886,45479,89366,43369,44699,88069,217558,223709,441266,44106,46361,90463,44074,46234,90307,43962,45759,89720,44249,45555,89808,43206,44417,87626,219603,228322,447927,42592,43366,85955,40776,41799,82579,39486,40474,79964,38883,39458,78336,38183,39005,77189,199919,204112,404026,38428,39486,77916,38269,39927,78200,39284,41230,80515,39293,41647,80937,40781,43533,84316,196059,205832,401887,41397,45202,86602,39511,41877,81388,39140,41607,80747,38282,40152,78434,36444,38425,74868,194774,207268,402043,36727,38641,75364,36065,37903,73963,37168,39280,76447,37550,39255,76805,37084,38703,75790,184595,193778,378371,36560,38849
3,27767,26699,54465,30250,28761,59013,30943,29224,60160,31430,29661,61089,31648,30084,61734,152036,144432,296466,31600,30385,61987,32391,31130,63520,32674,30882,63558,33063,31093,64153,33089,30832,63921,162807,154331,317138,32185,30446,62633,30908,29252,60163,30563,28954,59511,29836,28318,58150,30183,28452,58638,153683,145417,299097,30994,29318,60308,30669,29091,59758,29947,28537,58477,29808,28602,58412,29777,29550,59327,151196,145089,296287,30954,30218,61171,31822,31676,63495,32081,31239,63324,32290,31987,64282,32136,32450,64591,159280,157576,316860,32270,32609,64879,32440,33150,65587,31229,32321,63554,31118,32211,63330,31061,32334,63396,158128,162626,320753,31777,33157,64934,31765,33445,65212,31919,33304,65222,32533,33944,66473,31726,32366,64099,159727,166214,325943,31235,32169,63400,30266,31398,61660,29437,30601,60038,29020,30756,59773,29485,30862,60351,149443,155774,305218,29963,31419,61384,30245,31675,61921,31798,32920,64713,32424,34075,66501,33276,35118,68388,157705,165197,322901,34113,36050,70163,32031,33624,65653,31274,32807,64083,30316,31634,61950,29792,31339,61132,157520,165460,322982,29352,30713,60065,29456,30545,59997,30826,31974,62797,30718,32228,62938,30668,32254,62926,151016,157709,308727,30406,31756
4,9274,8865,18143,9891,9360,19254,10067,9522,19589,10267,9593,19859,10416,9814,20231,49910,47163,97072,10134,9617,19748,10483,9691,20174,10307,9801,20109,10292,9930,20221,10220,10003,20218,51430,49040,100466,10054,9461,19517,9788,9266,19056,9816,9242,19062,9627,9178,18805,9788,9239,19025,49076,46384,95461,9866,9531,19389,10326,9683,20010,10457,9915,20367,10278,9870,20148,10595,10173,20772,51516,49169,100686,11041,10330,21370,11444,10589,22031,10841,10474,21314,10989,10674,21667,10907,10698,21605,55223,52766,107986,10936,10529,21463,10789,10881,21671,10733,10610,21341,10529,10865,21396,10515,10976,21491,53510,53854,107361,10948,11208,22158,10907,11190,22096,11165,11412,22579,11020,11126,22145,10726,11046,21774,54767,55981,110751,10690,10741,21428,10250,10388,20639,10143,10174,20316,9905,10083,19995,10134,10303,20431,51116,51696,102818,10216,10164,20383,10315,10316,20629,10440,10522,20968,10706,11038,21748,11388,11541,22923,53067,53580,106650,11755,12045,23802,11353,11686,23042,11222,11463,22683,11146,11363,22504,10707,10885,21593,56188,57433,113619,10928,11183,22113,10988,11217,22207,11287,11566,22854,11500,11700,23196,11227,11675,22898,55936,57339,113272,11584,11879
5,16086,15011,31102,16925,15830,32757,16629,15997,32629,16941,15844,32783,16576,15887,32463,83155,78574,161727,16839,16071,32908,16906,16045,32955,16752,15576,32321,16871,16181,33053,16913,16003,32910,84279,79873,164153,16276,15573,31849,15588,14709,30299,15562,14455,30011,14905,14512,29416,14971,14263,29228,77298,73510,150806,15413,14523,29934,15321,14788,30107,15710,14730,30441,15197,14253,29448,15476,14590,30067,77112,72882,149997,16096,14787,30885,16491,15194,31688,16438,15349,31788,16570,16105,32673,16964,16336,33293,82563,77777,160332,17692,17216,34905,18496,18149,36647,18554,18382,36935,18924,18946,37868,19299,19249,38549,92974,91940,184908,20022,19872,39897,19589,19392,38985,19519,19428,38945,19585,19054,38637,19265,18546,37808,97980,96284,194267,18591,18093,36690,17822,17462,35284,17154,17144,34293,17037,16611,33647,16694,16433,33124,87306,85735,173041,16831,16737,33567,16711,16714,33430,16902,16984,33888,17452,17154,34604,18311,18195,36509,86213,85786,171996,18502,18586,37094,17486,17321,34806,17487,17346,34835,16746,16551,33291,16360,16141,32495,86580,85943,172520,16336,16063,32402,16091,16078,32172,16505,16262,32763,16454,16422,32874,16160,16066,32224,81546,80893,162438,15828,16111
6,2792,2563,5352,2895,2756,5649,2913,2837,5749,2987,2861,5849,2968,2914,5877,14544,13929,28469,3191,2937,6130,3156,2940,6102,3262,3135,6393,3306,3134,6438,3275,3173,6450,16188,15324,31514,3248,3058,6308,3138,2962,6097,3046,2840,5882,2945,2896,5841,3121,2971,6094,15495,14729,30219,3186,3013,6201,3279,3045,6327,3273,3179,6458,3128,2950,6073,3093,2927,6021,15960,15118,31078,3035,2961,5991,3186,2950,6139,3168,2880,6053,3002,2910,5914,2901,2870,5773,15289,14574,29865,2853,3010,5864,2938,2849,5789,2770,2899,5673,2789,2936,5727,2741,2909,5650,14095,14611,28703,2857,2965,5823,2819,3105,5928,2838,3036,5869,2918,2950,5864,2817,3026,5844,14245,15083,29328,2702,3109,5813,2698,2950,5650,2757,2921,5679,2703,2989,5693,2658,2839,5502,13522,14811,28333,2810,2943,5749,2900,3156,6055,2997,3233,6232,3067,3441,6507,3304,3651,6954,15077,16419,31495,3478,3770,7252,3393,3513,6903,3424,3598,7020,3253,3511,6765,3103,3466,6566,16644,17863,34512,3105,3368,6472,3244,3462,6698,3620,3825,7445,3573,3774,7342,3709,3860,7571,17250,18291,35538,3756,4081
7,1709,1653,3362,1944,1768,3707,1820,1703,3522,1726,1749,3481,1803,1757,3564,9005,8623,17630,1832,1677,3510,1806,1659,3468,1750,1606,3352,1688,1628,3321,1612,1559,3177,8687,8129,16822,1645,1540,3180,1523,1423,2943,1501,1373,2877,1570,1467,3037,1539,1456,2991,7778,7251,15029,1592,1414,3005,1532,1391,2926,1424,1314,2739,1492,1245,2737,1430,1233,2671,7476,6597,14077,1585,1337,2923,1748,1419,3165,1788,1478,3270,1794,1722,3511,1936,1843,3776,8850,7795,16644,2127,2106,4241,2256,1994,4256,2222,2152,4374,2258,2165,4421,2264,2146,4414,11132,10571,21707,2311,2231,4545,2174,2120,4302,2145,2081,4230,2198,2065,4263,2028,1968,3997,10861,10471,21329,2093,1915,4007,1854,1781,3635,1840,1738,3577,1745,1708,3455,1744,1602,3346,9274,8746,18012,1865,1775,3642,1602,1492,3090,1772,1650,3420,1642,1481,3123,1701,1635,3341,8577,8039,16615,1992,1728,3717,1666,1637,3299,1635,1542,3176,1609,1539,3145,1638,1477,3118,8538,7920,16456,1660,1598,3261,1471,1303,2775,1525,1394,2923,1554,1433,2992,1484,1421,2906,7697,7155,14854,1521,1379
8,2663,2460,5126,2840,2638,5485,2819,2565,5382,2755,2669,5427,2817,2561,5376,13901,12898,26795,2745,2510,5259,2791,2579,5366,2651,2439,5082,2557,2393,4950,2476,2309,4785,13224,12220,25451,2519,2340,4853,2263,2217,4484,2254,2121,4374,2251,2063,4315,2112,2096,4207,11389,10843,22235,2205,2103,4306,2202,2154,4362,2341,2296,4636,2643,2631,5269,2967,2956,5925,12366,12145,24507,3044,2961,6011,3168,3061,6228,3211,3175,6389,3274,3228,6501,3161,3138,6302,15863,15565,31430,3276,3281,6564,3192,3322,6516,3196,3317,6514,3220,3317,6540,3061,3300,6365,15948,16542,32488,3289,3394,6692,3200,3487,6685,3420,3497,6915,3316,3316,6632,3260,3445,6710,16487,17142,33631,3238,3277,6520,3017,3172,6192,3072,3013,6089,2843,2843,5685,2842,2866,5708,15014,15176,30193,2776,2739,5517,2811,2784,5597,2795,2841,5639,2722,2946,5670,2816,2980,5796,13924,14288,28216,2923,2974,5891,2743,2730,5477,2571,2771,5336,2544,2513,5054,2382,2404,4790,13162,13394,26556,2374,2598,4971,2289,2480,4765,2379,2556,4932,2398,2391,4789,2410,2564,4968,11841,12590,24433,2331,2445
9,15,27,45,26,24,47,33,25,63,28,21,51,35,27,56,140,126,262,32,26,58,30,28,62,30,28,54,29,27,59,32,22,58,156,131,285,33,31,68,19,24,43,17,25,46,22,26,47,28,26,60,126,138,263,14,22,40,25,20,45,22,21,44,26,13,42,16,21,44,106,110,215,23,8,31,23,11,33,35,11,48,29,20,49,28,18,47,136,72,210,25,11,38,27,15,40,23,24,51,43,24,68,38,26,68,159,99,262,38,23,59,34,30,62,27,36,62,37,31,68,36,23,58,165,142,316,41,31,70,29,22,56,51,35,79,28,26,56,35,27,56,176,143,321,33,28,59,28,28,55,38,26,65,33,43,76,41,31,76,169,152,325,45,33,76,37,33,74,26,43,71,25,25,53,34,23,64,170,161,332,39,40,76,42,35,78,36,33,68,41,28,71,53,42,96,207,170,378,33,37
