STE_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
1,0,0,0,442,767,113424,3598,2630,428,430,412,330,337,235,5692,127511,17116,296,159,26,32,26,25,17,9,1904,19605,11774,137,113,9,18,10,9,17,4,1111,13207,11837,464,281,51,40,45,36,44,19,1598,14420,245,3,3,0,0,0,0,0,0,170,424,23861,606,393,61,58,62,45,60,24,2881,28050,212,0,3,0,0,0,0,0,0,620,840,41195,902,550,79,89,81,73,80,40,5408,48498,449331,68531,68144,15584,16043,15390,14920,15303,9181,22720,695150,467652,142573,187203,33683,40752,47360,51596,54022,32526,27221,1084582,125718,24384,32078,7534,10199,13660,14102,16910,13566,17114,275268,4404,1037,1204,233,294,322,373,427,302,1038,9636,597771,167985,220487,41444,51247,61343,66070,71363,46399,45368,1369484,1411,155,209,59,46,52,72,90,122,5606,7819,1048510,236679,288842,57094,67335,76786,81066,86754,55697,73696,2072454
2,0,0,0,236,567,104732,1983,1799,313,249,260,239,190,137,4611,114519,14776,206,131,15,18,15,16,12,4,1317,16509,12158,89,88,9,23,15,8,9,8,873,13276,11226,250,173,29,23,22,29,28,20,1161,12957,255,3,0,0,0,0,0,0,0,121,382,23636,343,261,35,41,36,34,35,28,2157,26618,202,3,0,0,0,0,0,0,0,284,487,38613,553,394,54,62,50,49,47,28,3759,43613,353264,52591,59834,14057,14501,12819,12112,12757,7803,17610,557352,342805,106020,183216,31957,38812,44067,47466,48933,29296,22957,895523,95410,15061,25270,6305,8493,11680,11558,14564,11775,13470,213584,3568,756,1224,170,278,338,335,377,281,872,8202,441785,121840,209708,38433,47580,56079,59359,63874,41353,37306,1117311,1246,157,187,48,51,48,59,98,104,3602,5596,796292,174585,269729,52541,62131,68950,71529,76724,49256,58517,1680256
3,0,0,0,182,418,49015,2023,1375,184,219,178,172,172,101,2314,55746,10993,352,215,35,23,27,21,32,16,1287,13006,3258,70,34,17,6,11,10,6,0,350,3755,1778,79,51,15,10,8,11,3,4,263,2220,52,0,0,0,0,0,0,0,3,40,92,5089,144,87,27,15,16,14,12,9,657,6073,128,4,3,0,0,0,0,0,0,226,358,16212,501,306,58,37,45,36,40,22,2169,19437,336402,70164,85731,17116,16848,13657,11587,11184,6837,18001,587535,108179,45354,86648,15986,18525,19955,20767,20779,12864,9927,358989,17729,4898,9122,2093,2870,4165,4341,6074,5642,5491,62432,1057,333,582,112,130,155,133,189,129,346,3164,126967,50589,96352,18185,21531,24276,25243,27044,18639,15763,424592,903,110,193,37,38,41,61,64,86,2223,3747,464278,120857,182282,35340,38410,37975,36890,38289,25560,35994,1015875
4,0,0,0,94,270,33464,376,283,72,37,43,41,39,31,1294,35694,7348,56,32,6,9,0,4,0,0,613,8071,3469,15,19,5,0,0,0,3,0,230,3746,2525,29,36,3,0,8,3,0,0,240,2852,57,0,0,0,0,0,0,0,0,21,74,6050,48,56,13,3,7,3,3,3,488,6673,76,0,0,0,0,0,0,0,0,98,169,13474,102,86,14,16,8,12,5,3,1198,14913,135408,11828,16760,2885,3317,2442,2209,2185,1365,5363,183764,56088,15261,37555,6651,7693,8644,8795,9805,5336,3823,159649,14757,2292,4868,1269,1728,2243,2362,3071,2868,2322,37789,599,115,241,39,44,61,52,82,59,161,1461,71450,17680,42669,7960,9465,10953,11208,12958,8263,6301,198900,484,34,48,7,5,4,13,16,15,809,1434,207337,29541,59476,10858,12788,13398,13429,15154,9639,12478,384097
5,0,0,0,157,365,39285,1262,980,128,120,117,131,123,59,1697,43907,8912,249,152,23,15,16,13,14,4,868,10267,2935,42,30,4,5,3,3,0,7,256,3290,1744,43,35,8,8,5,3,5,0,173,2035,60,0,0,0,0,0,0,0,0,31,88,4738,90,67,12,16,6,7,6,6,464,5415,121,3,4,0,0,0,0,0,0,217,348,13771,337,222,33,35,24,17,21,15,1554,16026,261091,45329,69025,16708,18772,12830,9680,7847,4062,12055,457404,82262,32713,75698,15106,18809,17561,16158,15509,8609,6575,289005,14203,3298,7520,1572,2337,2807,3019,4041,3235,3296,45330,734,251,503,102,143,135,115,119,100,256,2446,97201,36262,83724,16777,21286,20503,19284,19671,11947,10122,336777,706,63,122,19,34,41,43,30,33,2421,3517,358991,81652,152870,33509,40099,33371,29010,27554,16048,24594,797695
6,0,0,0,10,41,5889,68,54,14,9,15,13,9,13,254,6336,1465,11,16,0,3,0,3,3,0,141,1645,406,0,4,0,0,0,0,0,0,36,445,95,4,4,0,0,3,0,0,0,16,126,7,0,0,0,0,0,0,0,0,5,11,509,4,5,0,0,4,0,0,0,52,581,11,0,0,0,0,0,0,0,0,18,28,1988,16,18,5,4,4,3,5,0,212,2258,30930,2543,2696,525,473,441,458,452,286,1345,40139,5521,1756,3505,734,945,1113,1193,1308,867,527,17466,498,140,395,171,182,364,397,377,435,287,3231,54,17,24,5,0,11,11,15,13,26,180,6080,1913,3922,905,1131,1481,1603,1698,1310,842,20878,106,3,3,5,0,0,3,4,5,98,222,37112,4458,6622,1430,1600,1920,2062,2154,1601,2286,61240
7,0,0,0,3,4,1174,16,16,3,8,4,9,3,8,65,1305,134,4,0,0,0,0,0,0,0,13,152,61,0,0,0,0,0,0,0,0,4,66,51,3,0,0,0,0,0,0,0,5,60,0,0,0,0,0,0,0,0,0,3,4,115,3,0,0,0,0,0,0,0,9,129,0,0,0,0,0,0,0,0,0,6,6,247,8,3,0,0,0,3,0,0,22,287,10272,1572,2624,726,924,744,763,827,485,774,19703,5040,1809,6157,1217,1452,1551,1534,1764,1022,749,22300,919,132,434,91,115,213,223,303,281,275,2988,59,12,59,12,8,21,17,17,11,21,236,6018,1957,6651,1324,1577,1785,1770,2081,1316,1054,25524,20,4,3,3,3,3,0,0,8,125,175,16308,3534,9279,2052,2500,2530,2536,2911,1808,1947,45403
8,0,0,0,18,25,5226,71,87,15,17,14,16,12,3,166,5619,1013,8,5,0,0,0,0,0,0,69,1097,576,7,0,0,0,0,3,0,0,35,624,321,10,9,0,0,0,0,3,0,18,361,8,0,0,0,0,0,0,0,0,3,13,905,14,13,0,0,0,3,5,0,61,995,6,0,0,0,0,0,0,0,0,27,28,1926,25,17,0,0,0,3,3,0,151,2126,27325,3140,3243,993,972,804,881,906,501,1005,39784,18918,7614,11685,2343,2584,2838,3542,3951,2451,1210,57145,2387,567,1083,239,326,421,640,757,686,513,7618,153,38,66,8,11,17,23,17,17,19,378,21457,8222,12832,2591,2922,3276,4205,4731,3164,1745,65139,47,5,12,0,0,3,8,3,3,154,239,48827,11372,16091,3584,3897,4090,5097,5638,3666,2905,105161
9,0,0,0,0,0,53,0,0,0,0,0,3,0,0,3,60,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,12,274,45,53,6,8,8,14,8,8,32,454,267,52,72,17,11,14,20,25,18,63,555,164,9,15,0,0,4,5,7,3,18,229,3,0,0,0,0,0,0,0,0,4,4,428,54,97,17,10,16,29,33,23,86,789,0,0,0,0,0,0,0,0,0,225,231,706,98,142,23,18,26,42,41,30,340,1480
