STE_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
1,534,535,443,419,290,2735,123714,33328,4630,4920,1357,1408,1575,1603,1440,1280,3292,54844,1023,63,41,15,13,8,13,14,10,100,1300,142813,11382,8051,1899,1957,2119,2062,1869,1578,6128,179858,246,7,11,7,0,4,0,3,3,471,756,244744,16043,10468,2348,2399,2464,2366,2184,1738,9559,294300,101252,1624,1298,251,235,158,208,194,92,2891,108201,74722,1483,1180,236,218,230,200,231,168,1892,80561,27576,2464,3353,818,790,870,837,794,545,1902,39953,869,33,16,0,11,3,4,5,7,120,1061,103167,3982,4549,1052,1013,1110,1041,1030,723,3916,121575,332,5,6,8,0,3,7,0,3,336,695,204754,5609,5858,1315,1249,1266,1248,1219,810,7149,230473,48544,927,565,97,69,71,58,59,43,2040,52467,37361,636,448,64,73,62,56,60,41,1399,40201,26633,1996,1607,261,284,275,211,217,150,1640,33277,585,25,8,3,3,0,4,0,3,171,800,64570,2663,2064,329,355,337,275,279,197,3207,74277,311,6,0,0,0,0
2,505,459,418,428,276,2172,88989,20573,2755,3646,965,995,1202,1181,1141,1105,2424,35995,678,47,40,4,13,5,4,6,5,101,908,97646,7712,6619,1478,1507,1670,1609,1568,1385,4695,125889,211,12,3,0,0,0,0,3,0,312,547,179107,11403,8864,1874,1864,2014,1881,1809,1524,7339,217688,82838,1231,925,179,161,144,103,165,71,2435,88259,63406,1037,946,230,249,205,194,211,152,1852,68484,21323,1417,2141,521,496,541,504,559,492,1453,29450,807,17,19,3,3,3,3,3,9,94,960,85536,2472,3110,755,754,751,705,771,650,3399,98899,310,8,6,0,0,0,0,0,0,217,545,168686,3711,4038,935,914,894,808,939,721,6050,187702,40012,609,427,55,44,52,43,44,21,1550,42853,38618,345,374,68,46,58,49,44,22,1324,40942,25146,1017,992,193,164,153,141,101,84,1377,29378,642,7,5,0,0,0,0,0,0,116,780,64403,1372,1371,263,211,211,188,140,111,2823,71101,320,3,0,0,0,0
3,277,283,222,212,150,712,31629,4679,887,979,244,280,386,334,374,324,744,9217,221,26,28,7,0,4,4,4,3,38,334,28875,4018,3367,581,552,671,557,587,475,1491,41178,147,15,10,0,0,0,3,0,0,173,349,105420,11071,8702,1439,1324,1251,1007,1004,688,3929,135838,75179,3095,2415,377,351,309,270,246,151,2127,84526,18103,752,656,121,119,104,93,116,65,475,20599,3799,410,593,138,148,158,133,160,159,380,6086,241,9,3,0,0,0,3,0,3,40,298,22149,1169,1252,256,263,260,233,277,219,894,26979,215,11,9,0,0,0,0,0,4,131,373,97545,4276,3678,634,617,570,504,529,375,3159,111881,35134,1467,928,120,129,100,87,101,48,1480,39590,10038,243,207,27,38,35,41,20,18,395,11059,3494,298,242,36,48,45,48,50,31,225,4505,136,4,3,0,0,0,0,0,0,24,171,13661,545,449,60,89,77,87,74,53,650,15738,222,9,3,0,0,0
4,75,87,46,56,45,300,13640,2819,449,585,187,206,185,197,216,192,345,5385,110,6,5,4,0,0,3,0,0,22,159,14568,1218,1136,283,281,272,250,270,232,669,19177,78,3,0,0,0,0,0,0,0,72,148,49085,2267,1876,392,381,356,305,313,270,1624,56865,34078,343,335,65,52,69,44,62,17,828,35889,12103,172,127,34,22,32,13,29,29,296,12851,2747,233,307,81,72,86,77,107,84,229,4028,145,3,3,0,0,0,0,0,0,19,169,14991,407,435,113,93,116,93,138,109,542,17047,98,0,0,0,0,0,0,0,0,64,166,49171,750,778,178,147,187,137,194,125,1438,53105,19321,211,112,23,15,14,9,19,6,666,20393,9409,49,45,15,4,0,7,5,5,275,9819,4414,118,126,37,24,21,25,15,21,239,5039,141,0,0,0,0,0,0,0,0,21,165,13968,162,173,56,30,24,35,17,30,537,15024,173,0,0,0,0,0
5,284,247,177,185,112,493,24544,3318,592,737,191,250,220,216,223,272,532,6557,159,11,16,7,4,3,3,3,0,27,228,22033,2830,2722,481,536,468,401,409,390,1057,31322,86,7,6,0,3,0,3,0,0,194,298,85013,7268,6651,1202,1222,926,719,688,530,2798,107003,55681,1538,1410,264,249,193,176,168,87,1285,61061,15190,475,425,81,82,79,94,71,64,362,16931,2992,273,378,96,103,97,87,99,124,268,4519,147,5,5,0,0,0,0,0,0,21,175,18331,752,807,175,189,174,182,171,187,652,21626,145,3,3,0,0,0,0,0,0,124,275,74159,2297,2225,439,435,371,361,345,272,2067,82965,27349,909,650,79,68,68,67,59,30,1021,30302,8440,180,144,24,19,21,34,26,6,290,9192,3177,173,181,19,32,29,22,35,23,203,3893,123,3,0,0,0,0,0,0,0,25,149,11735,350,323,51,50,48,62,66,31,516,13235,199,3,3,0,0,0
6,12,9,6,5,4,45,1535,108,26,56,22,13,35,15,5,14,25,332,15,3,3,0,0,0,0,0,0,3,25,1329,151,153,43,31,41,23,18,21,69,1887,14,0,0,0,0,0,0,0,0,14,29,8710,434,348,71,49,59,39,33,32,278,10059,9085,129,80,15,5,13,7,6,8,266,9606,1286,32,16,6,3,3,10,5,3,24,1384,104,12,27,9,14,18,10,7,4,21,222,13,0,0,0,0,0,0,0,0,5,20,1407,40,47,14,13,17,13,13,11,42,1624,31,0,0,0,0,0,0,0,0,12,48,10520,174,131,23,21,30,23,17,14,318,11277,4757,48,28,10,6,3,3,5,5,187,5060,964,10,6,0,0,0,0,3,0,35,1024,120,11,9,10,3,12,5,0,4,7,192,8,0,0,0,0,0,0,0,0,7,14,1095,17,20,8,7,14,5,3,4,51,1228,31,0,0,0,0,0
7,20,13,26,31,18,74,1729,233,12,32,8,6,15,13,14,20,49,411,17,3,3,0,0,0,0,0,0,4,31,1545,125,165,26,25,30,41,46,38,122,2166,4,0,0,0,0,0,0,0,0,17,17,4286,278,325,68,57,68,86,76,56,250,5547,1930,36,40,8,11,3,6,10,3,87,2136,831,27,22,10,3,4,6,3,4,39,949,229,9,11,3,4,0,7,7,6,19,303,10,0,0,0,0,0,0,0,0,0,10,1067,35,37,14,8,8,16,5,11,57,1262,9,0,0,0,0,0,0,0,0,7,16,3006,75,75,15,23,10,19,17,20,154,3417,640,3,3,0,0,0,0,0,0,31,687,345,12,3,0,3,0,3,0,7,23,394,180,0,6,0,3,0,0,0,4,7,205,4,0,0,0,0,0,0,0,0,0,11,529,9,15,0,8,3,5,0,11,36,612,0,0,0,0,0,0
8,32,33,30,34,27,76,5102,528,115,141,42,51,68,93,59,59,110,1271,31,3,0,0,0,0,0,0,3,3,38,4926,422,330,63,81,98,128,95,84,186,6414,10,0,0,0,0,0,0,0,0,11,23,10952,605,457,90,111,136,138,131,101,311,13029,5692,42,19,8,3,9,7,13,0,94,5890,3178,46,76,10,6,15,20,15,3,62,3431,515,46,100,32,24,35,43,24,34,56,915,33,0,0,0,0,0,0,0,0,0,36,3729,96,180,44,26,51,62,40,43,125,4382,11,0,0,0,0,0,0,0,0,8,20,9436,138,200,49,31,60,66,49,46,223,10293,2744,28,9,0,3,0,4,3,0,79,2871,1799,18,27,0,3,3,3,3,4,43,1906,653,22,43,5,9,7,15,3,3,28,796,18,0,0,0,0,0,0,0,0,3,25,2470,40,78,10,11,14,12,9,3,67,2726,5,0,0,0,0,0
9,0,0,3,0,0,8,75,57,0,0,0,0,0,0,0,0,8,68,0,0,0,0,0,0,0,0,0,0,0,114,4,3,0,0,0,3,0,0,16,142,0,0,0,0,0,0,0,0,0,13,13,182,21,7,0,3,0,8,7,3,34,260,74,0,8,0,0,0,0,4,0,3,85,41,4,0,0,0,0,0,0,0,5,50,52,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,95,4,0,0,0,0,0,0,0,7,107,0,0,0,0,0,0,0,0,0,0,0,165,5,8,0,0,0,0,0,0,14,193,28,0,0,0,0,0,3,0,0,3,32,9,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0
