STE_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
1,190012,2036,311,75,25,11,66,25781,218321,193991,15085,6439,1453,254,71,92,23797,241181,169395,37226,24551,8313,2213,601,308,23977,266576,104272,58485,58768,22402,6940,2031,1094,20387,274381,54147,43878,82116,37346,12455,3761,2369,16286,252361,40504,36123,92421,47231,16163,4936,3336,15546,256264,37176,34797,91060,48609,16914,5280,3445,15570,252842,34825,32512,87550,49346,17931,5447,3538,15531,246685,31558,30606,82727,51222,19695,5943,3535,15670,240946,25775,25728,73488,48311,18945,5616,3418,14478,215760,20171,19526,69179,45415,18380,5684,3515,14227,196098,13975,12750,49675,36390,16371,5441,3840,12009,150452,9464,8164,31875,28016,15412,6199,5254,10886,115280,6734,6278,20640,19524,12148,5729,5800,10067,86922,8545,9009,23530,19874,12655,6097,7269,18788,105755,940549,372209,794321,463524,186506,62845,46880,253000,3119834
2,152012,1029,170,36,22,8,41,21175,174492,169364,10029,3832,820,153,31,70,19762,204065,150499,29861,16727,5175,1357,315,188,19579,223709,93230,50534,46416,15139,4390,1262,724,16633,228322,47933,36489,67709,27352,7967,2281,1592,12783,204112,35767,29923,75285,36176,10880,3227,2281,12282,205832,32302,27948,77278,38963,12356,3507,2490,12428,207268,28185,24505,70485,39520,13121,3602,2397,11960,193778,24477,21525,65062,40445,14608,3994,2471,11865,184447,19367,18167,58644,37693,14212,3981,2327,11059,165445,14449,13701,54357,36430,14419,4357,2580,11018,151307,9209,8498,37364,28628,13104,4511,3167,8993,113466,6334,5845,24054,21902,12501,5046,4441,8070,88198,4464,4511,16208,15473,9921,4553,4804,7425,67356,6046,6755,18227,16116,10267,5099,5891,12030,80427,793634,289321,631813,359856,139270,45780,35456,197066,2492203
3,126668,1943,281,53,34,10,33,16062,145089,121342,13294,6026,1458,304,46,98,15013,157576,93486,25552,19233,7039,2137,590,292,14294,162626,56053,33578,39525,16316,5486,1790,1161,12306,166214,30739,25180,51129,24433,8864,2951,2212,10262,155774,24851,23042,58245,30518,11169,3757,3015,10593,165197,23588,21988,58488,31648,11793,3913,3077,10962,165460,21490,19214,54563,32242,12513,4091,2831,10762,157709,18361,16218,50732,33535,13473,4098,2636,10423,149472,14653,13524,45457,30802,12851,3867,2386,9588,133128,11655,11140,42105,29372,12673,3996,2438,9144,122526,8101,7315,28247,22690,10950,3992,2742,7442,91484,5390,4325,16072,15735,9790,4353,3394,6196,65259,3514,2973,9348,10106,7180,3647,3612,5473,45851,4011,4204,10493,9992,7000,3784,4097,10180,53759,563920,223474,489954,295953,126220,44880,34020,158700,1937126
4,43408,458,85,24,9,3,9,5171,49169,43020,3554,1578,297,71,9,25,4219,52766,33198,8554,5879,1841,520,131,78,3650,53854,19300,12486,13808,4911,1477,481,286,3231,55981,10162,8982,18184,7985,2382,767,540,2707,51696,8136,7927,20572,9524,3093,969,698,2657,53580,8449,7925,21876,10908,3457,986,792,3042,57433,8510,7330,21533,11129,3793,1181,754,3108,57339,7726,6720,21782,11706,4154,1149,714,3277,57228,6382,5899,20502,11218,3963,1025,583,2949,52525,4925,4834,19823,11393,3966,1054,621,3024,49640,3169,2917,13766,9706,3809,1182,746,2598,37896,2011,1818,8278,7729,4150,1606,1070,2209,28879,1333,1406,5204,5508,3564,1569,1340,2011,21938,1939,2264,6623,6103,3847,1955,1793,3618,28143,201677,83084,199483,109977,42257,14070,10056,47470,708074
5,63595,772,94,25,4,7,13,8370,72882,60847,6079,2436,510,119,19,39,7726,77777,55169,14178,9537,3236,860,228,120,8615,91940,34540,20364,22103,8105,2420,681,391,7689,96284,17212,14585,29176,13007,3980,1180,793,5811,85735,12671,11884,32160,15623,5067,1572,1162,5643,85786,11800,11326,32378,16375,5509,1658,1245,5656,85943,10399,9449,29612,16941,6055,1756,1226,5451,80893,8539,7863,27402,17274,6464,1875,1099,5256,75781,6709,6672,24445,16012,6052,1678,1043,4702,67311,4795,5007,21994,14422,5678,1623,925,4409,58856,3041,3047,13897,11012,4970,1569,985,3535,42054,1992,1948,8277,8635,5077,1904,1365,3248,32451,1387,1309,4956,5777,4015,1853,1533,2959,23782,1505,1731,5322,5356,3791,1853,1885,5135,26579,294208,116203,263771,152307,60050,19461,13830,84206,1004041
6,13107,245,30,6,4,0,9,1721,15118,10923,1567,673,156,29,4,12,1209,14574,7902,2535,2081,768,215,68,26,1008,14611,4417,3022,3973,1834,607,184,107,942,15083,2705,2375,5016,2409,913,305,209,871,14811,2541,2257,5826,3049,1098,413,277,955,16419,2614,2405,6360,3493,1270,431,275,1005,17863,2618,2208,6471,3683,1347,472,326,1160,18291,2657,2104,6570,4227,1665,509,296,1279,19309,2139,1834,6118,4058,1655,482,274,1231,17781,1766,1524,5731,3989,1645,544,282,1299,16768,1158,937,3805,3165,1529,547,350,1048,12539,713,576,2174,2341,1453,663,484,872,9279,456,382,1351,1550,1106,601,480,728,6648,593,598,1532,1509,1083,583,603,917,7413,56309,24562,57712,36233,15625,5824,4002,16237,216496
7,4722,271,29,9,3,0,7,1558,6597,4637,1098,532,106,21,4,10,1392,7795,5302,1619,1225,527,146,42,21,1689,10571,3432,1953,2043,985,388,152,76,1434,10471,1790,1339,2327,1277,533,236,147,1102,8746,1418,1047,2224,1260,620,218,186,1055,8039,1275,970,2172,1344,632,285,209,1039,7920,1170,792,1882,1283,596,273,201,955,7155,809,690,1675,1262,591,229,190,847,6289,553,509,1356,937,471,207,167,700,4899,345,319,902,698,345,169,145,443,3364,195,155,500,388,234,95,131,277,1985,117,87,237,232,151,91,113,160,1197,58,39,112,90,105,64,107,106,688,42,52,78,83,74,40,83,99,545,25871,10936,17306,10487,4897,2102,1801,12861,86254
8,10972,53,12,0,0,0,4,1103,12145,13384,624,217,52,6,0,3,1278,15565,11650,2128,1118,297,88,24,4,1232,16542,7144,3932,3635,1002,218,73,44,1093,17142,3650,2817,5277,1950,456,148,69,801,15176,2602,2091,5558,2325,690,178,103,733,14288,2305,1924,5147,2337,722,164,109,689,13394,2068,1642,4688,2444,787,212,98,645,12590,1724,1501,4124,2403,828,208,132,642,11559,1244,1145,3622,2263,837,227,86,603,10037,974,969,3344,2148,789,230,132,501,9078,587,548,2241,1607,660,225,121,441,6435,351,362,1273,1188,633,253,182,387,4623,229,237,789,794,487,210,195,347,3292,214,317,794,759,496,244,242,776,3841,59109,20285,41841,21580,7686,2403,1516,11278,165694
9,80,0,0,0,0,0,0,23,110,49,9,0,0,0,0,0,9,72,46,19,13,7,0,0,0,9,99,46,31,30,20,3,0,0,15,142,28,18,42,30,3,0,4,9,143,34,25,42,24,8,3,0,18,152,29,18,50,23,10,3,3,15,161,27,19,53,26,16,6,0,29,170,19,15,58,42,14,4,0,29,184,23,13,52,24,13,6,4,25,162,18,10,32,30,12,0,3,20,124,13,13,19,18,8,10,0,8,86,8,3,12,9,9,4,3,9,54,0,5,3,9,8,3,7,8,38,3,0,5,8,7,0,3,3,33,415,198,430,274,118,41,27,225,1730
