STE_CODE_2016,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
1,91751,16526,1629,785,98846,20569,230103,87058,31990,4527,2149,101475,21285,248490,178858,121070,21621,9368,147929,47720,526560,147822,152484,36992,16007,101161,39784,494264,134216,149664,37723,16171,102556,38113,478458,106833,129493,39166,19629,102718,35229,433059,56994,85179,40265,24650,90759,32619,330471,23378,34498,18797,13835,56707,23694,170912,7103,8243,4228,3253,27392,11521,61753,834013,729152,204958,105840,829551,270543,2974063,94289,23900,3115,1447,77352,18215,218321,84111,50212,11244,8938,68705,17977,241181,121117,146917,63169,77957,91686,40110,540962,60935,150531,101349,105709,57505,32606,508625,58457,165789,106366,76028,60304,32587,499528,51171,140118,93845,70173,68812,32591,456703,27082,76833,71291,65692,72074,33567,346555,17883,35246,28999,28871,60997,30216,202200,10607,12504,6607,5272,49602,21169,105755,525640,802052,485983,440087,607038,259040,3119834,186037,40432,4739,2231,176198,38786,448425,171166,82202,15772,11089,170185,39256,489673,299975,267989,84788,87323,239617,87830,1067524,208760,303019,138340,121718,158670,72391,1002886,192671,315455,144089,92203,162862,70702,977984,157999,269606,133009,89798,171534,67820,889763,84083,162009,111559,90342,162835,66195,677020,41259,69741,47790,42712,117703,53907,373115,17714,20752,10837,8523
2,74706,11922,1203,600,77566,15842,181849,76061,27951,3663,1625,84168,16265,209733,154691,104010,17425,7360,117291,36388,437167,123188,124760,29006,11977,77321,29721,395979,111288,119474,28181,11630,80085,28724,379374,85448,98420,27292,12676,78018,25713,327567,44499,62994,27864,16472,68351,24649,244826,18439,26423,13642,9523,42885,18547,129451,5534,6517,3186,2497,21357,8475,47567,693857,582469,151460,74362,647031,204316,2353499,77677,17512,2172,917,61619,14605,174492,75083,42480,8564,5973,57473,14484,204065,107308,127185,50513,61812,72901,32311,452031,50381,122490,81271,86664,43675,25450,409936,46313,135839,86071,60142,47106,25574,401040,38783,109453,72563,51735,52206,25155,349886,20347,58742,54546,49318,55398,26423,264772,13483,26723,22714,21961,47031,23635,155554,7584,9501,5368,4104,38645,15236,80427,436952,649929,383786,342626,476053,202862,2492203,152383,29436,3372,1514,139186,30450,356340,151146,70431,12232,7604,141641,30747,413792,261994,231190,67935,69178,190193,68704,889190,173570,247258,110284,98644,120993,55174,805920,157604,255311,114247,71771,127188,54297,780420,124231,207873,99859,64409,130224,50865,677453,64841,121738,82408,65795,123744,51070,509599,31920,53146,36358,31485,89911,42182,285006,13120,16010,8556,6602
3,66403,13027,1509,661,55596,14001,151196,59760,25746,3693,1781,53534,14774,159280,107546,84172,16314,7377,71526,30921,317852,89901,100247,25259,11346,53095,27295,307148,85930,100307,25363,11201,58243,27490,308537,65559,82082,25373,13067,59879,24320,270282,33388,53371,27226,18058,54654,21904,208597,12201,19702,11566,9311,31425,14502,98704,3432,4107,2144,1842,13533,6709,31767,524118,482757,138442,74642,451489,181922,1853368,66450,18273,2584,1212,44102,12467,145089,54158,39086,9192,7818,34790,12538,157576,67070,98760,43781,53311,40675,25239,328837,38299,103138,65991,64444,27494,21605,320977,40900,116456,66523,43988,32511,22787,323168,32295,89125,57966,43268,38171,21780,282601,15378,45342,44683,44384,42699,21528,214009,9199,18298,15851,17390,32511,17852,111109,5258,6001,3331,2711,24278,12184,53759,329002,534474,309902,278529,317239,167983,1937126,132859,31298,4091,1873,99696,26470,296287,113918,64828,12885,9597,88325,27309,316860,174616,182928,60095,60684,112205,56164,646694,128199,203388,91250,75793,80591,48902,628124,126829,216762,91891,55190,90758,50278,631705,97850,171204,83339,56333,98051,46102,552886,48760,98709,71902,62445,97356,43429,422601,21402,37997,27419,26699,63941,32359,209818,8688,10112,5470,4552
4,22089,4027,428,164,20725,4074,51516,20633,8755,1331,540,20280,3672,55223,36616,30159,5940,2595,24976,7992,108274,29518,35467,9386,4030,18349,7443,104188,30652,38184,9651,4076,21607,7949,112117,26011,32958,9780,4631,23353,7434,104169,13650,22223,10895,6314,21101,7132,81316,5582,8821,5301,3797,13584,5357,42437,1781,2322,1209,1003,7376,2646,16340,186539,182925,53908,27155,171364,53695,675578,22806,5792,740,340,15872,3619,49169,18846,13004,2901,2324,12591,3101,52766,21906,34026,15173,18355,14033,6340,109837,11456,33994,22939,22155,9159,5583,105275,13229,42328,25655,15418,11791,6353,114770,12199,36381,23766,15569,14976,6872,109756,6003,19089,19655,17537,17701,7555,87533,4071,8650,8026,7664,15432,6982,50821,2602,3432,2047,1462,14001,4610,28143,113111,196690,120888,100821,125551,51009,708074,44897,9825,1167,506,36596,7693,100686,39480,21759,4231,2869,32871,6776,107986,58527,64185,21114,20943,39008,14332,218107,40972,69464,32316,26180,27507,13025,209468,43882,80515,35300,19491,33402,14297,226891,38208,69341,33539,20204,38331,14300,213923,19655,41312,30549,23856,38801,14684,168852,9647,17467,13321,11461,29014,12341,93258,4381,5748,3251,2471
5,33236,6509,642,294,29636,6798,77112,30322,12170,1683,746,30009,7645,82563,63166,46916,8569,3642,47904,20753,190956,49608,53241,12733,5916,34932,17081,173520,46265,52054,12447,5589,36142,15633,168121,34390,41636,11822,5850,32690,12574,138950,16698,26756,12007,7310,26010,9974,98758,6303,10099,5572,4131,14765,6986,47859,1781,2327,1261,965,6257,3256,15846,281766,251719,66718,34441,258340,100700,993685,33528,8963,1131,514,22672,6077,72882,27554,18562,4191,3380,17985,6105,77777,38064,54444,23582,31681,25307,15140,188224,18590,50841,34666,39808,15841,11777,171523,18821,57566,35988,25620,17241,11607,166831,15207,44751,30368,22511,19579,10667,143084,7014,21838,21220,21180,19788,9874,100911,4614,9737,8455,8885,15548,9001,56237,2565,3326,1937,1548,11259,5944,26579,165956,270018,161529,155127,165219,86183,1004041,66763,15478,1768,808,52306,12870,149997,57871,30729,5871,4121,47995,13749,160332,101233,101360,32153,35326,73210,35894,379178,68202,104088,47395,45717,50777,28861,345038,65087,109616,48435,31201,53376,27235,334959,49597,86381,42191,28364,52271,23239,282042,23717,48593,33224,28493,45797,19846,199669,10921,19834,14021,13018,30314,15989,104095,4345,5655,3199,2517
6,6561,1223,130,80,6460,1505,15960,5741,2576,435,206,5151,1182,15289,9179,8329,1829,835,5881,2286,28338,7769,9857,2820,1285,4704,2171,28598,8946,11326,3072,1453,6387,2708,33896,8109,10687,3574,1896,7867,2936,35070,4141,7067,3839,2632,7345,3049,28078,1653,2542,1632,1375,4458,2026,13679,494,597,336,298,1847,777,4347,52588,54191,17675,10065,50093,18641,203256,6624,1782,288,147,4867,1408,15118,4580,3953,997,946,3089,1011,14574,5040,9316,4717,5574,3161,1889,29695,3161,9949,7049,6543,2632,1888,31227,4028,13020,7896,5067,3815,2321,36154,3894,11671,7795,5676,5254,2804,37087,1785,5911,6057,6183,6210,3149,29305,1177,2528,2346,2426,4824,2626,15926,713,920,524,413,3543,1298,7413,31007,59051,37669,32977,37391,18405,216496,13182,3013,420,226,11323,2916,31078,10324,6522,1435,1154,8234,2195,29865,14222,17645,6545,6408,9036,4174,58034,10926,19806,9871,7828,7340,4062,59830,12979,24347,10975,6524,10203,5035,70050,11999,22358,11370,7565,13119,5747,72160,5933,12977,9895,8820,13555,6200,57381,2828,5066,3977,3802,9286,4651,29604,1202,1515,861,718
7,2740,871,146,50,2317,1350,7476,2689,1460,303,125,2639,1641,8850,6382,5103,1102,449,4962,3989,21992,4553,4847,1342,590,3516,2999,17847,4031,4487,1168,540,3293,2724,16238,2722,3257,893,449,2817,1978,12108,1013,1483,563,368,1830,1053,6312,234,348,169,130,664,338,1891,51,58,25,18,168,75,392,24416,21902,5702,2728,22206,16145,93101,2430,1032,240,83,1683,1132,6597,2266,1909,584,370,1484,1182,7795,4468,5920,2455,2505,2806,2882,21045,2469,5101,2832,2349,1933,2104,16781,2345,5101,2380,1375,1911,1955,15072,1655,3543,1754,1034,1637,1569,11193,600,1199,873,723,1167,787,5349,201,325,227,197,617,310,1878,63,54,38,13,280,99,545,16506,24181,11379,8660,13508,12021,86254,5169,1897,380,132,4004,2484,14077,4955,3369,884,502,4121,2823,16644,10849,11023,3558,2961,7770,6875,43036,7022,9950,4171,2937,5447,5105,34630,6378,9589,3539,1913,5205,4682,31310,4374,6799,2646,1483,4453,3544,23296,1620,2674,1436,1095,2998,1839,11661,440,673,398,335,1281,646,3771,112,107,62,35
8,6023,1055,72,34,4431,756,12366,6469,2719,262,95,5223,1095,15863,11934,9790,1517,546,6197,2446,32435,8534,10814,2761,891,4022,1930,28940,7180,9785,2373,669,3397,1600,25003,5003,7543,2291,744,3099,1228,19908,2691,4811,1972,838,2554,1077,13946,998,1760,845,468,1596,778,6445,334,416,227,135,796,413,2316,49163,48684,12320,4429,31300,11325,157220,6191,1555,150,53,3503,691,12145,6219,3795,610,359,3591,992,15565,8221,11765,4154,3787,3713,2038,33679,3872,10774,6368,4725,2212,1519,29460,3549,10836,5661,2621,1974,1343,25979,2830,8122,4624,2461,2229,1327,21597,1265,4347,3759,2753,2260,1122,15506,748,1749,1460,1190,1802,975,7916,420,555,305,232,1400,929,3841,33321,53487,27088,18176,22690,10928,165694,12215,2604,217,87,7934,1445,24507,12691,6512,869,459,8812,2088,31430,20158,21558,5674,4341,9910,4481,66119,12404,21585,9121,5615,6234,3449,58407,10731,20618,8037,3289,5362,2950,50989,7831,15668,6915,3208,5326,2554,41506,3950,9157,5733,3589,4817,2200,29453,1745,3502,2306,1662,3399,1749,14363,753,972,533,367
9,33,13,0,0,35,20,106,26,14,0,3,35,62,136,46,56,6,3,73,148,330,82,86,27,17,49,98,345,78,95,31,14,78,87,376,69,88,25,24,92,59,364,52,45,31,18,71,42,263,8,17,6,6,39,16,95,4,3,0,4,7,3,28,396,420,130,86,471,532,2037,36,15,0,0,33,26,110,13,25,4,6,18,11,72,46,59,31,27,43,37,244,38,103,41,51,35,28,296,40,104,55,31,53,56,334,37,100,51,51,56,49,350,22,52,36,29,45,28,214,8,16,10,15,22,17,91,3,3,3,0,18,3,33,229,477,236,217,315,255,1730,65,28,4,0,61,42,215,32,36,3,6,55,71,210,92,113,36,35,112,188,573,118,182,68,70,83,122,642,115,205,85,41,135,140,711,110,190,83,70,141,114,709,69,98,64,47,111,75,478,14,35,21,23,65,27,182,8,8,3,4
