STE_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
1,167,2518,19,2538,..,42648,2166,44815,379,45192,..,26430,3214,29637,331,29967,..,14321,1305,15628,112,15746,..,6242,2590,8825,79,8905,..,9048,1719,10770,99,10873,..,34543,13224,47767,284,48048,..,96352,21051,117408,2568,119972,..,754232,144918,899150,9176,908327,..,9229,1685,10915,230670,241577,2536108,763461,146600,910061,239848,3686014,2590527,..,..,..,..,2590527,..,3828,63,3891,23,3911,..,80320,17595,97917,916,98828,..,905,45,948,56,1004,..,53534,22250,75780,403,76188,..,91544,37788,129329,710,130044,..,6653,2932,9582,57,9638,..,151730,62962,214692,1174,215869,..,9287,1539,10829,107,10940,..,4548,111,4667,63,4727,..,11679,491,12168,114,12288,..,11973,354,12329,155,12483,..,34417,7455,41878,445,42321,..,12754,1644,14396,97,14496,..,31114,1926,33048,301,33344,..,13033,2003,15037,120,15157,..,5360,254,5621,29,5653,..,11277,1472,12747,142,12891,..,26804,2949,29752,220,29971,..,100345,10255,110602,919,111521,..,32739,5717,38456,512,38960,..,8660,1532,10195,80,10277,..,20053,10979,31024
2,237,3360,29,3393,..,26545,1198,27742,208,27952,..,15108,1695,16804,188,16990,..,12419,1252,13671,129,13797,..,3156,779,3937,41,3979,..,13162,2543,15702,169,15865,..,35172,12506,47682,387,48065,..,93987,23022,117000,2346,119351,..,623020,113735,736754,7992,744745,..,7163,1492,8651,173325,181975,1981356,630182,115223,745402,181321,2908077,2045460,..,..,..,..,2045460,..,2743,36,2783,16,2795,..,31664,7208,38878,449,39320,..,266,9,272,6,282,..,30772,10445,41218,237,41459,..,77414,27219,104631,595,105226,..,7184,2951,10127,60,10191,..,115363,40613,155981,894,156877,..,9029,1627,10655,121,10776,..,4577,124,4697,68,4770,..,9730,395,10130,88,10214,..,10171,312,10477,132,10616,..,45546,11334,56885,551,57434,..,4699,470,5171,36,5208,..,22664,1496,24164,189,24348,..,21139,3250,24392,248,24645,..,16969,1250,18219,138,18354,..,8314,1229,9538,94,9635,..,13668,1582,15249,105,15355,..,87457,9273,96733,812,97542,..,49227,9800,59019,782,59798,..,5683,966,6651,54,6704,..,5806,2324,8134
3,79,1419,22,1435,..,13349,563,13915,128,14047,..,8931,994,9926,94,10019,..,2624,306,2935,18,2951,..,2029,419,2450,19,2472,..,988,131,1119,9,1128,..,8952,3155,12106,78,12188,..,42687,8713,51396,1214,52613,..,223126,36975,260101,3194,263298,..,5908,693,6602,162765,169365,1889220,229032,37670,266700,165966,2321889,1931413,..,..,..,..,1931413,..,6216,83,6298,49,6343,..,4890,1397,6284,68,6347,..,6040,570,6610,299,6909,..,10203,3020,13228,71,13299,..,28911,9414,38328,220,38552,..,1619,664,2280,18,2303,..,40735,13102,53835,316,54149,..,1835,242,2074,25,2099,..,3762,96,3861,28,3890,..,6000,333,6334,52,6391,..,8506,260,8763,94,8858,..,4779,571,5356,60,5416,..,1544,205,1747,4,1755,..,8429,493,8924,75,8998,..,6763,1044,7808,94,7903,..,2749,186,2930,20,2950,..,1914,259,2173,22,2195,..,6080,824,6907,48,6955,..,27481,3009,30490,267,30758,..,8893,1096,9988,155,10144,..,8212,1728,9944,66,10010,..,6798,3215,10016
4,47,762,5,765,..,5016,263,5281,45,5328,..,2430,234,2662,33,2695,..,1281,160,1443,12,1452,..,488,111,600,8,606,..,319,41,359,5,364,..,6558,2373,8935,66,8998,..,18465,5503,23966,534,24496,..,109728,21056,130785,1548,132339,..,2237,349,2586,44439,47024,646641,111964,21406,133371,45989,825997,664893,..,..,..,..,664893,..,1154,16,1176,8,1180,..,3358,984,4342,41,4389,..,1537,185,1717,52,1765,..,3750,1162,4911,38,4944,..,11875,3577,15454,84,15538,..,830,322,1145,7,1153,..,16446,5061,21512,127,21636,..,1359,219,1574,18,1598,..,1381,23,1404,9,1415,..,1386,73,1459,14,1467,..,3445,114,3560,36,3603,..,9679,1989,11668,131,11806,..,1043,117,1163,9,1167,..,3206,257,3465,21,3483,..,3633,589,4230,43,4273,..,1215,89,1305,7,1310,..,1167,169,1338,11,1350,..,3804,1158,4963,38,5000,..,14072,2384,16453,126,16582,..,12679,2526,15204,195,15393,..,1108,141,1256,10,1267,..,1436,477,1912
5,249,3435,28,3463,..,18991,1006,19999,161,20160,..,4559,415,4969,38,5013,..,3268,307,3573,35,3607,..,1623,250,1877,28,1900,..,771,139,911,5,913,..,6931,2514,9443,70,9521,..,33664,6603,40270,858,41130,..,181561,27052,208609,2489,211101,..,3413,468,3886,92425,96310,931003,184971,27524,212494,94918,1238419,930034,..,..,..,..,930034,..,7007,112,7115,45,7164,..,5243,1331,6571,73,6644,..,4613,431,5043,238,5278,..,7997,2254,10251,50,10306,..,19106,6222,25326,143,25472,..,1831,425,2261,10,2272,..,28931,8906,37838,209,38050,..,2538,354,2887,27,2912,..,2754,78,2835,32,2864,..,4760,187,4946,52,5000,..,4817,143,4959,59,5016,..,2159,265,2425,32,2456,..,1374,179,1558,12,1574,..,4528,443,4971,28,4992,..,4613,695,5307,53,5357,..,2272,159,2429,11,2441,..,1921,296,2217,24,2245,..,5117,625,5745,50,5793,..,19829,2400,22232,172,22400,..,13174,1920,15090,226,15317,..,2913,522,3440,21,3457,..,2414,1098,3517
6,7,116,0,116,..,417,24,446,7,449,..,408,35,443,5,453,..,150,12,156,0,158,..,126,19,142,0,150,..,38,6,43,0,43,..,145,43,181,3,186,..,1721,535,2262,57,2319,..,10733,1980,12716,176,12895,..,677,58,730,15518,16250,220342,11412,2038,13445,15693,249478,230075,..,..,..,..,230075,..,183,7,185,0,186,..,289,75,369,3,371,..,43,0,43,0,45,..,390,106,499,11,505,..,1759,382,2138,14,2152,..,108,19,124,7,127,..,2251,502,2760,29,2785,..,116,20,136,0,135,..,507,6,507,3,510,..,426,14,437,3,439,..,826,19,846,16,861,..,513,62,576,15,588,..,61,7,66,0,66,..,285,23,311,0,315,..,206,17,222,0,222,..,109,5,109,0,109,..,100,12,119,0,119,..,489,387,873,3,875,..,1251,449,1703,3,1708,..,497,41,542,10,549,..,309,35,343,6,350,..,175,75,250
7,18,309,4,309,..,2931,138,3066,33,3103,..,233,16,246,0,248,..,259,22,283,0,285,..,223,39,267,0,268,..,30,0,32,0,32,..,440,147,584,4,589,..,2759,434,3198,104,3294,..,28171,4219,32394,671,33063,..,442,149,592,15717,16307,69200,28611,4373,32983,16384,118570,63434,..,..,..,..,63434,..,165,3,163,3,171,..,114,13,126,3,125,..,15317,2156,17467,492,17965,..,283,99,381,3,389,..,884,321,1204,12,1213,..,252,81,331,0,337,..,1421,502,1921,17,1935,..,21,0,17,0,17,..,112,3,115,0,114,..,281,30,309,10,316,..,457,15,469,3,473,..,1246,235,1484,19,1507,..,157,12,171,0,171,..,331,26,359,3,362,..,257,32,288,3,289,..,257,20,273,0,274,..,152,29,178,0,175,..,682,74,762,6,766,..,1837,193,2029,13,2049,..,321,33,357,3,360,..,158,77,237,3,236,..,123,45,171
8,18,222,0,222,..,1947,94,2045,15,2053,..,1344,143,1490,16,1507,..,918,54,967,9,975,..,299,62,363,5,367,..,130,17,143,3,147,..,1562,357,1916,10,1927,..,6129,1010,7137,155,7293,..,36341,4747,41086,408,41487,..,423,72,492,10712,11202,143048,36757,4815,41578,11118,195739,145943,..,..,..,..,145943,..,327,6,330,0,331,..,1198,243,1441,16,1451,..,65,0,65,0,63,..,1671,361,2035,11,2041,..,5484,1136,6620,32,6651,..,379,118,490,0,490,..,7537,1611,9143,47,9190,..,1062,117,1176,11,1188,..,325,8,328,0,328,..,1063,26,1095,11,1108,..,1036,18,1049,9,1059,..,1111,142,1255,16,1266,..,871,63,937,4,935,..,1730,91,1825,7,1832,..,907,131,1033,11,1039,..,839,38,879,10,884,..,955,120,1076,10,1087,..,970,93,1058,14,1075,..,6263,539,6804,53,6855,..,1491,168,1662,10,1674,..,557,67,627,3,632,..,854,347,1202
9,100,339,6,344,..,262,102,364,6,374,..,3,0,3,0,3,..,0,0,0,0,0,..,8,3,7,0,7,..,0,0,0,0,0,..,3,0,3,0,0,..,361,6,371,9,380,..,823,217,1039,17,1062,..,17,3,22,489,505,896,845,223,1063,504,2462,833,..,..,..,..,833,..,9,0,13,0,13,..,3,0,3,0,3,..,16,0,18,0,22,..,24,3,32,0,32,..,98,55,159,0,160,..,6,8,14,0,13,..,134,70,204,3,203,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
