STE_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
1,33,127,736,1951,5788,6909,13000,7444,1242,1144,1008,1061,1034,736,841,43058,24,64,350,1246,1816,7144,6423,4981,841,1928,1172,766,802,497,683,28732,3,4,50,283,1376,3180,5648,5629,910,1250,1671,2096,2021,1032,1566,26719,20,87,1412,8259,1594,2260,1303,476,67,62,123,121,77,54,579,16501,9,20,80,3835,1953,2377,2099,938,200,167,177,178,204,137,431,12808,1615,18022,39374,61684,27848,24941,33374,24686,5677,5896,5792,5096,5138,2590,9154,270877,48,264,728,2853,2454,3499,5795,4634,1176,1341,1318,1582,1962,1390,1039,30081,3,24,56,787,26393,23470,10064,8188,1549,2012,2368,2297,2257,1415,3250,84130,3,9,117,167,660,530,2090,1626,258,201,213,155,207,147,112,6495,664,8104,13548,43059,37282,55663,65275,54683,9831,12198,15887,17754,20086,14171,13530,381747,4578,63973,121133,208700,201234,316631,368940,288842,57094,67335,76786,81066,86754,55697,73696,2072454
2,25,71,455,1255,3766,3949,7680,5237,837,791,629,751,770,483,479,27184,18,223,916,3702,2859,10046,10040,13076,1990,3358,2418,2066,2297,1603,1223,55830,0,4,20,150,896,1688,2825,3956,687,790,915,1060,1303,817,864,15979,16,242,1208,7881,2045,2753,1591,631,111,105,159,115,124,47,600,17631,3,38,124,4732,2535,3261,2296,1051,245,164,210,166,204,141,569,15744,1140,16181,35818,48721,22454,17533,21328,18797,4387,4143,3669,3399,3477,1913,6823,209769,23,171,391,1819,1634,2214,3972,3098,903,883,922,1082,1208,709,676,19695,4,16,44,419,21703,23582,9944,9099,1668,2013,2585,2497,2504,1556,3150,80787,0,7,73,89,391,319,1180,1530,172,190,152,178,194,131,76,4694,480,7884,12101,28302,27113,44073,52383,44643,8951,10871,12725,12776,13952,9094,9980,295334,3359,68952,131204,168924,139702,204721,254020,269729,52541,62131,68950,71529,76724,49256,58517,1680256
3,17,59,424,1146,2724,2962,12792,11997,1569,1745,1267,1098,1092,611,641,40131,3,78,284,695,521,1370,1388,2437,503,819,453,349,351,299,203,9752,0,3,16,114,481,1344,1942,2466,514,441,521,582,649,406,501,9978,0,4,55,307,121,157,176,50,7,14,6,13,10,11,15,953,0,9,24,287,155,229,264,198,43,54,40,35,48,31,78,1493,711,12545,27979,46326,21947,20945,28715,28018,4393,4503,3550,3134,3229,1864,6514,214366,12,207,489,2094,1406,1932,3302,2727,718,685,678,776,869,639,507,17053,4,9,20,368,5133,4738,2149,2805,509,579,777,709,636,384,725,19544,0,16,108,162,993,799,3015,2496,255,232,191,192,177,123,119,8881,302,2955,6561,16438,13380,21505,30131,28425,5924,7000,8246,7997,9189,6636,7032,171724,1988,31868,55619,96273,96443,124030,178917,182282,35340,38410,37975,36890,38289,25560,35994,1015875
4,9,22,186,334,443,488,1834,1790,312,358,242,153,171,146,131,6610,0,19,63,148,231,276,349,971,252,503,310,138,290,165,64,3787,0,0,10,24,315,499,564,599,104,124,136,119,133,66,148,2846,3,49,61,126,34,40,37,10,8,3,5,0,0,0,10,388,0,20,35,166,52,90,88,71,5,9,15,9,8,7,20,593,334,7126,25565,37811,8949,7425,8069,9770,1478,1823,1133,926,857,465,3371,115106,3,41,132,621,427,544,878,619,140,179,169,172,187,128,116,4360,0,3,4,154,4389,3873,1454,1611,292,318,421,431,507,389,494,14337,0,4,54,36,93,90,351,465,66,83,75,35,59,36,27,1486,110,2831,3095,4856,4017,6044,10270,11977,2634,2805,3429,3119,3480,2639,2175,63478,887,23729,50685,57225,29620,32518,42209,59476,10858,12788,13398,13429,15154,9639,12478,384097
5,12,49,348,887,2934,3637,10717,13116,2132,2276,1535,1215,986,516,651,41008,14,119,107,389,362,1013,1018,1953,425,702,599,409,286,224,185,7796,0,6,9,81,487,951,1391,2248,386,401,427,404,444,250,331,7806,11,130,169,902,376,671,361,188,17,37,29,24,20,29,100,3058,0,14,9,132,89,191,316,188,61,46,51,23,31,16,39,1198,683,7716,18424,56815,27028,28353,29191,30565,6454,7360,5346,4078,3157,1529,6349,233047,7,77,239,1077,888,1126,1659,1485,426,472,374,432,434,275,325,9301,0,7,9,90,4154,4151,1696,2073,383,477,688,548,558,326,696,15845,0,11,107,143,1245,1065,2861,3781,442,583,420,305,337,171,172,11649,120,1858,2977,10552,6913,12806,19584,23169,4306,5725,5710,5460,5712,3689,3667,112249,1507,23723,35861,93427,71894,95176,119055,152870,33509,40099,33371,29010,27554,16048,24594,797695
6,3,9,79,107,190,210,353,352,53,33,28,23,25,20,30,1524,0,4,12,19,24,42,38,80,13,49,26,15,21,26,15,391,0,0,0,8,23,63,125,171,22,37,50,31,24,26,23,609,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,18,10,17,9,8,3,0,0,0,0,3,0,72,92,2222,4382,7404,2444,1507,1473,1079,215,152,120,127,99,62,783,22167,3,13,53,274,175,190,332,236,45,52,48,58,69,38,37,1630,0,0,0,8,40,34,40,63,14,34,36,31,62,33,16,400,0,3,13,17,52,35,73,63,0,7,3,8,3,10,3,291,17,397,668,998,559,749,1089,1457,429,409,638,583,481,386,361,9222,199,4633,7591,11139,6075,5374,6564,6622,1430,1600,1920,2062,2154,1601,2286,61240
7,0,5,17,24,36,62,225,258,75,43,37,29,32,39,17,889,0,3,7,30,41,72,59,170,43,70,75,63,67,55,19,779,0,0,0,14,77,133,175,220,45,43,36,64,46,27,63,959,0,0,0,10,5,6,0,3,0,0,0,0,0,0,0,28,0,0,0,11,0,3,5,9,0,0,0,5,5,3,5,48,4,264,852,1504,588,512,641,738,196,266,237,227,271,136,271,6719,0,4,13,80,67,68,165,119,53,98,71,142,194,104,39,1211,0,0,0,8,187,194,109,138,24,39,76,51,34,28,43,935,0,0,9,6,19,24,134,254,44,50,28,42,31,9,19,672,12,72,182,843,960,750,1026,1666,320,344,541,488,679,415,450,8745,33,698,1823,3970,4050,4065,5200,9279,2052,2500,2530,2536,2911,1808,1947,45403
8,3,18,57,99,181,202,512,392,127,112,77,89,81,28,29,2012,0,4,41,106,201,646,508,615,118,122,106,94,108,57,32,2771,0,0,8,43,118,169,280,287,48,58,77,66,79,27,47,1309,0,3,14,134,43,94,51,28,4,11,3,7,3,0,9,407,0,3,8,29,29,33,53,41,3,11,10,3,6,5,6,226,69,1162,2815,4157,1726,1342,1419,1085,346,337,209,242,190,89,373,15565,7,21,60,325,288,354,478,348,139,117,113,160,168,131,64,2781,0,5,4,93,928,809,376,448,85,88,95,127,105,84,79,3338,0,0,18,13,61,42,147,222,32,16,12,24,21,5,7,623,18,511,1169,2337,1860,2678,3549,3116,580,682,882,916,957,698,511,20479,183,3651,7151,11162,9147,12457,16453,16091,3584,3897,4090,5097,5638,3666,2905,105161
9,0,0,0,0,0,7,0,12,0,3,0,3,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,3,3,0,0,5,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,22,22,10,17,9,3,3,0,6,0,5,23,140,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,11,0,0,0,0,7,0,0,0,0,0,0,0,3,0,25,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,12,0,13,14,0,0,3,0,5,5,73,131,0,27,51,153,275,159,138,142,23,18,26,42,41,30,340,1480
