STE_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
1,0,0,46,605,753,865,838,678,168,3950,91,638,1149,6231,2675,2251,1307,518,170,15035,81,185,686,3586,376,461,324,57,10,5759,172,524,1379,5490,734,436,149,44,3,8929,24,40,162,1166,1615,2052,1999,899,231,8189,50,102,325,2050,1904,1083,737,326,51,6629,487,1821,1761,4707,2298,1664,1370,383,115,14592,225,825,2851,12360,9007,8042,2898,1042,433,37687,14,77,124,880,805,701,739,387,131,3861,8,179,418,1230,674,456,180,42,4,3181,1244,5133,9019,40115,18241,15185,13032,7385,2709,112069,12090,22269,28354,71866,34508,32980,27539,16178,6957,252739,238859,473094,478590,1020825,478458,433059,330471,170912,61753,3686014,56,249,947,2397,727,530,236,73,26,5235,205291,386411,339550,594581,293903,270017,202290,116833,64789,2473670,158,546,1214,6980,1095,441,114,25,10,10580,0,17,142,1203,759,741,367,288,55,3590,21,101,419,2665,1420,1308,601,254,122,6912,90,355,642,3214,1206,872,502,163,77,7128,16,71,173,1844,1416,1254,1359,450,145,6729
2,0,0,33,514,742,1016,847,695,137,3982,237,1646,2916,12879,4586,3409,2292,834,236,29048,70,128,571,2634,227,238,146,26,10,4052,201,955,1332,2459,284,117,74,9,8,5448,7,69,205,1570,1723,2149,1978,822,175,8701,36,125,336,2467,2408,1404,844,371,71,8065,300,1279,1148,3156,1502,1020,854,191,58,9517,225,877,3200,12564,8420,7078,2466,847,357,36033,7,79,86,584,488,439,442,246,95,2461,11,100,278,1080,419,243,100,23,3,2259,1113,4820,8632,30962,13737,11227,9204,5727,2267,87696,10067,17523,22159,56520,27003,25078,20693,12743,5430,197207,190593,363984,391580,833145,379374,327567,244826,129451,47567,2908077,77,594,1758,3304,813,358,170,56,19,7141,162722,290427,268959,497290,250471,210543,146578,79465,45308,1951765,65,242,353,2327,347,163,34,6,0,3553,4,23,246,1520,1008,837,422,287,57,4392,39,151,664,3172,1435,1135,544,206,89,7436,101,276,490,2382,742,523,235,92,53,4905,18,51,104,1261,832,727,660,201,70,3917
3,0,0,17,196,251,360,342,238,44,1449,41,426,451,2061,785,642,423,183,47,5055,86,256,975,3634,446,561,388,80,12,6445,122,532,714,1160,218,90,36,8,0,2876,3,5,18,94,116,113,78,30,6,459,5,30,49,350,251,108,54,30,4,878,166,983,992,2425,1276,1162,958,293,95,8349,76,432,781,3075,1934,1444,626,210,88,8666,19,136,207,639,633,457,508,263,78,2934,4,179,549,1589,992,763,287,82,18,4461,689,3779,6196,19106,7904,6621,5192,2889,900,53285,8631,16363,20369,49335,25485,22740,17824,9612,4082,174439,152036,316486,310476,624999,308537,270282,208597,98704,31767,2321889,7,109,308,639,166,69,35,8,4,1350,131430,253571,227954,422870,211275,190109,141000,72392,35080,1685693,31,148,158,743,117,50,16,4,0,1270,4,8,92,622,382,288,155,68,17,1627,11,44,77,487,246,189,66,31,20,1163,93,321,588,2578,875,756,411,140,72,5836,7,34,61,465,246,172,138,48,15,1183
4,0,0,9,139,156,208,210,171,46,940,25,221,201,1021,277,121,87,52,6,2010,18,33,144,435,26,28,15,0,0,702,27,103,206,492,56,29,10,6,0,933,0,3,3,23,32,40,43,31,6,188,3,14,17,86,69,54,37,29,12,325,47,228,240,604,350,326,251,78,29,2162,50,200,535,2158,1444,1396,479,155,86,6507,3,52,65,234,257,303,270,179,59,1413,6,58,103,255,142,111,27,9,3,711,287,1569,2455,6329,2592,2195,1891,1347,636,19295,2244,4161,5069,12627,7430,7214,5876,3547,1637,49815,49910,100505,106735,212458,112117,104169,81316,42437,16340,825997,24,232,749,1049,264,84,40,8,0,2454,43359,81840,79407,147646,78836,73300,53795,27318,16485,601986,38,143,65,614,48,28,15,0,0,946,0,6,55,343,235,215,93,65,12,1021,11,40,129,708,295,309,142,59,22,1722,20,76,89,464,193,181,88,27,22,1159,3,17,17,127,77,75,46,24,5,388
5,0,0,18,214,162,251,226,157,54,1087,44,371,363,1956,599,379,292,127,42,4166,23,32,173,1387,51,59,40,7,0,1777,129,499,639,695,117,53,33,14,4,2181,4,21,57,382,273,305,312,144,29,1522,6,16,60,333,141,63,41,21,3,678,118,592,532,1325,745,740,485,149,41,4729,68,259,648,2643,1592,1194,481,174,59,7116,15,155,225,841,687,565,523,239,94,3346,12,346,808,2150,1200,859,310,84,23,5796,480,2715,4186,14018,5291,3920,2786,1397,455,35247,4999,8502,10200,31261,14085,11818,8221,4792,2074,95951,83155,161574,159675,364474,168121,138950,98758,47859,15846,1238419,9,119,448,787,190,93,44,17,0,1714,70302,120839,103369,192704,87260,77295,51404,27560,13278,744012,30,124,100,761,80,64,23,5,4,1193,0,15,78,501,308,287,104,55,14,1362,13,27,44,335,117,109,28,15,9,705,45,209,286,1308,501,370,180,68,28,2991,0,34,47,287,175,148,94,34,6,825
6,0,0,0,0,9,20,19,26,0,69,3,18,13,79,29,22,15,11,0,190,4,7,6,94,3,3,0,0,0,118,5,45,49,58,7,9,3,0,0,176,0,0,0,3,0,3,7,0,0,12,0,0,0,10,14,3,5,3,0,41,20,74,62,187,130,147,134,47,10,814,13,9,30,86,15,10,3,0,0,167,0,6,5,36,49,58,79,42,18,296,0,3,15,32,32,25,26,6,3,147,44,187,306,955,451,428,414,309,122,3205,724,1462,1688,3997,2717,3048,2637,1486,513,18274,14544,31685,31250,56934,33896,35070,28078,13679,4347,249478,0,3,29,93,16,4,3,0,0,158,12971,27340,25485,49162,28871,28740,21070,11044,5276,209956,0,3,4,33,0,0,0,0,0,44,0,0,0,20,15,7,3,3,0,57,0,0,0,10,3,0,0,0,0,18,4,13,27,160,79,81,56,10,4,429,0,3,4,25,31,17,10,8,0,96
7,0,0,0,3,6,5,15,4,0,31,16,38,33,206,66,30,16,15,4,403,9,5,19,166,9,8,0,3,0,214,22,54,53,86,23,11,3,3,0,254,0,0,0,3,7,4,3,0,0,20,0,0,0,12,7,3,0,0,0,33,31,72,72,234,104,83,49,6,0,651,4,27,45,154,85,66,24,3,0,408,0,0,5,31,24,18,8,7,0,92,3,32,38,145,67,32,12,0,0,331,47,199,216,972,462,327,249,119,23,2616,828,1344,1685,5180,2256,1746,896,257,61,14253,9005,16463,16322,39844,16238,12108,6312,1891,392,118570,0,0,0,10,0,0,0,0,0,12,7518,12589,11018,23627,9677,6990,3138,1000,305,75851,4,14,19,93,7,4,0,0,0,148,0,0,0,8,3,4,0,0,0,18,3,5,6,60,18,19,8,0,0,117,0,3,15,99,26,29,18,3,0,194,0,0,0,10,5,4,3,0,0,33
8,0,0,3,19,38,51,25,31,3,168,9,93,125,537,236,197,122,50,10,1363,7,8,36,138,21,12,4,0,0,233,18,58,101,196,32,31,12,5,0,439,0,8,7,56,33,52,25,12,0,197,0,3,17,65,25,6,10,4,0,133,56,199,191,406,186,156,107,36,4,1340,13,53,124,535,317,291,81,46,12,1469,0,10,11,57,40,53,44,28,9,246,0,15,51,120,65,33,12,0,0,300,93,429,614,2436,989,794,593,375,125,6456,621,870,1396,3769,1461,1157,924,626,299,11110,13901,24619,28229,61380,25003,19908,13946,6445,2316,195739,3,10,39,93,39,22,8,3,0,210,11802,19449,20018,39294,16748,13457,9123,4204,1916,136021,6,40,55,420,80,47,11,0,0,654,0,0,0,58,45,29,27,16,5,185,6,14,28,98,32,24,19,12,0,224,3,42,50,235,135,87,54,16,6,621,0,11,9,138,78,83,71,21,14,420
9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,11,3,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,49,14,6,3,0,0,87,12,24,35,89,55,51,37,15,4,318,140,281,242,679,376,364,263,95,28,2462,0,0,0,0,0,0,0,0,0,0,103,222,131,286,149,158,104,50,15,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
