STE_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
1,195,763,3687,17815,9853,8759,3200,1502,671,46442,14,73,113,797,672,553,635,364,174,3393,9,175,496,1361,613,410,168,59,16,3308,1246,5056,8970,43484,18963,16004,13381,7842,3975,118920,11751,21450,26742,69571,33344,32743,28209,19624,12406,255832,226279,448106,459505,1049585,499528,456703,346555,202200,105755,3794217,106,494,2623,6383,1643,1115,488,143,45,13032,422584,794554,695172,1178938,577961,529737,390803,209802,99645,4899202,348,1138,2512,15857,2601,1399,301,46,11,24217,5,35,324,2340,1500,1441,765,584,98,7095,44,197,756,4507,2755,2361,1191,438,190,12439,180,724,1162,5734,2380,1690,965,324,124,13290,35,157,362,3784,2771,2274,2631,856,187,13058,1625,5701,42352,91499,36169,29770,14645,9200,3543,234508,17,55,283,1828,2452,3070,3768,3445,724,15638,203,930,803,4596,2587,3717,3807,2155,919,19724,1568,9738,9758,48376,42917,38908,42211,23694,9394,226564,75,715,2143,13305,7314,5973,2917,1176,269,33879,107,563,1094,5696,1601,992,892,399,202,11540,108,526,1237,5578,3540,3799,8824,3976,1949,29541
2,194,783,4239,18128,9228,7693,2700,1253,541,44760,11,63,98,466,428,414,398,242,119,2232,9,124,332,1204,362,254,113,32,6,2435,1074,4792,8827,34244,14177,11631,9558,6517,3298,94118,9655,16503,21735,56419,27041,25609,22058,15263,9359,203644,180626,345717,378552,861964,401040,349886,264772,155554,80427,3018549,159,1296,4497,8654,2101,917,370,101,34,18116,334660,595866,547958,979711,487011,409070,279148,142486,69593,3845510,116,511,831,5090,782,372,108,19,6,7829,6,46,518,2982,1828,1629,827,574,87,8487,66,312,1290,5439,2780,2163,1032,372,139,13587,185,602,819,4111,1499,1004,487,169,94,8967,41,105,185,2433,1585,1301,1304,382,89,7416,1301,6133,40663,64981,20343,15067,6685,4015,1459,160652,11,42,223,1726,2570,3218,3808,3234,659,15486,117,952,705,2655,1590,2501,2641,1496,629,13282,1146,7408,7893,33040,31763,31122,32733,18745,7596,171443,30,316,807,4513,2293,1632,796,354,87,10825,73,353,715,3147,1050,659,679,325,138,7144,96,428,1126,4157,2774,3113,8363,4280,1972,26308
3,65,390,884,4740,2078,1679,661,279,107,10883,14,132,180,625,507,444,461,240,105,2709,9,179,559,1654,961,680,261,97,25,4423,662,3514,6287,21935,8752,6748,4846,2629,1201,56566,8219,15525,19555,45172,23074,21278,17595,11196,7442,169061,144432,299749,302665,649812,323168,282601,214009,111109,53759,2381308,14,244,898,1650,329,155,67,27,5,3381,269873,521478,463216,837654,415442,373030,275307,133262,54562,3343819,61,275,291,1652,305,140,28,8,0,2763,4,13,192,1162,723,603,305,162,26,3187,21,100,146,764,463,331,123,59,30,2032,206,671,1022,4452,1720,1404,879,318,119,10805,12,68,132,886,451,295,269,95,27,2234,458,1793,11369,20647,5618,3732,2023,1056,408,47114,0,21,88,498,625,691,742,745,140,3551,58,286,176,540,241,334,473,239,112,2449,970,9156,11353,31531,36893,30949,34592,18824,6505,180775,50,465,1046,4938,2552,2037,995,438,87,12614,52,266,620,2241,950,660,660,289,106,5845,64,346,1012,3716,2843,2886,5653,2894,980,20387
4,38,207,688,3096,1619,1385,487,230,82,7835,3,56,77,197,264,294,246,200,84,1418,7,64,112,295,147,104,27,12,0,777,293,1482,2340,6977,2721,2122,1905,1499,941,20291,2122,3954,4930,11717,6870,7074,6296,4351,2876,50190,47163,95419,101932,215114,114770,109756,87533,50821,28143,850652,49,514,1828,2760,737,305,93,13,10,6313,89266,167906,162225,296074,156018,142768,103572,49664,25055,1192551,67,288,130,1277,135,48,20,5,0,1969,0,6,111,687,421,428,178,122,20,1967,26,91,210,1231,674,547,290,100,34,3201,43,133,173,848,378,349,197,53,43,2220,7,23,32,258,141,128,108,46,9,747,227,965,7048,11271,2206,1565,834,355,127,24610,3,7,55,401,400,547,646,642,165,2867,33,160,81,409,111,188,261,151,74,1466,279,3101,4068,10598,20549,21427,19303,12949,5108,97392,5,50,95,473,235,184,106,42,7,1200,17,67,108,398,286,189,171,99,39,1365,20,104,246,943,1006,1506,3544,1667,1092,10119
5,63,240,837,3843,1600,1343,489,236,79,8729,10,142,196,726,676,511,446,251,109,3074,27,341,805,2384,1089,803,303,82,22,5850,438,2546,4207,16041,5426,4051,2620,1397,722,37457,4539,8033,9444,25805,11598,10579,8326,5859,3720,87905,78574,153378,150660,359744,166831,143084,100911,56237,26579,1235994,32,250,1328,2585,548,245,89,29,7,5120,144555,247688,212344,390602,174736,152633,100157,49549,20598,1492859,51,246,202,1628,242,133,56,12,4,2578,4,17,176,1043,550,537,227,94,25,2673,23,46,91,558,239,197,63,23,18,1256,83,425,497,2205,937,751,352,141,52,5431,6,61,92,598,314,296,175,58,12,1618,297,1417,4970,12858,3779,2144,929,464,230,27081,3,24,104,781,603,955,1005,840,238,4555,35,314,120,623,212,296,357,171,78,2211,985,9628,12506,39736,43025,33926,30858,17487,6021,194163,7,83,90,564,256,204,84,31,6,1328,48,193,341,1975,551,299,258,122,37,3818,32,243,596,2744,1627,1340,2938,988,447,10958
6,0,19,30,132,20,25,6,0,0,235,0,6,7,25,32,57,77,49,16,272,0,5,6,41,33,32,9,4,0,139,38,205,284,1104,459,468,358,205,122,3233,689,1386,1739,4078,2647,3082,2711,1767,852,18960,13929,30056,29688,60924,36154,37087,29305,15926,7413,260482,0,13,74,154,41,16,5,3,0,302,26508,56198,52569,95418,55929,55964,40749,20016,8140,411492,3,6,12,84,4,3,0,0,0,109,0,0,7,31,24,19,17,12,4,122,0,0,3,13,9,0,0,0,0,29,5,34,48,298,133,153,109,26,6,822,0,9,6,66,45,29,25,8,4,194,30,105,826,1570,208,147,85,46,20,3036,0,3,7,17,17,42,63,87,11,243,8,19,14,25,8,19,21,15,3,133,42,362,378,1614,3123,4055,5205,2996,1002,18776,0,7,13,83,56,58,18,16,3,252,3,12,14,113,54,51,48,19,9,337,11,28,57,263,248,339,626,372,169,2108
7,8,24,47,265,89,52,22,12,3,522,0,4,3,28,14,12,18,7,0,88,0,35,36,186,45,30,3,0,0,345,33,159,206,954,429,300,182,90,21,2372,716,1238,1376,4165,1744,1414,677,239,76,11649,8623,15386,14397,37823,15072,11193,5349,1878,545,110266,0,0,19,36,3,3,0,0,0,63,15312,26035,23516,48874,20049,14594,6670,1967,509,157533,9,27,77,239,28,15,4,3,0,402,0,0,0,18,9,8,6,0,0,41,7,15,10,89,37,41,16,3,0,221,3,14,24,163,49,56,35,6,0,356,0,0,3,28,9,7,4,0,0,59,11,89,154,585,195,62,62,23,13,1192,0,0,3,3,10,6,12,8,0,40,3,12,9,16,10,4,6,3,0,55,45,247,350,1433,1280,1091,792,266,71,5583,5,38,45,188,86,45,15,5,3,428,3,15,51,192,55,35,40,10,0,390,4,9,66,305,127,139,177,81,20,929
8,11,60,133,792,375,324,102,56,21,1876,3,4,17,39,24,32,39,27,16,208,0,27,57,140,47,32,11,4,0,319,64,373,614,2594,1038,879,666,434,222,6883,523,796,1411,3390,1325,1254,1000,729,662,11083,12898,23063,27705,63142,25979,21597,15506,7916,3841,201653,3,19,90,206,78,51,21,4,0,471,24439,40263,40564,78132,32871,26061,17235,7396,3078,270037,13,76,115,856,166,107,31,4,0,1368,0,4,10,117,80,75,48,39,12,384,6,14,46,164,64,45,29,15,3,386,16,91,102,414,258,148,92,28,6,1158,3,13,21,259,138,134,125,41,13,760,74,242,4186,4346,1030,849,376,177,69,11351,4,6,18,126,164,251,367,322,44,1301,10,50,27,157,51,61,54,22,8,449,73,659,674,2141,2547,2465,2288,1361,552,12757,7,41,83,381,176,130,64,24,5,902,11,64,71,265,127,52,35,28,16,674,15,44,110,389,272,243,727,280,148,2228
9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,3,0,25,7,23,23,59,50,55,21,15,6,255,126,269,175,536,334,350,214,91,33,2120,0,0,0,3,0,0,0,0,0,6,221,455,283,567,320,341,223,98,31,2535,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,19,30,22,26,7,4,114,4,8,4,24,8,3,0,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,3,0,0,11
