STE_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
1,..,68293,12576,80867,816,81683,..,28948,2537,31484,208,31687,..,63457,3020,66470,562,67034,..,29662,3483,33144,292,33435,..,10742,434,11176,58,11234,..,26952,2439,29387,333,29722,..,58463,4787,63255,472,63725,..,218221,16694,234913,1923,236833,..,65147,9589,74736,960,75694,..,14587,2597,17188,138,17319,..,39435,19945,59379,531,59912,..,23061,4752,27816,330,28144,..,11261,893,12158,166,12327,..,17874,3962,21836,213,22044,..,12549,1451,13999,125,14124,..,15837,2821,18659,107,18763,..,14831,1368,16206,337,16544,..,17553,3708,21268,217,21488,..,23330,671,24003,205,24214,..,26832,2982,29810,222,30032,..,43360,1319,44681,451,45130,..,5536,346,5888,47,5932,..,99068,5314,104385,926,105310,..,55340,7519,62860,665,63527,..,26798,2672,29471,206,29681,..,18206,6405,24609,233,24839,..,17423,3994,21411,212,21620,..,68949,33346,102290,607,102896,..,191163,44572,235730,4978,240711,..,1530234,333042,1863273,18745,1882015,..,18773,3369,22142,449435,471576,5126633,1549005,336410,1885415,468178,7480228
2,..,90301,19390,109686,1024,110707,..,10187,730,10918,78,10992,..,48423,2435,50856,380,51241,..,49728,5850,55578,596,56171,..,35095,2048,37148,282,37423,..,20934,2048,22979,226,23205,..,29739,2655,32397,224,32624,..,194097,15773,209872,1788,211658,..,94890,15833,110724,1543,112272,..,9764,1624,11388,89,11480,..,11057,4330,15387,127,15519,..,24349,4821,29170,319,29487,..,15427,1246,16676,222,16898,..,13080,3202,16276,152,16434,..,13187,1842,15033,142,15175,..,14461,3082,17548,135,17685,..,10519,885,11408,202,11609,..,13947,2921,16871,186,17057,..,17128,501,17625,152,17777,..,15540,1120,16660,120,16782,..,22184,644,22834,219,23054,..,7081,480,7559,67,7627,..,61932,2742,64681,556,65234,..,31255,3897,35148,348,35494,..,23085,2348,25437,230,25662,..,9377,2188,11563,110,11669,..,25492,6024,31516,320,31832,..,70601,32022,102624,810,103430,..,182828,49110,231936,4578,236512,..,1259574,263045,1522622,16216,1538835,..,14609,3035,17648,343327,360974,4026811,1274184,266080,1540270,359543,5926624
3,..,9411,1026,10437,97,10538,..,3329,337,3669,14,3683,..,17208,809,18015,152,18163,..,15914,1876,17787,199,17991,..,5562,304,5868,38,5907,..,4460,449,4912,44,4957,..,12947,1430,14374,90,14465,..,59422,5203,64623,547,65164,..,17750,1938,19690,325,20009,..,13859,2906,16761,118,16877,..,13138,6361,19498,131,19620,..,1113,131,1249,12,1264,..,1254,69,1321,31,1357,..,5676,994,6667,39,6713,..,4743,419,5163,59,5224,..,5277,686,5963,42,6005,..,13512,1193,14706,257,14969,..,4075,650,4729,38,4759,..,10881,378,11261,111,11371,..,5061,429,5487,61,5551,..,16293,545,16835,169,16999,..,3705,177,3881,45,3926,..,35944,1523,37469,376,37844,..,18578,2247,20824,191,21006,..,4959,524,5482,38,5520,..,6688,1372,8062,63,8126,..,1778,269,2043,10,2054,..,17896,7855,25749,172,25914,..,86446,17942,104382,2407,106795,..,468697,82276,550975,6714,557690,..,11827,1398,13225,311644,324871,3820632,480525,83675,564196,318359,4703193
4,..,19433,3304,22737,258,22993,..,2200,194,2396,11,2406,..,6800,455,7258,53,7310,..,8159,1056,9212,97,9306,..,2463,159,2626,19,2640,..,2600,310,2910,28,2942,..,7982,1964,9946,73,10025,..,30208,4137,34345,288,34632,..,24695,4014,28711,395,29106,..,1925,254,2180,18,2200,..,2656,914,3576,27,3600,..,572,62,636,3,633,..,782,45,826,15,846,..,3647,1064,4710,37,4745,..,4928,710,5642,38,5677,..,2774,498,3274,17,3289,..,139,7,151,5,155,..,3311,833,4144,33,4175,..,3708,107,3820,40,3861,..,1609,202,1810,11,1822,..,5253,185,5438,50,5486,..,1669,91,1764,10,1772,..,12241,586,12825,113,12942,..,5039,565,5607,59,5669,..,2429,252,2684,19,2701,..,1567,369,1933,17,1955,..,596,89,689,5,697,..,12928,5966,18899,123,19017,..,36150,11331,47485,1036,48518,..,223462,47546,271006,3108,274115,..,4482,711,5195,85815,91003,1311533,227946,48258,276200,88916,1676653
5,..,4296,445,4744,52,4790,..,2981,261,3241,26,3263,..,9999,672,10670,78,10747,..,10857,1251,12113,115,12223,..,4650,263,4914,24,4939,..,4827,489,5315,54,5368,..,11068,979,12047,79,12130,..,44382,3925,48306,373,48678,..,25783,3187,28975,428,29401,..,4916,903,5813,45,5859,..,4804,2260,7064,44,7107,..,5104,686,5785,64,5849,..,363,14,375,8,387,..,5635,1028,6661,35,6703,..,5410,518,5921,56,5978,..,2859,338,3201,22,3218,..,873,57,930,15,943,..,4231,752,4981,56,5038,..,9852,374,10223,96,10317,..,9968,888,10860,71,10934,..,14559,554,15112,151,15268,..,6976,570,7549,72,7621,..,41349,2384,43739,391,44131,..,9385,934,10318,97,10415,..,6170,660,6828,60,6888,..,5411,916,6326,75,6403,..,1387,317,1707,13,1727,..,13922,6178,20103,143,20247,..,66689,13562,80248,1643,81895,..,369895,60397,430289,5048,435339,..,6658,919,7576,170458,178037,1861041,376555,61311,437864,175509,2474410
6,..,1058,122,1172,14,1191,..,142,8,148,0,148,..,588,38,625,8,639,..,449,44,488,4,489,..,211,7,219,0,222,..,257,28,290,3,291,..,1095,727,1819,10,1833,..,2742,849,3595,25,3619,..,1004,75,1086,11,1096,..,516,73,590,9,601,..,353,144,502,7,506,..,16,0,14,0,18,..,17,4,19,0,19,..,314,277,590,3,593,..,623,55,679,7,685,..,287,32,318,0,317,..,46,0,46,0,49,..,114,14,123,0,127,..,313,7,317,3,321,..,227,15,250,3,253,..,584,20,606,14,617,..,260,10,270,0,268,..,1392,55,1447,22,1466,..,840,83,923,9,936,..,283,19,303,0,306,..,418,70,479,5,490,..,72,9,88,0,88,..,327,103,433,8,442,..,3496,1075,4572,118,4689,..,22680,4248,26928,365,27294,..,1334,97,1428,30834,32262,450411,24015,4345,28357,31196,509965
7,..,2675,520,3198,41,3245,..,414,19,434,0,432,..,800,38,840,13,852,..,615,54,669,3,670,..,491,29,521,3,527,..,393,44,437,0,441,..,1497,116,1611,10,1623,..,4212,308,4520,38,4554,..,698,63,764,5,765,..,360,142,503,3,506,..,250,107,356,3,360,..,26,0,26,0,26,..,6,0,6,0,6,..,132,14,151,0,151,..,108,8,118,0,118,..,125,6,133,0,134,..,111,10,120,0,117,..,54,0,57,0,61,..,1953,66,2015,27,2045,..,1056,126,1186,9,1191,..,2842,113,2950,38,2994,..,645,58,705,13,720,..,6504,358,6858,89,6947,..,453,39,488,3,487,..,468,47,514,0,516,..,696,162,861,3,866,..,48,11,53,0,53,..,865,350,1212,8,1215,..,5393,878,6274,192,6461,..,57570,8587,66160,1397,67559,..,850,263,1115,27529,28643,132634,58422,8850,67275,28924,228833
8,..,2185,234,2413,20,2436,..,1818,110,1928,12,1941,..,3477,147,3627,22,3646,..,1968,228,2196,20,2215,..,1636,65,1705,16,1721,..,2163,179,2347,24,2369,..,2020,148,2171,15,2184,..,13087,878,13972,111,14078,..,2932,292,3219,25,3245,..,989,115,1107,7,1116,..,1672,678,2347,18,2370,..,531,57,589,4,599,..,148,0,152,0,153,..,820,105,929,7,937,..,986,84,1078,11,1089,..,808,86,886,4,895,..,426,45,476,8,486,..,939,147,1085,11,1095,..,1270,19,1292,11,1307,..,1212,106,1318,9,1325,..,1628,37,1673,12,1688,..,486,26,520,4,521,..,4603,198,4806,34,4836,..,2933,316,3246,26,3273,..,1745,123,1870,17,1883,..,890,182,1071,8,1077,..,246,33,276,6,285,..,3313,881,4195,23,4216,..,12348,2104,14451,301,14747,..,75413,10430,85845,827,86669,..,838,133,974,20769,21739,288986,76254,10565,86813,21593,397397
9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,9,0,9,..,12,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,4,0,4,..,32,3,39,0,39,..,455,220,675,17,690,..,504,232,730,17,750,..,7,0,6,0,6,..,5,0,4,0,4,..,10,6,13,0,13,..,0,0,0,0,0,..,10,3,10,0,14,..,749,16,766,18,784,..,1663,430,2092,41,2129,..,31,5,39,684,728,1732,1697,437,2129,723,4587
