SA4_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
316,1853,151,118,6,4,2139,859,111,59,4,3,1033,693,69,55,4,3,825,1210,95,92,18,4,1411,1749,149,127,7,12,2046,4900,504,360,14,20,5804,6165,515,372,12,20,7080,9643,357,326,13,25,10370,4493,103,122,8,21,4749,3106,67,95,5,11,3284,1551,32,55,3,11,1656,1667,98,54,10,11,1843,37892,2256,1826,98,149,42222
317,680,21,13,3,3,720,406,23,11,3,0,449,334,20,9,0,0,374,693,33,16,5,5,750,959,71,23,10,0,1060,3189,187,58,16,10,3462,3858,155,28,25,18,4081,3619,77,23,16,8,3745,1334,15,6,7,5,1355,824,14,6,3,3,844,392,4,3,0,9,412,540,21,3,7,0,572,16831,640,198,97,62,17825
318,1044,34,30,4,8,1120,498,15,15,0,3,529,459,13,7,3,0,482,1002,40,39,4,3,1084,1392,67,36,4,0,1504,4295,198,133,15,4,4642,5410,139,106,10,10,5677,6044,60,91,12,17,6227,2326,19,28,11,3,2386,1496,11,31,6,7,1551,710,16,27,5,6,762,1010,26,16,4,4,1061,25694,647,554,75,64,27026
319,1725,28,26,17,11,1808,1183,30,4,14,3,1240,1086,14,4,13,5,1129,2045,34,22,40,9,2140,2578,51,19,20,10,2674,6637,108,53,34,35,6865,5869,64,41,17,22,6010,4418,38,29,10,17,4511,1345,4,8,13,4,1377,855,5,7,3,8,867,472,7,0,3,3,485,1357,23,14,23,3,1412,29560,400,228,204,132,30527
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,1794,298,102,0,5,2202,784,114,54,0,0,946,623,103,46,3,3,779,1154,195,92,4,0,1441,1423,219,159,0,5,1816,3873,687,527,10,10,5111,4300,754,457,10,14,5534,5951,1022,331,4,18,7330,3097,412,107,7,15,3634,3024,328,65,0,10,3430,2546,199,60,5,11,2825,1079,122,53,0,8,1260,29651,4447,2045,48,104,36306
402,2484,180,21,3,3,2689,1755,158,35,6,0,1950,1623,162,26,0,0,1805,3102,368,76,4,0,3547,4246,453,74,10,7,4788,12653,1062,246,11,31,13997,13120,839,137,13,38,14147,10291,638,38,3,32,11004,2995,141,8,0,9,3159,1857,112,6,0,0,1976,805,58,8,0,0,866,1839,109,12,0,3,1973,56764,4281,688,44,127,61916
403,2434,257,74,3,8,2768,1431,138,46,3,3,1618,1277,136,41,8,0,1460,2252,216,63,0,5,2543,2999,284,128,0,3,3421,8450,840,348,7,18,9671,9710,881,280,7,18,10889,9881,864,152,3,30,10932,3732,314,39,7,9,4103,2604,174,28,0,7,2814,1371,118,21,3,3,1523,1518,127,39,3,0,1689,47659,4359,1258,43,107,53431
404,1157,276,54,8,6,1505,617,144,42,3,4,805,550,119,50,0,0,718,978,223,87,0,7,1296,1189,345,138,0,3,1678,3225,966,392,12,20,4606,3637,1105,245,6,18,5008,4830,1084,118,9,29,6067,2115,433,41,5,13,2602,1499,316,27,6,13,1864,727,192,9,0,7,940,729,155,32,0,0,922,21232,5364,1243,47,115,28003
405,914,22,0,0,6,945,807,9,0,5,9,826,719,21,0,3,3,741,1318,30,0,4,9,1365,1509,27,0,6,8,1553,3222,35,3,7,12,3282,2341,21,0,8,11,2382,1637,10,0,13,7,1671,468,3,0,0,7,475,311,5,0,5,3,318,187,0,0,10,0,198,557,5,0,6,6,571,13982,189,15,73,76,14340
406,479,44,4,6,6,546,287,79,5,0,3,380,323,70,4,0,3,401,557,175,3,10,5,753,758,184,5,3,4,954,1755,269,12,8,17,2055,1472,74,3,7,0,1561,1112,42,0,6,3,1163,345,11,0,0,0,356,241,11,0,3,0,252,102,9,0,0,0,117,320,35,6,3,0,364,7743,1009,40,52,43,8896
407,1499,38,3,8,17,1564,1065,38,11,8,0,1120,997,37,10,5,5,1060,2021,75,24,10,16,2140,2711,63,21,7,15,2817,5448,81,16,20,17,5579,3567,30,9,12,15,3625,2300,19,9,12,13,2349,668,3,3,5,3,683,509,3,0,5,0,519,336,3,0,3,0,346,943,11,3,4,6,972,22070,402,112,101,101,22790
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1038,31,6,0,5,1086,523,22,0,3,5,552,445,24,4,9,3,478,860,25,0,10,3,900,1123,42,8,7,5,1180,3344,142,6,10,7,3511,4198,118,16,13,9,4353,5685,89,12,18,14,5819,2297,32,3,9,8,2347,1646,27,4,9,11,1700,781,14,3,6,4,808,948,18,6,8,0,983,22898,587,65,96,79,23724
502,568,31,3,0,0,606,231,25,3,0,0,265,220,14,3,0,0,240,394,36,9,5,0,441,482,25,3,0,0,510,1554,101,29,0,0,1689,2190,134,21,0,5,2353,3403,79,22,3,10,3516,1457,32,11,0,3,1510,967,20,23,5,0,1017,502,14,14,3,3,538,529,22,3,3,0,560,12508,537,137,20,27,13232
503,862,160,181,0,3,1208,186,41,59,0,0,286,166,44,39,0,0,250,222,66,92,0,0,382,309,84,144,0,0,539,822,267,509,0,0,1599,710,260,644,6,6,1625,1403,482,923,7,8,2816,983,362,490,5,5,1841,1886,461,411,4,6,2772,3739,419,260,3,3,4427,543,93,111,0,0,741,11839,2738,3868,29,36,18499
504,1564,151,16,0,0,1730,621,72,18,0,0,707,591,45,10,3,0,658,1038,100,18,0,0,1160,1336,133,26,4,0,1498,3966,491,124,8,3,4591,5070,750,148,8,11,5987,9693,1056,135,8,13,10914,5775,392,43,3,12,6226,3815,216,14,3,8,4057,1788,113,11,3,3,1920,1406,96,10,0,6,1520,36662,3607,590,46,64,40972
505,3173,525,40,0,6,3748,1201,215,16,0,3,1439,1011,174,21,0,0,1206,1866,326,43,0,3,2239,2355,435,46,0,3,2832,7064,1459,185,3,11,8724,8870,2233,289,9,15,11411,16835,3374,232,9,29,20475,11227,1547,80,0,18,12875,9159,1087,48,6,18,10316,5273,532,26,7,15,5847,2596,377,33,0,3,3015,70631,12277,1061,36,124,84123
506,2906,313,63,3,4,3288,1111,135,27,3,0,1272,1044,105,23,0,7,1171,1804,182,50,3,4,2041,2387,268,44,3,4,2707,7043,839,216,10,11,8119,9686,1300,311,12,14,11323,16144,1690,409,9,17,18274,8940,715,137,7,11,9812,6432,566,117,10,13,7138,3467,308,74,5,8,3868,2265,185,45,3,7,2505,63231,6605,1520,74,91,71514
507,2267,236,63,3,3,2570,926,93,17,0,0,1042,801,67,25,0,0,896,1410,154,43,3,0,1615,1879,201,54,5,0,2151,5784,552,187,12,13,6546,7887,738,234,15,9,8887,14300,1138,261,20,29,15754,7737,539,101,10,21,8416,6120,505,77,6,21,6727,3750,341,80,7,21,4191,1920,182,38,3,5,2143,54791,4752,1171,86,134,60926
509,1140,4,0,9,11,1170,620,3,0,6,3,628,506,10,0,4,3,527,957,6,0,3,3,969,1091,3,0,8,8,1118,2536,26,9,10,12,2598,2218,14,0,7,9,2254,2468,16,0,14,20,2510,1046,4,0,7,13,1069,815,3,0,8,7,836,433,3,0,3,5,444,718,3,0,5,3,728,14544,92,15,94,106,14853
510,106,4,3,3,3,122,52,0,0,0,0,53,39,0,0,0,0,42,47,3,3,4,0,59,62,7,5,3,0,77,214,20,3,7,0,247,279,16,12,12,3,321,499,20,19,12,3,554,409,15,8,8,3,443,583,19,3,12,4,623,453,7,3,8,3,478,147,6,3,3,0,160,2897,120,64,64,26,3173
511,541,18,0,13,11,584,276,9,4,3,3,293,295,8,0,0,0,305,492,23,4,9,0,529,708,35,3,9,3,763,2011,96,5,14,5,2132,2103,97,10,13,4,2224,2759,86,9,20,8,2875,1276,34,0,6,3,1320,934,15,3,6,4,958,423,16,3,9,7,454,512,20,5,6,6,549,12327,460,48,111,51,12996
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,1522,43,56,4,0,1627,979,28,28,4,0,1038,831,29,31,0,0,888,1660,62,52,4,7,1783,2277,81,117,8,3,2483,6116,163,206,16,14,6519,5919,131,140,13,13,6216,4868,85,77,12,8,5052,1617,38,26,0,0,1678,1165,31,15,3,0,1214,638,20,14,7,3,677,897,22,33,6,0,955,28489,725,797,71,55,30136
602,882,25,17,3,7,930,706,19,13,3,9,741,634,13,9,3,3,663,1288,30,25,7,0,1346,1791,46,48,7,9,1896,4308,97,74,11,8,4492,3188,66,29,5,14,3303,2013,49,14,7,4,2092,597,19,8,0,3,629,436,13,6,3,3,460,237,4,0,0,0,251,636,10,4,8,4,665,16725,381,242,54,62,17469
603,351,0,0,4,0,363,288,0,0,3,0,293,261,0,0,0,0,266,444,4,0,8,4,462,493,0,0,3,5,504,1092,3,0,7,4,1103,885,3,0,9,3,898,569,0,0,8,8,578,163,0,0,3,0,162,112,0,0,3,0,111,61,0,0,0,3,65,213,0,0,7,3,217,4928,17,0,50,35,5027
604,791,11,4,3,3,806,613,6,5,0,7,632,648,14,4,3,3,670,1112,20,9,3,7,1144,1608,30,3,0,8,1653,3589,26,13,9,8,3644,2321,16,3,3,6,2352,1359,9,4,4,5,1374,377,0,0,0,3,384,258,3,0,0,0,262,155,3,0,3,0,159,502,8,3,0,0,509,13327,139,42,36,47,13596
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,333,37,66,0,3,446,148,13,21,0,0,186,124,11,20,0,0,158,228,20,44,6,3,302,330,37,80,6,0,449,1057,136,237,16,3,1450,1271,182,305,13,5,1770,2365,265,509,28,5,3168,2117,142,259,18,7,2539,2307,93,194,6,6,2606,1241,38,94,6,3,1382,546,44,58,7,3,658,12066,1022,1883,99,45,15110
702,99,11,0,3,0,118,63,8,0,0,0,70,59,12,0,0,0,73,104,18,3,7,0,130,150,30,6,5,0,192,433,98,14,23,3,575,599,139,12,20,4,777,793,128,9,29,6,967,449,33,3,25,5,511,334,17,0,10,6,362,150,8,0,11,4,178,141,7,0,11,4,171,3375,513,48,154,40,4133
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1933,312,141,0,3,2382,734,101,49,0,0,883,609,90,48,0,0,755,1008,205,108,0,0,1326,1359,292,168,0,0,1831,3828,901,599,8,3,5338,5013,1611,1168,4,7,7800,10634,2247,1187,5,9,14082,6872,821,395,4,3,8096,5988,631,288,0,3,6910,3351,279,168,0,0,3808,1331,193,102,0,0,1629,42660,7688,4421,26,31,54832
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,18,0,0,0,0,17,9,0,0,0,0,9,9,0,0,0,0,9,13,0,0,0,0,12,20,0,0,0,0,25,59,0,3,0,0,65,54,0,3,0,0,57,42,3,0,0,0,46,19,0,0,0,0,19,14,0,0,0,0,11,11,0,0,0,0,9,13,0,0,0,0,13,279,11,11,0,3,299
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
