SA4_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
204,83920,86275,170194,4839,4623,9463,10670,10267,20938,5382,4909,10287,4583,3914,8501,8309,8811,17119,9220,10058,19275,11323,12040,23366,12425,12854,25285,10432,10378,20812,4982,5576,10558,1754,2840,4590,77792,80710,158498,6132,5560,11688,1206,1327,2531,59,48,113,30,27,59,1297,1401,2699,68657,70258,138911,8027,8553,16582,73744,75833,149577,3732,4096,7831,74675,76846,151520,935,957,1893,9661,9279,18945,3766,3583,7351,941,1058,1995,1299,2871,4170,23178,29485,52661,11165,11061,22223,15690,13537,29224,6299,5376,11670,4534,4299,8829,248,226,480,73751,76723,150473,13294,11989,25284
205,133172,138247,271416,7836,7396,15228,16567,16019,32589,8033,7394,15423,6900,6639,13540,13812,14612,28423,14169,15166,29340,17348,18570,35918,19485,20800,40282,17619,17673,35293,8637,9486,18127,2763,4489,7251,123397,129301,252695,9776,8941,18716,1947,1981,3933,68,68,140,51,52,108,2073,2107,4177,106032,109246,215278,15233,16479,31713,116236,121103,237339,5914,6624,12536,117016,122014,239029,1344,1346,2690,14813,14421,29236,5552,5443,10999,1215,1688,2900,1790,4263,6048,34352,44669,79020,18760,18760,37521,24476,21508,45987,10688,9568,20261,7700,7570,15267,436,452,888,117418,122894,240308,12065,12184,24247
206,285795,305884,591679,13684,13343,27028,20368,20002,40368,12815,14754,27570,29922,35890,65808,77711,82124,159836,45141,44880,90017,32810,33541,66343,24417,26459,50874,16573,17939,34506,8773,11181,19956,3585,5790,9372,272287,292125,564409,13513,13762,27273,1171,1126,2301,57,60,118,46,45,93,1272,1231,2502,158383,166711,325095,100520,111762,212282,177437,184383,361824,82719,95802,178518,200389,213803,414197,2733,2654,5382,18291,18133,36418,10665,12495,23160,17310,21224,38536,18476,24233,42714,181321,199525,380852,15625,14615,30244,14097,12731,26822,5510,5469,10979,7355,10217,17575,1904,3236,5135,251284,270847,522126,43105,43637,86739
207,172782,186862,359644,8984,8423,17415,21453,20428,41882,12230,12087,24314,14761,13803,28564,23938,24381,48315,20987,23716,44705,23376,26420,49792,19181,21461,40646,14340,17148,31487,9515,11908,21417,4013,7094,11110,165825,179771,345604,6954,7087,14046,324,285,613,24,26,47,5,8,14,354,317,677,102457,107937,210397,62390,70285,132677,104833,110336,215176,60502,68560,129062,137244,147754,285000,2318,2191,4512,20269,19354,39628,10986,11022,22011,9463,8748,18212,7181,9202,16387,101775,109667,211445,11150,12546,23697,10266,11827,22090,5023,5602,10624,4865,7197,12058,1171,1597,2767,161043,173619,334661,9177,11073,20247
208,194086,209615,403707,11829,11516,23346,25810,24706,50515,11790,11304,23090,12743,12623,25368,25156,27074,52231,27381,29702,57088,27968,30631,58600,22264,24027,46291,15806,18237,34044,8859,11732,20587,4481,8064,12538,185441,201351,386791,8643,8268,16915,462,494,956,38,27,66,12,10,24,516,536,1050,125793,133961,259756,57907,64553,122457,140373,149298,289673,44058,50020,94079,160521,173081,333595,3070,2900,5974,24266,23247,47515,10215,10045,20263,7098,7445,14547,5981,8843,14822,105283,116530,221811,14879,15746,30631,14334,15246,29577,5971,6236,12203,5120,7085,12206,788,1080,1864,180069,194038,374103,10135,12446,22587
209,243480,251875,495353,17659,16914,34572,31595,29679,61271,15007,14170,29178,17111,16738,33852,37769,38654,76421,35302,36458,71765,31682,33805,65482,25916,28117,54028,18297,19953,38246,9718,11750,21466,3427,5632,9057,234692,243330,478019,8790,8541,17332,1689,1803,3493,60,65,117,43,53,96,1787,1918,3706,156726,161987,318712,72020,74307,146326,151561,155766,307322,79290,83015,162307,201253,208780,410034,3374,3349,6731,29059,27289,56350,11986,11847,23835,7870,7992,15863,8100,11239,19336,108593,118879,227471,22517,21054,43569,24815,22322,47141,10893,10275,21167,11426,14703,26136,2319,3211,5527,227679,235249,462934,13385,14572,27948
210,180073,183294,363371,13670,12785,26454,24894,23417,48313,11887,11237,23121,12753,11668,24425,27632,27571,55208,25176,25726,50908,23610,24652,48264,17990,19115,37105,12600,14124,26721,7262,8940,16209,2587,4063,6650,173855,177530,351386,6219,5762,11985,993,1049,2040,82,66,148,29,30,65,1105,1151,2249,108958,111550,220510,59139,59713,118853,99010,100419,199430,70739,72702,143441,146790,151340,298134,2340,2217,4559,22313,21036,43354,9139,9214,18346,4980,4787,9760,5298,7452,12747,72006,77557,149563,16880,15914,32797,20124,17866,37986,8979,8289,17270,10176,12640,22816,2288,3505,5795,168866,171776,340641,9921,10329,20256
211,244075,255533,499608,15480,14691,30166,31707,29679,61388,16382,15434,31809,15936,14911,30848,31044,32387,63435,32923,34854,67780,34209,36924,71134,29952,32439,62391,21803,24276,46081,10807,13136,23943,3840,6801,10639,233626,245503,479134,10444,10025,20476,1305,1404,2709,66,69,126,26,29,56,1392,1499,2891,173232,178182,351411,59282,64995,124273,189451,195595,385044,44464,49218,93682,210925,219364,430288,3345,3232,6576,29703,27941,57644,13385,12968,26353,6299,6279,12580,5945,9765,15707,102692,118193,220884,28775,27739,56522,31862,28836,60696,12946,12029,24979,8142,9805,17947,1266,1616,2883,229271,239187,468455,10303,12452,22758
212,376466,378804,755265,27151,25658,52811,50063,47280,97337,25975,24123,50095,30759,27727,58490,58168,58222,116387,52776,52854,105635,47774,48805,96584,37692,39657,77349,26360,28990,55358,14688,17225,31914,5048,8254,13311,364100,367261,731360,12370,11542,23905,1491,1591,3087,101,88,195,51,55,105,1649,1739,3386,195049,194492,389542,159878,162948,322825,198399,197843,396245,158851,162199,321047,289507,292170,581677,4837,4614,9453,45615,43228,88845,20852,20286,41142,14310,13831,28139,12274,17131,29412,163366,172728,336093,33346,30613,63959,41930,37396,79323,17494,16589,34085,16627,20119,36737,5925,7178,13103,352989,354723,707714,20485,21364,41856
213,362540,364901,727443,30081,28273,58360,49258,47342,96601,21967,20898,42871,26202,23892,50091,62461,64081,126540,57686,57022,114709,45061,45971,91031,34544,36570,71110,22132,23107,45235,9988,12204,22199,3156,5539,8698,350798,353980,704775,11745,10919,22665,2378,2299,4670,100,93,193,39,50,90,2523,2434,4957,197949,197838,395787,140867,143213,284084,189136,188934,378070,150365,154784,305154,280770,284328,565102,5055,4837,9894,44227,42629,86856,16964,17063,34029,10536,10102,20640,11988,17578,29562,154786,163963,318746,30665,27403,58072,37724,33672,71397,15683,14929,30619,16309,20513,36825,4401,6159,10562,338716,342294,681011,21268,20405,41674
214,140290,148846,289142,8831,8193,17020,17897,16952,34842,8695,8262,16958,8169,7747,15920,15407,16562,31974,17610,18877,36487,19290,20793,40081,17647,19457,37104,15208,17406,32608,8482,9878,18360,3054,4721,7772,132051,141048,273092,8242,7804,16043,1243,1195,2442,66,69,135,24,44,66,1338,1307,2640,103821,109053,212877,26912,29563,56474,120912,127502,248413,11081,12567,23650,121772,129018,250799,1925,1790,3709,16472,15659,32134,6362,6393,12755,2233,2543,4779,2521,5066,7586,49946,60010,109959,17724,17543,35267,22253,20645,42902,8665,8302,16963,5061,6061,11125,472,458,936,127508,135647,263156,9520,10280,19803
215,74721,75314,150035,4447,4076,8524,9381,8776,18158,4716,4381,9101,4026,3792,7825,8228,8149,16382,7916,8259,16175,9933,10179,20112,10849,10565,21405,8657,8529,17186,4780,5575,10355,1789,3034,4819,69803,70848,140655,4917,4467,9385,1821,1930,3753,81,80,160,50,39,84,1945,2049,3994,61037,61469,122506,6574,6756,13329,62957,64318,127271,4951,5004,9948,64955,66272,131226,824,766,1589,8328,7880,16215,3177,3152,6326,545,850,1397,935,1926,2861,17551,22538,40089,10296,10271,20566,13114,11488,24606,6276,5450,11727,5447,5049,10493,578,464,1051,65837,66949,132783,8144,7232,15373
216,64500,65469,129971,4010,3861,7871,8621,7973,16593,4388,3989,8377,3473,3233,6706,6865,7201,14067,7124,7501,14628,8508,8852,17361,8672,8816,17490,7338,7341,14681,4123,4495,8616,1372,2213,3579,60296,61427,121731,4199,4038,8241,1668,1685,3353,62,48,109,55,40,100,1784,1777,3559,51400,52055,103449,7247,7428,14674,53309,54443,107747,5878,5936,11815,55770,56865,112639,673,654,1323,7661,7096,14755,3040,2895,5935,560,809,1372,804,1964,2771,15137,19862,35001,8623,8555,17178,11444,10166,21612,5585,4545,10132,4512,4030,8537,524,465,984,57374,58292,115663,5872,5784,11655
217,60506,62189,122701,3452,3334,6783,7920,7318,15243,3961,3680,7635,3392,3015,6408,6065,6232,12295,6667,6960,13624,8305,8831,17133,8772,9101,17876,7115,7140,14254,3585,4321,7910,1270,2260,3529,56205,58100,114303,4301,4091,8397,886,889,1779,26,24,47,29,15,44,943,924,1871,50773,52042,102813,4566,4861,9429,54220,55814,110036,1881,1956,3836,53901,55501,109396,636,605,1238,7139,6664,13804,2700,2669,5371,518,760,1277,784,1755,2532,15634,20809,36440,8946,8884,17833,10320,8730,19055,5056,4040,9103,3897,3563,7461,231,169,399,53907,55267,109182,5070,5291,10356
297,28,4,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,11,0,11,5,0,5,0,0,0,0,0,0,0,0,0,20,4,26,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,6,4,6,18,0,18,7,4,10,25,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,4,0,4,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,310,38,349
299,4331,3238,7565,215,163,379,173,197,367,180,178,357,447,453,898,1052,795,1848,813,479,1295,628,347,975,460,352,816,283,204,482,72,49,121,9,28,38,0,0,0,4331,3238,7565,146,102,247,13,7,16,3,6,11,160,117,279,2581,1804,4389,1057,952,2011,2372,1835,4201,698,692,1393,2454,1897,4355,22,15,37,113,145,259,68,85,158,102,136,242,131,161,299,1345,1347,2698,379,247,627,475,301,776,257,143,404,155,82,238,43,42,85,0,0,0,0,0,0
301,109216,113876,223095,6860,6359,13221,15574,14569,30146,7547,7015,14560,6331,5989,12324,12096,12745,24839,14490,15726,30218,15592,16863,32454,13811,14726,28539,10285,11095,21383,4899,5813,10711,1719,2985,4703,103393,109152,212547,5820,4725,10551,2185,2361,4541,181,131,311,99,146,247,2461,2641,5103,79192,82006,161200,24612,26304,50916,96180,99309,195482,8072,9553,17621,93631,97953,191578,1288,1177,2462,14626,13771,28394,5397,5337,10733,1589,1976,3569,2045,4072,6121,44428,48920,93347,7530,6884,14408,21424,23028,44452,4192,4070,8258,3664,4192,7853,229,214,442,102222,107220,209443,4459,5251,9710
302,100252,106264,206522,6777,6365,13146,12261,11653,23913,5761,5620,11375,7045,7097,14139,16190,16802,32991,14902,15469,30370,13227,13887,27109,10625,11529,22159,7481,8600,16081,4229,5819,10049,1761,3436,5195,95577,102124,197706,4674,4140,8817,1831,1914,3744,150,151,300,136,146,284,2112,2210,4326,70993,74609,145601,24072,25905,49984,80233,84021,164256,15037,16957,31992,84049,89080,173122,1175,1064,2231,11455,10913,22368,4268,4386,8655,2174,2661,4835,3220,5159,8377,49265,52574,101844,5557,5061,10619,14528,16799,31326,2863,2785,5654,3197,4439,7640,393,477,870,93871,99842,193710,4881,5563,10441
303,167372,173194,340569,11110,10569,21672,20070,19298,39370,10672,10241,20916,15282,14926,30212,30554,30830,61384,24577,24930,49505,20452,21778,42229,16045,17534,33576,10829,11865,22699,5601,7083,12682,2164,4150,6313,160207,166685,326892,7161,6515,13671,1739,1792,3533,158,184,341,141,156,297,2039,2130,4173,97265,99971,197242,61195,64476,125675,105425,107387,212811,53475,57519,110998,128513,133290,261807,1827,1752,3576,18591,17960,36552,8407,8447,16851,7473,7820,15291,8211,10342,18552,92977,96273,189243,7554,6762,14314,17619,19807,37425,3811,3827,7632,4427,6122,10550,1022,1424,2449,156063,161725,317792,9276,10099,19373
304,87361,91627,178991,5216,5046,10262,12458,11239,23693,6841,6918,13755,8295,8124,16427,10982,11098,22084,11863,13048,24914,11436,12475,23908,9027,9885,18916,6890,7579,14470,3123,3841,6968,1228,2375,3605,83018,87958,170975,4347,3674,8016,743,716,1459,86,76,158,44,39,79,868,825,1694,58690,60793,119486,25070,27155,52226,69790,71762,141560,14075,16235,30311,73098,76186,149282,1109,1066,2173,11873,10769,22639,5689,6039,11728,4610,5103,9713,3793,4909,8705,51485,53947,105434,3808,3773,7578,7898,9928,17829,1643,1728,3367,1057,1665,2722,197,198,394,80493,85004,165502,4978,5392,10370
305,124584,125628,250207,6111,5839,11952,11623,11148,22771,6545,7140,13691,13145,14448,27589,29254,28513,57771,19102,18699,37802,16244,15558,31800,11539,11448,22992,6977,7102,14081,2995,3477,6469,1051,2242,3291,117091,118910,236004,7492,6713,14211,1127,1106,2231,93,86,181,83,71,157,1303,1269,2572,78573,79678,158253,35584,36247,71833,92573,92289,184859,21854,23903,45755,93833,94890,188728,1107,1092,2198,10782,10417,21196,5330,5939,11273,6360,7554,13915,8012,9681,17694,78332,80204,158536,5057,4616,9674,9315,10040,19354,1953,1764,3713,1765,2230,3997,354,380,732,108987,111342,220332,18020,17013,35039
306,119266,120923,240190,7727,7186,14914,16877,15857,32740,7422,7034,14457,6574,6529,13106,14383,15707,30090,15080,16954,32035,16939,17635,34573,15880,15820,31700,11737,10804,22538,5215,5099,10311,1425,2298,3722,111753,115030,226779,7512,5896,13405,7276,8061,15343,2297,2516,4809,1859,1948,3809,11437,12522,23961,85500,84489,169994,21466,24457,45928,95413,95002,190417,12566,15051,27621,98910,98839,197758,1155,1054,2207,14820,13890,28712,4372,4496,8865,982,1464,2445,2410,5164,7579,40574,46491,87067,8961,8408,17374,22957,21975,44936,5167,4359,9525,5043,4741,9785,629,678,1309,104986,108172,213166,23065,22934,45999
307,63708,62579,126289,4237,4012,8244,9155,8487,17640,4035,3573,7607,3355,3174,6530,6869,6984,13850,7065,7525,14588,8540,8370,16907,8583,8319,16900,7245,6772,14013,3606,3703,7311,1025,1661,2685,59159,58953,118112,4545,3627,8178,3206,3321,6521,78,85,157,79,85,164,3363,3485,6846,52415,51335,103746,4968,5303,10265,55834,55157,110994,2285,2329,4616,55769,55029,110798,641,613,1254,8110,7545,15654,2319,2220,4541,307,524,825,721,1842,2562,16327,20179,36502,3713,3594,7308,15583,13962,29551,3640,2735,6370,4780,3771,8550,219,178,399,55766,55640,111409,10544,7118,17664
308,112288,108627,220912,8018,7793,15807,16516,15464,31981,7277,6846,14123,6941,6539,13476,14999,15043,30046,14723,14331,29052,15811,15154,30962,13982,12632,26615,8735,8267,16999,4090,4610,8700,1202,1960,3161,102899,102685,205592,9388,5938,15323,5531,5682,11215,314,281,599,439,418,862,6290,6385,12672,89593,87520,177115,12135,12158,24294,96402,94887,191286,5737,5747,11483,95711,94056,189763,1103,1164,2270,14843,13940,28781,4356,4371,8728,876,1390,2264,1848,4164,6009,33123,37716,70839,7857,7095,14953,24926,22635,47563,5390,4248,9635,5698,4903,10603,367,239,605,97232,98003,195238,19337,12913,32251
309,277160,292835,569997,17138,16492,33630,35843,33991,69829,17701,17333,35031,18611,19170,37774,37585,39888,77481,37858,40563,78423,37138,40177,77318,31290,35028,66311,26511,28220,54729,13041,14572,27614,4457,7405,11859,263851,281312,545162,13316,11527,24839,4222,4468,8687,242,214,460,165,186,357,4633,4871,9501,178752,186010,364761,76133,84177,160312,224678,234618,459299,31698,37117,68814,216870,228930,445795,3489,3347,6837,32499,30966,63460,12100,12616,24717,5902,7090,12988,7600,13057,20654,114783,127209,241989,20172,20233,40410,49708,53235,102940,11198,11005,22204,6714,7409,14122,708,802,1510,250792,267011,517806,33353,35724,69077
310,160806,162258,323069,12866,12151,25015,24466,23297,47758,11409,10634,22040,11285,11074,22352,23079,24293,47373,21763,22070,43836,20748,21267,42017,16882,16998,33882,11430,11795,23230,5336,6115,11449,1548,2567,4113,153641,156212,309855,7170,6045,13218,5987,5760,11747,356,270,625,300,306,608,6648,6342,12985,113330,112629,225959,35635,37571,73205,122833,124726,247560,23962,26193,50154,130309,133239,263549,1923,1789,3708,22017,20991,43005,7266,7288,14553,2331,3160,5489,3745,7249,10992,54498,61056,115558,10319,9709,20027,29285,29181,58468,7142,6348,13487,7288,7656,14948,1025,1317,2340,144960,149696,294659,14092,11348,25446
311,156731,160571,317296,12128,11762,23892,24245,23164,47407,11479,10842,22321,11072,10671,21741,21452,22644,44097,21062,21926,42990,19844,21108,40948,16853,17936,34791,12362,12726,25090,4836,5501,10337,1392,2288,3680,150067,154724,304791,6661,5846,12504,4502,4778,9284,324,339,664,288,307,591,5121,5419,10541,104729,106088,210818,41085,43331,84415,123020,125448,248473,23632,25071,48706,124909,128412,253320,1952,1880,3836,21713,20895,42613,7109,7325,14429,2091,2725,4820,3193,6328,9525,53940,59831,113777,10989,10614,21603,30518,30585,61098,7585,6736,14320,6202,6365,12568,1190,1363,2553,145784,149479,295263,8972,9684,18661
312,87173,82515,169688,6055,5746,11800,12039,11339,23382,5135,4814,9955,5083,5033,10115,12448,12258,24705,11975,11278,23252,12677,11667,24347,11145,9815,20965,6824,6096,12926,2951,3130,6078,830,1336,2162,78382,77862,156249,8787,4653,13443,2741,2882,5622,735,788,1515,542,604,1148,4023,4271,8289,66931,64139,131072,9963,10794,20759,73306,70695,143999,4356,5001,9358,72533,70131,142667,945,864,1811,10794,10207,20996,2989,3067,6052,544,903,1445,1230,3029,4260,24914,28725,53638,6494,5534,12031,19856,17269,37126,4055,3297,7351,3952,3379,7330,212,166,375,72680,73602,146281,22126,13255,35378
313,115312,120771,236091,7201,6887,14084,16173,15322,31490,7645,7305,14947,6910,6728,13644,12914,13505,26424,13907,15017,28922,15283,16372,31653,14148,15615,29763,12863,13753,26616,6225,7039,13265,2054,3226,5282,109488,115796,225284,5825,4980,10804,3863,3944,7805,213,215,425,221,196,415,4299,4356,8651,86594,89022,175620,20379,22765,43143,100802,105218,206017,6074,7484,13558,97548,102545,200091,1226,1140,2362,14815,13946,28757,4671,4910,9584,1068,1574,2644,1799,4432,6235,35572,41422,76991,8348,8333,16676,26438,27674,54106,6411,6152,12565,5676,5658,11334,382,332,713,105652,111895,217551,8491,8500,16992
314,95814,99151,194969,7575,7067,14644,15352,14604,29953,6618,6354,12975,6161,6153,12320,12539,13735,26275,14202,15181,29382,13166,13776,26944,9797,10376,20170,7017,7544,14554,2621,2960,5577,759,1407,2169,91194,95697,186883,4623,3459,8084,1754,1937,3691,99,105,206,100,108,205,1957,2152,4109,71116,73524,144639,20131,21069,41203,83899,86189,170090,7553,8698,16253,82295,85234,167529,1398,1264,2657,14417,13711,28129,4661,4763,9424,1511,1909,3423,2175,4227,6397,40551,44579,85129,6364,6003,12370,16165,17018,33183,3056,2860,5920,2338,2586,4929,174,186,361,90159,94261,184416,3354,3815,7167
315,41464,38235,79700,3405,3163,6569,6162,5926,12088,2537,2261,4799,2878,2730,5607,6121,6022,12140,5275,4930,10202,5526,5179,10707,5007,4220,9231,3069,2423,5489,1192,1009,2197,288,372,663,38010,35267,73279,3456,2972,6426,7799,7834,15634,3564,3455,7025,1975,1926,3904,13345,13218,26560,33680,30871,64552,3573,3632,7204,29138,27111,56253,7164,7456,14620,34922,32989,67916,490,488,973,5300,5094,10393,992,1038,2034,154,299,452,549,1189,1739,10570,12311,22882,2571,2681,5251,8570,6908,15477,2101,1423,3531,2720,2022,4741,246,178,430,34976,33840,68813,13690,9068,22760
316,167304,179214,346522,9077,8747,17827,22650,21349,44002,10386,10156,20537,8587,8567,17161,16875,18208,35083,20690,22537,43230,22871,26210,49081,22209,24913,47115,20076,21438,41517,10388,11502,21891,3501,5580,9082,156725,170747,327472,10582,8463,19047,2966,2931,5901,178,166,340,132,126,257,3272,3228,6502,124002,131496,255500,32313,36512,68824,149438,159285,308716,7700,9780,17477,143811,154109,297922,1718,1613,3327,20964,19775,40733,6949,7403,14352,2050,2902,4948,3513,7514,11028,64805,73818,138622,12481,12881,25361,34360,37685,72049,7284,7077,14355,5441,5737,11175,315,281,592,152862,165419,318283,17675,19849,37520
317,72238,77279,149512,4919,4678,9596,10379,10298,20682,5152,5088,10243,5076,5039,10112,9595,9842,19438,8649,9266,17921,8996,9897,18886,8323,9142,17456,6490,7385,13880,3472,4400,7870,1197,2231,3431,68046,73736,141784,4192,3540,7727,2637,2783,5419,75,107,179,87,90,177,2808,2976,5779,57711,62066,119778,9374,9811,19190,61812,66536,128349,5599,5738,11340,62521,67479,129998,792,776,1566,9552,9497,19051,3300,3634,6931,1281,1662,2944,2197,3574,5769,25776,29506,55284,4166,4374,8534,14771,15711,30480,3170,2899,6067,3661,3944,7609,314,309,618,65111,70318,135435,6389,6794,13186
318,114674,114358,229031,7785,7179,14962,15743,15072,30815,8305,7744,16050,9342,8551,17890,15814,15963,31772,14466,15064,29533,14838,15350,30186,13261,13232,26487,9509,9173,18684,4312,4945,9253,1295,2101,3396,106666,109050,215708,8010,5312,13322,6851,6812,13665,1045,1087,2134,1091,1121,2209,8987,9020,18008,91320,90784,182107,13732,15030,28766,97660,98114,195766,7358,8339,15694,98988,99631,198616,1233,1156,2390,14300,13792,28090,5204,5380,10586,1900,2876,4778,2740,5311,8057,40001,44661,84660,8300,7338,15640,22538,22346,44877,5009,4307,9309,5161,4799,9965,380,355,735,100426,104241,204664,15667,13396,29064
319,142159,145725,287883,7648,7218,14865,18644,17437,36083,8508,7987,16492,6743,6453,13195,12822,13738,26563,14530,15933,30467,18236,19751,37987,20706,22200,42907,21125,20550,41675,10357,10342,20703,2842,4111,6953,132472,138142,270618,9682,7587,17271,6108,6102,12205,287,251,535,332,321,653,6726,6669,13394,113520,115430,228947,16295,18262,34557,125980,129667,255645,4458,5546,10001,124426,128492,252917,1272,1132,2405,16758,15712,32473,5023,5016,10038,757,1182,1932,1863,4869,6733,35904,42426,78326,9554,9908,19461,36466,37962,74425,9631,8548,18177,10699,9415,20116,527,408,936,127366,132975,260342,16718,15712,32435
397,66,87,150,0,3,3,0,0,4,3,5,11,3,4,11,4,6,11,7,3,14,10,7,24,7,19,30,13,16,33,7,7,16,0,0,4,56,81,135,10,3,21,0,3,6,0,0,0,0,0,0,0,5,3,43,50,89,18,20,40,56,56,110,7,10,21,51,65,116,0,0,0,0,0,4,3,5,7,0,0,0,0,3,3,24,23,50,7,9,15,13,26,39,3,7,11,5,6,17,0,0,0,0,0,0,940,1037,1974
399,6937,5572,12510,182,160,339,249,233,489,212,203,408,559,576,1133,1288,1005,2293,964,514,1485,975,688,1663,1147,1224,2373,1120,798,1916,225,153,381,19,18,44,0,0,0,6937,5572,12510,423,255,678,42,24,67,21,29,51,488,310,799,4186,3164,7348,1580,1575,3157,4759,3934,8697,636,657,1293,4444,3602,8050,15,12,25,179,179,353,58,76,131,73,96,169,124,177,295,2120,2089,4206,492,379,867,1468,1198,2664,448,281,729,325,186,510,50,24,70,0,0,0,0,0,0
401,140679,148868,289546,7310,6867,14177,16509,15858,32371,9364,9090,18457,10958,10780,21737,18424,18590,37009,17756,18744,36493,19488,20236,39720,17225,18810,36035,13303,15222,28522,7243,9035,16278,3109,5636,8740,133440,142488,275926,7240,6384,13617,848,851,1697,51,49,95,36,27,58,931,926,1854,95155,100091,195243,37970,41167,79140,103588,108926,212516,29976,33220,63193,116349,123434,239783,1560,1526,3083,15598,14940,30543,7815,7803,15622,6135,6652,12787,5819,7831,13653,72443,78526,150971,15770,15832,31602,11929,13180,25110,4036,4208,8241,4204,5565,9771,649,861,1515,127916,136255,264170,13060,13401,26461
402,209602,213482,423086,14973,14251,29228,27487,26052,53537,13666,12863,26529,15155,14076,29231,30944,31727,62668,28119,27472,55594,27443,28036,55481,23093,24559,47656,16815,18728,35537,8896,10796,19694,3017,4910,7927,199867,205582,405451,9735,7901,17634,4003,4205,8207,138,125,259,76,86,166,4216,4415,8629,141658,143009,284669,56004,58546,114544,155297,158506,313805,43058,44329,87385,177310,180696,358011,2405,2286,4690,25033,23783,48818,10011,9885,19894,4608,5190,9797,6186,9898,16081,71667,78187,149854,32469,29938,62413,29292,29557,58855,10068,10155,20222,8958,10129,19086,2458,2951,5412,195455,199935,395394,11116,11344,22461
