SA4_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
111,0,11,26,64,150,126,357,227,34,48,16,4,28,18,11,1120,0,0,8,14,34,75,63,95,13,15,13,14,19,5,6,385,0,0,0,14,15,43,112,125,22,29,43,55,25,25,36,545,0,26,225,438,75,77,27,15,4,0,0,3,0,0,47,932,0,0,0,16,8,12,11,8,0,0,0,0,0,3,3,65,124,1018,1872,2491,1162,849,1002,856,186,197,175,136,141,83,465,10758,4,18,27,104,100,131,227,193,37,62,41,48,68,22,36,1116,0,0,0,10,119,47,44,73,19,32,50,41,41,25,35,531,0,0,8,0,22,20,83,49,10,20,7,19,30,15,5,283,24,411,374,995,497,666,889,879,205,258,258,392,326,336,326,6833,211,3339,4154,5866,4210,4177,5264,4940,1100,1419,1267,1496,1587,1077,1823,41933
112,0,9,49,93,134,113,213,144,23,25,7,8,16,8,30,870,0,0,12,17,9,14,8,15,0,0,0,3,6,0,4,99,0,0,0,5,23,36,101,110,10,15,18,14,21,3,26,371,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,0,7,5,0,0,0,0,0,0,0,0,31,86,944,2059,2752,1061,882,1139,706,133,109,123,65,82,46,459,10641,3,14,53,173,131,140,213,127,36,18,18,39,19,20,39,1031,0,0,0,12,13,22,13,19,13,17,3,11,3,14,8,139,0,0,6,6,36,26,42,20,5,0,4,0,0,0,7,170,24,181,339,690,397,389,532,477,119,114,149,123,132,69,174,3911,196,2103,3564,5069,3722,3309,4194,3045,621,616,603,529,527,325,1362,29781
113,0,3,8,8,18,13,129,195,22,29,31,13,18,5,14,503,0,3,0,3,6,9,23,52,8,53,18,10,11,0,8,199,0,0,0,0,5,11,27,37,3,6,11,17,11,3,8,138,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,4,19,47,13,4,0,0,3,0,0,4,98,20,280,465,664,164,142,179,147,29,40,41,31,44,13,121,2398,0,0,5,27,19,29,54,22,10,3,7,12,8,6,4,219,0,0,0,3,15,12,11,20,3,3,0,7,3,5,23,107,0,0,0,0,7,3,45,56,12,9,3,4,6,4,9,159,3,79,119,187,137,208,430,388,123,171,179,164,217,128,220,2755,93,1161,1299,1392,825,1089,2069,2325,502,795,754,689,761,390,999,15146
114,0,14,23,61,88,52,108,69,10,5,4,3,3,7,10,460,0,3,9,12,6,6,3,4,3,4,10,3,0,0,0,70,0,0,0,3,10,19,31,39,3,13,10,6,14,6,21,181,0,0,5,29,3,8,6,0,0,0,0,0,0,0,4,61,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,21,53,937,1901,2740,911,523,595,359,70,57,41,51,24,14,365,8633,0,9,15,102,59,68,91,54,19,5,4,15,20,5,20,496,0,0,0,5,30,6,9,12,7,6,3,5,5,22,19,138,0,0,5,4,14,8,19,19,3,0,3,3,0,3,5,77,20,224,362,699,272,243,209,244,28,38,31,40,47,20,104,2585,126,2138,3482,4796,2413,1760,1759,1397,247,252,222,305,299,202,959,20364
115,3,3,15,63,240,302,1160,882,124,122,113,151,113,72,60,3430,0,4,19,129,218,1142,828,443,88,49,43,53,29,18,56,3118,0,0,0,13,25,62,108,90,12,9,13,22,25,16,16,412,0,3,7,24,8,7,7,0,0,0,0,0,0,0,0,49,0,0,0,96,47,71,45,9,3,3,0,0,0,0,11,277,46,482,1208,1944,1069,1007,1359,965,186,252,155,146,137,91,254,9303,0,5,17,101,70,125,209,178,56,31,56,91,138,93,30,1195,0,0,0,16,361,146,51,36,13,5,8,5,24,8,17,692,0,0,3,8,23,29,140,39,9,14,3,3,4,4,0,282,9,250,377,1172,1015,1880,1732,883,151,136,153,148,171,170,206,8453,146,2040,3681,6633,7228,14909,17183,9889,1651,1779,1599,1735,1649,1057,1779,72960
116,0,0,6,69,166,344,576,333,36,39,48,47,41,37,48,1793,0,0,10,117,128,1006,1434,1187,162,371,264,115,109,82,106,5101,0,0,0,5,48,94,189,125,23,28,26,20,19,16,27,628,0,0,5,95,26,26,21,5,0,0,0,0,0,0,13,192,0,0,0,345,204,279,285,94,17,11,21,23,17,3,35,1339,14,401,1137,2080,798,591,507,462,110,87,100,51,55,29,204,6617,0,3,7,58,42,70,182,162,30,44,39,39,50,73,30,831,0,0,0,13,381,290,99,76,7,21,13,17,16,8,50,997,0,0,3,3,10,14,159,72,15,15,10,7,11,11,3,327,10,275,470,2217,2045,4711,7169,4232,620,680,656,749,728,513,739,25816,56,2259,4086,8983,9597,26105,33920,25878,3739,4247,4305,4201,3926,2602,3867,137773
117,0,4,26,82,201,337,513,238,35,44,56,56,72,50,41,1750,0,0,14,43,57,179,116,77,7,23,14,18,33,25,9,611,0,0,5,22,94,343,1144,1668,281,499,709,967,946,458,618,7759,0,3,38,226,46,75,19,20,0,4,3,7,4,3,14,445,0,0,8,256,116,141,143,121,18,37,18,20,42,24,51,996,22,280,791,1581,1139,1604,2456,2056,656,732,794,934,1065,580,413,15081,0,6,28,149,167,335,461,443,139,189,223,284,350,335,160,3270,0,0,0,57,1251,928,440,541,115,146,204,226,265,152,176,4505,0,0,4,15,30,22,60,23,7,7,6,6,10,4,0,191,22,243,524,2347,2219,3502,3573,3338,886,1104,1430,1933,2757,1960,1185,27014,106,1488,4263,8603,10030,16143,20519,19352,5193,6661,8073,10600,13628,9128,6392,140171
118,5,7,66,140,897,1651,2405,698,178,128,102,104,120,92,90,6677,3,8,13,36,71,104,47,40,5,23,16,25,18,17,14,427,0,0,11,27,64,137,218,222,32,49,41,63,62,48,52,1021,0,0,7,22,9,21,12,3,0,0,0,0,4,0,3,91,0,3,4,88,32,42,42,31,5,3,11,4,11,3,12,300,44,471,961,1782,1278,1571,2996,2769,841,919,962,916,950,442,465,17366,5,22,38,163,197,284,531,509,123,185,174,218,266,157,100,2977,0,0,6,50,268,111,78,109,28,49,40,52,67,42,68,969,0,0,3,13,45,56,99,64,7,3,3,9,13,6,4,321,94,933,1255,2161,2355,3261,3056,2802,713,841,1072,1269,1956,1313,904,23990,415,3148,5208,7655,9076,12932,16251,13230,3658,4266,5018,5870,7368,5120,3746,102966
119,0,5,19,108,274,186,334,120,38,16,12,27,16,10,36,1203,4,3,32,75,69,230,149,118,23,41,34,29,21,17,31,882,0,0,4,27,124,345,660,522,75,106,111,172,158,72,119,2490,3,7,489,3230,595,921,542,197,42,23,58,56,27,29,194,6417,0,3,21,327,163,187,151,53,13,11,9,13,14,19,32,1020,83,568,1096,1686,765,674,798,535,141,125,162,106,102,54,261,7146,0,3,18,79,91,132,226,160,52,56,50,55,62,43,41,1065,0,5,11,184,5587,5210,2596,2057,370,433,589,550,498,282,614,18972,0,0,5,3,19,23,108,90,10,6,17,10,4,3,7,301,41,738,1113,5218,3979,6632,9519,10968,1542,2053,3470,3676,4058,3011,1928,57945,287,4769,13217,25778,25007,43631,46712,36788,6446,7715,9877,10520,10731,6819,9063,257357
120,0,3,31,103,228,182,320,142,31,24,36,35,30,37,19,1220,0,3,17,126,249,787,423,265,50,130,70,32,40,11,35,2235,0,0,0,18,96,184,422,357,74,82,121,150,155,85,98,1838,0,0,25,83,13,23,10,8,0,3,3,4,0,0,7,180,0,0,3,227,105,100,90,66,16,14,16,12,15,13,21,716,42,328,862,1504,1047,1228,1914,1389,345,305,332,264,272,135,284,10245,0,7,35,127,122,200,269,270,47,79,53,77,108,74,39,1526,0,3,0,59,1671,597,293,293,52,99,113,140,109,94,109,3631,0,0,3,3,30,20,58,14,9,5,4,3,6,6,0,169,23,369,655,2283,1666,2275,2224,3569,478,671,1069,1437,1454,1037,673,19879,187,3089,7947,10859,11168,17002,19945,18615,3860,4803,5780,6512,6926,4166,4363,125222
121,6,21,112,201,929,1277,2357,1302,265,173,211,259,227,162,119,7608,5,3,47,129,218,447,309,231,34,39,36,36,51,26,33,1644,0,0,7,39,87,210,465,452,63,93,109,100,108,51,68,1848,0,3,28,64,10,37,21,14,0,0,6,0,0,4,4,188,0,0,10,84,60,72,52,47,14,14,17,3,26,15,5,420,141,1087,2036,3469,2459,2916,4817,3411,822,779,725,636,702,333,599,24930,12,31,76,300,324,488,816,595,150,186,218,205,301,188,141,4026,0,4,7,56,627,225,150,156,36,38,40,31,51,62,42,1533,0,0,16,28,77,113,206,161,20,11,16,7,10,13,6,688,123,653,944,1991,1696,3429,3855,3691,676,884,961,1133,1178,807,560,22578,582,3417,6207,11197,14548,25436,32962,24528,5289,5680,6054,6426,7261,4318,4322,158225
122,8,5,46,120,390,450,1040,728,140,117,121,101,81,57,72,3471,4,5,17,46,16,42,22,18,3,0,3,3,3,3,4,185,0,0,0,12,49,112,202,169,19,18,31,39,29,13,30,724,0,0,3,13,0,20,34,4,0,0,0,0,0,0,0,87,0,0,6,75,48,41,29,11,8,3,3,3,4,0,4,250,90,820,1796,3057,1944,2591,4920,3591,759,821,725,638,523,222,567,23051,0,21,69,199,199,312,519,420,91,93,114,147,131,87,55,2463,0,0,0,21,131,83,58,46,5,8,17,21,26,15,16,453,0,3,6,12,52,43,111,62,8,11,8,6,6,3,6,337,39,294,510,1344,918,1599,2471,2260,453,517,605,632,823,464,396,13340,258,2461,4670,7778,6706,9787,14809,10913,2245,2316,2468,2630,2470,1439,2108,73076
123,0,3,17,80,296,301,359,164,17,19,27,24,11,5,18,1349,0,4,11,39,45,199,121,137,29,36,22,29,59,21,24,758,0,0,0,10,71,188,158,127,19,15,18,24,32,9,32,703,0,0,9,105,27,43,39,12,0,0,0,7,0,3,14,253,0,0,0,32,13,31,13,16,0,0,3,0,0,0,0,116,37,528,1766,3366,1425,972,565,398,73,86,80,62,64,27,335,9798,0,5,12,62,43,65,129,85,17,26,20,24,22,23,17,545,0,0,0,8,300,257,113,132,24,26,32,19,22,25,42,994,0,0,7,6,9,17,121,107,11,10,3,5,17,9,8,317,16,189,385,1937,2146,3497,3889,2527,416,384,443,357,379,244,498,17315,81,1639,3724,8037,7328,12051,12707,8702,1531,1476,1597,1372,1368,834,1980,64423
124,0,4,20,101,268,229,266,140,15,10,13,22,20,6,9,1129,0,0,27,59,72,232,194,157,21,42,21,20,18,19,23,899,0,0,0,11,27,92,154,107,17,10,25,29,32,20,42,569,3,3,21,102,14,21,14,3,0,0,4,0,3,0,14,192,0,0,4,88,47,37,30,17,0,3,0,4,0,0,11,248,70,847,2547,4765,2172,1379,1039,596,92,140,95,79,79,34,460,14389,0,10,42,163,106,102,161,103,21,38,14,21,19,13,20,842,0,0,0,7,108,89,49,87,17,23,20,29,42,33,66,570,0,0,3,7,29,9,103,71,11,9,11,7,4,11,5,279,16,300,589,1817,1098,1493,1876,1221,176,195,268,216,186,149,378,9978,151,2929,5720,10457,7213,8910,9085,6370,1113,1267,1229,1159,1040,668,2169,59480
125,0,0,14,52,191,211,297,181,25,29,17,28,10,10,30,1105,0,0,22,86,266,1666,2001,1393,266,917,377,223,229,116,215,7780,0,0,4,21,131,229,337,344,44,56,73,87,74,34,59,1487,0,0,4,108,25,52,29,6,0,0,9,8,3,3,19,264,0,0,7,1293,693,853,770,273,50,40,37,34,31,10,145,4249,57,441,1086,1442,623,534,507,399,79,108,97,92,66,44,257,5837,6,3,17,59,56,92,164,144,59,57,53,56,80,52,34,927,0,0,3,79,4216,3119,962,689,106,160,167,167,153,91,387,10315,0,0,3,5,14,24,107,123,23,22,7,11,18,11,11,371,8,424,518,2633,2774,4886,8456,7136,1374,1820,2584,2182,2149,1614,1554,40107,165,2892,5480,13431,17911,34252,45311,39869,7240,9526,11577,11005,11017,7248,8274,225200
126,0,0,27,49,141,174,303,148,35,26,17,33,28,37,54,1088,0,4,17,111,152,547,339,270,37,53,66,51,61,55,31,1799,0,0,3,14,49,96,183,139,25,33,41,32,38,21,30,694,0,3,14,57,9,11,11,3,0,0,5,0,6,3,11,126,0,0,3,60,47,48,23,27,3,5,7,3,4,4,4,232,28,327,563,949,588,590,813,464,116,107,101,56,82,52,150,4987,3,8,25,70,51,124,168,155,30,49,35,38,54,34,21,861,0,0,3,26,573,184,123,125,16,43,56,53,53,43,27,1327,0,0,4,3,23,17,39,38,10,9,6,6,9,17,3,175,26,219,304,937,878,1757,1542,1303,264,357,393,493,560,406,363,9796,140,1563,2838,4945,6723,14344,16231,12284,2629,3159,3356,4036,4442,2688,2730,82098
